ss,en,src_text,trg_text,Cosine_Score
"[ 1.1079303  -0.13250814  0.26628235 ...  0.6494295   1.2663213
  2.6801808 ]",[0.03360787 0.00017252 0.00931437 ... 0.00324807 0.0306382  0.0193169 ],"Kucala Kwekusebenta Kwetinhlelo taHulumende Mengameli Jacob Zuma utawubita Ingcungcutsela yaMengameli Yesitsatfu Yabohulumende Basekhaya kusukela mhla ti-06 kuya mhla ti-07 Mabasa nga-2017 ngaphasi kwengcikitsi letsi,","Cabinet calls on public and private stakeholders, civil society and the business community at large to rally behind the programmes aimed at supporting municipalitie The 3rd Local Government Tourism Conference will take place from 3 to 4 April 2017 at Emperors Palace, Gauteng under the theme: '""Tourism planning is everybody s busines",0.73961085
[0.44318902 0.11702342 0.3996903  ... 1.0820099  0.298549   0.5968616 ],[0.02088963 0.00022348 0.00248814 ... 0.03343001 0.01100419 0.02328048],"Kuntjintja Mhlaba Wabomasipala Kute Kube Nentfutfuko Leyenteka Ngekushesha Nangemfutfo Kutenhlalakahle Nakutemnotf Lengcungcutsela itawugcila kakhulu ekuciniseni luhlelo lwabohulumende basekhaya njengencenye yesigaba sesibili seluhlelo lweKubuyela Kusicalonchant Kwengeta kuloko, itawubuka neludzaba lwekubete bulungiswa etindzaweni tekuhlala kanye nekuswela indzawo yekuhlala lokuchubeka njalo kuba nelifutse etimphilweni tebantfu bakitsLokunye lokutawubukwa kutawufaka ekhatsi: kwakha imimango lecinile kute kwemeke futsi kuncishiswe lifutse letinhlekelele; kanye nekwenta kutsi tonkhe tivumelwane tahulumende tichubela embili kuntjintja ngekushesha nangemfutfo kutenhlalakahle nakutemnotfo ezingeni lahulumende wasekhayKusebenta kwahulumende wasekhaya kungumsebenti wawonkhe wonkhe","Transforming Municipal Spaces for Radical Social and Economic Development .The Summit will focus on strengthening the local government system as part of the second phase of the Back to Basics programm In addition, it will address spatial injustice and spatial dislocation which continue to impact on the lives of our peoplOther areas include: building resilient communities to avoid and reduce the impact of disasters; and forging whole-of government agreements to advance radical social and economic transformation at a local leveLocal government is everybody's business",0.8742613
"[ 0.76943743 -0.09933932  0.15929957 ...  0.7312804   1.4835887
  2.0491614 ]",[0.0232252  0.00048878 0.00297822 ... 0.03564826 0.03131938 0.06215952],"Ikhabhinethi icela labatsintsekako kuhulumende kanye nalabatimele, tinhlangano temmango kanye nebemkhakha wetemabhizinisi wonkhana kutsi usekele tinhlelo lokuhloswe ngato kwesekela bomasipal Ingcungcutsela Yesitsatfu Yetekuvakasha Yahulumende Wasekhaya itawubanjwa kusukela mhla ti-03 kuya mhla ti-04 Mabasa 2017 lapha e-Emperors Palace, eGauteng ngaphasi kwengcikitsi letsi:","Together we move South Africa forward .Cabinet encourages all South Africans to be active and responsible citizens, engage government leaders on programmes that are being implemented to improve people s lives and hold them to accoun GCIS will coordinate the programme, details of which will be available on wwgoza Implementation of Government Programmes President Jacob Zuma will convene the third Presidential Local Government Summit from 6 to 7 April 2017 under the theme",0.7810663
"[ 0.139817    0.01153083 -0.4025565  ...  0.07567562  0.17126983
  0.53525984]","[ 0.00582156 -0.00042954 -0.00105092 ...  0.02944922 -0.00393512
  0.00508136]",Kuhlela Kutekuvakasha ngumsebenti wawonkhe wonkh,a whole of government and societal approach,0.56042486
"[ 1.0083901   0.16508013 -0.13813838 ...  0.75878125  1.034396
  0.80070466]","[ 4.3861917e-03  5.4629361e-03 -3.2078256e-05 ...  3.1323459e-02
  3.4612432e-02  3.0251773e-02]","Lengcungcutsela itawugcila emaswini ekukhulisa tekuvakasha kulelive ngekutsi tihlanganiswe nemachinga onkhe etentfutfuko nekukhula etifundza nabomasipal Temapaki Tavelonkhe taseNingizimu Afrika (ema-SANPark) titawubamba INgcungcutsela Yelutjalotimali Kutekuvakasha mhla ti-04 Mabasa 2017, kugcilwe ematfubeni lamasha lange-55 elutjalotimal Eminyakeni le-15 leyengca, i-SANParks yenyusa ngemphumelelo linani lematfuba ebudlelwane bekusebentisana ngekhatsi kwaHulumende neTinhlangano Letitimele, lokufaka ekhatsi imiklamo leminyenti, lokubandzakanya tindzawo tekulala, tindzawo lapho utsenga khona kudla uhlale phasi udle, titolo letikhulu, lokungentiwa, sikhumulo setindiza sakaSkukuza neTable Mountain Aerial Cablewa Mengameli Jacob Zuma, njengaSihlalo Welikomidi Letinhloko Temibuso Lephaneli Lephakeme Yamhlabuhlangene (i-UN) Yetemanti, uvule ngekwemtsetfo","The conference will focus on growing tourism in the country by integrating it into all provincial and municipal growth and development strategie The South African National Parks (SANParks) will host a Tourism Investment Summit on 4 April 2017, focusing on 55 new investment opportunitie Over the past 15 years, SANParks has progressively increased the number of Public Private Partnership s transactions, covering a wide range of projects, including accommodation, restaurants, retail, activities, Skukuza airport and the Table Mountain Aerial Cablewa President Jacob Zuma, as the Chairperson of the Heads of State Committee on the United Nations (UN) High Level Panel on Water, officially opened the United Nations World Water Day Summit and Expo and also launched the 17th edition of UN s World Water Development Report, which focuses on the critical role of wastewater management for vibrant economies, resilient societies and the maintenance of healthy environments across the globCabinet welcomes the pledge by the High Level Panel on Water to work closely with all water stakeholders to ensure water related targets of 2030 Agenda and beyond are achieveThe Sustainable Development Goals include a target to ensure everyone has access to safe water by 2030, making water a key issue in the fight to eradicate extreme povert Water and sanitation is at the core of sustainable development, critical to human survival and the environmen Government's National One Stop which was launched by President Zuma on 17 March 2017, is now operational and open for business to all investor It serves as a focal point and an interdepartmental clearing house to providing a streamlined and professional service to those wanting to set up a business or invest in South Afric All these services are now available under one roo President Jacob Zuma has expanded the reach of the Inter-Ministerial Committee (IMC) on Migration by including all Provincial Premiers and the South African Local Government Association (Salga) as memberThis will ensure a coordinated focus on all aspects of migration including South Africa s migration policy, ways in which various sectors can work with government to promote orderly migration and the fostering of good relations between citizens and foreign national As we conclude Human Rights Month Cabinet thanks South Africans who joined the nation s celebration on Human Rights Day, which honoured our struggle heroes who fought for the many rights we enjoy toda This included commemoration of the 40th anniversary of the death of Bantu Steve BikCelebration of our national heroes ensures that our youth and future generations know and understand their contribution and what they stood fo We have witnessed an alarming increase in the number of racist incidents, which detracts from the gains that we have made as a democracWe must cherish that we live in a country that enshrines human rights and dignit These gains came at a great pric People lost their live We should never forget the sacrifices that were made for our freedom and democrac We must continue to build a South Africa that will enshrine the human rights of all, regardless of their class, gender or geographical locatio Cabinet calls on all South Africans to join in National Freedom Day and Freedom Month celebration Freedom Month and National Freedom Day marks the dawn of freedom and democracy in our country, and our journey from a country which was marred by hatred and divisions to a society where we build a common futurFreedom Month celebrations promote the National Development Plan as our long-term vision for partnerships to attain the South Africa as articulated in the Constitution, our Bill of Rights and the historic Freedom Charter of 19510.",0.8468598
[0.23941387 0.13098781 0.31339923 ... 0.84304905 0.57660055 0.7461065 ],[0.01000285 0.03747717 0.00624631 ... 0.03269681 0.01349825 0.0151116 ],"Ingcungcutsela Yelusuku Lwetemanti Lwemhlaba Lwamhlabuhlangene Nembukiso waphindze futsi wetfula Nembiko Wemhlaba wonkhe we-UN Lolushicilelo le-17 Wetentfutfuko Yemanti, lotawugcila kakhulu endzimeni ledlalwa kusetjentiswa kahle kwemanti langcolile emaveni laneminotfo lesatfutfukako, imimango lecinile kanye nekugcinwa kwetimondzawo letiphilile emhlabeni wonkhTinjongo Tentfutfuko Lesimeme tifaka ekhatsi loko lokuhlosiwe kucinisekisa kutsi wonkhe umuntfu uyawatfola emanti laphephile nga-2030, ngekwenta emanti kutsi abe yindzaba lemcoka ekucedzeni buphuya lobukhul Emanti nekuhanjiswa kwekungcola kutintfo lekugcilwe kuto kakhulu tentfutfuko lesimeme, letimcoka etimphilweni tebantfu nakwimvel Sikhungo Savelonkhe Sahulumende Lokutfolakala Ndzawonye Konkhe, i-National One Stop lesetfulwa nguMengameli Zuma mhla ti-17 Indlovulenkhulu 2017, nyalo sesiyasebenta sesivuleleke bonkhe batjalitimali bemabhizinis Sisebenta njengendzawo yinye lemcoka kanye nanjengesikhungo lesihlanganisa ematiko yekunika tinsita tebungcweti kulabo labafuna kuvula emabhizinisi nome kutjala timali lapha eNingizimu AfrikTonkhe letitinsitakalo nyalo setitfolakala sikhungweni siny Mengameli Jacob Zuma wengete malunga eLikomidi Lelihlanganisa Tindvuna (i-IMC) Letekuhamba ngekutsi afake ekhatsi bonkhe boNdvunankhulu Betifundza kanye Nenhlangano Yabohulumende Bekhaya eNingizimu Afrika (i-Salga) njengemalungLoku kutawucinisekisa kugcila ndzawonye lokuhlangene kwato tonkhe tindzaba letitsintsa tekuhamba lokufaka ekhatsi nenchubomgomo yaseNingizimu Afrika yetekuhamba, tindlela tekutsi imikhakha leyehlukahlukene ingasebentisana njani nahulumende ekukhutsateni tinchubomgomo tekuhamba letihlelekile nekwenta kutsi kube nebudlelwane lobuhle emkhatsini wetakhamuti takuleli netakhamuti takulamanye emave angephandl Njengaloku Inyanga Yemalungelo Eluntfu iphela, Ikhabhinethi ibonga bantfu baseNingizimu Afrika labahlanganyele nesive ekugubheni Lusuku Lwemalungelo Eluntfu, lesihloniphe ngalo emachawe etfu emzabalazo lasilwela kute sitfole lamalungelo lamanengi lesiwajabulelako lamuhl Lomgubho uphotfula iminyaka lenge-40 yekukhumbula kusishiya emhlabeni kwaBantu Steve BikKukhumbula emachawe esive kuyindlela yekucinisekisa kutsi lusha lwetfu kanye nesitukulwane sakusasa siyati futsi siyalivisisa ligalelo lawo naloko lebebakumele, bakulwel Sesibone kwandza kwetehlakalo letinyenti tebuhlanga, letisusa umcondvo wetfu kuloko lesesikuzuzile njengohulumende wentsandvo yelinyentKufanele kutsi sidvumise kutsi siphila eveni lelivikela sitfunti nemalungelo eluntf Bantfu labanyenti bashona belwela letinzuz Kufanele kutsi singakukhohlwa kutinikela kwetfu lesakwenta kute sitfole inkhululeko nentsandvo yelinyent Kufanele kutsi sichubeke sakhe iNingizimu Afrika letawuvikela emalungelo abo bonkhe bantfu, akukhatsalekile nekutsi unjingile nome uphuyile, bangubuphi bulili nome bakuyiphi indzawo lapho bahlala khon IKhabhinethi imema bonkhe bantfu baseNingizimu Afrika kutsi bahlanganyele nakugujwa Lusuku Lwavelonkhe Lwenkhululeko kanye Nenyanga Yenkhululek Inyanga Yenkhululeko kanye Nelusuku Lwavelonkhe Lwenkhululeko lusukhumbuta ngekufika kwenkhululeko nentsandvo yelinyenti eveni letfu, kanye nengeluhambo lwetfu lolusuka eveni labelikhungatfwe yinzondo nekwehlukana loluya esiveni lesakha likusasa linye letfu sonkhImigubho Yenyanga Yenkhululeko ikhutsata Luhlelo Lwekutfutfukisa Lavelonkhe (i-NDP) njengembononchanti wetfu wesikhatsi lesidze webudlelwane kute sakhe leyo Ningizimu Afrika leshiwo nguMtsetfosisekelo, Umculu wetfu Wemalungelo kanye Nemculu Wenkhululeko loyinchophamlandvo wanga-19510.","The SASSA call centre, toll free: 0800 60 10 11 will be open to assist beneficiaries with all their enquirie Arrangements have been made to ensure that the SOCPEN system is available for investigation and verification of the status of grant applicationGovernment s social assistance programme remains an important safety net for millions of South African It is at the heart of government s poverty alleviation programme, and has helped to restore the dignity of our peopl We are a caring Government continually striving to improve the living conditions of poor, vulnerable and underprivileged South African Cabinet affirms that the rights and safety of all women in our society must be protecte The recent incidents of sexual assault on women, particularly by taxi drivers is a cause for concerCabinet commends the brave women who have come forward to report these incidents and appeals to communities to assist to find the perpetrators of violence against women and childre Cabinet reiterates the commitments made by President Jacob Zuma s during his address at the 17th National Teachers' Awards: that Action will be taken against teachers who continue to use corporal punishment in schools, this is unlawful and action will be taken against teachers who break the law and violate the dignity and personal safety of childre The problem of teenage pregnancies and crime in some schools, such as gang violence, drugs, alcohol and bullying are also being prioritise Cabinet has noted with concern increasing incidents of taxi violence in some parts of the countr All role players in the taxi industry are urged to engage in dialogue and seek solutions to the underlying issues so that they don't negatively affect commuters who depend on their service Cabinet calls on the transport sector and law enforcement agencies to work together to tackle the resurgence of taxi violenc Cabinet is deeply concerned over the break-in at the offices of the Chief Justice where several computers were stole Such acts of criminality strike at the very heart of our constitutional democracy and have no place in our societThe Justice Crime Prevention and Security cluster reiterates its commitment to fighting crime and calls on communities to report suspicious activities to relevant authoritie Cabinet welcomes the Competition Commission s investigation into allegations of cartel conduct in the fresh produce sector and awaits its speedy conclusio Uncompetitive behaviour affects the most country s most vulnerable households and undermines our national effort to increase the participation of emerging market black farmers in this markeWe applaud the work of the Commission in protecting and upholding the rights of consumers, and our communitie",0.8510611
"[ 0.54175305  0.01887728 -0.09555604 ...  0.9583862   1.0878652
  1.3107566 ]","[ 0.00447299 -0.00043293  0.00874355 ...  0.02007777  0.03154291
  0.04448709]","IKhabhinethi imema bonkhe bafundzi bemabanga laphakeme kutsi bangenele umncintiswano we-SADC (Inhlangano Yekutfutfukisa Emave LaseNingizimu Ne-Afrika) wekubhalwa kwe-eseyi wetikolo temasekhondali wa-2017, lovuleleke bonkhe bafundzi labasemasekhondali esifundzeni se-SADSihloko salomncintiswano wekubhalwa kwe-Eseyi Yetikolo Temasekhondali letiku-SADC wa-2017 sitsi, ""Kusebentisa Emandla Lasimeme Kutfutfukisa Temnotfo Tesifundz Litiko Letemfundvo Lesisekelo litawusita bafundzi labafisa kungenela lomcudzelwano wekubhalwa kwe-esey Ema-eseyi lamatsatfu latawukhetfwa kuleso nakuleso sifundza atawutfunyelwa kuLitiko Letemfundvo Lesisekelo kungakashayi mhla ti-05 Inkhwekhweti 2017.","Cabinet invites all high school learners to participate in the 2017 SADC secondary schools essay competition, which is open to all secondary schools students in the SADC regioThe topic for the SADC Secondary School Essay Competition for 2017 is ""Harnessing Sustainable Energy for Regional Economic Development""The Department of Basic Education will assist learners who wish to enter the essay competitio Three selected essays from each province will be forwarded to the Department of Basic Education by 5 May 2017.",0.89172894
"[ 0.3753527  -0.15655501  0.4363908  ...  0.8083065   1.1162287
  2.5745056 ]","[ 0.02208301 -0.00078903 -0.00068497 ...  0.03184137  0.05700568
  0.06750994]",Ema-eseyi avelonkhe lamatsatfu laphume embili atawutfunyelwa kuLihhovisi Lebubhalane le-SADC mhla tinge-31 Inkhwekhweti 201 Tincumo teKhabhinethi Emalunga eSigungu kuyo yomitsatfu imikhakha yahulumende atawucocisana nebantfu baseNingizimu Afrika eveni lonkhe ngesikhatsi seLiviki Lavelonkhe Lembizo kusukela mhla ti-17 kuya mhla tinge-23 Mabasa 2017 ngaphasi kwengcikitsi,"The three national winning essays will be submitted to the SADC Secretariat on 31 May 201 Issues in the Environment Government has welcomed the Constitutional Court s judgement on the payment of grant The Inter-Ministerial Committee (IMC) on Comprehensive Social Security, chaired by President Jacob Zuma has been hard at work to ensure that Government continues to pay more than 17 million social grants to qualifying beneficiaries from 1 April 2017.Beneficiaries receiving social grants from merchants and banks will be paid on 1 April 2017 while those using SASSA pay points will be paid from 3 April 2017.",0.8172685
"[ 0.2986977  -0.44412306 -0.01713725 ... -0.09628306  0.21766217
  0.10081713]","[-0.00523948  0.00164457 -0.00016634 ...  0.00394357  0.00325966
  0.00458189]","letsi,",Sdumo,0.740494
"[ 0.36930302  0.35447213 -0.17389607 ...  0.91937214  0.58580333
  1.1185652 ]",[0.00580182 0.01356311 0.00617347 ... 0.04381827 0.02010767 0.04289435],"Sisonkhe sichubekisela iNingizimu Afrika embil IKhabhinethi igcugcutela bonkhe bantfu baseNingizimu Afrika kutsi babe takhamuti letisukumako tente tintfo futsi netikhatsalelako, ticocisane nebaholi bahulumende mayelana netinhlelo leticela kutsi tentiwe kute kwentiwe ncono timphilo tebantfu nekutsi tente kutsi baholi baphendzule ngemisebenti yab Luphiko Lwahulumende Lwetekuchumana Netekwatisa (i-GCIS) litawuchumanisa letinhlelo, imininingwane yaloko itawutfolakala ku: wwgoza IKhabhinethi ikuvumile kushicilelwa kwemfica Kweluhlelo Lwekwenta Lwenchubomgomo Yetetimboni (i-IPAP) nga-2017/18 kuya ku-2019/20 lolulungisa tinsayeya letimcoka tetemnotfo nekukhula kwetimboni nebuphuya lobuphatselene nebuhlanga, kungalingani nekubete kwemisebent Lena yincenye lemcoka yeLisu Lemaphuzu Layimfica laMengameli Jacob Zuma futsi lentiwe kutsi lihambisane nenchubomgomo yeKuntjintja Ngekushesha Nangemfutfo TemnotfI-IPAP ikhone kuba nemphumelelo etindzaweni letimcoka letinyenti: kugcina nemafemu lamanyenti nemisebenti, kwesekela imikhakha lemcoka kakhulu etintfweni letitawukwentiwa yiNingizimu Afrika macondzana neluhlelo lesikhatsi lesidze lekukhutsata timboni kanye nekuvula tindzawo letinsha tekukhula kwemnotfo kute sakhele etikwenzuzo yetfu yekucatsanisa kanye nekudala emakhono ekwenta etimboni lacudzelana nemhlaba wonkhLoko lokukhutsata i-IPAP yanga-2017-2020 kufaka ekhatsi: kutinikela ngalokuphindziwe eKuntjintjeni Ngekushesha Nangemfutfo Temnotfo; imetamo lechubekako yekucinisekisa kutsi kuba nekukhula kwekushiyelana kanye nekuzuzisa wonkhe umuntfu; kuluchuba ngekuphangisa lokukhulu Luhlelo Lwabosotimboni Labamnyama kanye nekugcila kakhulu kutimboni letakha misebenti leminyenti kuyo imikhakha lechumanisa nemikhakha lesisekelo yetemnotfo kanye nemikhakha leyakha imphahla lehlanganiswe nemitamo lenyusiwe yekutfunyelwa kwemphahla emaveni angephandl IKhabhinethi yatjelwa ngalamafishane mayelana ngemiphumela yeLuhlwayo Lwavelonkhe lwa-2014/15 Lwekucwaninga Nentfutfuko Lehlolwayo (Luhlwayo Lwe-R&D).","prospects for longer term industrialisation and opening new areas of economic growth to build on our comparative advantage and create globally competitive industrial capabilitieDrivers of IPAP 2017-2020 include: a redoubled commitment to Radical Economic Transformation; ongoing efforts to secure shared and inclusive growth; rapid acceleration of the Black Industrialist Programme, and a much stronger and ongoing focus on labour intensity across the value chains that link the primary sectors of the economy to the manufacturing and services sectors coupled with a stepped-up export effor Cabinet was briefed on the findings of the 2014/15 National Survey of Research and Experimental Development (R&D Survey).South Africa s Gross Expenditure of R&D (GERD) was R29, 345 billion in 2014/15.",0.8541895
