ss,en,src_text,trg_text,Cosine_Score
"[ 0.7637388  -0.25857398  0.02689985 ...  1.0540808   0.85299736
  1.0569558 ]",[0.01405157 0.00262937 0.0021149  ... 0.02973039 0.01472079 0.01307388],"Sitatimende seMhlangano weKhabhinethi wangaLesitsatfu, mhla ti-11 Indlovulenkhulu 2020 ePhalamende, eTuynhuys eKapa","Statement on the Cabinet Meeting held on Wednesday, 11 March 2020 at Parliament, Tuynhuys in Cape Town",0.86226344
"[ 0.5810889  -0.04796795 -0.13451295 ...  0.20045218  0.31966612
  1.044727  ]","[ 0.01507613  0.00565856 -0.00097198 ...  0.00776889  0.00015873
  0.01770557]",Tindzaba letibalulekile taleLive1.,Condolence message1.,0.73397124
"[ 1.4314928  -0.013167    0.03861324 ...  0.973485    0.78780586
  1.6805277 ]",[0.03251653 0.00107049 0.00387482 ... 0.0110801  0.02114563 0.04751301],I-Coronavirus (i-COVID-19),Coronavirus (COVID-19),0.91233003
"[ 1.0013059  -0.01695991 -0.04118184 ...  0.33734158  1.409114
  1.884451  ]","[ 0.01424358 -0.00143071  0.00099109 ...  0.01689987  0.03235583
  0.0599001 ]",Ikhabhinethi iyabacinisekisa bonkhe bantfu baseNingizimu Afrika kutsi kwentiwa tonkhe taba tekucaphela phambilini kuvikela lelive kunoma ngukuphi kubhebhetseka ngemandla kwale-COVID-19.,Cabinet reassures all in South Africa that every precaution is being taken to safeguard the country against any surge of the COVID-19.,0.90166616
"[ 0.7857231   0.21630897 -0.04498865 ...  1.1893476   0.6966348
  1.893125  ]","[ 0.02537889  0.00201074 -0.00012006 ...  0.02005317  0.0274537
  0.05250923]","Indvuna yeTemphilo, Dk Zweli Mkhize, ubikele Ikhabhinethi kutsi sekunetehlakalo leti-13 te-COVID-19 lapha eNingizimu Afrik Lamuhla ekuseni, Indvuna yeTemphilo icinisekise kutsi kutfolakale letinye tehlakalo letinsha letine, lokwenta lelinani letehlakalo te-COVID-19 likhuphuke liye ku-17.","The Minister of Health, Dr Zweli Mkhize, reported to cabinet that there were 13 cases of COVID-19 in South Afric This morning, the Minister of Health confirmed that another four new cases have been identified, bringing the number of COVID-19 cases to 17.",0.92359114
"[ 1.8439807  -0.15251899 -0.38266033 ...  0.3843548   1.1714928
  0.7786005 ]","[ 0.01048996 -0.00037244 -0.00019205 ...  0.00388416  0.02317389
  0.01813731]",Utasiniketa leminye imininingwane ekuhambeni kwalolusuk,He will provide further details during the course of the da,0.7418172
"[ 0.9277713   0.39783126 -0.05246579 ...  0.9932307   0.9995925
  0.8468504 ]",[0.04171982 0.01157316 0.00289217 ... 0.02011199 0.02819772 0.0285554 ],"Ikhabhinethi nayo igcizelela simemo lesentiwe yiNhlangano yeTemphilo yeMhlaba neNdvuna yeTemphilo Mkhize, kutsi bonkhe bantfu baseNingizimu Afrika bachubeke nekusebentisa netento letiyindlela yekuvimba kwesulelana nekwandza kwaleligciwan Letindlela tekuvikela tifaka ekhatsi kuvama kugeza tandla takho ngemanti lanensipho noma-ke usebentise sibulalimagciwane sekugeza tandla lesine-alkhoholi i-sanitizer, tiphindze futsi tifake ekhatsi kugwema kubamba emehlo, timphumulo nemlomo ngetandla letingakagezwa kanye nekuvala umlomo wakho ngethishu uma ukhwehlela noma uthimula bese uyayilahla leyo thish Timphawu letivamile taleligciwane, yifiva, kukhwehlela nekuphefumula kamatim","Cabinet reiterates the call by the World Health Organisation (WHO) and Health Minister, Dr Zweli Mkhize, for all people in South Africa to continually practice preventative measures to stop the transmission and spread of the viru The preventative measures include washing your hands often with soap and water or using an alcohol-based hand sanitizer, they also include avoiding touching your eyes, nose and mouth with unwashed hands and covering your mouth with a tissue when coughing or sneezing following with disposing of the tissuCommon symptoms of the virus include, fever, cough and difficulty in breathin",0.89323366
"[ 0.9014301   0.23298247 -0.12997806 ...  1.7154427   0.4011784
  0.42501733]","[ 2.2629790e-02  4.1714082e-03 -9.4119359e-06 ...  2.6356209e-02
  1.6801056e-02  1.0654599e-02]","Uma ngabe unaletimphawu njengobe tichaziwe lapha ngetulu, bantfu belulekwa kutsi bahlale ekhaya futsi bafune lusito lwetekwelashw Sicela wonkhewonkhe kutsi bahloniphe lingasense letigulane letine- CODVID-19 kanye nemindeni yat Sicaphelisa ngemandla kutsi kungandziswa nanoma nguluphi lwatiso lolungesiwo emaciniso loluphatselene naleligciwane kute kutsi kuvinjwe kwandza kweluvalo, kukhishwa inyumbazana kanye nekubandlulula labanye emimangweni yetf","When displaying the symptoms as described above, individuals are advised to stay home and seek medical assistanc We appeal to all to respect the privacy of CODVID-19 patients and their familie We also strongly caution against the dissemination of any false information related to the virus so as to prevent the spread of fear, stigma and discrimination within our societ",0.9008319
[0.93128866 0.6536138  0.12054835 ... 1.1396348  1.2410082  2.2298422 ],"[ 0.02150372 -0.00175365  0.00438908 ...  0.03536367  0.03466263
  0.05008523]",Bantfu labakhatsatekile bangatsintsa Lucingo Loluphutfumako lweSikhungo saVelonkhe seteTifo Letitsatselwanako (i-NICD) ku-0800 029 999 kute batfole lwatiso lolungilo mayelana ne-COVID-14.,Concerned individuals may contact the National Institute for Communicable Diseases (NICD) Hotline on 0800 029 999 for accurate information regarding COVID-14.,0.90262467
"[ 0.9047885   0.6743762  -0.00193122 ...  1.2820494   1.3422165
  1.3605493 ]","[ 0.01039411 -0.0006944   0.00390834 ...  0.03546105  0.04858593
  0.03744684]","Ikhabhinethi ijoyina Mengameli Cyril Ramaphosa ekufiseleni licembu lekubuyisa ekhaya kuleli lakitsi nelitsimba le-South African Airways (le-SAA) labafulatsele leli lakitsi ngaLesibili babhekisa emabombo kuLidolobhakati laseWuhan, kuSifundza saseHubei eRiphabhliki yeBantfu yaseShayina, kulandza babuyise kuleli bantfu baseNingizimu Afrika laba-122.","Cabinet joins President Cyril Ramaphosa in wishing well the repatriation team and the South African Airways crew who departed on Tuesday to the City of Wuhan, Hubei Province in the People s Republic of China, to repatriate 122 South African The medical team from the Department of Health and the Military Health form part of the repatriation tea Cabinet has expressed its appreciation to South African Airways for their valuable assistance in this repatriation exercis The repatriation team and the repatriated South Africans are expected back in the country this Friday, 13 March 2020.",0.84956795
