ss,en,src_text,trg_text,Cosine_Score
"[ 0.87142766 -0.19645976  0.2445412  ...  0.91370124  1.0106037
  1.1421834 ]","[ 4.1733519e-03 -8.7168177e-05  2.1903452e-03 ...  1.4514814e-02
  7.9306643e-03  3.6296673e-02]","Ikhabhinethi yahlangana ngaLesitsatfu, mhla tinge-22 Ingci 2018, eTuynhuys, eKap","Cabinet met on Wednesday, 22 August 2018 at Tuynhuys in Cape Tow Issues In The Environment1.",0.8339287
"[ 0.34835327 -0.13574009 -0.15407884 ... -0.10671507  0.1996996
  0.5912181 ]","[ 0.03864395 -0.0012033  -0.00057512 ...  0.00059446  0.00286357
  0.01372523]",Tindzaba Letimcoka1.,Bills1.,0.7416087
"[ 0.15573013 -0.349975    0.4736264  ...  0.05059559  0.24243425
  0.09951783]","[ 0.00156995  0.00104197 -0.00326635 ...  0.00951635  0.00086924
 -0.00257588]",Temnotfo,Land expropriation,0.6495244
"[ 0.45143506 -0.43106434  0.13810253 ...  0.25392     1.5067629
  1.4404873 ]","[ 0.00600815 -0.00097422  0.00014574 ...  0.03543365  0.02611132
  0.04196583]","Tehlakalo temnotfo letisandza kwenteka eTurkey tiholele ekutsini kube nekwehla lokukhulu kwetinhlobo temali temave lasatfutfuka, kufaka ekhatsi Lirandi laseNingizimu Afrik","This Bill will align SANDF Military Discipline to the UN, especially on soldiers in peacekeeping mission",0.6554423
"[ 0.49260074 -0.1755647   0.9878375  ...  0.9458624   1.1337106
  1.4123505 ]",[0.02452884 0.01834321 0.0012519  ... 0.02497957 0.026209   0.01485662],"Kuphuma kwemali kulamave iye kulamanye emave kukhule ngemandla kwaphindze futsi kwakhula nembuyiselo yelutjalomali, lokwente kutsi umnotfo nematfuba emisebenti kukhule kancan Tikweleti taseTurkey letibalwe ngetimali talamanye emave emhlaba kanye nemazinga lamancane etingodla tetinhlobo tetimali temave emhlaba afaka lelive enkingeni yekuphuma kwemali kulelive iye kulamanye emave ngelizinga lelikhulu, njengobe simo semnotfo netimali sicala kutinta kumave lasatfutfukil","Economy The recent economic developments in Turkey have led to a large depreciation of emerging market currencies, including the South African Ran Capital outflows from these markets have accelerated and bond yields have risen, slowing down economic growth and job creatio Turkey s large foreign currency denominated liabilities and relatively low levels of foreign currency reserves predisposed the country to large and damaging capital outflows, as monetary policy started to normalise in advanced economie Cabinet notes that South Africa has a number of strengths, including an independent central bank, an inflation-targeting regime with inflation consistently within the target range, low levels of foreign-currency debt and a clear fiscal consolidation pla Cabinet is committed to maintaining these strength At the same time, government will continue to implement reforms to increase the growth potential of the economy and improve the credibility of our policy decision Government will continue to collaborate with business, labour and civil society to restore confidence in the economy and address the structural constraints to economic growt Working together we can translate our plans into concrete actions to move the South African economy forward Value-Added Tax (VAT) Cabinet welcomes the report by the Ministerial Panel of Experts which reviewed the list of zero-rated VAT items and recommended the inclusion of white bread, bread flour, cake flour, sanitary products and school uniformCabinet encourages South Africans to voice their opinions on the report, which is open for public comment until 31 August 2018.",0.76025426
"[ 0.5507035   0.04846498 -0.02781976 ...  1.098111    1.5718907
  0.792204  ]","[ 2.9842939e-02 -1.3325378e-04 -8.9872075e-05 ...  1.6518889e-02
  1.8688068e-02  2.7163189e-02]","Ikhabhinethi iyakucaphela kutsi iNingizimu Afrika inetinhlelo letsembele kuto letifaka ekhatsi libhangengodla lelitimele, luhlelo lolubukene nekwehla nekwenyuka kwentsengo ngalokungagucuki ngekhatsi kumkhakha locondziwe, sikweleti lesisezingeni leliphasi setimali takulamanye emave kanye nelisu lokusebentisa imali ngendlela lefanele naleyongak Ikhabhinethi itimisele kusebentisa letinhlel","This will, amongst others, achieve the national policy obligations, cost of communication; remove the entry barriers for small and medium companies, and sustain the current investment The Minister of Telecommunications and Postal Services, Dr Siyabonga Cwele, will hold a full media briefing to unpack this report Progress on North WestCabinet received the fourth progress report on the Section 100(1) intervention in North Wes Cabinet is satisfied with the implementation stage, with several milestones reached in terms of the institutionalization of the project in the provinc",0.76576376
"[ 0.5551632  -0.2043637  -0.09525086 ...  0.66908616  0.36932743
  0.67413557]",[0.01770937 0.00030392 0.00078553 ... 0.02586128 0.020647   0.01398102],"Ngaso sona leso sikhatsi, hulumende utawuchubeka nekwenta lushintjo lolutawusita kukhulisa umnotfo luphindze futsi lente kancono kufaneleka kwetincumo tetfu tenchubomgom",Women s Month Cabinet calls on all citizens to continue with the drive to ensure the safety and empowerment of women in our societ,0.66327405
"[ 0.4015057   0.10280582 -0.13389099 ...  1.220256    1.2980294
  1.4315623 ]","[ 0.01724161 -0.00053135  0.00037286 ...  0.02959834  0.03298292
  0.01979004]","Hulumende utawuchubeka abambisane nebemabhizinisi, tisebenti kanye netinhlangano temmango kubuyisa litsemba kutemnotfo aphindze futsi abukane netihibe letibambe kukhula kwemnotf Uma sisebenta ngekubambisana singenta emasu etfu abe tento talokubonakalako lokuchubela embili umnotfo waseNingizimu Afrika","The White Paper is a culmination of the review of the 1996 White Paper, which appreciated the achievements in all the facets of arts, culture and heritage and reflected on areas that remained a challenge in advancing nation-building and social cohesion in our democrac",0.743467
"[ 1.1513078  -0.17517315  0.0202964  ...  0.27876762  0.12854241
  0.20743166]","[ 0.01007771 -0.0013982   0.01437962 ...  0.00497362  0.00500955
  0.0205113 ]",Intselantsengo (i-VAT),towards reducing the emission of greenhouse gas (GHG) in the environmen,0.58593917
"[ 1.5845531   0.05499591 -0.26559493 ...  1.9630837   1.3282456
  0.3586664 ]","[ 0.0201467  -0.00047954  0.00115179 ...  0.03040616  0.02003656
  0.02581113]","Ikhabhinethi iyawemukela umbiko lowetfulwe Licembu leTingcweti leNdvuna lelabuyeketa luhlu lwetintfo letatfolakala kutsi atikhokhiswa i-VAT labese licela kutsi kufakwe nesinkhwa lesimhlophe, fulawa wesinkhwa, fulawa wekubhaka emakhekhe, imikhicito yetishubelo kanye nenyifomu yesikolw","pieces of legislations:The Insolvency Act of 1963, to strengthen the regulation of over-the-counter derivative market, in line with G20 commitments;The Military Pensions Act of 1976, to address discriminatory provision and ensure gender neutrality to recognise different types of relationships;The Banks Act of 1990, to allow for qualifying state-owned companies to apply for banking licences, subject to Executive approval;The Government Employment Pension Law of 1996, to change the clean break principle in the case of divorce, ensuring that members",0.7485374
"[ 1.095025   -0.16786367  0.04764207 ...  0.96625537  1.4565859
  3.7737396 ]",[0.02605782 0.00181966 0.01121459 ... 0.02443454 0.02543805 0.05978287],"Ikhabhinethi ikhutsata bantfu baseNingizimu Afrika kutsi bavakalise imibono yabo mayelana nalombiko, lovuleleke kutsi ummango uphawule ngawo kute kube ngumhla tinge-31 Ingci 2018.",President Ramaphosa bestowed the National Order of Luthuli in Silver on Mama Sobukw She was also the wife of Pan Africanist Congress founding President Robert Mangaliso Sobukw The year 2018 also marks the 40th anniversary of the death of Mr Sobukw,0.7281143
"[ 1.2646308   0.04608687 -0.15278384 ...  0.81735384  1.6016543
  0.89935803]","[ 0.04603226 -0.00091203 -0.00040199 ... -0.00075896  0.04773948
  0.03458039]","Indvuna yeTimali, Mn Nhlanhla Nene, utawubese utsatsa sincumo lesicinile mayelana nekutsi ngutiphi tiphakamiso lafanele kutsi atifezekis Tetfulo tingabhalwa phasi bese titfunyelwa ku:vatsubmissions@treasurgoza3.","The Minister of Finance, Mr Nhlanhla Nene, will then make an informed choice on which proposals to implemen Submissions can be made in writing to vatsubmissions@treasurgoza3.",0.8560095
"[ 0.4718111  -0.16819704  0.14235646 ...  0.43952817  0.24178489
  0.4519902 ]","[ 1.4809175e-02 -2.6210044e-03 -9.3907031e-05 ...  4.6158442e-03
  1.4771711e-02  1.3208192e-02]",Inyanga yaBomake,and as an extension of Freedom Day celebrations,0.50534606
"[ 1.3742242   0.6607997  -0.0527488  ...  1.5652702   0.89999086
  0.73831236]",[0.03054557 0.00044389 0.00932542 ... 0.00048308 0.02470825 0.00536457],Ikhabinethi imema tonkhe takhamuti kutsi tichubeke nalomkhankaso kucinisekisa tekuphepha kanye nekuhlonyiswa kwabomake ngemakhono eveni letf Sincoma yonkhe imikhakha yemmango ngekuhola imitamo lehlose kulwa nebudlova bebulili (i-GBV).,We commend all sectors of society for heading up initiatives aimed at fighting gender-based violence (GBV).,0.73812765
"[ 1.3256385   0.2165227  -0.20585905 ...  1.0707196   1.2931606
  0.90360844]","[ 9.8785749e-03 -7.4349024e-04 -1.9548634e-05 ...  1.4621980e-02
  4.0311314e-02  2.2742335e-02]","Lapho Inyanga yaBomake iya ngasekupheleni, Ikhabhinethi iyachubeka nekuhlonipha bomake ngendlela lefananako naleyo lekuhlonishwa ngayo bomake banga-1956 labashuca bacondza e-Union Buildings ePitoli balwa nembuso lohlukubetanako lebewufuna kusebentisa imitsetfo yemapasi lebandlululako kubukela phasi sitfunti sab","As Women's Month draws to a close, Cabinet continues to honour women in the same spirit that we honour the women of 1956 who marched to the Union Buildings in Pretoria in defiance of a brutal regime that sought to use discriminatory pass laws to undermine their dignit Since the start of our democracy in 1994, great strides have been made to ensure that women enjoy the same rights as their male counterparts in education, employment, property, inheritance and justic In driving an inclusive economy, we are working hard to ensure the full participation of women in the economy and driving an inclusive econom As part of celebrating Women s Month, the Department of Agriculture, Forestry and Fisheries",0.8136105
"[ 0.56174815 -0.03865078 -0.11387347 ...  1.0504643   1.0387497
  0.8646851 ]","[ 0.01478284  0.02672775 -0.00011289 ...  0.04512218  0.03226238
  0.0375975 ]","Kusukela kwacala umbuso wetfu wentsandvo yelinyenti nga-1994, sekuhanjwe emagcatsi lamakhulu kucinisekisa kutsi bomake nabo batfokotela emalungelo lafanako newemadvodza kutemfundvo, temsebenti, imphahla, bundlalifa kanye nakutebulungisw Ekushukumiseni umnotfo lozuzisa bonkhe ebantfu, sisebenta ngekutikhandla kute sicinisekise kuhlanganyela kwabomake kutemnotfo kanye nekuchuba umnotfo lozuzisa wonkhe umuntf","The White Paper aims for a dynamic, vibrant and a transformed South African arts, culture and heritage sector that will contribute towards nation-building, social cohesion and socio-economic inclusio Cabinet approved the National Policy Framework on Underwater Cultural Heritage, which synergizes the United Nations Educational, Scientific and Cultural Organisation Convention, the National Heritage Resources Act, 1999 (Act 25 of 1999) and other relevant national legislatioThe policy is underpinned by the principle that cultural heritage belongs to all people of South Afric It identifies a range of stakeholders and actions to promote underwater cultural heritage, and to create awareness of its significance and capacity buildin Cabinet approved the 2018 and 2019 Annual Stamp Programme from the South African Post Offic The stamps reflect South Africa s diverse culture, national identity, history, rich heritage, heroes and heroines, the environment as well as socio-economic developmen The stamps further serve as small ambassadors for South Africa as they travel across the world through the postal networ Cabinet approved the designs of the commemorative collectors",0.73862606
"[ 1.4616194e+00 -3.3787483e-01  6.9669448e-04 ...  8.2979047e-01
  1.9918607e+00  4.5514852e-01]","[ 0.01877309 -0.00130749 -0.00038048 ...  0.04019278  0.02331228
  0.04742085]","Njengencenye yekugubha umkhosi weNyanga yaBomake, Litiko Letekulima, Temahlatsi Netinhlanti","The White Paper revokes elements of the White Paper on Arts, Culture and Heritage of 1996.",0.70460814
"[ 0.9019965  -0.28422207 -0.13293442 ...  0.85789615  1.0123143
  1.1858395 ]","[ 0.02202296 -0.00208013  0.00267672 ...  0.02301076  0.03836849
  0.03635737]","libambisene neLitiko Letekutfutfukiswa Kwetindzawo Tasemaphandleni Netingucuko Kutemhlaba, kanye neTotal South Africa","in partnership with the Department of Rural Development and Land Reform, and Total South Africa",0.83478004
"[ 0.6648915  -0.17425318  0.03681187 ...  0.8834259   1.2665116
  1.272375  ]",[0.01761279 0.00043535 0.00024308 ... 0.0412348  0.0320012  0.03063929],"ngaLesine, mhla tinge-23 Ingci 2018 litawube libambe umcimbi wemnyaka wekuklomelisa somabhizinisi longumake, i-19th Annual Female Entrepreneur Awards, eMonti eMphumalanga Kap","Mama Sobukwe will be laid to rest on Saturday, 25 August 2018, at the Kroonvale Cemetery in Graaff-Reinet in the Eastern Cap Cabinet also joins President Ramaphosa in expressing condolences on the passing of His Excellency Kofi Atta Annan, former UN Secretary-General (UNSG).",0.7531427
[0.47510326 0.9382716  0.01721971 ... 1.0494028  0.83779496 0.8814138 ],[0.02762352 0.05699613 0.01004065 ... 0.03278736 0.00951133 0.04493982],"Hulumende, akanye nebalingani bakhe, utawube abambe Ingcungcutsela yaVelonkhe yeTebulili kute kwentiwe sivumelwane mayelana nekutsi kubukwana kahle kanjani neludzaba lwebudlova lobumiselwe kubulil","will on Thursday, 23 August 2018 hold its 19th Annual Female Entrepreneur Awards in East London in the Eastern Cap Government, together with its partners, will hold a National Gender Summit to forge consensus on how best to deal with GB The Minister of Police, Mr Bheki Cele, has recommitted members of the South African Police Service (SAPS) to prioritise cases that involve the abuse of women and childre When a woman or a child reports a crime or abuse, it must be followed up with the urgency it deserves and taken to its full conclusio 4.",0.7283391
"[ 1.0534414   0.8818141  -0.15033285 ...  0.94349617  0.9366702
  1.1789666 ]","[ 0.01994471  0.01054709 -0.00029075 ...  0.04594029  0.03242116
  0.01632142]","Indvuna Yeyemaphoyisa, Mn Bheki Cele, wente emalunga eLuphiko Lwetemisebenti Yemaphoyisa LwaseNingizimu Afrika (i-SAPS) kutsi atinikele kabusha ekubekeni embili emacala","Cabinet also expresses its condolences on the passing of world-renowned singer and United States civil-rights activist, Aretha Frankli Cabinet joins the international community in sending condolences to the Italian Government and people, and the families of the victims, following the collapse of the Morandi motorway bridge in the north-western Italian city of Geno Cabinet also wishes the injured a speedy recover",0.7297855
"[ 0.5030234   2.0508792  -0.03410165 ...  1.1085955   0.42464024
  1.9976269 ]","[ 0.02959365  0.00536784 -0.00010894 ...  0.04265725  0.02393074
  0.02986935]","lafaka ekhatsi kuhlukunyetwa kwabomake nebantfwan Uma ngabe make noma umntfwana abika licala lebugebengu noma kuhlukunyetwa, lifanele kutsi lilandzelelwe ngekushesha lokulifanele liphindze futsi liphetfwe masinyan 4.","Throughout his life he was a tireless advocate for Third World liberation, and his thinking transformed the way we understand capitalism and imperialisCabinet also conveys its condolences to the government and the people of India on the loss of lives during the recent floods and landslides in the state of KeralCondolences were also sent to the government and people of Sudan following the drowning of 24 school children in the Nile Rive AppointmentsAll appointments are subject to the verification of qualifications and the relevant clearance",0.65996426
"[ 0.27165097  0.12293492 -0.03632553 ...  1.0765511   0.5588851
  0.8322145 ]",[0.02522711 0.00141816 0.00512346 ... 0.0183411  0.01966663 0.0027954 ],"Kutsatfwa kwemhlabaIkhabhinethi ibonga bantfu baseNingizimu Afrika ngekutsi bahlanganyele emihlanganweni yephalamende yekulalelwa kweluvo lwemmango mayelana nekukhonakala kwekubuyeketwa kweSigaba se-25 seMtsetfosisekelo waseNingizimu Afrika wanga-1996 kute ukhone kuvumela kutsi kutsatfwe umhlaba ngaphandle kwesincempehetelo ubuyiselwe kubanikati bawo labafanel Likomidi lasePhalamende leKubuyeketwa kweMtsetfosisekelo seliyiphetsile imihlangano yekulalelwa kweluvo lwemmango kuto tonkhe Tifundz Tingcogco talemihlangano yekulalelwa kweluvo lwemmango kanye nemibono lebhalwe phasi manje sekutawubukwa yiPhalamendTingcoco letimayela neludzaba lwekuba ngumnikati wemhlaba eNingizimu Afrika tibaluleke kakhulu futsi uma sisebenta ngekubambisana singacinisekisa kutsi kuhlelwa kabusha kwemhlaba kungaphindze futsi kusite ekukhuliseni umnotfo wetfu ikakhulu emkhakheni wetekulima kuphindze futsi kulungise kuba nemhlaba ngalokungalingani kulelive lakitsMengameli Cyril Ramaphosa usungule Likomidi leTindvuna sihlalo walo lekuLisekela laMengameli David Mabuza kutsi achumanise aphindze futsi afezekise tinyatselo letitawusheshisa kwabiwa kwemhlaba, kwelulwa kwelilungelo lekuhlala emhlabeni lotsite, kwesekelwa kutekulima kanye nekulungiswa kwekungalingani kwendzawo, ngekhatsi kuluhlelo lolubanti nalolukhulu lwekwabiwa kwemhlaba nekutfutfukiswa kwetekulima","Cabinet thanks South Africans who participated in the parliamentary public hearings into the possible review of Section 25 of the Constitution of the Republic of South Africa of 1996 to allow for the expropriation of land without compensatio Parliament s Constitutional Review Committee has concluded hearings in all Province The deliberations on these hearings as well as written inputs will now be considered by ParliamenDiscussions on the issue of land ownership in South Africa is vital and working together we can ensure that land reforms can further assist in growing our economy particularly in the agricultural sector and address the land ownership inequalities in our countrPresident Cyril Ramaphosa has appointed an Inter-Ministerial Committee chaired by Deputy President David Mabuza to coordinate and implement measures to accelerate the redistribution of land, the extension of security of tenure, the provision of agricultural support and the redress of spatial inequality, within a broad and comprehensive land redistribution and agricultural development programme Sanitation Appropriate for Education (SAFE) Initiative Cabinet welcomes the launch by President Ramaphosa of the SAFE Initiative, as part of government s response to the sanitation challenges facing some of the country s poorest school The SAFE Initiative is led by the Department of Basic Education, in partnership with the National Education Collaboration Trust and the Nelson Mandela Foundatio Cabinet calls on all sectors of society, including big business and non-governmental organisations, to support the initiative that is aimed at alleviating infrastructure backlogs for schools in poor communities National Student Financial Aid Scheme (NSFAS)Cabinet was briefed by the Minister of Higher Education and Training, Ms Naledi Pandor, on the challenges facing the NSFA",0.8721014
