ss,en,src_text,trg_text,Cosine_Score
"[ 0.8891556  -0.14325203  0.08462334 ...  0.6945142   0.87963116
  1.7026325 ]",[0.00496454 0.0016418  0.00240157 ... 0.01302024 0.00676829 0.03690391],"IKhabhinethi ihlangene ngaLesitsatfu, mhla ti-7 Lweti 2018 eTuynhuys eKap Tindzaba Letimcoka1.","Cabinet met on Wednesday, 7 November 2018 at Tuynhuys in Cape Tow Issues in the Environment1.",0.87778616
[0.3939244  1.1331227  0.05711026 ... 0.37836936 0.6865585  0.04428023],[0.01893555 0.00976353 0.01154672 ... 0.0125305  0.01499545 0.00373707],Ingcungcutsela Lephatselene Nekuhlukunyetwa Ngekwebulili Nekubulawa Kwalabasikati,Presidential Gender-Based Violence and Femicide Summit,0.7705072
[0.78308165 1.1303337  0.17309348 ... 0.7223914  0.7888272  0.509296  ],[0.0099087  0.00632666 0.01442004 ... 0.02027652 0.02606634 0.00717742],"IKhabhinethi yamukela letingcogco letibe yimphumelelo teNgcungcutsela Lephatselene Nekuhlukunyetwa Ngekwebulili Nekubulawa Kwalabasikati lebeyibanjwe mhla lu-01 kuya kumhla ti-02 kuLwet Lengcungcutsela icinisekise lokuphutfuma bekwakhiwa kwesivumelwano sekubuketana naletikhinga tekuhlukunyetwa ngekwebulili, kucwaswa kwabomake nekungalingani ngekwebulil","Cabinet welcomes the successful deliberations of the Presidential Gender Based Violence and Femicide Summit held on 01 and 02 Novembe The Summit has confirmed the urgency of forging consensus on dealing with the crisis of gender-based violence, discrimination against women and gender disparitie",0.8521508
[0.98768735 1.1580491  0.31152755 ... 1.242599   0.73670167 1.0067377 ],"[ 0.02377795 -0.00048209  0.00594485 ...  0.02085382  0.02227805
  0.02111166]",Hulumende uvumile kubuyeketa tinhlelo tavelonkhe kute kucedvwe kuhlukunyetwa ngekwebulili kanye nekubhalwa Kweluhlelo Lwekusebenta Lavelonkhe lekuhlukunyetwa ngekwebulil Utawuchubeka nekuba yincenye yekwenta umsebenti nabo bonkhe labatsintsekako kucinisekisa kwekutsi sehlisa emazinga ekuhlukunyetwa ngekwebulili kantsi kubuye kupheliswe ngalokugcwel,Government has agreed to conduct a review of national plans to end gender-based violence and the development of a National Action Plan on gender-based violenc,0.77188414
"[ 1.2343502   0.10535962 -0.19360302 ...  0.9886267   2.0430508
  1.2616863 ]","[-0.00080005  0.00052589  0.00391617 ...  0.04440787  0.05918803
  0.03161207]","IKhabhinethi icela bonkhe bantfu baseNingizimu Afrika kutsi basebente ndzawonye kute bacale bagucule indlela yekwenta, kusebenta netikhungo letitawucedza kuhlukunyetwa kwalabasikat 2.","Cabinet calls on all South Africans to work together to fundamentally change attitudes, practices and institutions to end violence against women Investment Cabinet welcomes the successful Investment Conference that took place in October in Sandton, Johannesbur",0.769498
"[ 0.28971788 -0.2230843   0.03180188 ...  0.5623044   0.92108303
  1.2115716 ]",[0.00628424 0.00048872 0.00852812 ... 0.02374501 0.03288452 0.00431058],"Lutjalomali IKhabhinethi yamukela leKhomfa Yelutjalomali lebeyimphumelelo lebeyibanjwe ngenyanga yeMphala eSandton, eJoz LeKhomfa Yelutjalomali yente kwekutsi iNingizimu Afrika yetsenjiswe ngemali yekusisa letigidzigidziletinge-R290 yimikhakha leyehlukene yemnotf Loku kungeta kulemali lengetulu kwetigidzigidzi letinge-R400","The Investment Conference enabled South Africa to garner in access of R290 billion in investment commitments across different sectors of the econom This adds to the pledges of over R400 billion that were received during the investment drive by the special envoys and from various countries during state visit The Conference was attended by more than 1 000 delegates, drawn from more than 35 countrie The spirit and mood was upbeat and the country showcased new opportunities for investment and policy-initiatives that are helping to create an investment-friendly environmen",0.79876715
"[ 2.7532668  -0.15095055 -0.21291845 ...  0.7608557   1.432533
  0.55802816]","[ 0.03911427 -0.00185029  0.00213792 ...  0.0223191   0.04070461
  0.03048064]",iNingizimu Afrika lebeyetsenjiswe ngayo ngemave lahlukene ngalesikhatsi avakashelwe mancusa elutjalomal,"Cabinet welcomes the recently launched Anti-Gang Unit in Hanover Park, Western Cape, by President Cyril Ramaphos",0.70784867
"[ 0.4817997  -0.40285656 -0.04169389 ...  0.6681868   0.78283966
  0.9019158 ]","[ 0.00050312 -0.00028928  0.00625215 ...  0.01830586  0.01347732
  0.05259581]","Lekhomfa bewuhanjelwe tihambeli letingetulu kwa-1 000, letivela emaveni lange-35.",It also resulted in the death of nine other people and the displacement of approximately 2000.,0.6057929
"[ 0.6278326   0.59950745 -0.29648724 ...  0.42297348  1.1514481
  1.2781546 ]",[0.00205303 0.00496082 0.00655273 ... 0.01422276 0.02606968 0.01851046],Umoya nenjabulo bekunyukile kantsi lakuleli likhangise ngematfuba lamasha ekusisa netinchubomgomo letisita kwakha simo lesilungele kusis,"Cabinet also welcomed the recently launched R50 million Phuthaditjhaba Industrial Park in the Free State which will promote industrialization and increase local job creation and growth in that provinc Cabinet remains convinced that these interventions will ultimately begin to reduce the unemployment challenges facing the country, by igniting a renewed spirit of hope and optimis",0.728036
"[ 0.47639194 -0.1786391  -0.26019368 ...  0.6651552   0.8556952
  0.96888316]","[ 0.01202466 -0.00099169 -0.00038149 ...  0.01976876  0.0160607
  0.01871279]",IKhabhinethi ibongela lelicembu lelisebente kuleKhomfa kantsi litakutfokotela kutfola imibiko lebuyeketako njalo ekwenteni letintfo lekutsenjiswene ngat,Cabinet congratulates the team that worked on the Conference and looks forward to receiving regular update reports on implementation of the commitments mad,0.8478412
"[ 0.47720894 -0.14941217  0.55562437 ...  1.3392574   1.7403895
  2.2372258 ]","[ 0.00882354 -0.00063888  0.01945254 ...  0.05385942  0.04445987
  0.05627516]","Njengobe iNingizimu Afrika kanye ne-Afrika yonkhana bayachubeka kuhamba ngendlela lephakeme leholela ekukhuliseni umnotfo walelivekati, IKhabhinethi ibuye yamukele lokuvulwa kweNgcungcutsela Yelutjalomali yase-Afrika yekucala, lekwanyalo isachubeka kudzimate kube ngamhla ti--9 Lweti, eJoz LeNgcungcutsela Yelutjalomali yase-Afrika ihlelwe Libhange Lentfutfuko e-Afrika (i-African Development Bank).","As South Africa and the rest of Africa continues to move on a higher trajectory towards growing the economy of the continent, Cabinet also welcomes the inaugural Africa Investment Forum, currently taking place up until the 9th November, in Johannesbur",0.88562787
"[ 0.37837943  0.2182672  -0.1681975  ...  1.3660684   0.9856032
  0.91194814]","[ 0.00327239 -0.00103701 -0.00047805 ...  0.02013119  0.03922278
  0.03444389]",Ihlose kwakhela emphumelelweni leseyivele ikhona ngekutsi ihlanganise ndzawonye basisi bemikhakha yangasese nahulumende kute basungule indlela lensha lekukhulisa umnotfo e-Afrika yonkhan,The Africa Investment Forum was convened by the African Development Ban It aims to build on current successes by bringing together public and private sector investors to chart a new growth path for the entire African Continen,0.826769
[0.7112914  0.16617826 0.06182251 ... 1.1239405  1.7002393  1.526326  ],[0.01187607 0.00167561 0.00186378 ... 0.01950496 0.04928914 0.04672741],LoMhlangano we-G20 wase-Afrika losandza kubanjwa uchubeke nekusimamisa kukhula kwemnotfo wetfu ngekusebentisa kungenelela lokuhlukene lokube khona lokutfutfukisa kusisa kwabosomabhizinisi bangasese nekungenelela kumnotfo emaveni ase-Afrika njengencenye yeSivumelwano ne-Afrika (i-CwA).,The recently held G20 Africa Conference further boosts our growth prospects through the various commitments that promote private investment and economic participation in African states as part of the Compact with Africa Initiativ The Compact with Africa Initiative is co-chaired by South Africa and Germany through the Africa Advisory Grou,0.84192246
"[ 0.7445325  -0.21599261 -0.2180841  ...  0.83014864  0.9041114
  1.4265672 ]",[0.01191486 0.00486349 0.00549045 ... 0.00736415 0.04729849 0.01747444],INingizimu Afrika ingusihlalo we-CwA ngekuhlanganyela neGermany ngenca Yelicembu Lekweluleka lase-Afrik,China International Import Expo (CIIE)Cabinet welcomes the participation of South Africa as a country guest of honour in the China International Import Expo (CIIE) in Shangha,0.747614
"[ 0.9561463   0.14070366 -0.10684789 ...  1.1430942   0.7169705
  0.9837144 ]",[0.02064814 0.02150323 0.02021959 ... 0.05206649 0.03068858 0.00749801],IKhabhinethi iphindze yamukela Phuthaditjhaba Industrial Park lebite imali letigizi letinge-R50 lesandza kwetfulwa esifundzeni saseFreyistata letawutfutfukisa inchubekela phambili nekwakhiwa kwematfuba emisebenti yakuleli nekukhula kwemnotfo kulesa sifundz,"Over the twenty-year period, the competition authorities have registered significant successes in the fight against cartels, abuse of market dominance and protection of public interest during merger The authorities imposed more than R8 billion in penalties on companies for breaches of the Ac The Ministry of Economic Development, through measures in the Competition Act, generated more than R5 billion in special funds to promote small business, local suppliers and the entry of black farmers into the economic mainstrea",0.7287485
"[ 0.86325526 -0.0914242   0.20981652 ...  1.1554639   1.1448704
  0.99756736]","[ 0.01114998  0.00127264 -0.00021198 ...  0.01819989  0.03315802
  0.04273972]","IKhabhinethi inelitsemba lekutsi lokungenelela kutawucala kwehlisa letinkhinga tekuswelakala kwemsebenti lelive letibuketane nato, nekubhebhetsekisa umoya lomusha lonelitsemb 3.","The work of the Global Commission aligns with government's focus on the creation of decent and sustainable jobs, and efforts to ensure young South Africans have the skills necessary to thrive in the changing workplac 12.",0.72604513
[0.52588797 0.05133471 0.1560864  ... 0.93409026 1.4375726  0.79023683],[0.00987402 0.00193181 0.03244015 ... 0.02560677 0.0223949  0.05547487],"Kwakhiwa kwematfuba emsebenti Hulumende uyangenelela ngekunyusa imitamo yekwakha ematfuba emsebenti kulusha nebantfu baseNingizimu Afrika yonkhana, kugcilwe emadolobheni nasemakhaya, kanye nemabhizinisi abomake nelusha lebavame kutfwala lomtfwalo wekubuketana netinselele letiphatselene nemnotf","Job Creation Government is stepping up efforts to create more jobs for young people and South Africans as a whole, focused on township and rural economies, and enterprises of women and youth who often bear the brunt of challenging economic realitie Cabinet is confident that the package of recovery measures, which will inject R50 billion into key sectors such as agriculture, public infrastructure, township and rural economies, will provide the necessary impetus for job creation and sustained economic recover This adds to the practical outcomes of the Jobs Summit where government, business and labour committed to: buy local products; adopt a more aggressive approach to increasing exports; interventions in agricultural value chains and support for small and medium enterprises to boost job Cabinet believes that these interventions are critical in addressing the findings from the Quarterly Labour Force Survey for the third quarter of 2018, which showed both a growth in employment and an increase in the number of unemployed person For the 3-months period, 92 000 additional jobs were create However, because about 131 000 previously",0.79182756
"[ 0.3524749  -0.19764423 -0.33184958 ...  0.5683132   0.54457295
  0.67003256]","[ 0.01687145 -0.00409311  0.00427613 ...  0.02941913  0.02127019
  0.04108659]","IKhabhinethi inelitsemba kwekutsi loluhlelo lwemvusamnotfo,",Cabinet approved the cost-of-living annual salary adjustment for members of the South African Human Rights Commissio,0.6330793
"[ 0.55114174 -0.07398807  0.03815085 ...  1.5978919   0.8777793
  0.7389179 ]","[ 0.01808629 -0.00104624  0.02531894 ...  0.04856695  0.03441798
  0.02370276]","lolutawungenisa imali lemabhiliyoni lange-R50 kumikhakha lebalulekile njengetekulima, tinsitanchanti tahulumende, iminotfo yemadolobha neyasemakhaya, lutawuletsa kukhutsata lokufanele kwekwakha ematfuba emsebenti nekutfola umnotfo losimem","Cabinet approved the Strategy Framework for the pursuit of South Africa s strategic economic interests globally as it relates to trade, investment and industrialisatio The strategy aims to ensure that international engagements serve the country s domestic policy imperatives such as poverty alleviation, unemployment and inequalit The strategy advocates that South Africa pursue development integration in the rest of Africa supported by an investment led strategy and build strategic alliances to advance its agend",0.73626894
"[ 0.39555374  0.26783806 -0.13960496 ...  1.6335009   1.2613107
  0.24375081]","[ 0.02138438  0.00016696 -0.000315   ...  0.02787852  0.02291588
  0.01903427]","Loku kungeta kulemiphumela lebonakalako yaleNgcungcutsela Yemisebenti lapho hulumende, emabhizinisi nebetemisebenti batinikele: ekutsengeni imikhicito yakuleli; kusetjentiswe indlela lenemandla yekukhulisa tintfo letitfunyelwa ngaphandle; kungenelela kuluchungechunge lwetekulima nekusekela emabhizinisi lasemancane nalafufusako kute kusimamiswe imisebent","The delegation is being funded by the Department of Trade and Industry through the Export Marketing and Investment Assistance (EMIA) SchemSouth Africa s participation better enables the country to promote its trade and investment capabilities and we look forward to participating exhibitors from sectors, including agro-processing, footwear and leather, engineering, petro-chemicals, railway components, defence, as well as information and communication technology, returning home with procurement order",0.77640104
[0.32854837 0.7557984  0.65323764 ... 1.1977252  0.3066338  1.9640808 ],"[ 0.0163565  -0.00010278  0.06193793 ...  0.02553515  0.03283702
  0.05809927]","IKhabhinethi ikholelwa ekutseni lokungenelela kubalulekile ekulungiseni lokutfolakele kuLuklayo Lwekota Lwetemisebenti lekota yesitsatfu yanga-2018, lolukhombisa kukhula kwemisebenti kanye nekukhula kwesibalo sebantfu labangasebent Kuletinyanga leti-3, imisebenti leyengetiwe lenge-92 000 isunguliw Noma kunjalo, bantfu labange-131 000 le ngaphambilini","re-entered the labour market in the quarter, the unemployment rate also rose, by of a percentage point to 2per cen According to Statistics South Africa employment growth was registered in business services trade and construction, while job losses were occurred in mining, manufacturing, transport and private household Employment in the formal sector shrunk, whilst jobs in the informal sector grew 20th Anniversary of the Competition Act",0.7129351
"[ 0.44543484 -0.2071929  -1.0690233  ... -0.03322644  0.13278161
 -0.10913741]","[ 0.00241483  0.00529161 -0.00057712 ...  0.00343812  0.00713001
 -0.00435576]",bacedzelwa litsemba lekufuna umsebenti,discouraged work-seekers,0.7016939
[0.7708779  0.00601293 1.2032902  ... 0.75414985 0.70661587 1.482175  ],"[ 0.01725948 -0.00033116  0.00664107 ... -0.00725047  0.02232104
  0.05229431]","baphindze babuyela kuyofuna umsebenti kulekota, lizinga lebantfu labangasebenti libuye lakhula, nga- lafika ku-2.",who worked tirelessly to save lives and bring the fire under contro 15.,0.66452456
[0.750495   0.61944914 0.09851585 ... 0.5279986  1.0588126  1.0760164 ],"[ 0.03194315 -0.00083605  0.00443386 ...  0.02944472  0.03406519
  0.02664909]","Ngekusho kweLihhovisi Letelubalobalo laseNingizimu Afrika (i-StatsSA) ematfuba emsebenti akhule emkhakheni wetinsita temabhizinisi netekwakha, ngalesikhatsi kulaleka kwematfuba emsebenti kutfolakele etimayini, kutemikhicito, tekutfutsa nasemakhay Imisebenti kumikhakha lebhaliswe ngalokusemtsetfweni iphelile, ngalesikhatsi kumikhakha lengenasiciniseko ikhulil","Cabinet extends good wishes to all the Hindu communities in South Africa who are celebrating Diwali or Deepaval This is a religious occasion that celebrates the victory of good over evil, knowledge and wisdom over ignorance as well as the triumph of light over darknes Let the divine light bless South Africa with peace, prosperity, happiness, success and fulfilment, as we all do our part to cement harmony and unity in our country s cultural and religious diversity AppointmentsAll appointments are subject to the verification of qualifications and the relevant clearanc",0.7417625
"[ 0.5236825  -0.16296445 -0.32525882 ...  0.20447886  0.2424055
  0.42874333]","[-0.00083164 -0.00286132  0.01054104 ...  0.03057783  0.02623329
  0.07253421]",Kubungatwa iminyaka lenge-20 yeMtsetfo Wekuncintisana,Cabinet notes that the Competition Act reached its 20th year since it was brought into operation in October 1998.,0.6010206
"[ 0.7377394  -0.23740506 -0.20676742 ...  0.61822027  1.2444831
  2.810942  ]",[0.03021483 0.02521051 0.01399075 ... 0.00765511 0.0421515  0.0735291 ],IKhabhinethi inaka kwekutsi loMtsetfo Wekuncintisana uhlanganise iminyaka lenge-20 kusukela wacala kusebenta ngenyanga yeMphala nga-1998.,"Cabinet thanks all taxpayers for promptly submitting their annual tax returns for the 2017/18 tax season, which closed on 31 October 2018.",0.6293813
[0.5181266  0.7788704  0.16198346 ... 0.4068957  0.946529   0.8508493 ],"[ 0.02421351  0.00091929 -0.00017708 ...  0.04200675  0.037853
  0.0423109 ]","Kuleminyaka lenge-20, lalabaphetse tekuncintisana bente inchubekelembili lenhle kakhulu ngekulwa netinhlangano letikhulisa tintsengo, kungasetjentiswa kahle kwemandla mabhizinsi lamakhulu nekuvikelwa kwemmango ngalesikhatsi kuhlanganw Laba labaphetse babeke imali lengetulu kwetigidzigidzi le-R8 yetinhlawulo etinkapani letiphula Umtsetf Lihhovisi laNdvuna Wekutfutfukisa Umnotfo, ngekusebentisa uMtsetfo Wekuncintisana, lakhe imali lengetulu kwetigidzigidzi le-R5 kusikhwama setimali letikhetsekile kute kutfutfukiswe emabhizinisi lasemancane, baphakeli bakuleli kanye nekungena kwebalimi labamnyama kulomkhakha wetemnotf","Cabinet congratulates the competition authorities for the work done to open the economy to new players and promote entrepreneurship and competition 18th Indian Ocean Rim Association (IORA) Council of Ministers meeting Cabinet congratulates the Department of International Relations and Cooperation for hosting a successful 18th Indian Ocean Rim Association (IORA) Meeting of the Council of Ministers (COM) which was held in Durban, KwaZulu Natal on 02 November 2018 under the theme: Uniting the Peoples of Africa, Asia, Australasia and the Middle East through enhanced cooperation for Peace, Stability and Sustainable Development .",0.7757817
"[ 0.5058953  -0.236915   -0.15957409 ...  0.8323558   1.1876804
  0.90295374]","[-4.7721394e-04 -1.7536474e-04 -4.0591891e-05 ...  2.1902431e-02
  1.7791489e-02  1.5045293e-02]",IKhabhinethi ibongela labaphetse tekuncintisana ngalomsebenti lowentiwe kuvula umnotfo uvulelwe bantfu labasha nekutfutfukisa emabhizinisi nemincintiswan 5.,"It also consolidates its trade and investment relations with developed countries and pursues inward investments, skills and technology transfer and value",0.72039497
"[ 1.1644801  -0.28986    -0.21344769 ...  0.92659503  1.149757
  0.35166565]","[ 0.05424918 -0.00295697  0.00025372 ...  0.01612624  0.05406207
  0.01286176]",Umhlangano we-18 Wemkhandlu waboNdvuna we-Indian Ocean Rim Association (i-IORA),Inge Maree Vieira,0.6656909
"[ 2.0252311  -0.07540386 -0.17714368 ...  1.4644216   1.0493082
  1.0176203 ]","[ 0.0306245  -0.00050797  0.00046146 ...  0.0342534   0.02378717
  0.04533877]","IKhabhinethi ibongela Litiko Letebudlelwane Nekubambisana Kwemave Emhlaba ngekubungata Umhlangano we-18 Wemkhandlu waboNdvuna (i-COM) we-Indian Ocean Rim Association (i-IORA) lowabanjelwa eDurban, KwaZulu- Natal ngamhla ti-02 Lweti 2018 ngaphansi kwalengcikitsi: Kuhlanganisa Bantfu base-Afrika, Asia, Australiasia naseMiddle East ngekusebentisa indlela yekusebentisana letfutfukisiwe nekuthula, Kusimama neKutfutfuka Lokusimeme .","Cabinet congratulates South Africa for being elected with responding support to serve on the International Telecommunication Union (ITU) Council on Monday, 05 November 2018 during the ITU Plenipotentiary Conference in Duba Cabinet also congratulates Mr Mandla Mchunu of ICASA who has been elected to serve on the Radio Regulations Board of the ITU as well as Ms Doreen Bogdan-Martin on her election as the Director of the Telecommunication Development Bureau, and as the first woman to be part of the senior management of the ITU since it was established in 1865.",0.806208
"[ 1.7870347  -0.07191723 -0.18926305 ...  0.8557004   0.54654735
  0.7800144 ]",[0.03592428 0.00591338 0.00051287 ... 0.02839007 0.01779507 0.03274908],Munye walemiphumela yalomhlangano we-18 we-IORA beyiSimemetelo Lesikhetsekile sekuhlonipha Mengameli Nelson Mandela lekangulomunye webasunguli be-IOR Loku kuholele ekutseni kusungulwe,One of the outcomes of the 18th IORA meeting was a Special Declaration in honour of President Nelson Mandela who is also one of the founders of IOR This led to the establishment of the,0.87730813
"[ 2.2868903  -0.22483274 -0.29657638 ...  0.05853099  0.5096342
 -0.2916482 ]","[ 0.03740351 -0.00170006 -0.00023548 ...  0.00052817  0.02444204
  0.0012559 ]",luhlelo lwekucecesha le-IORA Nelson Mandela,IORA Nelson Mandela,0.8188803
"[ 0.4924194   0.0434656  -0.3411281  ...  0.15285935  0.01875453
  0.48776656]","[ 0.02991365  0.08176319 -0.00018927 ...  0.03095422  0.01911451
  0.01122982]",Bani Ngumshiyandvuku nesibonelo semisebenti yakhe,This initiative aims at empowering and capacitating young people of IORA with work experience in their fields of study Fighting Crime,0.6041603
