ss,en,src_text,trg_text,Cosine_Score
"[ 1.7354829  -0.22435395  0.11643021 ...  0.79978466  0.7536508
  1.8870331 ]","[ 0.02001611 -0.00145548  0.00635403 ...  0.02454905  0.01339735
  0.04294967]","IKhabhinethi ibambe umhlangano ngaLesitsatfu, mhla tinge-20 Inhlaba 2018, e-Union Buildings ePitol Tindzaba Letimcoka1.","Cabinet met on Wednesday, 20 June 2018, at the Union Buildings, Pretori Issues in the environment1.",0.820743
"[ 0.16896203 -0.10575643 -0.16861045 ...  0.8465377   0.87222815
  2.039791  ]","[ 0.00175833 -0.00138247 -0.00039821 ...  0.01903019  0.01650534
  0.01477974]",UMkhandlu Wetekuphepha waMhlabuhlangene (i-UNSC) IKhabhinethi ivakalisa kudvumisa kwayo emalunga aMhlabuhlangene (i-UN) lasekele kakhulu iNingizimu Afrika kutsi ibelilunga lesikhashana le-UNSC,United Nations Security Council (UNSC) Cabinet extends appreciation to the members of the United Nations (UN) that,0.78705525
"[ 0.5503404  -0.23797783  0.18214503 ...  0.21988213  0.26331598
  1.6805784 ]","[ 0.00609703 -0.00577201  0.00039539 ...  0.01284882 -0.0060821
  0.03435907]",kusukela nga-2019 kute kube ngumnyaka wanga-2020,Acting Cabinet SpokespersonCell: 083 501 0139,0.5903065
"[ 1.6547078  -0.09780376 -0.15108255 ...  0.29819834  2.2026498
  1.4923177 ]",[0.05531083 0.00132572 0.00284011 ... 0.02186257 0.03755151 0.03509608],Lokuketfwa kuta ngemuva kwesincumo lesingazange siphikiswa sekubita Umhlangano Wemhlaba wonkhe Wekuthula ngenhloso yekuhlonipha Mengameli waphambilini Nelson Rolihlahla Mandela ngeNyoni 2018.,"The election comes after a unanimous resolution to convene a Global Peace Summit in honour of former President Nelson Rolihlahla Mandela in September 2018, which is the centenary year of South Africa s founding fathe Our",0.79946715
"[ 0.27916273  0.2931669  -0.32967424 ...  1.6125132   0.9399768
  1.993926  ]","[ 0.03025617 -0.00064699  0.00303252 ...  0.02698294  0.03846683
  0.02413823]","Umnyaka wanga-2018 ngumnyaka wekugubha iminyaka lelikhulu yekutalwa kwaMengameli wekucala weNingizimu Afrika lebuswa ngetsandvo yelinyent Bulunga betfu ku-UNSC sibukinela ekuhlonipheni umshiyandvuku kanye nemisebenti yaMadib INingizimu Afrika itawusebentisa bulunga bayo ekukhutsateni leto tintfo letibekwe embili kutsi kutawucalwa ngato tentiwe ku-Ajenga yanga-2063 yeNhlangano yeMave Ase-Afrika (i-AU), lokuluhlakamsebenti lwendlelalisu yekuntjintja tenhlalomnotfo talelivekati eminyakeni lenge-50 letako Tinkhulumiswano ne-Eskom ngemaholo","membership in the UNSC is dedicated to honour the legacy of Madib South Africa will use its membership to advance the priorities of the African Union Agenda 2063, which is a strategic framework for the socio-economic transformation of the continent over the next 50 years Eskom wage negotiations Cabinet welcomes the intervention made by Public Enterprises Minister Pravin Gordhan in the wage-negotiations dispute between the Eskom management and labou The supply of electricity is one of the critical levers in growing our economy and creating more job Cabinet appeals to all parties to work expeditiously in resolving the wage-increase negotiations for the sake of stability and the economic well-being of the countr",0.8143772
"[ 0.83649266  0.16729988 -0.08453897 ...  1.364643    1.1437318
  1.2490011 ]","[ 0.00830959 -0.00018932  0.01678004 ...  0.04061372  0.02481933
  0.00914014]",IKhabhinethi iyakwemukela kungenelela lokwentiwe yiNdvuna yeMabhizinisi aHulumende kuletinkhulumiswano temaholo emkhatsini nebalawuli baka-Eskom netisebent Kuphakelwa kwagezi nguletinye tetintfo letimcoka ekukhuliseni umnotfo wetfu kanye nekudala ematfuba lamanengi emisebent IKhabhinethi icela onkhe emacembu kutsi asite ekusombululeni letinkhulumiswano tekwenyuswa kwemaholo kute kube nekusimama kanye nenhlalakahle kuleliv 3.,"organised business and organised labou All the social partners agreed on the need to resuscitate social dialogue in the mining sector and identify critical interventions required to ensure the mining sector is placed on a trajectory of inclusive and sustainable growt The social partners further reflected on the last quarter decline in the mining production as well as the broader trends regarding mining investment, production and employmen They agreed on the need to reflect on the shared vision for the mining sector, and re-endorsed the complementarities and interdependencies between transformation and competitivenes",0.79455864
[0.42532426 0.14953898 0.53869116 ... 0.9640403  1.0420923  1.5606664 ],[0.00222233 0.04307157 0.01218968 ... 0.02119261 0.01633496 0.04327726],"Imishuco yasemigwacweni lengubotselawayekela IKhabhinethi iyakusola kakhulu lokuvinjwa kwemigwaco leminyenti lengubotselawayeka lokusandza kwentiwa bashuci kuletinye tincenye taleliv Imigwaco lengabotselawayeka iyincenye lemcoka yesakhiwonchanti setekutfutsa lesekela kutfutfwa kwemphahla kanye nekusita imikhakha leminyenti yetemnotf Hulumente wetfu lobuswa ngentsandvo yelinyenti lesekelwe kumtsetfosisekelo wenta kutsi kube netindlela lapho bantfu bangavakalisa khona lokubagongonyako ngaphandle kwekutsi badale kutsi kube nekutsikametek Tento tebugebengu tebuhonga nekutsikameta ngeke tivunyelwe ngako-ke Ikhabhinethi icela emaphoyisa noma tisebenti tekucinisekisa kugcinwa kwemtsetfo kutsi titsatse tinyatselo letidzingekile, letihambisana neMtsetfosisekelo waseNiningizimu Afrika wanga-1996, kucinisekisa kutsi benti balobo bubi babukana nesandla semtsetfo sebulungisw Tincumo teKhabhinethi4.","Protests on highways Cabinet strongly condemns the recent blocking of several highways by protestors in some parts of the countr Highways are a critical part of our transport infrastructure that supports the transportation of goods and services of the various sectors of the econom Our constitutional democracy provides for platforms wherein people can raise their issues without causing any disruption Criminal acts of aggression and disruptions will not be tolerated and Cabinet calls on law-enforcement officers to take the necessary steps, within the confines of the Constitution of the Republic of South Africa of 1996, to ensure that perpetrators are brought to justic",0.87162405
"[ 0.29893994 -0.07979086  0.40556678 ...  0.7272998   0.604604
  1.6122873 ]","[ 0.01345841 -0.00150445  0.02307637 ...  0.00638369  0.02706267
  0.11712878]",Liviki leKwatisa Ngalamafishane NgeLuhlelo Lwekusebenta IKhabhinethi yatisiwa ngemibiko yenchubekelembili yekusebenta lekhicitwa kabili ngemnyaka,Programme of Action Briefing Week Cabinet was apprised on the bi-annual performance progress reports for the period starting 1 October 2017 until 30 March 2018.,0.75898796
"[ 0.73621505 -0.0770048   0.36649293 ...  0.56807286  0.85970914
  2.0135162 ]","[ 0.04831152 -0.00128825  0.00217992 ...  0.02719739  0.06329536
  0.05660591]",yesikhatsi lesisukela mhla ti-01 Imphala 2017 kute kube mhla tinge-30 Indlovulenkhulu 2018.,World Economic Forum (WEF) Roundtable President Cyril Ramaphosa will host the WEF Roundtable at the Park Hyatt Hotel in Rosebank on 28 June 2018 under the theme:,0.6558796
"[ 0.2130451   0.18367055 -0.16521756 ...  0.87248665  0.08468417
  0.76687133]","[ 0.01791339 -0.00126092  0.01390746 ...  0.03869775  0.03476269
  0.03837048]","IKhabhinethi yayidvumisa inchubekelembili leyentiwa etintfweni leti-14 lebetibekwe embili kutsi kutawucalwa ngato tentiwe yaphindze futsi yativumela letinyatselo tekungenelela letiphakanyisiwe kuleto tindzawo letikhombise inchubekelembili lehamba kancan Onkhe emaklasta atawubamba imihlangano nebetindzaba kubachazela ngenchubekelembili nangetindzawo letidzinga kutsi kungenelelw Luphiko Lwahulumende Lwetekuchumana Nelwatiso (i-GCIS) litawuchumanisa lemihlangano yebetindzaba nemaklast Luhlelo lwalemihlangano lutawushicilelwe ku: wwgoza khona nje madvute Kutjelwa ngalamafisha lokumayelana nemihlangano yekubonisana nemkhakha wetetimayini IKhabhinethi yatjelwa ngalamafisha yiNdvuna Yetetimbiwa Gwede Mantashe mayelana nemhlangano wetinsuku letimbili lowabanjwa ngeNdlovulenkhulu 2018 balingani betenhlalo labebamelelwe tinhlangano temabhizinisi netetisebent Bonkhe balingani betenhlalo bavumelana ngesidzingo sekuvusetela inkhulumiswano yetenhlalo emkhakheni wetetimayini kanye nekutfola tingenelelo letimcoka letidzingekako ekucinisekiseni kutsi umkhakha wetetimayini ubekwa endleleni yekukhula lokungukhukhulelangoco kanye nalokusimem Labalingani betenhlalo baphindza futsi bachubeka bacoca ngekwehla kwemkhicito wetimbiwa ekoteni yekugcina kanye netindlela letibanti letiphatselene nekutjala timali etimayini, umkhicito nemisebent Bavumelene ngekutsi kunesidzingo sekucoca ngembononchanti wetfu sonkhe lomacondzana nemkhakha wetimayini, nekuvumelana futsi ngekudzingeka kwekuhlangana kanye nekuncikana emkhatsini wekuntjintja nelikhono lekukhona kumelana nemcudzelwan IKhabhinethi iphindze futsi yatiswa ngalamafisha mayelana nemacembu lamabili alabatsintsekako emikhakha leminengi lasungulelwe kutsi aphotfule Umculu Wetimayin Nasekuphotfulwe konkhe lokubonisana, lomculu utakwetfulwa kuKhabhinethi kutsi iwemukele kwekugcina Luhlakamsebenti Lwesikhashana Lwesabelotimali Savelonkhe sanga-2019 (Liphepha Lekugunyata)","As the current Chair of SADC, South Africa has consistently supported broader regional integration through the SACU and SADC, and champions regional industrialisation and integration through various potential growth path Water Institute of South Africa (WISA) Conference1 The WISA 2018 Biennial Conference and Exhibition will be held from 24 to 27 June 2018 in Cape Tow The Southern African region faces increased uncertainty and vulnerability regarding water supply, and many parts of South Africa have recently experienced prolonged drought conditionsThe conference is expected to attract 2 000 delegates who will discuss ways to ensure the achievement of the UN Sustainable Development Goal number six, which centres around providing access to clean water and sanitation for all by 2030.",0.8136953
"[ 0.6922095  -0.13003209 -0.230194   ...  0.8514938   0.9146095
  2.3129618 ]","[ 0.01413192 -0.00185532 -0.00020719 ...  0.03393541  0.01907988
  0.07309964]",IKhabhinethi ikuvumile kukhishwa kweLuhlakamsebenti Lolubeka Embili Tintfo Lekumele Tentiwe Kucala kuSabelotimali sanga-2019 kanye netikhatsi tekucedzela Luhlakamsebenti Lolubeka Embili Tintfo Lekumele Tentiwe Kucala kuSabelotimali sanga-2022.,"Cabinet was also briefed on the two multi-stakeholder teams established to finalise the Mining Charte Once all the consultation processes have been finalised, the charter will be presented to Cabinet for final adoption Draft National Budget Framework for 2019 (Mandate Paper) Cabinet approved the release of the Budget Prioritisation Framework for Budget 2019 and also the timelines for the completion of the Budget Prioritisation Framework for Budget 2020.",0.75830615
"[8.3898866e-01 1.4219170e-03 4.3590158e-02 ... 1.5268185e+00 1.2207144e+00
 1.6870965e+00]","[ 0.02809902 -0.00244703 -0.00050207 ...  0.04417955  0.00956455
  0.03080596]","Loluhlakamsebenti luphakamisa tinhlelo letibeka embili tintfo lekumele kutsi kucalwe ngato tentiwe kuSabelotimali sanga-2019 letitakwenta kutsi hulumende akhone kubukana netinsayeya letintsatfu tebuphuya, kuswelakala kwemisebenti kanye nekungalingani ngekusebentisa imitfombolusito nemali lekhon 7.","The framework proposes the priority programmes for Budget 2019 that will enable government to tackle the triple challenges of poverty, unemployment and inequality within the available resources Energy",0.86163473
