ss,en,src_text,trg_text,Cosine_Score
"[ 1.7835     -0.2303228   0.26359212 ...  0.8581607   0.8493597
  1.5735134 ]","[ 0.02352834 -0.00093731  0.07268724 ...  0.02801715  0.0197416
  0.04968585]","Ikhabhinethi yahlangana ngaLesitsatfu, mhla ti-6 Inhlaba 2018, e-Union Buildings, ePitol TindzabaTalelive Lakitsi1.","Cabinet met on Wednesday, 6 June 2018, at the Union Buildings, Pretori Issues in the environment1.Economy Cabinet has noted the decline of 2,2% in the Gross Domestic Product (GDP) in the first quarter of 2018.",0.7807086
[0.49250287 0.39904773 5.02116    ... 0.9962095  0.54335636 2.2101495 ],"[ 0.01406968 -0.00475073 -0.00041668 ...  0.02774061  0.01183939
  0.05342199]","TemnotfoIkhabhinethi ikucaphele kwehla nga-2,2% kweMkhicito Wonkhe Welive lakitsi (i-GDP) ekoteni yekucala ya-2018.","Cabinet approved the reviewed Policy Framework for Accreditation of Diversion Services in South Afric The policy framework was put in place in 2010 in line with the Child Justice Act, 2008 (Act 75 of 2008).",0.6488496
"[3.7987611e-01 2.6208247e-04 2.1917619e-01 ... 1.0940397e+00 9.4414312e-01
 5.1459342e-01]","[ 0.00592825 -0.0007691   0.01371104 ...  0.0329056   0.0247914
  0.01231633]","Lihhovisi Lelubalobalo laseNingizimu Afrika (i-StatsSA) likhiphe lamanani kulelivik Imboni yetekulima, eyetimayini neyetekukhicita tifake sandla kulokwehla kulekota yekucal Ikhabhinethi seyinike Tindvuna teKlasta yeTemnotfo umsebenti wekutsi tihlangane masinyane tikhulumisane ngetinyatselo letiya embili mayelana nalamanani lakhishiwLemiphumela ye-GDP yenta kutsi kubukwe ngeliso lelibukhali sidzingo sekutsi yonkhe imikhakha yalelive lakitsi isebentisane kute kwesekelwe umnotfo walapha eNingizimu Afrik Temabhizinisi netetisebenti tidzinga kutsi tichubeke tisebentisane nahulumende ekwesekeleni imitamo lefana neLisu leMaphutu Layimfica kubasela kukhula kwemnotfo nekwakha imisebenti ledzingwa kakhulYinye yetinsika tayo letibaluleke kakhulu Luhlelo lweKusebenta lweNchubomgomo yeTimboni (i-IPAP), leligcile ekukhuliseni kukhicita, kwakha imisebenti kanye nemikhicito letfunyelwa ngaphandle kwalelive lakits Ikhabhinethi iyetsemba kutsi i-IPAP itawusita ekukhuliseni umkhakha wetfu wetimboni newetemnotfEkuhambeni kwalomnyaka, hulumende utawungenisa Ingcungcutsela yeLutjalomali yeMave Emhlaba kuveta iNingizimu Afrika njengendzawo yelutjalomal Inhloso yalomkhosi kusebentela kukhicita tigidzigidzi tetigidzigidzi leti-R1,2 kulutjalomali lolusha kuleminyaka lesihlanu letako, kutawuba nelifutse lelikhulu ekukhuleni kwemnotfo nasekwakheni imisebenti LutjalomaliIkhabhinethi iyakwemukela kwetfulwa kwefekthri lensha lesezingeni lemhlaba yekukhicita imikhicito yetheknoloji yelwati lwetekuchumana eMonti eMphumalanga Kapa mhla ti-5 Inhlaba 2018 yiYekani Manufacturing, lekuyinkampani yebantfu labamnyama ngalokuphelel Lolutjalomali lwesigidzigidzi sinye lutawakha imisebenti lemisha le-1 000 lesezingeni lelingulonalona kwengeta kutisebenti letikhona letinge-450, linyenti lato lekulusha nabomakLolutjalomali luzuze kuSibonelelo seSakhiwonchanti seTikhungo teMnotfo Letikhetsekile nakuSikimu saBosotimboni labaMnyama (bo-BIS).","The GDP results bring into sharp focus the need for all sectors of the country to work together to support South Africa s local econom Business and labour need to continue to work with government in support of initiatives such as the Nine-Point Plan to stimulate economic growth and create much-needed job One of its key pillars is the Industrial Policy Action Plan (IPAP), which focuses on increasing manufacturing, employment creation and export Cabinet is confident that the IPAP will help grow our industrial sector and economLater this year, government will host an International Investment Summit to profile South Africa as an investment destinatio The aim of the event is to work towards generating R1,2 trillion in new investments over the next five years, which will have a significant impact on economic growth and employment creation Investments Cabinet welcomes the launch of a new world-class factory that manufactures information and communications technology products in East London in the Eastern Cape on 5 June 2018 by Yekani Manufacturing, a wholly black-owned compan This R1-billion investment will create 1 000 new quality jobs in addition to the existing workforce of 450, mostly youth and womeThis investment has benefited from both the Special Economic Zone Infrastructure Incentive and the Black Industrialist Scheme (BIS).",0.86585355
[0.24981536 0.46489397 0.36642307 ... 0.5729677  1.2033315  1.6575507 ],[0.0158811  0.00302593 0.00349934 ... 0.03065528 0.02133981 0.04211212],"I-BIS ibone Litiko Letekuhwebelana Netetimboni (i-dti) livuma ticelo tibonelelo tekwesekela bosotimboni labamnyama laba-103 kuleminyakatimali lemibili leyendlulil Letinye tinkampani leti-48 nato tesekelwa ngekutsi tifinyelele imakethe, letisiphohlongo tato tiseMphumalanga Kapa Umholo Wavelonkhe Lolizingancane (i-NMW)Ikhabinethi iyakwemukela kuphasiswa kweMtsetfosivivinyo we-NMW Libandla Lsavelonkhe (i-NA).","The BIS saw the Department of Trade and Industry (the dti) approving incentive support to 103 black industrialists over the previous two financial year Forty-eight companies were also provided with market access support, eight of which are in the Eastern Cape National Minimum Wage (NMW)Cabinet welcomes the passing of the NMW Bill by the National Assembl It expresses its appreciation to all stakeholders at the National Economic Development and Labour Council for their role in reaching this agreemen This begins a process towards narrowing the wage gap, especially for the low income earner Approximately 6,4 million workers in South Africa will benefit once the Bill has been signed into la Cabinet, however, acknowledges that more work still needs to be done to close the wage disparities that still exist in the countr The Bill will now be sent to the National Council of Provinces for concurrence before the President signs it into law Basic servicesCabinet is pleased with the results of the Non-financial Census of Municipalities 2017 released by StatsS The results showed more consumers have received free basic services such as electricity, water and sanitation in 2017 as compared with 2016.",0.80103695
[0.7790624  0.11358745 0.25259206 ... 0.66531533 0.8881855  1.7621771 ],[0.00504347 0.00704769 0.00432404 ... 0.03985078 0.01561853 0.01983503],"Ivakalisa kubonga kwayo kubo bonkhe labatsintsekako kuMkhandlu waVelonkhe weKutfutfukisa Umnotfo neTisebenti (i-Nedlac) ngendzima yabo labayidlalile ekufinyeleleni kulesivumelwan Loku kucala inchubo yekunciphisa sikhebesi semholo, ikakhulu kulabo labahola kancan Tingaliganiselwa kutigidzi le-6,4 tisebenti taseNingizimu Afrika letitawuzuza uma loMtsetfosivivinyo sewusayiniwe waba ngumtsetf Ikhabinethi, nanoma kunjalo, iyakuvuma kutsi usesemkhulu umsebenti lodzinga kutsi wentiwe kute kuvalwe sikhebesi sekungalingani lesisesekhona kulelive lakitsManje loMtsetfosivivinyo utawutfunyelwa kuMkhandlu weTifundza waVelonkhe (i-NCOP) kute kuvunyelwane ngawo ngembi kwekutsi Mengameli awusayine ube ngumtsetfo Tinsitakalo letisisekeloIkhabhinethi iyatfokota ngemiphumela yeLubalo lwaBomasipala loluNgesilo lweTimali lwanga-2017 lolukhishwe yi-StatsS Lemiphumela ikhombise kutsi tinyenti takhamuti letitfole tinsitakalo letisisekelo tamahhala njengagezi, emanti nekuhanjiswa kwendle nga-2017 uma kucatsaniswa nanga-2016.","North WestCabinet received a third progress report from the Inter-Ministerial Task Team (IMTT) on North Wes Cabinet is satisfied with the progress made to operationalise the invoked Section 100(1) (a) and (b) in the North West provincial department It was further approved that the IMTT will onwards report to Cabinet once a month to enable the teams deployed in the province to continue with the worCabinet endorsed a visit to the North West on 7 June 2018 to brief the North West Executive, Provincial Legislature and the external auditors responsible for the province Protest action Cabinet condemns the recent violent protests around the country, and is especially saddened by the acts of violence and intimidation of patients and medical staff at the Charlotte Maxeke Johannesburg Academic Hospita Protestors who exercise their rights to protest should do so without violating the rights of others, particularly the vulnerabl No amount of grievance justifies violence and the threatening behaviour seen in the past week Safety and securityCabinet welcomes and supports the",0.8181927
"[ 1.2242997   0.2491847  -0.11851971 ...  0.9484722   0.88290364
  1.2469165 ]","[ 0.02307831 -0.00021268  0.00026347 ...  0.01949076  0.02697906
  0.03780768]","Hulumende uyachubeka nekutinikela ekuniketeni tonkhe takhamuti tinsitakalo letisisekelo temalanga onkhe, ikakhulu bantfu labaphuyil Umklamo wemanti wakamuva kakhulu Mhlathuze Water Project eRichards Bay, KwaZulu-Natal lebite imali letigidzi letinge-R96, lotawetfula emanti empompi kumakhaya langetulu kwala-6 00 Tingcoco tekubonisana ngemiholo yetisebenti tahulumendeIndvuna yeLitiko Letemisebenti Yahulumende Nekuphatsa yatise Ikhabhinethi ngetingcoco tekubonisana ngemiholo yeTisebenti taHulumend Ikhabhinethi iyakutfokotela kutinikela kwabo bonkhe labatsintsekako ekutfoleni tisombululo letikahle letitawuzuzisa bonkhe badlalindzim Ikhabhinethi iyakucinisekisa kutinikela kwahulumende ekuchumaneni netisebenti ngalokuphelele kute kutsi bafinyelele esivumelwaneni lesikahle sabo bonkhe labatsintsekako Tibonelelo tahulumendeIkhabhinethi iyabacinisekisa bazuzi betibonelelo tahulumende kutsi hulumende utawuchubeka nekubanika lensitakalo lebaluleke kangaka, njengobe ichitjelwe nguMtsetfosisekelo weRiphabhuliki yaseNingizimu Afrika wanga-1996.","Government remains committed to providing daily basic services to all its citizens, especially poor peopl The most recent water-related project is the R96-million Mhlathuze Water Project in Richards Bay in KwaZulu-Natal, which will deliver running tap water to more than 6 000 households Public Service wage negotiationsCabinet received a briefing from the Minister of Public Service and Administration on the Public Service wage negotiation Cabinet appreciates the commitment by all stakeholders in finding an amicable solution that would benefit all role player Cabinet reaffirms government s commitment to fully engage with labour so as to arrive at a workable deal for all involved Social grants Cabinet reassures beneficiaries of social grants that government will continue providing this important service, as mandated by the Constitution of the Republic of South Africa of 1996.",0.8964128
[0.5640328  0.14092533 0.59632295 ... 0.8506376  0.7696704  0.94602257],"[ 1.9645620e-02  4.3187487e-05 -1.8205929e-04 ...  1.9491773e-02
  2.5476808e-02  2.1083556e-02]","Kutawuchutjekwa nekuphakelwa kwetibonelelo tahulumende futsi nenchubo yekutsi kusetjentiswe likhadi lelisha esikhundleni selikhadi lelidzala le-Ejensi yeKucinisekiswa kweTenhlalakahle eNingizimu Afrika (le-SASSA) kutawuchubeka kute kube sekupheleni kweNyoni 2018.Lubanjiswano lolusemkhatsini we-SASSA neTemaposi taseNingizimu Afrika lunemiphumela lemihle ngoba kusukela ngeNkhwekhweti 2018 sebanyenti bazuzi labetako batontjintja emakhadi abIkhabhinethi icela imimango kutsi ingayinaki lemilayeto lemifishane (ema-SMS) lekhona lecondzisa bazuzi betibonelelo tahulumende kutsi baphindze futsi babhalise kute bagweme kutsi bangakhokhelw Lemilayeto lengemanga ifuna kubanga kudzidzeka kubantfu labaphuyile nekutsi futsi ibambelele hulumende ekucinisekiseni kutsi bazuzi bakhokhelwa tibonelelo tahulumende ngalokungenatihibe ngekungehluleki TaseNyakatfo NshonalangaIkhabhinethi itfole umbiko wesitsatfu wenchubekelembili kuLicembu Lekusebenta Letindvuna (ku-IMTT) lomayelana neNyakatfo Nshonalang Ikhabhinethi iyenetiseka ngenchubekelembili leyentiwe ekusebentiseni Sigaba se-100(1) (a) na-(b) kumatiko esifundza saseNyakatfo Nshonalang Kuphindze futsi kwavunywa kutsi ngalokuchubekela embili i-IMTT itawubika kuKhabhinethi kanye ngenyanga kwentela kutsi lamacembu latfunyelwe kulesifundza akwati kuchubeka nemsebentIkhabhinethi ikuvumile kuvakashela Inyakatfo Nshonalanga mhla ti-7 Inhlaba 2018 kuyokhulumisana neSigungu Lesiphetse Inyakatfo Nshonalanga, Sishayamtsetfo seSifundza kanye nebacwaningimabhuku bangaphandle lababukene nalesifundza",The partnership between SASSA and the South African Post Office is yielding positive results as more beneficiaries have since May 2018 been coming forward to swap their cardCabinet urges communities to ignore recent short messages directing social-grant beneficiaries to re-register for their social grants to avoid not being pai Such misleading messages seek to create confusion amongst the poor and derail government from ensuring that social grants are seamlessly paid to beneficiaries without failur 7.,0.84378874
"[ 0.5155269   0.18937637 -0.03236991 ...  0.9814056   0.82276154
  0.8855384 ]","[ 0.00953502 -0.00051795  0.00460605 ...  0.0098795   0.04948854
  0.01555347]","UmbhikishoIkhabhinethi iyayigceka imibhikisho lenebudlova lesandza kwenteka kulo lonkhe lelive lakitsi, futsi ibuhlungu kakhulu ngetento tebudlova nekwesabisa tigulane nabonesi nabodoktela esibhedlela iCharlotte Maxeke Johannesburg Academic Hospita Babhikishi labasebentisa lilungelo labo lekubhikisha bafanele kutsi balisebentise ngaphandle kwekunyatsela emalungelo alabanye bantfu, ikakhulu labo labahlaseleka kalul Kute linani nebukhulu betikhalo lobungesekelwa budlova kanye nekwesabisa lokubonakele kuleliviki leliphelile","The reviewing process seeks to ensure that diversion service providers and diversion programmes are at all times compliant with the minimum standard Six of the chapters have been amended to improve the quality and standards of services provided to children found in conflict with the la Cabinet approved the Regional Engagement Strategy for Biosafety and its implementatio Biotechnology is recognised as an important potential driver of economic growth and a major tool in the fight against hunger and poverty, especially in developing countrie This strategy will facilitate intra-African trade and improve the region s competitiveness in global market It will improve South Africa s collaboration and cooperation within the African regio",0.7729751
[0.2837657  0.8275751  0.16405913 ... 1.0161918  0.90337217 0.84243125],"[ 0.0023035   0.01101236 -0.00027638 ...  0.02738114  0.02171921
  0.01726159]","Kuphepha nekuvikelekaIkhabhinethi iyalemukela iphindze futsi iyalesekela 'lelisu lekungenelela liletse lutinto' lolwentiwa Luphiko Lwetemisebenti Yemaphoyisa LwaseNingizimu Afrika (i-SAPS), lolutawubambisana nebantfu baseNingizimu Afrika emitameni yekwenta imimango yetfu ibe ngulephephil Kubonakala kwemaphoyisa lamanyenti lembetse inyifomu lahamba ngetinyawo nalahamba ngetimoto","by the South African Police Service (SAPS), which will partner with South Africans towards efforts to make our communities safe The high-density visibility of uniformed police officers on foot and vehicles",0.81666523
"[ 0.47548416  0.7398108  -0.0307759  ...  1.0843251   0.84098405
  0.37319773]","[ 2.8545989e-02  2.9959818e-02 -6.2847153e-05 ...  1.6833089e-02
  3.4720719e-02  1.2117512e-02]","lesekelwa luphiko lwe-SAPS lwasemoyeni, kuchubeka kwekulawula kungena nekuphuma etindzaweni letitsite nekuphenya, nekuvimba emigwacweni nekuphenya lokungaphelimandla basolwa labafunwako","supported by the SAPS air wing, continuous cordon and search operations, roadblocks and relentless search for wanted suspects",0.87312585
