ss,en,src_text,trg_text,Cosine_Score
"[ 0.44585177 -0.08200883  0.07941794 ...  0.8177966   1.2212831
  1.3564208 ]","[ 0.01114293  0.00034836  0.00010447 ...  0.02914674 -0.0028093
  0.03862774]","Kucala kwekusebenta kwetinhlelo letimcoka tahulumende IKhabhinethi iyalidvumisa Litiko Letekuhlaliswa Kwebantfu ngekunika tindlu bantfu labaphuyile ngekusebentisa umklamo Lohlanganisiwe waseDolobheni laseSavanna Wekuhlalisa Bantfu kuMasipala weSifundza saseSediben Bantfu baseNingizimu Afrika labadvumile bajoyina betimboni labatsintsekako, lokufaka ekhatsi bosodolobha kanye netiphatsimandla taMasipala waseSifundzeni saseSedibeng, tapenda leto tindlu leseticedziwe ngesikhatsi tetfulwa kanye nekuhlanganyela tingadzKwakhiwe tindlu letilinganiselwa kuleti-18 000, kwazuza labaluphele, bantfu labanekukhubateka, kanye nemindeni leholwa bantfwana naleholwa bafat IKhabhinethi iphindze futsi iyasemukela simemetelo lesitsi kulomnyaka lotaka litiko litakwetfula umklamo, lotawusita ekwakheni tindlu leti-60 002.","Implementation of key government programmes Cabinet commends the progress made by the Department of Human Settlements in the Savanna City Integrated Human Settlements project in the Sedibeng District MunicipalitCompletion of the sustainable and integrated, new town development project, in ten years, will provide 18 399 Integrated housing units which include",0.8476486
"[ 0.506667   -0.07399254  0.07748093 ...  0.92305523  1.2318773
  0.90876514]","[ 0.01912524 -0.00084334  0.00592308 ...  0.02779929  0.02480719
  0.04067587]","IKhabhinethi iyayemukela inchubekelembili leyentiwe ngumklamo i-Tshepo 10 000, lesita ngekucedza kuswela umsebenti kwebantfu labasha eDolobheni laseTshwan Lomklamo wetigidzigidzi temarandi lowentiwa Lidolobhakati, ngekuhlanganyela Nenyuvesi yasePitoli uhlose kucecesha bantfu labasha labangasebenti la-10 000 ngekutsi babanike emakhono nebungcweti lobudzingekako nawusungula imiklamBantfu labasha nasebacedze kuceceshwa basungula tinhlangano tekusebenta ngekuhlanganyela batichube ngemphumelel Kute kube ngunyalo, kunetinhlangano letisebenta ngekuhlanganyela leti-190 lesetidale ematfuba emisebenti kubantfu labasha labaneng Kwengeta, ematiko elidolobhalakati acasha labanye balabantfu labasha labaceceshiw IKhabhinethi iyakwemukela kwentiwa ncono kwemgwaco i-R25 (P6-1), umgwaco longemakhilomitha lange-42 lochumanisa iGauteng nesifundza saseLimpop Lomklamo walomgwaco, lodzabula emkhatsini weBapsfontein neBronkhorstspruit, ucashe bantfu labangetulu kwe-200.","and bonded houses, educational facilities, clinics, cr ches, churches and retail sitesSince the beginning of construction early this year over 1 000 of the 18 399 houses are being built with over 100 complete Prominent South Africans joined industry stakeholders, including mayors and officials from the Sedibeng District Municipality, in working on three houses for the oldest beneficiarie Cabinet welcomes the upgrading of the R25 (P6-1) road, a 42-kilometre road that links Gauteng and Limpop The project, which stretches between Bapsfontein and Bronkhorstspruit, has employed more than 200 peopl It will also benefit the agricultural and mining sectors in the area by promoting faster movement of freight trucks that transport goods and services Key Cabinet decisions Cabinet was briefed by the Department of Science and Technology, which will be hosting a major public science week: Science Forum South Africa 2015 under the theme:",0.82182646
"[ 0.6433421  -0.09298684  0.5518925  ...  0.76969063  1.4336029
  2.132085  ]","[ 0.00108374 -0.00146345 -0.00069027 ...  0.03871683  0.04130336
  0.04909613]","Kutawuphindza futsi kuzuze imikhakha yetekulima newetimayini lekulendzawo ngekutsi kugcugcuteleke kuhamba ngekushesha kwemaloli latfwala timphahla Tincumo TeKhabhinethi Letibalulekile IKhabhinethi yabikelwa ngalamafishane Litiko Letesayensi Nethekinoloji, lelitawube libambe liviki letesayensi lemmango: Inkhundla Yetesayensi yaseNingizimu Afrika ngaphasi kwengcikitsi letsi:",Forum on 21 November 2015 as part of government s commitment and ongoing programme to strengthen relations with the medi Government will brief editors on key issues and upcoming plans while affording the editors an opportunity to raise areas of interest with governmen South Africa will mark World AIDS Day under a theme -,0.75671875
"[ 0.47139323 -0.28604233 -0.51824147 ... -0.15872651  0.3319254
  0.09784501]","[ 0.00534726  0.00037306 -0.00025326 ... -0.00322913  0.01053438
  0.00543747]",kucala inkhulumiswano mayelana netesayensi,Igniting conversation about science,0.83932495
[0.92211384 0.02471029 0.00981243 ... 0.7219971  1.2499009  2.9222183 ],[0.00333342 0.00356198 0.00642901 ... 0.02345351 0.0348941  0.07350311],"kusukela mhla ti-8 kuya mhla ti-9 Ingongoni 2015, ePitolLomcimbi unika labatsintsekako baseNingizimu Afrika, bakulelivekati kanye nebalingani bemave ngemave inkhundla yekubamba tinkhulumomphikiswano kanye nekufundza ngenchubomgomo lemayelana nesayensi nemmang IKhabhinethi ivumile kutsi i-World Maritime Day Parallel Event ye-International Maritime Organisation (i-IMO) ibanjelwe eNingizimu Afrika nga-2020.","from 8 to 9 December 2015, in PretoriThis event provides stakeholders from South Africa, the continent and international partners with a platform for debate and policy learning on the interface between science and societ Cabinet approved that the International Maritime Organisation (IMO) World Maritime Day Parallel Event be hosted in South Africa in 2020.",0.9138954
"[ 0.79214996 -0.05828571  0.15525626 ...  1.0377384   1.9907788
  2.281744  ]","[ 0.01300311 -0.0012265   0.00309572 ...  0.03652616  0.03257315
  0.04385513]",Lihhovisi Lelitiko Letekutfutsa ngako-ke litawundlulisa lesincumo seKhabhinethi kuMkhandlu we-IMO emhlanganweni lohlelwe kutsi ubanjwe mhla tinge-23 Lweti kute kube mhla ti-04 Ingongoni 201 Imikhos letako Mengameli Jacob Zuma utawube amukela umlingani wakhe waseChina Xi Jinping lotawuvakasha ngekwembuso emalanga lamabili kusukela mhla ti-02 kuya mhla ti-03 Ingongoni 2015.,The Ministry of Transport will therefore convey this decision of Cabinet to the IMO Council meeting scheduled to take place from 23 November to 04 December 201 Upcoming events President Jacob Zuma will host his Chinese counterpart Xi Jinping for a two-day State Visit from 2 to 3 Decembe The visit aims to finalise the China-South Africa 5-10 Year Framework on Cooperation that will further entrench the implementation of our agreements since the conclusion of the Beijing Declaration in 2010.,0.8596571
"[ 0.50692517 -0.17948993  0.17037843 ...  0.51559085  1.0612456
  2.441787  ]",[0.01362337 0.03550801 0.01150752 ... 0.03393314 0.03523513 0.04965378],Lokuvakasha kuhlose kuphotfula Luhlaka Lweminyaka Le-5-10 LweChina neNingizimu Afrika lolumayelana neKusebentisana lolutawucinisa kucala kwekusebenta kwetivumelwane tetfu kusukela kwaphotfulwa Simemetelo saseBeijing nga-2010.,"The theme of the summit was inclusiveness, investment and implementatio South Africa is among 51 countries that signed the Agreement on Automatic Exchange to Tax Information in Berlin, Germany in October 2015.",0.71123326
[0.31337798 0.34552336 0.02286495 ... 1.0302291  0.57652056 1.2815434 ],"[ 4.0274938e-03 -1.2059153e-05 -1.3293214e-05 ...  1.8939637e-02
  3.6018863e-02  3.6814544e-02]","Lutawuphindza futsi lujulise luphindze lwandzise Budlelwane Bendlelalisu Lobuphelele lamave lamabili labelana ngabBudlelwane beNingizimu Afrika nelaseChina bumcoka ekufezekiseni luhlelo lwayo lwetentfutfuko ngekusebentisa inchubomgomo yayo yetangaphandle njengaloku yandzisa imitamo yekucalisa ngeLuhlelo Lwavelonkhe Lwentfutfuko (i-NDP), kuhlanganyela kutekulima, kutemvelo, kutekuhwebelana netimboni kanye netetimali njengaloku lelive lichuba luhlelo lwekuchubela iNingizimu Afrika embil Buphindze futsi budale litfuba lekubuketa inchubekelembili etintfweni letikhona tekuhwebelana kanye nekusebenta ngekuhlanganyela emkhatsini waletive letimbili, kanye nekuphotfula tindzawo letinsha tekusebenta ngekuhlanganyel Mengameli Zuma utawuhola litsimba lelitawuya kuseshini yema-21 Yengcungcutsela Yemave yeLuhlaka Lwengcugcutsela YaMhlabuhlangene lemayelana neKuntjintja kweSimo Selitulu (i-UNFCCC) kanye neSeshini ye-11 yeNgcugcutsela yeMave lasebenta njengeKuhlangana kweMave kuSivumelwane saseKyoto (i-CMP11) letawubanjwa kusukela mhla tinge-30 Lweti kuya mhla ti-11 Ingongoni 2015 lapha eParis eFrancTinkhulumiswano tekucocisana temave ngemave mayelana nesivumelwane lesisha lesisemtsetfweni lesitakwakha indlela yekuphendvula mayelana nekuntjintja kwesimo selitulu, lesitawucala kusebenta kusukela nga-2020 kuya embil","It will further deepen and expand on the Comprehensive Strategic Partnership that the two countries sharSouth Africa s relations with China remain central to realising its developmental agenda through its foreign policy as it increases efforts to implement the NDP, collaborate in agriculture, environmental affairs, trade and industry and finance as the country continues to drive the agenda of moving South Africa forwar It is also provides an opportunity to review progress on existing areas of trade and cooperation between the two nations, and to expedite and finalise new areas of cooperatio President Zuma will lead a delegation to the 21st session of the Conference of the Parties to the United Nations Framework Convention on Climate Change (UNFCCC) and the 11th Session of the Conference of Parties serving as the Meeting of Parties to the Kyoto Protocol (CMP11) to be held from 30 November to 11 December 2015 in Paris, FrancThe international negotiations for a new legal agreement will frame the response to climate change, which will come into effect from 2020 onward In line with South Africa s national interest as an African and developing country that will require post-2020 support, South Africa will continue to defend the UNFCCC s core principles of equity and differentiatioAt the Group of 77+China meeting, South Africa will seek to maintain and strengthen the unity of developing countries to obtain a Paris Agreement that is fair, ambitious, science-based and that produces the development space of developing countrie President Zuma will launch the 16 Days of Activism Campaign for No Violence against Women and Children campaign on 25 November 2015 in Naauwpoort, Mahikeng under the theme:",0.8799376
[0.41855088 0.37745985 0.4253743  ... 0.9250852  1.1089448  1.9288286 ],"[ 0.04120243  0.00305046 -0.00031863 ...  0.03423654  0.03161961
  0.06646806]","Ngekuhambisana naloko kwavelonkhe lokutsandvwa iNingizimu Afrika njengelive lelisatfutfuka lelitawudzinga kwesekelwa ngemuva kwa-2020, iNingizimu Afrika itawuchubeka ivikele tinchubomgomo te-UNFCCC letisisekelo tekulingana nekwehlukahlukanEmhlanganweni weMave lange-77 kanye neChina, iNingizimu Afrika itawuchubeka igcine iphindze icinise kubumbana kwemave lasatfutfuka kute itfole Sivumelwane saseParis lesingavuni muntfu, lesinenshisekelo lesisime kutesayensi nalesiveta litfuba lentfutfuko lemave lasatfutfuk Mengameli Zuma utakwetfula Umkhankhaso Wetinsuku le-16 Tenshukumo Yekulwa Neludlame lolucondziswe kubomake nakubantfwana mhla tinge-25 Lweti 2015 lapha eNaauwpoort, eMahikeng ngaphasi kwengcikitsi letsi:","The 2015 World AIDS Day will further strengthen the dialogue around stigma and discrimination, and mobilise communities to respond to and expand access to prevention, treatment and support serviceThe main event to commemorate World AIDS Day will be held in KwaZulu-Nata This will set the tone for South Africa s hosting of the 21st International AIDS Conference at the Inkosi Albert Luthuli International Convention Centre in Durban from 17 to 22 July 2016.",0.8076978
"[ 1.5804529  -0.34798902  0.13090718 ...  0.42928305  0.9634034
  0.8550695 ]","[ 0.01288468 -0.0018673  -0.00079059 ...  0.00244232  0.03195793
  0.03458002]",Angingene Nami: Sisonkhe Sichubekisela Embili iNingizimu Afrika Lete Ludlam,Count Me In: Together Moving a Non-Violent South Africa Forward .,0.72009784
