ss,en,src_text,trg_text,Cosine_Score
"[ 0.9045254  -0.21036153  0.0508452  ...  0.5574856   0.833628
  1.5756804 ]","[ 0.00822344 -0.00149791  0.00298979 ...  0.01571052  0.00621536
  0.03517486]","Ikhabhinethi yahlangana ngaLesitsatfu, mhla tinge-25 Mabasa 2018, eTuynhuys, eKap Tindzaba Letimcoka1.","Cabinet met on Wednesday, 25 April 2018, at Tuynhuys, Cape Town Issues in the environment1.",0.8747723
"[ 1.0303614  -0.09673961 -0.20542179 ...  1.3732541   1.4601716
  1.1149195 ]","[ 0.02676422 -0.00114378 -0.00075545 ...  0.04455198  0.02087714
  0.04693837]","Imingcwabo yetishoshovu netigayigayi Ikhabhinethi ibonga bonkhe bantfu emhlabeni wonkhe jikelele, ikakhulu baseNingizimu Afrika, ngendlela lefutfumele nalenhle lababukene ngayo nekushona","Funerals of stalwarts and veterans Cabinet thanks all people around the world, especially South Africans, for their warm and generous response in the wake of the passing of",0.8817601
"[ 0.5671194  -0.37252444  0.01947172 ... -0.06299932  0.2466845
  0.044288  ]","[ 0.01606153  0.00158921  0.00029662 ... -0.00039914 -0.00290914
  0.00011081]",kwe-imbokodo,imbokodo,0.60880744
"[ 1.1572596   0.42334288 -0.02435888 ...  0.7996199   1.2632792
  0.9741222 ]","[ 0.01862664  0.00111568 -0.00021794 ...  0.01362887  0.01670354
  0.02344057]","Make Winnie Madikizela-Mandela, sishoshovu seMzabalazo Dkt Zola Skweyiya nemlweli wemalungelo netenhlalakahle yetisebenti Archie Sibek Tishoshovu tetfu tanikela timphilo tato ephupheni leNingizimu Afrika lencono kanye nemadvodza nabomake batfola inshisekelo ekuzabalazeni kwab Ikhabinethi futsi ihlanganyela naMengameli Cyril Ramaphosa ekuhlonipheni Sigayigayi selincusa lelingasekho emhlabeni, Lincusa George Nene, lelisebentele iNingizimu Afrika ngalokusezingeni lelisetulu nekutimisela ngesikhatsi lisekutfunjweni licoca nalesigodzi nelivekati letfu kutsi likhulule iNingizimu Afrika Umbhikisho waseNyakatfo Nshonalanga Ikhabhinethi icocisene kabanti ngalesimo sebugudlugudlu lesenteka eNyakatfo Nshonalanga, lesesitsintse kabi tinsita letinyenti, ikakhulu tinsita tetemphil Njengahulumende lonakekelako, Ikhabhinethi ivume tingenelelo letimbili letisheshako tekwenta kutsi kube nekutinta nekuthula kulesa sifundz","Mama Winnie Madikizela-Mandela, Struggle stalwart Dr Zola Skweyiya and trade unionist Archie Sibek Our stalwarts dedicated their lives to the dream of a better South Africa and our countrymen and women are drawing inspiration from their struggle Cabinet also joins President Cyril Ramaphosa in paying tribute to the late Veteran diplomat, Ambassador George Nene, who served South Africa with distinction and dedication during his period in exile in mobilising our region and continent to secure the liberation of South Africa North West protests Cabinet deliberated on the unstable situation that has unfolded in North West, which has affected a number of services, particularly health service As a caring government, Cabinet has approved two immediate interventions to restore order and stability in the are Cabinet approved the invoking of Section 100(1)(b) of the Constitution of the Republic of South Africa of 1996 to address the apparent crisis, particularly in the health secto The main objective of this intervention will be to:restore trust and confidence between labour and government;assist the province to upgrade its systems and capabilities to a new normality;ensure compliance with the legislative and regulatory framework of government;stabilise the labour environment, restore sustainable service delivery, ensure security of staff and improve financial managemen Cabinet also mandated a task team of Ministers to visit North West to establish the facts on the groun They are expected to submit a report in the next two week The report back will assist in determining any further interventions that may still be require",0.86191434
"[ 0.33132505  0.20220979 -0.2645255  ...  0.99065113  0.34909573
  0.3240507 ]","[ 1.2723617e-02 -6.9829730e-05 -9.2941882e-06 ...  3.3829149e-02
  2.5486149e-02  3.3335347e-02]","Ikhabhinethi ikuvumile kusetjentiswa kweSigaba se-100(1)(b) seMtsetfosisekelo waseNingizimu Afrika sanga-1996 kulungisa letinhlekelele, ikakhulu emkhakheni wetemphil Inhloso lenkhulu yalomgomo kutawuba:kubuyisela esimeni lesifanele kwetsemba nekutetsemba emkhatsini wetisebenti nahulumende;kusita lesifundza kutsi sigucule tinchubo nemakhono kubunjalo lobusha;kucinisekisa kuhambisana nemtsetfo kanye neluhlakamsebenti lwahulumende lwekulawula;kutintisa simondzawo setisebenti, kubuyisela esimeni lesifanele kusimama kwekwetfulwa kwetinsita, kucinisekisa kuvikeleka kwetisebenti kanye nekwenta kancono kulawulwa kwetimal","It addresses key areas relating to indoor public areas, display of tobacco products at point of sale, use of electronic devices and the introduction of plain packaging of tobacco products Cabinet approved for the publication of the Integrated Framework Bill of 2018 to be published in the Government Gazette for public comment The Bill seeks to achieve coordinated and integrated planning across all spheres of government, which are mutually reinforcing and work cohesively to promote more effective implementation of the National Development Plan (NDP).Institutionalising planning is in line with the NDP and seeks to give effect to the commitment in the Medium Term Strategic Framework 2014-2019 to establish mechanisms and capacity within the State to undertake long-term development plannin It will promote a more coordinated and responsive State that would be more effective in promoting the structural changes required for inclusive growth, and for developing the country s human resource base and a stronger democrac Upcoming events 1.",0.79299605
"[ 1.6839774  -0.05084004 -0.17046155 ...  1.2753079   0.4388575
  1.2860715 ]","[ 0.01505793  0.00587284 -0.00024723 ...  0.02601425  0.03822487
  0.0369101 ]",Ikhabhinethi iphindze yetfwesa umtfwalo licembu lekusebenta leTindvuna lelitawutfola emaciniso mayelana nalesehlakal Balindzeleke kutsi bangenise umbiko kulamaviki lamabili letak Lombiko lotawuletfwa utawusita ekutfoleni letinye tinyatselo tekungenelela letingenteka kutsi tisadzingek,"Cabinet also expressed its heartfelt sympathy to the families, friends and colleagues of the six miners who were burnt to death when the bus taking them to work was set alight by a petrol bomb thrown by unknown attackerCabinet called on community members to assist the police in their quest to swiftly crack this cas MessagesCabinet congratulates:1.",0.7253976
"[ 0.5783614   1.7933925  -0.12583105 ...  1.071712    1.0689727
  0.3377895 ]","[ 0.01945861  0.04967417 -0.00016009 ...  0.03647697  0.01335153
  0.02306263]","Lelicembu leLisebentako lifaka ekhatsi Indvuna yeTekuhlela, yeTekucaphela neKulinganisa Kusebenta (Umchumanisi); yeTemphilo; yeTetimali; yeTekubusa Ngekubambisana Netendzabuko kanye neTindvuna teKlasta yeTebulungiswa, Tekuvikela Bugebengu kanye neTekuvikel Lapho isabuka kukhatsateka lokuvetwe yimimango, Ikhabhinethi itigceke kakhulu tento tebudlova, kweba nekumoshwa kwemphahla lokuhambisana nemibhikisho kuletinye tindzawo talesifundz","The Task Team comprises the Ministers of Planning, Monitoring and Evaluation (Convener); Health; Finance; Cooperative Governance and Traditional Affairs, as well as the Justice, Crime Prevention and Security Cluster of Minister Whilst noting the concerns that were raised by communities, Cabinet strongly condemns the acts of violence, looting and destruction of property that accompanied protests in some areas of the province Public sector wage negotiationsCabinet was briefed on the current Public Service wage negotiation Cabinet urged the Department of Public Service and Administration together with",0.88848054
"[ 0.3186397   0.36029828 -0.18301496 ...  1.0721241   0.71934724
  0.8429336 ]","[ 0.00189749  0.01577166 -0.0002258  ...  0.01214394  0.01703452
  0.03401697]","Tingcoco tekubonisana ngemiholo yetisebenti tahulumendeIkhabhinethi yabikelwa ngetingcoco letikhona kwamanje tekubonisana ngemiholo yeTisebenti taHulumend Ikhabhinethi icele Litiko Letemisebenti Yahulumende Nekuphatsa kanye nelikomidi leligunyatako kutsi basebente ngekushesha basombulule lomnyamalongasi wekubonisana ngemiholo Siteleka semabhasi Ikhabhinethi imema bonkhe labatsintsekako emkhakheni wetigitjelwa temmango kutsi basheshise bacedze lesitelaka semabhas Sicela onkhe emacembu kutsi abuyele etafuleni ayobonisana kute kutsi bafinyelele esivumelwaneni lesitawuvuna onkhe emacembu kanye nalelive Budlova eMoses Mabhida Stadium Ikhabhinethi iyabugceka lobudlova nekumosha imphahla ngehlitiyo lembi lokwentiwe balandzeli bebhola labavele batseleka ebaleni enkhundleni yetemidlalo iMoses Mabhida Stadium nakudlalwa umdlalo we-Premier Soccer League ngemphelansontf Ema-ejensi lacinisekisa kulandzelwa kwemtsetfo acelwa kutsi ente siciniseko sekutsi bonkhe labo labambandzakanyekako kulobugebengu netento tebudlova kulomdlalo bayabanjwa bajezizelwe letento tab Ikhabhinethi icela kutsi kwentiwe luphenyo lolusheshako futsi kufezekiswe masinyane tindlela leticinile tekuphepha kucinisekisa kuphepha kwabo bonkhe babukeli netikhul Icela bonkhe badlalindzima kutsi babambisane nebaseshi kute kutsi kuvikelwe kwehla kwaletehlakalo esikhatsini lesitako Titeshi temisakato yemoya temmango Ikhabhinethi iyasemukela sivumelwane lekufinyelelwe kuso sekutsi kuvulwe titeshi temisakato yemoya temmango leti-15 lebetivalwe yiSentech ngenca yekutsi betingakakhokhi timali tekusatjalaliswa kwesiginali, kube kusafunwa tisombululo talomphel Kufinyelelwe kulesivumelwane ngemuva kwekutsi hulumende ahlangane neSentech, Iforamu Yavelonkhe Yemsakato Yemoya Yemmango, I-ejensi Yekutfutfukisa Betindzaba Nekwehlukahlukana (i-MMDA) kanye neMtimba Lotimele Wetekuchumana WaseNingizimu Afrika (i-Icasa).","the mandating committee to work expeditiously to resolve the impasse on the wage negotiations Bus strike Cabinet calls on all stakeholders in the public transport sector to bring a speedy end to the national bus strik We urge all parties to return to the negotiation table so as to reach an agreement that is in the best interest of all parties and the country Violence at Moses Mabhida Stadium Cabinet condemns the senseless violence and malicious damage to property by soccer fans following a pitch invasion at Durban s Moses Mabhida Stadium during a Premier Soccer League game at the weeken Law-enforcement agencies are urged to ensure that all those involved in hooliganism and acts of violence at the match are held responsible for their action Cabinet calls for a swift investigation and the implementation of stricter security measures to ensure the safety of spectators and official It urges all role players to cooperate with investigations to prevent future occurrences Community radio stations Cabinet welcomes the agreement reached to reconnect 15 community radio stations that were suspended by Sentech for non-payment of signal distribution fees, while more sustainable solutions are being sough The agreement was reached after government met with Sentech, the National Community Radio Forum, the Media Development and Diversity Agency and the Independent Communications Authority of South Afric The community radio sector is a critical communication platform that gives our people access to information and which serves as a means to creating an informed citizenr All parties have agreed to convene soon to come up with a long-lasting solution that will result in the sustainability of these stations Commonwealth Heads of Government Meeting Cabinet welcomes the adoption of the Programme of Action for the Commonwealth for the next two year President Ramaphosa led a South African Delegation to the Commonwealth Heads of Government Meeting (CHOGM 2018) under the theme:",0.88099605
"[ 1.0530094   0.13635069 -0.27503124 ...  0.47638988  1.0323555
  2.3504217 ]","[-0.0002375   0.00374167  0.00084617 ...  0.03376942  0.03716655
  0.0759122 ]",Umkhakha wemsakato wemoya wemmango yinkhundla yetekuchumana lebalulekile leyenta bantfu bakitsi kutsi bakwati kufinyelela lwatiso uphindze futsi ube yindlela yekwakha bakhimuti lobunelwat Onkhe emacembu avumile kutsi ahlangane masinyane kute atfole sisombululo sesikhatsi lesidze lesitawenta kutsi letiteshi tisimame Umhlangano weBaholi baHulumende beMave eCommonwealth Ikhabhinethi iyakwemukela kwemukelwa kweLuhlelo lweKusebenta lweMave eCommonwealth lwaleminyaka lemibili letak Mengameli Ramaphosa uhole litsimba laseNingizimu Afrika labhekisa emabombo eMhlanganweni weBaholi baHulumende weMave eCommonwealth (i-CHOGM 2018) ngaphansi kwengcikitsi letsi:,"The framework provides for accountability and efficiency in the achievement of the NYP 2020 objective The policy aims to improve performance and enhance service delivery, particularly to the programmes of the youth Cabinet approved the hosting of the Annual Africa Month Programme for May 2018 under the theme:",0.78674453
"[ 0.1982801  -0.28971207 -0.85141855 ...  0.27641535  0.07861065
  0.5108292 ]","[-7.8803132e-04 -1.5267109e-03 -7.9205682e-05 ...  2.8309922e-03
 -3.7054315e-03  1.2351599e-02]",Kulikusasa leLifananako,Towards a Common Future,0.76289177
