ss,en,src_text,trg_text,Cosine_Score
"[ 0.56616205  0.03489397 -0.04003661 ...  1.221815    1.2694826
  1.7736895 ]","[ 0.01472604 -0.00019007  0.00116815 ...  0.04184085  0.0272682
  0.03716147]","Lusuku Lwe-Afrika IKhabhinethi itsandza kubonga bonkhe bantfu baseNingizimu Afrika labatimbandzakanye kumigubho yeLusuku Lwe-Afrika 2015, lolukhombise kutinikela kwetfu ekwakheni i-Afrika lebumbene, lenekuthula kanye nalephumelelak IKhabhinethi iphindza simemetelo lesentiwe nguMengameli Jacob Zuma asicondzise kuto tonkhe tikhungo taseNingizimu Afrika kanye netinkampani kutsi tiphakamisele etulu umjeka weNhlangano Yelubumbano Lwe-Afrika (i-AU) kanye nemjeka waseNingizimu Afrik Loku kuhambelana nesidzingo sekusekela umbononchanti we-Afrika lebumbene, lephumelelako nalenekuthula Kufezekiswa kwetinhlelo tahulumende letibalulekile IKhabhineti ikhumbuta bonkhe bantfu baseNingizimu Afrika kanye nebantfu bekuchamuka labahamba nebantfwana nabavakasha kutsi Umtsetfo Wephasipoti Nemadokhumenti Emvume Yekungena Eveni utawucala kusebenta mhla ti-1 Inhlaba 2012.","Africa Day Cabinet would like to thank all South Africans who participated in the Africa Day 2015 celebrations, which reflected our commitment to build a united, peaceful and prosperous Afric Cabinet reiterates the call by President Jacob Zuma to all South African institutions and companies to fly the African Union (AU) flag with the South African fla This is in keeping with the need to embrace the vision of a united, prosperous and peaceful Africa Implementation of key government programmes Cabinet reminds South Africans and foreign nationals travelling with children that the Passport and Travel Documents Act will come into effect from 1 June 2012.",0.9115695
"[ 0.28676397  0.3819812  -0.06363483 ...  1.3890681   0.80217916
  1.6505069 ]","[-3.65557789e-05  2.39134412e-02  1.05809835e-04 ...  3.32029127e-02
  3.10298763e-02  3.84065062e-02]","Ngaphasi kwalomtsetfo, batali labahamba bavakasha nebantfwana labangaphasi kweminyaka le-18 budzala kudzingeka kutsi bavete titifiketi tabo tekutalwa letingakafishanisw Lena yincenye yahulumende yekutinikela ekugadzeni lokufunwa bantfwana kanye nekuvikela kushushumbiswa kwebantfwana Tincumo teKhabhinethi letibalulekile IKhabhinethi iyivumile Inchubomgomo Yavelonkhe Yekutfutsa Bafundzi, lenika tinkhombandlela tekuletsa tinsita tetekutfutsa tahulumende letitfutsa bafundzi ngemphumelelo, ngelikhono nangekupheph Kucala kusebenta kwalenchubomgomo kutawuholela ekutseni kube netekutfutsa bafundzi letihlangene letinika lizinga lekutsi hloboluni lwetigitjelwa lekumele kutsi tisetjentiswe kanye netinhlaka temali lekhokhwako nakusetjentiswa tinsita tekutfutsa bafundz Lenchubomgomo iihambelana Nemtsetfo Wetikolo taseNingizimu Afrika, wa-1996 (Umtsetfo we-84 wa-1996).","Under the new legislation, parents travelling with children under the age of 18 are required to produce their unabridged birth certificate This is part of government s commitment to safeguard the best interests of children and prevent child trafficking Key Cabinet decisions Cabinet approved the National Learner Transport Policy, which provides guidelines in providing effective, efficient and safe learner public transport service Its implementation will result in an integrated learner transport service that provides the standards of the kind of vehicles to be used and the tariff structures for the usage of scholar transport service The policy is also aligned with the South African Schools Act, 1996 (Act 84 of 1996).",0.88542867
"[ 0.3321059   0.5741791  -0.14645308 ...  0.9705193   0.55370903
  1.8001354 ]","[ 0.00302298  0.00276285 -0.00015459 ...  0.04302852  0.02559933
  0.0187235 ]","IKhabhinethi ikuvumile kungeniswa kweMbiko waseNingizimu Afrika wa-1994 kuya ku-2014 loya Kuhhovisi Lebubhalane Le-AU lomayelana Nenchubekelembili mayelana Nekucala kusebenta Kwesimemetelo Lesisemtsetfweni Setinhloko Tembuso Tenhlangano Yelubumbano Lwe-Afrika (AU) lesimayelana Nekulingana Ngebulili e-Afrik Lombiko umayelana nekulungiselela Umhlangano Lomkhulu Wetinhloko Temibuso Te-AU lotawubanjwa ngeNhlaba 2015.Lombiko, ufaka ekhatsi sikhatsi kusukela ngemnyaka wa-1994 kuya ku-2014, uhlola uphindze ubeke ezingeni kuphumelela kwemitsetfo, tinchubomgomo kanye netinhlelo tetfu lesungulelwe kutsi tandzise linani labamele bomake, kudaleka kwematfuba emsebenti, kuncishiswa kwebuphuya, kucedvwa kweludlame kanye nekuvikelwa kwemalungelo eluntfu abomake nemantfombatan IKhabhinethi iyivumile Inchubomgomo Yavelonkhe Yelusha Ya-2020 (i-NYP 2020).","Solemn Declaration on Gender Equality in Africa to the AU Secretaria The report is in preparation for the AU Heads of States Summit to be held in June 2015.The report, which covers the period 1994 to 2014, assesses and evaluates the effectiveness of our laws, policies and programmes that were developed to increase representation, provision of basic services, job creation, poverty reduction, eradication of violence, and the protection of human rights of women and girl Cabinet approved the National Youth Policy 2020 (NYP2020).",0.8356402
"[ 0.7170042  -0.03951926 -0.12790519 ...  0.9504742   0.7671673
  0.9620581 ]","[-0.00038957  0.00418261 -0.00020102 ...  0.02770245  0.01006433
  0.0099791 ]",Lenchubomgomo itsatsa sikhundla seNchubomgomo Yavelonkhe Ya-2009-2014 leseyiphelelwe sikhats Lenchubomgomo yasungulwa emva kwenchubo yekubonisana kabanti nelusha lwaseNingizimu Afrika loluvela kuto toyimfica tifundz Lenchubomgomo itawubasisekelo sekusungula Indlelalisu lehlangene Yekutfutfukisa Lush IKhabhinethi ibikelwe ngalamafisha mayelana nenchubekelembili nekusungulwa kweSikhungo Sekulawulwa Kwemphahla Yekuhwebelana (i-PMTE).,The policy replaces the National Youth Policy 2009-2014 which has since expire The policy was developed after an extensive consultation process with the youth of South Africa from all the nine province It will form the basis for the development of an integrated Youth Development Strateg Cabinet was briefed on the progress made in setting up the Property Management Trading Entity (PMTE).,0.8872004
[0.8858736  0.07580345 0.08859967 ... 1.0931183  1.115243   2.1903164 ],[0.01161496 0.0026699  0.01745945 ... 0.04951932 0.04162042 0.06920811],"Lesikhungo senta kutsi kube nesiciniseko sekutsi takhiwo tembuso tilawulwa ngemphumelelo futsi ngendlela lengabit IKhabhinethi inetisekile ngekutfutfukiswa kanye nekwentiwa ncono kwalendlela yekuchuba temabhizinisi e-PMTE, lokuyintfo letakwenta ncono lizinga letakhiwo tahulumendIKhabhinethi iyakuvumela kucashwa kwaMn P Serote kutsi abe yinhloko ye-PMTE, UMn M Govender njengenhloko yeTisetjentiswa Nekulawulwa Kwemphahla Jikelele kantsi Mk BS Mathews wayosebenta njengenhloko Yetinsita Tekubhalisa Imphahla Jikelele Imikhosi letako Umhlangano Lomkhulu we-AU utawube ubanjelwe eNingizimu Afrika lapha e-Sandton Convention Centre kusukela mhla ti-5 kuya mhla ti-15 Inhlaba 2015 ngaphasi kwengcikitsi letsi:","The entity ensures efficiencies and cost-effectiveness in the management of the State property portfoli Cabinet is satisfied with the development and the refinement of the PMTE business model, which will improve the quality of public buildingCabinet further approved the secondment for Mr P Serote to serve as head of the PMTE, Mr M Govender as head of Facilities and Real Estate Management and Ms BS Mathews as head of Real Estate Registry Services Upcoming events South Africa will host the AU Summit at the Sandton Convention Centre from 7 to 15 June 2015 under the theme:",0.90154994
"[ 0.48818275 -0.14166439 -0.176371   ...  0.7502741   1.4847795
  1.8398244 ]","[ 0.01124366 -0.003193    0.0002403  ...  0.01737714  0.00426727
  0.06269667]",Umnyaka Wekunika Bomake Emandla kanye Nentfutfuko lehambisana ne-Agenda 2063 Yase-Afrika .,Year of Women Empowerment and Development towards Africa s Agenda 2063 .,0.79614043
"[ 0.43183497 -0.09278516  0.0554067  ...  0.8760639   1.2017077
  2.3954155 ]",[0.01035332 0.01573908 0.01048484 ... 0.03650767 0.04300607 0.04480183],"Imicimbi yaleliviki itawuphetsa Ngemhlangano Wetinhloko Temibuso kusukela ngamhla ti-14 kuya mhla ti-15 Inhlaba 2015.IRiphabhliki YaseZimbabwe, njengasihlalo we-AU nga-2015, ngiyo letawuba ngusihlalo walomhlangano lomkhulu kanye naleminye imihlangano lehambelana naw Utawugcila ekutseni kucalwe kusetjentiswe tincumo letatsatfwa Kumhlangano Lomkhulu WaBhimbidvwane nga-2015, lokufaka ekhatsi i-Agenda 2063 kanye Neluhlelo Lwayo Lweminyaka Le-10 Yekucala Kulusebentisa, Simo","The week s activities will conclude with the Assembly of Heads of State from 14 to 15 June 2015.The Republic of Zimbabwe, as chair of the AU for 2015, will chair the summit and its related meeting It will focus on the implementation of decisions taken at the January 2015 Summit, which includes Agenda 2063 and its First 10-Year Implementation Plan; State of Continental Peace and Security, including Terrorism; Women s Empowerment and Development; Alternative Sources of Funding the AU; Continental integration and operationalising the African Centre for Disease Control and Prevention by 2015.President Zuma will attend the inauguration of Nigeria s President-elect Mohammadu Buhari in Abuja, Nigeria on 29 May 2012.",0.8341104
"[ 0.96532375  0.8684914  -0.00876768 ...  1.5306975   2.198655
  1.5455834 ]",[0.02074855 0.01086225 0.01680345 ... 0.03968836 0.02280758 0.06725342],"Selivekati Setekuphepha Nekuvikeleka, lokufaka ekhatsi Buphekulasikhuni, Kunikwa Kwabomake Emandla kanye Nentfutfuko, Leminye Imitfombolusito Yekusekela i-AU Ngetimali, Kuhlanganiswa Kwelivekati kanye nekusebentisa Sikhungo Sase-Afrika Sekulawula Tifo Nekutivikela nga-2015.Mengameli Zuma utawuhambela kubekwa esihlalweni kwaMengameli waseNigeria lokhetsiwe Mohammadu Buhari e-Abuja, eNigeria mhla tinge-29 Inkhwekhweti 2012.","Reflection, Refocus and Renewal .This conference, which is held every two years, has become a barometer for government and South Africans to track advances made in controlling HIV infection It also provides an opportunity for people working with HIV and AIDS, Sexually Transmitted Infections (STIs) and Tuberculosis (TB) to share experiences and insightSouth Africa has the largest antiretroviral (ARV) programme in the world, with three million people on ARVs as of December 2014.",0.785509
"[ 0.9824721  -0.2334425   0.62004685 ...  0.8567229   1.0499501
  2.0707698 ]","[ 0.03347294 -0.00276666  0.04738329 ...  0.01037402  0.01701387
  0.05220246]",Umhlangano Wenkhundla Yemhlaba Yetemnotfo mayelana ne-Afrika utawube ubanjelwe lapha eKapa kusukela mhla ti-3 kuya mhla ti-5 Inhlaba 2015 ngaphasi kwengcikitsi letsi:,The World Economic Forum on Africa will take place in Cape Town from 3 to 5 June 2015 under the theme:,0.8910218
"[ 0.3447305  -0.16876844  0.18475702 ...  1.0348005   1.1582965
  2.225453  ]",[0.03193306 0.00153855 0.00321138 ... 0.01766441 0.03685902 0.0561774 ],"Itolo Nalamuhla: Kucabanga Futsi Ngelikusasa Le-Afrik IKhabhinethi iyabemukela bonkhe baholi betembangave nebemabhizinisi labavela kulolonkhe lelivekati lase-Afrika kanye nakuletinye tincenye temhlaba njengaloku lomhlangano uyobe ugubha iminyaka lenge-25 yetingucuko e-AfrikINingizimu Afrika ilindzele kutimbandzakanya kutinkhulumiswano tekusheshisa kukhula kwemnotfo lokufaka wonkhewonkhe kanye nentfutfuko e-Afrik Lelivekati lingulelinye letigodzi letikhula ngekushesha emhlabeni wonkhe kantsi futsi liyindzawo lenhle leheha lutjalotimal Lisekela Lamengameli Cyril Ramaphosa, njengaSihlalo Wemkhandlu WaseNingizimu Afrika Wavelonkhe Wengculazi (i-AIDS), utawukhuluma nakuvulwa Lomhlangano Lomkhulu We-7 WaseNingizimu Afrika We-AIDS lotawube ulapha eNkosi Albert Luthuli International Convention Centre e-Durban kusukela mhla ti-9 kuya mhla ti-12 Inhlaba 2015 ngaphasi kwengcikitsi letsi:","Then and Now: Reimagining Africa s Futur Cabinet welcomes all political and business leaders from across the African continent and other parts of the world as the meeting marks 25 years of change in AfricSouth Africa looks forward to participating in the discussions on accelerating inclusive economic growth and development in Afric The continent remains one of the fastest-growing regions in the world and is an attractive investment destinatio Deputy President Cyril Ramaphosa, as the Chair of the South African National AIDS Council, will address the opening of the 7th South African AIDS Conference at the Inkosi Albert Luthuli International Convention Centre in Durban from 9 to 12 June 2015 under the theme:",0.9064201
