ss,en,src_text,trg_text,Cosine_Score
"[ 1.4484923  -0.04371256 -0.3597922  ...  1.6489189   1.2176449
  0.8544479 ]","[ 0.03643501 -0.00062304 -0.00039118 ...  0.04449521  0.03910555
  0.01157768]","Tincumo teKhabhinethi mayelana netindzaba letigcamile kulesimo sanyalo IKhabhinethi ihlanganyela nesive kanye nemmango wemhlaba ekuthandazeleni babe wesive, Mengameli wangaphambilini Nelson Mandel Ngalesikhatsi lesimatima, sonkhe asikhombise lutsandvo neluvelo sente Madiba abe nekutigcabh","Cabinet joins the nation and the international community in praying for the father of the nation, former President Nelson Mandel At this difficult time, let us all show love and compassion and make Madiba prou",0.861326
"[ 0.70616376 -0.02127326 -0.02896522 ...  0.93044007  1.1265395
  0.8974468 ]",[0.0074142  0.00076929 0.00824418 ... 0.01545785 0.04434732 0.02837804],IKhabhinethi yatiswe ngekugujwa kweminyaka lengema-58 yekusayinwa kweMculu Wenkhululeko lokwentiwa mhlaka tingema-26 Inhlaba 1955 lokusisekelo sentsandvo yetfu yelinyenti kanye neMtsetfosisekelo wetf IKhabhinethi ibita tonkhe takhamiti taseNingizimu Afrika kutsi,Cabinet noted the 58th anniversary of the signing of the Freedom Charter signed on the 26th June 1955 which is the foundation of our democracy and Constitutio Cabinet calls on all South Africans to,0.88510096
"[-0.22103222 -0.9599128   0.83557546 ... -0.12841655  0.47259784
  0.2810804 ]","[-0.00188318 -0.00081121  0.01650468 ...  0.00225723  0.00533891
  0.00380338]",Tidlale Indzima Yato,Play Your Part,0.83835155
"[ 1.3590152   1.3115441  -0.12175151 ...  1.6761981   1.0693458
  1.1663748 ]","[ 0.01786657 -0.00148872 -0.00018336 ...  0.01427331  0.0201968
  0.02486753]","ekusondzeteni lelive kumbononchanti weNingizimu Afrika lebumbene, lengacwasi ngekwebuve, lengacwasi ngekwebulili, lenentsandvo yelinyenti nalenenchubek elembil IKhabhinethi yemukela kutibophetela lokuvuselelwe kabusha kweLitiko Letemphilo, kanye nebacwaningi ekubukaneni netindzaba letiphosa inselele emtameni loyinhlanganisela wekulwa neSandvulelangculazi (HIV).","Cabinet noted the launch of the Bachelor of Human Settlements Development Degree (BHSD) in partnership between the Department of Higher Education and Training and the Nelson Mandela Metro Universit The Bachelor Degree (BHSD) is aimed at developing effective Human Settlements managers and practitioners who will possess the relevant knowledge and skills necessary to create, upgrade and speed up sustainable human settlements development in South Afric	.",0.7790401
[0.41980523 0.16436704 0.26491436 ... 0.96099466 0.9768706  1.8737637 ],"[ 0.02176938 -0.00094855  0.00710172 ... -0.00104089  0.02532698
  0.04696469]","IKhabhinethi iphindze yemukele emalungiselelo eLitiko Letemphilo ekwetfula kungenelela lokusha etinhlelweni letivele tikhona letifaka ekhatsi kwatisa lokwandzisiwe nge-HIV neNgculazi (AIDS), kanye netindlela tekunciphisa bungoti bekwesuleleka nge-HI IKhabhinethi yendlulisela emavi endvudvuto ngemuva kweluhlaselo lolwetfusako Lwesizindza Samhlabuhlangene eMogadishu, eSomalia mhlaka tili-19 Inhlaba 2013 lokushiye bantfu labali-15 bashonile kufaka ekhatsi takhamiti taseNingizimu Afrika letimbil Sibita onkhe emacembu etembusave langekho eluhlelweni lwetembusave eSomalia kutsi ayekele ludlame nekutsi avete kukhatsateka kwawo kuHulumende Lowodvwa waseSomalia ngendlela leyakhako nalenekubuyisan IKhabhinethi ibita tonkhe takhamiti taseNingizimu Afrika kutsi tinikele ngemaminitsi langema-67 esikhatsi sato ngeliLanga laNelson Mandela (18 Kholwane) kute tisite tigucule imimango yato kanye neNingizimu Afrika ibe ngulencon Umcimbi walomnyaka utakwenteka ngaphasi kwengcikitsi letsi","Cabinet welcomes the launch of the Department of Basic Education campaign called 94+ Projects for Madiba to celebrate Nelson Mandela s birthday and legac The campaign aims to improve infrastructure in over 94 schools to become state-of-the-art institutions of quality learnin The campaign gives hope and dignity to schools across the countr During Mandela Month from July 2013, the department will be leading the handover of completed new schools per week as part of the commitment to improve quality basic educatio",0.82342017
"[ 1.4511706  -0.17828849 -0.08236779 ...  0.20178391  1.1008694
  1.6690465 ]","[ 0.02562277 -0.00078416  0.00147889 ...  0.00489066  0.03733931
  0.03805981]",Tsatsa sinyatselo; gcugcutela luntjintjo; yenta emalanga onkhe abe Lilanga laMandela,Take action; inspire change; make every day a Mandela Day,0.8815111
"[ 0.67705435  0.08574496 -0.07661231 ...  1.0372447   1.3102629
  1.1684533 ]",[0.01231127 0.00678089 0.00169792 ... 0.03154896 0.02103291 0.04293018],"ngekugcila ekubeni khona kwekudla, indzawo yekufihla inhloko kanye nekukwati kufundza nekubhal IKhabhinethi yatiswe kutsi njengencenye yeliLanga laMandela, kutawetfulwa luhlelo lwaboMatisi bemakhadi lolutakwentiwa ngetigaba letehluken Lokwetfulwa kwalabomatisi kusinyatselo lesibalulekile sekwehlukanisa sikhatsi sangaphambilini lesandlula kuso kanye nekucedza iminyaka yabobhukwana eNingizimu Afrik Lelikhadi lamatisi lilikhadi lelisebentisa buchwepheshe betekuchumana lolutawukwati kufaka lwati loluvela kulabatsintsekako labehlukahlukene esikhatsini sanyalo nasesikhatsini lesitak INdvuna yeLitiko Letasekhaya itawunika lolunye lwati esigcwanini lesihleliwe sabetindzaba lesitakuba khona madvute nj IKhabhinethi yemukela kwetfulwa kwemkhankhaso weLitiko Letemfundvo Lesisekelo lobitwa Imiklamo lengema-94+ yaMadiba yekubungata lilanga lwekutalwa kanye nemlandvo waNelson Mandel Lomkhankhaso uhlose kwenta ncono sakhiwonchanti etikolweni letingetulu kwema-94 kutsi tibe tikhungo tebuchwepheshe besimanje letiniketela ngemfundvo lesezingeni lelisetul Ngenyanga yaMandela kusukela ngaKholwane 2013, litiko litakube lihola kwendluliselwa kwetikolo letinsha lesetiphotfuliwe kwakhiwa njalo ngeliviki njengencenye yekutibophetela ekwenteni ncono lizinga lemfundvo lesisekel IKhabhinethi yemukela kuphotfulwa nekuniketelwa kweLibhuloho Lemlandvo weNkhosi Dalibhunga Mandela kummango waseMvezo loholwa yiNkhosi Mandla Mandela, umtukulu waMengameli wangaphambilini Nelson Mandela, mhla tili-18 Kholwane 2013.","Cabinet noted that as part of the Nelson Mandela Day, the phased roll-out of the Smart ID card will be launche This launch is a significant break with our past and the end of the passbook era in South Afric The smart ID is a contactless card with a capability to accommodate information from various stakeholders now and in futur The Minister of Home Affairs will provide more details in planned briefing in due cours",0.8196882
"[ 0.77976245  1.6078384  -0.16588202 ...  1.1213624   0.72558296
  1.128536  ]",[0.02911056 0.06297566 0.00493125 ... 0.02306831 0.0231762  0.00751566],"Lokuniketelwa kwalelibhuloho kutawucondzana nelusuku lwekutalwa lwaMengameli Wangaphambilini Nelson Mandela, lotakube acedza iminyaka yebudzala lengema-95 ngalolo lusuk IKhabhinethi yatiswe ngekugujwa kweLusuku Lwamhlabuhlangene Mhlabawonkhe Lwekulwa Nekungasetjentiswa kahle Kwetidzakamiva neKushushumbiswa Lokungekho Emtsetfweni mhla tili-26 Inhlaba 2013, eKimberley, eNingizimu Afrik Lolusuku lwasetjentiselwa kugcizelela kubaluleka kwekubukana netinselele letibukene nemhlaba wonkhe, letifaka ekhatsi, bugebengu, i-HIV ne-AIDS, kulahleka kwesimilo, ludlame lwasemakhaya kanye nekutetfwala kwalabasebancan.","Cabinet noted South Africa s commemoration of the United Nations International Day against Drug Abuse and Illicit Trafficking on 26 June 2013, in Kimberle The Day was used to emphasise the importance of dealing with challenges facing the world, including crime, HIV and AIDS, moral degeneration, domestic violence and teenage pregnanc	.",0.8491632
[0.2766183  0.02474649 0.06969448 ... 1.6815453  0.68342286 0.4749937 ],"[ 0.0163801   0.00247851 -0.00015297 ...  0.01147028  0.03764055
  0.02121151]","IKhabhinethi yemukela kubanjwa kweMhlangano weSayensi, iThekhnoloji neKucamba Kabusha lotawubanjwa kusukela mhla tingema-20 kuya mhla tingema-21 kuKholwan Lomhlangano utawubhunga ngetiphakamiso tembiko weLikomiti leNdvuna Lekubuyeketa, kuhlela nekusebentisana lokwentiwe ncono ngekhatsi eLuhlelweni Lwavelonkhe Lwekucamba Kabusha kanye netinkhulumiswano letinemandla emkhatsini wahulumende, tetimboni kanye nemkhakha wemfundvo lephamek.","The summit will address a recommendation of the Ministerial Review Committee report, improved coordination and integration within the National System of Innovation and strengthened dialogue between government, industry and academi	.",0.8325356
"[ 0.71717024 -0.01782108 -0.25722265 ...  0.9355855   0.48579094
  1.2359648 ]","[ 1.7604835e-02 -1.1987005e-03  8.5142456e-05 ...  4.1910052e-02
  9.7090835e-03  4.7422320e-02]","IKhabhinethi yemukela umbiko lomayelana nenchubekel embili leseyentiwe kummango waseMuyexe eGiyani, esifundzeni saseLimpopo ekwetfulweni kwekutibophetela lokwentiwa nguhulumende ekwenteni ncono timphilo tebantf IKhabhinethi iphindze yevakalisa kukhatsateka kweMengameli kwekutsi onkhe emazinga ahulumende kumele anonophise kwetfulwa kwetinsita kulandzela tinhlelo lokuvunyelenwe ngat.","Cabinet welcomes the report on progress made in Muyexe village in Giyani, Limpopo province in the implementation of commitments made by government to improve the lives of the peopl Cabinet further echoed the President s concern that all levels of government should speed up delivery as per the agreed plan	.",0.8867024
