ss,en,src_text,trg_text,Cosine_Score
"[ 0.36348522 -0.46072575 -0.11557705 ...  0.7719655  -0.18741328
  0.9213134 ]","[ 0.00980163 -0.0033715  -0.00078007 ...  0.00912487 -0.00173329
  0.03020796]",Issues in the environment1.,Issues in the environment1.,0.87245405
[1.4090165 0.0492881 1.6144053 ... 1.4437815 1.1037774 2.627499 ],"[ 3.9179135e-02 -1.6364671e-06  3.2479081e-02 ...  3.0830774e-02
  2.3892382e-02  5.8406699e-02]","Quarterly Labour Force Survey (QLFS) Cabinet welcomed the results of Statistics South Africa s QLFS for the third quarter of 2022, which indicated that 204 000 jobs were gained between the second and third quarters of 2022.","Quarterly Labour Force Survey (QLFS) Cabinet welcomed the results of Statistics South Africa s QLFS for the third quarter of 2022, which indicated that 204 000 jobs were gained between the second and third quarters of 2022.",0.9606519
"[ 0.7521032  -0.07916813  3.8727446  ...  1.5284804   1.1933582
  3.419214  ]","[ 0.02278239 -0.00118749  0.08778474 ...  0.04099594  0.03693743
  0.08162417]","The QLFS also revealed that the total number of persons employed in the third quarter of 2022 was 15,8 millio This means that the official unemployment rate decreased by 1,0 percentage point from 33,9% in the second quarter to 32,9% in the third quarter of 2022.","The QLFS also revealed that the total number of persons employed in the third quarter of 2022 was 15,8 millio This means that the official unemployment rate decreased by 1,0 percentage point from 33,9% in the second quarter to 32,9% in the third quarter of 2022.",0.9627651
[0.11848188 1.9964935  4.5104785  ... 1.0791187  0.94070834 2.892162  ],[0.01181386 0.04944921 0.09101406 ... 0.03126979 0.03172033 0.07047746],"The unemployment rate according to the expanded definition of unemployment also decreased by 1,0 percentage point to 43,1% in the third quarter of 2022 compared to the second quarter of 2022.","The unemployment rate according to the expanded definition of unemployment also decreased by 1,0 percentage point to 43,1% in the third quarter of 2022 compared to the second quarter of 2022.",0.95849216
"[ 0.4374203  -0.11301848  0.9182331  ...  0.6095202   0.50216645
  1.0646034 ]","[1.41187655e-02 5.52677782e-03 5.81500717e-02 ... 9.15039983e-03
 4.60271149e-05 3.30328606e-02]","While this increase may be viewed as a drop in the ocean, it does show that the strategies to grow employment are starting to yield positive result The largest jobs gain were recorded in manufacturing (123 000), followed by trade (82 000), construction (46 000), transport (33 000), and community and social services (27 000).","While this increase may be viewed as a drop in the ocean, it does show that the strategies to grow employment are starting to yield positive result The largest jobs gain were recorded in manufacturing (123 000), followed by trade (82 000), construction (46 000), transport (33 000), and community and social services (27 000).",0.947762
"[ 0.98446476 -0.13575579  0.04125023 ...  1.00216     0.9271888
  0.82347304]","[ 0.04248554 -0.00050507  0.00180216 ...  0.02508971  0.01982705
  0.01285079]",Cabinet called on South Africans to continue to rally behind the country s Economic Reconstruction and Recovery Plan (ERRP) to ensure that as a country we keep the momentum of growing the economy and creating much-needed job,Cabinet called on South Africans to continue to rally behind the country s Economic Reconstruction and Recovery Plan (ERRP) to ensure that as a country we keep the momentum of growing the economy and creating much-needed job,0.9545581
"[ 0.58616483 -0.07338845 -0.02348416 ...  1.3505816   1.3526379
  2.2735312 ]","[ 0.02071932 -0.00109692  0.01135924 ...  0.02091179  0.03053598
  0.04140199]",Cabinet acknowledges that the country has a long way to go and more work needs to be done to address the challenge of unemployment in the country State Visit to the United Kingdom of Great Britain and Northern Ireland (UK) Cabinet welcomed the historic Presidential State Visit to the UK that took place from,Cabinet acknowledges that the country has a long way to go and more work needs to be done to address the challenge of unemployment in the country State Visit to the United Kingdom of Great Britain and Northern Ireland (UK) Cabinet welcomed the historic Presidential State Visit to the UK that took place from,0.94248784
"[ 0.06041035 -0.33351013  0.46997583 ...  0.24930577  0.4083026
  1.5445107 ]","[-0.00039354 -0.00059164  0.02344453 ...  0.0028256   0.00579312
  0.02478021]",22 to 23 November 2022.,22 to 23 November 2022.,0.9257249
[ 1.4280875  0.0043683 -0.1613041 ...  0.9752475  1.5193903  3.0685427],"[ 4.1128431e-02 -2.9286188e-05 -2.2701740e-04 ...  3.5390355e-02
  4.2030260e-02  7.9975657e-02]","His Excellency President Cyril Ramaphosa became the first Head of State to be hosted by the British monarch, His Majesty King Charles III, since his accession to the throne in September 2022.","His Excellency President Cyril Ramaphosa became the first Head of State to be hosted by the British monarch, His Majesty King Charles III, since his accession to the throne in September 2022.",0.9561529
"[ 0.30136552  0.02810634 -0.09748232 ...  2.0467746   1.024681
  1.5787643 ]","[ 0.0061901   0.00082327 -0.00088436 ...  0.03433394  0.02262785
  0.03077528]","A Royal State Visit is the highest honour bestowed on a country by the UK to further promote bilateral relations and it also symbolises the importance the UK ascribes to its relations with a particular countr The Presidential State Visit, which marked a continuation of the strong bilateral ties between South Africa and the UK, resulted in the launch of the next phase of the UK-South Africa Infrastructure Partnershi The partnership supports South Africa s economic growth through major infrastructure developments and offers increased access to UK companies in projects worth up to","A Royal State Visit is the highest honour bestowed on a country by the UK to further promote bilateral relations and it also symbolises the importance the UK ascribes to its relations with a particular countr The Presidential State Visit, which marked a continuation of the strong bilateral ties between South Africa and the UK, resulted in the launch of the next phase of the UK-South Africa Infrastructure Partnershi The partnership supports South Africa s economic growth through major infrastructure developments and offers increased access to UK companies in projects worth up to",0.94955236
