ss,en,src_text,trg_text,Cosine_Score
"[ 0.6089446  -0.09424917  0.00772114 ...  0.94063294  1.090774
  1.8173728 ]",[0.0045742  0.00048738 0.01296086 ... 0.03165356 0.0203212  0.04486931],"Ikhabhinethi yahlangana ngaLesitsatfu, 26 Mabasa 2017, e-Union Buildings, ngelusuku lolwendvulela kugujwa kwemikhosi yeLusuku Lwenkhululeko lwavelonkhe lwe-23.Mengameli Jacob Zuma bekangusihlalo walomhlangano weKhabhinethi, lowemukela Emalunga eSigungu Lesiphetse lagcwalisa baholi labakhona kuhulumende labadvosa embili kufezekiswa kweLuhlelo Lwekusebenta lwahulumende lwetingucuko temnotfo letinemandla kanye nekukhula kwemnotfo lofaka konkhe ekhatsi Tincumo teKhabhinethi Ikhabhinethi ivumile kutsi Litiko Letekulima, Temahlatsi Netinhlati lingenise ngekubambisana ikhomfa yeMhlaba yeTinhlangano teTekulima taseLwandle eKapa kusukela mhla tinge-26 kuya kumhla tinge-30 Inhlaba 2017.Loku kufaka ligalelo kuLabhorekhthri yeTekulima taseLwandle telulelo lwe-Operation Phakisa","Cabinet met on Wednesday, 26 April 2017, at the Union Buildings, on the eve of the 23rd national Freedom Day celebration President Jacob Zuma chaired the Cabinet meeting, which welcomed the new Members of the Executive who further complement the existing leadership in government in spear heading implementation of government s Programme of Action for radical economic transformation and inclusive socio-economic growth Cabinet decisions Cabinet approved for the Department of Agriculture, Forestry and Fisheries to co-host the World Aquaculture Society conference in Cape Town from 26 to 30 June 2017.This contributes to Operation Phakisa Aquaculture Lab which aims to increase aquaculture growth by five-fold in the next five years from 4 000 tons to 20 000 tons, to create 15 000 jobs and increase the contribution of aquaculture towards GDAquaculture presents a good opportunity to diversify fish production to satisfy local demand, food security, export opportunities and create job Hosting the conference will promote the sector, enhance investment by private sector and donors, and assist in fast-tracking aquaculture development locally through insights from aquaculture strategies from other nation Cabinet approved the establishment of an Inter-Ministerial Committee to oversee and provide strategic direction during the preparations for and hosting of the 37th Ordinary Southern African Development Community (SADC) Summit of Heads of State and Government to be held in August 2017.The SADC Summit will take place under the theme",0.85396194
[0.48848948 0.12307549 0.4201941  ... 1.0745789  0.90050375 1.5555669 ],[0.01443344 0.01866839 0.0136433  ... 0.02048471 0.04655617 0.04977331],"loluhlose kukhulisa tekulima taselwandle ngalokuphidvwe ngalokusihlanu kuleminyaka lesihlanu letako kusuka kumathani la-4 000 kuye kumathani lange-20 000, kwakha ematfuba emisebenti le-15 000 kanye nekukhulisa ligalelo letikulima letaselwandle kuMkhicito Walelive Sewuphelele (i-GDP).Tekulima taselwandle tiveta litfuba lelihle lekwenta umkhicito wetinhlanti kutsi wehlukahlukane kute kutsi kwenetiswe kufunwa kwawo kuleli, kucinisekisa kutsi kudla kukhona, ematfuba ekutsengisela emave angaphandle kanye nekwakha ematfuba emisebentKungenisa lekhomfa kutawukhutsata lomkhakha, kwente lutjalomali lwemikhakha letimele kanye nebanikeli kutsi lube ncono, kanye nekwelekelela ekusheshiseni kutfutfuka kwetekulima kwaselwandle kwakuleli ngekusebentisa lwati lwemasu etekulima kwaselwandle lavela kulamanye emav Ikhabhinethi ikuvumile kusungulwa kweLikomidi leTindvuna (i-IMC) lelitawubukana liphindze futsi lihole ngesikhatsi semalungiselelo eNgcungcutsela Leyetayelekile yeNhlangano yeKutfutfukisa Emave Langaseningizimu ne-Afrika (i-SADC) ye-37 yeBaholi Bemave kanye naHulumende letawubanjwa ngeNgci 2017.LeNgcungcutsela ye-SADC itawubanjwa ngaphansi kwengcikitsi letsi","It ranks with other developing countries such as China (3rd), India (8th); Brazil (16th) and Mexico (17).This ranking shows that South Africa s strategic partnership with foreign investors is gaining momentum and further demonstrates that our country s blueprint on development is yielding result Improvements in short-term economic prospects and the long-term investment in the country s manufacturing sector have been cited as some of the key drivers of South Africa s improved rating on the Inde In a separate report, the latest Africa Investment Index 2016 by Quantum Global s independent research arm ranks South Africa fourth most attractive investment destination in Africa after Botswana, Morocco and Egyp South Africa scored well on the growth factor of GDP, ease of doing business in the country and significant populatioThe country s attractiveness as an investment destination of choice was further highlighted in the African Economic Outlook 2016 report, which places South Africa fourth among the leading African investment destinations in 2015 after Egypt ($1billion), Mozambique ($billion) and Morocco ($billion) with $billion in foreign investmen South Africa continues to build on its strong financial and business base, ranking 47th out of 138 countries in the World Economic Forum Global Competitive Index 2016/15.",0.83550674
"[ 0.18843551  0.33225104 -0.19879718 ...  0.949345    0.5886236
  1.4474387 ]","[ 0.00905657 -0.00057097  0.00175659 ...  0.01563263  0.03188115
  0.04618254]","Kubambisana neMkhakha Lotimele eKutfutfukiseni Timboni kanye neMikhakha Yalesigodzi Leyengeta Linani Lemikhicito , igcizelele sidzingo sekulungisa tintfo letibalulekile tekufezekisa kanye nekuzuza Lisukuhlela Lwetimboni neLuhlelo Lwekusebenta lwe-SADINingizimu Afrika itawusebentisa sikhundla sayo sekuba nguSihlalo we-SADC kutsi ichubekisele embili tinhlelo letibalulekile netisemcoka talelive njengoba tibekiwe kuLuhlelo Lwavelonkhe Lwekutfutfukisa (i-NDP) kanye nekucinisa ematfuba emnotfo wesigodzi kanye netindzaba letiphatselene netekupheph Litiko Letebuciko Nemasiko litawungenisa lihlandla lesitsatfu leNyanga yase-Afrika ngeNkhwekhweti 2017.","Partnering with the Private Sector in Developing Industry and Regional Value Chains , emphasising the need to address critical factors to implement and achieve SADC s Industrial Strategy and Action PlaSouth Africa will utilise its position as Chair of SADC to strategically advance the country s national interests as outlined in the National Development Plan and strengthen regional economic opportunities and security-related matter The Department of Arts and Culture will host a third edition of Africa Month in May 2017.",0.85495865
"[ 0.4717527  -0.03977831  0.00815769 ...  1.1442364   0.9307366
  0.98061085]","[ 0.01985464 -0.00058581 -0.00032758 ...  0.03270715  0.00691992
  0.02975956]","Loku kwenta incenye yeligalelo leNingizimu Afrika lekugubha umkhosi kulelivekati mayelana nekusuka kuNhlangano Yebunye Be-Afrika (i-OAU), leyasungulwa mhla tinge-25 Inkhwekhweti 1963, yaba Bunye Be-Afrika (i-AU) lobukhona kwamanje, kanye netikhungo netinhlelo letiphatselene nayLokugujwa kwemkhosi weNyanga Yase-Afrika kufaka ligalelo ekukhipheni livekati lase-Afrika esimeni sebukholoni ngemiklamo leminyenti leyehlukene yahulumende nemiklamo yetinhlangano temmango ngaphasi kwalengcikitsi:","celebration on the transition from the Organisation of African Unity, which was established on 25 May 1963, to the current African Union, and its related institutions and programmeThe celebration of Africa Month contributes to the decolonisation of the African continent through a variety of government and civil society projects under the theme:",0.8704803
"[ 0.3190307   0.03790387 -0.05267423 ...  0.8601212   0.79395205
  1.1385409 ]",[0.00754283 0.01762333 0.00213237 ... 0.03067935 0.0307033  0.02582993],"Umnyaka wa-OR Tambo: Kwakha i-Afrika Lencono neMhlaba Loncono .Inyanga ye-Afrika ifaka ligalelo kusimemo se-Afrika Yonkhe sebunye nekubambisana, futsi isetjentiswa nguwo onkhe Emave Langemalunga e-AU njengendlela yekutsi abuke loko lokuyinchubekela embili lesekwentiwe mayelana nekutsi kuzuzwe i-Ajenda yanga-2063.Loluhlelo lwahulumende wonkhe lolutsatsa inyanga yonkhe, lolutfolakala ku: wwgoza, lungetulu kwemkhakha wetebuciko nemasiko kwemukela ligalelo lelifakwa nguHulumende waseNingizimu ngetemnotfo, tembusave kanye netintfo tetenhlalo letinelifutse ekutfutfukeni kwalelivekat Imisebenti netingcongco tigubha umkhosi futsi tiyafundzisa, tonkhe tinetinzuzo tembusave netemnotfo kanye netenhlalo kubantfu baseNingizimu Afrika kanye nalo lonkhe livekati lase-Afrika kutsi bagubhe umkhosi webu-Afrika babo baphindze futsi batibophelele kabusha kutsi bakhe imimango lesime kumagugu netinchubomgomo letinhle letebelwanak Ikhabhinethi yatiswa ngekungeniswa ngemphumelelo kweNgcungcutsela Yemitapolwati Nelwatiso Yemave Emhlaba Yemnyaka Yenhlangano Yemave Emhlaba Yetinhlangano Temitapolwati (i-IFLA) lebeyibanjelwe eKapa, kusukela mhla ti-15 kuya kumhla tinge-21 Ingci 2015.Sivumelwane se-IFLA saseKapa sitawungeniswa kuTindvuna te-AU teBuciko sivunywe, sesekelwa bese siyafezekisw Litiko Letebuciko Nemasiko litawucinisa imitamo yekukhutsata","A Year of OR Tambo: Building a Better Africa and a Better World .Africa Month contributes to the Pan African call for African unity and co-operation, and is used as a platform by all African Union Member States to take stock of progress made towards realising Agenda 2063.The government-wide month long programme, which will be available on wwgoza, goes beyond the arts and culture sector to embrace the contributions of the South African Government through economic, political and social factors impacting on the development of the continen Activities and dialogues are celebratory and educational, all have political and socio-economic benefits for the people of South Africa and the rest of the continent to celebrate their Africaness and recommit to building communities grounded on positive shared African values and principle Cabinet was briefed on the successful hosting of the International Federation of Library Associations (IFLA) and Institutions Annual World Library and Information Congress held in South Africa, Cape Town from 15 to 21 August 2015.The IFLA Cape Town Declaration will be submitted to the African Union Ministers of Culture for concurrence, support and implementatio The Department of Arts and Culture will strengthen efforts to promote a reading culture in South Africa Implementation of Government Programmes Government s commitment to bolster the economy was reaffirmed during the successful engagement between the Minister of Finance, Malusi Gigaba with investors and the global finance community during the visit to the United States of America for the International Monetary Fund and World Bank Spring Meeting Minister Gigaba also interacted with domestic investors and the NEDLAC Special Executive Committee chaired by Deputy President Cyril RamaphosThe engagements underscored that government s policy orientation towards prudent fiscal discipline and stringent fiscal consolidation as highlighted in the 2017 National Budget will remain unchangeCabinet calls on all sectors to partner with government to boost confidence and propel the economy towards sustained inclusive growt President Jacob Zuma s launch of the Maluti-A-Phofung Special Economic Zone (MAP-SEZ) in Tshiame, Harrismith, in the Eastern Free State, on 25 April 2017 demonstrates governments",0.8834724
"[-0.07557086 -0.42112237  0.0281782  ...  0.1578558   0.91300863
  1.1423728 ]","[ 0.00897577 -0.0002937   0.0359311  ...  0.01126342  0.01673542
  0.01683341]",kufundza eNingizimu Afrik 2.,This forms part of South Africa s contribution to the continents,0.54745746
"[ 0.55719304  0.17427182 -0.27726385 ...  1.2063545   0.74849904
  0.5379669 ]",[0.00295334 0.00169873 0.02986834 ... 0.03446041 0.03537988 0.01395656],"Kufezekiswa kweTinhlelo taHulumende Kutinikela kwahulumende ekuciniseni umnotfo kucinisekiswe kabusha ekucocisaneni ngemphumelelo emkhatsini weNdvuna yeTetimali, Malusi Gigaba nebatjalimali kanye nebemkhakha wetimali bemave emhlaba ngesikhatsi avakashele e-United States of America mayelana neMihlangano yeNtfwasahlobo yBhange Lemhlaba neSikhwama seTimali seMhlaba (i-IMF).Indvuna Gigaba iphindze futsi yacocisana nebatjalimali bakuleli kanye neLikomidi Lesigungu Lelikhetsekile Lesiphetse le-Nedlac (uMkhandlu Wavelonkhe Wekutfutfukisa Umnotfo Netisebenti) sihlalo walo lebekuLisekela laMengameli Cyril RamaphosLetingcoco tigizelele kutsi inchubomgomo yahulumende yekufundzisa lebuke nekulawulwa kwetimali ngekunakekela kanye nekuhlanganiswa kwetimali lokunemandla njengobe kugcanyisiwe kuLwabiwomali Lwavelonkhe lwanga-2017 angeke kuguculwIkhabhinethi imema yonkhe imikhakha kutsi isebentisane nahulumende kutsi kufukulwe kutetsemba kanye nekugcugcutela umnotfo kutsi ukhule usimame ngalokukhetsekil Kwetfulwa nguMengameli Jacob Zuma kweZoni Yemnotfo Lekhetsekile iMaluti-A-Phofung (i-MAP-SEZ) eTshiame, Harrismith, eMphumelanga Freyistata, mhla tinge-25 Mabasa 2017 kukhombisa kukhutsa kwahulumende kukhula kutfutfuka kwetimboni lokubaluleke kakhulu ekuphumeleleni nasekunetsetelekeni kwemnotfo kwesikhatsi lesidzImikhakha lebekwa embili ye-MAP-SEZ kwakhiwa kwetimoto, kukhicitwa kwetilimo, kutfutfwa kwetimphahla, ithekhinoloji yelwati lwetekuchumana (i-ICT), kudidiyelwa kwemakhambi ekwelapha kanye nekwendluliswa kwaye lokwetayelekilLoku kwakha ematfuba ekukhicita kanye nesimo setekuhwebelana sesigodzi nesemave emhlaba lesifaka ekhatsi tinsita nemisebenti lenesisindvo ngekhatsi kuMasipala weMaluti-A-PhofunKwetfulwa kwe-MAP-SEZ kwenta linani lema-SEZ akulelive kutsi abe siphohlong Kute kube ngumanje Luhlelo lwe-SEZ lulonkhe seluhehe lutjalomali lolungetulu kwetigidzigidzi leti-R Luphindze futsi lakha ematfuba emisebenti ngco lengetulu","Achieving Inclusive Growth: Responsive and Responsible Leadershi Cabinet welcomes this opportunity for South Africans to engage in dialogue on potential investment opportunities, deeper regional integration and a renewed commitment towards sustainable growth and development in AfricAfrica is home to some of the world s fastest growing economies which have attracted increasing interest from global investor South Africa is the most diversified economy on the continent and plays an integral role in Africa s advancemen The commitment by South Africa and Oman to enhance trade relations, at a business forum on 27 March 2017 between Trade and Industry Minister Rob Davies and his Omani counterpart, Dr Ali Bin Masoud Al-Sunaidy, enables South African businesspeople to take advantage of the opportunities that Oman presents, particularly for agricultural and agro-processing industrieFurther, the Department of Trade and Industry s investment mission to Ghana and Nigeria between the 20 and 25 March 2017 contributed to identifying and creating export markets for South African value-added products and service It also promotes South African products, service offerings and creates business partnerships between business communities of the respective countrieIncreasing trade on the continent and fostering partnerships with African partners can lead to poverty alleviation, increased trade flows, industrial development and subsequent creation of more jobs, which is key to the economic development of Afric The Minister of Small Business Development, Lindiwe Zulu led the South African delegation at the Estonia business forum which was hosted by the South African Chamber of Commerce and Industr With Estonia s economy consisting of 90 per cent SMMEs, South Africa s partnership bolsters government s commitment to job creation and the promotion of small, medium-sized and micro enterprises (SMMEs).",0.8599868
[0.61269134 0.09621213 0.338566   ... 1.218331   1.7574587  1.612428  ],"[ 0.01673723 -0.00040418  0.00689229 ...  0.02965295  0.02385283
  0.0160586 ]","kwale-10 000 nemisebenti lekuleminye imikhakha lesebentisana nama-SEZ le-65 000.Lama-SEZ ayachubeka futsi adlala indzima ekuheheni Lutjalomali Ngco Lwemave Angaphandle (i-FDI).Kwetfulwa kwe-MAP-SEZ lengemahekhtha la-1 038 kwenta incenye lebalulekile yekufezekiswa kweLuhlelo Lwekusebenta Lwenchubomgomo Yetimboni (i-IPAP) lolubeka ema-SEZ kutsi asheshise kukhula nekutfutfuka kwemnotfo etigodzini letitsite taleliv Ikhabhinethi yemukela umbiko weKutetsemba Welutjalomali Ngco Lwemave angaphandle we- i-Kearney, lokhombisa kutsi iNingizimu Afrika ilive le-25 leliyindzawo leheha kakhulu lutjalomali ngco lwemave emhlaba, yekucala ngca kuleLivekati lase-AfrikINingizimu Afrika yaphindze futsi yabuya kuNkhomba, leshicilela tindzawo letinge-25 letiheha kakhulu lutjalomali, kwekucala kusukela nga-2014.","promotion of industrial development which is key to the nation s long-term economic success and prosperit The priority sectors for the MAP-SEZ are automotive, agro-processing, logistics, ICT, pharmaceuticals and general processin This creates opportunities for manufacturing as well as a regional and international trade environment with an added value chain within the Maluti-A-Phofung MunicipalitThe launch of the SEZ brought the tally of Special Economic Zones in the country to eigh To date the SEZ Programme has collectively attracted over Rbillion worth of investment They have also created over 10 000 direct jobs and 65 000 indirect job The Special Economic Zones also continue to play a role in attracting Foreign Direct Investment (FDI).This 1038-hectare MAP-SEZ launch forms a key part of the implementation of the Industrial Policy Action Plan which designates Special Economic Zones to accelerate local economic growth and development in specific regions of the countr Cabinet welcomes the",0.8552127
"[ 0.27123588 -0.00214537  0.2513214  ...  1.1764531   1.4490492
  1.8272598 ]",[0.00154303 0.02715207 0.08266445 ... 0.01936571 0.02141069 0.05249226],"Isesigabeni sinye nemave lasatfutfuka njengeChina (yesi-3), i-India (ye-8); iBrazil (ye-16) kanye neMexico (ye-17).Lelizinga likhombisa kutsi lisu lelibalulekile lelubanjiswano lolusemkhatsini weNingizimu Afrika nebatjalimali bemave angaphandle lutfola emandla futsi luyachubeka nekukhombisa live letfu ekubeni sibonelo lesihle setentfutfuko kuveta imiphumelKwenta kancono kutemnotfo wesikhatsi lesifishane kanye nelutjalomali lwesikhatsi lesidze emkhakheni wetikhicita walelive sekukhonjiswe njengalokubalulekile lokuchuba kubekwa kweNingizimu Afrika ezingeni lelincono kuNkhomb Emibikweni leyehluhleke, Inkhomba Yelutjalomali Yase-Afrika yanga-2016 yakamuva leyentiwe luphiko lolutimele lwetelucwalingo lweQuantum Global ibeke iNingizimu Afrika esigabeni sesine sekuba yindzawo leheha kakhulu lutjalomali e-Afrika lelandzela iBotswana, Morocco ne-Egyp INingizimu Afrika yente kahle kakhulu ekukhuleni kwe-GDP, kuchuba kalula emabhizinisi kulelive kanye nelinani lebantfu lelikhulKuba yindzawo longayikhetsa leheha lutjalomali kwalelive kuphindze futsi kwagcanyiswa ngalokuchubekako kumbiko Wekubukeka Kwemnotfo Wase-Afrika wanga-2016, lokubeka iNingizimu Afrika esikhundleni sesine emkhatsini wetindzawo tase-Afrika lebetihamba embili ekutjaleni imali nga-2015 ngemuva kwe-Egypt (tigidzigidzi leti-$1, Mozambique (tigidzigidzi leti-$ neMorocco (tigidzigidzi leti-$ bese kutsi tigidzigidzi leti-$telutjalomali lwemave angaphandlINingizimu Afrika iyachubeka nekwakhela kusisekelo sayo setimali nesemabhizinisi lesicinile, isesikhundleni se-47 emaveni la-138 kuNkhomba Yekucudzelana Yemhlaba Yeforamu Yetemnotfo Wemave Emhlaba-2016/15.","Human Capital Development, and Research and Developmen The growth of an inclusive economy characterised by radical socio-economic transformation goes hand in hand with building the capacities of our people, especially our youth at various levelCabinet welcomes the donation of medical equipment (made in SA) from the Chinese government, as part of a cooperation agreement in health between Africa and China, this will contribute to improving the quality of services delivered in public hospitalThrough the co-operation agreements both nations are committed to forge close mutual technical co-operation, teacher training and expertise exchanges in the field of education, particularly in Mathematics, Science and Technology as building blocks for the growth of knowledge economie Other areas for enhanced cooperation include: culture; communications; health; science and technology; sports; tourism; women affairs and yout Cabinet conveys its condolences to the families and friends of the 235 people who lost their lives due to road accidents over the Easter holida The statistics for the period indicate that 50 per cent of the people who died were pedestrians, followed by passengers at 24 per cent and drivers at 19 per cen Cabinet also joins President Jacob Zuma in expressing deep sadness and shock at the passing of 18 school pupils, and two adults during a horrific minibus taxi accident in Bronkhorstspruit, outside Pretori We echo the call by President Zuma for law enforcement agencies to swiftly investigate the cause of the acciden",0.84741855
"[ 2.364511   -0.19167922  0.5948664  ...  0.84431434  1.2742174
  2.3494766 ]","[ 0.05882186 -0.00414735  0.02165657 ...  0.01618786  0.0246828
  0.06032455]",Umhlangano we-27 Wenhlangano Yetemnotfo Yemhlaba Lomayelana ne-Afrika utawube ubanjelwe e-Albert Luthuli International Convention Centre eDurban kusukela mhla ti-3 kuya kumhla ti-5 Inkhwekhweti 2017 ngaphasi kalengikitsi:,The 27th World Economic Forum on Africa will take place at the Albert Luthuli International Convention Centre in Durban from 3 to 5 May 2017 under the theme:,0.9254225
