ss,en,src_text,trg_text,Cosine_Score
[0.25757617 0.08242202 0.663751   ... 1.0815567  0.3483679  1.2503151 ],[0.00681633 0.0002417  0.00301974 ... 0.02982627 0.01741958 0.04929542],"Kucala kwekusebenta kwetinhlelo letimcoka tahulumende IKhabhinethi icocisene mayelana nemibiko yenchubekelembili yekota yesine lemayelana nekucala kusebenta Kweluhlelo Lwekusebenta (i-PoA) lwahulumende kanye nemiphumel Hulumende uyachubeka mayelana nekusombulula tinsayeya kanye nekungenelela ekuvaleni tikhewu mayelana nekucala kusebenta kwe-PoHulumende uyatetsemba kutsi wenta imphumelelo macondzana nekuphumelelisa Luhlakamsebenti Lwendlelalisu Yethemu Lesemkhatsini, Luhlelo Lwemaphuzu Layimfica bese kutsi ekugcineni kufezeke Umbono Wa-2030 weLuhlelo Lwekutfutfukisa Lwavelonkhe (i-NDP).Tekuchumana Tahulumende Nekuniketa ngeLwati(i-GCIS) timatasatasa tenta emalungiselelo emihlangano nebetindzaba yekuniketa umbiko ngenchubelembili nga-PoA kute kwatiswe sive ngalokwentekak IKhabhinethi iyayemukela imiphumela lebuya eCenjini LaMengameli Letemisebenti, lelibambe umhlangano mhla tinge-21 Inhlaba 2016 kute licocisane ngetemnotfo kanye nangaletinye tindzaba tenhlalo nemnotfKulomhlangano kuvunyelenwe kute kucinisekiswe kutinikela kwalelicembu ekusebenteni ngekubambisana kute kusonjululwe tinsayeya iNingizimu Afrika lebukene nato njengaloku senta esikhatsini lesengc Sidzinga kutsi sakhele etikwalobudlelwane kanye nekubumbana lesakwakha ngemnyaka wa-2008 ngesikhatsi lesibambisene nabo kutenhlalo senta sivumelwane lesavikela tisebenti enkingeni yekuwa kwemnotfo kwemhlaba wonkh Lomhlangano watsatsa sincumo lesitsi lekumele kutsi kubekwe embili kuvikelwa kwekulahleka kwemisebenti, kudala imisebenti leminengi lenesitfunti","Implementation of key government programmes Cabinet deliberated on the fourth quarter progress reports of the implementation of the government Programme of Action (PoA) and the outcome Government is making progress by addressing challenges and intervening to close the gaps in the implementation of the PoGovernment is confident that it is making headway in the execution of the Medium Term Strategic Framework, Nine-Point Plan and ultimately achieve Vision 2030 of the National Development Plan (NDP).Government Communications (GCIS) is in the process of coordinating the PoA report-back media briefings to keep the nation informe Cabinet welcomes the outcomes from the Presidential Labour Working Group, which met on 21 June 2016 to discuss the economy and other socio-economic issueThe meeting agreed to reaffirm its commitment to work together to overcome challenges facing South Africa as we have done so previousl We need to build on the partnerships and solidarity forged in 2008 when social partners crafted a pact that protected workers from the global economic crisi The meeting resolved that priority must be to protect jobs, create more decent jobs",0.8820944
"[ 0.3743944  -0.02659589  0.43381062 ... -0.01919945  0.4501002
 -0.5026915 ]","[ 0.00385975 -0.00258237  0.00789857 ...  0.00325008  0.00368063
 -0.002995  ]",ikakhulu yebantfu labasha,especially for young people,0.89210093
[0.3997446  0.48539588 1.0207367  ... 1.0938958  1.6993669  2.364111  ],[0.0033646  0.00650246 0.00563364 ... 0.04448948 0.04626197 0.03312828],"kanye nekwenta ncono timo tekusebenta tabo bonkhe basebenti kute kwentiwe ncono imphilo kubo bonkhe bantfLeNgcungcutsela Yetemisebenti lehlelwe nguhulumende kanye netemisebenti itawunika bantfu baseNingizimu Afrika litfuba lekucocisana kutsi singayidala kanjani imisebenti kanye nekukhulisa umnotfo wetfu kulesimo setemnotfo lesimatima ngalendlela njenganyal IKhabhinethi ivakalisa kubonga kwayo kubo bonkhe bantfu baseNingizimu Afrika labatihluphile batsatsa sikhatsi sabo Kumgubho We-40 wetiphitsiphitsi taseSoweto, lomele umzabalazo webuchawe webantfu labasha banga-1976.","and improve working conditions of all workers in order to create a better life for alThe planned Jobs Summit by government and labour will allow South Africans to discuss how we can create jobs and grow our economy in the tough current economic climat Cabinet expresses its sincere gratitude and thanks to all South Africans who paid tribute and took time to honour the 40th Anniversary of the Soweto uprisings, which represents the heroic struggles of young people of 1976.",0.8922305
"[ 0.82242316  0.00332145 -0.03279978 ...  0.45523384  0.80116826
  0.63183486]",[0.00935984 0.00364984 0.00015713 ... 0.00934499 0.00252941 0.02710253],LoLusuku Lwavelonkhe Lwelusha belugujwa ngaphasi kwengcikitsi letsi,The National Youth Day was commemorated under the theme,0.7474896
"[ 0.6186671   0.12719795 -0.07755443 ...  1.0888569   1.0978804
  0.9637475 ]","[ 1.2146651e-02  1.0322172e-03 -4.6039364e-05 ...  2.3283618e-02
  2.0208459e-02  2.0353723e-02]","Lusha Luchubekisela iNingizimu Afrika Embil Lomgubho wavelonkhe, lebewuholwa nguMengameli Jacob Zuma enkhundleni yemidlalo e-Orlando mhla ti-16 Inhlaba 2016, ube ngulomunye wemicimbi lebeyibanjwe eveni lonkhe ngenhloso yekuhlonipha umshiyandvuku wesitukulwane sangemnyaka wa-1976.Hulumende ucinisekisa bantfu labasha balelive letfu kutsi umzabalazo wekufinyelela kutemfundvo yawonkhewonke kuyintfo hulumende layibeke embili ley Hulumende angeke aphumule angakayifezi lenjongo leyo njengaloku kubhaliwe Kumculu Wenkhululeko kwaphindze futsi kwabhalwa nakuMculu Wemalungelo Eluntfu Kumtsetfosisekelo wetfu, kulomnyaka logubha iminyaka lenge-20 ukhonLoluhlelo loluchubeka inyanga yonkhe lunetichamkelo letahlukahlukene letentiwa nguhulumende, betemabhizinisi kanye netinhlangano temmango ngekugcamisa tindzaba letitsintsa lusha ngekwenta lokwahlukahluken INingizimu Afrika ibambe ngemphumelelo Ingcungcutsela Yemhlaba Wonkhe Yemnyaka Ye-60 Yenkhundla Yebatsengi Bemphahla (i-CGF), Lisekelamengameli Cyril Ramaphosa latfula inkhulumo yakhe kuy Loku kucinisekisa kuvuka kwalelivekati njengemakethe yebatsengi lokuyintfo ledala ematfuba lamashLapha eNingizimu Afrika, imboni yetimphahla letitsengwako, isasengumgcugcuteli lomkhulu wekukhula kutemnotf Simondzawo setemabhizinisi kulelive sisimeme, siyajabulisa futsi sivumela kuhweba kakhulu kanye nekutjala timal Lutjalotimalo lwalapha kulelive kanye neIwemave angephandle luvikelwe yimitsetfo lefanelTinkampani taseNingizimu Afrika letahlukahlukene kanye netemave ngemave letihlangene tingemalunga e-CGF tiyahweba futsi titjala timali lapha eNingizimu Afrika, lokuyintfo leneligalelo ekukhuleni kwemnotfo wetfu kanye nasekudaleni imisebent Sivumelwane lesisha sekuhwebelana lesisayinwe yiNdvuna Yetekuhwebelana Netetimboni","Youth Moving South Africa Forward .The national commemoration, which was led by President Jacob Zuma at Orlando Stadium on 16 June, was one of the events which were held across the country to honour the legacy of the 1976 generatio Government reassures the young people of our country that the struggle for access to education for all remains a government priorit Government will not rest until it has achieved this objective as reflected in the Freedom Charter and enshrined in the Bill of Rights in our Constitution, which this year marks 20 years of its adoptioThe continuing month-long programme has various initiatives by government, business and civil society elevating issues of youth through various activitie South Africa successfully hosted the 60th Consumer Goods Forum (CGF) Annual Global Summit, which was addressed by Deputy President Cyril Ramaphos This reinforces the continent s emergence as a consumer market which presents new opportunitieIn South Africa, the consumer goods industry remains a major driver of economic growt The country s business environment is stable, vibrant and conducive to increased trade and investmen Local and foreign investments are protected by relevant legal prescriptVarious South African companies and international conglomerates that are members of the CGF are trading and investing in South Africa, contributing to the growth of our economy and job creatio The new trade deal that was signed by Trade and Industry Minister Rob Davies with the European Union (EU) was welcome This will see more South African agricultural products being exported to Europ South Africa together with Botswana, Lesotho, Mozambique, Namibia and Swaziland signed the Economic Partnership Agreement (EPA) that was negotiated with the EThe EPA provides improved market access opportunities for South African products, including a significant improvement in quota for wine and new market access for sugar and ethano Under the new agreement, South Africa s duty-free wine exports to the EU are expected to doubl The Rules of Origin on clothing have also been simplified and will encourage South African clothing exports to the EThe EPA replaces the trade chapter in the Trade Development and Cooperation Agreement, signed in 2000, between the EU and South Afric The agreement also provides for the protection of South African geographic indications which include mainly South African wine names, Rooibos, Honeybush and Karoo lam The investment of a R500-million innovation centre in Johannesburg by the United States multinational, General Electric (GE), was welcomed and is a demonstration that South Africa and the continent are viable investment destination This is the group s 10th such centre globally and its first in Afric The building is also the new headquarters for GE Healthcare, which showcases various healthcare technologie This demonstrates GE s long-term commitment to both the continent and to finding innovative solutions to Africa s infrastructure and healthcare problemThe centre aims to enhance the career aspirations of over 100 engineers from previously disadvantaged background Space has also been allocated for collaborative projects and solution prototyping with Transnet partnering with GE on various rail localisation project The centre also aspires to support the development of small businesses capable of supplying the local market and potentially GE s global supply chain Cabinet calls on all other multinationals to emulate the example set by G Cabinet welcomes the completion of the first phase of the revitalised Botshabelo Industrial Park in the Free State, which was launched by Minister Davie The first phase of the revitalisation includes the security infrastructure upgrade, fencing, street lighting and critical electricity requirements at a cost of R24 millio This is part of the R189 million invested in covering six prioritised parks linked to the Industrial Policy Action Plan (IPAP).",0.8679076
[0.2368773  0.24213116 0.29119614 ... 1.0567358  1.1128948  1.049099  ],[0.02490935 0.00043217 0.0092643  ... 0.02786531 0.03407829 0.04817755],"Rob Davies kanye Lubumbano Lwe-Europe (i-EU) siyamukelek Loku kutakwenta kutsi imikhicito leminengi yetekulinywa yaseNingizimu Afrika itfunyelwe e-Europ Live laseNingizimu Afrika kanye nelaseBotswana, iLesotho, iMozambique, iNambia kanye neseSwaziland basayine Sivumelwane Setekusebentisana Kutemnotfo (i-EPA) lokwacocisanwa ngaso ne-ELe-EPA inika imikhicito yaseNingizimu Afrika ematfuba langetiwe ekufinyelela emakethe, lokufaka ekhatsi umtsamo loncono kakhulu wewayini kanye nekufinyelela kwemikhicito yashukela ne-ethanol kumakethe lensh Ngaphasi kwalesivumelwane lesisha, umtsamo wewayini yaseNingizimu Afrika lengadvonselwa umtselo wekuhweba letfunyelwa kumave angemalunga e-EU kulindzeleke kutsi uphindzeke kabil Imitsetso Yemvelaphi yetimphahla iphindze futsi yentiwa yabalula kantsi loko kutawugcugcutela laseNingizimu Afrika kutsi litfumele timphahla talo kumave e-EI-EPA itsatsa sikhundla sesehluko setekuhweba kuSivumelwane seNtfutfuko Yetekuhweba kanye Nekusebenta Ngekuhlanganyela, lesasayinwa nga-2000, emkhatsini we-EU neNingizimu Afrik Lesivumelwane siphindze futsi sifake ekhatsi kuvikeleka kwemikhicito yaseNingizimu Afrika lokufaka ekhatsi kakhulu emagama ewayini aseNingizimu Afrika, i-Rooibos, i-Honeybush kanye ne-Karoo Lam Lolutjalotimali lwetigidzi letinge-R500 tesikhungo semicondvo lemisha lesiseJozi lolwentiwe inkhampani lehweba nemave emhlabeni wonkhe","Internet Governance covers a wide range of social and political issue These include participation in the online economy, intellectual property, cyber-security and privacy and access to key technical resources, such as domain names and Internet Protocol addresses that make Internet services possiblHosting the African IGF provides a platform for Africa to develop strategies for participation in the global Internet economy which is critical for the development of economies in Afric Currently the Internet economy is worth around R59 billion in South AfricThe forum also provides a platform for African governments to set the agenda to adopt a common position on Internet Governanc This follows the outcomes from the United Nations General Assembly World Summit on the Information Society High Level Review in December 2015.This reaffirms the Tunis Declaration, that Internet Governance is a global resource that should be managed in a multilateral, transparent and democratic process, with the full involvement of all stakeholder African governments will also have an opportunity to engage on critical components of the Internet value chain with a view to promote the equitable distribution and use of Internet resources Upcoming events Today, 23 June 2016 President Zuma is visiting Vulindlela Rural Enhanced People s Housing Process (EPHP) in Umsunduzi Local Municipality in KwaZulu-Natal to celebrate the delivery of more than four million government houses and subsidies since the dawn of our democracy in 1994.In KwaZulu-Natal, government has delivered over 700 000 houses and subsidies including 12 000 units in the Vulindlela Rural Housing Project which were built through the EPH The EPHP is a process where beneficiaries are actively involved in the decision-making over the housing process and product, and play a role in the building of their house President Zuma will undertake a State Visit to France between 10 and 12 July 2016, as part of further strengthening relations between the two countrie During the visit the President will attend the Centenary Commemoration of the Battle of Delville Wood of World War I, on 12 July 2016, where many South African soldiers lost their liveWhile the Delville Wood Memorial is dedicated to South African soldiers, the apartheid government s policies at the time excluded black South Africans who died during the war while their white counterparts were buried at the Delville Wood MemoriaThe memorial is undergoing a significant transformation to reflect the historical role played by black South Africans in the First and Second World Wars and to accord them the necessary recognitio In this regard, the President will also pay tribute to black soldiers at Arques-la-Bataill President Zuma will lead a South African delegation to the 27th Ordinary Session of the Assembly of the AU, scheduled to take place from 13 to 17 July 2016 in Kigali, Rwand The summit will take place under the theme:",0.8391435
[0.28055656 0.04825121 0.14017016 ... 0.9773531  0.83939546 0.79219073],"[ 0.00421044 -0.00042695  0.01360155 ...  0.02464074  0.02658892
  0.04160136]","yase-United States, iGeneral Electric (i-GE), lwemukelwe futsi loko kuyinkhomba yekutsi iNingizimu Afrika kanye nalelivekati iyindzawo lokungatjalwa kuyo timal Lesi sikhungo se-10 salenkhampani lehweba emhlabeni wonkhe kantsi sekucala kutsi sibekhona lapha e-Afrik Lesakhiwo siphindze futsi sibe yinhlokohhovisi ye-GE Healthcare, lesikhombisa tebuchwepheshe letahlukahlukene tetemphilLoku kukhombisa kutinikela kwe-GE kwesikhatsi lesidze kulelivekati kanye nasekutfoleni tindlela letinsha tekusombulula tinkinga tesakhiwonchanti kanye netemphilo e-Afrik Lesikhungo sihlose kwenta ncono tifiso temisebenti tabonjiniyela labangetulu kwalaba-100 lababuya kuleyo mimango lebeyincishwe ematfuba esikhatsini lesengcil Sekukhona nendzawo leseyibekelwe eceleni lapho imiklamo yekuhlanganyela kanye nesisombululo ngekusebenta ngekuhlanganyela neTransnet kanye ne-GE kumiklamo lesetindzaweni letahlukahluken Lesikhungo sitawusekela futsi nekutfutfuka kwemabhizinisi lamancane lakhona kuphakela imakethe yalelive kanye nekuphakela netinye tinkhamphani te-GE emhlabeni wonkh IKhabhinethi icela letinye letinkhulu kutsi tilandzele sibonelo lesentiwe yi-G IKhabhinethi iyakwemukela kuphotfulwa kwesigaba sekucala sekuvusetelwa kweBotshabelo Industrial Park eFreyistata, leyatfulwa yiNdvuna DavieLesigaba sekucala sekuvusetelwa sifaka ekhatsi kwentiwa ncono kwesakhiwonchanti setekuphepha, fenisi, kufakwa kwemalambu etitaladini kanye netidzingo tagezi letimcoka ngelinani letigidzi letinge-R24.","Cabinet approved further investment in the development and uptake of the DOA initiative and for South Africa to be a Multi-Primary Administrator of the global DOA networ This technology contributes towards achieving the goals of the NDP by enhancing the capacity of the State to find innovative solutions to complex challenge It also enhances service delivery through programmes such as e-government and cybersecuritThe benefits of using DOA to manage information will grow and build new local capabilities in Internet technology and develop tailor-made software solutions based on Open-Source Softwar This will contribute to developing both the local software industry and improving information management systems and export earning A further benefit is that the DOA is compatible and interoperable with most existing architectures within the Interne This will enable government to cut on the recurring costs of proprietary software system Following a request from the AU Commission, Cabinet approved for South Africa to host the African Internet Governance Forum (IGF) in October 2016.",0.8362242
"[ 0.7567387  -0.14805342  0.824295   ...  0.14768931  0.51382995
  0.82296795]",[0.00430442 0.00289041 0.00783598 ... 0.02844421 0.01733512 0.01443658],Loku kuyincenye yetigidzi leti-R189 letitjalwe kutikhungo tetimboni letitfupha letibekwe embili letichumene neLuhlelo Lwekusebenta Lwenchubomgomo Yetimboni (i-IPAP).,"Cabinet welcomed back the firefighters who were deployed to Canada to help fight wildlands fire The South African team was demobilised following heavy rain Working on Fire is a government-funded, job-creation programme focusing on implementing Integrated Fire Management in South AfricMore than 5 000 young men and women have been fully trained as wildfire firefighters and are stationed in more than 200 bases across South Afric Firefighters are recruited from marginalised communities and trained in fire awareness and education, prevention and fire-suppression skill Similar government programmes include",0.6184936
"[ 0.62892634 -0.08245819 -0.12301053 ...  0.89597666  1.3200462
  0.73573047]",[0.02832978 0.000787   0.00223946 ... 0.02934935 0.0394055  0.03510135],"I-Botshabelo Industrial Park itawudala ematfuba emsebenti kubantfu baseBotshabelo kanye nasetindzaweni letakhelene nayo, kutfutfukisa tetimboni kanye nekukhula kwemabhizinisi lamancane kanye netinhlangano tekusebenta ngekuhlanganyela, kuheha lutjalotimali kanye nekugcugcutela kwakhiwa kwemphahl Kuphendvula kulesidzingo semanti saMasipala Wendzawo yaseMoqhaka, IKhabhinethi iyakwemukela kwetfulwa kweSikhungo Sekuhlanta Emanti Langcolile saseKroonstad","The Botshabelo Industrial Park will create employment for the people of Botshabelo and surrounding areas, promote industrialisation and the growth of small businesses and cooperatives, attract investments and encourage manufacturin In responding to the water needs of the Moqhaka Local Municipality, Cabinet welcomes the launch of the Kroonstad Waste Water Treatment Works by the Minister of Water and Sanitation, Ms Nomvula MokonyanThe area has been plagued by the recent drought and has seen water levels reaching critical statu Water tankers have been handed over and short and medium-term efforts include drilling and refurbishing boreholes in Kroonstad to augment the supply of wate President Zuma attended the 6th Ordinary Summit of International Conference of the Great Lakes Region (ICGLR) themed:",0.8431664
[0.8710882  0.01201359 0.03041328 ... 1.1758418  1.6186566  1.6582519 ],[0.0335046  0.02506036 0.00383528 ... 0.01455253 0.03346914 0.04628345],"lokwentiwe yiNdvuna Yetemanti Nekuhanjiswa Kwekungcola, Make Nomvula MokonyanLendzawo ihlaselwe somiso lesisandza kwengca kwatsi emazinga emanti ehla ngendlela lengazange seyibonw Kutfunyelwe emaloli latfwala emanti kwaphindze kwentiwa nemitamo yesikhatsi lesifishane nalesidze lokufaka ekhatsi kumbiwa kwemigodzi yekudvonsa emanti kanye nekuyivusetela eKroonstad kute kungetwe kuphakelwa kwemanti kulendzaw Mengameli Zuma uhambele Ingcungcutsela Ye-6 Letayelekile Yemave Ngemave yaseSigodzini saseGreat Lakes (i-CGLR) ngaphasi kwengcikitsi letsi:","The conference will include delegates from government departments, municipalities, as well as other countrie The conference provides a platform for a holistic discussion on demarcations, especially the issue of boundary changes and public participatio The voice of communities is essential in this process and all efforts to ensure greater and more inclusive public participation are welcome From Friday, 1 July 2016, taxpayers can officially commence completing and submitting their 2016 income tax return Tax Season has grown into an important partnership between government and taxpayers who make a vital contribution to our country s revenue basIt represents the single biggest annual engagement between the South African Revenue Service and taxpayers, when more than four million taxpayers submit their income tax return Cabinet encourages all taxpayers to submit their annual income tax returns from 1 July 2016.",0.7820116
