ss,en,src_text,trg_text,Cosine_Score
"[ 0.280373    0.56796706 -0.22469272 ...  1.0481819   0.42617494
  0.9769766 ]","[ 0.01569027  0.02135887 -0.0001467  ...  0.03191914  0.02902014
  0.02883692]","Kucala Kwekusebenta Kwetinhlelo Letimcoka Tahulumende IKhabhinethi yemukele kwetfulwa sishicilelo sesikhombisa Setinkhomba Tentfutfuko (tanga-2014) mhlaka 20 Inyoni 2015, lokusishicilelo lesetfula umbiko lolungisiwe mayelana nesimo sentfutfuko yeNingizimu Afrik Letinkhomba tente kwaba nekuvisiseka kancono kwemtselela wetinchubomgomo tahulumende letehlukene kanye nemitamo yekwetfulwa kwetinsita ekutfutfukeni kwalelivTinkhomba tibuye tikhutsate inkhulumiswano mayelana netinsayeya letibukene nelive lakitsi tiphindze tisebente njengetintfo letisita kuchaza libanga leselihanjiwe eluhambeni lwetfu lwekugucula tenhlal Tisebenta njengenkhutsato yekutsi sisebente ngekubambisana kute sifezekise tinhloso tetfu tesikhatsi lesidze kanye naleto tesikhatsi lesisemkhatsini njengobe tibekwe eLuhlelweni Lwavelonkhe Lwentfutfuko (NDP)","Cabinet welcomed the launch of the seventh edition of the Development Indicators (2014) on 20 September 2015, which presented an update on the state of South Africa s developmen The indicators create a better understanding of the impact of various government policies and service-delivery initiatives on the country s developmenThe indicators also promote a debate on the challenges faced by our country and act as markers that help define the milestones in our journey of social chang They serve as an inspiration for us to work together to achieve our long and medium-term goals as articulated in the National Development Plan (NDP)",0.85707194
[0.48339137 0.41740295 3.5745869  ... 0.9690536  0.95699924 1.6461676 ],"[ 0.01400433 -0.00095204  0.05280073 ...  0.02906539  0.01801141
  0.03658883]","Umbononchanti wanga-2030 kanye neLuhlaka Lwendlelalisu Yethemu Lesemkhatsin IKhabhinethi yemukela kucashwa kwabomantji betigodzi laba-154 etinkantolo letehlukene tabomantji eliveni lonkh Lokubalulekile kutsi laba-90 balabomantji ngulabasikati, labenta ema--59% abo bonkhe labacashiw Indzaba yekutsi kulabomantji laba-141 babo ngulabamnyama kantsi laba-13 ngulabamhlophe kutakwenta ncono ingucuko kutelibala nakutebulili betinkantolo letincan Lokucashwa kwakamuva kulandzela kucashwa kwabomantji betigodzi laba-57 mhlaka 2 Indlovana 2015, lokwenta linani selilonkhe labomantji labacashwe kulomnyaka liyewufinyelela e-211, lokuyintfo lengamange seyenteke eminyakeni le-21 yentsandvo yetfu yelinyent IKhabhinethi yemukela kubekwa kweNingizimu Afrika emkhatsini wemave lamatsatsu lasembili eLuhlwini Lwemcombelelo Lolusebaleni langa-2015, lokungiyo kuphela indlela emhlabeni wonkhe letimele, indlela lecatsanisekako yemcombelelo longagodli, ekutibandzakanyeni kanye nasekwenteni emaphuts Loku kubeka iNingizimu Afrika njengemholi losembili kumcombelelo longagodl Letinye tetingucuko letetfulwa ngulelive emkhatsini wa-2010 na-2015 tifaka ekhatsi luhlaka lolusha lwetinhlelo tendlelalisu netinhlelo tekusebenta kwemnyaka, kanye nekutibophelela kwahulumende ekukhulumisaneni netinhlangano temmango kute kucinisekiswe kubandzakanyeka lokwandzile eluhlelweni lwekwenta umcombelel IKhabhinethi yemukela simemetelo sekutsi iNingizimu Afrika itawutsatsa sikhundla sekuba nguSihlalo Losembili weLubanjiswano Loluvulekile Lwabohulumende (i-OGP).","courts countrywid Of significance is that 90 of them are women, who represent 59 percent of all appointed candidate The fact that 141 of the magistrates are black and 13 are white will significantly improve the racial and gender transformation of the lower court The latest appointments follow the appointment of 57 regional magistrates on 2 February 2015, which brings the total of magistrates appointed this year to 211, which is unprecedented in our 21 years of democrac Cabinet welcomed the placement of South Africa among the top three in the 2015 Open Budget Index, which is the world s only independent, comparable measure of budget transparency, participation and oversigh This profiles South Africa as a global leader in budget transparenc Some of the reforms that the country implemented between 2010 and 2015 included a new framework for strategic plans and annual performance plans, and government s commitment to engage with civil-society organizations to ensure increased participation in the budget proces Cabinet welcomes the announcement that South Africa will take over as Lead Chair of the Open Government Partnership (OGP).",0.8802724
"[ 0.23512474  0.08953951 -0.19047941 ...  1.2292225   1.4096652
  0.47163206]","[ 0.00923655  0.00300988 -0.00016986 ...  0.03272044  0.03095791
  0.03177502]","I-OGP ingumtamo lonetincenye letehlukene tekutfola kutibophelela lokuvakalako kwabohulumende kute kukhutsatwe kungagodli, kuhlonyiswe takhamiti, kuliwe nenkhohlakalo futsi kuhlanganiswe ithekhinoloji lensha ngenhloso yekucinisa tekuphats INingizimu Afrika, Brazil, Indonesia, Mexico, Norway, Philippines, United Kingdom kanye neMelika ngemave angemalunga lacale lomtamNgesikhatsi sekusebenta kwayo njengaSihlalo Losembili iNingizimu Afrika itinikela kwenyusa umlandvo wetepolitiki kwe-OGP kute kucinisekiswe kubandzakanyeka kanye nekutiphendvulela ezingeni leTinhloko Temibus INingizimu Afrika itawugcila ekubekeni endleleni lengiyo i-OGP eluhlelweni lemave emhlaba lwetinhloso letahlukahlukene kuBandlakhulu waMhlabuhlangene (i-UNGA), eMave e-20 (i-G20) lwaletinye tinhlaka Tincumo teKhabhinethi Letibalulekile IKhabhinethi yesekela kutsi iNingizimu Afrika ibambe iNgcungcutsela yesibili Yemave e-Commonwealth Ngemsebenti Welusha ngeNdlovulenkhulu nga-2016, ngekucelwa Lihhovisi lebuBhalane be-Commonwealt Litiko Lekuhlela, Kucaphela kanye Nekulungisa litawubambisana neHhovisi leBubhalane be-Commonwealth, i-University of South Africa kanye ne-Ejensi Yekutfutfukisa Lusha Kuvelonkhe ekuhlelweni kwalengcungcutsel Lengcungcutsela isisa ekutfutfukiseni lusha lwaseNingizimu Afrika lolwandzako, kantsi itawuphindze inikete litfuba lekwenta kutfutfukiswa kwetisebenti letilusha kube ngulokuceceshekile iphindze ititfutfukise njengabetfuli lababalulekile betinsita elushen IKhabhinethi ivume Imihlahlandlela Yekwenta Libhizinisi Ngalokwemukelekile eTinkampanini taseNingizimu Afrika Letisebenta e-Afrik Lemihlahlandlela iluchungechunge lwemigomo yekutikhetsela lehambisana nemitsetfo kanye nemazinga lavunywe emhlabeni wonkhe lakhutsata kutiphatsa lokufanele kutemabhizinisi elivenikati lase-Afrik Lemihlahlandlela iniketa luhla loluhlahla indlela etinkampanini taseNingizimu Afrika kute kukhutsatwe intfutfuko yetemnotfo lesimeme e-Afrik Iphindze igcugcutele tinkampani taseNingizimu Afrika kutsi tente kubandzakanyeka kanye nekusebenta kwato kuhambisane nekuhlanganiswa kanye nekutfutfukiswa kwetinhloso lokwentiwa nguhulumende e-Afrika kanye nekwakha kutetsemba, kwetsembeka kanye nekuzuza kwetinkampani nemimango letinkampani letisebenta kuy IKhabhinethi ivume kugunyatwa kweNgcungcutsela Yebunye Beminyele Yemave lase-Afrika leseNingizimu (i-SACU).","The OGP is a multilateral initiative to secure concrete commitments from governments to promote transparency, empower citizens, fight corruption and harness new technologies to strengthen governanc South Africa, Brazil, Indonesia, Mexico, Norway, Philippines, United Kingdom and the United States of America are the founding members of this initiativDuring its tenure as Lead Chair South Africa undertakes to raise the political profile of the OGP to ensure participation and accountability at the level of Heads of Stat South Africa will also focus on mainstreaming the OGP in the international multilateral agenda at the United Nations (UN) General Assembly (UNGA), the Group of 20 and other platforms Key Cabinet decisions",0.8916431
"[ 0.16745639  0.00233373 -0.26064676 ...  1.3410634   0.6634302
  0.6387806 ]","[-0.00030074 -0.00018798  0.00123203 ...  0.01727169  0.02122368
  0.03563255]","Lengcungcutsela lehlanganisa Tinhloko Temibuso noma Tabohulumende belive ngalinye lelilunga itawunikela inkomba yetembusave neyendlelalisu ku-SAC Onkhe emave langemalunga e-SACU kumele asayine sivumelwano kute lengcungcutsela ibe sikhungo lesisetulu sekutsatsa tincumo te-SAC IKhabhinethi ivume kukhishwa kweNcwadzi Yekwesekela Ikhomishini Yebunye be-Afrika Yenhlangano Yebetfulitinhlelo te-Intanethi eluhlelweni lwekwetfulwa kwekubanjwa Kwengcikitsi Yekushintjiselana nge-Intanethi Esifundzen Loku kufaka sandla ekuhlanganisweni kwesifundza kanye nasekwakhiweni kwesakhiwonchanti kanye netinhlelo teluhlelochumano letiphephile naletesetsembekile kute kuhlangatjetwane netimfuno temmango lonelwati nalowatikLoku kwenta kube nekusebentisana lokucinile kanye nekubambisana emkhatsini wetinkampani tase-Afrika kuphindze kubeke iNingizimu Afrika njengemholi losembili ekutfutfukiseni, ekwetfuleni kanye nasekusebentiseni Ithekhinoloji Yelwati Lwetekuchumana (i-ICT).","Cabinet supports that South Africa host the second Commonwealth Conference on Youth Work in March 2016, on request from the Commonwealth Secretaria The Department of Planning, Monitoring and Evaluation will partner with the Commonwealth Secretariat, University of South Africa and the National Youth Development Agency in arranging the conferenc This conference is an investment in the development of South Africa s increasing youth population, and it will provide a platform to professionalize the development of youth workers and promote them as primary providers of services to yout Cabinet approved the Guidelines of Good Business Practice for South African Companies Operating in Afric These guidelines are a voluntary set of principles consistent with laws and internationally recognized standards that promote responsible business conduct on the African continen They provide a guiding framework for South African companies to promote sustainable economic development in Afric They also encourage South African companies to align their involvement and practices with government s integration and development objectives in Africa and to build mutual confidence, trust and benefit for the companies and the societies in which they operat Cabinet approved the ratification of the Annex on the Institutionalization of the Southern African Customs Union (SACU) Summi The summit, which comprises Heads of State or Government of each member state, will provide political and strategic direction to SAC All SACU member states need to sign the agreement so that the summit can become the highest decision making institution of the SAC Cabinet approved the issuing of a Letter of Support to the African Union Commission for the Internet Service Providers",0.8202467
"[ 0.2847596   0.12876199 -0.1775877  ...  0.8712266   1.4659287
  1.6063007 ]","[ 0.00072127  0.01561138 -0.00028009 ...  0.02038079  0.04625534
  0.06011729]","Kugcina umnyakato wesigodzi ulapha ekhaya kutawunciphisa tindleko tetekuchumana kuphindze kukhutsate kusungulwa kwemisebenti, kucamba, temabhizinisi kanye netinkundla tetinhlelo tahulumende tekuchumana ngabongcondvomshini, kanye nekucinisekisa kutsi i-Afrika ilawula lelivekati kanye nedath IKhabhinethi ivume kutsi iNingizimu Afrika ibambe uMhlangano wesibili wetiNdvuna Tetekutfutfukiswa Kwetemphilo we-China ne-Afrika ngaphasi kwengcikitsi letsi:","Keeping regional traffic local will lower the cost to communicate and promote job creation, innovation, entrepreneurship and platforms for e-government services, as well as ensure that Africa is in control of its content and dat Cabinet approved for South Africa to co-host the second Ministerial Forum for China-Africa Health Development under the theme:",0.8980293
[1.0104202  0.00280539 0.0808304  ... 0.18068002 0.820877   2.0791848 ],"[ 0.02238224 -0.00034031  0.00036469 ...  0.01363073  0.01449603
  0.05044334]","Kutfutfukisa kuba khona kwetinhlelo tetemphilo e-Afrika, Kwenta ncono Kusebentisana kwe-China kuTemphilo Tesive kulesikhatsi sangemuva kwe-Ebola","Promoting the availability of healthcare service in Africa, Improving China-Africa s Cooperation in Public Health in post-Ebola era",0.85790795
[0.6141895  0.37740883 0.01265374 ... 0.6315392  0.47480854 1.2214065 ],[0.0124972  0.00147195 0.00989335 ... 0.01868231 0.01244433 0.01968391],"kusukela mhlaka 4 kuya mhlaka 6 Imphala 2015 eKap Lomtamo ungumphumela weMhlangano Wekusebentisana emkhatsini we-China ne-Afrika, lobeka temphilo njengencenye lebalulekile yekusebentisana emkatsini we-China ne-Afrik Kamuva nje, i-China inikele ngetinsita letibalulekile tekusita ekulweni nekucubuka kwe-Ebola eNshonalanga Afrika Imitsetfotivivinywa IKhabhinethi ivume kushicilelwa kweMtsetfosivivinywa Lochitjiyelwe Wemitsetfo Yavelonkhe Yekulawulwa Kwetemvelo, 2015 kute ummango uphawule ngaw Lomtsetfosivivinywa uchibiyela uMtsetfo Wavelonkhe Wekulawulwa Kwetemvelo, 1998 (uMtsetfo 107 wanga-1998) kanye naleminye imitsetfo lecondzile yekulawulwa kwetemvel Letichibiyelo ticinisa, ekhatsi kwalokunye, kulawulwa kwetemvelo lokuhlanganisiwe, tindlela tekulandzela kanye nekwetfula, imvelo nekulondvolota, kulawulwa kwelizinga lemoya kanye nekulawulwa kwekungcol IKhabhinethi ivume kwetfulwa Kwemtsetfosivivinywa Sebabaleki, 2015 ePhalamend Letichibiyelo tandzisa kusebenta kahle nangalokuphumelelisako kwetinhlelo tekwetfulwa kweluhlelo lwekukhoselisa, kantsi tiyincenye yekubuyeketwa lokubanti Kwenchubomgomo Yekubalekela Kulelinye Live lesendleni yekwetfulw IKhabhinethi ivume kwetfulwa Kwemtsetfosivivinywa Wesikhwama Lesilawulwa Tebulungiswa, 2015 ePhalamend Lomtsetfosivivinywa usungula luhlaka lwemtsetfo lotakwandzisa kutiphendvulela uphindze ubukane nalokutfolwe Ngumhlolumabhuku Jikelele ngokutfutfukisa kusebenta kahle kwenhlangano kanye nekugucula tinhlelo tetebulungiswLomtsetfosivivinywa wenta kutsi kukwati kusungulwa Kwesikhwama Lesilawula Tebulungiswa, kute kulawulwe kuphatfwa, kulawula, kusisa kanye nekusetjentiswa kwemali yeSikhwama Salabanye Bantfu (Lesibuye satiwe","from 4 to 6 October 2015 in Cape Tow This initiative is a result of the Forum on China-Africa Cooperation, which places health as an important part of the China-Africa cooperatio Recently, China pledged significant resources to help stem the spread of the Ebola outbreak in West Africa Bills Cabinet approved the publication of the National Environmental Management Laws Amendment Bill, 2015 for public commen This Bill amends the National Environmental Management Act, 1998 (Act 107 of 1998) and a number of specific environmental management legislation The amendments strengthen, among other things, integrated environmental management, compliance and enforcement measures, biodiversity and conservation, air quality management and waste managemen Cabinet approved the introduction of the Refugees Amendment Bill, 2015 to Parliamen The amendments increase the efficiency and effective functioning of the application process of the asylum system, and are part of the broader review of the Migration Policy that is underwa Cabinet approved the introduction of the Justice Administered Fund Bill, 2015 into Parliamen The Bill creates a legislative framework that will increase accountability and address the audit findings by the Auditor-General by enhancing organizational efficiency and transforming the justice serviceThe Bill also provides for the establishment of a Justice Administered Fund to regulate the management, control, investment and usage of money from Third Party Funds (also referred to as",0.8777815
[0.43462196 0.3806884  0.11799417 ... 0.84977454 0.9383027  1.5165942 ],[0.01199082 0.00148992 0.01387678 ... 0.03006922 0.01298583 0.03986808],"njengeMali Legcinwe esikhwameni ), lenjengemali yesondlo kanye nemali yebheyil IKhabhinethi ivume kwetfulwa kweMtsetfosivivinywa weSikhungo Sekulawulwa Kweminyele (i-BMA), wa-2015 ePhalamend Lomtsetfosivivinywa uhlose kusungula i-BMA, letakwenta kungena nekuphuma eminyeleni kube ngulokukahle, kuchuba kuhwebelana kanye netibopho tetekuphepha kuvelonkhe letibalulekile ngekhatsi esigodzini seNingizimu Afrika, e-Afrika kanye nasemhlabeni wonkh Lesikhungo sinye sekucinisa kulandzelwa kwemtsetfo siniketela ngetinhlelo letingabiti kakhulu, kuphepha lokutfutfukisiwe kanye nekuphatfwa lokuncono kwendzawo yasemnyeleni Imikhosi letako Mengameli Jacob Zuma utawuhola litsimba laseNingizimu Afrika kuya Kubandlakhulu Wamhlabuhlangene wema-70 eNew York eMelika ngaphasi kwengcikitsi letsi: Mhlabuhlangene uneminyaka ema-70: libanga lehlose tekuthula, kuvikeleka kanye nemalungelo eluntfu .","mobile communication base stationWe are now capable of manufacturing and integrating various components into a whole range of energy generating devices for these applications that are currently undergoing testin The benefit of our hydrogen and fuel cell technologies Programme is the use of platinum which will also open opportunities into the automotive catalytic converter market and promote beneficiation of one of our most abundant mineral In this regard, we have established and are strengthening our partnership with the private sector to do final tests and commercialize various components and full energy solution Government will celebrate Social Development Month in October by highlighting poverty-alleviation programmes and extending its footprint through Project Mikondzo to reach all vulnerable South African Since the inauguration of Project Mikondzo in 2013, government officials have visited more than 900 wards with high levels of poverty and unemployment to better understand the diverse needs of communitieAs part of the October events, the Department of Social Development will also mark the 10th anniversary of the South African Social Security Agency (SASSA), which provides social grants currently benefitting 1million people, and has over the past decade assisted to reduce poverty and improve food security among poor household The department has also opened the application period for social-work scholarships and interested people are encouraged to apply before 31 October 2015.",0.8384198
"[ 0.26390973 -0.04868589  0.1080451  ...  0.612714    1.227504
  2.1686742 ]",[0.01012164 0.00024807 0.01785401 ... 0.02834662 0.04267276 0.06020846],"Ingcungcutsela yaMhlabuhlangene Yentfutfuko Lesimeme kusukela mhlaka-25 kuya mhlaka-27 Inyoni 2015 ibitwa ngembi nje kwe-UNGA ngenhloso yekutsi kwemukelwe Luhlelo Lwentfutfuko Lwangemuva kwa-2015.Loluhlelo lwentfutfuko lolusha lutawuba yindlela yekwetfulwa kwetinyatselo lokwentiwa ngummango wemave emhlaba nabohulumende bavelonkhe kute kutfutfukiswe inchubekelembili lekwabelwana ngayo kanye nekuphila kahle kwabo bonkhe bantfu kuleminyaka le-15 letak Mhlaka-25 Inyoni 2015, Longcwele Phapha Francis utawetfula inkhulumo ku-UNGA, kantsi Tinkhulumomphikiswano Letivamile titakwentiwa kusukela mhlaka-28 Inyoni kuya mhlaka-6 Imphala 2015.","The UN Sustainable Development Summit from 25 to 27 September 2015 is being convened immediately prior to the UNGA for the adoption of the Post-2015 Development AgendThe new sustainable development agenda will serve as the launch pad for action by the international community and by national governments to promote shared prosperity and well-being for all over the next 15 year On 25 September 2015, His Holiness Pope Francis will address the UNGA, and the General Debate takes place from 28 September to 6 October 2015.",0.88112223
[0.43708318 0.04237152 0.3349906  ... 0.7752849  1.00811    2.995018  ],"[ 0.012301   -0.00108627  0.02396858 ...  0.00376212  0.02298274
  0.07875435]","INingizimu Afrika yenetisekile kutsi tinhloso tentfutfuko lesimeme titawuchubeka nekugcila kulokwentiwa ngemave emhlaba ekulweni nebuphuya, kungalingani kanye nentfutfuko lesimem Litiko Letekutfutsa litakwetfula umkhankhaso Wenyanga Yemphala Yetekutfutsa (i-OTM) kusukela mhlaka-1 kuya mhlaka-31 Imphala 2015 ngaphasi kwengcikitsi letsi:","South Africa is satisfied that the sustainable development goals will continue to focus global attention on fighting poverty, inequality and sustainable developmen The Department of Transport will implement the October Transport Month (OTM) campaign from 1 to 31 October 2015 under the theme",0.8775252
