ss,en,src_text,trg_text,Cosine_Score
"[ 0.5472487  -0.21534203  0.09844258 ...  0.09203659  0.34116796
  0.6268127 ]","[ 0.00408866 -0.00296827 -0.00060771 ...  0.00854465 -0.00353386
  0.01201626]",Tindzaba Talelive 1.,Cabinet decisions1.,0.6877627
"[ 1.1593454   0.07663645 -0.12437469 ...  0.17806321  0.7702813
 -0.32694918]",[0.01379197 0.01249446 0.00185982 ... 0.02042122 0.00907645 0.00536505],Lusuku Lwemhlabawonkhe Lekulwa Nenkhohlakalo,International Anti-Corruption Day,0.8541032
[0.90806353 0.08306585 0.14956617 ... 0.9015398  1.0792586  2.0738707 ],[0.01911093 0.01217353 0.0166836  ... 0.01926311 0.00148725 0.06428862],"Iningizimu Afrika ihlangana nalamanye emave emhlaba ekubungateni Lusuku Lwemhlabawonkhe Lekulwa Nenkhohlakalo ngaLesine, mhla ti-9 Ingongoni 2021 ngaphasi kwalesihloko lesitsi","South Africa joins the rest of the world in commemorating International Anti-Corruption Day on Thursday, 9 December 2021 under the theme",0.8825669
"[ 0.83064926  1.707599   -0.06649198 ...  0.40590015  0.5951972
  0.9538947 ]","[ 0.02324903  0.00629211 -0.00041321 ...  0.01395289  0.03257374
  0.04536991]","Likusasa lelingenankhohlakalo Licala namuhla, licala ngami .","Corruption-free future starts today, it starts with me .",0.72729427
"[ 0.9879102   0.02134563 -0.3244199  ...  0.3083832   0.55997384
  1.1471223 ]","[ 0.01556742  0.00815988 -0.0004112  ...  0.01625703  0.01077115
  0.01170389]",Sihloko Samhlabuhlangene Selusuku Lekulwa Nenkhohlakalo Lwemnyaka we-2021 sitsi:,The United Nations theme for the 2021 International Anti-Corruption Day is:,0.8508714
"[ 0.7140484   0.24967909 -0.2814866  ...  0.92106026  0.8132531
 -0.03064551]","[ 3.1691894e-02  1.3685766e-02 -6.5856948e-05 ...  3.2929834e-02
  4.5356903e-02  6.1077597e-03]","Lilungelo lakho, umsebenti wakho: Tsani cha kunkhohlakalo .","Your right, your role: Say no to corruption .",0.738957
[0.96541953 0.26753137 0.13541302 ... 0.7327289  0.2720269  1.4262378 ],[0.00814887 0.00964166 0.02016303 ... 0.01295062 0.00984652 0.04031968],"Inkhohlakalo, noma kungaba ngulenkhulu noma lencane, itawuhlala ingulenye yetinseyeya letibukene nalelive futsi letivimbela kukhula kwemnotfo nekutfutfuka kutenhlal","Corruption, whether large or small, remains one of the greatest challenges facing the country and holds back economic growth and social developmen",0.85428107
[1.6724994  1.1874169  0.15512012 ... 0.9719344  1.4371582  2.2537332 ],[0.04223502 0.02094268 0.00452868 ... 0.01830788 0.04308281 0.06275254],"Ikhabhinethi itawuhlala igcugcutelekile ngalokutsi luhlelo lwetfu lwetebulungiswa luyachubeka kutsatsa tincumo letibonakalako kwenta kutsi labo labatfolakala benta inkhohlakalo baphendvul Ikhomishana Yekuphenya Tinsolo Tekubamba Hulumende Ngabhongwane, Inkhohlakalo neKukhwabanisa Kumkhakha Wahulumende, lekufaka ekhatsi Tinhlaka Tembuso, ihlele kutsi itfumele umbiko wayo wekugcina kuMengameli Cyril Ramaphosa ngeMgcibelo, mhla lu-1 Bhimbidvwane 2022.","Cabinet remains encouraged that the justice system continues to take decisive steps to bring those who were found to have been involved in acts of corruption to accoun The Commission of Inquiry into allegations of State Capture, Corruption and Fraud in the Public Sector, including Organs of State, is scheduled to submit its final report to President Cyril Ramaphosa on Saturday, 1 January 2022.",0.89434147
"[ 0.30285907  0.6194953  -0.14760259 ...  1.4312019   0.6628567
  0.18739983]","[ 0.02594671  0.02199267 -0.00045828 ...  0.01625529  0.01964555
  0.00784261]","Kwengeta kulokuveta ebaleni labo lababhebhetsekisa inkhohlakalo, ikhabhinethi ilindzele kutsi lombiko uphindze usinike tiphakamiso letingatfutfukisa tinhlelo tetfu tekuvikela inkhohlakal","Cabinet anticipates that in addition to exposing the perpetrators of corruption, this report will also provide us with proposals to strengthen our systems to prevent corruptio",0.8664378
[0.6352586  0.6516637  1.0315505  ... 0.7906961  0.89593667 1.3444132 ],[0.02098427 0.02699377 0.00341205 ... 0.02352273 0.02476286 0.03937113],"Njengencenye yetfu lechubekako yekulwa nenkhohlakalo, Luphiko Lekuphenya Lolukhetsekile (i-SIU) ifake emacala lamanengi eNkhantolo Lephakeme naseNkhantolo Lekhetsekile futsi lamacala lalandzelako asengakaphotfulwa kusuka mhla ti-31 Indlovulenkhulu 2021.Emacala la-56 laseNkhantolo Lephakeme lafaka tinkhontileka letilingana linali lelimabhiliyoni la-R62;Emacala la-64 laseNkhantolo Lekhetsekile lafaka tinkhontileka letimabhiliyoni la- Lamanani noma letilinganiso timanani etinkhontileka letaniketwa tikhungo tahulumende ngendlela lengasiyo noma letingekho emtsetfweni futsi tiyincenye yemacala laphenywa yi-SI Kumnyakatimali we-2021/22, i-SIU seyivele ivale kukhokhelwa kwetimali temphesheni yebasebenti lebebasebentela hulumende, ema-akhawunti asebhange nemphahla yemuntfu ngamunye neyemabhizinisi lelingana emabhiliyoni la-R43.","As part of our ongoing fight against corruption, the Special Investigations Unit (SIU) instituted a number of cases in the High Court and Special Tribunal and the following are pending as at 31 March 2021: 56 Cases in the High Court which involve contracts in the amount of R62bn;64 Cases in the Special Tribunal which involve contracts in the amount of Rb The amounts or values are the contractual amounts which were irregularly and unlawfully awarded by the state institutions and which form the subject of the litigation by the SI In the financial year 2021/2022, the SIU has already frozen pension benefits of former civil servants, bank accounts and assets of individuals and business amounting to more than R43 billio he President has signed a total of 9 SIU Proclamations in the financial year under revie",0.891616
"[ 0.5930599  -0.13407646 -0.13413256 ...  0.3989734   0.6724065
  2.082543  ]","[ 0.03268402 -0.0004424   0.00021411 ... -0.00484621  0.01228727
  0.02741328]",Mengameli usayine timemetelo temyalo leti-9 setitonkhe leticondziswe ku-SIU kulomnyakatimali lobuyeketwak,All appointments are subject to the verification of qualifications and the relevant clearance,0.66951513
[0.71628934 0.27989239 0.03362719 ... 1.1492774  0.93042266 1.8633934 ],[0.01736386 0.00718776 0.00116978 ... 0.04011137 0.01840849 0.0537489 ],"Ikhabhinethi iphindze yasho futsi kutsi kuphumelela kwetfu ekulweni nenkhohlakalo kuncike ekutsini bonkhe bantfu baseNingizimu Afrika bangenelel Uma ubona lokutsite, khuluma; bika inkhohlakalo ngekushayela inombolo Yavelonkhe Lephutfumako Yekulwa Nenkhohlakalo letsi-0800 701 707.","Cabinet reiterated that the success of our fight against corruption depends on the involvement of all people in South Afric If you see something, say something; report corruption by dialling the National Anti-Corruption Hotline on 0800 701 701.",0.9047369
