ss,en,src_text,trg_text,Cosine_Score
"[ 0.8040503  -0.20345773  0.02674546 ...  0.5493636   0.81501913
  1.6097715 ]",[0.0118488  0.00010357 0.00269149 ... 0.01310219 0.00687124 0.03467969],"Ikhabhinethi yahlangana ngaLesitsatfu, mhla ti-10 Kholwane 2019, eTuynhuys, eKap Tindzaba letibalulekile talelive1.","Cabinet met on Wednesday, 10 July 2019 at Tuynhuys in Cape Tow Issues in the environment1.",0.87077487
"[ 0.8824357  -0.27565426 -0.00158211 ...  0.50867873  0.39276153
  0.7186231 ]","[ 0.01603182 -0.00174554  0.01830854 ...  0.02726871  0.04808225
  0.07704023]",Imiphumela yeNgcungcutsela yeMave lange-20 (i-G20),"Outcomes from the Group of Twenty (G20) Summit Cabinet welcomes the outcomes of the G20 Summit held in Osaka, Japan from 28 to 29 June 2019.",0.685044
"[ 0.31683248 -0.14435476  0.57273    ...  1.2797987   1.3189279
  3.4736683 ]","[ 0.02840225  0.00154163 -0.00221365 ...  0.02474501  0.0377548
  0.09167965]","Ikhabhinethi iyayemukela imiphumela yeNgcungcutsela ye-G20 lebeyibanjelwe e-Osaka, eJapan kusuka mhla tinge-28 kuya kumhla tinge-29 Inhlaba 2019.",AppointmentsAll appointments are subject to the verification of qualifications and the relevant clearanc Interim Board of Directors at the Public Investment Corporation with effect from 12 July 2019 to 31 July 2020.,0.69491535
"[ 1.8387743   0.32927194 -0.14076056 ...  0.501828    0.7329219
  1.7535486 ]","[ 0.03834711 -0.00025238 -0.0001661  ...  0.03056467  0.02699163
  0.06355916]",Mengameli Cyril Ramaphosa ube nemihlangano leminyenti yekucinisa budlelwane nemave lamanyenti ngesikhatsi kubanjwe lengcungcutsela .,"President Ramaphosa s recent working visit to the Kingdom of Lesotho continues to build on the strong and cordial relations between our two nation He was also there as the Southern African Development Community (SADC) facilitator to Lesoth During this visit, the President received an update on the progress of the reform process in the Kingdom of Lesoth The update will inform his report to the SADC Heads of State and Government taking place in the United Republic of Tanzania in August 2013.",0.66185105
"[ 0.7831786  -0.26717088 -0.29905772 ...  1.3692724   1.9836332
  1.1349006 ]","[ 0.01981108 -0.0002138   0.00097495 ...  0.01426597  0.03917825
  0.04416446]","Ubambe umhlangano naSihlalo weNhlangano yeBunye be-Afrika (i-AU), Mengameli Abdel Fattah el-Sisi wase-Egypt kanye naSihlalo weNhlangano Lensha yeKutfutfuka kwe-Afrika (i-Nepad), Mengameli Macky Sall waseSenegal, uphindze futsi wabamba imihlangano neRussia, lomunye ne-China, lomunye neJapan","President Cyril Ramaphosa held a number of engagements on the sidelines of the summit to strengthen relations with a number of countrieHe held trilateral meetings with the African Union (AU) Chairperson, President Abdel Fattah el-Sisi of Egypt, Chairperson of the New Partnership for Africa s Development, President Macky Sall of Senegal, and also bilateral meetings with Russia, China, Japan and Saudi Arabia, as well as the President of the World Bank, Mr David MalpasPresident Ramaphosa concluded his Osaka programme by meeting with business during the Japan-South Africa CEO Business Roundtable to further advance the country as an investment destinatioWorld leaders at the summit affirmed their commitment to the implementation of the 2030 Agenda for Sustainable Development and the Addis Ababa Action Agenda Working visit to Lesotho",0.8038659
"[ 0.4454065   0.31495324 -0.1128475  ...  0.8797385   0.96444285
  1.6063956 ]",[0.03378042 0.01304674 0.00083061 ... 0.02851715 0.04083361 0.04737126],"waphindze wabamba lomunye neSaudi Arabia, kwatsi wekugcina wawubamba naMengameli weLibhange leMhlaba, Mn David Malpas Mengameli Ramaphosa waphetsa luhlelo lwakhe lwe-Osaka ngekutsi abambe umhlangano nebemabhizinisi ngesikhatsi sengcungcutsela yeJapan-South Africa CEO Business Roundtable kute achubeke aphakamise lelive njengelive lelifanele kutsi kutjalwe imali kul Baholi bemave emhlaba kulengcungcutsela bacinisekisa kutinikela kwabo ekufezekiseni I-ajenda yanga-2030 yeKutfutfuka Lokusimeme kanye neluhlelo lwekusebenta,i-Addis Ababa Action Agenda Luhambo lwemsebenti lwekuvakashela eLesotho","Studios), which made it possible for black and white artists to work together on a professional level, despite the apartheid legislatio Mama Vivian Magdalene Sarah Daniel She was a great stalwart and role model who served the nation in the fight against aparthei Her selfless activism saw her legacy live on in the communities she contributed to around Cape Tow Former ambassador, Dr Khorshed Ginwala, who was one of democratic South Africa s first women ambassadors and a pioneer in the fight for freedo Mr Mandla Maseko, who was set to be the first black African in spac In 2014, Mr Maseko beat one million competitors to become one of the 23 people to get a seat on a sponsored Axe Apollo Space Academ Veteran actress Mama Nomhle Nkonyeni, who passed on at the age of 77.",0.83200175
"[ 1.1063247   0.93288106 -0.30014315 ...  1.0466633   1.0115236
  1.3263185 ]","[ 0.00590067 -0.00078432 -0.00051842 ...  0.02407072  0.01715462
  0.03371624]","Luhambo lwemsebenti lwaMengameli Ramaphosa lasandza kulutsatsa lwekuya eKingdom of Lesotho luyachubeka nekwakhela ebudlelwaneni lobunemandla nalobuhle lobusemkhatsini walamave omabil Bekalapho futsi njengemchumanisi weNhlangano yeKutfutfukisa Emave laseNingizimu ne-Afrika (we-SADC) eLesoth Kulokuvakasha kwakhe, Mengameli utfole nekwatiswa kwetakamuva mayelana nenchubo yekuhleleka kabusha kweKingdom of Lesoth","The President will deliver an opening address to the conference, which is a partnership between the Mapungubwe Institute for Strategic Reflection, the UJ and The Presidenc This conference will reflect on 25 Years of Democracy and offer perspectives on the next 25 years in South Africa s development trajector It will be attended by leading academics, government leaders and representatives of social partners",0.7708569
"[ 0.7335519   1.9262111  -0.24706118 ...  0.99614173  1.442813
  1.9608326 ]","[ 0.00585158  0.00363921 -0.00015115 ...  0.03073402  0.04457396
  0.03663676]",Lokwatiswa ngetakamuva kutawuba kumbiko wakhe emhlanganweni weTinhloko teMibuso naBohulumede teMave laku-SADC lotawube ubanjelwe e-United Republic of Tanzania ngeNgci 2013.,"President Ramaphosa recently awarded her the National Order of Ikhamanga in recognition of her work as an artis Aggrey Road in New Brighton in the Eastern Cape, where she grew up, was renamed in her honou She acted in shows such as Mzansi, Tsha Tsha, Igazi and the 2007 mini-series, Societ Mama Susan Manana Matona",0.66541123
"[ 0.92033637  0.138989   -0.33463916 ...  1.0885743   0.7370914
  0.9983334 ]","[ 0.01359728 -0.0006025   0.00819861 ...  0.03724412  0.02881466
  0.04164436]","Ikhabhinethi iyakwemukela kusayinwa kwesivumelwane setinhlangano tetepolitki taseLesotho sekusungula Umtimba waVelonkhe weMtsetfo weKuhlela Kabush Lesivumelwane sibeka kutsi umtimba wekuhlela kabusha utawumiswa ngekwemibandzela yeMtsetfo wePhalamende nekutsi futsi lomtimba utawuhola lelive ekwenteni tingucuko kumtsetfosisekelo, kutekwengamela, tekuvikeleka nakutetindzab","respective plans for the year, which give effect to the 2019-2024 Medium Term Strategic FrameworkCabinet encourages citizens to engage with the budget votes and hold departments to accoun Budget votes ensure that public funds are spent according to government s priorities and in ways that will most benefit South African Cabinet decisions Cabinet approved the submission of the country s Voluntary National Review Report to the United Nations (UN).",0.73199296
[0.6268651  0.04489263 0.00617951 ... 0.80522233 0.8633023  0.8567047 ],[0.01931922 0.00199949 0.00138708 ... 0.03514599 0.0270631  0.030358  ],"Ikhabhinethi icela tonkhe tinhlangano kutsi tesekele kucala kusebenta kwePhalamende lokutawucinisekisa kwemukelwa nekusetjentiswa kwalesivumelwane Kumoshwa kwemphahla yahulumende Ikhabhinethi iyakugceka kushiswa kwesikolwa semabanga laphansi saseKatlehong, eGauteng lokusandza kwentiwa babhikish Kute sikhalo lesikhulu kangangobe singadzinga kutsi kumoshwe imphahla yahulumende njengesikolwa, lesisebenta njengesikhungo lesibaluleke kakhulu ekwakheni likusasa lebantfwana betf Kuleminyaka lenge-25 leyendlulile, hulumende ufake tigidzigidzi temarandi ekwakhiweni kwetikolwa letinsha kanye nekulungiswa kwentiwe kancono tikolwa letikhon Kulomnyaka, hulumende ubeke eceleni imali lelinganiselwa kutigidzigidzi letinge-R30 yekwakha tikolwa letinsha kanye nekulungisa kwentiwe kancono tikolwa letikhon Ikhabhinethi icela imimango kutsi inakekele takhiwonchanti tato, letibazuzisak Iphindze futsi icela emalunga emmango kutsi asebentisane nemaphoyisa kucinisekisa kutsi bantfu lababhubhisa imphahla yahulumende bayaboshwa Umbiko weMmcwaningimabhukujikelele waseNingizimu Afrika (i-AGSA)","Cabinet welcomes the signing of an agreement by political parties in Lesotho to establish a statutory National Legislative Reform Authorit The agreement stipulates that a reform authority will be constituted in terms of an Act of Parliament and that the authority will guide the country in effecting constitutional, governance, security and media reform Cabinet appeals to all the parties to support the resumption of the Parliament that will ensure the adoption of the agreement Destruction of public property Cabinet condemns the recent burning of a primary school in Katlehong, Gauteng by protester No measure of grievance justifies the destruction of a public property such as a school, which serves as a critical stepping stone towards building the future of our childre Over the past 25 years, government has invested billions of rands in the construction of new schools and upgrading of existing school infrastructur This year, government has allocated around R30 billion to build new schools and maintain existing infrastructur Cabinet urges communities to take care of their infrastructure, which benefits the It also calls on community members to work with police to ensure that people who destroy public property are arrested Auditor-General of South Africa (AGSA) Report Cabinet is concerned about the audit outcomes of municipalities released by the AGSA recentl The unacceptably high levels of poor governance, particularly the management of public funds in a number of municipalities, suggest ineffective and poor execution of service-delivery programme The Public Audit Amendment Act, 2018 (Act 5 of 2018), gives the AGSA the authority to hold those found responsible for poor financial management accountable and to curb the abuse of state resources, especially in municipalities which have consistently shown no improvement in their respective outcome Additionally, working through the Minister of Cooperative Governance and Traditional Affairs, Dr Nkosazana Dlamini Zuma, and National Treasury, Cabinet endorses the Back to Basics implementation plan which drives capacity-building in municipalitie The plan, amongst others, seeks to build the competency of personnel through training and skills transfer, and the enforcement of minimum compliance standards for municipal managers and senior official Working with the provincial leadership, Minister Dlamini Zuma will continue to provide the necessary support to municipalities Fourth Industrial Revolution (4IR) Cabinet is pleased that South Africa has successfully hosted its first Digital Economy Summit, held in Johannesburg on 5 July 2019, as a critical milestone in shaping a coherent 4IR plan for the countr President Ramaphosa, future forecaster George Friedman, labour, academia and civil society attended the summit, which stimulated dialogue, understanding and action plans that will position South Africa as a competitive global playe Cabinet also welcomes the plans by Google to build a new undersea cable from Portugal to South Africa that will deliver 20 times more network capacity, ensuring faster Internet servic The cable is expected to be completed in 2021.",0.8528117
