ss,en,src_text,trg_text,Cosine_Score
[0.23385425 0.19152664 1.1194608  ... 0.6928419  0.569664   0.47558674],[0.00315206 0.00025145 0.00250872 ... 0.00961456 0.02457009 0.01821932],"Kuphunyeleliswa kwetinhlelo tahulumende letibalulekile IKhabhinethi iyayemukela inchubekela embili yemklamo lobitwa ngekutsi pheceleti Project Mikondzo, njengemtamo wekwetfulwa kwetinsita lohlose kukhulisa kufinyelela kwemisebenti yetenhlalo emimangweni yalelive lephuye kakhul Loku kukhonjiswe e-De Doorns eNshonalanga Kapa, lapho khona kusitwa imindeni le-4 021 lekutsi linyenti lalabo lekungubona bondla lemindeni batisebenti tasepulazini tetikhatsi letitsit Lolusito lufaka ekhatsi, emkhatsini waletinye tintfo, kunikwa inhlanyelo netitfombo tetingadze temindeni kanye nekusitwa ngetimali tekusungula tinhlangano temmango nemakoporas Litiko Letekutfutfukiswa Kwetenhlalakahle lisebentisa i-De Doorns kwakha inchubomgomo lemayelana netisebenti tetikhatsi letitsitKwengeta, I-ejensi Yekucinisekisa Tenhlalakahle YaseNingizimu Afrika (i-SASSA) yetfule luhlelo lolubanti Lwekuhhamula Buphuya Betenhlalo kute lunikete kudla naletinye tintfo letidzingekako njengetinyifomu tesikolwa tebantfwana lababuya emindenini lephuyil Sibonelelomali saHulumende lesi-R1 083 160 lesivela ku-Ejensi Yetekutfutfukisa Yavelonkhe isita emacembu ekudlala eNkhulisa (i-ECD) lete sikhungo la-11, manje sekunebantfwana lange-975 labafundza kuletikhungo tema-ECD kulendzawombese kutsi-789 wato uzuza kuselekelelo sahulumende sema-EC IKhabhinethi incoma imphumelelo lechubekako ye-Operation Fiela, lesandza kwenteka ngulena leyenteke eNyakatfo Kapa lapho khona kusebenta ngekubambisa kweLuphiko Lwemisebenti Yemaphoyisa AseNingizimu Afrika (i-SAPS), ematiko ahulumende, nema-ejensi lacinisekisa umtsetfo esifundza newamasipala achubekela embili acinisekisa kutsi bantfu baphephile nekutsi futsi bativa baphephil Likomidi Langekhatsi Letindvuna (i-IMC) Letekuphuma Nekungena litawetfulela betindzaba umbiko kuleliviki lelitako letfule imininingwane labanti yakamuv IKhabhineti incoma tinyonyane netinkampani tetimayini ngekusebentisana nahulumende kutfutfukiswe umkhakha wetetimayini, lokunguwona mgogodla wemnotfo wetfu futsi icela bonkhe bantfu kutsi basebente ngekutinikel Hulumende, akanye nemabhizinisi netisebenti, bekaloku etama kutfutfukisa kwakhiwa kwetindlu letinesitfunti kanye netimo tekuhlala emadolobheni etimayin Imali seyiyonkhe lengu-R18 wetigidzigidzi ifakwe emsebentini lochubekako wemimango leselusizini, linyenti layo libuya kuhulumende bese kutsi inkampani letimba timbiwa tifake imali lecishe ibe ngulokutsatfu kwalemali yekusit IKhabhinethi ivume kufakwa kweTindvuna Teklasta Yetekuvikeleka kulelikomidi langekhatsi letindvuna (i-IMC) letekuphuma nekungena lokwamenyetelwa nguMengameli ZumLe-IMC, iholwa Lisekela Mengameli Cyril Ramaphosa, litawuhlola libuye futsi lisombulule imiphumela lengabakhona futsi lengakahloswa yalemitsetfosimiso yekuphuma nekungena lemisha emikhakheni leminyenti, kufaka ekhatsi tekuvakasha nelutjalomal Le-IMC itawufaka ekhatsi Tindvuna Yetekuvakasha; Litiko Letasekhaya; Tekuhwebelana Netimboni; Kutfutfukiswa Kwetenhlalo; Kutfutfukiswa Kwemabhizinisi Lamancane, neKlasta Yetekuvikeleka Tincumo teKhabhinethi letibalulekile kusimondzawo IKhabhinethi yemukele Kugujwa Kwelusuku Lwabomake lokwentelwe eSasolburg eFreyistata ngaphansi kwengcikitsi letsi:","Implementation of key government programmes Cabinet welcomes the progress of Project Mikondzo, a service-delivery initiative aimed at expanding the reach of social services in the poorest communities of the countr This was demonstrated at De Doorns in the Western Cape, where aid is being provided to 4 021 families whose breadwinners are mostly seasonal farmworker The assistance include, among other things, the supply of seed and seedlings for family gardens and funding for the establishment of community-based organisations and cooperative The Department of Social Development is also using De Doorns to develop a policy on seasonal workerIn addition, the South African Social Security Agency rolled out an extensive Social Relief of Distress programme to provide food and other necessities such as school uniforms for children from indigent familie A grant of R1 083 160 from the National Development Agency supports 11 non-centre based Early Childhood Development (ECD) playgroups, with 975 children now attending ECD centres in the area and 789 of them benefiting from government s ECD subsid Cabinet commends the ongoing successes of Operation Fiela, the most recent being in the Northern Cape where the integrated operation by the South African Police Service (SAPS), government departments, and provincial and municipal law-enforcement agencies went further in ensuring that people are and feel saf The Inter-Ministerial Committee (IMC) on Migration will hold a media briefing next week to provide a detailed updat Cabinet commends unions and mining houses for working with government to reviltalise the mining sector, which is the backbone of our economy and urges all parties to implement commitment Government, together with business and labour, have been striving to improve decent",0.8876301
"[ 0.4368874  -0.33655772 -0.00712278 ...  0.40250996  1.1841489
  1.3082092 ]","[ 0.00844745 -0.00287309  0.00202398 ...  0.00565459  0.02629479
  0.03901253]",Bomake Bahlangane Ekuchubeleni INingizimu Afrika Embili .,Women United in Moving South Africa Forward .,0.76259017
"[ 1.1047093  -0.01085083  0.03800273 ...  1.0640707   1.1166162
  1.9719359 ]",[0.01659835 0.00453428 0.00515115 ... 0.03005506 0.03523791 0.05522196],"Tinkhulungwane tabomake tibutsene eNkhundleni Yetemidlalo iHarry Gwala eSasolburg kutewuhlonipha indzima lebalulekile leyadlalwa ngemashanhlitiyo labomake ngesikhatsi semzabalazo wenkhululeko kuliwa nembusobucalu nelubandlululIKhabhinethi imema yonkhe imikhakha yemmango kutsi igcine lengcikitsi yeNyanga Yabomake futsi ichubeke isebentele kucinisekisa bonkhe bomake, bantfwana bemantfombatana, bahlonyiswa emakhono futsi bayakhululwa ekubandlululeni kwentenhlalo kute kutsi sikwati kulungisa kungalingani ngekwebulili kulelivKwengeta, Mengameli Zuma ubuye futsi wetfula umbiko longakate ube khona mayelana neSimo Sabomake eNingizimu Afrik Lombiko watisa, emagcatsi lentiwe kulelive kusukela nga-1994 kutfutfukisa simo sabomak Lombiko wahlanganiswa Litiko Labomake ngemuva kwekubamba imihlangano kulo lonkhe lelive emkhatsini wenyanga yeNdlovulenkhulu neNhlaba kulomnyaka (2015).","Thousands of women gathered at the Harry Gwala Stadium in Sasolburg to recognise the important role that political activism by women played during the struggle for liberation against colonialism and apartheiCabinet calls on all sectors of society to sustain the theme of Women s Month and to continue working towards ensuring that all women, particularly the girl child, are empowered and freed from societal prejudices so that we can address gender equality in the countrIn addition, President Zuma also released a first-of-its-kind report on the Status of Women in South Afric The report notes, great strides made in the country since 1994 to improve the status of wome This report was compiled by the Department of Women after hosting dialogues across the country between March and June this year (2015).",0.89650947
[0.38125885 0.39159963 1.0648167  ... 1.4648104  1.4956005  0.8169569 ],[0.00680516 0.00313636 0.02377708 ... 0.04430492 0.05521407 0.03831332],"Lombiko usebenta njengedokhumenti lesendlalelo yekukhutsata kuhlonyiswa kwabomake ngemakhono nemnotfo, kulingana ngebulili nemalungelo ebuntfHulumende utawusebentisa lencenye lesele yalenyanga kubonga bomake lababazuzi kanye nekuhlanganyela kwabo kutemnotfo ikakhulu etindzaweni lapho khona bangakamelelwa ngalokwenel Loku kufaka ekhatsi Imiklomelo Yabomake Kutesayensi (13 Ingci) kanye neMiklomelo yaBomake Kutemanti Nekutfutfwa Kwendle (23 Ingci).","This report serves as a baseline document for the promotion of women s socio-economic empowerment, gender equality and human rightGovernment will use the remainder of the month to profile women achievers and their participation in the economy, especially in areas where they are under-represente These include the Women in Science Awards (13 August) and Women in Water and Sanitation Awards (23 August).",0.8972446
"[ 0.34181556 -0.09670581 -0.01000274 ...  1.0435326   1.3248148
  1.4299583 ]","[ 0.00581623  0.03079124 -0.00013235 ... -0.00035575  0.01050798
  0.01712634]","IKhabhinethi incoma ema-Protea ngekwenta iNingizimu Afrika kutsi itigcabhe kuNdzebe Yemhlaba Yelibhola Letandla eSydney, e-Australi Licembu laseNingizimu Afrika selidvute nekufaneleka kungena kumjikeleto lowendvulela wekugcina weNdzebe Yemhlaba ngemuva kwekudlala ngekutikhandla nemidlalo lematima kute kube ngumanjNgekuya kweNhlangano Yelibhola Letandla, iNingizimu Afrika manje seyikunombolo yesihlanu emhlaben IKhabhinethi imema bonkhe bantfu baseNingizimu Afrika kutsi besekele ema-Protea lapho basachubeka nemshikashika kuleNdzebe Yemhlab IKhabhinethi seyijoyine Mengameli Zuma","Cabinet commends the Proteas for making South Africa proud at the Netball World Cup in Sydney, Australi The South African team is on the verge of qualifying for the semi-finals of the World Cup after having played rigorous and tough games thus faAccording to the International Netball Federation, South Africa is now ranked number five in the worl Cabinet calls on all South Africans to support the Proteas as they continue in the conquest at the World Cu Cabinet has joined President Zuma in conveying its condolences to the families, friends and colleagues of the murdered members of the SAP Such senseless killings should be condemned by all South AfricanPolicemen and policewomen are central in protecting communities from criminal elements in our societ The senseless murders not only rob the country and society of law-enforcement officers, but they also deprive families of husbands, wives, brothers, sisters and parentCabinet calls on those with information about these senseless murders to come forward and work with law-enforcement agencies to ensure that those responsible are arrested and face the full might of the la Cabinet congratulates Team South Africa on their outstanding performance at the 16th FINA (International Swimming Federation) World Championship in Kazan, Russia during which they won two gold and three silver medals Key Cabinet decisions Cabinet approved the release for public consultation of the Green Paper on National Rail Policy, which addresses freight and passenger rail transportatio This policy, which is aligned to the work of the Presidential Infrastructure Coordinating Commission, enables the revitalisation of the railway industry through strategic investment-led policy interventions that are aligned to the National Development Plan (NDP).The aim is to create an efficient transport system that is able to compete locally and internationally, and reduce transportation cost This will encourage the use of appropriate technologies to increase productivity and acquisition of much-needed skills in the econom It also improves rural access, increased mobility and job creatio Cabinet approved the circulation of the",0.8164669
"[ 0.612728    2.3025434  -0.22386105 ...  0.08278789  1.641587
  0.558535  ]","[1.4181442e-02 5.6927882e-05 3.0527762e-03 ... 3.5979528e-02 3.9463427e-02
 2.3007805e-02]","ekulileleni imindeni, bangani kanye nalabo bebasebenta nemalunga labulewe e-SAP Kubulala ngesihluku longenangcondvo kufanele kutsi kugcwekwe ngibo bonkhe bantfu baseNingizimu AfrikaEmaphoyisa abalulekile ekuvikeleni imimango kubugebengu lobusemimangweni yetf Lokubulala ngesibhuku lokungenagcondvo akwemuki nje kuphe live letfu tikhulu tekucinisekisa kulandzelwa kwemtsetfo, kepha kuphindze kutsatsele imindeni emadvodza ayo, bafati, bobhuti, bosisi nebatalIKhabhinethi icela labanelwatiso mayelana nalobulawa ngesibhuku","The international and local themes aim to make tourists aware of the importance of responsible touris As part of this, tourists are encouraged to respect cultures, protect heritage, save energy and water, and most importantly, buy regional products to support local jobCabinet encourages South Africans to explore our fascinating and beautiful country, and by doing so help maintain jobs and support local product The departments of sport and recreation and of women have partnered with G-Sport in honouring South African women who participate in spor",0.77617276
"[ 0.29939833  0.00132413 -0.35168225 ...  0.3838169   0.26281592
  0.49654797]","[-0.00074493 -0.00055597 -0.00121396 ...  0.02195952  0.0084563
  0.00931928]",lokungenangcondvo kutsi bavele futsi basebentisane kanye nema-ejensi,"Dynamic Libraries: Access, Development and Transformation .",0.70239675
"[ 0.5459212   0.13279423 -0.9031733  ...  0.50231683  0.44804534
  0.7893667 ]","[ 0.01316782  0.0008575  -0.00041565 ...  0.01704621  0.00309762
  0.01333585]",lacinisekisa kulandzelwa kwemtsetfo kwenta sicinisekiso sekutsi labo labente,"Deputy DG of Institutional Performance, Monitoring and Evaluation in the Department of Planning, Monitoring and Evaluatio",0.60832393
"[ 0.7514837   0.25493005 -0.03727517 ...  0.8883826   0.36829746
  0.18740094]",[0.01341168 0.033461   0.00117849 ... 0.02580458 0.01440348 0.02229788],"loku bayaboshwa futsi babukana nemtsetf IKhabhinethi ihalalisela Licembu LaseNingizimu Afrika ekudlaleni ekusebenteni kwabo lokuvelele kweba nguShampeni Wemhlaba ku-FINA ye-16 (Inhlangano Yekubhukusha Yemave Emhlaba) eKazan, eRashiya lapho khona batfole emamedali eligolide lamabili kanye nalamatsatfu elisiliva Tincumo teKhabhinethi letibalulekile IKhabhinethi ivume kukhishwa kweLuhlakamtsetfo Lwenchubomgomo Ytitimela Yavelonkhe, lobukene neludzaba lwekutfutfwa kwebantfu nemphahla, kutsi ummango uphawule ngaw Lenchubomgomo, lehambisana neKhomishini Lechumanisa Takhiwonchanti Telihhovisi LaMengameli, kwenta kancono imboni yetetitimela ngekusebentisa kungelela lokuholwa lutjalomali lolubalulekile lokuhambisana neLuhlelo Lwekutfutfukisa Lwavelonkhe (i-NDP).Ihloso kwakha tekutfutsa letenetisako futsi letiyimphumelelo letikhona kucudzelana ekhaya nasemaveni emhlaba, kanye nekunciphisa tindleko tetitfuts Loku kutawukhutsata kusetjentiswa kwetebucwepheshe letifanele kukhulisa umkhicito kanye nekutfola emakhono ladzingeka kakhulu emnotfwen Kuphindze futsi kukhulisa kufinyelela emaphandleni, kukhula kwelizinga lekuhamba kanye nekwakheka kwematfuba emsebent IKhabhinethi ivume kujikeletiswa","This visit includes a courtesy call to Prime Minister Shinzo Abe and participation in the South Africa-Japan External Trade Organisation Business SeminaCabinet welcomes the working visit to Japan, which will strengthen the friendship and mutual understanding that exists between the two countrie South Africa and Japan also share similar views on the importance of multilateralism and the need to reform the United Nations (UN) Security Council and UN system at the 70th UN General Assembly meeting next mont President Zuma will undertake a Presidential Imbizo to Eersterust, Pretoria on 21 August 2015 to address issues related to substance abus The National Drug Master Plan, 2013-2017, coordinates government s efforts in the fight against alcohol and substance abusCabinet calls on communities to work with government and law-enforcement agencies to rid our society of substance abuse, which is the cause of numerous social problems, including violence against women and child abus Parents and guardians have a critical role to play in ensuring that children are protected and nurture Cabinet welcomes the opening of the newly upgraded Makgatho Lewanika Mandela Primary School in Mvezo in the Eastern Cape on 25 August 2015 by President ZumThe school is part of government s ongoing work to restore dignity to learners and provide schools in rural areas with more modern facilitie Through the Department of Basic Education s Accelerated Schools Infrastructure Delivery Initiative (ASIDI), government has eradicated a number of poorly constructed schools and created a more conducive learning environmen So far, ASIDI has completed 116 schools and provided water to 499 schools, sanitation to 425 and electricity to 295.",0.83122253
"[ 0.25701156  0.10433405 -0.00525461 ...  1.0132208   0.67903227
  0.81240976]","[ 4.8838244e-03  3.5439515e-03 -4.0088558e-05 ...  4.1244909e-02
  2.1918247e-02  5.0191492e-02]","Kwelisi Lekutfutfukisa Emakhono Avelonkhe neMfundvo Yemkhakha neTiphatsimandla Tekucecesha kwendlule-2016 ngekhatsi kwengcikitsi yedokhumenti ummango lotawuphawula ngayo mayelana nenchubo lehlanganisiwe, imfundvo leyehlukanisiwe yangemuva kwekucedza sikolwa nekuceceshwa .Ledokhumenti ilungisa kwenela nekusebenta ngemphumelelo kwetikhungo letitfutfukisa emakhono nekungena kwato enchubeni lebanti yekucecesha yemfundvo lephakemIkakhulu, iphakamisa kutsi Lisu Lekutfutfukisa Emakhono Lavelonkhe lelilandzelako lifanele kutsi licale ngemisebenti lekhonjwe njengaleyo ledzingeka kakhulu ekuphumeleliseni tinhlelo letihamba embili tavelonkh Iphindze futsi ibukane ngekusebenta ngemphumelelo nemakhono etindzaba tekuphatsa tetiphatsimandla tekucecesha nemfundvo yemkhakha ekukhishweni kwetibonelelo tahulumende temisebenti lehamba embil IKhabhinethi ivume kukuniketa Sikhumulo Semikhumbi seTransnet emalayisensi alomphelo ekusebenta ngemakhonteyina emanganisi eSikhumulweni Semikhumbi eNgqura, lemise elugwini lolusemphumalanga yeNingizimu Afrika, 20 wemakhilomitha enyakatfo mphumalanga ye-Port Elizabeth nasemkhatsini we-Durban ne-Cape Tow Loku kuhambisana netintfo hulumende latibeka embili kutsi tentiwe mayelana ne-Operation Phakisa ekukhuliseni Umnotfo Waselwandl Umphumela waloku kutawuba kususa kusebenta ngamanganisi etikhumulweni temikhumbi kuyiswe e-Port Elizabeth nase-Saldanha kuye eSikhumulweni Semikhumbi eNgqur IKhabhinethi ivumile kutsi iNingizimu Afrika yemukele Sivumelwane Semave Emhlaba Nekuncemphetela Nekuba Nelicala Lekulimata Leliphatselene Nekuhanjiswa ngeLwandle Tintfo Letiyingoti Naletingushevu Letingatsandzeki, 2010.Lesivumelwane sicinisekisa sincemphetelo sekulimala kwebantfu nemphahla, netindleko tekuhlanta netinyatselo tekubuyisela esimeni lesifanele, kanye nekulahlekelwa ngumonotfo ngenca yekutfutfwa ngetitfutsi taselwandle kwemphahla leyingoti futsi lengushevu nengangcolisa lwandl INingizimu Afrika itawukwati kufinyelela timali nekusita etehlakalweni tetintfo letiyingoti naletingushevu nangabe tonkhe tinchubo tephalamende tekwemukela lesivumelwane setiphetsiwe Imitsetfosivivinyo IKhabhinethi ikuvumile kutsi kungniswe ePhalamende Umtsetfosivivinyo Wsichibiyelo Semafilimu Netishicilelwa, nga-2015 ePhalamend Lomtsetfosivivinyo Uchibiyela Umtsetfo Wemafilimu Netishicilelwa, wanga-1996 (Umtsetfo 65 wanga-1996).","document for public consultatioThe document addresses the efficiency and effectiveness of skills development institutions and their integration into the broader post-school education and training systeIn particular, it proposes for the next National Skills Development Strategy to prioritise occupations that have been identified as being in high demand for the implementation of national priority programme It also addresses the efficiency and effectiveness of governance matters of sector education and training authorities in the issuing of grants for priority occupation Cabinet approved the issuing of a permanent operating licence to Transnet Ports Terminal to operate the manganese container terminal at the Port of Ngqura, located on the east coast of South Africa, 20 kilometres north east of Port Elizabeth and midway between Durban and Cape Tow This is in line with government priorities relating to Operation Phakisa on growing the Oceans Econom This will result in relocating manganese operations from the ports of Port Elizabeth and Saldanha to the Port of Ngqur Cabinet approved for South Africa to accede to the International Convention on Liability and Compensation for Damage in Connection with Carriage of Hazardous and Noxious Substances by Sea, 2010.The convention ensures compensation for damage to persons and property, cost of clean-up and reinstatement measures, and economic losses resulting from the maritime transport of hazardous and noxious substances that may pollute the ocea South Africa will be able to access the fund to assist in hazardous and noxious substances incidents once all the parliamentary processes to domesticate this convention have been completed Bills Cabinet approved the submission of the Films and Publications Amendment Bill, 2015 to Parliamen The Bill amends the Films and Publications Act, 1996 (Act 65 of 1996).",0.8735638
