ts,en,src_text,trg_text,Cosine_Score
"[ 0.7818674   0.12549801 -0.16650295 ...  1.1600605   0.8637596
  1.9602556 ]","[ 0.00970249 -0.0008918  -0.00017069 ...  0.03388255  0.03385841
  0.04849155]","Xiyimo xa Khabinete eka timhaka ta sweswi Khabinete yi amukela ku simekiwa ka Operation Phakisa hi Phuresidente Jacob Zuma leyi landzelelaka vukorhokeri hi ku tirhisa tipulana leti enteke, ku ololoxa swiphiqo na matirhele yo amukeleka ku fambisa nkuris Ndzawulo ya Timhaka ta Mbango yi ta va ndzawulo yo sungula ku rhangela ntirhisano na vumaki, mintirho, vaakatiko na swidyondzeki ku tirha swin we ku chunxa vuswikoti bya ikhonomi ya malwandle ya hinHi lembe ra 2010, ikhonomi ya lwandle , kumbe ikhonomi ya wasi, tani hilaha yi tivekaka hakona","Cabinet s position on current issuesCabinet welcomes the launch by President Jacob Zuma of Operation Phakisa, which fast-tracks delivery through detailed implementation plans, problem-solving and practical actions to drive growt The Department of Environmental Affairs will be the first department to lead collaboration with the industry, labour, civil society and academia to work together to unlock the economic potential of our oceanIn 2010, the ocean economy",0.89471066
"[ 0.61011034 -0.19364892  0.92295945 ...  1.0095619   1.8207263
  3.4193733 ]","[ 0.00632345 -0.00094912  0.03798999 ...  0.05219383  0.03921745
  0.06849419]",yi hoxile R54 wa tibiliyoni eka Swimakwa Hinkwaswo swa Tiko (GDP) ya Afrika-Dzonga na ku va na vutihlamuleri bya kwalomu ka 316 000 ya mintirh Vumbhoni byi komba leswaku malwandle ya Afrika-Dzonga ya ta hoxa ku fikela eka R177 wa tibiliyoni eka GDP hi lembe ra 2033.,"or blue economy, as it is also known - contributed about R54 billion to South Africa s Gross Domestic Product (GDP), and accounted for approximately 316 000 job Evidence shows that South Africa s oceans could contribute up to R177 billion to GDP by 2033.",0.8622487
[1.1136724 0.3371632 3.1733267 ... 1.0228742 1.021174  0.5052138],[0.0235063  0.00048938 0.06523619 ... 0.0226552  0.02386641 0.01346583],"Lwandle ri ni vuswikoti byo endla 800 000 wa mintirho na miliyoni yin we ya mintirho yo kongomis Ntalakuko lowu wu kombisa kwalomu ka tiphesente ta mune hi lembe eka minyikele ya GDP na ku tumbuluxa mintirh Khabinete yi khensa maAfrika-Dzonga hinkwawo na misava loko va nghenelerile eka lembe leri ra Siku ra Nelson Mandela ra Misava Hinkway MaAfrika-Dzonga yo huma eka tindzawu hinkwato ta tiko, va hlamurile xirhambo xa ku nyikela nkarhi ni matimba ya vona ku endla ku hambanPfhumba ro basisa ri sasekisile lomu hi tshamaka kona na ku hlayisa mbangu wa hin Tani hi pfhumba ra xiphemu lexi, Ndzawulo ya Mfumo-ntirhisano ni Timhaka ta Xintu (Cogta) yi rhumerile 150 wa vaofisiri va Thekinikala va ka Masipala eka timasipala hinkwato ku ri xiyenge xa pfhumba ro basisa ni ku seketela timasipala lembe hinkwarMapfhumba yo fana na","The ocean also has a potential to create between 800 000 and one million direct job These growth levers reflect at least 4 percent annual growth in both Gross Domestic Product contribution and job creatioMarine aquaculture, marine transport, offshore oil and gas exploration and marine protection have all been identified as focus areas of the blue econom A delivery lab has been established under each area to help resolve critical challengeCabinet thanks all South Africans and the world for participating in this year s Nelson Mandela International Da South Africans from every part of our country answered the call to dedicate their time and energy towards making a differenc	The clean-up operation beautifies our surroundings and ensures the preservation of our environmen As part of this campaign, the Department of Cooperative Government and Traditional Affairs (Cogta) dispatched about 150 Municipal Technical officials across municipalities to take part in this clean-up campaign, but also to support municipalities throughout the yeaCampaigns such as the",0.8934654
"[ 0.65043586  0.19979548 -0.27465495 ...  0.81849027  0.7907011
  0.5656823 ]","[-1.2873769e-04  1.3527386e-02 -3.3634627e-05 ... -8.2655373e-05
  1.9868322e-02  3.7382692e-02]","War on Leaks , ya ta yisiwa emahlweni ni ku tiyisisiwa lomu vantshwa va nga thoriwa kona na swirho swin wana swa vaakatiko va ta khutaziwa ku lulamisa tiphayiphi leti pfutak Khabinete yi rhamba vaakatiko ku basisa milambu na swinkobyana leswaku swi tshama swi basile tani hi leswi swi endlaka leswaku tindzawu leti ti hanyeka, ti va na vuhlayiseki byo xong Khabinete yi amukela ntwanano wa ku simekiwa ka Bangi Leyintshwa ya Nhluvukiso (NDB) eka Samiti ya Vutsevu ya BRICS eBrazili na ku tumbuluxa hofisi ya xifundza ya bangi eJon NDB yi ta tiyisisa ntirhisano eka swirho swa matiko ya BRICS na ku tlhela yi seketela matshalatshala ya mavandla ya swa timali eka matiko ya le handle na ya le ndzeni ka tiko hikokwalaho ku ta va na ku tiboha ka nhlanganelo wa swirho swa matiko ya BRICS ku fikelela xikongomelo xa nkuriso wo tiya wa nkarhi wo leha na ndzinganelHofisi ya xifundza yi ta va na ntirho lowukulu eka ku hakelela switirhisiwa na tiphurojeke ta nkarhi wo leha ta nhluvuko eAfrika-Dzong Endzeni ka matirhele ya NDB ku na xitirhisiwa xo lulamisela phurojeke lexi nga ta endla leswaku ku fikeleriwa tiphurojeke ta switirhisiwa leswi nga ni vuswikoti eka tikonkul Leswi a swi kotangi ku tirhisiwa hikokwalaho ka ku pfumaleka ka timali ku lulamisela phurojeke, goza lerikulu ku humelerisa miehleketo ya phurojeke ku va yi hakeleriwa no tirhisiw","will continue and be intensified where unemployed youth and other community members will be encouraged to join government in fixing water leak Cabinet calls on communities to keep rivers and streams clean and clear, as this contributes to healthy, safe and decent living condition Polluted rivers and streams threaten the livelihoods of downstream communitieCabinet welcomes the agreement to launch the New Development Bank (NDB) at the Sixth BRICS Summit in Brazil and to establish the bank's regional office in Johannesbur The NDB will strengthen the cooperation among BRICS member countries and will supplement the efforts of other multilateral and regional financial institutions, thus contributing to the collective commitments of BRICS member countries for achieving the goal of strong, sustainable and balanced growtThe regional office will play an important role in funding infrastructure and sustainable development projects in Afric Built into the operating model of the NDB is a project preparation facility which will enable the realisation of a number of potential infrastructure projects on the continen These have hitherto not been implemented because of the lack of funding for project preparation, a key step in making project ideas ready for funding and implementatioCabinet expressed great concern over the escalation in violence between Israel and the Palestinian territorie Cabinet reiterates President Zuma s call on the Israeli government to stop its ground and air offensive, which continues to cause loss of life and a devastating humanitarian crisi Furthermore, it calls for an end to the firing of rockets on Israeli citizens by HamaCabinet is opposed to the veiled attempts by the Israeli Government to use its onslaught on Gaza to undermine the Unity Government in Palestin There will never be a military solution to the Israeli-Palestinian conflic The only solution lies in serious and genuine negotiations involving all partie South Africa joins the UN Secretary General, Mr Ban Ki-moon, in calling for an immediate ceasefire by all sides, and a resumption of the flow of humanitarian aid to the suffering people of Gaz The humanitarian situation is of great concern to Cabine Government appeals to the Egyptian authorities to open their doors to the injured and affected people of GazOn behalf of the people of the Republic of South Africa, Cabinet conveys its condolences to the families and friends of all the victims of the Malaysia Airlines plane that crashed in Ukraine on 17 July 2016 Cabinet conveys its condolences to the family and friends of the Nobel Prize-winning author Nadine Gordimer who passed away recentl South Africa will always remember Ms Gordimer as a brave activist who used her pen and courageous voice to speak out against the injustices of the apartheid regim	Ms Gordimer was a founding member of the Congress of South African Writers (COSAW) and as a member of the African National Congress in 1989, she testified in mitigation of sentence for 11 United Democratic Front leaders and Vaal Civil Association activist Her fiction, which played an important role in the struggle against apartheid, documented the effect that institutionalised racism had on the lives of ordinary South AfricanCabinet sends it condolences to the parents of the 4 year old Taegrin Morris who was killed in a high jacking incidence in Reiger Park South of Johannesbur Cabinet further joins in condemning such brutality especially on childre Cabinet further thanked the police and the members of the public that assisted in the safe return of Mongezi Phike who was recently kidnaped after they hijack his fatheCabinet reminds South Africans that the Chancery of Orders is inviting nominations from members of the public, non-governmental organisations, civic- and faith-based organisations for individuals deemed worthy recipients of National OrderNational Orders are the highest form of recognition that a country bestows on deserving citizen The President as the Grand Patron of the National Orders awards these order	Members of the public are requested to submit names of an outstanding individual in their community using a form available from wwthepresidencgoz This must be accompanied by a separate motivation covering the following areas:an introductory paragraph with summary of the nominee s achievements;a list of exceptional milestones reached by the nominee in his/her career and/or international arena; anda description of the exceptional, outstanding, dedicated service or act of bravery rendered by the nomineThe nominations will close on 31 July 201 Key Cabinet decisions	Cabinet was briefed on the implementation of Section 100 (1) (b) intervention in Limpopo province and approved the transition of the intervention from section 100 (1) (b) to section 100 (1) (a) with clear conditions given to the Provincial Executive to fulfil as a pre-requisite, for determining full withdrawa	In line with the Constitution the National Council of Provinces has been consulte A separate briefing that will spell out what was achieved and the process going forward will be held early next wee	Cabinet approved the 2014-2019 Medium-Term Strategic Framework (MTSF) which will serve as the first 5-year building block towards the 2030 vision in the National Development Plan (NDP).",0.8615286
"[ 0.44371828  0.28832775 -0.19142845 ...  1.1423959   1.195304
  1.0623069 ]","[ 0.01272101 -0.00116275  0.00475984 ...  0.03089327  0.03365162
  0.05535451]","Khabinete yi kombisile ku khumbeka hi madzolonga lama yaka emahlweni e-Israele na matiko ya Palestin Khabinete yi tshikelela xirhambo xa Phuresidente Zuma eka mfumo wa Israele ku yima nyimpi ya le hansi ni ya le moyeni leyi yi yaka emahlweni yi vanga ku lahlekeriwa hi vutomi na nkayakayo wo vava wa vanh Nakambe yi lava ku yimisa ku copa tirhokete hi Hamas eka vaakatiko va Israel Khabinete yi kanetana na matshalatshala ya xitumbelelani ya mfumo wa Israele ku hlasela Gaza ku tsan wa Ntwanano wa Mfumo wa Palestin Ku nge vi na xinchunxo xa nyimpi eka dzolonga ra Israele na Palestin Xinchunxo xa kona xi le ka ku kanerisana ka ntiyiso loku katsaka mintlawa hinkway Afrika-Dzonga ri tihlanganisa na Matsalanankulu wa Nhlangano wa Misava, Tatana Ban Ki-moon, u kombela ku yimisa nyimpi hi matlhelo hinkwawo ni ku pfumelela mfuno wa ximunhu ku ya eka vanhu va Gaza lava xanisekak Xiyimo xa ximunhu i mhaka leyi khumbaka Khabinete swinen Mfumo wu kombela varhangeri va Egipta ku pfula timbati ta vona eka vanhu lava vavisekeke ni ku khumbeka eGaz Hi ku yimela vanhu va Riphabuliki ra Afrika-Dzonga, Khabinete yi hundzisela ku chavelela ka yona eka mindyangu ni vanghana vo xanisiwa va xihahampfhuka xa Malexiya lexi fayekeke eYukireyini hi siku ra 17 Mawuwani 2016.","The summit is expected to bring US and African business executives together to discuss investment and business opportunities in AfricThere will also be side meetings for American and African Chief Executive Officers (CEOs) and an African Growth and Opportunity Act (AGOA) Ministerial Meetin These meetings are aimed at strengthening relations between United States and Africa particularly on trade and investmen	The envisaged outcomes are: the encouragement of regional integration on the continent; support for various African Union economic development programmes, peace and security, including the extension of AGOA; climate change and environment protection issues; and assistance to meet the Africa 2063 vision goalThe Department of Science and Technology will launch the National Science Week (NSW) on 2 August 2014 under the theme:",0.83612466
"[ 0.6970038   0.48121694 -0.24805862 ...  0.94664776  1.104788
  1.1237158 ]",[0.00667092 0.01881584 0.00080727 ... 0.03036452 0.03018324 0.02467957],"Khabinete yi hundzisela ku chavelela ka yona eka ndyangu na vanghana va Mutsari wa Risiva ra Ndzhangelo Nadime Gordimer loyi a ha ku hundzaka emisaveni ku nga ri khal Afrika Dzonga ri ta tshama ri ri karhi ri tsundzuka Manana Gordimer tani hi nhenha ya migingiriko eka swa tipolitiki loyi a a tirhisa pene ya yena na rito ra yena ra vurhena ku vulavula mayelana na ku pfumaleka ku vululami ka mfumo wa xihlawuhlaw Manana Gordimer a a ri xirho lexi tumbuluxeke Khongirese ya Vatsari va Afrika-Dzonga (COSAW) naswona tani hi xirho xa African National Congress, hi 1989, u ve fakazi yo yimelela 11 wa varhangeri va United Democratic Front (UDF) na vagingiriki va swa tipolitiki va Vaal Civil Associatio Matsalwa ya yena, lama tirheke ntirho lowukulu eka ku lwela nchunxeko eka mfumo wa xihlawuhlawu, ya paluxile mbuyelo lowu nawu wa xihlawula-mbala wu veke na wona eka vutomi bya vanhu ntsena va .maAfrika-Dzong Khabinete yi rhumela marito yo chavelela eka mutswari wa n wana wa mune wa malembe hi vukhale Taegrin Morris loyi a nga dlayiwa eka nghozi ya ntlhakiso eReiger Park eDzongeni ra Jon Khabinete yi ya emahlweni yi sola tihanyi to tano, ngopfu-ngopfu eka swihlang Khabinete yi ya emahlweni yi khensa maphorisa na vaakatiko lava pfuneteke eka ku vuya a hlayisekile ka Mongezi Phike loyi a a ha ku tlhakisiwa endzhaku ka ntlhakiso wa tata wakw Khabinete yi tsundzuxa maAfrika-Dzonga mayelana na","The launch will be joined by the Pan African Parliament which will also pay tribute to the Pan African Women s Organisation and its role in liberating South African womeA number of activities are planned for the month of August to celebrate the gains made by South Africa in changing the lives of South African wome The main event on 9 August will take place in Durba The Department of Arts and Culture, as the lead department of Women s Month, will l also launch the 20 Best Moments for Women during Augus These key events mark achievements by exceptional local women and the gains made by all South African wome The details of these events will be announced in due coursPresident Jacob Zuma is scheduled to lead a delegation to participate in the United States-Africa Leaders",0.83962965
"[-0.2394414  -0.15922517 -0.5979053  ...  0.5075247  -0.29954803
 -0.44983768]","[ 2.3520594e-02 -9.4140145e-05 -4.2551372e-04 ...  2.3098527e-03
  1.3365812e-02  5.0761714e-03]",Chancery Orders,War on Leaks,0.51045024
"[ 0.3794664  -0.07316403 -0.4435162  ...  0.93798614  1.0850422
  1.1984371 ]","[ 0.00162071  0.03110209 -0.00018525 ...  0.01020391  0.02759001
  0.02306827]","yi rhamba vaakatiko, mintlawa leyi nga riki ya mfumo, vanhu ntsena, mintlawa ya vupfumeri ku hlawula vanhu lava faneleke ku xiximiwa ka National Order National Orders","Leveraging Science, Technology and Innovation (STI) for Socio-economi Transformation through Smart Partnership Principles .The dialogue provides a platform for Heads of States, business leaders, scientists, academics and student leaders to exchange ideas and experiences related to science, technology and innovatio Furthermore the dialogue seeks to boosting socio-economic transformation, development and growth in AfricThe hosting will also address the aims and objectives of the National Development Plan on improving science and technology for socio-economic transformation in South Africa and on improving our innovative edge in the region, the continent and globall 3.",0.65598124
"[ 0.8293204  -0.12840489 -0.04497284 ...  0.719766    1.0253066
  0.83835566]",[0.01808907 0.00028138 0.01135677 ... 0.01957283 0.00612201 0.02646502],i xiyimo xa le henhla lexi tlhandlekiwaka eka vaakatiko lava fanelek Phuresidente tani hi Patironi leyikulu ya,"60th anniversary of the Women s charter as part of the 20 years of Freedom, Moving Women s Agenda Forward!",0.6521609
"[-0.04840196 -0.27949885 -0.2890169  ...  0.5348587  -0.257583
 -0.6811798 ]","[ 3.8921358e-03 -2.9599507e-04 -3.9317703e-05 ...  7.4749975e-03
  2.1520345e-03  8.8230977e-03]",National Orders,"Summit, under the theme:",0.41404545
