ts,en,src_text,trg_text,Cosine_Score
"[ 0.6818401  -0.03910752 -0.0038142  ...  0.18584631  0.21805237
  0.7887075 ]","[ 0.00980162 -0.0033715  -0.00078007 ...  0.00912488 -0.00173329
  0.03020796]",Xiyimo xa Khabinete eka Timhakankulu1.,Issues in the environment1.,0.7211836
[1.7150787  0.28656435 0.09912478 ... 0.31654713 0.91346043 1.7895488 ],"[ 0.03419523 -0.00022764  0.00482805 ...  0.00854204  0.02645731
  0.00622743]",Hangalaso wa Swisawutisi swa Vuvabyi bya Khoronavhariyasi (COVID-19),Coronavirus Disease (COVID-19) vaccine roll-out,0.85946304
"[ 0.5194807  -0.25281912  0.73389804 ...  0.58974147  0.20690311
  2.2166064 ]","[ 0.03963857 -0.00213619  0.00862117 ... -0.00112858  0.02025318
  0.06856076]","Khabinete yi tlhele yi tiyisisa ku sungula ka nongoloko wa Xiphemu xa vumbirhi xa Hangalaso wa Swisawutisi hi Musumbunuku, 17 Dzivamisoko 2021.","Cabinet has reconfirmed the commencement of Phase 2 of Vaccine Roll-Out programme on Monday, 17 May 2021.",0.83457357
[0.7571153  0.14535834 0.65400267 ... 0.8751771  0.7691308  1.7794654 ],"[ 0.01927882 -0.00094402  0.01181177 ...  0.02584146  0.02797618
  0.04396378]","Xiphemu lexi xi ta sungula hi ku sawutisiwa ka vanhu va malembe ya 60 hi vukhale na kuya ehenhla naswona tindzawulo ta swa Rihanyu ta rixaka na ta swifundzakulu ti ta tivisa vuxokoxoko bya mayelana na lomu ku kumekaka tinsenthara ta nsawutiso ta kutlula magidi manharhu (3000).Ku sungula ka Xiphemu xa vumbirhi swi ta fambisana xikan we ni ku yisa emahlweni nsawutiso wa vatirhi va nhlayiso wa swa rihanyu (tiHCW) lava ku sawutisiwa ka vona ku kavanyetiweke hi timhaka ta swa milawu leti vangiweke hi xisawutisi xa Johnson & Johnson eUSA na le Yurop Kungu ra nsawutiso wa Sisonke leri ndlandlamuxiweke kufika eka 95 wa tindhawu etikweni hinkwaro ri sawutisile vatirhi va nhlayiso wa swa rihanyu va 434,980 ku fikela sweswi kutani wu ta fika emakumu hi ti-14 Mudyaxihi 2021.",This phase will commence with the vaccination of persons 60 years of age and older and the national and provincial departments of Health will communicate the information about the location of more than three thousand (3000) the vaccination centre,0.82677484
"[ 1.3221009  -0.11430804  0.39552888 ...  0.76535887  1.6425074
  2.0125144 ]","[ 4.2973608e-02  1.1805841e-03 -5.1639395e-06 ...  1.1350317e-02
  2.2509648e-02  3.5910457e-02]",Khabinete yi enerisiwa hikuva lava nga sala va tiHCW va ta sawutisiwa hi xisawutisi xa Pfizer kufikela nkarhi walow,HCWs will be vaccinated with the Pfizer vaccine until further notic Cabinet called on people who are 60 years and older to register on the COVID-19 Electronic Vaccination Data System https://vaccinenrolhealtgoz Those without online access or a smartphone can register through SMS by dialling *134*832*your ID number#.,0.736703
"[ 0.88380694  0.17436674 -0.13933416 ...  0.93042654  0.88888454
  1.1757475 ]","[ 2.3470154e-02  5.6831981e-04 -2.2505295e-05 ...  2.7522339e-02
  3.1327222e-02  6.3477077e-02]","Khabinete yi kombele vanhu lava nga ni malembe ya 60 na kutlula ku titsarisela eka Sisiteme ya Data ya Nsawutiso wa Xielekitironiki ya COVID-19 eka https://vaccinenrolhealtgoz Lava nga kotiki ku fikelela inthanete kumbe ku va ni riqingho ra le nyongeni ra thekinoloji ya le henhla va nga titsarisela hi ku rhumela SMS hi ku bela riqingho eka *134*832* kutani va tsala tinomboro ta vona ta mapasi kutani va tsala # emakum Loko va ri hava tinomboro ta mapasi, va bela riqingho eka *134*832#.",You do not need data or airtime to access the zero-rated SMS and WhatsApp registration service Those who encounter challenges whilst registering can call the COVID-19 hotline: 0800 029 995.,0.7896389
"[ 1.0788047   0.16121265 -0.1830016  ...  0.77010846  0.81723696
  1.4883392 ]","[ 0.01640003 -0.00174586 -0.00019715 ...  0.0235744   0.02133824
  0.03180027]",Nakambe ku titsarisela ku nga endliwa hi ku tirhisa nomboro ya WhatsApp ya COVID-19 hi ku rhumela rito,Registration can also be done through the COVID-19 WhatsApp number by sending,0.8952806
"[ 0.6659687  -0.61958396  0.04051604 ... -0.07340167  0.15206271
  0.21755996]","[ 0.01135432 -0.00155254  0.0011137  ...  0.00071744  0.00324883
  0.0013979 ]",REGISTER,REGISTER,0.9485061
"[ 0.67611396 -0.2715493  -0.25929067 ...  0.4338714   0.57370216
  1.3042418 ]","[ 0.01605563 -0.00343793  0.0004496  ...  0.00623768  0.01882841
  0.02148603]",eka 0600 123 456.,to 0600 123 456.,0.9190856
"[ 0.34868813  0.25326264 -0.13100792 ...  1.1059062   0.74175
  0.8063672 ]",[0.01976885 0.00224034 0.00433496 ... 0.02346443 0.02299576 0.04075759],"Vaakatiko va fanele ku tiyisisa leswaku va nghenisa nomboro ya vona ya leyi nga lulama ya riqingho ra le nyongeni na adirese ya ndhawu leyi va tshamaka eka yona leswaku loko swi ri na nkoka, va ta kota ku kuma vuxokoxoko hi mayelana na nongoloko wa nsawutiso, loko swi faneril Lava nga kotiki ku fikelela thekinoloji, nakambe va nga titsarisela eka tindhawu ta nsawutiso ta le kusuhisuhi kumbe hi ku pfuniwa hi vatirhi va nhlayiso wa swa rihanyu lava va nga ta endzela miganga yo hambanahamban","Citizens must ensure they enter their correct cellphone number and residential address to be able to receive information on the vaccination programme, when necessar Those with no access to technology, can also register at their nearest vaccination site or with the community health workers who will visit various communitie The registration is essential for people to participate in the vaccination programme and allow traceability for purposes of medical follow-up should such be required in the futur",0.8623605
