ts,en,src_text,trg_text,Cosine_Score
"[ 1.0161161  -0.1422706  -0.20214194 ...  0.68835545  1.115287
  1.710434  ]","[ 0.00899773 -0.00157573  0.00270297 ...  0.02347597  0.00920073
  0.03890641]","Khabinete yi hlangane hi Ravunharhu, 21 Mhawuri 2019 eTuynhuys eKap Xiyimo xa Khabinete eka timhakankulu1.","Cabinet met on Wednesday, 21 August 2019 at Tuynhuys in Cape TownIssues in the environment1.",0.8831089
"[ 0.6199302   0.22978702 -0.18140464 ...  1.0812297   0.8187629
  1.7065604 ]","[ 0.01919681 -0.00098616  0.00043149 ...  0.03200012  0.02665237
  0.05022473]","Ndzindzakhombo wa swa Rihanyu wa Rixaka (NHI) Khabinete yi kombela swirho swa vaaki ku tikarhatela ku twisisa Nawumbisi wa NHI, lowu sweswi wu nga ePalamend Tiphurosese ta le palamende ti ta nyika vaaki xivandlanene xin'wana xo tikarhatela ku twisisa Nawumbisi low Loko se wu pasisiwile ku va nawu, Nawumbisi wu ta endla swi koteka eka mfikelelo wa mani na mani eka nhlayiso wa rihanyu eka vaakatiko hinkwavo etikweni ra hina, handle ko languta matshamelo ya soxiyoikhonomi ya von Mfanelo leyi yi hlamuseriwile eka Vumbiwa ra Rhiphabliki ra Afrika-Dzonga ra 1994.","National Health Insurance (NHI)Cabinet calls on members of the public to engage with the NHI Bill, which is now before Parliamen The parliamentary process will afford the public another opportunity to engage with this BilOnce it is passed into law, the Bill will give effect to universal access to healthcare to all citizens in our country, irrespective of their socio-economic backgroun This right is enshrined in the Constitution of the Republic of South Africa of 1993 Cabinet remains confident that the NHI will be implemented in a phased and responsible manne An implementation plan will be developed and published once the Bill is passed into la 2.",0.84477735
[0.98652107 0.13346295 0.14469577 ... 0.7476533  0.7841626  2.192945  ],"[-0.00022016  0.03201987  0.00113117 ...  0.02579411  0.01213337
  0.04485299]",Khabinete yi tama yi ri na ntshembo wa leswaku NHI yi ta simekiwa hi swiphemuphemu na hi ndlela ya vutihlamuler Kungu ro simeka ri ta hluvukisiwa na ku kandziyisiwa loko se Nawumbisi wu pasisiwile ku va naw 2.,"initiated by the National Commemoration Day on 1 September, in remembrance of our heroes and heroines who died in the line of dutThis integrated programme gives effect to the National Development Plan which highlights the need for well-run and effectively coordinated state institutions with skilled public servants who are committed to the public good and capable of delivering consistently high-quality services, while prioritising the nation s developmental objectives Messages1.",0.7358744
"[ 1.0099065   0.27434382 -0.10635927 ...  1.5607275   1.9830223
  1.8175088 ]","[ 1.3082334e-02  2.8573975e-04 -1.2846204e-05 ...  1.4564894e-02
  2.3369884e-02  2.9432610e-02]","Riendzo ra Ximfumo ro ya eTanzania na Samiti ya SADC Khabinete yi kumile xiviko xa Riendzo ra Ximfumo ra Phuresidente Cyril Ramaphosa ra ku ya eUnited Republic of Tanzania, lexi tlheleke xi katsa na vurhumiwa bya bindzu ku tlakusa bindzu na vuvekisi exikarhi ka Afrik Tanihi xiphemu xa phurogireme ya mfikelelo eka vanhu, Phuresidente u tlhele a endzela Morogoro, leri rhurheleke valwelantshuxeko va Afrika-Dzong U vekerile swiluva eka Xihondzo xa Mazimbu hi ku xixima na ku tsundzuka Maafrika-Dzonga hinkwawo lawa ya feleke evuchavelahwahw Phuresidente Ramaphosa u tlhele a rhangela vurhumiwa bya Afrika-Dzonga ku ya eka Samiti yo Ntolovelo ya Muganga wa Nhluvukiso wa le Dzongeni wa Afrika (SADC) wa vu39","State Visit to Tanzania and SADC SummitCabinet has received a report on President Cyril Ramaphosa s State Visit to the United Republic of Tanzania, which also included a business delegation to advance intra Africa trade and investmen As part of the outreach programme, the President also visited Morogoro, which hosted South African freedom fighter He laid a wreath at Mazimbu Tower in honour and memory of all South Africans who died in exilPresident Ramaphosa also led the South African delegation to the 39th Southern African Development Community (SADC) Ordinary Summit of Heads of State, where his Tanzanian counterpart, President John Pombe Magufuli, assumed the Chairpersonship of the SADIn his capacity as the SADC Facilitator to the Kingdom of Lesotho, President Ramaphosa presented a report on developments in the facilitation process during the SADC Troika Summit of the Organ on Politics, Defence and Security Cooperation held on Friday, 16 August 201 28th BASIC MeetingCabinet has acknowledged the 28th Brazil, South Africa, India and China (BASIC) Climate Change meeting that took place in Brazil from 14 to 16 August 2012 Cabinet also welcomed the ambitious climate change action undertaken by BASIC countries in support of international agreements in the pre- and post-2020 period, notwithstanding the multiple socio-economic challenges these countries are faced wit Cabinet supported the call by the BASIC countries for developed countries to provide adequate finance, technology transfer and capacity-building to facilitate the effective implementation of the UN Framework Convention on Climate Change, its Kyoto Protocol and the Paris Agreement in a manner that does not increase the indebtedness of developing countrie Cabinet decisions1.",0.8571805
"[ 0.80642533  0.2220158  -0.23763326 ...  1.1889266   1.2945063
  1.2839348 ]",[0.01923642 0.0014881  0.00247443 ... 0.01886045 0.02524362 0.05356395],"ya Varhangeri va Matiko, laha ntangha ya yena hi ntirho ya Tanzania, Phuresidente John Pombe Magufuli a sunguleke Vutshamaxitulu bya SAD Eka xiyimo xa yena tanihi Muolovisi wa SADC eka Vukosi bya Lesotho, Phuresidente Ramaphosa u nyikile xiviko eka mihluvukiso eka phurosese ya maoloviselo hi nkarhi wa Samiti ya Troika ya SADC ya Xirho xa Ntwanano wa swa Tipolitiki, Vuhlayiseki na Vusirheleri leyi veke kona hi Ravuntlhanu, 16 Mhawuri 201 Nhlengeletano ya BASIC ya vu28 Khabinete yi tekele enhlokweni nhlengeletano ya Brazil, Afrika-Dzonga, Indiya na Chayina (BASIC) ya vu28 ya ku Cinca ka Tlayimeti leyi veke kona eBrazil kusuka hi","The meeting also agreed on the district prototyped projects to be visited by the President, which will include OR Tambo District in the Eastern Cape; Waterberg District in Limpopo and Ethekwini Metropolitan Municipality in KwaZulu-Nata The three prototyped projects to be visited include a rural district, a mining district and an urban metr Whilst these will be the starting blocks on the district-based delivery model, the remaining 42 districts and seven metros will also be visited by President Ramaphosa and his government together with the provincial government leadership in the course of this sixth AdministratioThe meeting also received presentation and discussed alignment of the nine Provincial Growth Development strategies to government s Medium Term Strategic Framework 2019",0.812725
"[ 0.23135154 -0.36471164 -0.05345526 ...  0.3102402   0.21438384
  0.43912572]","[ 0.00092985 -0.0004904  -0.00029168 ...  0.00117205  0.00682266
  0.00945495]",14 ku fikela,"The theme of the summit,",0.49408972
"[ 0.88504606 -0.15707144 -0.17906982 ... -0.31574094  0.43623614
  0.9267662 ]","[ 0.01759857 -0.00129566  0.00644046 ...  0.00169735  0.00428706
  0.01233373]",16 Mhawuri 2012.,to 6 September 2019 under the theme:,0.5196541
"[ 0.6773712  -0.01680765  0.11939993 ...  1.1129177   0.77534986
  2.1488817 ]","[ 3.3479162e-02  1.7486740e-04 -5.1418439e-05 ...  4.8982941e-02
  2.7642908e-02  7.1136616e-02]","Khabinete yi tlhele yi amukela nghingiriko wa ku tiyimisela eka ku cinca ka tlayimeti lowu sunguriweke hi matiko ya BASIC hi ku seketela mitwanano ya matiko hinkwawo eka nkarhi wo rhanga na wa le ndzhaku ka 2020, handle ka mitlhontlhonyingi ya soxiyoikhonomi",This gives momentum to President Ramaphosa s call made in his 2019 State of the Nation Address for public servants to live up to the Batho Pele values and principles by putting people firsThe suite for the 2019 PSM Programme includes:Tourism Month,0.72786653
"[ 0.74440765 -0.6714724  -0.616802   ...  0.5421416   1.100653
  0.18362342]","[ 0.01079075  0.00326231  0.00437651 ...  0.01525924 -0.00182839
 -0.0003753 ]",leyi matiko lawa ya langutaneke na yon,Tourism and Jobs,0.5687127
"[ 0.54084396  0.02443735 -0.2406939  ...  1.2323446   1.3804108
  1.3893087 ]",[0.02959878 0.02658768 0.0010442  ... 0.03210064 0.04031121 0.06292678],"Khabinete yi seketele xikombelo xa matiko ya BASIC xa ku va matiko lama hluvukeke ya nyika timali, hundziselo wa thekinoloji na ku hluvukisa vuswikoti loku ringaneke ku olovisa matirhiselo lama tirhisekaka ya Ntwanano wa Rimba ra UN eka ku Cinca ka Tlayimeti, Milawu ya maendlelo ya Kyoto ya wona na Ntwanano wa Paris hi ndlela leyi nga tlakuseki ku kolota ka matiko lawa ya ha hluvukak Swiboho swa Khabinete1.","Cabinet approved the hosting of the preparatory meeting of experts for the 4th Ministerial Meeting of the ACIRC Volunteer Nations from 30 August to 3 September 2012 This supports and contributes to government s priorities in promoting continental and regional peace and stability, and ensuring that African Union (AU) decisions related to harmonisation of the ACIRC Force and African Standby Force (ASF) activities are achieve This will further ensure that the African Peace and Security Architecture is harmonised and operationaliseSouth Africa and 12 other Volunteer Nations are part of ACIRC that was established in 2013 as an interim arrangement until the operationalisation of the AS Bills1.",0.79278874
