ts,en,src_text,trg_text,Cosine_Score
"[ 0.7145754  -0.07618897 -0.01454281 ...  0.17530176  0.1569875
  0.758653  ]","[ 0.00980162 -0.0033715  -0.00078007 ...  0.00912488 -0.00173329
  0.03020796]",Xiyimo xa Khabinete eka Timhakakulu1.,Issues in the environment1.,0.7307677
"[ 1.5104481   0.07426526 -0.1081346  ...  1.2277405   0.94021463
  1.6009789 ]","[ 0.04857101 -0.00149948  0.0119548  ...  0.03604041  0.0321744
  0.03151397]","Ikhonomi Kungu ra ku Aka hi Vuntshwa na Nhlakarhelo wa Ikhonomi leri Phuresidente Cyril Ramaphosa a nga ri andlala eka Ntshamo wa Tindlu to Hambana wa Nhlangnelo wa Palamende hi Ravumune, 15 Nhlangula 2020, ri lava leswaku tisekitara hinkwato ti koka masokisi ti tirhisana ku tshamisekisa ikhonomi ya hin Kungu leri ri aka ehenhla ka ntwanano lowu nga fikeleriwa hi vanakulobye va vaaki","The Economic Reconstruction and Recovery Plan that President Cyril Ramaphosa presented to a Joint Hybrid Sitting of Parliament on Thursday, 15 October 2020, requires all sectors to roll up their sleeves and work together to stabilise our econom",0.88426757
[0.40660962 0.03569872 0.31012234 ... 0.7033162  0.8378056  0.99640685],"[ 1.4033867e-02 -9.8738325e-05  5.9372657e-03 ...  2.9584670e-02
  3.5355084e-02  2.9390588e-02]","mfumo, vatirhi, bindzu na mihlangano ya miganga - hi ku kanerisana ko enta na ku va loku koxometaka eka tin'hweti tingaritingani leti nga hundz Ku na swiyenge sw mune leswi nga rhangisiwa emahlweni leswi swi seketelaka kungu lera nhlakarhelo wa ikhonomi, xosungula ku nga nsimeko lowukulu wa swimakiwakul Xiyenge xa vumbirhi lexi nga rhangisiwa emahlweni i ku ndlandlamuxa vuswikoti bya ku endliwa ka eneji laha mfumo wu hatlisisaka nsimeko wa Kungu ra Swipfuno leri Pfanganisiwek Xiyengekulu xa vunharhu hi lexiya xa xihlohloteri xa mitirho ku tumbuluxa mitirho na ku seketela vutihanyis Xiyenge xa vumune xi languta eka ku kula ka tiindasitiri laha mfumo wu nga ta seketela ku kula eka vuhumelerisi bya laha tikweni na ku endla leswaku ku xavisela ehandle ka Afrika-Dzonga ku va loku phikizanaka swinen Swiyenge leswi rhangisiwaka emahlweni leswi nga kumeka swi hoxa xandla eka ku aka ntshembo na ku veka Afrika-Dzonga eka ndlela yintshwa ya vuvekisi na ku kula ka ikhonomi endzhaku ka ku onheteriwa loku vangiweke hi ntungukulu wa Vuvabyi bya Khoronavhayirasi (COVID-19).","There are four priority areas that underpin this economic recovery plan, the first being a massive roll-out of infrastructur The second priority area is to expand energy generation capacity with government accelerating the implementation of the Integrated Resource Pla The third key area is that of an employment stimulus to create jobs and support livelihood The fourth area focuses on industrial growth where government will support growth in local production and make South African exports more competitiv",0.82706976
"[ 0.33284795 -0.05898605 -0.3592205  ...  1.4190668   0.8127272
  1.5101755 ]","[ 2.6349504e-02  5.9888777e-03 -3.0369272e-05 ...  4.8611436e-02
  2.5459332e-02  4.0907692e-02]","Ku tiyisisa ku vulanguteri bya nkarhi na nkarhi bya nsimeko wa kungu leri, Khabinete yi pasise ku tumbuluxiwa ka Khansele ya Nhlakarhelo wa Ikhonomi ya Rixak Khansele leyi yi ta fambisiwa tanihi mutshamaxitulu hi Phuresidente naswona yi vumbiwa hi Xandla xa Phuresidente, Holobye wa le ka Hofisi ya Phuresidente na Vaholobye hinkwavo eka Ntlawa wa Ikhonom Khansele leyi yi ta hlangana n'hweti na n'hweti ku angamela nsimeko wa kungu ra ku aka hi vuntshwa na nhlakarhelo wa ikhonomi na ku tlhela yi hlangana na vanakulobye va mfumo eka Khansele","To ensure the regular monitoring of the implementation of the plan, Cabinet approved the setting up of the National Economic Recovery Counci The council will be chaired by the President and comprises the Deputy President, Minister in The Presidency and all the Ministers in the Economic Cluste The council will meet monthly to oversee implementation of the economic reconstruction and recovery plan and also to interface with the social partners in the National Economic Development and Labour Counci 2.",0.8777462
"[ 0.44348317 -0.16809285 -0.11816016 ...  0.47478315  0.5362116
  0.65645367]","[ 0.00931318  0.00183975  0.0024544  ...  0.02242621 -0.00040668
  0.0111575 ]",ya Nhluvukiso wa Ikhonomi na Vatirhi ya Rixaka Xiyimo xa Mhangu xa Rixaka,"government, labour, business and community organisations",0.7526529
[0.70555466 0.05150573 0.04959578 ... 1.8883214  1.2499967  2.3216786 ],[0.01792372 0.00091013 0.00648346 ... 0.00039971 0.02523584 0.00712212],"Ku engeteriwa ka Xiyimo xa Mhangu xa Rixaka ku ya eka 15 Hukuri 2020, ku ya hi Nawu wa Vulawuri bya Timhangu wa Rixaka, 2002 (Nawu wa 57 wa 2002), swi ta pfumelela mfumo ku ya emahlweni wu hunguta ku hangalaka ka xitsongwatsongwana lex Loko Afrika-Dzonga yi tokotile ku huguteka swinene ka ntluleto na ku hangalaka ka COVID-19 eka tin'hweti leti hundzeke, xitsongwatsongwana lexi xa ha ri na hin Loko tiko ri karhi ri tifambelanisa eka","The extension of the National State of Disaster to 15 November 2020, in terms of the Disaster Management Act, 2002 (Act 57 of 2002), will enable government to further minimise the spread of the viru",0.83024496
"[-0.18190017 -0.0321742  -0.25599748 ... -0.13459645  0.0200441
 -0.20898443]","[-0.00188062  0.00041753  0.00621185 ... -0.00046436 -0.00340141
  0.00370504]",ntolovelo wuntshwa,new normal,0.7657201
"[ 0.5783746   0.1627261  -0.08483032 ...  1.3274782   1.3611728
  1.6039219 ]","[ 1.5248436e-02  1.5677782e-02 -6.5370346e-05 ...  3.2496277e-02
  4.2403683e-02  3.0613843e-02]","wa ku hanya swin we na COVID-19 na ku tlakuka nakambe loku nga tshukaka ku va kona, Khabinete yi tlhela yi kombela nakambe maAfrika-Dzonga hinkwavo ku ya emahlweni va landzelela milawu ya rihanyu ya ku ambala swipfalaxikandza, ku siya mpfhuka exikarhi ka vanhu na ku tshama va karhi va hlamba swandla hi mati na xisibi kumbe ku tirhisa xidlayaswitsongwatsongwana lexi nga na xihok Lama hi wona ntsena magoza yo sivela lama nga kona ku tisirhelela, ku sirhelela mindyangu ya hina na varhandziwa va hina eka ku khomiwa hi COVID-19.","of coexisting with COVID-19 and a possible resurgence, Cabinet once again urges all South Africans to continue adhering to the health protocols of wearing masks, practising social distancing and frequently washing hands with water and soap or using an alcohol-based sanitise These are the only preventive measures available to protect ourselves, our families and loved ones from contracting COVID-19.",0.9076023
[0.6880061  0.1656737  3.268868   ... 1.0479412  0.49162894 2.020153  ],"[ 0.04393066  0.00086169 -0.0003153  ...  0.02919163  0.03882258
  0.02351927]","Khabinete yi navelela hinkwavo lavaya va nga tluletiwa hi xitsongwatsongwana lexi ku hatlisa va hola, ku katsa na Holobye wa Rihanyu wa hina, Dkd Zweli Mkhize na nsati wa yena, Dkd May Mkhiz Khabinete yi tlhela yi rhandza ku khensa vatirhi va rihanyu va vuthu ra le mahlweni hinkwavo eka vutiboheleri na vutiyimiseri bya vona lebyi byi nga endla leswaku ku va na ku tlakuka eka mpimo wa nhlakarhelo wa COVID-19 wa tiko ku hundza eka 90% na ku endla leswaku mpimo wa hina wa mafu wu tshama eka","Cabinet wishes all those infected by the virus including our Minister of Health, Dr Zweli Mkhize and his wife, Dr May Mkhize, a speedy recover",0.81800056
[0.3211336  2.0653188  0.10760704 ... 0.87552077 0.68424714 1.0415701 ],[0.00753463 0.05924927 0.00015121 ... 0.0365916  0.0277795  0.02998834],"Nkongomiso eka nhlayiseko wa le matikoxikaya Khabinete yi seketela hi ku hetiseka ntirho wa maphorisa ya Afrika-Dzonga eka ku khoma lava va nga endla vugevenga byo chavisa etikweni ra ka hina lebyi byi katsaka ku dlayiwa na ku vavisiwa hi xikongomelo xo limata ka van'wamapurasi na vatirhi va le mapurasini etikweni hinkwar Muganga wa mapurasi i xiphemu xa nkoka eka ikhonomi ya hina, naswona vugevenga emapurasini byi vanga nxungeto kungari eka nhlayiseko wa munhu yena n wini wa van'wamapurasi ntsena na vatirhi va le mapurasini kambe na le ka nsirhelelo wa swakudya wa tik Mfumo wu le ku landzeleriseni hi ku hatlisa nsimeko wa Qhinga ra Nhlayiseko wa le Matikoxikaya lowu pfuxetiweke ku angula eka swidingo swa miganga ya le makaya na ku seketela nhluvukiso wa vanhu na ikhonom Khabinete yi kombela rixaka ku pfuna Vukorhokeri bya Maphorisa bya Afrika-Dzonga (SAPS) eka ku lwisana na vugevenga hi ku nghenela tiforamu ta maphorisa ta miganga na ku mangala vugevenga eka xitichi xa maphorisa xa le kusuhi, ku bela riqingho eka nomboro ya ku Herisa Vugevenga ya mahala eka 08600 10111, ku rhumela SMS ya xikalavito eka Nomboro ya Riqingho ya swa Vugevenga eka 32211 kumbe u tirhisa App ya MySAPS","Cabinet fully supports the work of our South African police in arresting those committing heinous crime in our country which includes the killing and maiming of farmers and farm workers throughout the countr The farming community is an integral part of our economy, and crime on farms poses a threat not only to the personal safety of farmers and farmworkers but also to the country s food securit",0.8551024
