ts,en,src_text,trg_text,Cosine_Score
"[ 0.25627285  0.24479817 -0.2870934  ...  1.0767136   0.6039166
  0.64413625]",[0.00894131 0.02150466 0.0051596  ... 0.01444988 0.0264342  0.03110501],"Ku humelerisiwa ka tiphurogiremenkulu ta mfumoKhabinete yi lemukile xivikonhlamulo hi Holobye wa Timali eka Phuresidente, xa ku humelela ko tihlanganisa ka Mfumo na mabindzu yo ka ya nga ri ya mfumo na mintirho hi timhaka ta ikhonom Phuresidente u lerisile Holobye ku rhangela mimbhurisano na vanakulobye va vayimeri va vanhu ku humelerisa kungu ni ku ta na tindlela to ndlandlamuxa ikhonomi ni ku hlayisa xiyimo xa hilaha tiko ri pimiwaka hakona eka xiyimo xa vulombi bya swikweletKhabinete yi tsakisiwile hi leswaku ntirho lowu wu humelerisile mapfhumba yo khomeka lama nga ta antswisa xiyimo xa ikhonomi ya tik Phuresidente u tivisile hi swirhangana swa mapfhumba yo hlaya hi Musumbhunuko, leswi katsaka: (1) xinalulobyenhlangano xa nkwama wa sekithara ya mabindzu ya mfumo na yo ka ya nga ri ya mfumo ya Nseketelo wa Mabindzu Lamantsongo, (2) ku ololoxa na swirhalanganyi swo ndlandlamuxa vuvekisi hi xikhongomelo xo engetela rivilo ra ndlandlamuko wa ikhonomi wo katsakanya, (3) xinakulobye xa vuvekisimbirhi xa mfumo na mabindzu yo ka ya nga ri ya mfumo bya switirhisiwa hi ku tirhisa ntokoto lowu humeleleke wa Phurogireme ya Vuhumelerisi bya Gezi yo Tiyimela hi Yoxe ni ku (4) tiyisa Mabindzu lawa N winyi ku nga Mfumo ku tiyisisa timali ta wona ta nkarhi wo leha no tiyisisa tiyisa ntirho wa wona wo fambisa nhluvukisSwitiviso leswi i vumbhoni bya leswi tiko leri ri nga swi fikelelaka loko vanakulorhi hinkwavo lava tirhelaka vanhu va tshunelelana leswaku va tirha ku humelerisa xikongomelo xin w","Implementation of Key Government Programmes Cabinet took note of the report-back by the Minister of Finance to the President, on the progress of Government s consultations with the private sector and labour on the econom The President mandated the Minister to lead engagements with these social partners to map out a strategy and come up with measures for growing the economy and preserving the country s credit ratinCabinet is pleased that this work has culminated in concrete initiatives that will improve the country s economic prospect The President announced several priority initiatives on Monday, which include: (1) a joint private and public sector fund for Small Business Support, (2) addressing constraints to increasing investment in order to accelerate inclusive growth, (3) government and private sector co-investment in infrastructure drawing on experience of the successful Independent Power Producer Programme and (4) strengthening State Owned Enterprises to ensure their financial sustainability and reinforcing their role in driving developmenThese announcements are testament to what this country can achieve when all social partners come together to work towards the same goa Cabinet remains confident that government s aggressive fiscal consolidation, the historic R1 trillion collection by the South African Revenue Service and the recently announced five short-term interventions, all complement the Nine Point plan so as to ensure a turn-around in our economic fortune The increased revenue collection by SARS will further enable Government to deliver services that will improve the quality of lives of all its citizen Cabinet welcomes the announcement by ratings agency, Moody s Investor Services, which over the past week reaffirmed the country s credit rating at two notches above sub-investment grad In affirming the rating, Moody s noted that South Africa was approaching a turning point after years of weak growth and the aggressive consolidation measures in the 2016 budget will stabilise government debt to GDP in the current yea All parties are agreed that collaborative efforts need to be strengthened to give impetus to the economic recover We also note that the Minister of Finance",0.8594744
[1.0321516  0.9617264  0.01061337 ... 0.729478   0.9880941  1.0096519 ],"[ 0.01862106  0.005111   -0.00038625 ...  0.00110116  0.03325653
  0.03082015]","Khabinete yi tshembha leswaku pfhumba ra mfumo ro hlengeleta xibalo hi nkani, ku nga R1 thiriliyoni leswi ku nga matimu eka Vukorhokeri bya Xibalo xa Afrika-Dzonga na swinghenelelo swa tlhanu swa nkarhinyana leswa ha ku boxiwaka, hinkwaswo ka swona swi engetela Kungu ra Tindlela ta Kaye ro tisa ku cinca eka rifumo ra ikhonomi ya hin Ku tlakuka ka vuhlengeleti bya xibalo hi SARS swi ta tlhela swi endla leswaku Mfumo wu kota ku phakela vukorhokeri lebyi nga ta antswisa xiyimo xa vutomi bya vaakatiko hinkwav","The platform will share knowledge of the design, construction, maintenance and impact of large dam It will also include tours of large dams in Southern Africa and will contribute to our water conservation effort As part of the Integrated National Literacy and Numeracy Strategy, the Department of Basic Education is hosting the 2016 Spelling Bee to improve learners",0.76175344
[0.7435946  0.48724955 0.03949552 ... 0.91987485 1.0108922  0.67617047],"[ 0.01966102 -0.00030159  0.01621513 ...  0.01569263  0.0490879
  0.05765934]","Khabinete yi amukela xitiviso hi tiejensi ta vuhleri, Vukorhokeri bya Vavekisi bya Moody s, lebyi eka vhiki leri hundzeke byi tiyisiseke nakambe vuhleri bya swikweleti eka tinocho timbirhi ehenhla ka Gireyidi ya vuvekisi bya le hans Hi ku tiyisisa vuhleri lebyi, Moody s yi lemukile leswaku Afrika-Dzonga a ri ri na ku cinca ka swilo endhaku ka malembe ya ndlandlamuko lama tsaneke naswona tindlela ta matimba ta nkondletelo eka mpimanyeto wa 2016 ti ta tisa ntshamiseko eka swikweleti swa mfumo eka GDP nan wak Mitlawa hinkwawo ya pfumelelana leswaku matshalatshala hi ku hambanahambana ka wona ya fanele ku tiyisisiwa hi xikongomelo xo tisa khinkhi wo pfuxa ikhonom Hi tlhele hi lemuka leswaku ntirho wa Holobye wa Timali na vanakulorhi lava tirhelaka vanhu wu katsa vuhleri bya swikweleti lebyi nga ta humesela erivaleni vuhundzuluxi na vungheneleri lebyi nga ta hlayisa timakete ta timali leti tiyeke na vuhleri bya swikweleti bya gireyidi ya vuvekis","The allocation of spectrum within the NRFP will facilitate assignment plans for the different services which are critical to achieving economic, cultural and social benefits through the use of spectrum as a natural resourc In supporting the National Development Plan goals, the spectrum will be used for national broadband rollout, digital terrestrial television, satellite communication and public protection and disaster relief, as well as other serviceCabinet was briefed on the Decisions taken by the Assembly of the African Union (AU) Heads of State and Government in Johannesburg in June 2015 to revise the assessed annual contributions by Member States from 2016, in order to enhance its ability to carry out its programmeCabinet approved implementation of South Africa s new assessed contribution to the AU in line with the Assembly Decision of a new Scale of Assessmen This is based on the principle of solidarity, equitable payment as well as capacity to pay, in a manner that ensures that no single country bears a disproportionate share of the budget Upcoming events President Jacob Zuma will conduct a State Visit to Doha, Qatar on 19 May 2016 to strengthen political and economic relations between the two countrie Deputy President Cyril Ramaphosa, as the Special Envoy of President Jacob Zuma to South Sudan, will visit Juba on 16 May 2016.",0.8381974
"[ 0.50593853  0.00310565 -0.23185568 ...  0.6454023   1.047899
  1.0251416 ]","[ 0.02850669  0.00927345 -0.00049037 ...  0.02692095  0.02911397
  0.02602427]","Phuresidente u amukela Tivhoti ta Mpimanyeto hi Vaholobye lava khumbhekaka leti vulavulaka hi swilaveko swa maAfrika-Dzonga hinkwav Swiviko swa magoza lama fambiweke na makungu lama humelerisiweke hi Tivhoti ta Mpimanyeto ta Tindzawulo swi komba leswaku Afrika-Dzonga i tiko leri nga ku tirheni, mfumo wu rhangile emahlweni, ku karhi ku akiwa vutomi byo antswa bya hinkwav",The university s contribution to producing illustrious alumni in the country and Southern Africa bolsters Africa Month celebration Cabinet encourages people to participate in the Africa Month multi-disciplinary programme that involves different generations and genres under the theme,0.7640803
"[ 0.96085507  0.03704215 -0.01304551 ...  0.97785604  0.93632287
  0.5799765 ]",[0.01188455 0.00242086 0.06750181 ... 0.02258356 0.01761276 0.03991763],"Tindlela to khomeka ti vekiwile ku hunguta switandzhaku swa ntshikelelo wo tsana ka ikhonomi ya misava eka ikhonomi ya hina, ni ku tilulamisela ku ndlandlamuka hi matimba loko xirhendzevutani xa ikhonomi xi sungula ku tlharih Hi tlhela hi tirha hi matimba ku susa swirhangalanyi swa laha kaya leswi sivelaka ndlandlamuko wa ikhonom","work with social partners includes a credit ratings workstream that will identify potential reforms and interventions to preserve South Africa s strong capital markets and investment grade credit ratinThe President appreciates the Budget Votes by respective Ministers which address the needs of all South African The progress reports and plans emanating from the Departmental Budget Votes demonstrates that South Africa is a nation at work, with government leading the way, in building a better life for alConcrete measures have been put in place to reduce the negative impact of the global economic downturn on our economy, and to prepare for robust growth when the economic cycle turns positiv We are also working hard to remove domestic impediments to growtThe budget votes also demonstrate that government, labour and business are working together, more than any other time, to find ways of re-igniting growth and building a better life for al This includes vigorous implementation of the Nine Point Plan, announced by President Jacob Zuma in his 2015 State of the Nation Address as well as Operation Phakisa, designed to fast track implementation of solutions to critical development area These programmes address critical issues from the National Development Plan, such as reducing poverty and unemploymen Cabinet reassures South Africans that the country s unemployment situation is being addressed through the implementation of the country s National Development Plan (NDP) through the Nine Point Plan economic intervention which seeks to ignite growth and boost jobs in key sectors of our econom The collaboration of the private sector is pivotal for a successful outcomGovernment is using all available initiatives including its Industrial Policy Action Plan (IPAP) to create more labour absorbing production and services sectors to address unemployment which has been further impacted by the difficult global and local economic condition Minister of Trade and Industry, Rob Davies launched the eighth annual iteration of the IPAP 2016/17 to 2018-19 on 9 May 2016 at a 100% black-owned casting and machining foundry in Gauten Government emphasizes the importance of developing close cooperation with cutting-edge local industrial companies involved not just in infrastructure development, transport and logistics, but across a wide range of technologically sophisticated, export ready and labour intensive sectors of the South African economy as a totalitWhile the Quarterly Labour Force Survey for the first quarter of 2016 recorded an increase in unemployment to 2per cent on a quarter on quarter basis, 2016 employment levels are higher by 204 000 employed people when compared with the first quarter of 2016.",0.706867
"[ 1.1206199   0.21119383 -0.21559109 ...  0.6543168   0.6664213
  0.81027895]","[ 1.0759233e-02 -4.1576574e-04  4.5990768e-05 ...  2.3610318e-02
  1.9151939e-02  2.3815731e-02]","Tivhoti ta mpimanyeto ti tlhela ti komba leswaku mfumo, vatirhi na van wamabindzu va le ku tirheni hi matimba, ku tlula mikarhi leyi hundzeke, ku kuma tindlela to lumeka ndlandlamuko nakambe ni ku aka vutomi byo antswa bya hinkwav Leswi swi katsa ku humelerisiwa hi matimba ka Kungu ra Tindlela ta Kaye, leri tivisiweke hi Phuresidente Jacob Zuma eka Mbulavulo wa yena hi Xiyimo xa Rixaka wa 2015 ku katsa na Operation Phakisa, leyi lulamisiweke ku hatlisisa vuhumelerisi bya swiboho swa tindhawu ta nhluvukiso ta nkok Tiphurogireme leti ti vulavula hi timhaka ta nkoka ta Kungu ra Nhluvukiso wa Rixaka, ku fana ni ku hungutiwa ka vusweti na vupfumari bya mitirh","This year, INDABA hosted 3000 more meetings than last yea In total 14 000 business meetings took place over the three days of INDABA, presenting a significant economic benefit potentia The event was also attended by 575 national and international journalistThe INDABA focussed on the industry's small, medium and micro enterprises (SMMEs) showcasing products and services from promising small travel businesse 70 enterprises gave workshops on how to access the market - and gro SMMES have the potential to become big busines The INDABA has bolstered the role SMMEs play in the economic development of both developed and developing countries, in growing the tourism secto Unlocking the potential of SMMEs is one of the critical job drivers in the Nine-Point Plan that will grow and transform the economy and create jobs Key Cabinet decisions Cabinet discussed the implementation on the Truth and Reconciliation Commission s (TRC) recommendations and proposed options for the implementation of the Community Rehabilitation ProjectRealisation of Community Rehabilitation Projects redress the injustices of the past through the rehabilitation of 128 communities that were subjected to acts of violence and destruction during the conflict period (1 March 1960-10 May 1994).The Department of Justice and Constitutional Development will solicit contributions from relevant stakeholders (public and private) in order to secure adequate resources to bring about holistic interventions in these 128 communities, identified by the TRC on a case by case basis that might differ in value but to a maximum value of R30 millio This will ensure that Projects are feasible and sustainable in order to realise community aspirationThis contributes to the realisation of the National Development Plan through broadening social cohesion and unity, redressing the inequalities of the past and the realisation of a developmental, capable and ethical state that treats citizens with dignitCabinet was briefed on the outcomes of the World Radiocommunications Conference (WRC-15) which was held from 2 to 27 November 2015 in Geneva, Switzerlan South Africa led the Africa Group negotiations that led to the region securing additional spectrum for mobile broadband and Africa managed to protect the lower UHF spectrum for digital terrestrial televisio More spectrum allocations were made for maritime, aeronautical and space serviceThe National Radio Frequency Plan (NRFP) will be updated to reflect the decisions of the WRC-15, which come into force 01 January 2017.",0.7886696
[0.64674765 0.2259975  1.8334106  ... 1.026252   0.6647477  1.3428855 ],[0.00413252 0.00560182 0.01384238 ... 0.01703683 0.0207609  0.03517628],"Khabinete yi tshembhisa maAfrika-Dzonga leswaku xiyimo xa vupfumari bya mitirho etikweni xi le ku landzeleriweni hi ku humelerisiwa ka Kungu ra Nhluvukiso wa Rixaka ra laha tikweni hi ku tirhisa Kungu ra Tindlela ta Kaye to nghenelela eka xiyimo xa ikhonomi leti nga ta lumeka ndlandlamuko ni ku engetela mitirho eswiyengeninkulu swa ikhonomi ya hin Ntirhisano wa xiyenge xa xihundla wu na nkoka eka mbuyelo lowu humelelak Mfumo wu le ku tirhiseni ka mapfhumba hinkwavo lama nga kona ku katsa na Kungu ra Magoza ya Pholisi ya Vumaki (IPAP) ku tumbuluxa vuhumelerisi lebyi lavaka vatirhi vo tala na swiyenge swa vukorhokeri hi xikongomelo xo lwa na ku pfumaleka ka mitirho leswi nyanyisiweke hi swiyimo swo tika swa ikhonomi ya laha kaya na ya misav Holobye wa Ndzawulo ya Mabindzu na Vumaki, Rob Davies u simekile IPAP 2016/17 ku fikela hi 2018-19 hi ti 9 Dzivamisoko 2016 yo vuyelela ya vunhungu ya lembe na lembe eka feme ya vuhumelerisi leyi nga ni vun wini bya vantima bya 100% eGauten Mfumo wu tshikelela nkoka wo tumbuluxa mabindzu lama pfalekeke lama fambisiwaka hi tikhamphani ta laha kaya ta vumaki bya xiyimo xa le henhla, lama tinghenisaka ku nga ri eka nhluvukiso wa switirhisiwa, vutleketli na tilogisitiki ntsena, kambe lama katsaka tithekinoji ta xiyimo xa le henhla, lama tiyimiseleke ku endla vuxavisi bya matikomambe, naswona lama nga ni swiyenge leswi tholaka vanhu vo tala swa ikhonomi ya Afrika-Dzonga hi ku angarhel","Cabinet welcomes the handover of the Beaufort West Youth Hub, in Western Cape by President Jacob Zuma, which provides a facility to the youth, where they can empower themselve The Hub has a mix of facilities that provide for holistic development of young people and for the community at larg The facilities available in this youth hub will provide young people from poor communities with opportunities to better participate and contribute positively to their communities and to the countrThe fully equipped Skills Centre that is being operated by South Cape College will provide training in business administration, end user computing and early childhood development to 200 National Rural Youth Service Corps (NARYSEC) participants per yea NARYSEC is a long-term programme where only rural youth are targeted, recruited and contracted for a period of two yearYouth between the ages of 18 and 25 years old are recruited and then enrolled for training in various skills that will equip them, both with theoretical and practical knowledge, to create employment for themselves and other people in their communitie This Youth Hub is a Pilot project and the first of its kind, and will be rolled out in other province Cabinet welcomes the recently held 2016 Open Government Partnership (OGP) Africa Regional Meeting which was hosted by South Africa under the theme ""Open Government for Sustainable Development in Africa"" from 5 to 6 May 2016.This gathering comes seven months after South Africa became the Lead Chairperson of the Open Government Partnershi Open government principles are crucial for achieving a much broader range of sustainable development goals, linking openness to governance for the improvement of the vulnerable and poor around the worlThe Open Government Partnership and Open Government is also a key enabler that will assist the global community to achieve the 2030 Agenda for Sustainable DevelopmenThis Regional Summit was the biggest Open Government Partnership (OGP) Regional summit ever organised by the OGP with very substantive outcomes coming out of each session throughout the conferencIn keeping with governments commitment to partnership and good governance, this summit attracted participants from various Civil Society Organisations (CSO) from around the world that are rooted in communities across different sectors outside the traditional CSO s that have always been part of the partnershiCabinet notes the approval of the merger of three bottling plants to form the continent's largest bottling plant, Coca-Cola Beverages Afric Cabinet welcomes the agreement on public interest conditions for the merger between government and the Coca-Cola Beverages Africa merger parties that can support our efforts for greater industrialisation in the South African economThe agreement safeguards aggregate employment levels in the company for a period of three years, protects workers in the bargaining unit from merger-related retrenchments, supports localisation of the supply chain and commits to develop historically disadvantaged farmers and suppliers to the compan Furthermore, R400 million has been committed to fund enterprise development in the agricultural value chain and another R400 million incremental investment to develop downstream distribution and retail capabilities with associated skills development and trainin The iconic Appletiser brand will continue to be produced in South AfricThe agreement opens fridge space in coolers owned or supplied by Coca-Cola to smaller retailers: ten percent of fridge space will be available to rival products from smaller producers in retail establishments where only Coca-Cola supplied coolers are availabl This opens the market to new entrants and small bottlers, helping to avoid restrictive business practices that keep small and medium-sized businesses out of marketIn addition, the company's long term investment in the country's economic and socialdevelopment will be enhanced through the establishment of the merged entity's headquarters in South Afric The agreement follows a recent similar agreement entered into with Annhauser Beush InBev relating to the purchase of SAB Mille In particular, in their emphasis on employment, localisation and small business development, these agreements point to the importance of balancing corporate mergers with public interest issues and set a standard for companies contemplating similar mergers or acquisition Cabinet noted the launch of the Mpact Polymers R350 million bottle-to-bottle plant in partnership with Coca-Col This initiative is in response to the Government's legal framework working through the Environmental Affairs' National Waste Management Strategy goal to promote recycling enterprise The plant is a first of its kind on the African continent diverting 29 000 tonnes (polyethylene terephthalate) PET waste bottles with an estimated saving of 186 000 cubic metres of landfill space and will contribute to reduction of Carbon dioxide (CO2) emissions of approximately 53 000 tonnes per annu The Industrial Development Corporation (IDC) provided a R210 million loan facility as well as R30m for its 21% equity stake and the Department of Trade and Industry granted a section 12(I) tax incentiv The recycling plant provides jobs to 80 employees and 1 000 jobs to waste collectorPartnerships like this are an important engine for economic growth, creating thousands of jobs in the recycling economy that is worth about R50 billio Currently, plastic recycling alone provides income opportunities for more than 60 000 waste picker Mpact Polymers, state of the art recycling plant complies with EU food safety specifications and is the first such factory in Africa which also meets Coca-Cola s full certification protocol for PET bottle Cabinet welcomes the report-back on the Integrated Strategic Management of Rhinoceros which has shown that South Africa has turned the tide on rhino poachin Since the beginning of this year alone 206 alleged poachers have been arresteThe Integrated Strategic Management Approach was adopted by Cabinet in August 2014 which saw the Security Cluster implementing a multi-disciplinary, multi-sectoral intervention to protect rhino in South Afric Cabinet congratulates the country for hosting a successful 2016 Tourism Indaba in Durban Kwazulu-Natal, which concluded on Monday, 9 May 2016 with numerous successful interactions between 1 047 exhibitors from 18 African countries and 1 856 buyers from across the glob",0.8360687
[0.6615744 0.5646977 3.7813485 ... 1.2820656 0.8733505 2.7186546],"[3.4781303e-02 8.7934437e-05 8.1760474e-02 ... 1.5209102e-02 3.9946653e-02
 5.2244272e-02]","Loko Ndzavisiso wa Swiyimo swa Vatirhi wa Kotara eka kotara yo sungula ya 2016 wu kombile ku engeteleka ka vupfumari bya mitirho ku ya eka 2 hi ku landzelela kotara yin wana na yin wana, xiyimo xa vuthori bya 2016 xi yile ehenhla hi 204 000 wa vanhu lava thoriweke loko ku fananisiwa na kotara yo sungula hi 2015.","The campaign will raise awareness on the importance of sanitation and promote sanitation best practiceA key programme is the Bucket Eradication Programme; progress includes total eradication of bucket toilets in formal settlements in KwaZulu-Natal, North West, Mpumalanga and Gauten The Western Cape reached 9per cent completio Progress in other provinces includes the eradication of 20 560 bucket toilets: Free State (4 056), Eastern Cape (2 672); Northern Cape (2 421) and North West (398).Water and Sanitation Minister, Nomvula Mokonyane will participate in the 84th International Committee on Large Dams (ICOLD) at the Sandton Convention Centre from 15 to 20 May 2016.",0.7102254
"[ 0.85879    -0.05437768 -0.0722692  ...  1.4462352   0.94843364
  0.64861715]","[ 0.02372889 -0.00036853  0.01111699 ...  0.02393187  0.04002331
  0.052069  ]","Khabinete yi amukela ku hundzisiwa ka Habu ya Vantshwa ya Vupeladyambu ya Beaufort, eKapa Vupeladyambu hi Phuresidente Jacob Zuma, leswi nyikaka switirhisiwa eka vantshwa, laha va nga ta kota ku tinyika matimba kon Habu leyi yi katsa switirhisiwa swo hambanahambana leswi nyikaka nhluvukiso wa vantshwa eka swiyenge hinkwaswo swa vona ku katsa ni miganga hi ku angarhel",This day is significant to the South Sudanese as they mark the Sudan People's Liberation Army DaDuring his visit the Deputy President will monitor implementation of the peace agreemen South Sudan reached a milestone at the end of April 2016 with the swearing in of the transitional government of national unit President Jacob Zuma will lead the national and Southern African Development Community (SADC) celebration of the University of Fort Hare Centenary on 20 May 2016.,0.7387835
"[ 0.42083606 -0.16562462 -0.11146117 ...  0.8689185   0.98439896
  0.9216117 ]","[ 0.01204817 -0.00050173  0.01782716 ...  0.01304521  0.03266253
  0.05722089]",Switirhisiwa leswi nga kona eka habu leya vantshwa swi ta nyika vantshwa ku suka emigangeni leyi sweleke tindhawu leswaku va kota ku tinghenelerisa hi ku antswa ni ku hoxa xandla hi ndlela leyi akaka emigangeni ya vona ni le tikwen,The International Day for Families was proclaimed by the United Nations General Assembly and focuses on Families: children s and youth s health and well-being; work-family balance and health outcomes; and better quality of life for older person From 16 to 20 May 2016 the Department of Water and Sanitation will lead Sanitation and Hygiene Week under the theme:,0.68781805
