ts,en,src_text,trg_text,Cosine_Score
"[ 0.6818401  -0.03910752 -0.0038142  ...  0.18584631  0.21805237
  0.7887075 ]","[ 0.00980162 -0.0033715  -0.00078007 ...  0.00912488 -0.00173329
  0.03020796]",Xiyimo xa Khabinete eka timhakankulu1.,ISSUES IN THE ENVIRONMENT1.,0.7211836
"[ 0.7583559  -0.19191206 -0.17894237 ...  0.14575034  0.02326411
  0.3596749 ]","[ 1.1007094e-02 -1.1568131e-03 -9.4100040e-05 ...  3.4826859e-03
  3.2639494e-03  6.8621279e-04]",Ku Cinca ka ta Maxelo,Climate Change,0.93067217
"[ 0.37526783 -0.17045142  0.00557413 ...  1.1233046   1.0908339
  1.5155907 ]","[ 0.0147269  -0.0018664   0.00509251 ...  0.01570071  0.04540289
  0.02567167]","Khabinete yi amukela ku endzeriwa ka Afrika-Dzonga hi Tat Alok Sharma, Presidente wa Samiti ya vu26 ya Nhlangano wa Matiko (UN) ya ku Cinca ka ta Maxelo, ku sukela hi ti19 ku fikela ti21 Khotavuxika 2022, ni ku kambela ka yena ka leswaku Afrika-Dzonga ri kombisile ku tiboha ka matimba eka ku cinca ka eneji yo teng","Cabinet welcomed the visit to South Africa by Mr Alok Sharma, President of the 26th United Nations (UN) Climate Change Summit, from 19 to 21 June 2022, and his assessment that South Africa has shown a clear commitment to a clean energy transitio",0.9142107
"[ 1.32858     0.01812367 -0.29925382 ...  1.3665038   1.3921887
  0.9271631 ]","[ 2.6113044e-02 -6.9039228e-04  7.7887038e-05 ...  4.0272731e-02
  4.2380918e-02  2.6984766e-02]","Hi 2021, Presidente Cyril Ramaphosa u tikatsile ni varhangeri van wana hi ku tivisa vutirhisani bya matimu ni mifumo ya France, Germany, United Kingdom na United States, ku katsa ni European Union, ku seketela ku cinca lowu faneleke ku ya eka ikhonomi ya khaboni ya le hansi ni le ka rixaka leri tiyiselaka eka ku cinca ka ta maxel","In 2021, President Cyril Ramaphosa joined other leaders in announcing a historic partnership with the governments of France, Germany, United Kingdom and United States, as well as the European Union, to support a just transition to a low carbon economy and a climate resilient societ",0.8981992
"[ 1.1428145  -0.04570878 -0.05808436 ...  1.4169234   1.0822364
  1.0606878 ]","[ 0.02424323 -0.00064805  0.00102408 ...  0.03502721  0.04173459
  0.03397211]","Afrika-Dzonga a ri ri karhi ku tirha hi matimba swinene ku lulamisa ndhawu leswaku ku ta va ni ku cinca ka eneji yo tenga kutani ri ya eka switirhisiwa swa eneji yo tenga tahini hayidirojeni ya rihlaza, bayomasi, gezi leri endliwaka hi moya, gezi leri endliwaka hi dyambu na hayidirophawa, exikarhi ka swipfuxetiwa swin wan Leswi vuriwaka nkatsakanyo wa eneji swi pfumelela ku ringanana exikarhi ka switirhisiwa swa eneji ku tiyisisa matimba lama tshembekeke ku fikelela swilaveko swa nkuriso wa eneji ya tiko","South Africa has been hard at work in preparing the ground for our clean energy transition and a move to clean energy sources such as green hydrogen, biomass, wind power, solar power and hydro-power, among other renewable This so-called energy mix allows for a balance between energy sources to ensure reliable power to meet the country s growing energy needs",0.8939873
[1.6934695  0.35030752 0.03635491 ... 0.4992452  0.98129827 1.731914  ],"[ 0.02227751 -0.00034165  0.00496226 ...  0.00837674  0.02845711
  0.0115119 ]",Mpfumelelo wa murhi wa ntlhavelo wa Vuvabyi bya Khoronavhayirasi (COVID-19),Coronavirus Disease (COVID-19) vaccine uptake,0.8748514
[0.57411253 0.09543611 0.08132746 ... 1.4474034  0.5393881  0.9718228 ],"[ 0.00934129 -0.00129394  0.00788022 ...  0.00810124  0.02104827
  0.01532809]","Khabinete yi amukele ku ya ehansi ka ntsariso wa ntlulelo wa COVID-19 eAfrika-Dzonga eka mavhiki mangarimangani lama hundzeke ni ku hlohlotela vanhu hinkwavo lava nga fanela ku ya emahlweni va sawutisiwa, leswi pfunaka ku sivela vuvabyi bya matimba, ku amukeriwa exibedhlele ni rif",Cabinet welcomed the significant drop in COVID-19 infections recorded in South Africa over the past few weeks and encouraged all eligible people to,0.80005276
[1.2489088  0.0329592  3.5522428  ... 0.83855546 1.5089887  1.8102478 ],"[ 2.4448030e-02 -4.8323094e-05  5.8547899e-02 ...  4.2026240e-02
  2.9999746e-02  2.6387369e-02]",Hafu ya vantswatsi hinkwavo va Afrika-Dzonga ku fikela namuntlha va amukele kwalomu ka thonsi rin we ra murhi wa ntlhavelo wa COVID-19.,Half of all adult South Africans have to date received at least one COVID-19 vaccine dos Government aims to use the low-interest loan recently approved by the World Bank to purchase additional COVID-19 vaccine doses and ensure that the nation is adequately protected against potential infection,0.7985248
"[ 1.1625403   0.17388053 -0.02438448 ...  0.94625884  1.1134509
  1.3158808 ]","[ 0.0313823  -0.00129716  0.00130345 ...  0.02396199  0.04803876
  0.0181031 ]",Mfumo wu kongome ku tirhisa ku lomba loku nga ni ntswalo wa le hansi loku ka ha ku pasisiwaka hi Bangi ya Misava ku xava mathonsi yo engetela ya murhi wa ntlhavelo wa COVID-19 ni ku tiyisisa leswaku tiko ri sirhelelekile ku ringana ku lwisanaa ni ntlulelo wa matimb,South Africa had been leading the call for the WTO to waiver intellectual property rights tied to COVID-19 vaccines that will ensure equal access to vaccines and enable countries that have the capability to manufacture vaccines to do s,0.7894591
"[ 0.89908713  0.11298781 -0.15177388 ...  0.3241028   1.2018601
  0.6961683 ]","[ 0.03266416  0.03814486  0.00438893 ...  0.00718794  0.03922741
 -0.00010854]","Khabinete yi tlhele yi tekela enhlokweni timhaka leti yelanaka ni nhluvukiso wa ku lawula ntungu wa COVID-19, ngopfungopfu hi ku humelela loku endliweke mayelano ni ku tlhelela hi ku hetiseka ka migingiriko ya ikhonomi ya vanh Holobye wa Rihanyo, Dkd Joe Phaahla, u ta nyika vuxokoxoko ku ya emahlweni","Cabinet also considered matters related to developments on the management of the COVID-19 pandemic, particularly with the progress being made towards a full return to normal socio-economic activitie The Minister of Health, Dr Joe Phaahla, will provide further details",0.8907114
