ts,en,src_text,trg_text,Cosine_Score
[0.80585736 0.02231428 2.1468375  ... 1.0159975  1.0647945  2.3411927 ],"[ 0.0197448  -0.00569934 -0.0003194  ...  0.04789486  0.01469204
  0.0538551 ]",Xiyimo xa Khabinete eka timhaka ta nkoka eka mbango wa sweswi Mbulavulo hi Xiyimo xa Rixaka (SoNA) wa vu 24 endzhaku ka loko ku amukeriwile xidemokirasi lexi nga nyika xikambelwana xa matimba xa le ku heteleleni ka kotara eku tirhisiweni ka swikongomisi swa mfumu swa 2009-2014.,Cabinet s position on prominent issues in the current environment The 24th State of the Nation Address (SoNA) since the ushering in of democracy provided a critical end-of-term assessment on the implementation of government priorities for 2009-2014.,0.8583802
"[ 0.60029143  0.22539553 -0.2245516  ...  1.1877241   1.0386888
  1.9862944 ]","[ 0.00569974 -0.00046821  0.00211615 ...  0.03884161  0.04185643
  0.05197731]","Ku tivisiwa ka maendlele ya mimbuyelo ya 2009 ku kotisile vumbhoni lebyi tshamisekeke na mimbuyelo leyi fambisanaka na nandzeleriso lowu tirhisiwaka ku tiyisisa leswaku mfumu wu phakela hi ndlela leyi faneleke no lulam Ku landzela Mbulavulo hi Xiyimo xa Rixaka na Njhekanjhekisano eka Mbulavulo hi Xiyimo xa Rixaka, nongonoko wa sweswi wa Mimbhurisano ya Vaholobyenkulu na Vuhangalasi bya mahungu yi nyika nkarhi wo tihlanganisa na Vaholobyenkulu vo hambana lava nga ta hlamusela hi Mbulavulo wa Phuresident Xiviko xa le ku heteleleni ka kotara hi nkarhi wa 2009 ku fikela hi 2014 xi ta siviwa hi vumbhoni lebyi tshamisekeke bya Xiviko xo Xiyaxiya xa 20 wa Malembe lexi vumbaka xiphemu xa pfhumba ro tlangela 20 wa Malembe ya Ntshuxeko wa hinVaaki va Afrika Dzonga hinkwavo va vitaniwa eka Tirha Xiphemu xa Wena xo tlherisela endzhaku mfuwo wa xihlawuhlawu hi ku tlangela 20 wa Malembe ya Ntshuxeko, lawa ya kombisaka leswaku hi ku pfumala ku kanakana leswaku Afrika Dzonga i tiko ro antswa ku tlula leswi a ri ri xiswona hi 1993.","The introduction of the outcomes system in 2009 enabled evidence-based and results-oriented monitoring of implementation to ensure that government delivered efficiently and effectivel Following the State of the Nation Address and the Debate on the State of the Nation Address, the current series of Ministerial media briefings provides an opportunity for engagement with various Ministers who will elaborate on the President s Addres The end-of-term report for the period 2009 to 2014 will be supplemented by the evidence-based 20 Year Review Report which forms part of our 20 Years of Freedom celebration campaigAll South Africans are called on to Play Your Part in reversing the legacy of apartheid by celebrating 20 Years of Freedom, which demonstrates that South Africa is undoubtedly a better country than it was in 1993.",0.8847605
[0.2938514 0.2446127 2.24317   ... 1.1140307 0.6075994 0.5736537],"[ 2.3185909e-02 -8.3258835e-04 -6.6085086e-05 ...  2.3382321e-02
  4.2333428e-02  2.7728410e-02]","Khabinete yi tiyisisa mahungu ya Phuresidente Jacob Zuma ya ku kombisa ku vilel Ku kombisa ku vilela ku xungeta vutomi na nhundzu no onha switirhisiwa swa nkoka leswi nga fanela ku va swi tirhela vaaki, ku tekela ehansi xidemokirasi xexo xi nga khoma mfanelo yo kombisa ku vilel Tani hi Vaaki va Afrika Dzonga hi na vutihlamuleri byo katsakanya ku aka vaaki lava hloniphaka mfumu wa nawu, lava hloniphanaka, no hlonipha vutomi na nhundzKhabinete yi tshembhisa vanhu leswaku ku lahlekeriwa hi vutomi hikwalaho ka vusopfa bya maphorisa eka maendlele yo tirhana na vakombisa ku vilela swi nga tekeriwi ehansi kumbe ku pfumeleriw Hi ku fana na swona, vakombisa ku vilela lava nga na switlhavani kumbe lava kumekaka va hisa nhundzu ya vanhu kumbe ku veka vutomi bya van wana enghozini va ta langutana na matimba hinkwawo ya nawMfumo wu ta tirha na vaaki ku antswisa swiyimo swo hanya eka swona eka swivandla hinkwaswo swa tik Vaaki va hlohloteriwa ku hlangana na vakhanselara hi xikombelo xo hlangana hi rirhandzu ku lulamisa swiphiqo swa mphakelo wa vukorhoker Minjhekanjhekisano ya miholo exikarhi ka migodi ya pulatinamu na Nhlangano wa Vatirhi va le Migodini wa swo Aka (AMCU) yi fambisiwa hi CCM CCMA yi thorile vakhomixinarankulu ku fambisa njhekanjhekisanKhabinete yi tshembha leswaku mavandla ya ta humesa ntwanano wo vuyerisa lowu nga ta sirhelela timfanelo ta vatirhi no sirhelela ikhonomi ya tik Khabinete yi amukela ku tsarisiwa ko tlula 80% wa vavhoti lava nga ringanela tani hi mbuyelo wa pfhumba ra ntsariso lowu nga humelela hi Khomixini ya Nhlawulo leyi Tiyimelaka yoxe (IEC).","Parents and guardians of Grade 4 school girls aged 9 and 10 are encouraged to support this drive by giving their consent and discussing with their children the significance of this vaccinatioThis public health milestone, which is in line with the World Health Organisation recommendation, is expected to contribute to the reduction of cervical cancer among women and reduce associated mortalit Cabinet also welcomed the launch of the revised Contraceptive and Fertility Planning Policy and Service Delivery Guidelines on 27 February 2014 by the Minister of Healt (This will allow young women to complete schooling and pursue their dreams without the hindrance of unplanned parenthoo The Minister of Health will also launch a sub-dermal (under-the-skin) implant which is a new, long acting-contraceptive device for wome President Jacob Zuma, as the Commander-in-Chief of the South African National Defence",0.8540535
"[ 0.5505733   0.39437854 -0.24532011 ...  0.96741503  0.88602257
  1.4694513 ]","[ 3.5762869e-02 -7.1755418e-04 -3.2763767e-06 ...  2.8915646e-02
  3.5130661e-02  2.5752794e-02]","Hi moya wo tlangela no tsundzuka 20 wa Malembe ya Ntshuxeko, Khabinete yi khensa IEC, mavandla ya tipolitiki na swirho swa vaaki lava mintirho ya vona hi hlanganelo yi nga tiyisisa leswaku vavhoti lava nga ringanela va titsariselKhabinete yi ya emahlweni yi khensa ku nghenelela ka vaaki lava nga tiyisisa leswaku mavito ya vona ya kona eka rholo ya vavhotVavhoti lava nga ringanela lava ha lavaka ku tiyisisa vuxokoxoko bya ntsariso na lava va ha lavaka ku tsarisa va nga endzela hofisi ya IEC ya le mugangeni wa ka vona rholo ya vavhoti yi nga si pfal Rholo ya vavhoti yi ta pfala loko Phuresidente a tivisa (a humesa eka Gazete ya Mfumu) hi ti 7 Mudyaxihi tani hi siku ra nhlawul Vaaki va Afrika Dzonga lava ringaneleke va vitaniwile ku tirhisa timfanelo ta vona to vhota hi nkarhi wa Minhlawulo ya Rixaka ya vuntlhan Khabinete yi vitana varhangeri va tipolitiki ku hlohlotela ku tiyiselana ka swa tipolitiki eka mavandla ya vona na vaseketer Leswi swi na nkoka wo kuma nhlawulo wo ntshuxeka no ka wu nga voyamelangi etlhelo rin we no khoma nkoka wa Vumbiw Khabinete yi amukela goza ro sungula ra mfambiso wa Nsawutiso wa Xitsongwatsongwani xa Papiloma eka Vanhu (HPV), lowu nga ta sungula hi ti 7 Nyenyankulu 2014.","In the spirit of celebrating and commemorating 20 Years of Freedom, Cabinet commends the IEC, political parties and members of society whose combined efforts ensured that more eligible voters registereCabinet further commends the active participation by those citizens who ensured that their names were on the voters rolEligible voters who still need to verify their registration details and those still needing to register should visit with their local IEC office before the voter s roll close The voter s roll will close when the President proclaims (publishes in the Government Gazette) 7 May as the election dat All eligible South Africans are called on to exercise their right to vote during the fifth National Election Cabinet calls on political leaders to instill political tolerance within their parties and supporter This is critical to secure a free and fair election and to uphold the values of our Constitutio Cabinet welcomes the first round of the Human Papillomavirus Vaccination (HPV) vaccination drive, which will start on 7 March 2014.",0.89245987
[1.0208926  0.16258591 0.41317013 ... 0.6590572  1.1215341  1.7834163 ],"[ 0.0425764  -0.00297718  0.00632235 ...  0.02696943  0.0217761
  0.05754444]",Nsawutiso wo lwa na mfukuzana ya nomo wa xivelekelo wu ta nyikiwa vanhwanyana lava nga exikarhi eka malembe ya nkaye na khum.,Vaccination against cervical cancer will be administered to girls between the ages 9 and 10.,0.8726554
[0.71876293 0.41735995 0.33809713 ... 0.6576539  0.96706957 0.91933316],[0.0164272  0.0076767  0.00354982 ... 0.0427992  0.05117413 0.04786035],"Vatswari na vahlayisi va vana va vanhwanyana lava nghenaka xikolo va nga eka Gireyidi 4 lava nga na 9 na 10 wa malembe va hlohloteriwa ku seketela mfambiso lowu hi ku va nyika mpfumelelo no burisana na vana va vona hi nkoka wa nsawutiso lowGoza leri ra rihanyu ra vanhu, leri fambisanaku na ntiyisiso wa Nhlangano wa Rihanyu wa Misava, ri langutele ku va ri hoxa xandla eka ku hunguta mfukuzana ya nomo wa xivelekelo exikarhi ka vavasati no hunguta mafu lawa ya fambisanaka na yon Khabinete yi amukerile nakambe ku simekiwa ka Pholisi ya Swisivela mbeleko na Pulani yo Nonisa na Swiletelo swa Mphakelo wa Vukorhokeri leswi nga pfuxetiwa hi ti 27 Nyenyenyani 2014 hi Holobyenkulu wa Rihany (Leswi swi ta pfumelela vantshwa va xisati ku heta xikolo no hetisisa milorho ya vona ehandle ko kanganyisiwa hi vutswari byo ka va nga byi pulanelang Holobyenkulu wa Rihanyu u ta simeka xinghenisiwa (xa le ndzeni ka hlonghe) lexi ku nga xitirhisiwa xo sivela mbeleko xintshwa, lexi tirhaka nkarhi wo leha eka vavasat Phuresidente Jacob Zuma, tani hi Khomandarankulu wa Vusirheleri bya Matimba bya Rixaka ra Afrika Dzonga (SANDF), u ta va kona eka Siku ro Hloma ka Matimba eBloemfontein hi ti 21 Nyenyenyani 2014.Ntirho lowu wa lembe na lembe wu xixima vukorhokeri bya vavanuna na vavasati lava ambalaka yunifomo no hlonipha lava nga wa hi ku fambisana na ntirho low Swi tlhela swi nyika nkarhi eka swirho swa vaaki ku dyondza ro sungula hi ntirho na vutihlamuleri bya SANDKhabinete yi tsakisa hi nhlayo ya mintirho leyi SANDF yi nga yi endla ekhonthineteni, ku fana na le Burundi laha sweswi ku nga na mfumo wo tshamiseka; DRC vuxa, laha SANDF yi nga, tani hi Birigadi ya Matimba yo Nghenelela (FIB), leyi nga tirhana na mintlawa leyi nga hloma swinene, naswona no hoxa xandla eku poniseni ka madzana ya magidi ya vutomi emugangeni wa Darfur eSudaKu ya emahlweni nakambe, Khabinete yi tsundzukile ku siveriwa ka phayiresi loku humeleleke loku a ku hlasela ndzhawu ya le Dzongeni wa Afrika hi SANDF tani hi leswi a yi rhumeriwile ku ya valanga Chanele ya Mozambiqu Phuresidente Jacob Zuma u ta teka rendzo ra ntirho a ya eUnited Kingdom ku sukela hi ti 2 ku fikela hi ti 4 Nyenyankulu 2014, laha a nga ta va kona eka Vukorhokeri bya Rixaka eka ku Khensa ko tlangela vutomi na ntirho wa khale ka Phuresidente Nelson Mandela eWestminster Abbey, eLondon hi ti 3 Nyenyankulu 20110.","Force (SANDF), will attend the Armed Forces Day in Bloemfontein on 21 February 2014.This annual event pays tribute to the selfless service of our men and women in uniform and honours those who have fallen in the line of dut It also provides an opportunity for members of the public to learn first-hand about the work and responsibility of the SANDCabinet is pleased with the number of successful missions that the SANDF has carried out in the continent, like in Burundi which today has a stable government; the eastern DRC, where the SANDF has, as part of the Force Intervention Brigade (FIB), dealt a severe blow to armed groups, and its contribution to saving hundreds of thousand lives in the Darfur region of the SudaFurthermore, Cabinet has noted the successful prevention of piracy encroaching the Southern Africa region by the SANDF deploying in and patrolling the Mozambique Channe President Jacob Zuma will undertake a working visit to the United Kingdom from 2 to 4 March 2014, during which he will attend the National Service of Thanksgiving to celebrate the",0.8574594
"[ 2.2825792  -0.14902858  0.04400331 ...  1.2454596   2.0274627
  2.370397  ]","[ 0.05598115  0.00233657  0.00619052 ... -0.00198425  0.01566861
  0.06164048]",Xandla xa Phuresidente Kgalema Motlanthe u ta ya eka Anivhesari ya vu 100 yo Hlanganisiwa ka N walungu na Dzonga wa Nigeria eAbuja hi ti 27 Nyenyenyani 2014.,Deputy President Kgalema Motlanthe will attend the 100-Year Anniversary of the,0.7624985
"[ 0.8138524  -0.10545427  0.01296183 ...  1.5558463   1.8300833
  2.3477163 ]","[ 0.01363279 -0.00037552  0.00995387 ...  0.01743888  0.01831676
  0.03411017]",Khabinete yi khensise vanhu va Rhiphabuliki ra Federali ya Nigeria eka ntirho lowu humelelaka eka lembe rin we loko Afrika Dzonga ri tlangela 20 wa Malembe ya Ntshuxek.,takes place in the same year as South Africa celebrates 20 Years of Freedo.,0.73530674
"[ 0.54771894 -0.2811381  -0.27555883 ...  0.04543557  0.11503973
  0.8511447 ]","[ 0.01068231 -0.000949   -0.00035082 ... -0.00378417  0.00501363
  0.02971384]",Nhweti ya Timfanelo ta Vanhu yi ta tlangeriwa ehansi ka nhlokomhaka:,Human Rights Month will be celebrated under the theme:,0.8931632
"[ 1.3511002   0.15147464 -0.24859431 ...  1.3926959   0.9533824
  0.48698473]","[ 0.04186817 -0.0009941   0.00495402 ...  0.03750239  0.02973259
 -0.00074645]","Ku tlangela 20 wa malembe yo cinca vutomi hi timfanelo ta vanhu .Phuresidente Jacob Zuma u ta nyika mbulavulo eka vanhu hi Siku ra Timfanelo ta Vanhu (21 Nyenyankulu 2014) eka ntirho lowukulu eSharpevillPhurogireme ya mfumu yi ta seketela pfhumba ra 20 wa Malembe ya Ntshuxeko hi ku kombisa timhaka leti hlayisaka no kurisa nhlangano wa vanhu, ku aka rixaka na ntwanano eka vaakatiko va Afrika Dzong.","Celebrating 20 years of changing lives through human rights .President Jacob Zuma will deliver the keynote address for Human Rights Day (21 March 2014) at the main event in SharpevillGovernment s programme will bolster the 20 Years of Freedom campaign by highlighting issues that foster and promote social cohesion, nation-building and unity in our South African societ.",0.89868903
