ts,en,src_text,trg_text,Cosine_Score
"[ 0.7145753  -0.0761888  -0.01454279 ...  0.17530227  0.15698761
  0.7586532 ]","[ 0.00980163 -0.0033715  -0.00078007 ...  0.00912488 -0.0017333
  0.03020796]",Xiyimo xa Khabinete eka Timhakakulu1.,Issues In The Environment1.,0.7307677
"[ 0.06414112  1.7871906  -0.15561917 ...  0.8132811   0.518278
  1.1665236 ]",[0.00732547 0.04077778 0.00210439 ... 0.03547289 0.03258035 0.02898061],"Mihlaselo na ku dlayeteriwa ka maphorisa swi soriwa Khabinete yi sole mihlaselo leyi yaka emahlweni na ku dlayeteriwa ka maphorisa tanihileswi nga riki tihanyi to tlurisa mpimo ntsena kambe swi tlhela swi va nxungeto wa nhlayiseko wa rixak Swirho swa Vukorhokeri bya Maphorisa bya Afrika-Dzonga (SAPS) na tiejensi ta nsindziso wa nawu tin wana, ku katsa na tikhamphani ta vurindzi leti nga riki ta mfumo, va veka vutomi bya vona ekhombyeni siku na siku ku endlela leswaku hina hi tshama hi hlayisekile; naswona va tlhela va faneriwa hi ku kuma nseketelo na nsirhelelo wa hin","Attacks and killings of police officers condemned Cabinet condemned the continued attacks and killings of police officers as not only barbaric but also a threat to national securit Members of the South African Police Service (SAPS) and other law-enforcement agencies, including private security companies, put their lives on the line daily to keep us safe; and they also deserve our support and protectio Cabinet welcomed the swift police investigation that led to the arrest of a suspect in connection with the murder of two Western Cape police officers on Sunday, 28 February 2021, who were also robbed of their firearm All acts of criminality, including murder, will not be tolerated, and perpetrators will be hunted down and brought to boo",0.86474174
[0.48491415 2.9161885  0.2914817  ... 0.7886235  0.95288545 0.8908762 ],[0.01028329 0.03886785 0.03996608 ... 0.03078481 0.0330192  0.03379202],"Khabinete yi tlhele yi hoyozela vulavisisi bya maphorisa bya xihatla lebyi byi endleke leswaku ku khomiwa muehleketeleriwa hi mayelana na ku dlayiwa ka maphorisa ma le Kapa-Vupeladyambu mambirhi hi Sonto, 28 Nyenyankulu 2021, lava va nga tlhela va phangeriwa swibalesa swa von Swiendlo hinkwaswo swa vugevenga, ku katsa na ku dlaya, a swi nga kondzeleriwi, naswona vaonhi va ta hlotiwa kutani va xupuriwa hikwalaho ka milandzu ya von","Cabinet also commended the SAPS action in seizing cocaine with a street value of over R500 million from a fishing vessel on the Saldanha coas The operation was led by detectives from the Organised Crime Narcotics Unit, in collaboration with other SAPS unit The SAPS was also commended for seizing 400 vials, equivalent to about 2 400 doses, of fake Coronavirus Disease (COVID-19) vaccine at a warehouse in Germiston, Gauten Officers also recovered fake masks and arrested three individual Cabinet urges the public to avoid buying fake vaccines from unscrupulous peddlers who endanger the lives of unsuspecting citizen Through the Department of Health, government has started to implement a free vaccination programme that will reach all South Africans who volunteer to be vaccinate To date, Phase 1 of the vaccination programme at designated vaccination sites throughout the country has covered over 100 000 people Unfortunate death of a man in Braamfontein, Johannesburg Cabinet is saddened by the unfortunate death of a man who was killed during the Wits University student protest in Braamfontein in Johannesburg on Wednesday, 10 March 2021, and expresses its condolences to the family and friends of the deceaseThe Independent Police Investigative Directorate is already conducting an investigation to determine the circumstances that led to the deat Cabinet urges the police to exercise restraint whilst ensuring public order during protests and never to use live ammunition African Swine Fever (ASF) An outbreak of ASF has been reported at two farms in Mfuleni in the Western Cap The Western Cape Department of Agriculture has imposed a ban on the sale and movement of live pigs from Mfuleni to limit the spread of the diseasASF is a contagious disease that affects domestic and wild pigs, but does not affect peopl However, Cabinet calls for extreme caution to be exercised to prevent the spread of the disease to other parts of the countrFarmers are advised to pre-cook any swill for at least an hour before feeding it to pigs, to ensure the inactivation of the ASF virus and other diseases of concern Gross Domestic Product (GDP) figures for the fourth quarter of 2020 Cabinet noted the GDP figures for the fourth quarter of 2020 that were released by Statistics South Africa on Tuesday, 9 March 2021.",0.7409415
"[ 1.1138407   2.4657009  -0.16126435 ...  0.75832945  1.5910015
  0.86061686]",[0.014212   0.00085241 0.0077671  ... 0.02124606 0.04429181 0.05513086],"Khabinete yi tlhele yi hoyozela goza ra SAPS eka ku tekela khokheyini leyi nga na nkoka wa le xitarateni wa kutlula R500 wa timiliyoni kusuka eka byatsu byo ringela eribuweni ra Saldanh Pfhumba leri a ri rhangeriwile hi mafokisi kusuka eka Yuniti ya Tinakhotiki ya Vugevenga bya Xintlawa, hi ku tirhisana na tiyuniti ta SAPS tin wan","CongratulationsCabinet expressed congratulations to:Ms Tshepho Faith Koopa, a local medical scientist from Pathology LabOne who discovered a COVID-19 testing antige The antigen is part of the COVID-19",0.7691281
"[ 0.9648641   0.5067387  -0.06915139 ...  0.6945146   1.2044935
  0.72214705]","[ 2.7900498e-02 -5.2555995e-05  2.2903217e-04 ...  3.7725873e-02
  3.4897376e-02  1.1949331e-02]","SAPS na yona yi hoyozeriwile eka ku tekela 400 ya tivhiyali, leti ringanaka na kwalomu ka 2 400 wa mipimamurhi, ya xisawutisi xa vuvabyi bya Khoronavhayirasi (COVID-19) xa vuxisi eguxete eGermiston, Gauten Maphorisa ma tlhele ma kuma swipfalaxikandza swa vuxisi naswona va khome vanhu vanharh Khabinete yi khutaza vaaki ku papalata ku xava swisawutisi swa vuxisi kusuka eka vangungumerisi vo pfumala matikhomelonene lava va","test kits being rolled out by LabOne laboratories in Khayelitsha, Western Cape and Midstream, Gauten Pathology LabOne purchased the test kits in partnership with Prince Amon Moagi of the Bakgatla tribe in North West, Africapacity Investment Group and Brawne Capital CondolencesCabinet expressed condolences to the family and friends of:Ms Karima Brown (54), an exceptional veteran journalist and activis",0.8146413
[0.6548263  0.08513959 2.0400527  ... 1.074862   0.9468192  1.3746749 ],[0.0186791  0.01351545 0.07783862 ... 0.0096322  0.00913593 0.02563392],"nghenisaka ekhombyeni vutomi bya vaakatiko lava nga ehleketelerik Hi ku tirhisa Ndzawulo ya Rihanyu, mfumo wu sungurile ku simeka nongoloko wa nsawutiso wa mahala lowu wu nga ta fikelela maAfrika-Dzonga hinkwavo lava va tinyikelaka ku sawutisiw Kutafika sweswi, Xiphemu xa 1 xa nongoloko wa nsawutiso eka tindhawu ta nsawutiso leti hlawuriweke etikweni hinkwaro xi angarherile kutlula 100 000 ya vanh 2.","Cabinet was satisfied with its contribution towards the vaccination roll-out programme and the work being done with other pharmaceuticals to produce COVID-19 vaccine Cabinet calls on everybody to remain vigilant and continue practising the health protocols of wearing a mask when in public spaces, regularly washing hands with soap and water or using a 70% alcohol-based hand sanitizer, maintaining social distancing of at least 1,5 metres and avoiding large gathering The prevention of the possible third wave is all in our hand Cabinet decisions1.",0.7407907
"[ 6.2375969e-01  2.9573175e-01 -7.6776725e-04 ...  4.9189574e-01
  7.5651479e-01  1.7448168e+00]",[0.01545569 0.00051374 0.00265767 ... 0.02188004 0.02783052 0.02264637],"Rifu ro khomisa tingana eBraamfontein, Joni Khabinete yi tsanisiwile hi rifu ro khomisa tingana ra wanuna loyi a dlaweke hi nkarhi wa nkombiso wa ku vilela wa Yunivhesiti ya Wits eBraamfontein eJoni hi Ravunharhu, 10 Nyenyankulu 2021, naswona yi hundzisa michavelelo ya yona eka ndyangu na vanghana va muf","Proudly South African is an agency of the Department of Trade, Industry and Competitio The summit was live-streamed across multiple online and social media platforms to allow wider participation in the discussion A virtual expo allowed companies to showcase their products and services in a short video that provided an online meeting hub for those who want to trad Cabinet calls on South Africans and businesses to support our home-grown products and services, particularly during this economic recovery period, to boost economic growth and job creation Visit to the Biovac Storage facility Deputy President David Mabuza visited the BioVac Storage facility in Midrand, Gauteng on Tuesday, 2 March 2021 as part of the work of the Inter-Ministerial Committee on COVID-19 Vaccines, which oversees the successful roll-out of the vaccination programm The Biovac Institute, a Cape Town-based biopharmaceutical company, is jointly owned by government and the private secto It was formed in 2003 to be responsible of South Africa s immunisation programmes in vaccine development, and the logistics of storing and distributing vaccines to various vaccination site Over the years, Biovac has developed sufficient capacity to store and distribute vaccine",0.77110064
[1.6521112  1.3963753  1.3676555  ... 0.18733639 0.6031351  0.8490308 ],"[ 0.05103938  0.00260726 -0.00248927 ...  0.01421627  0.06444141
  0.01281251]",Xiyengetsongo xa Vulavisisi xa Maphorisa lexi Tiyimelaka se xi le ku endleni ka vulavisisi ku kumisisa swiyimo leswi vangeke rifu ler,AppointmentsAll appointments are subject to the verification of qualifications and the relevant clearance Ms Mamogala Jennifer Musekene,0.6052232
[ 0.7583547  0.3114021 -0.1800732 ...  1.1246824  1.2435095  1.2964597],"[ 0.0216196  -0.00062272  0.00626525 ...  0.01334587  0.02378516
  0.05008486]",Khabinete yi hlohlotela maphorisa ku tikhoma loko va ri karhi va tiyisisa leswaku ku na ku rhula ka vaaki hi nkarhi wa mikombiso ya ku vilela naswona va nga pfuki va tirhise maqulu yo teka vutom 3.,The day raises awareness of the global water crisis and focuses on the achievement of Sustainable Development Goal 6: Clean Water and Sanitation for all by 2032.,0.69152606
[0.63468015 0.08303969 0.69291574 ... 1.383158   1.0779037  1.9209638 ],[0.026483   0.01448516 0.00952349 ... 0.03129809 0.03000565 0.04346357],"Mukhuhlwana wa Tinguluve wa Afrika (ASF) Ku tumbuluka ka ASF ku vikiwile eka mapurasi mambirhi eMfuleni eKapa-Vupeladyamb Ndzawulo ya Vurimi ya Kapa-Vupeladyambu yi rhwexile xiyiriso eka ku xavisiwa na ku fambisiwa ka tinguluve to hanya kusuka eMfuleni ku hunguta ku hangalaka ka vuvabyi leby ASF i vuvabyi byo tlulela lebyi hlaselaka tinguluve ta le kaya na ta le nhoveni, kambe a byi hlaseli vanh Hambiswiritano, Khabinete yi kombela vurhonwana lebyikulu ku va byi tirhisiwa ku sivela ku hangalaka ka vuvabyi lebyi kuya eka swiphemu swin wana swa tik Van wamapurasi va tsundzuxiwa ku rhanga hi ku virisa swakudya swa tinguluve swihi kumbe swihi ku ringana mpimohansi wa awara va nga si swi phamela tinguluve, ku tiyisisa ku dlayiwa ka xitsongwatsongwana xa ASF na vuvabyi byin wana byo vilerisa Tinhlayo ta Swikumiwa swa Tiko Hinkwaswo (GDP) eka kotara ya vumune ya 2020 Khabinete yi lemukile tinhlayo ta GDP eka kotara ya vumune ya 2020 leti ti humesiweke hi Tinhlayonhlayo ta Afrika-Dzonga hi Ravumbirhi, 9 Nyenyankulu 2021.","Nine of the 10 sub-sectors recorded increases (led by food and beverages, motor vehicles and parts, and metal and steel products), while trade growth () was led by retail trade, motor trade, catering and accommodatio Agriculture posted its highest annual growth (1 for 2020) as a result of favourable weather conditions and improved performance in the grain, horticulture and livestock sub-sector On an expenditure basis, household final consumption expenditure increased at a rate of , led by restaurants and hotels; food and non-alcoholic beverages; and recreation and culture sub-sector Gross fixed capital formation increased by 1, led by increased investment in transport equipment and construction works as road passenger and freight activities improved and civil engineering works resume Cabinet remains confident that the economy will recover through the prioritised health interventions as well as continued collaborative efforts of government, business, workers and communities in implementing our Economic Reconstruction and Recovery Plan Proudly South African Buy Local Summit & Expo President Cyril Ramaphosa delivered the virtual Keynote Address on Tuesday, 9 March 2021 to the 9th annual Proudly South African Buy Local Summit & Expo, held under the theme:",0.8072325
[1.2538807  0.10559303 0.5424311  ... 0.81362104 1.3168185  1.5276508 ],"[ 0.00621442 -0.00018518  0.02549063 ...  0.03201379  0.02421604
  0.05794504]","GDP ya xiviri yi kule hi , ngopfungopfu hikwalaho ka ku olovisiwa ko yisa emahlweni ka swipimelo swa mpfalelo wa COVID-19.","Real GDP grew by , largely as a result of the further easing of COVID 19 lockdown restriction The outcome reflected strong growth in household final consumption and manufacturing outpu As a result, for the full year of 2020, real GDP contracted by",0.75044024
"[ 1.0077668  -0.17229266  0.2945977  ...  1.0642809   0.6304655
  2.1300542 ]",[0.00531843 0.0100869  0.00022451 ... 0.0381525  0.02017201 0.03608133],"Mbuyelo lowu wu kombe ku kula ko tiya eka ntirhiso wo hetelela wa miti na vuhumesi bya vumak Hikokwalaho, eka lembe hinkwaro ra 2020, GDP ya xiviri yi khanyanile hi","The Department of Water and Sanitation has launched the #SaveWater campaign to remind all South Africans that every drop count Despite the recent good rainfall, the water-scarce country is still susceptible to sustained droughts exacerbated by climate chang Cabinet calls on South Africans to use water sparingly as our wasteful behaviour today could impact future generation Let us be the responsible generation that took the future into our collective hands by turning off the tap of water wastag Messages1.",0.66837466
