ts,en,src_text,trg_text,Cosine_Score
"[ 0.8535806  -0.15630108 -0.00698475 ...  0.9168122   0.80989635
  1.043648  ]",[0.00899721 0.00171331 0.00308382 ... 0.01466928 0.00160575 0.03453512],"Khabinete yi hlangane yi Ravunharhu, 18 Ndzati 2019 eTuynhuys eKapa Town","Cabinet met on Wednesday, 18 September 2019 at Tuynhuys in Cape Town Issues in the environment1.",0.842976
"[ 0.5861731  -0.0587944  -0.11313681 ...  0.16863811  0.25504223
  0.61210084]","[ 0.00408866 -0.00296827 -0.00060771 ...  0.00854466 -0.00353386
  0.01201626]",Xiyimo xa Khabinete eka Timhakakulu1.,Cabinet decisions1.,0.66455406
"[ 0.6589101  -0.23726714 -0.23013225 ...  0.31495023  0.41904402
 -0.1073416 ]","[ 0.00631438 -0.00034288  0.00144111 ...  0.01417828  0.00084277
  0.00351987]",Modlolo wa Nhluvukiso lowu Simekiweke eka Swifundzatsongo,District Based Development Model,0.7610632
[1.1502327  0.5025472  0.00371963 ... 1.031011   1.5450742  0.50681525],"[ 0.01379101  0.00585441 -0.00015953 ...  0.02979975  0.01689306
  0.01979869]","Khabinete yi amukela nsimeko wa ximfumo hi Phuresidente Cyril Ramaphosa, wa Modlolo wa Nhluvukiso lowu Simekiweke eka Swifundzatsongo eka Masipala wa Xifundzatsongo xa OR Tambo, eKapa-Vuhumadyamb Modlolo lowu wu tisa endhawini yin we swiyenge swinharhu swa mfumo ku pfunetana, tirhisana na ku katsanisa ntirho wa swona ku ri na nkongomiso wo hlawuleka eka xifundzatsongo lexi ku ololoxa mitlhontlho ya nhluvukiso na ku kondletela mphakelo wa vukorhokeri, maxavelo ya tinhundzu na vukorhokeri swa le ndhawini leyi na ku tumbuluxiwa ka mitirh Modlolo lowu wu amukeriwile hi Khabinete, mitlawa ya mfumo wa miganga, valawuri va ndhavuko na Khansele yo Tirhisana ya Phuresidente (PCC).","Cabinet welcomes the official launch by President Cyril Ramaphosa, of the new District Based Development Model in the OR Tambo District Municipality, in the Eastern Cap The model brings together the three spheres of government to collaborate, cooperate and integrate their work with special reference to the district to address developmental challenges and promote service delivery, localised procurement and job creatio This model was endorsed by Cabinet, local government structures, traditional authorities and the President s Coordinating Council (PCC).",0.8873902
"[ 1.0797205  -0.04112064  0.43696633 ...  1.445027    0.9781091
  1.0398295 ]",[0.04343284 0.01590985 0.00072054 ... 0.00383592 0.0419788  0.01930249],"Tanihileswi Xifundzatsongo xa OR Tambo a xi ri xona xo sungula ku simeka ximfumo modlolo lowu, wu ta simekiwa eka 44 wa swifundzatsongo hinkwaswo na 8 wa madorobakulu etikweni hinkwar Swi tisa mfumo ekusuhi na vanhu hi ku katsa vaakatiko na vakhomaxiave eka nhluvukiso wa kungu rin we na mphakelo vukorhokeri byo hambanahambana na ku tumbuluxa swivandlanene swa ikhonomi eka levhele ya xifundzatsongo ya masungul",President Ramaphosa also engaged the OR Tambo District community on Gender Based Violence and identified the critical need for more Thuthuzela Centres in the area and the urgent establishment of a DNA laboratory in the Eastern Cape Fight Against Gender-Based Violence (GBV)Cabinet joins President Cyril Ramaphosa in his call for all South Africans to work together to stop the violence and the killing of women and childre,0.7891451
"[ 0.7871176   0.45964494 -0.29625562 ...  0.693081    0.3265873
  0.9702609 ]","[ 2.9156188e-02  3.4316388e-04 -1.1071468e-05 ...  1.9506030e-02
  3.8099881e-02  7.5753932e-03]",Phuresidente Ramaphosa u pfurile ximfumo tliliniki ya muganga leyi lunghekeleke Ndzindzakhombo wa,"It brings government closer to the people by involving citizens and stakeholders in the development of one plan to deliver a plethora of services and create economic opportunities at a basic district leve President Ramaphosa officially opened the National Health Insurance (NHI) ready Lusikisiki village clinic, which will drive universal healthcar",0.6788357
"[ 1.1572402   0.862463   -0.05608872 ...  1.2771028   1.6099892
  1.1588928 ]",[0.00950345 0.00655981 0.00333946 ... 0.03508575 0.03408717 0.04580297],"Rihanyu wa Rixaka (NHI), leyi yi nga ta lawula nhlayiso wa swa rihanyu wa vanhu hinkwav Tliliniki leyi yi ta nghenisiwa exikarhi ka swin wana switirhisiwa swa ximanguvalawa, vukorhokeri bya xilamulelamhangu na wadi ya vuntswedyana ya 24 wa tiawar","The clinic is fitted with amongst others state of the art equipment, emergency services and a 24-hour maternity war",0.8038876
[0.85112286 0.9075326  0.16079506 ... 1.0601051  1.1809869  1.9451462 ],"[ 0.02243448  0.0101171  -0.00018705 ...  0.03649891  0.03041606
  0.01676165]",Phuresidente Ramaphosa u tlhele a vulavurisana na muganga wa Xifundzatsongo xa OR Tambo hi Madzolonga yo ya hi Rimbewu naswona u kume xidingo xa nkoka swonghasi xa Tisenthara ta Thuthuzela tin wana endhawini leyi na ku tumbuluxiwa ka xihatla ka laboretari ya DNA eKapa-Vuhumadyambu,"Family and friends of the late former Robben Island prisoner and Western Cape veteran Vincent Dib President Ramaphosa declared a Special Provincial Funeral (Category 2), which entails ceremonial elements provided by the South African Police Servic Family and friends of anti-apartheid activist Adelaine Hain",0.7630532
[1.1135787  1.2112116  0.21111372 ... 0.11079001 0.62545836 0.2995579 ],"[ 2.4088701e-02 -3.0993051e-03  7.1912946e-05 ...  1.7876403e-02
 -5.7947026e-03  3.9322972e-02]",Ku Lwisana na Madzolonga yo ya hi Rimbewu (GBV),Acting Director-General (GCIS) Cell: 083 501 0139,0.6194514
"[ 0.92137384  0.8946241  -0.16688122 ...  1.187458    0.70297086
  1.8790014 ]","[ 1.8546302e-02  3.3268597e-02 -1.5208225e-05 ...  2.0172272e-02
  3.0850681e-02  4.2079944e-02]","Ramaphosa eka xikombelo xa yena xa maAfrika-Dzonga hinkwavo ku tirhisana ku herisa madzolonga na ku dlayeteriwa ka vavasati na van Eka Ntshamo wa Nhlanganelo wa Palamende tolo, Phuresidente u andlarile magoza ya xilamulelamhangu ku sivela madzolonga yo ya hi rimbewu na ku tiyisisa ku antswisiwa ka ntirhiso wa mivuyelo ya samiti ya Phuresidente ya GBV ya 2012.","In a Joint Sitting of Parliament yesterday, the President tabled emergency measures to combat gender-based violence and ensure enhancement of the implementation of the outcomes of the 2018 Presidential summit of GBThe emergency measures announced by the President which will be implemented in the next six months include urgent legislative measures to curb GBV, urgent training of police, prosecutors and magistrates/judges who deal with GBV cases, urgent strengthening of the Judicial system, urgent inclusion of GBV in school curriculum, urgent",0.78170955
