ts,en,src_text,trg_text,Cosine_Score
"[ 0.89659184 -0.11414896 -0.02581124 ...  0.70432013  1.2093866
  1.6071472 ]","[ 0.00596185 -0.00253409  0.00357952 ...  0.00891906  0.0129873
  0.04512393]","Khabinete yi hlanganile hi Ravunharhu, 15 Hukuri 2017, eTuynhuys, eKap Xiyimo xa Khabinete eka Timhakakulu1.","Cabinet met on Wednesday, 15 November 2017 at Tuynhuys, Cape Tow Issues in the environment1.",0.8754522
"[ 0.4552199   0.47148934 -0.07341108 ...  0.681099    1.0346031
  1.2827574 ]",[0.02015319 0.01332199 0.01228591 ... 0.02460511 0.01995211 0.02769041],"Vuvekisi Khabinete yi amukela vuvekisi bya R3 wa tibiliyoni ku suka eka Khamphani ya Mimovha ya Ford ku ya eka Feme ya le Silverton, ePitori, Gauten Vuvekisi lebyi byi ta vuyerisa hi ku tumbuluxa mitirho yo kongoma na yo ka yi nga kongomi hikokwalaho ka ku languteriwa ka ntlakuko wa andziso wa modele ya wona ya Ford Range Vuvekisi byolebyo byi tiyisisa ntirho lowu hi ya ka emahlweni hi wu endla tanihi mfumo eku kuriseni ka ikhonomi na le ku lulamiseni ka mitlhontlho ya vupfumalantirh Hi ku tirhisa xikimi xa xinavetisi xa mfumo xa Rwa tibiliyoni eka Phurogireme ya Nhluvukiso na Andziso wa vumaki bya Mimovha, R2wa tibiliyoni ta vuvekisi byo ka byi nga ri bya mfumo byi humesiwil Lebyi byi katsa xitiviso hi Toyota ku endla timodele ta vona tintshwa ta Toyota Hilux na Fortuner tanihi xiphemu xa vuvekisi bya Rwa tibiliyon Nakambe, BMW yi kunguhata ku aka garaji yo lungisela mimovha ya ximanguva lawa ya R6 wa tibiliyon Khamphani ya Matiko hinkwawo ya Mimovha ya le Beijing yi kunguhata ku vekisa R11 wa tibiliyoni eka feme ya vumaki bya mimovha eAfrika-Dzonga Nguva ya Xibalo ya 2017 Khabinete yi hundzisela ku khensa eka vahakeri va xibalo hinkwavo lava se va tlheriseke tifomo to hlela xikweleti xa vona xa xibalo ta lembe ra xibalo ra 2016/12.","Through government s Rbillion incentive scheme in Automotive Production and Development Programme, R2billion private investments have been unlocke These include the announcement by Toyota to manufacture their new Toyota Hilux and Fortuner models as part of Rillion investmen Also, BMW plans to construct a R6 billion state-of-the-art body sho The Beijing Automobile International Corporation plans to invest R11 billion in an automotive manufacturing plant in South Africa 2017 Tax Season Cabinet extends its gratitude to all taxpayers who have already submitted their tax returns for the 2016/17 tax yea The revenue generated from income tax ensures government has the capacity to provide much-needed services and social support to millions of less fortunate South African Cabinet reminds taxpayers that the deadline for submission is Friday 24 November 2017 and encourages them to submit their tax returns Inaugural National Local Economic Development (LED) Conference Cabinet is pleased with the outcomes of the recently held National LED Conferenc It was held under the leadership of the Minister of Cooperative Governance and Traditional Affairs, Mr Des van Rooyen and the Minister of Small Business Development, Ms Lindiwe Zul It presented an opportunity to craft a new South African Local Economic Development agenda guided by the National Development Plan (NDP) prioritie Its outcomes included the launch of the first Economic Development Council of South Africa (EDCSA), which aims to professionalise the economic development secto",0.8633552
"[ 0.7064187   0.71597886 -0.04124859 ...  1.0624508   0.6267266
  1.0627328 ]",[0.01831721 0.0158385  0.00320613 ... 0.03448865 0.03253062 0.01851252],"Mali leyi nga hlengeletiwa ku suka eka xibalo yi tiyisisa leswaku mfumo wu na vuswikoti byo nyika vukorhokeri lebyi laveka swinene na nseketelo wa vanhu eka timiliyoni ta MaAfrika-Dzonga lama pfumalak Khabinete yi tsundzuxa vahakeri va xibalo leswaku siku ro pfala ku rhumela i Ravuntlhanu 24 Hukuri 2017 na ku va khutaza ku rhumela tifomo to hlela xikweleti xa vona xa xibalo Nhlengeletano yo Sungula ya laha Kaya ya Nhluvukiso wa Ikhonomi (LED) ya Rixaka Khabinete ya tsaka hi mivuyelo ya Nhlengeletano ya LED ya Rixaka leyi ya ha ku va ka kon A yi khomiwile ehansi ka vurhangeri bya Holobye wa Mfumontirhisano na Timhaka ta Xintu, Ta Des van Rooyen na Holobye wa Nhluvukiso wa Mabindzu Lamatsongo, Ma Lindiwe Zul Yi nyikile xivandlanene xo tumbuluxa ajenda yintshwa ya Nhluvukiso wa Ikhonomi ya Afrika-Dzonga hi ku leteriwa hi swirhangana swa Kungu ra Nhluvukiso wa Rixaka (NDP).","The Right to Health This bolsters implementation of South Africa s National Strategic Plan for HIV, Tuberculosis and Sexually-Transmitted Illnesses 2017 - 2022 (NSP), which is a key pillar in South Africa s progress towards achieving universal healthcare as reflected in the NDP, which promotes a healthier, stronger and more equitable natio National Imbizo Focus Week1 Cabinet calls on communities to join participation in the upcoming 7th National Imbizo Focus Week, expected to be held from 27 November to 3 December 201 Under the leadership of the GCIS, this platform promotes interactive engagements between members of the Executive and communitie It is taking place within the context of the centennial of Oliver Reginald Tambo, who advocated for gender equalit The activities are aimed to support the 16 Days of Activism campaignEvents will be placed on the national calendar and shared on the government website (wwgoza).",0.8226542
[0.9236069  0.05408325 0.783695   ... 1.6596341  1.2077857  1.2108771 ],[0.04250134 0.00103754 0.00241616 ... 0.02322155 0.04028259 0.00857987],"Mivuyelo ya yona yi katsa ku simekiwa ka Huvo ya Nhluvukiso wa Ikhonomi ya Afrika-Dzonga (EDCSA) yo sungula, loku kongomisaka eka ku endla sekithara ya nhluvukiso wa ikhonomi yi va ya xiphurofexinal","Investment Cabinet welcomes Ford Motor Company s R3-billion investment into the Silverton Plant, Pretoria, Gauten This investment will result in the creation of",0.70347863
"[ 0.84569544  0.08878093 -0.06975989 ...  0.7229568   0.5816294
  1.4368906 ]",[0.02393301 0.02506457 0.01148313 ... 0.01399006 0.03576882 0.03433944],"Tanihi nhlangano wa xiphurofexini, EDCSA yi ta fambisa na ku landzelerisa matikhomelo ya xiphurofexini ya vatirhi vo tala lava nghenelelaka eka mapfhumba ya nhluvukiso wo hamban Khabinete yi tlhele yi xiyaxiya ku simekiwa ka matimu ka Vhiki ra Vubindzunyingi bya Matiko hinkwawo (GEW) e22 on Sloane, khamphasi leyi ya ha ku sunguriwaka, hi ti 10 Hukuri 2017, laha Holobye Zulu a rhurheleke munhu wo tiveka ngopfu wa vubindzunyingi bya matiko, Sir Richard Branso Khamphasi i yo sungula ku pfuriwa hi Netiweke ya Vubindzunyingi bya Matiko hinkwaw Yi nyika vukorhokeri bya nseketelo wa nkoka na ku kongoma eka van'wamabindzu eAfrika hinkwaro xikan'we na mfikelelo eka netiweke ya matiko hinkwawo ya valanguteri, vavekisi na mihlangano ya nseketelo ya van'wamabindz Hi nkarhi wa GEW, kwalomu ka 10 wa timiliyoni ta vangheneleri va teke xiave eka mikhuvo, migingiriko na miphikizano ya 35 000 eka matiko yo tlula 165 emisaveni hinkwayo Xiviko xa Khomixini ya Heher Khabinete yi xiyaxile ku humesiwa hi Musumbhunuku, 13 Hukuri 2017 ka Xiviko xa Khomixini ya Vulavisisi eka ku Koteka ka ku endla Dyondzo ya le Henhla na Vuleteri yi va Mahala eAfrika-Dzong Khabinete yi rhamba MaAfrika-Dzonga hinkwawo ku hlaya xiviko na switandzhaku swa xona eka tiko loko mfumo wa ha anakanyisisa swibumabumel Phuresidente u ta endla xitiviso xa xiviko hi ku famba ka nkarhi endzhaku ka ku langutisisiwa hi Komiti ya Vaholobye eka ku Hakelela Dyondzo ya le Henhla na hi Komiti ya swa xibalo ya Phuresident Mfumo wu tshama wu tibohile ku ololoxa swirhalanganyi swa ku fikelela dyondzo ya le henhla, na ku langutela emahlweni ku hetisisa xintshuxo xa nkarhi wo leha xa ku hakelela dyondzo ya le henhla Dyandza Xiyimo xa madamu sweswi etikweni xi tshama xi hi vilerisa tanihileswi ku nga na ku phya ko tala ku tlula mpful Mhaka ya leswaku Afrika-Dzonga a ri si kuma mpfula leyi ringaneke ku tatisa nakambe swihlovo swa mati swa hina ku fikela tilevhele leti ringaneleke swi vula leswaku tiko a ri si huma eka xiyimo xa dyandz Ku vhumbiwa leswaku tiko ri ta kuma ntsena mpfula yo tala ku suka emasungulweni ya Sunguti 2012.","offering direct and virtual support services to entrepreneurs throughout Africa as well as access to an international network of mentors, investors and entrepreneurial support organisation During Global Entrepreneurship Week, roughly 10 million participants take part in 35,000 events, activities and competitions in more than 165 countries around the world Heher Commission ReportCabinet noted the release on Monday, 13 November 2017 of the Report of the Commission of Inquiry into the Feasibility of making High Education and Training Fee-free in South Afric Cabinet calls on all South Africans to study the report and its implications for the country while the recommendations are being considered by governmenThe President will make a pronouncement on the report in due course after processing by the Inter-Ministerial Committee on Higher Education Funding and the Presidential Fiscal Committe Government remains determined to resolve the barriers to access higher education, and looks forward to concluding a sustainable solution for higher education funding Drought The current dam levels in the country remain a concern as there is more evaporation than rainfal The fact that South Africa has not received sufficient rainfall to recharge our water sources to adequate levels means that the country is not yet out of the drought situatio Forecasts predict that the country will only receive its major rainfall from the beginning of January 2012.",0.864404
"[ 0.6687723  -0.09799791 -0.14082113 ...  1.453031    1.0380882
  0.6577013 ]","[ 0.01808363 -0.00110246 -0.00017416 ...  0.04099544  0.04114178
  0.02728412]","Khabinete yi navelela ku tiyisisa vaaki leswaku mfumo wa tiko, wa swifundzankulu na muganga, yi le ku tirhisaneni ku tiyisisa leswaku Afrika-Dzonga a ri heleriwi hi mat Khabinete yi khutaza un'wana na un'wana ku teka xiave eku hlayiseni na le ku tirhiseni ka mati hi vutlharhi naswona hi matsanana","Cabinet wishes to assure the public that national, provincial and local government are cooperating and working together to ensure South Africa does not run out of wate Cabinet encourages everyone to play their part in saving and using water wisely and sparingly ZimbabweCabinet supports the intervention by President Jacob Zuma, in his capacity as Chair of SADC in response to the Zimbabwean situatio He has sent Special Envoys, Minister of Defence and Military Veterans Ms Nosiviwe Mapisa-Nqakula and State Security Minister, Adv Bongani Bong They are to meet with President Robert Mugabe and the Zimbabwean Defence Forc",0.80455625
"[ 0.48349488  0.08931787 -0.20101286 ...  1.0322539   1.1030723
  0.9350641 ]",[0.02051973 0.00722736 0.0002528  ... 0.03330925 0.03297122 0.0378782 ],"Zimbabwe Khabinete yi seketela ku nghenelela hi Phuresidente Jacob Zuma, eka ntirho wa yena tanihi Mutshamaxitulu wa Muganga wa Nhluvukiso wa Matiko ya le Dzongeni wa Afrika (SADC) hi ku angula eka xiyimo xa MaZimbabw U rhumerile Varhumiwa vo Hlawuleka, Holobye wa Vusirheleri na Khale ka Masocha, Ma Nosiviwe Mapisa-Nqakula na Holobye wa Xiyenge xa Vuhlayiseki bya Tiko, Adv Bongani Bong Va ta hlangana na Phuresidente Robert Mugabe na Vuthu ra Vusirheleri ra le Zimbaby Endzhaku ka sweswo, va ta hlamuselanyana Phuresidente wa le Angola Jo o Louren o tanihi ntirho wa yena wa Mutshamaxitulu eka xirho xa SADC eka Tipolotiki, Vusirheleri na Vuhlayisek Hofisi ya Phuresidente yi ta tivisa leswi ya ka emahlweni eka mhaka leyi Square Kilometre Array (SKA) Khabinete yi amukela ku humelela ka nhluvukiso wa vanhu na wa ikhonomi loku kumekeke ku suka eka vuvekisi lebyi a byi kongomiwile eka nhluvukiso wa vanhu eka rhijini ya SKA ya Afrika-Dzong Miganga leyi nga kusuhi na ndhawu SKA yi ya emahlweni yi vuyeriwa hi tiphurojeke ta dyondzo na vuleteri to antswa, vuvekisi eka mabindzu lamatsongo na ku tlakuka ka swivandlanene swa","Cabinet congratulates France as the preferred host of the 2023 Rugby World Cup and thanks government s delegation, headed by Deputy President Cyril Ramaphosa, Sport and Recreation Minister Thulas Nxesi and the South African Rugby Union, for the work done in promoting South Africa s bid to host the even Cabinet congratulates Minister Pandor, who was awarded the Outstanding Educator Awar The award was presented to Minister Pandor by the Chancellor of the University of South Africa, former President Thabo Mbek The Outstanding Educator Award, one of four categories, acknowledges the contribution of any outstanding educator who has excelled in or advanced teaching, learning, skills development and/or research in their area of expertis Cabinet commends the work done by the South African Astronomical Observatory, which is part of the Wide Angle Search for Planets consortium of planet hunters who have detected three new planet Cabinet congratulates the participants and winners of the 2017 Govan Mbeki Awards, which honour those in the construction sector who have excelled in the delivery of house The awards come as the country continues to celebrate the delivery of over million houses and subsidies since 199.",0.8453748
"[ 1.0945358  -0.00768579  0.3747285  ...  0.96101385  1.679998
  2.816609  ]",[0.03851894 0.00029224 0.00708933 ... 0.01090165 0.03799017 0.03206946],"mitirh Ndzawulo ya Sayense na Thekinoloji, ehansi ka vurhangeri bya Holobye wa Sayense na Thekinoloji, Ma Naledi Pandor, yi ta va na nongonoko wa ku nghenelela ka vaaki ku tlangela ku humelela na miganga ya le kusuhi na le Carnarvon, eKapa-N'walungu ku suka hi ti 16 ku fika hi ti 19 Hukuri 2017.","Further updates on this matter will be communicated by the Presidency Square Kilometre Array (SKA) Cabinet welcomes the economic and social development achievements derived from the focused investment in social development in the region of the SKA South Afric Communities neighbouring the SKA area continue to benefit through better education and training projects, investment in small businesses and increased job opportunitie The Department of Science and Technology, under the leadership of the Minister of Science and Technology, Ms Naledi Pandor, will hold a public-participation programme to celebrate achievements with the communities around Carnarvon, Northern Cape from 16 to 19 November 2017.",0.8169378
"[ 0.91672957 -0.20141877 -0.22204529 ...  0.21127392  0.87465876
  0.52033496]","[ 0.04744885 -0.00183434 -0.00089576 ...  0.00271476  0.0062242
  0.00976993]",Swibohonkulu swa Khabinete8.,Bills15.,0.63956267
[1.0069352  0.11945721 2.5964258  ... 0.9658934  0.783244   2.418633  ],[0.02462299 0.00040267 0.01245    ... 0.03196563 0.01374384 0.07132813],Swiviko swa ku humelela swa kotara ya vumbirhi hi matirheloswa 2017/18 Khabinete yi hlamuseriwile hi swiviko swa ku humelela swa kotara ya vumbirhi hi matirhelo swa 2017/18 (Mawuwana ku fika Ndzati 2017) hi mitlawa hinkwayo ya ntlhan Leswi swi vumba xiphemu xa nandzeleriso na nkambelo wo angarhela wa Khabinete wa Phurogireme ya Nghingiriko lowu kumekeke ku suka eka Rimba ra swa Maqhinga ra Nkarhi wa le Xikarhi (MTSF) wa 2014 ku fika 2012.,Second performance quarterly progress reports for 2017/18 Cabinet was apprised on the second performance quarterly progress reports for 2017/18 (July to September 2017) by all the five cluster This forms part of Cabinet s broad monitoring and evaluation of the Programme of Action derived from the Medium Term Strategic Framework (MTSF) 2014 to 2012.,0.8963862
