ts,en,src_text,trg_text,Cosine_Score
"[ 0.8996139  -0.09824695 -0.07972608 ...  0.8530626   1.283766
  1.2760881 ]",[0.02325146 0.00429255 0.00167044 ... 0.0391436  0.05979132 0.07453553],"Ku humelerisiwa ka tiphurogiremenkulu ta mfumo Khabinete yi amukela Rendzo ra Ximfumo ra Phuresidente Jacob Zuma eRhiphabuliki ra Xiisilamu ra Iran, leri ndlandlamuxaka vuxaka bya ikhonomi na vuxavisi exikarhi ka matiko lamambirhi, lebyi tisaka hi ku sayiniwa ka mitwanano na vutinyiketeri byo vonakal",The outgoing visit will further strengthen bilateral relations between South Africa and Ugand President Jacob Zuma will officiate a National Day of Prayer to be held at ABSA Stadium in Durban on 29 April 2016.,0.7574036
"[ 0.695844    0.06282357 -0.2343121  ...  1.1079546   0.77915347
  0.9897854 ]","[-0.00049198  0.01711423 -0.00014196 ...  0.03252547  0.01036478
  0.02513053]","Phuresidente Jacob Zuma na Phuresidente Hasan Rouhani va tiyisisile ntirhisano wa swiyenge swa vuxavisi, dyondzo na vuswikoti bya nhluvukiso; sayense na thekinoloji, eneji, ku katsa na vuceli bya gasi ya mafurha ya tikhemikhali na vubasisi bya yona; vurimi; vubasisi bya swicelwa swa migodi, nhluvukiso wa switirhisiwa na vutleketli; timali, tibangi, ndzindzakhombo na vupfhumb Leswi hinkwaswo swi hoxa xandla eka Pulani ya Nhluvukiso wa Rixak","Cabinet approved the report on the Implementation and Impact Evaluation of the Technology and Human Resources for Industry Programme, the management response to the report and the improvement plan submitted by the Department of Trade and IndustrThis Programme was introduced by the Department of Trade and Industry in 1992 to strengthen skills development in science, engineering and technolog It contributes to job creation by producing a flow of highly skilled researchers and technology managers for industry and by improving the competitiveness of the participating business organisationThe Programme is a valid, important and efficient element of innovation support that offers considerable value for money both in terms of technology development and developing human resources and industry-related skill It also compares favourably to some international programme Cabinet was briefed on the findings of the Report by the Ministerial Task Team probe into the allegations of the",0.7997868
"[ 0.14175089 -0.16846345 -0.17280862 ...  0.19096752  1.0013871
  1.1099    ]","[ 0.01571373 -0.00147467  0.00183299 ...  0.03286382  0.01921293
  0.05925721]","Eka timhaka ta vuxaka bya matiko ya misava, varhangeri lavambirhi va pfumelelanini ku tiyisisa swikombelo swo hundzuluxa xiyimo xa Nhlangano wa Matiko ya Misava ngopfungopfu Khansele ya Vusirheleri ya UN hi ndlela leyi swi faneleke ku vuyerisa matiko lama ha hluvukak","The signing of the Paris Agreement marked the first step in its implementation which will guide international efforts to; limit greenhouse gas emissions and to meet all the associated challenges posed by climate chang Cabinet looks forward to the conclusion of the respective domestic ratification procedures, by all, to enable timely entry into force for full implementation of the Paris Agreement by 2028.",0.6879163
"[ 0.47108993  0.01048215 -0.01629621 ...  1.2080688   1.5418984
  0.7172022 ]","[ 0.02588774  0.00048898 -0.00045298 ...  0.02414417  0.03899887
  0.04072236]","Mimbuyelo leyi yi tiyisisa Rendzontirho ra Phuresidente eUnited Arab Emirates (UAE) laha matiko lamambirhi ya pfuxeteke vutinyeketi bya wona ku tiyisisa ni ku tlakusa vuxaka bya matikombirhi, ngopfungopfu eka swiyenge swa vuxavisi, vuvekisi na ikhonomi swi va vuxaka bya vupulani bya xinakuloby","Cabinet is saddened by the death of Bertie Lubner who made significant contributions to the development of South Africa as a business leader, philanthropist and honorary life chairman of the SA Jewish Board of Deputie.",0.7216631
"[ 0.8775123  -0.09888053  0.37793955 ...  0.831871    1.3267099
  2.6203613 ]","[ 0.04663531 -0.00171762 -0.00017009 ...  0.04194763  0.03565856
  0.04949566]",Leswi swi landzela Rendzontirho ra Phuresidente Jacob Zuma hi Nhlangula 2011 leri tiseke ku tumbuluxiwa ka Khomixini ya Vun we ya SA-UAE leyi tlakuseke rivilo ra vuxavisi hinkwabyo exikarhi ka matiko lamambirhi ku suka eka R13 biliyoni hi 2011 ku ya eka R27 biliyoni hi 2015.,"Cabinet applauds artist Kemang Wa Lehulere for becoming ""Artist of the Year"" for 2017 which is supported by Deutsche Ban Wa Lehulere, who explores the relevance of the artistic gesture in post-Apartheid South Africa, will present his first institutional solo exhibition in Germany at the Deutsche Bank KunstHalle in Berlin next yea.",0.7241154
"[ 0.5560047  -0.10597572  0.22562692 ...  0.7205327   1.1572038
  0.8118626 ]",[0.03437394 0.02882021 0.00945477 ... 0.03102065 0.00812431 0.01420426],"Afrika-Dzonga na UAE ya tlhele ya twanana ku ndlandlamuxa ntirhisano hi ku landzelela nkarhi lowu tisiwaka hi Ikhonomi ya le Malwandle, hi xikongomelo xo tlakusa vuxavisi bya swakudya swa vurimi, switirhisiwa swa swimakiwa ngopfungopfu vuxavi bya switlhavani ni ku endla xinakuloby","monetary, fiscal and structural reform Countries with monetary and fiscal space were encouraged to do more to boost demand; however, implementation of structural reforms was critical for al For many this includes investment in infrastructure, innovation and improving the regulatory environment, amongst other",0.73794794
"[ 0.11914856 -0.16787598 -0.15399991 ...  1.1991768   0.73201025
  0.752565  ]","[ 0.0262314  -0.00092935  0.00380837 ...  0.02445922  0.016035
  0.01691548]","Rendzo leri ri tlhele ri tlakusa vuswikoti byo aka switirhisiwa eAfrika-Dzonga lebyi kongomisiweke etikhamphanini ta Afrika-Dzonga eka EXPO 2020 eDubai, ku katsa na ntirhisano wa swiyenge swo tisa ku rhula, vusirheleri na ntshamisek","Day on 1 May 2016, Cabinet reiterates the country s commitment to protect worker rights through our progressive labour legislatioSince 1994 government has through legislation such as the Labour Relations Act, the Basic Conditions of Employment Act, Employment Equity Act and Occupational Health and Safety advanced workers",0.72295296
[0.69317335 0.5175581  0.13653283 ... 0.83373517 0.7337212  0.9261058 ],"[ 0.01566715 -0.00035886  0.00257488 ...  0.02995908  0.04438885
  0.03795671]","Khabinete yi amukerile tindlela to tiya leti tikiweke hi Holobye wa Mitlangu na Vuhungasi Fikile Mbalula ku aka hi vuntshwa xiyenge xa mintlangu na vuhungasi lexi avaneke xi tlhele xi va na xihlawuhlawu xa xiyimo xa le henhla hi ku tirhisa Tsalwa ra Vuhundzuluxi ra ndzawulo ley Leswi swi ta tisa vuhundzuluxi lebyi nga ta gimetiwa hi xiyenge xa mitlangu xa vun we lexi seketelaka hi milawu ya xidimokirasi, ndzingano, matirhelo lama nga erivaleni, naswona lexi yimeriweke hi vanhu hinkwavo hi ku hambana ka vona, lexi fikelelekaka ni ku va ni vungheneleri lebyi tlakukeke hi ku landzelela ku navela ka Kungu ra Nhluvukiso wa Rixak","involving individuals, teacher unions and officials of certain Provincial Education Department Cabinet endorsed recommendations to deal systematically and pointedly with the findingIn its final Report the Ministerial Task Team provides a critique of the role played by all stakeholders in the process of the selection and recruitment of educatorIt also notes the significant problems in the current system of appointments to posts in the basic education sector; and provides recommendations to assist the Department of Basic Education and the basic education sector in general to address the identified challenges Bills Cabinet approved submission of the National Forest Amendment Bill to Parliamen The Bill amends the National Forests Act, 1998 (Act N 84 of 1998).Implementation of the amendments will improve sustainable forest management and also encourage participation of vulnerable groups, who rely on forestry for their livelihoods, into the National Forests Advisory Council Upcoming events President Jacob Zuma will attend the inauguration and swearing-in ceremony of Ugandan President Yoweri Museveni in Kampala on 12 May 2016.",0.8045616
"[ 0.2501646  -0.06092505 -0.2067449  ...  1.3273983   0.8005141
  0.56903833]",[0.02311064 0.00018739 0.00347458 ... 0.04453063 0.02498719 0.02455948],"Khabinete yi amukela tivhoti ta mpimanyeto leti nga ku andlariweni hi tindzawulo to hambanahambana naswona leti nga na swiviko leswi ndlandlamukeke, leti paluxaka magoza lama fikeleriweke eku antswiseni ka vutomi bya maAfrika-Dzong","Cabinet congratulates the Department of Tourism for winning the Best Public Policy/Support prize in the 2016 African Responsible Tourism Award This accolade is awarded to a public sector department, authority or entity that has made a clear commitment and contribution to advancing responsible touris.",0.7109329
"[ 0.41670406  0.09225901 -0.07781041 ...  1.1668413   0.5691426
  0.82816315]","[ 0.01400492 -0.0004395   0.00580514 ...  0.01861855  0.00600075
  0.04372715]",Leswi swi komba ku humelerisiwa ka Kungu ra Mfumo ra Matirhelo ya le Xikarhi leyi hi yisaka ekusuhi ni ku humelerisiwa ka Xivono 2030 xa Kungu ra Nhluvukiso wa RixakKhabinete yi kombela maAfrika-Dzonga ku landzelela tivhoti ta mpimanyeto eka swiyenge swa mahungu hi ku hambanahambana ka swona hi xikongomelo xo antswisa matwitwiselo ya Phurogireme ya Magoza ya Mfum,from 10 April to 13 May 2016.The aim is to realise the economic potential of South Africa s rich biological diversity which is articulated in the draft National Biodiversity Economy Strategy that was approved by Cabinet in July 2015 for public participation Key Cabinet decisions Cabinet approved the Industrial Policy Action Plan (IPAP) 2016/17,0.761236
