ts,en,src_text,trg_text,Cosine_Score
"[ 0.83437663  0.4724921  -0.01395756 ...  0.9558304   1.4111117
  0.80703646]",[0.00885117 0.01681355 0.00140717 ... 0.01906028 0.04420254 0.05228235],"Khabinete yi hlanganile hi Ravunharhu, 24 Mudyaxihi 2017, eTuynhuys, eKapa Xiyimo xa khabinete eka timhakankulu Khabinete yi na ku vilela hi ku tlakuka ka makhombo ya ku xanisiwa na ya madzolonga eka vamanana laha tikwen Khombo ra madzolonga leri nga ha ku humelelaka exikarhi ka varhandzani ri kombisile vamanana va xivindzi na vurhena ku va va vulavula ehenhla ka ku onhiwa ka timfanelo ta von","The Year of OR Tambo: Advancing Youth Economic Participatio Over the month government will host a number of engagements including youth expos, dialogues and youth entrepreneur hubs to showcase opportunities available to young people, and inspire them to instil the educational and leadership values of OR TambCabinet encourages all young people to access the various support and educational programmes that government has made available to improve their prospects and advance their participation in the economCabinet calls on employers to contribute to the coming Take a girl child to work on 25 May and 26 Ma The purpose is to expose girls from Grade 10 to 12 learners to different career optionPresident Zuma will on Thursday, 25 May 2017, host the national 2017 Africa Day celebration at the Sefako Makgatho Presidential Guesthouse in Pretori This is a culmination of activities and programmes marking Africa Month under the theme:",0.75592893
[0.774919   0.12967491 0.0019856  ... 0.9434722  1.3549057  0.38920578],"[ 4.8604873e-03  2.1812359e-02 -1.4426709e-05 ...  3.7690915e-02
  1.0511901e-02  1.7813746e-02]",Khabinete yi amukela leswaku tanihi tiko hi ya emahlweni na ku va na rixaka lexi tshikilelaka vamanana naswona leswi swi lava hi lwa na ntungu wa ku hlaseriwa ka vamanana na ku ngungumerisiwa ka vanh,"Working on Fire is an Expanded Public Works Programme (EPWP) aimed at providing work opportunities to young men and women CondolencesCabinet joins President Zuma and the international community in strongly condemning the terrorist attack at the Manchester Arena in Manchester in England, which resulted in the unfortunate deaths and injuries of numerous children and yout Cabinet extends its condolences to the government and the people of the United Kingdom, in particular the families and loved ones of the deceased, and wishes the injured a speedy recover Acts of violence and extremism have no place in society and constitute a threat to peace, security and developmen Enquiries: Ms Phumla WilliamsActing Director-General (GCIS)Cell: 083 501 0139",0.67795765
[0.42944252 0.7062709  2.3356771  ... 0.85908854 0.43659884 1.0332477 ],"[-0.00033414  0.02076686  0.06634349 ...  0.01983199  0.01378808
  0.01413142]","Khabinete yi rhamba swiyenge hinkwaswo swa tiko ku khomana hi swandla ku herisa ntungu lowu, ku alelana na tinxaka hinkwato ta madzolonga leti endliwaka ehenhla vamanana na vana, na ku tirhisana na maphorisa na sisiteme ya vululami ku kota ku tisa emahlweni ka huvo vaendli va milandzu ley Phuresidente Jacob Zuma u vurile leswaku a ku vi na ku herisiwa ka ku xanisiwa ka vamanana na van Khabinete yi lerisile Nhlangano wa Nsirhelelo wa Vanhu, Vaaki na Nhluvukiso wa Vanhu ku endla nongonoko wa migingiriko lowu nga ta fambisa tiko eku lweni na ku herisa ku xanisiwa ka vamanana na van Khabinete yi amukela mivuyelo ya Nkambisiso wa Rihanyo na Xiyimo xa Tinhlayohlayo ta MaAfrika-Dzonga wa 2016 hi Nhlangano wa Tinhlayohlayo wa Afrika-Dzonga, lowu pimaka xiyimo xa rihanyo ra MaAfrika-Dzonga, na mfikelelo na nkoka wa minongonoko ya rihany Eka swin wana leswi nkambisiso wu nga swi vika i ku ya ehansi hi 20% eka ku lova ka tincece na ku ya ehansi hi 11% ka vamanana na vatatana lava dzahaka folMivuyelo yi kombisa leswaku ku nghenelela ka pholisi leyi vekiweke hi vufambisi bya Phuresidente Zuma ku le ku tswaleni ka mihandzHambiswiritano, khabinete yi na ku vilela hi nhlayo ya MaAfrika-Dzonga lava ya ka emahlweni va ti nghenelerisa eka swa masangu va nga tisirhelelangi na varhandzani vo hlay Kwalomu ka 32% na 42% wa vamanana na vavanuna hi mukhuva walowo va kombise leswaku a va si tshama va kamberiwa HIV hambileswi mfumo wu nga le ku tirheni hi matimba ku tisa ndzemukiso wa ku kamberiwa ka HIKhabinete yi kombela MaAfrika-Dzonga hinkwawo ku teka vutihlamuleri bya vona n winyi eka rihanyo na ku hlayiseka ka vona, va ti toloveta ku endla swa masangu va tisirhelerile na ku kambela HIV na vuvabyi lebyi tlulelaka na lebyi tluleriki hinkwabyo nkarhi na nkarh Khabinete yi kombela vatswari na vahlayisi ku tiyisisa leswaku vana va vona va tlhaveriwa eka mavabyi ya van Khabinete yi tshama yi tiyimiserile ku tiyisisa leswaku vana va sawutisiwa ku herisa mavabyi yo tlulela lawa ya xungetaka vutomi bya von Khabinete yi tiyisisa nakambe vatswari na vahlayisi leswaku mirhi leyi nyikiwaka hi Ndzawulo ya Rihanyo yi hlayisekil Khabinete yi amukela xiyenge xo sungula xa ku pfuxetiwa ka Vulindlela Heights Industrial eMthatha eKapa-Vux Lexi i xiphemu xa tiko xa Phurogireme ya Mpfuxeto wa Tindhawu ta Tifem I ya vumbirhi ya muxaka wa yona eKapa-Vuxa na yin we eka ntsevu wa tindhawu leti pfuxetiweke laha tikwenMfumo wu le ku pfuxeteni ka tindhawu ta tifeme ku engetela ku tumbuluxiwa ka mitirho na ku tiyisisa ku kula loku angarhelak Ku susiwa ka migingiriko ya ikhonomi ku suka exikarhi ka madoroba na kona i xiphemu xa matshalatshala ya mfumo ya ku tisa ku cinca ka ikhonomVuxokoxoko hilaha mi nga nghenelelaka hakona eka swivandlanene leswi nga kona eka tindhawu ta tifeme ta hina, ku fikelela nseketelo wa mfumo na tiphurogireme ta swinavetisi, na swivandlanene swa vuvekisi eka swiyenge swo hambanahambana byi kona eka wwthedtgoza kumbe hi ku tirhisa Senthara ya Tiqingho ta Vatirhisi eka 0861 843 984 ya Ndzawulo ya Mabindzu na Vumaki (dti).","Cabinet met on Wednesday, 24 May 2017, at Tuynhuys, Cape Town Issues in the environmentCabinet is concerned with the rising incidences of abuse and violence against women in our societ Recent incidents involving intimate partner violence have seen many brave and courageous women speaking out against this violation of their rightCabinet acknowledges that as a country we continue to have a patriarchal society and as such calls for more to be done to fight the scourge of femicide and human traffickinCabinet calls on all sectors of society to join hands in defeating this scourge, oppose any form of violence committed against women and children, and work with the police and justice system in order to bring perpetrators to justic President Jacob Zuma has called for a stop to the continued abuse of women and childre Cabinet has instructed the Social Protection, Community and Human Development Cluster to put in place a programme of action that will drive the country in the fight to stop the abuse of women and childreCabinet welcomes the results of the 2016 South African Demographic and Health Survey by Statistics South Africa, which measures the health status of South Africans, and the reach and quality of health programme The survey amongst others reports a 20% drop in infant mortality and a 11% drop in the number of women and men who smoke tobaccThe results demonstrate that the policy interventions that were put in place by President Zuma s administration are yielding positive resultCabinet, however, is concerned about the number of South Africans that still continues to engage in unprotected sex with multiple partner Some 32% and 42% of women and men respectively indicated that they have never been tested for HIV despite government efforts to raise awareness on HIV testinCabinet calls on all South Africans to take personal responsibility for their health and well-being, practice safe sex and get tested regularly for HIV and all communicable and non-communicable diseaseCabinet calls on parents and guardians to ensure their children are vaccinated against childhood disease Cabinet remains committed to ensuring children are immunised to eliminate life threatening infectious disease Cabinet reassures parents and guardians that the drugs administered by the Department Health are safCabinet welcomed the first phase of the revitalised Vulindlela Heights Industrial in Mthatha in the Eastern Cap This is part of the country s Revitalisation of Industrial Parks Programm It is the second of its kind in the Eastern Cape and one of six parks being revitalised across the countrGovernment is revitalising industrial parks to boost job creation and ensure inclusive growt The move of economic activities away from urban centres is also part of government s economic transformation effortInformation on how to take advantage of opportunities available at our industrial parks, access government support and incentives programmes, and investment opportunities in various sectors is available at wwthedtgoza or through the Department of Trade and Industry s (the dti) Customer Contact Centre on 0861 843 388 Cabinet has noted with regret the decision by General Motors South Africa (GMSA) (Pty) Ltd to phase out the manufacturing and sale of Chevrolet vehicles in the countrThis holds dire consequences for those who will lose their job and for our econom",0.88326716
"[ 0.5713159   0.29549694 -0.00232802 ...  1.096337    0.4628848
  0.4928641 ]","[-1.7371256e-04  3.8466281e-03 -1.9462977e-05 ...  2.7512288e-02
  2.0286826e-02  2.6088145e-02]","Khabinete yi lemuke hi ku nyama xiboho xa General Motors South Africa (GMSA) (Pty) Ltd xa ku herisa ku endliwa na ku xavisiwa ka mimovha ya Chevrolet laha tikwenLeswi swi na switandzhaku swo vavisa ngopfu eka lava nga ta lahlekeriwa hi mitirho na le ka ikhonomi ya hinMfumo wa ha tinyiketerile ku seketela sekithara ya timovha ya tiko, leyi nga ya nkoka eka ikhonomi na ku tumbuluxa mitirhDti yi ya emahlweni yi tirha na lava khumbhekaka ku hunguta nkhumbh Ku engetela ka vumaki, ku tumbuluxa mitirho na ku tiyisisa ku rhumela ematikwenimambe, ha ha ku simeka xiyenge xa vu kaye xa Kungu ra Migingiriko ya Pholisi ya Tifeme (IPAP) ku letela migingiriko ya hin Khabinete yi lemuke leswaku Isuzu, leyi a yi tirhisana na GMSA eka malembe lawa ya nga hundza eAfrika-Dzonga, yi ta yisa emahlweni na ku fambisa GMS Khabinete yi lemuke ku nyanya ka xiyimo xa dyandza eKapa-Vupeladyambu na le Kapa-Vux Khabinete yi kombela vaaki ku seketela swipimelo swa mati leswi tivisiweke hi swifundzankul Xipano lexi nga na vatirhi va Ndzawulo ya Mati na Mbhasiso, Komiti ya Vufambisi bya Mhangu ya Rixaka va tirhisana na swifundzankulu na mfumo wa muganga, va le ku tirheni hi matimba ku tiyisisa leswaku swintshuxo swa nkarhi wo lehanyana swa endliwa hi xihatla ku tiyisisa leswaku mati ya kona eka xifundzankulu eka nkarhi wo lehKhabinete yi rhamba MaAfrika-Dzonga hinkwawo ku katsa vatirhisi va le makaya, mabindzu, sekithara ya migodi, eneji na vurimi ku va va tirhisana na ku tirhisa mati hi vukheta swinen.","Government remains committed to support the country s automotive sector, which is critical for the economy and job creatioThe dti continues to work with all stakeholders to mitigate the impac To increase manufacturing, employment creation and export intensity, we recently launched the ninth phase of the Industrial Policy Action Plan (IPAP) to guide our action Cabinet notes that Isuzu, which has been partnering with GMSA over the years in South Africa, will take over the operations from GMSCabinet has noted the deterioration of the drought situation in the Western Cape and Eastern Cap Cabinet calls on the communities to support the water restrictions introduced by the province A team comprising officials from the Department of Water and Sanitation, the National Disaster Management Committee working with the provinces and local government, had been actively engaged in ensuring that short to medium-term solutions are fast-tracked to guarantee the water security of the province in the long terCabinet calls on all South Africans including domestic users, businesses, mining sector, energy and agriculture to work together and use water more sparingly Cabinet welcomed the released Anti-Corruption Strategy discussion document, which will inform the National Anti-Corruption Strateg Cabinet invites the public to make written inputs through the Department of Planning, Monitoring and Evaluation website: wwdpmgozThe fight against corruption remains one of the main priorities for governmen Corruption and integrity failures in both the private and public sector have a detrimental effect on our country s developmen Cabinet expressed concern at the recent global cyber-attack, which has been reported as the biggest cyber-attack to datCabinet urges all South Africans to take the necessary precautions when using electronic means of communicating or transactin The use of updated antivirus software which scans the environment frequently is also recommende Cabinet is concerned about the recent developments at Esko Cabinet appreciates that the matter regarding the re-employment of Mr Brian Molefe as the Chief Executive Officer of Eskom is before courts and in Parliament, and shall therefore respect these processe The President has, however, set up an Inter-Ministerial Committee (IMC) comprising the Ministers of Public Enterprises, Energy, Finance and Justice and Correctional Service The IMC is asked to gather the facts in order to guide Cabinet on how to deal with such matters in futur The convenor is the Minister of Justice and Correctional Services, Mr Michael Masutha Cabinet decisionsCabinet approved the publication of the Reviewed Broad-Based Black Economic Empowerment Charter for the South African Mining and Minerals industry in 2017.Mineral Resources Minister Mosebenzi Zwane will provide a briefing once the charter has been gazetteCabinet endorsed the approved National Radio Frequency Plan 2017 by the Ministry of Telecommunications and Postal Service The allocation of spectrum by the World Radiocommunication Conference has a significant impact on the economic growth of South AfricThe National Radio Frequency Plan 2017 is a comprehensive source of radio frequency spectrum allocation for different radiocommunication service The revised National Radio Frequency Plan 2017 ensures South Africa is aligned with the approved International Radio Regulations that were adopted in the 2015 International Telecommunication Union conferencCabinet approved the Inland Waterways Safety Strateg The strategy, through the South African Maritime Safety Authority, sets standards and enhances procedures for permitting and licensing arrangements for boats operating on inland waterway This will ensure the safety of small vessels on South Africa s inland waterwayCabinet approved the Road Freight Strateg The strategy aims to create an integrated regulatory and operational framework, which will enable South Africa to achieve best international standards of road-freight operationThe recommendations in this strategy will enhance the efficiency of enforcement, promote road safety, improve the protection of the infrastructure, reduce environmental impacts, and create an integrated framework of quality-regulated competition within which the road freight sector can continue to serve the needs of the South African economCabinet approved the South African Mint Company s designs for the 2017 and 2018 numismatic commemorative and circulation coinIn collaboration with Cabinet, a new series was developed that represents culture, freedom and democracy under the theme:",0.8625059
[0.60708004 0.2621096  0.1037643  ... 1.3488466  1.0980397  0.6549853 ],[0.02825333 0.01766218 0.01138831 ... 0.02423187 0.03188633 0.03925419],"Khabinete yi amukele ku humesiwa ka tsalwa ra nkanelo ra Qhinga ra ku Lwisana na Manyala, leri nga letela Qhinga ra Tiko ro Lwisana na Manyal Khabinete yi rhamba mani na mani ku endla swibumabumelo leswi tsariweke hi ku ya eka webusayiti ya Ndzawulo Nandzeleriso na Nhlahluvo wa Matirhelo eka: wwdpmgozKu lwa na manyala ku tshama ku ri swirhanganankulu swa mfum Manyala na ku tsandzeka ka ku xiximeka eka sekithara ya mabindzu na le ka mfumo ya khumbha tiko hi ndlela yo ka yi nga ri kahle eka nhluvukiso wa tik.","The annual commemoration of Africa Day marks the founding of the Organisation of African Unity in 1963.As we end Africa Month, Cabinet calls on all South Africans to partner with our fellow Africans residing in South Africa and elsewhere on the continent to ensure the prosperity for our region and the rest of AfricIt is also incumbent on all who reside within our borders, South Africans and foreign nationals alike to adhere to the laws of the countr Together we must fight the scourge of human trafficking, abductions, and the abuse of women and children Congratulatory messagesCabinet congratulates the Stellenbosch University and Tygerberg Academic Hospital medical team comprising of Prof Andre van der Merwe, Dr Alexander Zuhlke, Prof Rafique Moosa, Dr Amir Zarrabi and Dr Zamira Keyse They recently performed a second penis transplant, making it the first medical centre in the world to successfully perform this procedure twic The success of this procedure in the hands of our transplant team is testimony to the high level of skill and expertise that exists in the public health sector in South AfricCabinet congratulated iSimangaliso Wetland Park for receiving the Audit Excellence Award at the South African Institute of Chartered Accountants (SAICA) Public Sector Excellence Awards earlier this mont The award was in recognition of the Park receiving clean audits over five consecutive year",0.77641535
"[ 0.5775282   0.17913114 -0.12701362 ...  1.6513246   0.81457675
  1.0645531 ]","[ 2.0521581e-02 -1.1483805e-03  1.2979689e-05 ...  2.4789136e-02
  3.1654097e-02  2.4307005e-02]","Khabinete yi kombise ku vilela eka ku hlaseriwa ka swa inthanete emisaveni hinkwayo loku ka ha ku va kona, leswi nga vikiwa tanihi nhlaselo lowukulu wa inthanete ku fika swesw Khabinete yi khutaza MaAfrika-Dzonga hinkwawo ku va na vukheta swinene loko va tirhisa tindlela ta xitironiki ku tihlanganisa na ku fambisa bindzKu tirhisiwa ka sofuwere ya antivhayirasi leyi pfuxetiweke leyi kambelaka xiyimo hi mikarhi hinkwayo na swona swa bumabumeriw.",iSimangaliso was declared South Africa s first World Heritage Site in December 1993 Cabinet congratulates the Working on Fire programme for receiving a plaque from the Alberta Government in Canada commemorating the assistance provided by the programme in managing wildfires in their Province in 2016.,0.76279867
"[ 0.5198274   0.1618142  -0.29876408 ...  1.1002617   1.1874905
  1.4234698 ]","[ 0.02669951 -0.00024881  0.00032006 ...  0.01701334  0.03827067
  0.01561667]","Khabinete yi na ku vilela hi timhaka leti nga le ku humeleleni eka Esko Khabinete ya amukela mhaka ya leswaku ku thoriwa nakambe ka Ta Brian Molefe tanihi Mufambisinkulu wa Eskom swi le khoto na le Palamende, naswona yi ta xixima tiphurosese letHambiswiritano, hi hala tlhelo Phuresidente u simekile Komiti ya Vaholobye (IMC) leyi nga na Vaholobye va Mabindzu ya Mfumo, Eneji, Timali na Vululami na swa Makhots IMC yi komberiwe ku hlengeleta timhaka ku kota ku letela Khabinete ku tirhana na timhaka leti eka nkarhi lowu tak Muhlanganisi i Holobye wa Vululami na swa Makhotso, Ta Michael Masutha Swibohonkulu swa khabinete Khabinete yi pasisile ku hangalasiwa ka Ntwanano wa ku Kambisisa ku Nyika Matimba eka Vantima hi ku Angarhela eka tifeme ta Migodi na Swicelwa ta Afrika_Dzonga hi 2017.Holobye wa Swicelwa Mosebenzi Zwane u ta nyika mbulavulo loko ntwanano wu gazetiwil Rixaka xa 2017 hi Holobye wa Vuhlanganisi bya swa Tiqingho na Vukorhokeri bya Pos Ku nyikiwa ka ndhawu hi Khonferense ya Matiko ya Misava ya Vuhlanganisi bya Xiyanimoya swi ta khumba swinene ku kula ka ikhonomi eAfrika-DzongKungu ra Xihondzo ra Xiyanimoya ra Rixaka ra 2017 i xitirhisiwa xo angarhela xa xiyanimoya eka ku nyikiwa xihondzo hikuya hi vukorhokeri bya vuhlanganisi bya xiyanimoya byo hambanKungu ra Xihondzo ra Xiyanimoya ra 2017 leri pfuxetiweke ri tiyisisa leswaku Afrika-Dzonga ra ti xaxameta na Swipimelo swa Xiyanimoya swa Matiko ya misava leswi amukeriweke hi Khonferense ya Nhlangano wa Vuhlanganisi bya swa Tiqingho bya Matiko ya Misava hi 2013.","The centenary of Struggle stalwart Oliver Reginald Tambo s birth was chosen as the first subject to be depicteThe introduction of the new R50 (1oz, sterling-silver) coin, R500 (1oz, 24-carat gold) coin and R50 (base metal alloy) coin celebrating the 100-year anniversary of OR Tambo s birthdate Designs for the following 2017 and 2018 commemorative coin series have been developed:2017 coin series: Oliver Reginald Tambo Centenary Celebration;2017 circulation coin: R5 coin depicting the Order of the Companies of OR Tambo;2017 Protea coin series: Life of a Legend",0.81318724
"[ 0.41756126  0.14142679 -0.32026514 ...  1.0625933   0.6703806
  0.9757906 ]","[ 0.01473579 -0.00135271  0.00178372 ...  0.06998595  0.04421142
  0.04224188]","Khabinete yi pasisile Qhinga ra Vuhlayiseki bya Tindlela ta mati ta Matikweni ya le Ndzeni ka tik Qhinga leri, hi ku landzelela Vulawuri bya Vuhlayiseki bya le Lwandle eAfrika-Dzonga leri vekaku swipimelo na ku hluvukisa maendlelo eka ku pfumelela na ku lulamisa ku nyika mpfumelo eka swikwekwetsu leswi fambaka etindleleni ta mati ya le ndzeni ka tikLeswi swi ta tiyisisa vuhlayiseki bya swikwekwetsu leswitsongo eAfrika-Dzonga etindleleni ta mati ya le ndzeni ka tik Khabinete yi pasisile Qhinga ra ku Rhwala Tinhundzu ra Magondz Xikongomelo xa qhinga leri i ku hlanganisa vulawuri na rimba ra matirhelo, leswi nga ta pfuna Afrika-Dzonga ku fikelela swipimelo swa misava hinkwayo swa matirhelo ya ku rhwala tinhundzu hi magondzSwibumabumelo swa qhinga leri swi ta yisa emahlweni vuswikoti bya ku landzelela nawu, ku tlakusa ku seketela vuhlayiseki emagondzweni, ku tlakusa ku sirheleriwa ka switirhisiwa, ku hunguta ku khumbheka ka mbango, na ku ku endla rimba leri hlanganisiweke ra mphikizano wa nkoka lowu lawuriwaka laha sekithara ya ku rhwala tinhundzu ta le magondzweni wu nga ha ya ka emahlweni ku tirhela swilaveko swa ikhonomi ya Afrika-Dzong Khabinete yi pasisile Khamphani yo Endla Mali ya Nsimbhi ya Afrika-Dzonga ya 2017 na 2018 eka ntirho wo tsundzuka nhlengeleto wa mali ya nsimbhi na ku yi hangalasHi ku tirhisana na Khabinete, nongonoko lowuntshwa wu endliwile lowu kombisaka mfuwo, ntshuxeko na xidemokirasi ehansi ka nhlokomhaka leyi nge:","The protection of our children is the duty and responsibility of all South Africans; parents, guardians, individuals and communitieAs a society we have a duty to do more to ensure the most vulnerable in our society do not suffer abus It is in our hands to stop the cycle of neglect, abuse, violence and exploitation of childreCabinet encourages all sectors of society to work together to create safer and healthier communities so that our children can thrivIn the centenary celebration of OR Tambo, South Africa will mark Youth Month in June 2017 under the theme:",0.80093074
"[ 0.01573501 -0.3653548  -0.1325907  ...  0.442997    0.9648265
  0.6018681 ]","[ 0.00279473 -0.00301278 -0.00043891 ...  0.00068146  0.0259096
  0.01331802]",Ku Tlangela Afrika-Dzonga .,Celebrating South Africa .,0.7947391
"[ 1.3036814   0.01049154 -0.15136707 ...  0.93894786  1.4045336
  1.589076  ]","[ 0.00321719 -0.00094353  0.02196026 ...  0.03900842  0.03066071
  0.06176081]","Ku tlangela malembe xidzana ya ku tswariwa ka Mulwela Ntshuxeko Oliver Reginald Tambo ku hlawuriwile ku va nhlokomhaka yo sungula ku va yi kombiwKu tivisiwa ka R50 leyintshwa (1oz, sterling-silivhere) mali ya nsimbhi, R500 (1oz, 24-wa kharente wa nsuku) mali ya nsimbhi na R50 (base metal alloy) mali ya nsimbhi ya ku tlangeriwa ka dzana ra malembe ya siku ra ku tswariwa ka OR Tambo Swivumbeko swa mali ya nsimbhi swa 2017 na 2018 swa nongonoko wa timali ta nsimbhi swi endliwile: 2017 mali ya nsimbhi: ku tlangela Malembe xidzana ya Oliver Reginald Tambo 2017 ku hangalasiwa ka mali ya nsimbhi: R5 leyi kombaka Order of the Companions of OR Tambo 2017 mali ya nsimbhi ya Phurothiya: Vutomi bya Nhenha",The Lion;2018 coin: 2018 FIFA World Cup RussiaTM Upcoming eventsCabinet calls on all South Africans to support the Child Protection Week from 28 May to 4 June under the theme:,0.7311784
