ts,en,src_text,trg_text,Cosine_Score
[1.1826235 0.8717357 0.2576717 ... 1.1805074 1.3390031 1.6106349],"[ 0.02275859 -0.0011391   0.00429463 ...  0.05660686  0.03578519
  0.03021264]","Vuvabyi bya Khoronavhayirasi bya 2019 (COVID-19) eAfrika-Dzonga Khabinete yi tivisiwile hi mbuyelo wa mivulavurisano leyi nga endliwa hi Presidente Cyril Ramaphosa na mihlangano yo hambanahambana yo yimela vaakitiko, ku vona leswaku ku suka eka levhele ya 4 ku ya eka levhele ya 3 ya ku pfaleriwa ka tiko hinkwaro, yi na nseketelo na mavonelo ya vatekaxiave hinkwav Hi ku heleketiwa hi Vaholobye vo hambanahambana, u hlanganile na vaakindhawu, tisekithara ta vatirhi na mabindzu, Khansele ya Tikereke ya Afrika-Dzonga; Vurhangeri bya swa vukhongeri byo hambanahambana; Timeyara; Tiphirimiya; Nhlangano wa Mfumo wa Miganga wa Afrika-Dzonga, Vurhangeri bya Ndhavuko na Mavandla ya tipolitiki lawa ya yimeriwaka ePalamend Khabinete yi amukerile mbuyelo wa mivulavurisano leyi, leyi a yi aka swinene na ku fuwisa makunguhatelo ya ku olovisiwa hi katsongo leswi arisiwaka ku ya eka levhele ya 3 leyi yi sungulaka hi ti 1 Khotavuxika 2020.","Cabinet was briefed on the outcome of consultations undertaken by President Cyril Ramaphosa with various civil-society organisations, to ensure that the country s progression from Level 4 to Level 3 of the national lockdown has the support and inputs of all social partner Accompanied by various Ministers, he met with community, labour and business sectors, South African Council of Churches; leadership of interfaith communities; Mayors; Premiers; South African Local Government Association, traditional leadership and political parties represented in Parliamen",0.87351143
[0.7203576  0.23190537 0.10384277 ... 1.1261513  0.708198   0.82625455],[0.02535518 0.03599682 0.01220076 ... 0.03185505 0.03667394 0.02978172],"Levhele leyi yi ta khumba ku ya emahlweni yi anamisa nghingiriko wa ikhonomi na ku susiwa ka leswi arisiwaka eka mafambafambelo ya vanh Yi ta tlhela yi pfuneta kwalomu ka nhungu wa timiliyoni ta maAfrika-Dzonga ku vuyela emitirhwen Kuta ta tekeriwa enhlokweni swinene 'tindhawu leti nga exivindzini' leti nga na mipimo ya le henhla ya mitluleto ya khoronavhayiras Tindzawulo ta rihanyo ta swifundzankulu ti ta nyika ku nghenelela ka swa rihanyu loku nga na ku tiyimisela eka tindhawu leti nga exivindzini hi xivumbeko xa ku hlahluva, ku kambela na hlambulo na magoza yo sivel",This level will entail a further broadening of economic activity and the removal of restrictions on the movement of peopl It will also enable about eight million South Africans to return to wor Special attention will be given to,0.8145651
[0.5105493  1.3205206  0.09203484 ... 1.0189828  0.46533158 2.3673904 ],"[ 0.01944401 -0.00127117  0.00640858 ...  0.01747697  0.01080333
  0.06485668]",Khabinete yi tshikelele nseketelo wa yona eka mivulavurisano leyi katsaka leyi endliweke hi Presidente Ramaphosa kusukela loko ku sungurile xiyimo xa khombo xa tiko hinkwaro hi ti 15 Nyenyankulu 2020.,Cabinet reiterated its support for the inclusive consultations undertaken by President Ramaphosa since the start of the national state of disaster on 15 March 2020.,0.8656441
"[ 0.279165    0.30490568 -0.11482264 ...  1.204567    0.6194366
  0.677099  ]",[0.02049758 0.02353232 0.00377064 ... 0.00938744 0.02869342 0.00495161],"Mivulavurisano leyi yi endlile leswaku swi koteka eka tisekithara hinkwato ta vaakitiko ku teka xiave eka ku lwisana na ntungu wa Covid19, ku ponisa vutomi no sirhelela tindlela to tihanyis Vulawuri bya matirhelo na xithekiniki bya miphalalo eka COVID-19 byi hlohloteriwa hi Xiphemu xa Nhlangano wa Matirhelo na Vunhlorhi wa Nhlanganelo wa Rixaka (NATJOINTS) na Ndzawulo ya Rihany NATJOINTS i nhlangano lowu vumbiweke hi swiyenge swo dyondza swo hambanahambana swo hlanganisa swa mfumo leswi vekiweke ku lawula tiphurojeke letikul NATJOINTS ya COVID-19 yi vumbiwile hi swiphemu swa ntirho leswi katsaka vativi va sayense; vativinkulu va swa rihanyu; tiinjhiniyara; vayimeri va tisenthara ta Vulawuri bya Timhangu ta Rixaka; vatsundzuxi va swa nawu; vurhangeri bya tiejensi ta vuhlayiseki bya tiko na kutiyisisa ku landzeriwa ka nawu na mitlawa yo huma eka tindzawulo leti endlaka ntlawa wa swa ikhonomi na swa vaakitiko ta Foramu ya Vafambisikulu va Afrika-Dzong NATJOINTS yi kuma swiviko kusuka eka tindzawulo to hambanahambana no yisa swibumabumelo eka Vafambisikulu (tiDG) ku humelerisa swibumabumelo leswi swi nga ta nyikiwa eka National Coronavirus Command Council (NCCC).","These consultations have made it possible for all sectors of society to play a role in the fight against the Covid19 pandemic, saving of lives and protecting livelihood The operational and technical management of COVID-19 interventions is driven by the National Joint Operational and Intelligence Structure (NATJOINTS) and the Department of Healt NATJOINTS is a multidisciplinary coordinating structure of government that is activated to manage large project",0.868652
"[ 0.6564311   0.6591309  -0.20574614 ...  0.89933425  0.95879257
  1.207732  ]",[0.00641534 0.00200297 0.00535697 ... 0.04740785 0.02559784 0.02576478],"NCCC yi burisana hi swibumabumelo swa tiDG naswona yi endla swibumabumelo swa yona eka Khabinete laha swiringanyeto, ku katsa milawu swi pasisiwak Phurosese leyi yi vona leswaku Khabinete yi teka swiboho swa nhlanganelo leswi nga na ntwanano na ku katsa vanhu hinkwav Hikwalaho, Khabinete yi alela hi matimba swiringanyeto leswi nga riki ntiyiso leswi swirho swi ri swoxe swi nga na vutihlamuleri eka swibumabumelo leswi humaka eka NCCC kumbe swibumabumelo leswi tekiweke hi Khabinet.","recommendations and also makes its own recommendations to Cabinet where proposals, including regulations, are approve This process ensures that the Executive takes collective decisions that are consensual and inclusiv Therefore, Cabinet condemns in the strongest possible terms false suggestions that individual members of the Executive are responsible for recommendations that emanate from the NCCC or decisions taken by Cabine.",0.8591743
"[ 1.3265252  -0.05147124  0.11688942 ...  1.43741     1.2440001
  1.6077391 ]",[0.02397179 0.02766234 0.01051713 ... 0.03685239 0.05227147 0.02535207],"Khabinete yi kombela leswaku ku va na ntirhisano eka tisekithara hinkwato ta vaakitiko ku lwisana na nala loyi a fanaka naswona wa nghozi, ntungu wa COVID-111.","Cabinet appeals for the unity in action by all sectors of society against a common and dangerous enemy, the COVID-19 pandemi.",0.8495232
"[ 0.56997436  0.20759203 -0.3049833  ...  0.8413161   0.7099213
  0.89778036]","[ 0.01689205 -0.00195525  0.00385522 ...  0.02262411  0.01171553
  0.03475202]","Khabinete yi khensa maAfrika-Dzonga hinkwawo eka ku ya emahlweni va titsona no twisisa hi nkarhi wa nkoka wa ku pfaleriw Xihlambanyo xa Phuresidente Ramaphosa xa xiyimo xa mhagu xa rixaka ku ya hi Nawu wa Vulawuri bya Timhangu wa Tiko, 2002 (Nawu wa 57 wa 2002) wu hoxe xandla swinene eka ku ponisa vutom.","Cabinet thanks all South Africans for their continuing sacrifice and understanding during the purposeful lockdown perio President Ramaphosa s declaration of the national state of disaster in terms of the Disaster Management Act, 2002 (Act 57 of 2002) immensely contributed to saving live .",0.900604
[1.294236   0.00877257 0.12191997 ... 0.9301638  0.30799    0.82083863],"[ 0.00669608  0.00386891  0.01143508 ...  0.03528887 -0.00409024
  0.01037776]",Magoza yo lawula yo tika ma hetelele ma nonokisa no hunguta mitlulet Ku pfaleriwa swi nyikile Afrika-Dzonga nkarhi na xivandla xa ku veka magoza eka tisekithara ta swa rihanyu ta mfumo na leti nga riki ta mfumo ku tirhana na ku tlakuka ka mitluleto loku nga papalatekik.,The drastic containment measures resulted in significantly slowing and reduction of the infectious trajector The lockdown gave South Africa the time and space to put measures in place in the public and private health sectors to deal with an inevitable increase in infection.,0.870154
"[ 0.20246455 -0.05434925  0.20550439 ...  0.8298563   0.6630233
  0.35456806]","[ 0.00607272 -0.00066099  0.00110214 ...  0.0172094   0.03180832
  0.00864256]",Khabinete yi ya emahlweni yi kombela maAfrika-Dzonga hinkwawo ku va na vutihlamuleri lebyikulu byo tihlayisa na ku hlayisa van'wana ku hunguta ku hangalaka ka xitsongwatsongwan.,Cabinet continues to appeal to all South Africans to take greater personal responsibility to protect themselves and others to reduce the spread of the viru.,0.89649165
"[ 0.83692616 -0.05932231  0.15719488 ...  0.48691857  1.2558744
  2.1392906 ]",[0.02188233 0.0033799  0.001195   ... 0.00695619 0.0113432  0.04533548],"Vaholobye eka swiyimo swo hambana hambana va ta tlhantlha hi ku hetiseka eka tinhlengeletano to vulavurisana na vateki va mahungu leti nga ta endliwa namuntlha, Ravumune ti 28 Mudyaxihi na mundzuku, Ravuntlhanu ti 29 Mudyaxihi 2020.Swiboho swa Khabinete2.","Ministers across a range of portfolios will unpack the details in media briefings that will be conducted today, Thursday 28 May and tomorrow, Friday 29 May 2020.Cabinet Decisions2.",0.88509566
