tn,en,src_text,trg_text,Cosine_Score
[0.9093308  0.24425872 0.13039526 ... 0.73355484 0.79882836 0.8960597 ],[0.01620116 0.01371453 0.00551025 ... 0.0234741  0.02789161 0.04259048],"Go tsenngwa tirisong ga manaane a botlhokwa a puso Kabinete e amogela diphitlhelelo tse di tlhagisitsweng ke Moporesitente Jacob Zuma ka nako ya ketelo ya setsha kwa Boemelakepeng jwa Port Elizabeth kwa Kapa Botlhaba, go sekaseka kgatelopele e e leng teng malebana le go tsenngwa tirisong ga Operation Phakisa: e leng maiteko a Ikonomi ya Mawatl Puso e golotse dipeeletso tse di ka nnang bokana ka R17 bilione mo Ikonoming ya Mawatl Fa e sale e tlhomiwa, go tlhamilwe ditiro di feta 4 500 mo maphateng a a farologanenMekoro e e gogang e le mebedi mo go e e robongwe e e agiwang ke Southern African Shipyards ba e agela Bothati Jwa Boset haba jwa Maemelakepe jwa Transnet (TNPA) kwa Boemelakepeng jwa Durban di lebile kwa Boemelakepeng jwa Port Elizabet Moporesitente Zuma o tlhomile mokoro wa ntlha o o gogang kwa Port Elizabeth, o o teilweng leina la Mvezo, o teelelwa lefelo le Moporesitente Nelson Mandela a belegetsweng kwa go lonTNPA e abile madi a feta R7 bilione go tokafatsa maemelakepe a ron Moporesitente o ne a lebelela mafelo a dikepe di emelang mo go ona a a nt hwafaditsweng mo Boemelakepeng jwa Port Elizabeth a a tla kgonang go amogela dikepe tse dingwe di le 12 fa a bapisiwa le a ga jaana a a amogelang di le ped Kabinete e leboga baduelalekgetho botlhe ba ba tshwaraganeng le puso mo ngwageng wa dit helete wa 2015/16 go tsholetsa kokoanyo ya rona ya lotseno go ya go R1 trilione la ntlh Seno ke sesupo se se tlhamaletseng se se ka ga maatla a ikonomi ya rona e e tsweletseng pele le fa go le thata jaanKe fela ka tuelo ya lekgetho ya maAforika Borwa a a obamelang melao mmogo le kokoanya e e matlhagatlhaga ya letseno ka Tirelo ya Lekgetho ya Aforika Borwa (SARS) moo puso e kgonang go tlamela ka botlalo ditirelo tse di tlhokegang tse di nang le seabe mo tokafatsong ya matshelo a maAforika Borw Kabinete e amogela kitsiso ya ga Moporesitente Zuma ya gore la bo 3 Phatwe 2016 ke letlha la Ditlhopho tsa Pusoselegae tsa 2016.","Implementation of key government programmes Cabinet welcomes the achievements highlighted by President Jacob Zuma during his site visit to the Port of Port Elizabeth in the Eastern Cape, to assess progress made on the implementation of the Operation Phakisa: Oceans Economy initiativ Government has unlocked investments amounting to about R17 billion in the Oceans Econom Since its inception, over 4 500 jobs have been created in various sectorTwo of the nine tugboats being built by the Southern African Shipyards for Transnet National Ports Authority (TNPA) in the Port of Durban are destined for the Port of Port Elizabet President Zuma launched the first tugboat in Port Elizabeth, named the Mvezo, after the birthplace of former President Nelson MandelThe TNPA has allocated over R7 billion to improve our port The President viewed the refurbished and reconstructed slipway and lead-in jetties within the Port of Port Elizabeth that will be able to accommodate 12 more vessels as compared to the current tw Cabinet thanks all taxpayers who have partnered with government in the 2015/16 financial year to take our revenue collection to R1 trillion for the first tim This is a clear demonstration of the strength of our thriving economy even under difficult circumstanceIt is through the tax contributions of compliant South Africans and the effective collection by the South African Revenue Service that government is better able to provide much-needed services that contribute to improving the lives of South African Cabinet welcomes President Zuma s announcement of 3 August 2016 as the date for the 2016 Local Government Election Government is pleased that the two registration weekends on 5",0.88673615
[1.0001482  0.14039886 0.49502045 ... 0.7934157  0.9081052  1.6114239 ],"[ 0.01256022  0.01139762 -0.00014548 ...  0.03320374  0.04094606
  0.02811127]","Puso e kgotsofaditswe ke gore mafelo a beke a mabedi a ikwadiso a la bo 5-6 Mopitlwe le la bo 9-10 Moranang a ne a na le palo e e kwa godimo ya ba ba ka tlhophang ba ba neng ba etetse ditei ene tsa ditlhopho, bogolo segolo ba ba tla bong ba tlhopha la ntlha mmogo le ba wKabinete e leboga botlhe ba ba tsibogetseng boikuelo jwa go ikwadisa le go tlhola dintlha tsa bona mo lenaneng la batlhop Ke fela ka seabe sa rona mmogo re ka bonang temokerasi ya rona e golKabinete e ikuela mo baaging botlhe ba ba iseng ba ikwadise gongwe go tlhola dintlha tsa bona go etela dikantoro tsa Khomi ene e e Ikemetseng ya Ditlhopho kwa makgotlatoropong a bona le go nt hwafatsa dintlha tsa bona mo lenaneng la batlhophi (ba tlamele ka diaterese) le go ikwadisetsa go tlhopha ka ditlhopho tsa la bo 3 Phatw Gape batlhophi ba ka romela dinomoroitshupo tsa bona ka SMS mo go 32810 gongwe go letsetsa tikwatikwe ya kgolagano kwa 0800 11 8000 go tlhomamisa seemo sa bonIkwadiso e netefatsa gore leina la gago le teng mo lenaneng la batlhophi gore o kgone go tlhoph Kabinete e ikuela mo baaging botlhe go diragatsa tshwanelo ya bona ya temokerasi e e lwetsweng ka thata ya go tlhopha mo Ditlhophong tsa Dipusoselegae tsa 2016 ka la bo 3 Phatwe 2014.","Local Government is everyone s business .Cabinet calls on all South Africans and sectors to demonstrate their patriotism by participating in the various events commemorating Freedom Mont During the upcoming weeks, Parliament will be holding departmental Budget Vote The respective departmental Executives will unpack their operational plans for the 2016/17 financial yea Members of the public will be informed about service-delivery programmes of government Cabinet s position on key issues in the environment Cabinet welcomed the response and subsequent apology by President Zuma to the Constitutional Court judgment relating to compliance with remedial actions set out in a report of the Public ProtectoCabinet is studying the judgment to establish if there are any other actions to be undertaken to strengthen the role of the Public ServicThe Constitutional Court judgment reinforces and asserts South Africa s constitutional democrac Cabinet noted the actions by the four banks that gave notice to close the bank account of a compan Whilst Cabinet appreciate the terms and conditions of the banks, the acts may deter future potential investors who may want to do business in South Afric Cabinet has endorsed that the Ministers of Finance, Labour and Mineral Resources should open a constructive engagement with the banks to find a lasting solution to this matte Cabinet congratulated the Minister of Health, Dr Aaron Motsoaledi, who received the USAID-TB international award in recognition of his leadership in the global fight against tuberculosis (TB) as well as championing South Africa's and regional initiatives in the screening, treatment and prevention of TB; TB/HIV co-infection and multi-drug resistant T Cabinet welcomes the nomination of South Africa as the 2016 recipient of the Distinguished Diplomatic Service Award by the World Affairs Council in Washington, D As the first African country to receive this award, it recognises the country s outstanding commitment to global education, international affairs and global communications to advance our national interestCabinet commends the Minister of International Relations and Cooperation, Ms Maite Nkoana-Mashabane, for her contribution to South Africa s international engagements, which are driven by the vision of a",0.8226901
"[ 0.25893503  0.29770258 -0.03440614 ...  0.3262768   0.64257133
  1.1002457 ]",[0.0152136  0.00202992 0.00775393 ... 0.01626346 0.02664363 0.02840934],"Kabinete e amogela go tlhomiwa semmuso ga Porojeke ya Tekeletso ya eChannel ya Lefapha la Merero ya Selegae (DHA) ke Moporesitente Zum Thulaganyo eno e nt hwa ya boitlhamedi e letla baagi go dira dikopo tsa dikarata tsa boitshupo mo inthaneteng go tila mela e meleelTirisanommogo eno le dibanka tse dikgolo di le nne - Dibanka tsa ABSA, FNB, Nedbank le Standard - go tsenyatirisog serala sa go dira dikopo ka inthanete tsa dikarata tsa boitshupo le makwalo a mosepele go kgontsha badirisi go etela dikioseke tsa Lefapha la Merero ya Selegae go isa fela dikgatiso tsa menwana le ditshwantsho morago ga go dira peelano le tuelo mo inthaneteneChannel ke karolo ya togamaano ya tlhabololo ka kakaretso ya lefapha go tlosa ditirelo kwa mokgweng wa pampiri go ya go wa dijitale, e leng tsamaiso e e tla akaretsang go phepafatsa rejisetara ya baag Kabinete e amogela katlego ya Beke ya Imbizo e e neng e tshwerwe fa gautshwane ka moono wa 'Mmogo re tswetsa pele Aforika Borwa', e mo go yona batlhankedi ba puso ba neng ba kopana le baagi go ralala nagKabinete e akgola maAforika Borwa a a nnileng le seabe mo manaaneng a feta 36 go ralala naga, a a netefaditseng gore puso e tsibogela ditlhokego tsa baagi tse di supilwen Beke ya Imbizo e maatlafaditse baagi ka tshedimosetso e e ka ga manaane a pus Lefapha la Manno a Batho le ne le amogetse khonferese e e atlegileng tota ya Dit habakopano (UN) e e dirang ka mafelo a baipei, e gatelela seelo se se kwa godimo sa phudugelo mo metsesetoropong mmogo le go gola ga mafelo a baipe Ga jaana batho ba le bilione mo lefatsheng ba nna mo mafelong a baipe Fa e sale ka 1994, Aforika Borwa e agile matlo a le dimilione e le karolo ya go netefatsa gore go nna le botshelo jo bo botoka go botlhe MelaotlhomoKabinete e amogetse Melaotlhomo e e latelang: Molaotlhomo wa Tshireletso ya Dikago tsa Botlhokwa wa 2016 o o tla phasaladiwang mo Kaseteng ya Puso gore baagi ba tshwaele mo go onMolaotlhomo o phimola Molao wa Dintlha tsa Botlhokwa tsa Boset haba, wa 1980 (Molao wa bo 102 wa 1980), mme o ikaelela go lepalepanya thulaganyo ya go supa le go goeletsa dikago tsa botlhokwa ka tsela e e seng bofitlha mme e le maikarabel Gape o tla netefatsa gore dikago tsotlhe tsa botlhokwa tsa tshireletsego ya set haba mo nageng di a supiwa mme di sirelediwa ka tsela e e malebMolaotlhomo o dira tlamelo ya gore go tlhomiwe letlhomeso la setheo go tlhokomela le go tsamaisa tshireletso ya dikago tsotlhe tsa botlhokw Gape o tlhalosa tiro ya bothati jo bo tla gakololang Tona ya Sepodisi ka kgoeletso ya dikago tsa botlhokw Molaotlhomo o o Baakantsweng wa Mekgatlho ya Dithoto tse di Tlhakanetsweng wa 2016 o o tla phasaladiwang gore baagi ba tshwaele mo go on Molaotlhomo ono o baakanya Molao wa ga jaanong wa Mekgatlho ya Dithoto tse di Tlhakanetsweng, wa 1996 (Molao wa bo 28 wa 1996).Molaotlhomo o tla maatlafatsa thulaganyo ya bolaodi jwa temokerasi jwa Mekgatlho e e leng teng ga jaana ya Dithoto tse di Tlhakanetsweng gongwe ditheo tsa Dikgwama tse di okameng mafatshe a a tlhakanetsweng ke baag Molaotlhomo ono o o baakantsweng o dira tlamelo ya gore go tlhomiwe Mokwadisi mo Lefapheng la Tlhabololo ya Metseselegae le Nt hwafatso ya Naga, mme o tlhalosa tiro ya kantoro en Fa Molaotlhomo o setse o fetisitswe jaaka molao, o tla maatlafatsa taolo ya ditheo tsa bolaodi le go tokafatsa tshegetso ya Mmuso mo go tsonO tla kgontsha baagi go bona, go tshola le go tsamaisa dithoto ka ditheo tsa tsamaiso tse di bokgoni tse di tshegediwang ke pus Go itsisewe ga Molaotlhomo wa Bodit habat haba wa Tsereganyo wa 2016 kwa Palamenten Thulaganyo ya tsereganyo ya bodit habat haba ke sediriswa sa botlhokwa sa go gweba go ralala melelwane ya nag E tla tokafatsa phitlhelesego ya ditirelo tsa bosiamisi mo ditlamong tse di gwebang kwa ntle ga naga le ditlamo tsa kwa ntle tse di mo Aforika Borw Molaotlhomo o phimola Molao wa Temogo le Tiragatso ya Dikabo tsa Tsereganyo ya Dinaga di sele, wa 1977 (Molao wa bo 4 wa 1977) mme gape o baakanya Molao wa ga jaana wa Tshireletso ya Kgwebo, wa 1978 (Molao wa bo 99 wa 1978).","Together we move South Africa forward , which saw government officials interacting with communities throughout the countrCabinet commends those South Africans who participated in over 36 programmes across the country, which ensured that government responded to identified community need The Imbizo Focus Week has empowered communities with information on government programme The Department of Human Settlements hosted a very successful United Nations (UN) conference dealing with informal settlements, emphasising the phenomenal rate of urbanisation and the growth of slum Now one billion people in the world live in slum South Africa has since 1994 built millions of houses as part of ensuring a better life for all BillsCabinet approved the following draft Bills: Critical Infrastructure Protection Bill of 2016 to be published in the Government Gazette for public commenThe Bill repeals the National Key Points Act, 1980 (Act 102 of 1980), and seeks to align the process of identifying and declaring critical infrastructures in a transparent and accountable manne It will also further ensure that all critical infrastructures for the national security of the country are identified and adequately protecteThe Bill provides for the setting up of an institutional framework to monitor and administer the protection of the critical infrastructure It further defines the functions of the body that will advise the Minister of Police in the declaration of critical infrastructure The Communal Property Associations Amendment Bill of 2016 to be published for public commen The Bill amends the current Communal Property Associations Act, 1996 (Act 28 of 1996).The Bill will strengthen the democratic governance process of the existing Communal Property Associations or existing Trust entities that oversee communal lan The amended Bill provides for the setting up of the Registrar in the Department of Rural Development and Land Reform, and defines the functions of this offic Once this Bill is passed into law, it will strengthen the regulation of governance institutions and enhance State support to theIt will enable communities to acquire, hold and manage properties through effective statutorily established administration entities supported by governmen The introduction of the International Arbitration Bill of 2016 to Parliamen The international arbitration process is an essential tool for doing business across the borders of the countr It will improve access to justice services for companies doing business outside the country and foreign companies in South Afric The Bill repeals the Recognition and Enforcement of Foreign Arbitral Awards Act, 1977 (Act 40 of 1977) and also amends the current Protection of Business Act, 1978 (Act 99 of 1978).",0.8550663
"[ 0.8767381   1.2607392  -0.31889316 ...  1.0112768   0.73790145
  1.345031  ]",[0.01045366 0.02421555 0.00315485 ... 0.04488934 0.0198647  0.04282626],"Molaotlhomo o o tshitshinngwang o lepalepana le Sekao sa Molao wa Tsereganyo ya Kgwebo ya Bodit habat haba, se se amogetsweng ke Khomi ene ya UN ya Molao wa Kgwebisano ya Bodit habat hab Go phasaladiwa ga Molaotlhomo o o Baakantsweng wa Setheo sa boset haba sa Dipatlisiso wa 2016 mo Kaseteng ya Puso gore batho ba tshwaele mo go on Molaotlhomo o baakanya Molao wa Setheo sa Boset haba sa Dipatlisiso, wa 1998 (Molao wa bo 23 wa 1998).Molaotlhomo o tla tokafatsa bokgoni jwa Aforika Borwa jwa go gaisana mo tlhabololong ya dipatlisiso le boitlhamedi ka tsamaiso ya kgolagano le set haba ka tsela e e bokgoni, e e lekaneng mme e gokagane ya saense, mmogo le tlamelo le phitlhelesego e e tokafetseng ya ditlamelo tsa dipatlisis Gape o tla tokafatsa tsibogo le bokgoni jwa tlhabololo ya dipatlisiso le tlamelo ya boitlhamedi, go tokafatsa boleng jwa botshelo jwa maAforika Borwa ka go lepalepanya ditlapele tsa puso botoka Ditshwetso tse di botlhokwa tsa Kabinete Kabinete e amogetse lekwalotlhomo la mabudusatsela la Sepodis Lekwalotlhomo la mabudusatsela le phasaladitswe la ntlha gore baagi ba tshwaele mo go lona ka Mopitlwe 2015.","The proposed Bill aligns with the Model Law on International Commercial Arbitration, which has been adopted by the UN Commission on International Trade La The publication of the draft National Research Foundation Amendment Bill of 2016 in the Government Gazette for public commen The Bill amends the National Research Foundation Act, 1998 (Act 23 of 1998).The Bill will improve South Africa s competitiveness in research development and innovation through effective, adequate and coordinated management of public engagement with science, and improved research infrastructure provision and acces It will also improve the responsiveness and effectiveness of research development and innovation provision, to improve the quality of life of South Africans through better alignment with government priorities Key Cabinet decisions Cabinet adopted the White Paper on Policin The draft White Paper was first published for public comment in March 2015.",0.85823274
[0.42864105 0.59498817 0.17894232 ... 1.0261756  0.6898768  1.0352765 ],"[1.1054005e-02 6.2449477e-03 8.1552780e-06 ... 2.2604348e-02 4.3000663e-03
 1.6605323e-02]","Lekwalo le dira tlamelo ya tirelo ya sepodisi e e ikamanyang le boagi jo bo tlhaga mme e tsibogela tikologo ya ga jaana ya sepodis Gape le dira tlamelo ya Tirelo ya Sepodisi sa Aforika Borwa le sepodisi sa metro se se maikarabelo e bile se le porofe enal Gape Lekwalotlhomo la mabudusatsela le ikuela gore go tlhamiwe Boto ya Boset haba ya Sepodisi e, gareng ga tse dingwe, e tla rwalang maikarabelo a go tlhoma ditlhokego tsa go ngoka badiri, go tlhopha le go thapa bangokiwa ba bant hwa mo tirelong ya sepodis Kabinete e amogetse Lekwalotlhomo la mabudusatsela la Tshireletsego le Pabaleseg Lekwalotlhomo la Mabudusatsela le le setseng le ntsheditswe go batla maikutlo a batho ka Tlhakole 2015, le totile mokgwa o o lotaneng wa tlhabololo wa pabalesego e e sa feleleng fela mo sepodisin Le ikaelela go kaela mo dikgatong tse di tla thusang baagi ka thibelo mo mererong ya tshireletseg Lekwalotlhomo la Mabudusatsela le supa mafapha otlhe a a maleba mmogo le mekgatlho ya baagi e e tshwaelang mo pabalesegong ya baag Kabinete e rebotse Pholisitlhomo ya Tiragatso ya Setso ya Thupiso mo Aforika Borwa mme e rebotse gore Lefapha la Merero ya setso le simolole go kwala molao wa boset haba wa thupis Pholisi e setse e fetile mo thulaganyong ya patlomaikutlo a baamegi ba ba malebPholisi e tlamela ka kaedi e e netefatsang tshireletso ya meetlo ya setso ya thupiso ya basimane ya ngwaga le ngwaga kwa ntle ga go ba baya mo kotsin Seno ke karolo ya dikgato tse puso e di tsayang go maatlafatsa meetlo e e maleba e bile e amogeleseg E busetsa seelo se se amogelesegang sa maikarabelo go botlhe ba ba tsamaisang dikolo tsa thupiso le batsadi ba ba romelang bana kwa dikolong tsen Kabinete e amogetse dikatlegeniso tse di dirilweng ke Komiti ya Dipatlisiso malebana le kgonagalo ya go gweba ka manaka a ditshukudu jaaka boitlhophelo jwa go ka somarela ditshukudu tsa nag Dikatlenegiso di tshegeditswe ke Komiti ya Setegeniki ya Bogakolodi ya Mafapha le Komiti ya Ditona e e thapetsweng go batlisisa kgonagalo ya go dira gore go nne le kgwebisano ya semolao ya bodit habat haba ya manaka a tshukudDikatlenegiso di tshegetsa mokgwa wa tsamaiso ya togamaano ya Aforika Borwa wa go rarabolola mathata a bogodu jwa ditshukudu mmogo le kgwebisano e e seng mo molaong ka ditshukud Komiti e atlenegisa gore mokgwa wa ga jaana wa go tshola seelo sa naga o tswelediwe go na le gore go gwebisanwe ka manaka a ditshukud Togamaano ya naga e akaretsa tshireletso; maatlafatso ya baagi;","The paper provides for a police service that is biased towards active citizenry and responds to the existing policing environmen It also provides for a South African Police Service and metro police that is accountable and professiona The White Paper also calls for the establishment of a National Police Board which, amongst other tasks, will be responsible for setting up the objective criteria for the recruitment, selection and appointment of new recruits in the police service Cabinet adopted the White Paper on Safety and Securit The White Paper, which has already been out for public consultation in February 2015, focuses on an integrated and developmental approach to safety beyond policin It seeks to guide on preventative safety measures for communitie The White Paper identifies all the relevant departments and community-based organisations that contribute to the safety of communitie",0.87224317
"[ 1.021913    0.0646407  -0.11484719 ...  2.031446    2.0640268
  0.72018766]","[ 1.0287998e-02 -9.1702066e-05  5.7144593e-03 ...  3.0915802e-02
  2.1619244e-02  3.6830764e-02]",tsamaiso ya diphologolo; ditlamelo tsa molao tse di diragadiwang le go dirisiwa sentle; le tsamaiso ya tlhokeg Kabinete e amogetse dithadiso tse di latelang tsa madi a segopotso tsa 2016:a) Motseletsele wa ledi la National Geographic Coin - Maiteko a Dikatse tse Dikgolo:,"to introduce an online application platform for Smart ID cards and passports will enable customers to visit DHA kiosks to submit their fingerprints and pictures after having made appointments and payments onlineChannel is part of the department s overall modernisation strategy to move services from paper to digital, a process which will include the cleaning of the population registe Cabinet welcomes the success of the recently held Imbizo Focus Week under the theme",0.71460867
"[ 1.7880708  -0.37263724 -0.70959127 ...  0.17187278  2.0808516
  0.5422628 ]","[ 0.04058874 -0.00461902 -0.0001359  ...  0.03916005  0.05510585
  0.00482358]",'Lengau'b) Motseletsele wa korone ya selefera le ledi la tiki,The Cheetah .b) The Sterling-silver crown and tickey coin series,0.8121866
"[ 0.15922219 -0.569095   -0.6300023  ... -0.04792863  1.0055289
  0.30641142]","[-0.00426443  0.00776344  0.00268661 ...  0.00920572  0.00626921
  0.00054984]",'boitlhamedi jwa Aforika Borwa -,South African inventions,0.6804166
"[ 0.7066427   0.12916079 -0.05651285 ...  1.2562238   1.1811454
  1.6070846 ]","[ 0.03281669  0.00431098 -0.00022666 ...  0.01299871  0.04128186
  0.05765868]","Dolosse .Dithadiso tsa madi, mmogo le dikgoeletso tsa tsona, di tla gatisiwa mo Kaseteng ya Puso, mme di tla tlhagisiwa le go rekisiwa ka ditsela tsa setlwaedi Ditiragalo tse di tlang Magareng ga la bo 18 le la bo 22 Moranang 2016, Moporesitente Zuma o tla tsaya maeto a tiro kwa mebusong e e leng ditokololo tsa Mokgatlhotshwaraganelo wa Ditso tsa Borwa jwa Aforika (SACU) e e akaretsang wa Namibia, Botswana, Lesotho le wa Swazilan Maeto a tla tokafatsa seabe sa botlhokwa se SACU e nang naso go tsweletsa kgolagano ya kgaolo le tlhabololo ya ikonomi ya ditokololo tsotlhe tsa yon Moporesitente o tla tsaya Leeto la Semmuso go ya kwa Rephaboliking ya Islamo ya Iran ka la bo 23 le la bo 24 Moranang 2016 go maatlafatsa dipuisano tsa sepolotiki le tsa ikonomi magareng ga dinaga ka bobed Moporesitente o tla etelela pele meletlo ya Boset haba ya Letsatsi la Kgololesego ka la bo 27 Moranang 2016 kwa Limpopo, kwa Lebaleng la Metshameko la Giyani ka moono wa:","Dolosse .The coin designs, together with their proclamations, will be printed in the Government Gazette, and will then be manufactured and sold through the normal channels Upcoming events President Zuma will between the 18 and 22 April 2016 undertake working visits to member states of the Southern Africa Custom Union (SACU) which include Namibia, Botswana, Lesotho and Swazilan The visits will enhance the important role that SACU plays in promoting regional integration and economic development of all its member The President will undertake a State Visit to the Islamic Republic of Iran on 23 and 24 April 2016 to strengthen political and economic engagements between the two countrie The President will lead the National Freedom Day celebrations on 27 April 2016 in Limpopo, Giyani Stadium under the theme:",0.9010471
[1.1007886  0.1069006  0.23449618 ... 1.54888    1.7112802  3.4032044 ],"[ 0.01751917 -0.00057418  0.00116294 ...  0.03423402  0.01313794
  0.02410992]","""Mmogo re aga baagi ba ba botoka - Pusoselegae e ama mongwe le mongwe"".Kabinete e ikuela mo maAforika Borweng otlhe le maphata otlhe go bontsha boikanyego jwa bona ka go nna le seabe mo ditiragalong tse di farologaneng tsa segopotso sa Kgwedi ya Kgololeseg Mo dibekeng tse di tlang, Palamente e tla tshwara Ditekanyetsokabo tsa mafaph Bakhuduthamaga ba ba farologaneng ba mafapha ba tla ala maano a bona a tiro a ngwaga wa dit helete wa 2016/17.",rol It is through our collective participation that our democracy moves from strength to strengtCabinet urges all citizens who have not yet registered or checked their details to visit offices of the Independent Electoral Commission in their local municipalities and update their details on the voters,0.7392942
