tn,en,src_text,trg_text,Cosine_Score
"[ 0.34172904 -0.5359961  -0.3861731  ... -0.57133627  0.07734236
  1.5010084 ]","[ 0.00408866 -0.00296827 -0.00060771 ...  0.00854465 -0.00353386
  0.01201626]",Merero ya ga Jaanong1.,Cabinet decisions1.,0.5624503
"[ 1.151927   -0.26679343  2.1511445  ...  1.5147159   1.4825627
  3.9716847 ]","[ 0.01182612 -0.00174731  0.11171225 ...  0.03755266  0.03249948
  0.07145927]","Ikonomi Kabinete e itumedisiwa ke go fokotsega ka palo e nnye ga dipalopalo tsa botlhokatiro ka fa nageng, jaaka di fokotsegile ka , go tloga mo go 3 mo kotareng ya ntlha go fitlha mo go 3 mo kotareng ya bobedi mo ngwageng wa 2022.","Cabinet welcomed the slight decline in the country s unemployment rate, which dropped by percent, from 3 in the first quarter to 3percent in the second quarter of 2022.",0.862453
[1.3038212 0.9175313 1.0911384 ... 0.6969885 0.9158303 1.6669767],[0.02650982 0.00206013 0.03083766 ... 0.01329854 0.01013236 0.03366211],"Dipalopalo tse di phasaladitsweng mo Dipatlisisong tsa Kgweditharo tsa Dipalopalo tsa Badiri (QLFS) tse di phasaladitsweng ke ba Setheo sa Dipatlisiso tsa Dipalopalo sa Aforika Borwa (StatsSA) di bontsha gore ditiro tse dintsi di nnile teng mo Matsholong a Ditirelo tsa Baagi (mo go thapilweng batho ba le 276 000), mo Lephateng la Matlole (mo go thapilweng batho ba le 169 000), le mo Dikonterakeng (mo go thapilweng batho ba le 104 000).","The figures published in the Quarterly Labour Force Survey by Statistics South Africa show that the biggest job gains were recorded in Community and Social Services (276 000), Trade (169 000), Finance (128 000) and Construction (104 000).",0.8654818
[0.59476984 0.48698092 0.6436262  ... 0.75477487 0.6758645  1.0084047 ],"[ 0.003169   -0.00025772  0.06670545 ...  0.0399767   0.02630427
  0.06667893]","Palo ya batho botlhe ba ba nang le ditiro e ne e tsamaya mo go dimilione di le 15, 6 mo kotareng ya bobedi ya ngwaga wa 2022, mme fa palo eno e bapisiwa le mo kotareng e e fetileng go bonagala gore palo ya batho ba ba senang ditiro mo kotareng ya bobedi ya ngwaga wa 2022 e oketsegile ka 132 000 mme batho ba ba senang ditiro ke ba le kanaka dimilione di le robed Phokotsego e e potlana eno ya botlhokatiro ke selo se segolo se se bontshang gore maiteko a puso le a badirisanimmogo mo mererong ya loago a go godisa ikonomi le go tlhola ditiro tse di tlhokegang a simolotse go re tswela mosol Seno ke bopaki jwa gore fa re dika tiro mmogo ka go dirisa bokgoni jwa yo mongwe le yo mongwe, re ka kgona go fedisa dikgwetlho tse ikonomi ya rona e tobaneng le tson Kabinete e tlhaloganya sentle t hakgalo ya maAforika Borwa jaaka go le boima mo matshelong a bona ka ntlha ya dilo tse di bitsang ditlhwatlhwa tse di kwa godimo mmogo le dipalo tse di kwa godimo tsa batho ba ba tlhokang ditir Re le mmuso o o tlhokomelang baagi ba yona, re santse re eme ka le le reng re tla tshwarisana tiro le badirisanimmogo mo mererong ya go tlhokomela baagi gore motho yo mongwe le yo mongwe isago ya gagwe e nne botok Puso e santse e eme ka la gore e tla rekela dikgwebo tsa ka fa nageng ka go reka didirisiwa le ditirelo mo dikgwebong tsa ka fa nageng ya rona Mafaratlhatlha a Set haba Kabinete e kgalema ka mafoko a a bogale baagi ba kwa Tongaat kwa KwaZulu-Natal ka go senya mafaratlhatlha a tikologo eo fa ba ne ba rebotse megwanto ya go lwela mets Kabinete e ikuetse gore baagi ba theose matshwafo le go nna le pelotelele jaaka ba Setheo sa Ditiro tsa go Tlhatswa Metsi sa Tongaat ba samagane le ditiro tsa go busetsa baagi mets Kabinete e tlhaloganya sentle t hakgalo ya baagi ba ba ntseng ba gelela metsi mo diterokong tse di ba tlisetsang metsi mo metseng fa e sale merwalela e e gogotseng lefelo leno kwa tshimologong ya monongwag Le fa go le jalo, tirisodikgoka le go melelana meno ga di kitla di tlisa tharabololo, e bile gape go senya mafaratlhatlha a set haba ke go itshenyetsa Molao o o Kwalolotsweng Se wa wa Ditheo tsa Dimasepala mo Dipusoselegaeng wa Ngwaga wa 2022 Kabinete e itumedisitswe ke go saeniwa ke Moporesitente Cyril Ramaphosa ga Molao o o Kwalolotsweng Se wa wa Ditheo tsa Dimasepala mo Dipusoselegaeng wa Ngwaga wa 2022 (Molao wa bo 3 wa 2022) gore e nne mola Maitlhomo a molao ono ke go tlhabolola dithata le maemo a maitshwaro a dipusoselega Molao ono ke karolo ya dikgato tse di tsewang ke puso tsa go dira gore ditirelo tsa puso e nne tse di manontlhotlho le go dira bonnete jwa gore batho ba tlamelwa ka ditirelo tse di sa kgaotseng, fela jaaka go tlhalositswe mo ditshwanelong tse di botlhokwa tse di umakilweng mo Molaotheong wa Rephaboliki ya Aforika Borwa wa 1992.","The total number of employed persons stood at 15, 6 million in the second quarter of 2022, and the number of unemployed persons increased by 132 000 to 8, 0 million in the second quarter of 2022 compared to the previous quarte",0.7888906
[0.9073068  1.0596803  0.07558887 ... 0.7986813  0.6687532  0.89077055],"[ 0.02847798 -0.00128083  0.00398576 ...  0.01979058  0.02034165
  0.04515892]",Molao ono o totobatsa dikgato tse di tshwanetsweng go latelwa go thapa batlhankedi ba bagolwane mo puson Jaanong molao ono o ganetsa batlhankedi ba ba golwane mo pusong go ka tshwara ditiro tse dingwe tsa sepolotiki mo mekgatlhong ya dipolotik Se sengwe gape ka molao ono ke gore o re diphatlhatiro tsa batsamaisi ba dimasepala tse di iseng di thapelwe batlhankedi mo go tsona di tshwanetse go phasaladiwa naga ka bophara gore botlhe ba ba nang le matshwanedi ba tsenye dikopo tsa go neelwa ditiro tse Kabinete e na le tshepo e e tletseng ya gore dikarolo tseno tse di fetotsweng di tla dira bonnete jwa gore batho bao ba thapilweng kgotsa bao ba tlhophilweng mo maemong a bona ba tla kgona go dira seo ba se thapetsweng go ya ka seo ba se solofeditseng gore re kgone go dira gore botshelo bo nne botoka mo bathong botlhe Bosenyi Kabinete e rolela hutshe batlhankedi ba tlhatlhobo ya dithoto kwa melelwaneng ba Setheo sa Tirelo ya Lekgetho la Aforika Borwa (SARS) jaaka kwa Boemelafofaneng ba OR Tambo ka Latshipi wa la bo 28 Phatwe 2022 ba tshwere dithoto tse di neng di tlisiwa kwano tsa boima jwa dikilokerema di le 785 tsa diokobatsi tsa crystal meth tse boleng jwa tsona bo ka dirang R236 milione fa di rekisiwa mo mebilen Go tshwariwa ga diokobatsi tseno go tla romela ditlhokotsebe tsa digongwana tsa diokobatsi molaetsa o o totobetseng wa gore melelwane ya rona e tlhokometswe ka botlalo e bile batlhankedi ba naga ya rona ba dira ka natla go fedisa botlhokotseb Ditshwetso tsa Kabinete1.,"Cabinet welcomed the signed into law the Local Government Municipal Systems Amendment Act, 2022 (Act 3 of 2022) by President Cyril Ramaphos The Act aims to improve the capacity and ethical standards of local governmen The law forms part of government s efforts to professionalise the Public Service and ensure the sustainable provision of services to the people, as a basic right enshrined in the Constitution of the Republic of South Africa of 1992.",0.7935594
[1.2546005 0.7773342 0.0885579 ... 0.7119685 1.3368616 3.2253962],[0.03565235 0.01377498 0.01698419 ... 0.03204675 0.01471475 0.06830109],"Pegelo ya Lekgotla le le Samaganang le Merero ya Setheo sa Thuto e Kgolwane ka ga Dipatlisiso tsa Megolo ya Batlatsabakhanselara le ya Batlhankedi ba Bagolo mo Ditheong tsa Aforika Borwa tsa Thuto e Kgolwane Kabinete e tsopoletswe ka seo se setseng se dirilwe mo dipatlisisong tsa CHE tse mo ngwageng wa 2020 Tona ya Thuto e Kgolwane, Saense le Boitshimololedi, Ngaka Blade Nzimande a laetseng gore di diriwe, gore go sekasekiwe megolo le go thapiwa ga khuduthamaga ya diyunibesiti mo sebakeng se se fetileng sa dingwaga di le 15, go simolola ka ngwaga wa 2005 go fitlha ka ngwaga wa 2012.","Cabinet was briefed on the outcomes of the CHE enquiry that was commissioned in 2020 by the Minister of Higher Education, Science and Innovation, Dr Blade Nzimande, to examine the remuneration levels and trends of the university executives over the 15-year period from 2005 to 2012.",0.8506537
"[ 0.61355805  0.77042824 -0.02197106 ...  1.265731    0.48039442
  0.60753083]",[0.02990457 0.02362983 0.00481607 ... 0.0227727  0.01864369 0.02992636],"Maitlhomo a dipatlisiso tseno ke go tlhatlhoba gore diyunibesiti kgotsa ditheo tsa thuto e kgolwane tsa ka fa nageng ya rona ke eng se se di dirang gore di kgone go itshomarela, di kgone go dira tiro ya tsona le gore di kgone go itlhabolol Pegelo eno e nopotse dintlha tse di botlhokwa tse e di utulotseng mmogo le go dira ditshwaelo tsa gore ke eng se se ka diriwang go okobatsa maem Gare ga tse dingwe tse dintsi, ditshwaelo tse di tshwaetsweng di tshitshinya gore megolo ya batlhankedi e tshwanetse go tlhoka lehunel Go tshwanetswe go tlhomiwe setheo se se ikemetseng se se sa direleng lephata leno gore e nne sona se se rwalang maikarabelo a go tsaya ditshweetso tse di tsamaisanang le megol E tshitshinya gape le gore dithulaganyo tsa go tlhatlhoba fa batlhankedi ba dira tiro ka botswapelo di tshwanetse go gagamadiwa mo ditheong tsen Dipatlisiso tseno tse di dirilweng di lebeletse gape le bogolo jo bo farologaneng jwa ditheo tseno mmogo le go tlhoma boleng jwa maemo a a tsamaisanang le a ditheo tsa dinaga tsa bodit habat hab Go solofetswe gore Tona ya Thuto e Kgolwane, Saense le Boitshimololedi o tla atlhaatlha pegelo eno le khuduthamaga ya diyunibesiti maitlhomo e le go gagamatsa ditheo tseno tsa thut E tla re morago ga foo, pegelo eno ya phasaladiwa mo webesaeteng ya Lefapha la Ditheo tse Dikgolwane tsa Thuto le Katiso: mo go wwdhegoza Go Fetola Batsholateu mo Batlhankeding ba Lephata la Thuto le Dipatlisiso mo Lekaleng la Thuto e Kgolwane Kabinete e eme nokeng ditshitshinyo tsa dipatlisiso ka bobedi tse di dirilweng ka maitlhomo a go re tlhaba botlhale ka dikgato tse re tshwanetseng go di tsaya go oketsa lebelo la go fetola batsholateu mo batlhankeding ba lephata la thuto le dipatlisiso mo lekaleng la thuto e kgolwan Pegelo ya ntlha ke e e dirilweng ke Setlhophatiro sa Ditona seo se dirileng dipatlisiso mabapi le gore go gana kae gore go thapiwe, go somarelwe le gore go godisiwe batlhankedi ba thuto e kgolwane ba bathobantsho ba e leng maAforika Borw Pegelo ya bobedi ke e e dirilweng ke Lefapha la Saense le Boitshimololedi mmogo le Setheo sa Dipatlisiso sa Naga","The investigation was to establish the sustainability, viability and development of the universities or higher education sector in the countr This report outlines the key findings together with proposed remedial recommendation",0.7668184
[0.4372042  0.4033421  0.1821365  ... 0.81685185 0.68549794 0.7875595 ],[0.01218107 0.00139241 0.00065826 ... 0.02305007 0.01702972 0.01442265],"mo ba dirileng dipatlisiso tseno e le Diyunibesiti tsa Naga ya Aforika Borwa, e leng lekoko la diyunibesiti tsa puso di le 26 tsa nag Dipegelo tseno ka bobedi di tshitshinya gore go nne le maano a go samagana le morero wa go fetola batsholateu mo dikarolong di le tlhano tse dikgolo, e leng karolo e e mabapi le go tlhagisa batlhankedi ba maemo a thuto ya morago ga go konosetsa dithuto tsa ntlha tse dikgolwane; karolo ya bobedi ke ya go nna le seabe ga badiredi ba setheo; karolo ya boraro ke ya setlwaedi sa go dira dilo mo setheong sa thuto se se amegang le ka fao se dirang tiro ka gone; karolo ya bone ke ya mabapi le dipholisi le maano mmogo le karolo ya botlhano e e leng ka ga go samagana le ditiragalo tsa go tlhaela ga didirisiwa Tumelano le Dinaga tsa Bodit habat haba Mabapi le Didirisiwa tsa Tshimologo ya Dijalo go Thusa mo Mererong ya Dijo le ya Temo Kabinete e isitse tumelano eno kwa Palamenteng gore e amogelw Seno se tla dira gore Aforika Borwa e nne e nngwe ya dinaga tse di dumelaneng ka tumelano eno, e e kaelang dinaga tse e leng karolo ya tumelano eno go somarela le go tlhokomela didirisiwa tsa tshimologo ya dijalo go thusa mo mererong ya dijo le ya temothu Ka go ikobela tumelano eno, seo se tla thusa go gagamatsa maikemisetso a naga eno ago somarela le go tlhokomela ka fao didirisiwa tsa go simolola dijalo e diriwang ka teng, mmogo le go ema nokeng baagi ba kwa metseselegaeng Leano la go Tsamaisa Tiro ya go Fetola Aforika Borwa ka Tsela e e Kgotsofalelwang ke Botlhe Kabinete e neseditse pula dikgato tsa go tsenya tirisong Leano la go Tsamaisa Tiro ya go Fetola Aforika Borwa ka Tsela e e Kgotsofalelwang ke Botlh Leano leno le na le ponelopele e botlhe ba nang le yona e e ka ga go nna le Aforika Borwa yo botlhe ba lekalekanang mo go yona e gape e sa kgotlheleng tikolog E tlhalosa ditheo le dipholisi tseo di tla re thusang gore re kgone go diragatsa se Leano leno le tla ama motho mang le mang yo a leng ka fa gare ga naga ya Aforika Borwa, e bile e tla re naya t hono ya gore re kgone go baakanya lefa leo puso ya tlhaolele e re sietseng lona e leng la go dira gore batho ba se lekalekane mme re dire gore re nna le ikonomi e botlhe mo go yona ba unngwelwan Khomi ene ya Moporesitente e e Samaganang le Merero ya Phetogo ya Maemo a Loapi e dirile dikgato di le dintsi tsa go batlana le maikutlo a badirisanimmogo mo mererong ya loago mme bontsi jwa bona bo ne ba ema nokeng leano len Kabinete e totobaditse gore kgato ya go fetola maemo go dira gore e re ngwaga wa 2050 o goroga o fitlhele re se tlhole re dirisa dilwana tse di kueletsang mesi e tshwanetse go tsamaelana le dilo tse re fisegelang go di bona mo tlhabololong ya naga, mme di tsenyeletsa le tsa go tlhola ditiro tse di nang le seriti mo bathong botlhe, go thusa baagi le go fedisa tshokol Kabinete e ikuetse mo go badirisanimmogo botlhe mo mererong ya loago go ema nokeng leano leno la go tsamaisa tir Leano le le tseneletseng la go tsamaisa tiro le tla tle le kwalwa, mme le tla golaganngwa le maano a puso mmogo le go golaganngwa gape le thulaganyetso ya go dirisa matlole Karata e Nt hwa ya Laesense ya go Kganna ka fa Nageng ya Aforika Borwa Kabinete e neseditse pula dikgato tsa gore Karata ya Laesense ya go Kganna e e ntseng e dirisiwa e tseelwe legato ke karata eo e nang le dintlha di le dintsinyana tse di ka ga go thibela tirisobotlhaswa ya yon Karata e e dirisiwang ga jaanong e simolotse go dirisiwa bogolotala go simolola ka ngwaga wa 1998.","Cabinet understands the frustrations of South Africans as they struggle to go about their daily lives owing to the cost of living and high unemployment rat As a caring government, we remain determined and committed to working together with our social partners to build a better tomorrow for everyon Government remains committed to supporting local businesses by buying local goods and services",0.75859034
[0.49096277 0.42313924 0.0836972  ... 0.76826674 0.64504784 0.8985471 ],"[ 0.01840002 -0.00171889  0.00982936 ...  0.00866006  0.0254384
  0.01800324]","Diphetogo mo thekenolojing di ntse di nna teng mme jaanong re setse re dirisa madi a a boitshegang gore re kgone go tlhokomela dikarata tsen Karata e ga jaana e tshitshintsweng e tla dira gore dilaesense tsa go kganna tsa naga eno di tsamaisane le Dilaesense tsa go Kganna tse di Dirisiwang ke Dinaga tsa Bodit habat haba ka Thekenoloji ya Tshedimosetso ya Dintlha tsa Boitshupo (ISO18013) Pholisi ya Letsholo la Ditiro tsa Se haba mo Metseng (EPWP) Kabinete e neseditse pula dikgato tsa go phasalatsa sekwalwa se iseng se butswe sa pholisi ya EPWP ka maitlhomo a go naya set haba t hono ya gore se ntshe maikutlo a sona ka ga sekwalwa sen EPWP ke le lengwe la matsholo a a botlhokwa a puso a maitlhomo a lona e leng go fedisa tshokolo le go neela baagi megolo ya tiro e ba e dirileng mo metseng ka go ba naya ditiro tsa nakwana, segolobogolo ka go naya ba wa le basadi ditir Sekwalwa se sent hwa se iseng se butswe sa pholisi se tla matlafatsa letsholo leno mmogo le go abelana ka tshedimosetso e e tlhamaletseng e e ka ga megolo, dithulaganyo tse di tla diriwang go kopa thuso ya matlole mmogo le go thusa baagi, mmogo le go dira gore EPWP e tsamaisane le dithulaganyo tse di leng teng tsa matsatsi ano tsa go tlhokomela badir Se tla dira gore tirisanommogo magareng ga makala a puso le makala a poraefete e gagamale go dira gore EPWP e nne le mosola o mogolo thata mo go direng gore e tlhole ditiro tse di seriti le mo go fediseng tshokol Se sengwe gape se pholisi eno e tla se dirang ke go rotloetsa gore matsholo a go direla set haba a se latele thulaganyo e le nngwe e e tshwanang gotlhe mo nageng mme a kgone go nna le boitshimololedi Diphetogo mo Mofuteng wa Bone wa Madi a Mant hwa a Tshipi a Naga ya Aforika Borwa Kabinete e neseditse pula bogolo jwa mobentlo o mont hwa le dikarolo tse dint hwa tse di tla tsenngwang mo mading a tshipi a ngwaga wa 2023 mabapi le Diphetogo mo Mofuteng wa Bone wa Madi a Mant hwa a Tshipi a Naga ya Aforika Borw Kabinete e dumelane le gore ngwaga yo mongwe le yo mongwe dipuo tse di dirisitsweng mo mading a a tla dirisiwang a tshipi di tshwanetse go fetolwa gore di neelane t hon Lefoko ""Aforika Borwa"" le tla tsenngwa fela mo letlhakoreng le le lengwe la madi ano a tshipi mme le tla kwadiwa ka dipuo tsotlhe tsa naga en Mo mading a tshipi a R5 go tla dirisiwa dipuo di le tharo; mo mading a tshipi a R2; a 50c, a 20c le a 10c go tla dirisiwa dipuo di le pedi mme mo mading a tshipi a R1 go tla dirisiwa puo e le nngw Dipuo tsotlhe tseno di tla neelana t hono ngwaga o mongwe le o mongwe sebaka sa dingwaga tse di tlang di le 1 Sekwalwa se Iseng se Butswe se se ka ga Pholisi ya Ngwaga wa 2022 ya go Golaganya Ditirelo tsa Tlhokomelo ya Boleng jwa Metsi (IWQM) Kabinete e neseditse pula dikgato tsa go phasalatsa mo kuranteng ya puso Sekwalwa se Iseng se Butswe sa Pholisi ya IWQM ka maitlhomo a go naya set haba t hono ya gore se ntshe maikutlo a sona ka ga sekwalwa sen Pholisi eno e e tshitshintsweng e tla tsena mo legatong la Pholisi e e feletsweng ke nako ya WQM ya ngwaga wa 1991 mmogo le mo legatong la maano a yona a a neng a tsenngwa tirisong ka ngwaga wa 2002.","The Act specifies the processes to be followed for senior position appointment It now prevents senior public officials from holding political office in political partie Also with this Act in place, vacant municipal manager posts are expected to be advertised nationally to attract a wide pool of suitable candidate",0.72999775
[0.5967261  0.48797715 0.02679893 ... 1.3894737  0.88498497 0.92791224],"[ 0.03599494 -0.00082297  0.00045902 ...  0.02972131  0.04257071
  0.01080704]",Pholisi eno e tlhagisa dintlha di le tlhano tse di botlhokwa tse e tla nnang tsona tse tlhokomelo ya boleng jwa metsi e tla ikakatlelang ka tson E rulaganya ka tolamo melao yotlhe e e tsamaisanang le merero ya metsi mmogo le maikano a naga eno mo maitlhomong a yona a go obamela dithulaganyo tsa go somarela metsi jaaka e le sedirisiwa se se tlhokagalang Sekwalwa se Iseng se Butswe sa Pholisi ya Makhubu a Kgaso a mo Nakong e e Tlang Kabinete e neseditse pula dikgato tsa go phasalatsa Sekwalwa se Iseng se Butswe sa Pholisi ya Makhubu a Kgaso a mo Nakong e e Tlang ka maitlhomo a go naya set haba t hono ya gore se ntshe maikutlo a sona ka ga sekwalwa sen Makhubu ano ke a mangwe a metswedi ya tlhago a mannye a re nang le ona a a leng botlhokwa thata mo go godiseng ikonomi ya Aforika Borwa mo mererong ya mafaratlhatlha a set haba a setegeniki le a ditlhaeletsan Pholisi e e tshitshinngwang eno maitlhomo a yona ke go ema nokeng dikgato tsa go abelana ka dilaesense tsa go disa marang a kgaso mmogo le tsa megala; tsa go gasa dikanale; tsa go gasa marang a ditlhaeletsano tsa difofane le tsa dikepe; tsa go dira dipatlisiso le tlhabologo; tsa go dirisiwa ke baagi le tsa diintaseteri tsa mothale o Maitlhomo a mangwe a pholisi eno ke go tlhotlheletsa tekatekano le go abelana marang ano ka go lekalekana gore mo lekaleng leno go nne le,Cabinet condemned the destruction of infrastructure by Tongaat residents in KwaZulu-Natal during a protest over access to wate Cabinet called for calm and patience as work is underway to restore the Tongaat Water Treatment Work,0.73358864
