tn,en,src_text,trg_text,Cosine_Score
"[ 0.3417288  -0.535996   -0.38617304 ... -0.5713363   0.07734203
  1.5010082 ]","[ 0.03864396 -0.0012033  -0.00057512 ...  0.00059445  0.00286358
  0.01372522]",Merero ya ga Jaanong1.,BILLS1.,0.6268747
[2.9576542  0.6100846  0.35209048 ... 1.1592946  1.408278   3.8782425 ],"[ 0.05575445 -0.00139038  0.0130151  ...  0.02530928  0.00950081
  0.06973591]","Tshedimosetso ya Se weng ya Mogare wa Corona (COVID-19) Mo puong ya gagwe ya se weng ka Laboraro, 16 Lwetse 2020, Moporesitente Cyril Ramaphosa o itsisitse fa naga e tla tsena mo Kgatong ya Ntlha ya dikgato tsa go sekega nakwana ditiro tsa ka fa nageng go tloga ka Mosupologo, 21 Lwetse 2020.","Update on the Coronavirus Disease (COVID-19) In his address to the nation on Wednesday, 16 September 2020, President Cyril Ramaphosa announced the move to Alert Level 1 of the national lockdown with effect from Monday, 21 September 2020.",0.89128435
"[ 1.0914928   0.32537237 -0.09745305 ...  1.1822054   1.2498953
  1.3783281 ]",[0.01893332 0.02641335 0.01337111 ... 0.03722514 0.0264942  0.02161741],"Kgato eno e atolositse dikgoro tsa ditiragalo tsa ikonomi ka fa nageng, e leng seo se tla nnang mosola thata mo go ageng se wa ikonomi, mo go tsosoloseng kgolo ya ikonomi e e phutlhameng mmogo le mo go tlholeng ditiro tse di tlhokagalan Tsiboso ya ga Moporesitente e amogetswe ka","This has further opened up more economic activities in the country, which will contribute immensely to rebuilding the economy, restoring growth and creating much-needed jobThe announcements made by the President were favourably welcomed by all sectors of the South African society",0.8197078
"[ 0.41125053 -0.5296615   0.23644327 ...  0.00420867  1.3356738
  1.2117854 ]","[ 0.00092637 -0.00436475 -0.00017526 ...  0.00814156  0.01929346
  0.01090896]",atla tsoopedi ke makala otlhe a set haba sa Aforika Borwa,Celebrating South Africa s Living Human Treasures .,0.62952775
"[ 1.0221044  -0.28503388  0.3490902  ...  1.46659     1.6129485
  3.350811  ]",[0.01914084 0.0024417  0.01054297 ... 0.01741574 0.0100817  0.05929296],"go tsenyeletsa mekgatlho ya badiri, dikgwebo, mekgatlho ya baagi mmogo le mekgatlho ya sepolotik Melawanataolo ya maemo a masetlapelo ka fa nageng, eo e tshegetsang tsiboso ya ga Moporesitente, e phasaladitswe mo kaseteng ya puso ka Labotlhano, 18 Lwetse 2020.","including labour, business, civil society and political formationThe national state of disaster regulations which give effect to the announcements by the President, were gazetted on Friday, 18 September 2020.",0.87451404
"[ 0.6703159   0.24218899 -0.14085005 ...  1.8273088   1.9881784
  3.083746  ]","[ 0.01999987 -0.00083124  0.01047169 ...  0.00867742  0.03235191
  0.02588703]","Melawanataolo e ment hwa eno e repisitse melaokiletso e e rileng e e tsentsweng tirisong fa e sale ka Mopitlwe 2020 eo maitlhomo a yona e neng e le go thibela go anama ga mogare on Yona, gare ga e mengwe, e tsenyeletsa ya kiletso ya go kgobokana ga batho, mo meketeng le mo masong, mmogo le go bulwa ga melelwane go etela dinaga tsa ka fa Aforika le tsa bodit habat haba, go tloga ka la bo 1 Diphalane 2024.","The new regulations eased certain restrictions implemented since March 2020 to prevent the spread of the viru They include, amongst others, the permissible number of people at public gatherings, events and funerals, as well as the opening of borders for travel within Africa and internationally, effective from 1 October 2020.Cabinet has encouraged further engagement with the traditional leadership to address issues related to initiation schools and practices, which are still prohibited during Alert Level 1.",0.843933
[0.97445697 0.31724012 0.0207835  ... 1.401859   1.176977   1.2789041 ],"[ 0.01060359  0.00876325 -0.00026039 ...  0.01623189  0.02679488
  0.02499182]","Kabinete e rotloetsa gore go nne le ditherisano tse dingwe gape le baeteledipele ba merero ya setso go sekaseka dintlha tse di amanang le merero ya bogwera le bojale tse le jaanong di santseng di ileditswe mo Kgatong ya Ntlh Tshedimosetso e e tseneletseng mabapi le melawanataolo e e phasaladitsweng mo kaseteng e ka fitlhelwa mo webesaeteng ya puso ya wwgoza Kabinete e ikuela mo baaging botlhe ba naga ya Aforika Borwa gore ba tswelele go obamela dikgato tsa boitekanelo tsa mabapi le COVID-19 tse di jaaka go katogana, go apara dimaseke fa re le fa gare ga batho le go tlhapa diatla ka gale ka metsi a sesepa kgotsa go itlotsa ka sebolayamegare se se nang le alekhohol Kabinete e rotloetsa baagi go taonelouta epe ya megala ya seatla ya COVID Alert South Africa mo go Apple App Store kgotsa mo go Google Play Stor Epe eno","More information on the gazetted regulations is accessible on the government website (wwgoza).Cabinet urges all people in South Africa to continue observing the COVID-19 health protocols such as maintaining social distancing, wearing a mask in public and regularly washing hands with soap and water or using an alcohol-based hand sanitiseCabinet also encourages the public to download the COVID Alert mobile app from the Apple App Store or Google Play Stor The app",0.8310394
"[ 1.0076449  -0.3271477  -0.79295963 ...  0.15941936  1.1625931
  1.3615828 ]","[ 0.01850269  0.00895709  0.00148945 ...  0.01604824 -0.00223614
  0.05107637]",e e sa duelelweng mo ditlamong tsa megala e bile o ka kgona go e taonelouta ntle le go jelwa datha,which has been zero-rated by mobile networks and can be downloaded without any data costs,0.78709555
"[ 0.84960884  1.6605115  -0.02653053 ...  0.6987133   1.4041822
  1.0518477 ]",[0.0261817  0.02605936 0.00026158 ... 0.03202052 0.0148758  0.03083649],e tla tokafatsa dikgato tsa go gata motlhala batho ba ba kileng ba kopana le ba ba lwalang ba go totobaditsweng ba na le COVID-19 mo matsatsing a le 14 a a fetilen Epe eno ga e bokeletse tshedimosetso ka ope kgotsa go gata ope motlhala gongwe le gongwe ko a yang Tirisodikgoka e e Totileng Batho ba Bong jo bo Rileng le Dipolao tsa Basadi (GBVF) Kabinete e tswelela ka maikemisetso a yona a go lwantshana le leru le lentsho la GBVF ka go gagamatsa maphata a Setlhopha sa Tshireletsego; ka go tokafatsa matlhomeso a molao; mmogo le go tlamela ka tshegetso ya tsa monagano le manaane a thotloetso mo baagin,The App does not gather any personal information or track a user s locatioGender-based violence and femicide (GBVF)Cabinet remains determined to fight the scourge of GBVF by strengthening the security cluster structures; legislative framework; providing psychosocial support and advocacy programmes within communitie,0.79798675
[0.74066526 0.7715997  0.29237613 ... 1.412871   1.2404088  2.0698273 ],[0.00948705 0.03795365 0.000113   ... 0.02416409 0.02618762 0.01872112],"Go ya ka tshedimosetso e e leng mo diatleng tsa yona go tswa kwa Tirelong ya Sepodisi sa Aforika Borwa (SAPS), ka bomadimabe puso e nopotse mafelo a le 30 a GBVF e ntshitseng ga tshwene mo go ona go ralala le nag Kabinete e netefaleditse baagi ba mo mafelong ano gore ka go tshwarisana tiro eno le sepodisi, dikgato tsa tsereganyo di tla gagamadiwa go tlhomamisa gore basadi le bana ba a babalesega le go sireletseg Kabinete e amogetse e bile e leboga koleke ya bokanaka R50-milione go tswa kwa United Kingdom e e tla tshegetsang matsapa a a tsweletseng a Letlole la Tshwaraganelo go samagana le matsapa a ikonomi a a tlhodilweng ke leroborobo la COVID-19.","Based on data obtained through the South African Police Service (SAPS), government has sadly identified 30 GBVF hotspots around the countr Cabinet has assured the affected communities that working with the police, intervention measures will be strengthened to ensure the protection and safety of women and childreCabinet has welcomed and appreciated the R50-million donation from the United Kingdom which will extend the Solidarity Fund s ongoing efforts to counter the economic devastation caused by the COVID-19 pandemi The funds will focus on projects that support and promote womeCabinet also expressed concern at disturbing reports of human-trafficking incidences involving women and children in the countr Police are following up and investigating all reported cases related to human and drug traffickinCabinet appeals to the public to report these heinous crimes to the police immediately instead of using social media platforms, which makes it difficult for law-enforcement agencies to respond quickly and adequatel The public is again cautioned to refrain from peddling fake news, which may cause unnecessary panic, inflame emotions and incite violence in our societAnyone with information should contact the SAPS on the Crime Stop number 08600 10111 or use the free MySAPS Application, which can be downloaded on any iPhone or smartphone Destruction and theft of public infrastructureCabinet welcomes the recent arrests of suspects in Johannesburg and Cape Town involved in stealing copper cables and train signal cable Police also acted swiftly in arresting people involved in the destruction of the main road in Msinga, KwaZulu-Nata Cabinet commends this breakthrough made by the police on the theft and vandalizing of the rail infrastructure; a serious crime which resulted in some instances in the loss of innocent lives due to train collusion Public infrastructure remains the cornerstone of driving our econom It remains a critical component in our drive to grow the economy and create the much-needed job Cabinet calls on all South Africans to report these criminal activities to the policeSouth African Social Security Agency (SASSA) online serviceCabinet welcomed the launch of the online grant application portal by the SASSA, which enables applications to be lodged on https://servicesassgoz The portal",0.8098353
