tn,en,src_text,trg_text,Cosine_Score
"[ 0.61905307 -0.15765102 -0.07530756 ...  0.1933114  -0.11576834
  1.1379256 ]","[ 0.00980162 -0.0033715  -0.00078007 ...  0.00912488 -0.00173329
  0.03020796]",Dintlha mo Tikologong1.,Issues in the environment1.,0.7160164
"[ 1.6381321   0.37012404 -0.05890484 ...  0.3596984   0.789621
  1.9592549 ]","[ 0.03419523 -0.00022764  0.00482805 ...  0.00854204  0.02645731
  0.00622743]",Go Phatlaladiwa ga Moento wa Bolwetse jwa Corona (COVID-19),Coronavirus Disease (COVID-19) vaccine roll-out,0.84705734
[1.0470861  0.04625917 0.28751197 ... 0.82006484 0.8232159  2.2256773 ],"[ 0.03326981 -0.00204197  0.01534126 ...  0.01207816  0.02492911
  0.0202382 ]","Kabinete e rotloediwa ke dimilione tsa batho mo Aforika Borwa ba ba tsereng tshweetso ya go tlhabela moento wa COVID-19, jaaka go setse go entilwe ditekanyetso tsa moento tse dimilione tse 17 go fitlha ga jaan","Cabinet is encouraged by the millions of people in South Africa who have chosen to vaccinate against COVID-19, with over 17 million vaccine doses administered to dat",0.86118877
"[ 0.882157    0.3762866  -0.52671343 ...  1.5923054   1.6142753
  0.5298856 ]","[ 0.0253017  -0.00025325 -0.00051708 ...  0.02391277  0.0356581
  0.00180323]","Kabinete e lebogile ditheo tsa bodumedi, gammogo le lephata la metshameko le botsweretshi jaaka ba tsweleditse matsholo a moento go rotloetsa go tsewa ga moent","Cabinet thanked the religious formations, as well as the sports and arts fraternity, for embarking on vaccination campaigns to encourage the uptake of vaccine",0.8736626
"[ 1.0267913  -0.12757453  0.36257377 ...  1.2521209   1.1130468
  1.6317186 ]","[ 0.02156699 -0.00180173 -0.00329724 ...  0.02940495  0.01531835
  0.01002077]","Fa batho ba le bantsi ba entiwa, naga e tla kgona go fokotsa dikiletso tsa ga jaana tsa Legatotsiboso le le Baakantsweng la 2.","The more people get vaccinated, the sooner the country will relax the current Adjusted Alert Level 2 restriction This will inevitably result in the full opening of the economy to be able to grow and create much-needed job",0.6987128
"[ 0.58118737  0.33342147 -0.47619802 ...  0.9248181   0.52423
  0.83813894]","[ 0.01406482 -0.00063634 -0.00053446 ...  0.01356061  0.00358904
  0.03317172]",Seno se tla lebisa kwa go bulweng ka botlalo ga ikonomi gore e kgone go gola le go tlhama ditiro tse di tlhokegang that,"Quality infrastructure for development, recovery and inclusive growth .",0.67998046
"[ 1.0744799  -0.04818237  5.3619447  ...  1.7970552   1.797698
  1.2779385 ]",[0.01509583 0.01834575 0.10658231 ... 0.04694848 0.02878435 0.00981026],"Kabinete e boeletsa kgoeletso ya gore gore go fokodiwe ditshwaetsego tse dint hwa, rotlhe re tshwanetse go tswelela go rwala mmaseke fa re le fa gare ga batho, go tlhapa diatla ka metsi le sesepa gongwe go dirisa sebolayamegare se se tswakilweng ka alekhoholo ya bontsi jo bo kanaka 70%, le go katogana ka tshwanelo ka mogkwa o o babalasegileng gore re kgontshe naga ya rona go tswelela go atlega mo dikgatong tsa yona tsa go fokotsa ditshwaetsego tse dint hwa","wearing a mask in public, washing hands with soap and water or using a 70% alcohol-based sanitiser, and maintaining a safe social distance continues to reinforce the country s approach in reducing new infections",0.83170795
"[ 0.880804   -0.28809005  1.195      ...  0.37658226  0.77203465
  3.190995  ]","[ 0.02587495 -0.00639938  0.03787225 ... -0.00414299  0.00935656
  0.06588867]",Letsholo la Vooma Vaccination Weekend go tloga ka la bo 1 go fitlha ka la bo 2 Diphalane 2021,Vooma Vaccination Weekend campaign from 1 to 2 October 2021,0.8916217
[1.3193344  0.06921089 0.7913238  ... 1.1906157  1.6560245  3.824462  ],"[ 0.03827666 -0.00065338  0.02890072 ...  0.01857441  0.04117009
  0.08779324]","Kabinete e rotloetsa maAforika Borwa a a sa entiwang le batho ba ba nnang mo Aforika Borwa go sola mosola letsholo la Vooma Vaccination Weekend le le tla diragalang naga ka bophara ka Labotlhano, 1 le Lamatlhatso, 2 Diphalane 2022.","Cabinet urges unvaccinated South Africans and people living in South Africa to take advantage of the Vooma Vaccination Weekend which will take place around the country on Friday, 1 and Saturday, 2 October 2022.",0.899062
"[ 0.5289941  -0.03483271  1.8921525  ...  1.1119407   0.96380925
  1.5598676 ]","[ 0.02508532 -0.00054959  0.019428   ...  0.01610679  0.04193255
  0.03828767]","Letsholo la Vooma Vaccination Weekend ke letsholo le le tshwaraganetsweng ke set haba le go tshegediwang ke balekane ba loago, go akarediwa le maphata a tsa sedumedi, baeteledipele ba setso, mekgatlho ya badiri le dikgweb Mafelo ano a beke go totilwe go enta bonnye batho ba le halofo ya milion","The Vooma Vaccination Campaign Weekend is an inclusive national campaign supported by all social partners, including faith-based formations, traditional leaders, organised labour and busines The target for this weekend is to vaccinate at least half a million peopl",0.8755628
