tn,en,src_text,trg_text,Cosine_Score
"[ 0.3417288  -0.535996   -0.38617304 ... -0.5713363   0.07734203
  1.5010082 ]","[ 2.0932467e-03 -2.0482062e-04  4.8137150e-05 ...  1.0729725e-03
  1.5222376e-03  7.8740409e-03]",Merero ya ga Jaanong1.,Messages1.,0.69702137
"[ 0.29860288 -0.5641697   0.04512887 ... -0.13128558 -0.01538783
  1.737225  ]","[ 0.02822735 -0.00067521 -0.00314959 ...  0.01495707  0.00695851
 -0.00146514]",Barutwana ba Materiki ba Ngwaga wa 2020,Land Court Bill,0.5276342
"[ 1.005751   -0.13052046  0.8165556  ...  1.3050463   0.9850388
  1.8429842 ]","[ 0.0102188  -0.00067295  0.01872938 ...  0.02426955  0.03391568
  0.05368277]","Kabinete e akgola Barutwana ba Materiki ba Ngwaga wa 2020 ba ba itshokileng le fa go ne go le boima mme ba dira bontle mo dipholong tsa bona tsa materik Ditlhatlhobo tsa ngwaga wa 2020 tseo di neng di kwalwa ke batithuti ba ba ntsinyana fa ba bapisiwa le ba mo ngwageng wa 2019, di tlhagisitse palo e ntsinyana ya barutwana ba materiki ba ba falotseng ka dipholo tse di ba letlang go ka ithutela tekerii kwa diyunibesit","Class of 2020 Cabinet congratulated the Class of 2020 who persevered against all odds and obtained a sterling set of matric result The 2020 exams which saw an increase in the number of learners who wrote their final examinations when compared to 2019, also saw an increase in the number of learners who attained a Bachelor s admission pas",0.8592956
[0.7411602  0.20003454 0.2123792  ... 0.55956966 1.0975486  1.038663  ],"[ 0.01518112 -0.0006958  -0.00020878 ...  0.00799541  0.02177563
  0.02246997]","Kabinete e eletsa barutwana botlhe masego jaaka mo ngwageng ono ba tla bo ba tsena mo dithutong tsa bona tsa kwa dikholejeng le kwa diyunibesitin Le fa barutwana ba rotloediwa go ya yunibesiti, ba rotloediwa gape le gore ba itekelele gape le ka fa dithutong tse di katisang bokgoni jwa ditiro tsa diatla tse di leng teng mo dikholejeng tsa Katiso le Thuto ya Diatla le ya Setegeniki (di-TVET), jaaka e le karolo ya go gagamatsa bokgoni jwa Aforika Borwa jwa setegeniki jo bo tlhokagalang thata mo ikonoming ya ron Barutwana ba ba sa kgonang go ka iponela dipholo tse di ba kgontshang go ka ya kwa dikholejeng tsa TVET kgotsa kwa yunibesiti ba rotloediwa go ikwadisetsa Letsholo le le ba Neelang T hono e Nngwe Gape ya go ka Konosetsa Dithuto tsa Materiki (SCMP)","Cabinet wishes all the learners well as they embark on their respective post-schooling year In addition to university studies, learners are encouraged to also explore vocational skills training that is available through Technical and Vocational Education and Training (TVET) colleges as part of strengthening South Africa s technical skills base that is essential for our econom Learners who do not qualify for the TVET colleges or universities are encouraged to explore the Second- Chance Matric Programm Cabinet also congratulated all officials and the management of the Department of Basic Education who",0.85978395
[1.4344808  0.23015797 0.01435616 ... 0.5615065  1.9078054  1.6853954 ],[0.01746625 0.01615345 0.00464695 ... 0.00779322 0.05144905 0.02279142],"Kabinete gape e akgotse le batlhankedi botlhe mmogo le botsamaisi jwa Lefapha la Thuto ya Motheo ba, mo godimo ga go samagana le namane e tona ya tiro ya go netefatsa gore kwa dikolong go na le pabalesego ya boitekanelo mo ngwageng wa 2020 gore ba babalele matshelo a barutabana le barutwana mo leroborobong la mogare wa corona (COVID-19), ba dirileng ka natla gore ba tsweletse dipholo tsa materiki tse di kgatlhisan",in addition to implementing health and safety measures at schools in 2020 to protect teachers and learners from the Coronavirus Disease (COVID-19) pandemic,0.8284799
"[ 0.33691207 -0.21801648 -0.34754565 ...  1.2506793   1.5182072
  3.332848  ]","[-0.00056749 -0.00110539 -0.00030921 ...  0.04139072  0.02202458
  0.03663961]","Kabinete e rata go ka leboga barutabana botlhe, balaodi botlhe ba dikolo, batlhankedi mo lephateng la thuto ya motheo, mekgatlho ya badiri ya barutabana, mekgatlho ya barutwana, barutwana ka bobona mmogo le batsadi ka go dira ka natla le ka go tshwatagana mo go netefatseng gore re fitlhelela dipoelo tseo re ka kgonang go ikgantsha ka tsona le fa ngwaga wa 2020 o ne o le boket","Cabinet wishes to express its appreciation to all the teachers, school managers, officials within the basic education systems, teacher unions, learner organisations, the learners and their parents for their hard work and collective dedication to ensure that we achieve the kind of results we can be proud of despite the difficulties experienced in 2020.",0.8995336
"[ 0.28089124  0.01097746 -0.01203887 ...  1.2637049   1.2243469
  1.1558079 ]","[ 0.02091685 -0.00102252 -0.00013668 ...  0.02444555  0.04354614
  0.04069797]","Kabinete e itumeletse gore ngwaga wa dithuto wa 2021 o simolotse semmuso mme e na le tshepo ya gore dikgato tse di leng mo tirisong ga jaana di lekanetse go dira tikologo e e babalesegileng go ka rutela le go ithutela mo go yon Motho mongwe le mongwe o na le maikarabelo a go ntsha matlho dinameng mme a ikobele ditaolelo tsa boitekanelo le tsa pabalesego, tseo maitlhomo a tsona e leng go disa pabalesego ya barutabana, badiredi ba dikolo mmogo le barutwan Kabinete e ikuela mo go maAforika Borwa otlhe go tshegetsa barutwana ba rona gore ba kgone go dira bontle mo dithutong tsa bona","Cabinet is pleased that the 2021 school year has officially started and is confident that the measures in place are sufficient for safe teaching and learnin Everyone has a responsibility to remain vigilant and to strictly adhere to health and safety protocols, which are designed to safeguard the health and safety of teachers, staff and learner Cabinet calls on all South Africans to support our learners and to ensure that they succeed State of the Nation Address (SoNA) Cabinet welcomed the 2021 SoNA that was delivered by His Excellency, President Matamela Cyril Ramaphosa, to a hybrid Joint Sitting of the two houses of Parliament",0.8592875
"[ 1.0818686  -0.5675852  -1.1090251  ... -0.34095922  0.8482388
  0.6645746 ]","[ 0.01307157  0.00070261 -0.00029635 ...  0.03617337  0.01155038
  0.01509878]",Puo ya Maemo a Set haba (SoNA),Chief Financial Officer of SENTECH,0.64483976
"[ 2.4014525   0.71616745 -0.35506356 ...  1.2161547   1.2721702
  1.3120918 ]","[ 0.03330566 -0.00067479  0.00387301 ...  0.03440515  0.04155424
  0.03638887]","Kabinete e amogetse ka diatla tsoopedi SoNA ya 2021 ya ga Motlotlegi, Moporesitente Matamela Cyril Ramaphosa, e a neelaneng ka yona mo Kopanotshwaraganelong ya Dintlo tse Pedi tsa Palamente - e leng ya Kokoanotheomolao ya Boset haba (NA) le ya Lekgotla la Boset haba la Diporofense (NCOP)","In recognition of Struggle stalwart Mama Charlotte Maxeke s individual and collective contributions to freedom and democracy in South Africa, government declared 2021 the Year of Charlotte Maxeke, to mark the 150th anniversary of her birt She was a social and political activist with extraordinary courage and intellect India, Brazil, South Africa (IBSA) Women's Forum Ministerial Meeting South Africa",0.77055526
"[ 0.7651325  -0.6573247   0.23949997 ...  0.30231023  0.3323153
  2.4183996 ]","[ 0.02344226 -0.00171355  0.00560336 ...  0.02033038  0.00228737
  0.04252654]","kwa Motse Kapa ka Labone, 11 Tlhakole 2022.","in Cape Town on Thursday, 11 February 2022.",0.85809463
