tn,en,src_text,trg_text,Cosine_Score
"[ 0.3417288  -0.535996   -0.38617304 ... -0.5713363   0.07734203
  1.5010082 ]","[-1.3246281e-04  1.8291835e-03 -2.0094491e-05 ...  2.9652149e-03
  2.0951580e-03  5.2276319e-03]",Merero ya ga Jaanong1.,Message1.,0.6704383
"[ 1.9687095   0.5660148  -0.05888045 ...  0.52960294  0.743436
  2.1681263 ]","[ 0.02715763  0.00062697 -0.00016614 ...  0.02372436  0.01910142
  0.01527966]",Tshedimosetso ka Bolwetsi jwa Mogare wa Corona (COVID-19),Outcomes from the Group of Seven (G7) Leaders,0.6804229
[1.0639539  1.4249867  0.33922276 ... 1.2546993  1.4102978  2.5093734 ],[0.02739005 0.00894161 0.00930332 ... 0.01494294 0.02922275 0.0385797 ],"Kabinete e akgotse batho botlhe ba Aforika Borwa ba ba tlhophileng go enta le go obamela diporotokholo tsotlhe tsa COVID-19, e leng se se bakileng gore naga e efoge dipalo tse di tlhatlhogang tsa dikgetse tse dint hwa ka nako ya lekhubu la botlhano la leroborob",Update on the Coronavirus Disease (COVID-19) Cabinet commended all people in South Africa who chose to vaccinate and observe all COVID-19 protocols that resulted in the country averting rising numbers of new cases during the fifth wave of the pandemi,0.85887516
[1.2106321  0.16330104 0.05004542 ... 1.8951211  1.4552119  1.264241  ],"[ 2.2611193e-02  1.0272694e-04 -9.0827058e-07 ...  4.0056389e-02
  1.9831138e-02  1.2372107e-02]","Fela, ga re a tshwanela go itebala gonne COVID-19 e sa ntse e le ten Le fa naga e sa tswa go phimola melawana e e neng e saletse ya go apara dimaseke fa re le fa gare ga batho, batho ba ba nang le malwetse a mangwe a a sa alafegeng le ba ba lwalang ba rotloediwa go tswelela go apara dimasek Re tshwanetse gape go tswelela go tlhapa diatla gongwe go dirisa sebolayaditwatsi, le go katogana le go dira gore mafelo a re leng mo go ona a tlhabiwe ke phef","However, we must not be complacent as COVID-19 is still in our mids Although the country recently scrapped the compulsory wearing of masks in public, people with comorbidities and those who are ill are encouraged to continue wearing a mas We must also continue to wash or sanitise our hands, and observe social distancing and proper ventilatio",0.8879543
[0.7559213  0.29196647 0.138298   ... 1.2591555  1.4556808  1.9509536 ],"[ 0.02016421 -0.00198726  0.00410762 ...  0.03119902  0.04438934
  0.02619558]",Moento go ya ka bopaki jwa saense e santse e le ona o o gaisang mo go re sireletseng mo bolwetseng jwa COVID-19 mme Kabinete e rotloetsa batho botlhe ba ba sa entiwang gore ba se senye nako mme ba ye go enta mme ba ba entilweng bone ba ye go tlhabela moento wa go tsosolosa e ba e tlhabileng kwa lefelong le le gaufi nabo la go tlhabela moento ntle le go duelela tirelo e 2.,"Vaccination remains the scientifically proven defence against COVID-19 and Cabinet encourages all unvaccinated people to vaccinate without delay and vaccinated people to get their booster shots at their nearest vaccination sites, for fre 2.",0.87569535
"[ 0.52229905 -0.3919198  -0.71206707 ... -0.07011067  0.5894265
  0.6325147 ]","[ 3.5887253e-02 -7.1571529e-05 -5.1634910e-04 ... -1.5340685e-03
 -2.6081238e-04 -1.2195059e-03]",Monkeypox,will,0.5520212
"[ 0.85019     0.4445513  -0.08967351 ...  1.4088458   1.0536127
  1.555198  ]","[ 0.0092683   0.00812562 -0.00017455 ...  0.01664207  0.02166408
  0.0079617 ]",Kabinete e reboletswe tshedimosetso e e mabapi le bolwetsi jwa Monkeypox ya gore ka fa nageng go setse go fitlhetswe batho ba le babedi ba ba nang le bolwetsi jwa Monkeypox mo nageng go latela gore fa gautshwane go fitlhelwe motho wa bobed Batho bano ba itlhaotse mo set habeng mme ba kwa magaeng a bona mme go samaganwe le dithulaganyo tsa go gata motlhala batho bao ba ka tswang ba kopane le batho bano go lekola gore ga ba tshwaetseg,Monkeypox Cabinet was updated on the latest developments in the spread of Monkeypox disease in the country following the recent confirmation of a second case in the countr The affected persons are isolating at home and contact tracing is being conducted to detect others who may have been expose,0.85513747
"[ 0.98828113  0.06726132 -0.40562147 ...  0.77640444  0.97589606
  1.2882357 ]","[ 0.01209569 -0.00245554 -0.00036298 ...  0.01285206  0.00743364
  0.03886281]",Lefapha la Boitekanelo le Setheo sa Boset haba sa Malwetse a a Tshelanwang ba dirisana le Mokgatlho wa Lefatshe wa Boitekanelo go sekaseka matshosetsi a go tshelana ka bolwetse jono ka fa nageng gore a tsamaisane le Melawana ya Bodit habat haba ya Boitekanel,The Department of Health and the National Institute for Communicable Diseases are collaborating with the World Health Organisation to assess the risk for local transmission in line with the International Health Regulation,0.87124115
"[ 1.1188265   0.1864982  -0.11747956 ...  1.1333508   1.2383498
  1.4852052 ]",[0.012549   0.00613261 0.00574966 ... 0.02279888 0.02923946 0.03154746],"Mogare wa monkeypox ga o tshelane bonolo mme gantsi o tshelana fa batho ba ka tshwarana go tshwana le go sunana, go tlampurelana gongwe go kgoma dikarolo tsa mmele tse di nang le dintho tsa monkeypo Batho ba ba se nang matshwao a monkeypox ba ka se ke ba tshela batho ba bangwe ka mogare on","The monkeypox virus is not easily spread and usually only occurs after close contact such as kissing, cuddling or touching parts of the body with monkeypox lesion People without monkeypox symptoms cannot spread the virus to other",0.88304305
"[ 1.2632769  -0.1485297  -0.43382147 ...  1.0197943   0.7971442
  1.6370622 ]",[0.03874352 0.00846695 0.00127666 ... 0.03385862 0.01064321 0.03112375],"Kabinete e eletsa batho ba ba itemogelang matshwao a letshoroma, matshwao a a tshwanang le a mokgotlhwane, a a latelwang ke boswata jo bo nang le metsi go ya kwa maokelong a a gaufi gore ba bone thuso le kalafi ka bonako","Cabinet advised people who experience symptoms of fever, general flu-like signs, followed by a blister-like rash to report to their nearest healthcare facility for early detection and treatmen 3.",0.853905
