tn,en,src_text,trg_text,Cosine_Score
"[ 0.9487507  -0.26277843  0.9862541  ...  0.8881659   0.56657827
  2.1936278 ]",[0.00570964 0.00098357 0.01438389 ... 0.01574516 0.00711907 0.03664055],"Kabinete e ne e tshwere kopano ya yona ka Laboraro, la bo 10 Diphalane 2018, kwa Tuynhuys, Motsekap Merero ya ga Jaanong1.","Cabinet met on Wednesday, 10 October 2018 at Tuynhuys in Cape Tow Issues in the environment1.",0.83492553
"[ 0.5257704   0.10310069 -0.1542126  ...  1.6263694   1.4696873
  1.1381975 ]","[ 0.01881366  0.00498869 -0.00011226 ...  0.04552876  0.053579
  0.01143662]","Ikonomi le letsholo la go beeletsa Kabinete e amogetse dikgato tsa go tsereganya tse di jaaka maikano a a tserweng a go reka ditlhagisiwa tse di tswang ka fa nageng, dikgato tse di okeditsweng bogale mo go oketseng diromelwantle, ditsereganyo mo ditlhagisiweng tsa temothuo mmogo le tshegetso ya dikgwebopotlana le tse di leng mo magareng .","Economy and investment drive Cabinet welcomes the practical interventions such as the commitment to buy local products, a more aggressive approach to increasing exports, interventions in agricultural value chains and support for small and medium enterprise",0.86717063
"[ 0.9747554   0.43401223 -0.11893742 ...  1.0201535   1.0691037
  1.1667265 ]","[ 2.3558803e-02 -3.6177706e-04 -9.8204815e-05 ...  3.1254020e-02
  3.1302329e-02  1.7913682e-02]","Ditsiboso tseno di tlhageletse kwa Samiting ya Ditiro ya mo matsatsing a le mabedi a a fetileng e e neng e tshwerwe ke Lekgotla la Boset haba la Tlhabololo ya Ikonomi le Ditir Dipoelo tsa Samiting ya Ditiro di latela gore go tsiboswe ka tsosoloso ya ikonomi le maano a go e tsosolosa, e leng seo se batlang go busetsa maemo a ikonomi sekeng le go tlhola ditiro tse di tlhokagalan Lokwalotshwanelo lwa se weng lwa Meepong","These announcements came out of the recent two-day Job Summit, which was convened under the National Economic Development and Labour CounciThe outcome of the Job Summit follows the announcement of the Economic Stimulus and Recovery Plan, which seeks to restore economic growth and create much-needed job The new Mining Charter",0.86053455
"[ 0.5404363  -0.08067848 -0.5221891  ...  0.8423864   0.63872075
  0.8475234 ]","[ 0.00560264  0.00087231 -0.0002212  ...  0.02365371  0.0227811
  0.01334953]","lo lo konoseditsweng ka go busanelwa le ba intaseteri ya meepo, ba mekgatlho ya badiri, ba metse e e amegang mmogo le bannaleseabe ba bangwe","which was finalised in consultation with the mining industry, labour, affected communities and other stakeholders",0.831141
[1.1396742  0.36322227 0.06511433 ... 0.78517234 0.8473482  0.97968346],"[ 1.7481571e-02  1.9867005e-02 -6.9459296e-05 ...  3.3517547e-02
  3.2891262e-02  3.8015105e-02]","le tlhalosa ka botlalo botlhokwa jwa kgolo, tshomarelo mmogo le phetolothefosano mo ikonomin Kabinete e ipiletsa mo go bannaleseabe botlhe go samagana le Lokwalotshwanelo lwa Meepong gore go konosediwe le go tlhoma tsetsepelo mo lekaleng la meepo Go bulwa ga dikantoro tsa Merero ya Selegae tsa kwa Kokstad le go neelana seemuso ka makwalobopaki jwa madulo Kabinete e samagana le Moporesitente Cyril Ramaphosa mo go akgoleng Lefapha la Merero ya Selegae mo pulong ya bona e e atlegileng ya dikantoro tsa kwa Kokstad kwa KwaZulu-Nata Moporesitente o butse dikantoro tsa Merero ya Selegae tsa kwa Kokstad e le karolo ya lenaane la puso la go atolosa mafelo a ditirelo tsa merero ya selegae gore ba kgone go rebolela baagi ka botlalo dikarata tsa boitshupo le ditokomane tse dingw Mo godimo ga foo, Moporesitente Ramaphosa o neelana seemuso ka makwalobopaki jwa madulo a feta a le 443 go bajalefa ba Porojeke ya Dintlo ya Frankli Seno ke karolo ya lenaane la tsosoloso ya seriti go netefatsa gore bajalefa ba itemogela melemo ka botlalo ya go nna beng ba dintlo le gore ba kgona go ka fitlhelela mebaraka ya dintlo ya semmus Kabinete gape e tsaya t hono eno go rotloetsa baagi go ya go tsaya makwaloboitshupo a bona gang fela fa ba sena go amogela molaetsa wa gore ba ka tla go tsaya makwaloboitshupo a bona Tumelano e e utlwanetsweng ka ga go disa marang a kgaso","The document provides progress which contains information of a general, factual and statistical nature on South Africa s adherence to the obligations attached to the signed nine UN treatie Upcoming eventsMedium Term Budget Policy Statement (MTBPS)Finance Minister Tito Mboweni will deliver the Medium Term Budget Policy Statement (MTBPS) on Wednesday, 24 October 2018, which will reveal adjustments to the national budget to ensure fiscal sustainabilitTransport MonthThis year s Transport Month programme will emphasise the importance of transport infrastructure, such as the maritime, aviation, rail and road sectors as enablers of economic growtCabinet calls on the public to use public transport and actively implement road safety initiatives throughout the yea Let us use the month to celebrate and restore the culture of lift clubs when travelling to work to reduce congestion in our road Road safety on our roads remains a challenge, and drivers and pedestrians should use public roads responsibl MessagesCongratulationsSouth Africa s radio telescope, MeerKAT, will be joining Breakthrough Listen, an international initiative that is seeking signs of intelligent life in the univers It demonstrates our internationally recognised expertise and infrastructur South Africa s 64-dish MeerKAT radio telescope, inaugurated in July this year, is the most sensitive telescope of its kind in the worlCabinet congratulates the team of researchers from Wits University who performed a historic and successful liver transplant from a HIV-positive mother to her HIV-negative chil",0.85412776
"[ 1.1818949   1.0830172  -0.43956327 ...  1.2942396   0.85277414
  1.4488227 ]","[ 0.00610073  0.00122957 -0.00044584 ...  0.03104139  0.01418312
  0.01327195]",Kabinete e amogetse tumelano e e utlwanetsweng mo ntlheng ya Taletso ya go Dira Kopo ya go tlamela ka tirelo ya go disa marang a kgaso e e leng kwa mankalen Seno se totobatsa maemo a pholisi mo lekaleng la Thekenoloji ya Ditlhaeletsano le Tshedimosetso (ICT).,Cabinet extends its appreciation to the diligent oversight work led by the Inter-Ministerial Committee supported by the Technical Task Team of Directors Genera,0.7311003
[1.3819364  0.55384845 0.01892767 ... 1.1881728  0.8317537  1.7006758 ],[0.0224183  0.01323649 0.01511189 ... 0.03132091 0.02631637 0.03930232],"Tumelano eno e e utlwanetsweng e tsamaelana le boikuelo jwa ga Moporesitente Ramaphosa jwa go simolola ka thulaganyo ya go tsibogela dikopo tse dintsi tsa go ka rebolelwa laesense ya go tlamela ka tirelo ya go disa marang a kgaso e e leng kwa mankalen Mo go nneng le seabe mo tirisong ya Lokwalotemoso lwa lefapha la puso lo lo ka ga Pholisi ya Naga ya Kopanyo ya didirisiwa tsa ICT, baagi ba ba nang le kgatlhegelo mo ntlheng eno ba ka latlhela tlhwarelogong pele ga la bo 8 Ngwanaitseele 2018 ka go tlhagisa maikutlo a bona ka mabapi le pholisi e e tshitsintsweng le koo bothati jo bo tla lebisang pholisi eno gone Dikoporasi tsa ntlha tsa Aforika Borwa tse dinnye tsa boreatlhapi","demands for Smart ID cards and other document Furthermore, President Ramaphosa handed over 443 title deeds to beneficiaries of the Franklin Housing Projec This is part of the restoration programme to ensure beneficiaries experience the full benefits of owning a house and are able to access the formal property marke Cabinet also takes this opportunity to strongly encourage citizens to collect their IDs as soon as they receive a notification of collection Settlement agreement on spectrum Cabinet welcomes the settlement agreement reached in the matter involving the Invitation to Apply for the allocation of high-demand spectru This provides policy certainty in the information and communications technology (ICT) secto The settlement agreement is in line with President Ramaphosa s call to initiate the process for the allocation of high-demand radio spectrum licensin In further contributing to the implementation of the National Integrated ICT Policy White Paper, interested parties have until 8 November 2018 to provide written inputs on the proposed policy and policy direction to the authority South Africa s first small-scale fisheries cooperatives Cabinet welcomes South Africa s first small-scale cooperatives in the fishing sector, namely the Port Nolloth and Hondeklipbaai cooperatives in the Northern Cape, which were launched by the Minister of Agriculture, Forestry and Fisheries, Mr Senzeni Zokwan The launch marks the implementation of the small-scale fisheries polic The fishing rights give dignity to local fishermen, who have been fishing illegally, in that they are now protected for the first timThe two small-scale fishing communities who will be benefiting from this policy have received basic training on cooperatives and have been assisted to register cooperatives for the purpose of applying for 15-year fishing rights Tax season Cabinet commends the close to three million taxpayers who have filed their tax returns, of which over half were submitted through eFilin On 31 October, the 2018 tax season closes for non-provisional taxpayers and for those provisional taxpayers who opt to file at a South African Revenue Service branc Provisional taxpayers who opt to file their returns through eFiling have until 31 January 2019 to do s Proper and efficient revenue collection ensures fiscal sovereignty, and timeous and accurate submissions ensure compliant taxpayer Tax revenue helps government to fund the country s service-delivery projects and other socio-economic development programmes Social-grant payments Cabinet was brief by the Inter-Ministerial Committee: Social Grants, chaired by Minister Nkosazana Dlamini-Zum",0.81224155
[0.74184805 0.51845574 0.15612446 ... 1.1695943  0.8541159  1.56253   ],"[ 3.6299158e-02  3.1506583e-02 -9.2314340e-06 ...  3.0091170e-02
  2.5448870e-02  1.5654273e-02]","Kabinete e amogetse dikoporasi tsa ntlha tsa Aforika Borwa tse dinnye tsa lekala la boreatlhapi, e leng koporasi ya Port Nolloth le ya Hondeklipbaai kwa porofenseng ya Kapa Bokone, tseo di thankgolotsweng ke Tona ya Temothuo, Jalo ya Dikgwa le Bodirelatlhapi, Rre Senzeni Zokwan Mokete ono wa thankgololo o tshwaya tsenyotirisong ya pholisi ya dikoporasi tse dinnye tsa boreatlhap Tetla ya go nna le matshwanedi a go ka rea ditlhapi e naya bareatlhapi ba fa nageng seriti, bao ba ntseng ba rea ditlhapi ka mokgwa o o seng ka fa molaong, mme jaanong fa e sale ba tla letlelelwa go dira jalo e le ka fa molaon Dikoporasi tse pedi tseno tse di tla unngwelwang go tswa mo pholising eno di setse di katisitswe gore di tshwanetse go tsamaisa dikoporasi jang e bile di setse di thusitswe go ka kwadisa dikoporasi tsa bona ka maitlhomo a gore ba kgone go ka dira dikopo tsa go ka neelwa tetla ya go ka rea ditlhapi sebaka sa dingwaga di le 1 Paka ya Lekgetho Kabinete e akgotse baduelalekgetho ba ka nna dimilione di le tharo bao ba tladitseng le go tlisa dipusetso tsa bona tsa lekgetho, tseo palo e e kwa godimo ga halofo ya tsona e tlisitsweng ka mokgwathulaganyo wa khomphiuthara wa eFilin Ka la bo 31 kgwedi ya Diphalane, e tla bo e le letlha la bofelo la paka ya lekgetho ya 2018 mo go baduelalekgetho ba nakwana mmogo le mo go baduelalekgetho ba go ya go ile bao ba swetsang ka go ikisa ka namana kwa dikantorong tsa lekala la Tirelo ya Lekgetho la Aforika Borwa (SARS).","It further extends its appreciation to the work of the officials from SAPO, South African Social Security Agency and, the departments of Social Development; Telecommunications and Postal Services; Planning, Monitoring and Evaluation; National Treasury; South African Police Service and GCI Cabinet thanks all the social-grant beneficiaries for their cooperation during this transition Albertina Sisulu Centenary Cabinet was briefed on the preparations for the centenary celebration of Mama Albertina Sisulu that will take place during her birth month, Octobe Mama Sisulu was born on 21 October 1918 and the Chairperson of the IMC on Centenary Celebrations, Minister Jeff Radebe, is here to outline upcoming activities related to the centenary celebration Sentencing of Springs father Cabinet welcomes the sentencing of the abusive man, commonly referred to as the Springs Monste He was sentenced to 35 years in jail for the attempted murder of his son, child abuse and neglect, as well as using and dealing in drug Gender-based violence remains a serious challenge in our society, as demonstrated by the recent rape of a minor at a Dros restaurant in Silverto",0.8616725
[1.633227   1.4965928  0.23485714 ... 0.53454643 1.1883764  3.9575655 ],"[ 0.02700477 -0.00079539 -0.00031377 ...  0.02739684  0.02735586
  0.07649952]",Baduelalekgetho ba go ya go ile bao ba swetsang ka go tlhatlhela dipusetso tsa bona tsa lekgetho ka mokgwathulaganyo wa khomphiuthara wa eFiling bona letlha la bona la bofelo ke la bo 31 Ferikgong 2012.,n Pa Government has successfully migrated social-grant payments from Cash Paymaster Services (CPS) as instructed by the Constitutional Court Judgemen All cash beneficiaries effected by CPS have been migrated and CPS has been notified of the termination of the contract as of 30 September 2013.,0.7108361
[1.1129134  1.4067008  0.21328981 ... 1.1648364  1.1404817  1.1923851 ],[0.00241924 0.04686329 0.02891547 ... 0.02419582 0.02005905 0.02419509],"Pokeletso ya lekgetho e e maleba e bile e tsamaisiwa sentle e netefatsa gore naga e laola matlole a yona ntle le kgoreletso epe, mme go tlisiwa ka nako le ka tshwanelo ga ipusetso tsa lekgetho go netefatsa gore naga e na le baduelalekgetho ba ba obamelang melao ya lekgeth Madi a lekgetho a thusa puso gore e kgone go tlamela naga ka diporojeke tsa kabo ya ditirelo tsa motheo mmogo le manaane a mangwe a tlhabololo ya ikonomi le a loago Manaane a go duelela megolo ya loago Kabinete e nopoletswe ke Komiti ya Ditona tsa ka fa Nageng e e mabapi le Megolo ya Loago, eo monnasetulo wa yona e leng Tona Nkosazana Dlamini-Zum Fa e sale go tloga ka la bo 1 Diphalane 2018, batho bao ba golang mogolo ono ba feta dimilione di le 10 ba ne ba setse ba duetswe ka mokgwa o mongwe wa mekgwa eno - wa Kantoroposo ya Aforika Borwa (SAPO)/wa Postbank; wa Grindrod Bank mmogo le go golela kwa mabentleleng a tshwana le a Boxer, Shoprite, le a Pick n Pa Puso e kgonne go tloga mo mokgweng wa mo malobeng wa tuelo ya megolo ya loago e e neng e duelwa ke setlamo sa Cash Paymaster Services (CPS) jaaka e ne e laetswe ke Katlholo ya Kgotlatshekelo ya Molaothe Botlhe ba ba neng ba godisiwa ke CPS ba setse ba rulaganyeditswe ka tshwanelo mme CPS e setse e itsisitswe ka go fedisiwa ga konteraka eno ka la bo 30 Lwetse 2013.","Three of the suspects were arrested in relation to incendiary devices in the Durban area, including the Verulam Mosqu All the suspects are expected to face charges including murder and attempted murder and contravening the Explosives ActCabinet reassures South Africans that fighting crime is a top priority and that government will continue to take necessary steps to ensure a safe and secure environment for all inhabitants of South Afric Name changes: Makhanda1 Cabinet welcomes the name change of Grahamstown, in the Eastern Cape, to Makhanda, in honour of Xhosa prophet, philosopher and military man who fought against colonialismThe change is an important part of our democratic journey and will help to foster greater social cohesion and build a deeper appreciation of our shared histor Cabinet decisionsCabinet approved a revised delivery model on implementation of the Broadcast Digital Migration Projec The model adopts a market/retail-driven approach through collaboration and partnerships with the private sector and industr With this approach, government will no longer be involved in the procurement of set-top-boxes, warehousing, transportation and installation of device This provides South Africa with headway towards the completion of the project in a manner that is inclusive, affordable and efficient, and that reduces risk to governmen This will push digital viewership migration to the 85% threshold and beyond, towards switching off all analogue broadcastCabinet approved South Africa s Common Core Document, which will be deposited with the United Nations (UN).",0.8275835
