tn,en,src_text,trg_text,Cosine_Score
"[ 1.2881407e+00 -1.8587036e-01  8.8127033e-04 ...  5.0092536e-01
  7.2362083e-01  2.3583057e+00]","[ 0.00519466 -0.00267034  0.00327432 ...  0.00765272  0.01678364
  0.04486645]","Cabinet met on Wednesday, 28 February 2018, at Tuynhuys, Cape Tow Issues in the environment1.","Cabinet met on Wednesday, 28 February 2018, at Tuynhuys, Cape Tow Issues in the environment1.",0.9271136
"[ 0.3593383  -0.26709244 -0.31352144 ...  1.1211346  -0.02978705
 -0.14751351]","[ 0.00299946 -0.00289034  0.01114374 ...  0.02426895 -0.00390492
 -0.000317  ]",National Budget Speech,National Budget Speech,0.90617585
[0.6147359  1.2030703  0.25301173 ... 1.4065629  0.9049226  1.5635614 ],[0.00821624 0.02759543 0.00452116 ... 0.04458154 0.00637907 0.02951644],"Cabinet appreciates the overwhelming confidence expressed in the 2018 National Budget which was tabled in Parliament, Cape Town, last wee In the recent spirit of renewal that has gripped our great nation, Cabinet calls on all South Africans to partner with government to grow our economy and create much-needed job The reduction in expenditure of R85 billion over the next three years demonstrates government s commitment to fiscal consolidation and the prudent allocation of resources to grow the econom","Cabinet appreciates the overwhelming confidence expressed in the 2018 National Budget which was tabled in Parliament, Cape Town, last wee In the recent spirit of renewal that has gripped our great nation, Cabinet calls on all South Africans to partner with government to grow our economy and create much-needed job The reduction in expenditure of R85 billion over the next three years demonstrates government s commitment to fiscal consolidation and the prudent allocation of resources to grow the econom",0.9528618
[0.8159231  1.5366899  0.18912871 ... 1.8986102  1.9674618  2.6506777 ],[0.01640597 0.0346568  0.01103541 ... 0.0399694  0.04799602 0.05002335],The steps announced to slow the pace of debt accumulation and contain the budget deficit greatly improve our fiscal framework and give South Africans confidence in the future prospects of our econom,The steps announced to slow the pace of debt accumulation and contain the budget deficit greatly improve our fiscal framework and give South Africans confidence in the future prospects of our econom,0.94870794
[0.56551653 0.14830749 0.1890412  ... 1.8972294  1.8741847  1.3867924 ],[0.00246609 0.00194436 0.00577784 ... 0.03167589 0.04468571 0.02491527],"Cabinet is resolute that the interventions will reflect in our country s economic growth, affirm its economic standing and safeguard its investment grade statu","Cabinet is resolute that the interventions will reflect in our country s economic growth, affirm its economic standing and safeguard its investment grade statu",0.9307499
"[ 1.1108508  -0.19184028 -0.15859239 ...  1.477406    1.0336454
  0.8591245 ]","[ 0.01162815  0.00142285 -0.00099425 ...  0.02198216  0.0277498
  0.01112128]",The 2018 National Budget supports the poor in our society through a comprehensive social assistance programme and fee-free tertiary education for students from poor household,The 2018 National Budget supports the poor in our society through a comprehensive social assistance programme and fee-free tertiary education for students from poor household,0.9501619
[1.850049  1.5928609 0.3438167 ... 1.5967866 1.7378542 2.7507572],[0.033739   0.02388288 0.00053571 ... 0.0218275  0.03934681 0.03122208],"As a response to the concern raised on the Value-Added Tax (VAT) increases proposed, Cabinet is considering expanding the list of basic goods that are zero-rated on VAT Nelson Mandela Centenary","As a response to the concern raised on the Value-Added Tax (VAT) increases proposed, Cabinet is considering expanding the list of basic goods that are zero-rated on VAT Nelson Mandela Centenary",0.9332617
"[ 1.7992036  -0.30263916 -0.07334917 ...  1.5312316   1.8768573
  3.5757334 ]","[ 0.03629593 -0.00037473  0.01202973 ...  0.04101861  0.04627208
  0.06805   ]",Cabinet joins President Cyril Ramaphosa in his call on South Africans to reaffirm a shared commitment to serve people as we continue to celebrate the centenary of the birth of former President Nelson Mandel Madiba is the first President of a Democratic South Africa and would have turned 100 years of age on 18 July 2012.,Cabinet joins President Cyril Ramaphosa in his call on South Africans to reaffirm a shared commitment to serve people as we continue to celebrate the centenary of the birth of former President Nelson Mandel Madiba is the first President of a Democratic South Africa and would have turned 100 years of age on 18 July 2012.,0.95435107
"[ 0.5555875   0.6031024  -0.18234201 ...  2.2092087   2.0680053
  3.10671   ]","[ 0.01597418  0.00672016 -0.00011104 ...  0.04077031  0.03831737
  0.06976015]","Madiba is a global icon who is revered worldwide as a Champion of Human Rights, non-racism and non-sexis He played a critical role in unifying South Africans, and inspiring democratic unity across Africa and the glob The first celebration of Nelson Mandela s centenary took place during the African Union Summit in Addis Ababa, Ethiopia in January 2018.","Madiba is a global icon who is revered worldwide as a Champion of Human Rights, non-racism and non-sexis He played a critical role in unifying South Africans, and inspiring democratic unity across Africa and the glob The first celebration of Nelson Mandela s centenary took place during the African Union Summit in Addis Ababa, Ethiopia in January 2018.",0.9555376
[1.3694069  0.10867006 0.15632915 ... 0.85972434 2.1581893  1.0658332 ],[0.03397796 0.00220137 0.00394788 ... 0.02053425 0.04964563 0.02207297],"A number of events will be held throughout the country this year to reflect on the life of Tata Madib Cabinet calls upon all South Africans to join in the centenary celebrations in their workplaces, schools, churches and civic organisation It calls on each one of us this year to emulate the values of Nelson Mandela by working in our respective ways to build a united, non-racist, non-sexist and prosperous countr The country also celebrates the centenary of one of the great daughters of the African soil Mama Albertina Sisulu, who dedicated her life to fight for the emancipation of women and the liberation of South Afric","A number of events will be held throughout the country this year to reflect on the life of Tata Madib Cabinet calls upon all South Africans to join in the centenary celebrations in their workplaces, schools, churches and civic organisation It calls on each one of us this year to emulate the values of Nelson Mandela by working in our respective ways to build a united, non-racist, non-sexist and prosperous countr The country also celebrates the centenary of one of the great daughters of the African soil Mama Albertina Sisulu, who dedicated her life to fight for the emancipation of women and the liberation of South Afric",0.95398027
