tn,en,src_text,trg_text,Cosine_Score
"[ 0.3417288  -0.535996   -0.38617304 ... -0.5713363   0.07734203
  1.5010082 ]","[ 0.00980162 -0.0033715  -0.00078007 ...  0.00912488 -0.00173329
  0.03020796]",Merero ya ga Jaanong1.,Issues in the environment1.,0.53536963
[1.9042193  0.7175901  0.8119436  ... 1.455653   0.69866717 1.3171428 ],"[ 0.04857101 -0.00149948  0.0119548  ...  0.03604041  0.0321744
  0.03151397]","Ikonomi Leano la Itharabologelo le Kagose wa ya Ikonomi leo Moporesitente Cyril Ramaphosa a le tlhagisitseng fa pele ga dintlo ka bobedi tsa Kopanotshwaraganelong ya Palamente ka Labone, 15 Diphalane 2020, le tlhoka gore makala otlhe a ithulaganye mme a dirisane mmogo gore maemo a ikonomi ya rona a tsetsepel Leano leno le agelela mo mogopolong o o tshwanang o o tlhomilweng ke badirisanimmogo mo mererong ya loago","The Economic Reconstruction and Recovery Plan that President Cyril Ramaphosa presented to a Joint Hybrid Sitting of Parliament on Thursday, 15 October 2020, requires all sectors to roll up their sleeves and work together to stabilise our econom",0.8920517
"[ 0.3223252  -0.40992674 -0.6312664  ...  0.82228553  0.20418109
  0.48868668]","[ 0.00931318  0.00183975  0.0024544  ...  0.02242621 -0.00040668
  0.0111575 ]","e leng puso, mekgatlho ya badiri, ya dikgwebo le ya baagi","government, labour, business and community organisations",0.899106
[0.8147846  0.38125873 0.41445878 ... 1.0835572  0.83126277 1.021631  ],"[ 1.4033867e-02 -9.8738325e-05  5.9372657e-03 ...  2.9584670e-02
  3.5355084e-02  2.9390588e-02]","ka dikgato tse di gagametseng tse di tseneletseng tsa go batla maikutlo a badirisanimmogo mo dikgweding di le mmalwa tse di fetilen Go na le dikarolo tsa botlhokwa di le nne tse di samaganang le leano leno la itharabologelo ya ikonomi, ya ntlha ke ya go samagana le mafaratlhatlha a naga ka bonts Karolo ya bobedi ya botlhokwa ke ya go oketsa mafelo a rona a go fetlha motlakase mo puso e sianisang go tsenngwatirisong ga Leano la Pokeletso ya Metswedi ya Motlakas Karolo ya boraro ya botlhokwa yona ke ya tshegetso ka matlole go tlhola ditiro le go thusa batho go iphedis Karolo ya bone yona e tsepamisitse mogopolo mo go godiseng diintaseteri mo puso e tla thusang gore ditlhagisiwa tsa ka fa nageng di okediwe e leng seo se tla dirang gore ditlhagisiwa tsa naga ya Aforika Borwa tse di rekisiwang kwa dinageng tsa kwa ntle di kgone go gaisana le tse dingw Dikarolo tseno tse di nopotsweng tsa botlhokwa di tla re tswela mosola mo go direng gore batho ba nne le tshepo mo nageng ya rona le mo go direng gore Aforika Borwa e tsene mo mmileng o mont hwa wa dipeeletso le wa go godisa ikonomi go latela gore e itemogele mathata a a seng kana ka sepe a a bakilweng ke leroborobo la bolwetse jwa mogare wa corona (COVID-19).","There are four priority areas that underpin this economic recovery plan, the first being a massive roll-out of infrastructur The second priority area is to expand energy generation capacity with government accelerating the implementation of the Integrated Resource Pla The third key area is that of an employment stimulus to create jobs and support livelihood The fourth area focuses on industrial growth where government will support growth in local production and make South African exports more competitiv",0.824749
"[ 0.65220773  0.39219913 -0.356035   ...  1.8667622   1.0353366
  1.2229698 ]","[ 2.6349504e-02  5.9888777e-03 -3.0369272e-05 ...  4.8611436e-02
  2.5459332e-02  4.0907692e-02]","Go netefatsa gore leano leno ka gale le a disiwa gore le a diragadiwa, Kabinete e neseditse pula kgato ya go tlhoma Lekgotla la Naga la Itharabologelo ya Ikonom Monnasetulo wa lekgotla leno e tla nna Moporesitente wa naga mme e tla tsenyeletsa le Motlatsamoporesitente, Tona mo Kantorong ya Moporesitente mmogo le Ditona tsotlhe mo Setlhopheng sa Merero ya Ikonom Lekgotla leno le tla kopana kgwedi e nngwe le e nngwe go lekola gore Leano la Itharabologelo le Kagose wa ya Ikonomi le ntse le tsamaya jang mmogo le go t hotlha kgang eno le badirisanimmogo mo mererong ya loago ba ba leng mo Lekgotleng la Naga la Tlhabololo ya Ikonomi le Ditiro (NEDLAC)2.","To ensure the regular monitoring of the implementation of the plan, Cabinet approved the setting up of the National Economic Recovery Counci The council will be chaired by the President and comprises the Deputy President, Minister in The Presidency and all the Ministers in the Economic Cluste The council will meet monthly to oversee implementation of the economic reconstruction and recovery plan and also to interface with the social partners in the National Economic Development and Labour Counci 2.",0.864539
[0.8063197  0.08232806 0.4052796  ... 1.3459953  1.0323861  2.1150022 ],"[ 1.5248436e-02  1.5677782e-02 -6.5370346e-05 ...  3.2496277e-02
  4.2403683e-02  3.0613843e-02]","Taolo ya Maemo a Masetlapelo a Naga Go atolosiwa ga nako ya go nna tirisong ga Taolo ya Maemo a Masetlapelo a Naga go felelwa ke nako ka la bo 15 Ngwanaitseele 2020, go ya ka Molao wa Maemo a Masetlapelo a Naga wa ngwaga wa 2002 (Molao wa bo 57 wa 2002), Le fa tota naga ya Aforika Borwa e iponetse palo e kgolo mo phokotsegong ya ditshwaetso le ditshwaetsego tsa COVID-19 mo dikgweding tse di fetileng, boammaruri ke gore mogare ono o santse o le teng fa gare ga ron Jaaka naga e ithuta go tshela mo seemong se sent hwa sa go tshelela mo COVID-19 le sa kgonagalo ya gore e ka runya gape se wa, Kabinete e boeletse boikuelo jwa yona jwa gore maAforika Borwa otlhe a tswelele go obamela ditaolelo tsa boitekanelo tsa go apara dimaseke, go katogana le go tlhapa diatla gangwe le gape ka metsi a sesepa kgotsa go dirisa sebolayamegare se se nang le alekhohol Tseno ke tsona fela dikgato tse di leng teng tsa go itshireletsa le go sireletsa ba malapa a rona mo go thibeleng go fetelwa ke COVID-14.","of coexisting with COVID-19 and a possible resurgence, Cabinet once again urges all South Africans to continue adhering to the health protocols of wearing masks, practising social distancing and frequently washing hands with water and soap or using an alcohol-based sanitise These are the only preventive measures available to protect ourselves, our families and loved ones from contracting COVID-19.",0.7750788
"[ 0.7726048  -0.03145251  4.1300473  ...  1.0530492   0.7685598
  2.6757584 ]","[ 0.04393066  0.00086169 -0.0003153  ...  0.02919163  0.03882258
  0.02351927]","Kabinete e lakaletsa botlhe ba ba fetetsweng ke mogare ono pholo ya ka bonako go tsenyeletsa le Tona ya rona ya Boitekanelo, Ngaka Zweli Mkhize mmogo le mosadi wa gagwe Ngaka May Mkhiz Kabinete e rata go boeletsa ditebogo tsa yona mo badireding botlhe ba boitekanelo ba ba di gogang kwa pele tebang le boipofo jwa bona le boineelo jwa bona e leng tsone tse di okeditseng palo ya bao ba fodileng mo go COVID-19 go oketsega go feta 90% mmogo le go netefatsa gore palo ya bao ba thulang botala ka tlhogo ga e fete","Cabinet wishes all those infected by the virus including our Minister of Health, Dr Zweli Mkhize and his wife, Dr May Mkhize, a speedy recover",0.7971822
[0.7537453  2.1118271  0.36152935 ... 0.9024536  0.8350499  0.9896814 ],[0.00753463 0.05924927 0.00015121 ... 0.0365916  0.0277795  0.02998834],"Tsepamisomogopolo mo Pabalesegong kwa Metseselegaeng Kabinete e tshegetsa ka botlalo tiro ya Sepodisi sa Aforika Borwa mo go tshwareng bao ba dirang bosenyi jo bo setlhogo ka fa nageng ya rona jo bo tsenyeletsang go bolaiwa le go gobadiwa ga beng ba dipolasa le badiredi ba kwa dipolaseng naga ka bophar Baagi ba kwa dipolaseng ba botlhokwa thata mo ikonoming ya rona, mme bosenyi mo dipolaseng bo tlisa matshosetsi e seng fela mo beng ba dipolasa kgotsa mo badireding ba kwa dipolaseng fela le mo tlamelong e e lekaneng ya dij Puso e mo motlhaleng wa go sala morago dikgato tsa go diragatsa Leano la Pabalesego kwa Metseselegae leo le tshwanetseng le tsibogele ditlhokwa tsa pabalesego mo metseng ya selegae mmogo le go tshegetsa tlhabololo ya ikonomi le ya loag Kabinete e ikuela mo baaging ba ka fa nageng go thusana le Tirelo ya Sepodisi sa Aforika Borwa (SAPS) mo go lwantshaneng le bosenyi ka go tsaya karolo mo diforamong tse di dirisanang le sepodisi mo mererong ya pabalesego mo metseng ya bona mmogo le go bega ditiragalo tsa bosenyi mo setei eneng sa sepodisi se se gaufi le mo a nnang gone, ka go letsetsa nomoro ya mogala o o sa duelelweng wa Thibelo ya Bosenyi mo go 08600 10111, ka go romela SMS mo Mogaleng wa Ditiragalo tsa Bosenyi wa 32211 kgotsa ka go dirisa MySAPS App","Cabinet fully supports the work of our South African police in arresting those committing heinous crime in our country which includes the killing and maiming of farmers and farm workers throughout the countr The farming community is an integral part of our economy, and crime on farms poses a threat not only to the personal safety of farmers and farmworkers but also to the country s food securit",0.82147086
"[ 0.9306065   3.651279   -0.6962377  ... -0.13413677 -0.03007174
 -0.06408508]","[ 2.3561666e-02  8.9858130e-02 -3.1766493e-05 ...  2.3289120e-02
  2.7140602e-03  2.3350297e-03]",e leng epe e e sa duelelweng ya mogala ya go bega ditiro tsa bosenyi e e dirisiwang mo megaleng ya mo seatleng,"the free, crime-reporting mobile application available for smartphones",0.7597641
[1.1493489  2.6692932  0.20553176 ... 0.8859188  0.8037277  1.5102059 ],[0.01256693 0.05520038 0.00130664 ... 0.02105228 0.02179727 0.03599553],"go loma sepodisi tsebe ka ditiragalo tsa boseny Re tshwanetse go tshwarisana mmogo tiro eno ya go tumola bosenyi mo metseng ya rona le go dira gore botlhe ka fa nageng ya rona go nne le pabalesego Go Ema Kgatlhanong le Bonweenwee Kabinete e neseditse pula dikgato tsa go tshwarwa ga batho ba go belaelwang ba amega mo dikgetseng tse di farologaneng tsa bogodu, bonweenwee, madi a a tsenang le go tswa mo nageng ka bokhukhuntshwane mmogo le tsa bogod Dikgetse tseno di tsenyeletsa, gareng ga tse dingwe, tsa go laotsiwa ga matlole a go thusa mo loagong a COVID-19, tsa go rekiwa ka bogodu ga didirisiwa tsa go itshireletsa mo bolwetseng jwa COVID-19, tsa bokhukhuntshwane jwa porojeke ya marulelo a dintlo a diasbestose mmogo le tsa go se begele kgotsa go se ntshe boloko jotlhe mo dipegong tsa Tirelo ya Lekgetho la Aforika Borwa (SARS).","Cabinet calls on the nation to assist the South African Police Service (SAPS) in the fight against crime by joining community police forums and to report crime to the nearest police station, call the toll-free Crime Stop number at 08600 10111, send an anonymous SMS to Crime Line at 32211 or use the MySAPS App",0.7716734
