tn,en,src_text,trg_text,Cosine_Score
"[ 0.54901874 -0.1024271   0.47818762 ...  2.1965528   2.920183
  3.4925876 ]","[ 0.01651806 -0.00070399  0.00055894 ...  0.03635911  0.03931217
  0.0499895 ]","Go tsenngwa tirisong ga Mananeo a a Botlhokwa a Puso Kabinete e amogela pulo semmuso ya Sepetlele sa Dr Harry Surtie kwa Upington, Kapa Bokone, ke Moporesitente Zuma ka la bo 02 Lwetse 2014.","Implementation of Key Government Programmes Cabinet welcomes the official opening by President Zuma of the Dr Harry Surtie Hospital in Upington, Northern Cape, on 2 September 2014.",0.8920821
[0.8618366  0.25232524 0.04786332 ... 0.6936944  0.58535457 1.1173888 ],[0.0371186  0.018161   0.00547367 ... 0.02274756 0.03505792 0.00837351],"Seno se tla malatsi a le mane morago ga go sena go bulwa sepetlele se sengwe se sent hwa ke Tona ya Boitekanelo, Ngaka Aaron Motsoaledi kwa Natalspruit, Gauten Tseno di gareng ga diphitlhelelo tse dintsi tsa botlhokwa mo lenaaneng la puso la mafaratlhatlha a boset haba le le tla dirang gore go agwe dipetlele di le 43 le ditleliniki di le 213 mo dingwageng di le tlhano tse di latelang, go fitlhelela ditlhokego tsa thulaganyo ya In orense ya Boset haba ya Boitekanel Kabinete e akgola go tshwarwa le go thopa fa gautshwane ka fa tlase ga se se itsegeng jaaka Project Darling mmogo le go tshwarwa ga segongwana se go belaelwang se thopa dilori ka dikgok Project Darling e dirile gore go fitlhelelwe ditaemane tse di seng mo molaong mmogo le go thopiwa ga dithoto tsa boleng jwa R50 milione, matlo a le 15 le madi a dinaga di sele a boleng jwa R43 milionE tla re moragonyana mo kgweding eno, sepodisi se golole dipalopalo tsa ngwaga le ngwaga tsa boseny Dipalo tseno di ikaegile ka palo ya nnete ya dikgetse tse di begetsweng sepodisi, mme di tla bontsha dikatlego le dikgwetlhGo phasaladiwa ga dipalo tseno di re letla go nna le dipuisano tse di unngwileng ka tshedimosetso, malebana le go maatlafatsa tirisanommogo le baagi go lebeletswe ditsereganyo tsa togamaano tsa puo tse di akaretsang tse di lwantshang boseny Gore naga e atlege mo go lwantsheng bosenyi, Kabinete e rotloetsa baagi go nna le seabe ka go bega bosenyi le go tshegetsa diforamo tsa pabalesego ya baagi ka ntlha ya fa ntwa kgatlhanong le bosenyi e tlhoka gore go nne le maiteko a a akaretsang baagi botlhPuso e kgalema ka bogale ditlhaselo tse di masisi tse re di boneng kgatlhanong le ditokololo tsa Tirelo ya Sepodisi sa Aforika Borwa tse di leng tiron Ka Latshipi la bo 7 Lwetse 2014, puso e tla tlotla mapodisi ano a a latlhegetsweng ke matshelo ba le mo tiron Kabinete e laletsa set haba go tlotla batlhankedi bano ba ba tlhokafetseng ba leka go diragatsa mola Kabinete e amogela kitsiso ya tlamelo ya temothuo ya mo metsing ya R2 bilione kwa Lefelokgwebong la Diintaseteri tsa Coega kwa Kapa Botlhaba, e e tla abang diheketara di le 80 tsa tlhagiso ya abalone ka 2020 le go tlhama ditiro tsa leruri di ka nna 2 080.","This comes four days after another new hospital was opened by Minister of Health Dr Aaron Motsoaledi in Natalspruit, Gauten These are amongst many important milestones in government s national infrastructure programme which will see 43 hospitals and 213 clinics built over the next five years to meet the needs of the National Health Insurance syste Cabinet commends the recent arrests and seizures under Project Darling and the arrest of a gang suspected of truck hijacking Project Darling resulted in the recovery of illegal diamonds and the seizure of R50 million in assets, 15 homes and R43 million in foreign currenc",0.8832078
"[ 0.6032637  -0.12292649  0.77644086 ...  1.2914325   0.7619223
  3.5400393 ]","[ 1.2776385e-02  4.6468537e-02 -3.7634932e-06 ...  2.8244967e-02
  3.4056894e-02  4.0955603e-02]",Porojeke eno ke karolo ya Operation Phakisa e e ikaelelang go bula bokgoni jwa ikonomi jwa mawatle a Aforika Borw Porojeke eno e na le bokgoni jwa go ka tshwaela mo ikonoming ka bokana ka R177 bilione le go ka tlhama ditiro di ka nna milione ka 2033.,"Later this month the police will release the annual crime statistic These figures are based on the actual number of cases reported to the Police, and will reflect successes and challengeThe publication of these figures allows us to engage in informed discussion on how to strengthen the partnerships with society around government s comprehensive anti-crime strategic intervention For the country to be successful in fighting crime, Cabinet urges communities to play their part in reporting crime and supporting community safety forums as the fight against crime calls for community-wide efforGovernment condemns the brutal attacks we have seen against members of the South African Police Services while on dut On Sunday, 7 September 2014 government will honour and pay tribute to these police officers who lost their lives in the line of dut Cabinet invites the nation to pay tribute these officers who died while trying to enforce the la Cabinet welcomes the announcement of a R2 billion aqua-farming facility at the Coega Industrial Development Zone in the Eastern Cape which will allocate 80 hectares to abalone farming by 2020 and create about 2 080 permanent job This project is part of Operation Phakisa that seeks to unlock the economic potential of South Africa s ocean The project has a potential to contribute in the economy by about R177 billion and create up to one million jobs by 2033.",0.7291822
[1.4218206  0.10591859 0.14102072 ... 0.68664795 1.0679396  0.9479326 ],"[ 0.04336433 -0.00087611 -0.00026276 ...  0.02215069  0.02874145
  0.04799599]","Kabinete e rotloetsa babeeletsi ba bangwe go dirisana mmogo le Puso mo dit honong tse dint hwa tsa kgodiso ya ikonom Kabinete e lebogela go nna teng ga setlhopha sa baitseanape ba kalafi kwa Dinageng tsa Bophirima jwa Aforika tsa Guinea, Sierra Leone le Liberia, ba ba thusang go lwantsha go anama ga Mogare wa Ebol Setlhopha seno sa baitseanape ba ba boneng katiso ya maemo a a kwa godimo se tshotse laboratori e e tsamayang mme se sa le se le koo sebaka sa dibeke di le pedi (2) tse di fetileng se thusa go phekola bolwetsi go ralala Kgaol Kabinete e amogela go tlhomiwa ga Legato la 1A la porojeke e e bidiwang Pongolapoort Bulk Water Suppl Tiro eno e e fopholediwang go ja R1,5 bilione e tla lebisa kwa go tlamelweng ka metsi a a phepa mmogo le go tlhomiwa ga mafaratlhatlha a tlamelo ya metsi a le mantsi go ya go batho ba le 134 864 mmogo le magae a le 16 200.","Cabinet encourages more investors to partner with Government in new economic growth opportunitie Cabinet appreciates the presence of a team of South African medical experts in the West African States of Guinea, Sierra Leone, and Liberia who are helping to fight the spread of the Ebola Viru This team of highly trained specialists is equipped with a mobile laboratory and has been there for the past two (2) weeks assisting to diagnose the disease throughout that Regio",0.8472111
"[ 1.3170242   0.30030626 -0.04445273 ...  1.1698955   0.6635939
  1.1367062 ]","[ 0.02077657  0.00152825 -0.00011649 ...  0.02139031  0.01959893
  0.02763078]","Porojeke e tla isa metsi kwa baaging ba Lekgotlatoropo la Selegae la Jozini, kwa KwaZulu-Natal Ditshweetso tse di botlhokwa tsa Kabinete Kabinete e amogetse go gololwa ga Letlhomesokakangwa la Tlhabololo e e Lotaneng ya Metsesetoropo gore go batlwe maikutlo a baamegi le gore le buisanelwe mo puson Seno se tla batla tumelano mo lenaneong la tlhabololo ya metsemagae mo Aforika Borw Letlhomeso le tsibogela boikuelo jwa ga Moporesitente Jacob Zuma la letlhomeso la boset haba la tlhabololo e e lotaneng ya metsesetoropo go samagana le boswa jwa tlhaolele jwa mekgwa ya go aba dibaka le go thusa makgotlatoropo go tsamaisa ka bokgoni kgolo e e bonako ya metsesetorop Ponelopele ya Letlhomeso ke go tsweletsa ditoropokgolo le ditoropo tse go tshelegang mo go tsona, di akaretsa e bile di na le kgotlhelel Le tla samagana le boswa jwa karoganyo ya dibaka go ya ka bosemorafe le maemo a ikonomi le go tlhama ditoropokgolo le ditoropo tse di lotaneng e bile di na le tirisanommog Kabinete e amogetse Pegelo ya Boset haba ya Aforika Borwa ya Matlo le Tlhabololo ya Metsesetoropo e e tla tlhagisiwang kwa Khonferesenseng ya Dit habakopano (HABITAT III) ka 2016.","Cabinet welcomes the launch of Phase 1A, project named the Pongolapoort Bulk Water Suppl The venture estimated to cost R1,5 billion will result in the supply of potable water and the installation of bulk water and reticulation networks to 134 864 people within 16 200 household The project will bring water to the community of Jozini Local Municipality, in KwaZulu-Natal Key Cabinet decisions Cabinet approved the release of the draft Integrated Urban Development Framework for consultation with key stakeholders and for intergovernmental interactio This will seek consensus on the agenda for urban transformation in South Afric The Framework responds to President Jacob Zuma s calls for a national integrated urban development framework to deal with the legacy of apartheid spatial patterns and to assist municipalities to effectively manage rapid urbanisatio The vision of the Framework is to promote livable, inclusive and resilient cities and town It will address the legacy of spatial separation on racial and economic bases and create a more integrated, cohesive cities and town Cabinet approved South Africa s National Report on Housing and Urban Development which will be presented to the United Nation s Conference (HABITAT III) in 2016.",0.85555446
"[ 0.40190318 -0.5599601   0.06964874 ...  0.29566565  0.75625175
  3.5186248 ]","[ 0.01085149 -0.0012674   0.00228244 ... -0.0041555   0.01240536
  0.07695291]",Khonferense ya ntlha ya paakanyo ya UN e tla tshwarwa ka la bo 17 le la bo 18 Lwetse 2014.,The first UN preparatory conference will be held on the 17th and 18th September 2014.,0.8991352
[0.50249577 0.29283118 0.1564918  ... 0.8414924  0.31282398 0.86125445],[0.01183977 0.00100043 0.01564025 ... 0.02958532 0.01822599 0.02645008],"Go solofetswe fa pegelo eno e tla tlhagisa 'Lenaneo le Lent hwa la Metsesetoropo' la ngwagakgolo wa bo 21 go samagana le dikgwetlho tse di lebaneng dinaga tse di tlhabologang le tse di tlhabologileng, go lemogwa seabe sa botlhokwa se se golang sa ditoropokgolo mo mererong ya lefatshe lotlhe e tshwana le go fetoga ga tlelaemete, matlhotlhapelo, tlhabololo ya ikonomi le ditshwanelo tsa both Dipaakanyo tsa Habitat III di tla ka nako e Aforika Borwa a tlhamang Letlhomeso la Pholisi ya Metsesetoropo le le Lotaneng le go simolola dipaakanyo tsa pampiri ya ntlha e e ka ga Bonno jwa Bath Kabinete e amogetse go tlhamiwa ga Setheo sa Tsamaiso ya Dithoto tsa Mmuso se se tla okamelang tsamaiso ya dithoto tsa pus Seno e tla nna Karolo ya Puso e e ka fa tlase ga tlhokomelo ya Tona ya Ditiro tsa Set hab Tona Nxesi o tla tlhalosa ntlha eno go ya pel Kabinete e amogetse Pholisi e e baakantsweng ya go thapiwa ga Badiredi ba Bot honi e e tla phasaladiwang ka kitsiso mo Kaseteng ya Pus Pholisi e totile go tsweletsa setlwaedi, go se gobelele, go direla mo pepeneneng mmogo le go fitlhelelwa ga tekatekano mo bathong ba ba neng ba itemogela dithapolo tsa go gobelelw Phetogo e e kgolo go gaisa e e itseseweng ke paakanyo ke go tlosiwa ga thulaganyo e e bidiwang Kopo (Requisition) ka maitlhomo a go tsweletsa diphetog Pholisi e tla dira fela mo go thapiweng go go dirilweng go ya ka Molao wa Bot honi, Molao wa Ditlamo mmogo le Molao wa Dikoporasi tse di Tswaletsweng (Close Corporations) Melaotlhomo Kabinete e letleletse gore Molaotlhomo wa Thopo ya Dithoto ke Puso, wa 2014 o tlhagisiwe ko Palamenten Molao wa Thopo ya Dithoto ke Puso wa 1975 ke wa pele ga Molaotheo wa 1996 mme seo se dira gore go nne botlhokwa go lepalepanya molao o o kgabaganyang o o laolang thopodithoto ke puso le dintlhatheo le ditlamelo tsa Molaothe Tona Nxesi o tla tlhalosa ntlha eno go ya pele Seemo sa Kabinete mo mererong ya ga jaanong Kabinete e rotloeditswe ke kgolo e ntle ya ikonomi e e kwadisitsweng mo kgweditharong ya bobedi ya ngwaga le fa seemo sa ikonomi se ne se le boima mo nageng le kwa mosej Seelo sa kgolo ya ikonomi se sa ntse se le bokowa go ka samagana le dikgwetlho tsa rona tsa lehuma, go tlhoka tekatekano le botlhokatir Puso e akofisa go tsenngwa tirisong ga Leano la Tlhabololo la Boset haba go samagana le dikgwetlho tsa rona tsa dipopegotheo, go oketsa bokgoni jwa rona jwa go gola leruri le go tlhamela bagarona ditir Mo ntlheng eno, peeletso ya rona mo mafaratlhatlheng - motlakase, dipalangwa, metsi, ditsela, dikolo le dipetlele - e aga motheo wa kgolo ya ikonomi e e bonako mme e akaretsBogolo jwa ngwaga le ngwaga jwa dipeeletso tsa madi tsa dikgwebo tsa set haba bo oketsegile ka diphesente di feta 260 tsa nnete mo dingwageng di le 10 tse di fetilen Go dirisiwa ga madi a mafaratlhatlha ngwaga lengwaga ke dipusoselegae e oketsegile gabedi ka nnete fa e sale kwa bokhutlong jwa dingwaga tsa bo1990.","for the 21st century to deal with challenges confronting developing and developed countries, acknowledging the increasingly important role of cities in global issues such as climate change, disasters, economic development and human right Preparations for Habitat III come at a time when South Africa is developing its Integrated Urban Policy Framework and commencing preparations for our Green paper on Human Settlement Cabinet approved the establishment of the State Property Management Agency which will oversee the management of the government propert This will be a Government Component entity under the custodianship of the Minister of Public Work Minister Nxesi will expand more on this issu Cabinet approved the amended Policy on the appointment of Insolvency Practitioners which will be published by notice in the Government Gazett The focus of the Policy is to promote consistency, fairness, transparency and the achievement of equality for persons previously disadvantaged by unfair discriminatio The biggest change that is being introduced by the amendment is the removal of the system called Requisition with a view to advance transformatio The policy will only apply to appointments made in terms of the Insolvency Act, the Companies Act and the Close Corporations Act Bills Cabinet approved that the Expropriation Bill, 2014 be tabled in Parliamen The Expropriation Act, 1975 predates the Constitution, 1996 making it imperative to align the overarching legislation governing the expropriation of property to the values and provisions of the Constitutio Minister Nxesi will expand more on this issue Cabinet s position on current issues Cabinet is encouraged by the positive economic growth recorded in the second quarter of the year in spite of difficult economic conditions in the country and abroa The pace of economic expansion remains too weak to address our challenges of poverty, inequality and unemploymen Government is fast-tracking the implementation of the National Development Plan to address our structural challenges, increase permanently our growth potential and create jobs for our peopl In this regard, our investment in infrastructure",0.8530803
"[ 0.7377826  -0.45838556  0.566993   ...  0.36154464  0.31816188
  2.9289443 ]",[0.01052559 0.00030506 0.06894277 ... 0.01710777 0.01071723 0.04670055],Lephata la set haba le beeleditse go feta R1 tirilione mo mafaratlhatlheng fa e sa le ka 2009/10.,"electricity, transport, water, roads, schools and hospitals - builds a platform for faster, more inclusive economic growtThe annual volume of capital investment by public enterprises has increased by more than 260 per cent in real terms over the past 10 year Local government s annual infrastructure spending has doubled in real terms since the late 1990 The public sector has invested over R1 trillion in infrastructure since 2009/10.",0.64289296
[0.63497704 0.18926115 0.1495383  ... 0.32137653 0.73193073 1.2908916 ],[0.02098219 0.00314769 0.00452371 ... 0.02877502 0.01897939 0.03819796],"Re solofela fa kgolo e tla maatlafala mo karolong ya bobedi ya ngwaga ka ntlha ya fa maphata a meepo le a tlhagiso a tla bo a itharabologelw Mme puso e tla tswelela go dira le kgwebo le badiri go tlhama seeemo se se siametseng dipeeletso le kgolo ya ikonom Kabinete e kgalema ka bogale ditiragalo le dipolelo tsa fa gautshwane tse di tlhotlheletsang tirisodikgoka mme di le kgatlhanong le dintlhatheo tsa molaotheo wa rona mme ka jalo di tshosetsa go fedisa diphitlhelelo tse re setseng re di fitlheletse jaaka nag Go thubakakiwa ga dibese fa gautshwane kwa Kapa Bophirima le gona go kgalemiwa ka mafoko a a bogalKabinete e akgola batsadi ba ba rweleng maikarabelo a go netefatsa gore bana ba boela dikolong kwa Kapa Bokon Kabinete e leboga batsadi ka ntlha ya go tsereganya mo isagong ya bana ba bona mme e ikuela gore dikgatlhegelo tsa bana di seke tsa tlhola di ikgatolosiwa jalo gongwe go dirisiwa go ananyetsa merero ya baag Kabinete e rotloetsa maAforika Borwa go sireletsa serodumo sa naga ka bokgoni jwa yona go nna le dikganetsano tse di agang le go rarabolola dintlha go sa kgathalesege gore ke mang yo o amegang jaaka re tsweletsa pele Aforika Borw Kabinete e amogela dikgato tse di botlhale tsa karolo ya SADC ya Kagiso le Pabalesego kwa mathateng a sepolotiki a fa gautshwane kwa Lesotho mme e boeletsa tshegetso ya yona e e tletseng mo seemong sa SADC sa go gana maiteko otlhe a gore puso e fetolwe ka ditsela tse e seng tsa molaothe Ka jalo Kabinete e ikuela mo go botlhe ba ba nang le seabe go dira mmogo go busetsa thulaganyo ya temokerasi kwa Lesotho le go diragatsa ka botlalo Mosupatsela o go dumelanweng ka ona le karolo ya SAD Kabinete e lemogile go leboga tiro ga Modulasetilo wa Khomi ene e e Ikemetseng ya Ditlhopho (IEC), Moatefokate Pansy Tlakul Go leboga tiro ga gagwe go latela Ditlhopho Kakaretso tse di atlegileng tsa 2014 tse a neng a di tsamais O tsere karolo ka tsela e e boitshegang go netefatsa gore temokerasi ya rona e nna e ntse e le maatl Kabinete e tlhagisa malebo ka ntlha ya tshwaelo e e dirilweng ke Moatefokate Tlakula mme e lebogela karolo ya gagwe e e boineelo e a nnileng nayo mo temokerasing ya rona mme re mo eleletsa maseg Kabinete e amogela katlholo ya Kgotlatshekelo ya Molaotheo, e leng tlhomamiso ya gore pholisi ya tolamisokemo e siam Puso e sa ntse e tsepame mo lenaaneng la yona la go siamisa go tlhoka tekatekano mo loagong bogolo segolo mo tiron Katlholo eno e tlhomamisa gore ruri ruri tolamisokemo mmogo le melao e mengwe ya tekatekano mo tirong e tsweletsa diphetogo le go maatlafatsa ba ba neng ba sena dit hono Ditiragalo tse di tlang Lefapha la Thuto ya Motheo le tla dira Ditlhatlhobo tsa Boset haba tsa bone tsa Ngwaga le Ngwaga (ANA) go tloga ka la bo 16 go fitlha la bo 19 Lwetse 2014 go latedisa tswelelopele ya dipoelothuto mo Mephatong ya 1 - 6 le Mophato wa 9 jaaka karolo ya maiteko a go tokafatsa boleng jwa thut Monongwaga (2014) Lefapha la Thuto ya Motheo le tla dira gape tekeletso ya tlhatlhobo ya sekai ya barutwana ba Mephato ya 7 le 8 mme tshweetso e e malebana le tlhatlhobo eno e tla dirwa ka 2015.ANA e tlhagisa bosupi jo bo kannweng go ela tlhoko katlego ya ditsereganyo di le mmalwa tsa Puso go tokafatsa bokgoni jwa go buisa le go kwala mmogo le dipalo mo barutwaneng mme gape e kgontsha barutabana go supa dikarolo tse di tlhokang tshegetso ya tlalelets Kabinete e rotloetsa batsadi le batlhokomedi go tshegetsa bana ba bona le go netefatsa gore dipholo di dirisediwa go samagana le dintlha dipe tsa tlhabolol Lenaneo la ANA le ditlamelo tsa 2014 di ka fitlhelwa mo: wweducatiogoza Tona ya Tlhabololo ya Metseselegae le Nt hwafatso ya Naga Gugile Nkwinti o tla amogela Samiti ya Bong jwa Lefatshe ya 2014 kwa Hoteleng ya Birchwood le, Tikwatikwe ya Dikhonferense ya OR Tambo, Boksburg go tloga ka la bo 4 go ya go la bo 6 Lwetse 2014.","We expect that growth in the second half of the year will be stronger as the mining and manufacturing sectors recove And government will continue to work with business and labour to create an environment, which is conducive to investment and economic growt Cabinet condemn the recent acts and statements that incite violence which go against our constitutional values and threaten to erode the gains that we have made as a countr The recent spate of the vandalising of buses in the Western Cape is also condemned in the strongest termCabinet commends parents who took it upon themselves to ensure that children go back to school in the Northern Cap Cabinet thanks parents for intervening on the future of their children and appeals that the interest of the children should never again be compromised or be used to bargain for community issue Cabinet encourages South Africans to safeguard the country s reputation on its ability to engage in constructive dialogue and to resolve issues irrespective of who is involved so as to move South Africa Forwar Cabinet welcomes the decisive actions by the SADC organ on Peace and Security in the recent Lesotho political crises and reiterates its unconditional support for the SADC position that rejects all attempts to unconstitutional changes of governmen Cabinet therefore calls on all role players to work together to restore democratic order in Lesotho and fully implement the Road Map agreed with the SADC orga Cabinet noted the resignation of the Chairperson of the Independent Electoral Commission (IEC), Advocate Pansy Tlakul Her resignation comes against the backdrop of a successful 2014 General Election which she manage She contributed immensely to ensure our democracy remains stron Cabinet express its gratitude to the contribution made by Adv Tlakula and extends its thanks for her selfless contribution to our democracy and wishes her wel Cabinet welcomes the judgment by the Constitutional Court which is an affirmation that the government s affirmative action policy is correc Government remains steadfast in its programme to redress the social inequalities especially within the working environmen This ruling also confirms that indeed affirmative action together with other employment equity laws promote transformation and empower the previously disadvantaged Upcoming events The Department of Basic Education will conduct the fourth Annual National Assessments (ANA) from 16 to 19 September 2014 to track progress of learning outcomes among Grades 1 - 6 and Grade 9 as part of the efforts to improve the quality of educatio This year (2014) the Department of Basic Education will also pilot the assessment of a sample of learners in Grades 7 and 8 and the decision on this assessment will be taken in 2015.The ANA generates standardised evidence to monitor the success of various Government interventions to improve literacy and numeracy among learners and also enables teachers to identify areas that require additional suppor Cabinet encourages parents and guardians to support their children and to ensure that the results are used to address any development area The ANA timetable and resources for 2014 is on available on: wweducatiogoza The Minister of Rural Development and Land Reform Gugile Nkwinti will host the 2014 Land Tenure Summit at Birchwood Hotel and OR Tambo Conference Centre, Boksburg from 4 to 6 September 2014.",0.85034716
[0.5368527  0.14997318 2.7167907  ... 1.1963134  0.9065775  2.419281  ],"[ 0.0038972  -0.00082411  0.08794774 ...  0.03194629  0.01264477
  0.06754291]","Samiti e tla tsepamisa mogopolo mo dikgatong tsa go fetola lemorago la naga la bokoloniale le tlhaolele le le bakileng gore bantsho ba feta 75% ba tlhoke lefatshe, ba tlhoke dithoto, ba tlhoke bokgoni mme ba tlhoke le ditshwanelo tse di sireletsegileng tsa go nna ben Kabinete e rotloetsa baamegi go dira le Puso le go tsenya tirisong maitlamo a go samagana le ntlha ya ditshwanelo tse di sireletsegileng tsa go nna ben Lenaane la Kgwedi ya Tireloset haba la go tloga ka la bo 1 go ya go la bo 30 Lwetse 2014 ka fa tlase ga moono wa ""Re Nt hwafatsa ka Moo Badiredipuso ba Dirang ka Teng:: Batho Pele, le tla tota go maatlafatsa bogolo segolo tlamelo ya ditirel Kabinete e ikuela mo go maAforika Borwa go tlotla badiredipuso ba ba gaisang gongwe ditheo tsa Puso ka go ba tlhophela Dikgele tsa Boset haba tsa Botswerere tsa Batho Pele pele ga letlha la go tswala la la bo 30 Lwetse 2014.","The Summit will focus on measures to reverse the country s colonial and apartheid past which caused more than 75 per cent of the black population to be landless, property-less, unskilled and without secure tenure right Cabinet urges stakeholders to work with Government and to implement commitments to address the issue of secure tenure right The Public Service Month programme from 1 to 30 September 2014 under the theme",0.8476359
