tn,en,src_text,trg_text,Cosine_Score
"[ 0.9390022  -0.31264234 -0.45960748 ...  0.20312971  0.701916
  2.285371  ]","[ 0.00895968  0.00456408 -0.00020483 ...  0.00838293  0.01822481
  0.01996316]","Kabinete e ne e tshwere kopano ya yona kwa Tuynhuys, Motsekap Merero ya ga Jaanong1.",Cabinet met at Tuynhuys in Cape Tow,0.7503135
[0.51572025 0.15634869 0.22839579 ... 0.43557626 0.8022029  1.146597  ],[0.03563247 0.0021703  0.01996201 ... 0.03190712 0.02736589 0.01023047],"Puo ya Pholisi ya Tekanyetsokabo ya Kgweditharo (MTBPS) ya 2017 Kabinete e amogetse MTBPS e e tlhagistsweng ke Tona ya Matlole, Rre Malusi Gigaba, kwa Palamenteng, kwa Motsekapa, mo bekeng e e fetilen Koketso ya tekanyetsokabo e tswelela go atolosa kgolo e e akaretsang botlhe le dipaakanyetso tsa matlole fa mo letlhakoreng le lengwe e boloka le go tlhotlheletsa dituelelo tsa loago mo thutong, boitekanelong, mafaratlhatlheng a motheo le mo go dueleleng madithuso a puso, e leng tseo bontsi jwa maAforika Borwa ba itshetlegileng ka tsona gore matshelo a bona a tokafal Mo sebakeng seo se nang le ditlhokwa tsa matlole, maikemisetso a puso a go fedisa dikgwetlho mo Aforika Borwa a bonagala ka ditsereganyo tsa go godisa diikonomi tsa kwa makei eneng le tsa kwa metseselegaeng, go matlafatsa puso e e lolameng mo ditlamong tsa puso, mmogo le go tlamela ka matlole a mangwe a mantsi mo ditheong tsa dithuto tse dikgolwan Kabinete e ikuela mo go maAforika Borwa otlhe go ikamanya le matsapa a a oketsegileng a go godisa ikonomi Dipatlisiso tsa Dipalo tsa Badiri Kabinete e amogetse Dipatlisiso tsa Dipalo tsa Badiri tsa Kotara e ngwe le e Ngwe tse di rebotsweng mo malobeng mo kotareng ya boraro mo ngwageng wa 2017, tse di bontshitseng gore botlhokatiro bo santse bo eme moo bo ntseng bo eme teng mo kotareng e e fetileng ka 2 Go iponetswe ditiro tse di rekotilweng mo lekaleng sa semmuso di feta 187 000 mo kotareng, lekala le le seng la semmuso mmogo le la temothuo one a rekotile tatlhegelo ya ditiro di le 71 000 le di le 25 000 ka tatelan Puso e santse e ikemiseditse go dira ka gotlhe go samagana le dikgwetlho tsa botlhokatiro mme e ikuela mo lekaleng la poraefete gore le lone le tshameke karolo ya lona Ngwagakgolo wa ga Oliver Reginald Tambo Kabinete e leboga maAforika Borwa otlhe ka go keteka ngwagakgolo wa Molwelakgaratlho OR Tambo, o o neng o patagantswe le mokete ka Labotlhano, 27 Diphalane 2017 kwa Motseng wa Nkantolo kwa Kapa Botlhab Jaaka karolo ya mekete ya ngwagakgolo, Moporesitente Jacob Zuma o ne a eteletse kwa pele semmuso diporojeke tsa tlhabololo, go akaretsa:Go neelana semmuso ka Letamo la Ludeke kwa Mbizana, le le agilweng ke ke Lefapha la Metsi le Kgeleloleswe le le agilwe jaaka karolo ya Sekema sa Tlamelo ya Metsi ka Bontsi mo Kgaolong ya Greater MbizanGo etela lelapa la ga ba Nyameni kwa motseng wa Ludeke koo Moporesitente a ba tshumetseng motlakase semmuno, jaaka karolo e kgolo ya lenaane la puso la tshumelomotlakase kwa metseselegaeng kwa Mbizana le mo dikgaolong tse di mabapi;Go abelana semmuso ka dikgatekgate go barutwana ba kwa Sekolong se Segolwane sa Botegeniki sa OR Tambo, jaaka karolo ya lenaane la Shova Kalula la Lefapha la Dipalangwa, le le tshegetsang barutwana ba ba tsamayang ka dinao sebaka sa dikhilomitara di le tharo go tla sekolonLenaane la go neela barutwana dikhomphiutha kwa Sekolong sa Ditirelo tsa Barutwana ba ba Itlhophileng sa Vukuzenzele, sa barutwana ba ba nang le bogolofadi, le le neng le eteletswe pele ke Tona ya Ditlhaeletsano, Mmamoloko Kubayi-Ngubane Dipalopalo tsa Bosenyi Kabinete e ikuela mo go maAforika Borwa otlhe mmogo le dit haba tsa bone go tshwaraganela twantshobosenyi mmogo le ditheo tsa tiragatso ya molao go lwantsha boseny Dipalopalo tsa mo malobeng tse di rebotsweng ke Tona ya Sepodisi, Rre Fikile Mbalula, di tlhagisitse dikarolo tseo go nnileng le kgatelopele mo go tsona mo go lwantsheng bosenyi mmogo le dikarolo tseo bosenyi mo go tsone bo santseng bo le kwa godim Kabinete e dumela gore ke fela ka tirisanommogo mo rotlhe re ka unngwelwang mo go tlholeng metse e e babalesegileng e e kgonang go itlhabolol Dipalopalo tsa bosenyi di thusa puso le Tirelo ya Sepodisi sa Aforika Borwa (SAPS) gore e kgone go mekamekana le depeelo tse di botlhokwa le go sedimosetsa ka matshwao a go sa le gale go kgona go gagamatsa matsholo le ditogamaano tsa thibeloboseny Ke karolo ya togamaano ya thibelobosenyi go netefatsa gore batho botlhe mo nageng ba babalesegile e bile ba ikutlwa ba bolokesegile Tirisodikgoka e e Totileng Batho ba Bong jo bo Rileng (GBV) Kabinete e buseletsa kgalemo ya yona ya go betelelwa ga basadi le bana, go sa kgathalesege gore maemo a mo set habeng a motho yo a rwesitsweng molato ke af Kabinete e rotloetsa batswasetlhabelo go bega melato eno e e setlhogo kwa bothating jwa tiragatso ya molao, jo bo tla dirang dipatlisiso tsa ditatofatso tsa melato ya GBV le go tsaya dikgato tse di thatafetseng tse di leng ka fa tlase ga molao go netefatsa gore go diragatswa bosiamis Letsholo la Matsatsi a le 16 a Bolweladitshwanelo Kgatlhanong le Tiririsodikgoka mo Basading le mo Baneng le a atumela mme Kabinete e setse e otletse legofi moono wa monongwaga:","The employment gains recorded in the formal sector of 187 000 over the quarter, the informal sector and agriculture sector recorded employment losses of 71 000 and 25 000 respectivel Government remains committed to doing everything possible to deal with the unemployment challenges and calls on the private sector to do their part Centenary of Oliver Reginald Tambo Cabinet thanks all South Africans for celebrating the centenary of Struggle stalwart OR Tambo, which culminated in celebration on the Friday, 27 October 2017 at Nkantolo Village in the Eastern Cap As part of the centenary celebrations, President Jacob Zuma officiated over improvement projects, including:The hand-over of the Ludeke Dam in Mbizana, which was built as part of the Greater Mbizana Regional Bulk Water Supply Scheme by the Department of Water and Sanitation;A visit to the Nyameni family in Ludeke Village where the President switched on electricity, as part of the broader government rural electrification programme in Mbizana and surrounding areas;Bicycles distributed to learners at OR Tambo Technical High School, as part of the Department of Transport s Shova Kalula programme, which supports learners who walk more than three kilometres to school;The donation of computers to learners in the Vukuzenzele Special School for children with disabilities, led by the Minister of Communications, Mmamoloko Kubayi-Nguban 4.",0.8317672
"[ 0.43791872 -0.08159189 -0.28165942 ... -0.09302878  1.1089109
  1.1121185 ]","[ 0.01288468 -0.0018673  -0.00079059 ...  0.00244232  0.03195793
  0.03458002]",Mpale: Mmogo re Tsweletsa Pele Aforika Borwa yo o Senang Tirisodikgoka .,Count me In: Together Moving a Non-Violent South Africa Forward .,0.73296547
[0.9954555  0.92772675 0.17584954 ... 0.87015814 0.95967007 2.3028984 ],"[ 0.01719684 -0.00049298 -0.0002482  ...  0.02520238  0.01619329
  0.06219043]","Kabinete gape e ikuela gore baagi ba rutane ka ga ditshwanelo tsa basadi le bana, le ka ga mekgwa e e farologaneng ya go kgalema e e leng teng go ka thusa batswasetlhabelo ba tirisodikgok Letsholo la Matsatsi a le 16 a Bolweladitshwanelo ke letsholo la Dinagakopano (UN), le le diragadiwang ngwaga o mongwe o mongwe go simolola ka la bo 25 Ngwanaitseele (Letsatsi la Bodit habat haba le Phediso ya Tirisodikgoka mo Basading) go fitlha ka la bo 10 Sedimonthole (Letsatsi la Bodit habat haba la Ditshwanelo tsa Batho).","Cabinet also calls on citizens to educate one another on the rights of women and children, and on the various recourse mechanisms that exist to help victims of violenc The 16 Days of Activism Campaign is a United Nations (UN) campaign, which takes place annually from 25 November (International Day for the Elimination of Violence against Women) to 10 December (International Human Rights Day).",0.9072133
"[ 5.0757098e-01 -4.9377363e-02  2.8963350e-03 ...  1.3271031e+00
  1.2309990e+00  3.3665881e+00]","[ 0.02472556 -0.00057191  0.00837762 ...  0.02159329  0.02413653
  0.06301961]",MaAforika Borwa a rotloediwa go nna mafolofolo mme ba tsenele manaane a go buelela le a temoso mo dit habeng le mo makale a bo bona Samiti ya Phetolothefosano ya Bojanala Kabinete e ikuela mo go bannaleseabe botlhe go tshegetsa matsholo a phetolothefosano ya lekala la bojanala ka ntlha ya fa e ka kgona go unngwela ikonomi ka go matlafatsa baagi ba ba timilweng dit hono le go ka godisa koketsego ya ditir Lefapha la Bojanala le ne le tshwere Samiti ya Naga ya Phetolothefosano ya Bojanala ka la bo 30 le la bo 31 Diphalane 2017 ka moono yo o reng:,South Africans are encouraged to actively join advocacy and awareness-raising programmes in their respective communities and sectors Tourism Transformation Summit Cabinet calls on all stakeholders to support the tourism sector s transformation initiatives as it potentially benefits the economy by empowering disadvantaged communities and driving employment growt The Department of Tourism hosted the National Tourism Transformation Summit on 30 and 31 October 2017 under the theme:,0.8901539
"[ 1.1271712  -0.04244158 -0.15863428 ...  1.112779    2.3329082
  1.1859084 ]",[0.02945063 0.00064606 0.0119711  ... 0.02605838 0.04583386 0.03952291],"Bojanala jwa Botlhe: Thefosano, Kgolo le Nnelo Ruri , e leng se se dirileng gore go rebolwe Pegelo ya Maemo a Phetolothefosano mo Lekaleng mmogo le go thankgololwa ga Letlole le Moedi wa Phetolothefosano ya Bojanala la Tshegetso e e Atolositsweng ya Bantsho mo Ikonoming (BBBEE)","Tourism for All: Transform, Grow and Sustain , which saw the release of the State of Sector Transformation Report and the launch of the Tourism Broad-Based Black Economic Empowerment (B-BBEE) Portal and Tourism Transformation Fund State Visit by President Macky Sall of Senegal Cabinet welcomes the State Visit by the President of the Republic of Senegal, His Excellency Macky Sall on 20 October 2017.",0.79105526
[ 2.3135357 -0.5475369  0.5729174 ...  1.2132837  2.3431947  2.9462981],"[ 0.02003267 -0.00088696 -0.0006692  ...  0.02058578  0.06110257
  0.03987306]","Leeto la Semmuso la ga Moporesitente Macky Sall wa naga ya Senegal Kabinete e amogetse Leeto la Semmuso la Moporesitente wa naga ya Rephaboliki ya Senegal, Motlotlegi Macky Sall ka la bo 20 Diphalane 2017.","1987 Dakar Talks is commemorated Visit to South Africa by Indonesian delegation Cabinet welcomes the visit to South Africa by Sultan Husain Abubakar Syah of Tidore in Indonesi The Tidore delegation included Muhammad Amin Farouk, a descendant of Tuan Guru, a freedom fighter who was captured by the Dutch and sent to Robben Island in 1780.",0.72023374
[0.8790621  0.12207253 0.14859524 ... 0.96863353 1.5734588  1.4553446 ],[0.03048433 0.00030923 0.00085406 ... 0.01122953 0.05594596 0.01608713],"Naga ya Aforika Borwa mmogo le ya Senegal di abelane ka dintlha tse di botlhokwa tse di amang le merero ya kgaolo le ya lefatshe ka bophara mme tsa saenela ditumelano di le mmalwa tsa dikarolo tse di rilen Dinaga ka bobedi di thusana ka tsa merero ya dinagapedi mo dikarolong tsa dipolotiki, ikonomi le dikamano tsa loago tseo di leng teng ka ntlha ya dikutlwano tse di maatla tsa hisetori tseo di sa leng di utlwanelwa kwa lowe fa go ne go kgaratlhelwa kgololeseg Go saeniwa ga Mmemorantamo wa Ditumelano (MoU) ka go golaganya Robben Island (e e neng e dirisiwa ke puso ya apartheid go romela kgolegelong balwelakgololesego) mmogo le Gor e Islands (tsela eo maAforika a neng a thotiwa ka dikepe ka yona a romelwa bokgobeng) di thatafatsa tirisanommogo ya ditso le dihisetori tsa dinaga tsa rona jaaka go tla bo go tlotliwa Dipuisanelo tsa Dakar tsa 198 Leeto la Semmuso la Baromiwa ba Indonesia go tla mo Aforika Borwa Kabinete e amogetse leeto la go tla mo Aforika Borwa ga ga Sultan Husain Abubakar Syah wa kwa Tidore kwa Indonesi Baromiwa ba kwa Tidore e akaretsa Muhammad Amin Farouk, yo a tsereng marako mo go Tuan Guru, yo e neng e le molwelakgololesego yo a neng a tshwarwa ke maDat he mme ba mo romela kwa Robben Island ka ngwaga wa 1780.","South Africa and Senegal exchanged views on critical regional and global issues and signed agreements in several area The two countries enjoy cordial bilateral political, economic and social relations underpinned by strong historical ties dating back to the years of the liberation struggl The signing of a Memorandum of Understanding on the twinning of Robben Island (used by the racist apartheid regime to incarcerate freedom fighters) and Gor e Islands (the route through which African people were shipped out for a life of slavery) further cements our countries",0.8794687
[0.6662076  0.37023786 0.41110894 ... 0.57035035 1.1374345  0.9095208 ],"[ 0.0224887  -0.00042043  0.00081777 ...  0.03369132  0.0302916
  0.02319545]","Tuan Guru (Imam Abdullah bin Qadi Abdussalam) mmogo le ba bangwe gape ba le bararo ba ditsala tsa gagwe ba ne ba golegwa dingwaga di ka nna di le 12 mme morago ba isiwa botshabelo kwa Kapa, koo ba nnileng le seabe se se kgolo mo go tlhabololeng set haba sa kgaolo eo mmogo le mo go agiweng ga ntloborapelo ya ntlha ya maMoselem MaAforika Borwa a mantsi a maMoseleme a golaganya hisetori ya malapa a bone le en Baromiwa ba ne ba etela Kokoano ya Boset haba (NA) mmogo le Lekgotla la Boset haba la Diporofense (NCOP) mo ba neng ba amogelwa ke baeteledipele ba dikokoanyo tseo, Motlatsamoporesitente Cyril Ramaphosa mmogo le Tona ya Lefapha la Tlhabololo ya Ikonomi Ebrahim Pate Leeto leno le nopotse seo re tshwanang ka sona mo hisetoring ya go busiwa ka tsela ya bokoloniale mmogo le ntwa ya dingwagakgolo ya go lwela kgololesego ya naga ke baagi ba kwa Indonesia le ba Aforika Borw Gompieno re keteka bokgoni jwa go gwebisana, bojanala mmogo le dikgolagano tse dingwe tse di magareng ga dinaga tseno ka bobedi Ditlhatlhobo tsa bokhutlho jwa ngwaga tsa sekolo Kabinete e kgotsofaditswe ke ditlhatlhobo tsa bokhutlho jwa ngwaga tse di kwadiwang ga jaana kwa dikolong le kwa ditheong tse dingwe tsa thuto ka di tswelela ntle le dikgoreletso dip Thuto ke e nngwe ya dikgato tse di botlhokwa tsa go aga bokamoso jo bo botoka mo nagen Batsadi le batlhokomedi ba bana ba rotloediwa gore ba tswelele go tlamela barutwana ka tshegetso e e tlhokagalang mo pakeng en Lenaane la se Salele Morago mmogo le matsholo a mangwe a Lefapha la Thuto ya Motheo a thusitse barutwana ba ba kgoreleditsweng ke ditshupetso tsa mo gare ga ngwaga mme go solofetswe fa ba tla diragatsa bontl Go nna seopo sengwe1 Kabinete e akgotse ditheo tsa tiragatso ya molao mmogo le tirisanommogo le baagi ba ba thusitseng gore Willem Oosthuizen le Theo Jackson ba latlhelwe kwa kgolegelon Bobedi jo bo ne jwa gapeletsa ka dikgoka Victor Mlotshwa go tsena ka fa lekaseng la baswi mme ba mo tshosetsa ka gore ba tla tshela peterole mme ba mo tshuma le lonaKatlholo eno e bontsha gore melao ya Aforika Borwa ga e tsee letlhakore mo go sireletseng ditshwanelo tsa baagi botlhePuso gape e netefaletsa ditshwanelo tsa maAforika Borwa otlhe tsa go ka dira ditshupetso tse di renang kagiso jaaka karolo ya molaotheo wa temokerasi ya ron Le fa go le jalo, ditshwanelo tse di tlhalositsweng mo Molaotheong wa Rephaboliki ya Aforika Borwa wa 1996 ga se tsona fela mme ka jalo ga di a tshwanela go ka gatelela ditshwanelo tsa ba bangwe tsa temokerasiKabinete ka jalo e kgalema ka mafoko a a bogale ditiragalo tsa go thiba ditsela tsa naga, go phophomisa didirisiwa tsa kgale tsa puso ya tlhaolele mmogo le go senya didirisiwa tsa naga tsa puso ya jaano tseo di bontshang ka fao temokerasi ya rona re e fitlheletseng boima ka goneKabinete e ikemiseditse ka seabe sa yona sa go dira gore re nne seopo sengwe bojotlhe jwa rona mme e ka jalo e ipiletsa go baagi botlhe go tshameka karolo ya bona ka maikarabelo mme ka go dirisana mmogo go aga Aforika Borwa yo o tshwaraganeng, yo o senang tlhaolele, wa temokerasi e bile a humil Ditshwetso tsa Kabinete1 Kabinete e amogetse Pegelo ya Maemo a Pusoselegae mo Aforika Borwa ya 2015/16.","The delegation visited the National Assembly and the National Council of Provinces where they were welcomed by the presiding officers, Deputy President Cyril Ramaphosa and Economic Development Minister Ebrahim Pate The visit highlighted the common history of colonial rule and the centuries-old fight for national liberation by the people of Indonesia and South Afric Today we celebrate trade, tourism and other economic links between the two countries End-of-year examinations Cabinet is satisfied that the end-of-year examinations currently taking place at schools and other learning institutions are going ahead unhindere Education is one of the key drivers towards a better future for all in the countr Parents and guardians are urged to continue to give the necessary support to learners during this perio The Department of Basic Education s catch-up programmes and other initiatives have assisted learners affected by protests during the year and a positive outcome is expecte Social cohesion1 Cabinet commends the law-enforcement agencies and the collaboration from the communities who helped secure the conviction of Willem Oosthuizen and Theo Jackso The two forced Victor Mlotshwa into a coffin and threatened to pour petrol on himThe judgement demonstrates that South African laws are firm in protecting the rights of all citizen 1",0.86470675
"[ 0.61616737  0.4578936  -0.19404544 ...  0.52218187  0.7370627
  0.9465115 ]",[0.00576863 0.00227175 0.00117734 ... 0.03927293 0.02677583 0.04039142],"Pegelo eno e bontsha kgatelo pele e e dirilweng mo go tsenyeng tirisong Lenaane la Go Boela kwa Tshimologong (B2B), e leng leano la tiro go netefatsa gore go nna le tirelo ya motheo, botsamaisi jwa puso bo tsamaya ka tolamo mmogo le taolo e e lolameng ya matlolPegelo e nopola dikarolo tse di nang le dikgwetlho mmogo le go tlamela ka motheo wa go tsenya tirisong kgato ya bobedi ya Lenaane la B2 Pegelo eno e tla adiwa kwa PalamentengKabinete e tshegeditse diphetogo tsa Melao ya Lekala la B-BBE Diphetolelo tseno di samagana le dikgwetlho tsa lekala mmogo le dilo tse di gakgamatsang mo phetolothefosanong tseo di ka se rarabololweng ka botlalo ke melao ya boitlhamed Makala a mararo ano a akaretsa la Temothuo, la Matlole le la Dikag Diphetogo tse di tshitshintsweng di setse di phasaladitswe mo bannaleseabeng ba ba maleb Melao yotlhe e e fetotsweng ya lekala e tla phasaladiwa mo Kaseteng ya PusoKabinete e amogetse Togamaano ya Naga ka tsa Eleketeroniki mmogo le go phasaladiwa ka ga yona mo Kaseteng ya Pus E phasaladitswe ka Moranang 2017 gore set haba se dire ditshwael Togamaano ya Naga ka tsa Eleketeroniki e bua ka ponelopele e e tshwaraganetsweng ke botlhe le go suta mo setlwaeding sa go nna set haba se se laolang ke tshedimosetso go ka nna set haba sa ikonomi e e laolwang ka kitsE samagana le dikgwetlho, go akaretsa le sekgala sa go kgaoganngwa ka didirisiwa tsa dijithale magareng ga bahumi le bahumanegi, merafe e e farologaneng, mafelo a a farologaneng le magareng ga bong jo bo farologanenE tlamela ka dirala tsa go thusa maAforika Borwa go golaganya thekenoloji, e leng se se matshwanedi e bile se amana le go ntshetsa pele tlhabololo le khumo ya ikonomi go ka unngwela set haba sotlh Lefapha la Mafaratlhatlha a Ditlhaeletsano le Ditirelo tsa Poso le tla neelana ka tshedimosetso e nngwe gape e e ka ga togamaano enoKabinete e amogetse Mosupetsatsela wa Togamaano ya Puso ya Boset haba ka tsa Eleketeroniki, go ka phasaladiwa mo Kaseteng ya Pus E tla tlisa phetolothefosano ya dijithale mo tirelong ya puso mmogo le go kgontsha gore go nne le kabeloditirelo e e tokafaditsweng e e boleng fa mo letlhakoreng le lengwe e diragatsa dithekenoloji tsa dijithal Togomaano eno e totile, gareng ga tse dingwe, kgaoganngo magareng ga matsholo a puso a tiriso ya thekenoloji mmogo le dithulaganyo tse di tshwanang, difalanatshedimosetso tse di tshwanang, thulaganyo e kgolo e e seng matshwanedi e bile e se mosol Gape e tla oketsa tiriso ya Thekenoloji ya Ditlhaeletsano le Tshedimosetso (ICT), e rotloetse boitshimololedi jwa thekenoloji le mananeo a thekenoloji ya pusoKabinete e amogetse Togamaano ya Tlhabololo ya Dikgwebopotlana, tsa mo Magareng le tse Dikgolwana (di-SMME) ya IC Eno ke tsereganyo e e mabapi le lekala leno feela go ka tlhomola dikgwetlho tseo di-SMME tse di dirang mo lekaleng la ICT di tobaneng natsTogamaano eno e tshitshinya ditsereganyo tse di ka potlakisang tlhabololo le kgolo ya dikgwebopotlana mo lekaleng la ICT, fa mo letlhakoreng le lengwe le tobana le koketsego ya maemo a go reka le go dirisa di-ICT ke lekala lotlhe la dikgwebopotlanTogamaano ya teng ke go tshegetsa dikgwebokgolo tsa ICT tseo di simololang, e matlafatse dikgwebokgolo tse di leng teng mmogo le go atolosetsa letsogo kwa go dikgwebong tse dingwe tse di ka iponang e le di-SMMEKabinete e amogetse go phasaladiwa ga Pegelo e e ka ga go Lekolwa ga Lenaane la Naga la Phepodijo kwa Dikolon Leno ke lenaane la puso le le nang le madi a ngwaga a le kanaka Rbilione e leng se se dirang gore barutwana ba le dimilione di le robongwe go tswa kwa mafelong a bao ba humanegileng ba neelwe dijo tse di dikotla letsatsi le lengwe le le lengwe ka sekolon Pegelo eno e abelana ka dikarolo tse di diragaditsweng ka tshwanelo mmogo le dikarolo tse dingwe tse di tlhokang go tlhabololwPegelo eno e tla fitlhelwa mo webesaeteng ya Lefapha la Tiromaano,Tekolo le Tshekatsheko ya Tiro(wwdpmgoza)Kabinete e akgola tshwetso ya Aforika ya go gaisanela go tlhophiwa se wa mo Lekgotleng la Mokgatlo wa Dikepe le Mawatle wa Bodit habat ha (IMO).","Cabinet further affirms the right of all South Africans to engage in peaceful protest as part of our constitutional democrac However, rights prescribed in the Constitution of the Republic of South Africa of 1996 are not absolute and must not infringe on the democratic rights of othersCabinet condemns the blocking of public roads, displaying of symbols of past oppression and destruction of national symbols which are a reflection of our hard-earned democracyCabinet is committed to its role to build a cohesive society for all and calls on all citizens to play their part responsibly and in the spirit of working together to build a united, non-racist, non-sexist, democratic and prosperous South Afric Cabinet Decisions1 Cabinet approved the 2015/16 Report on State of Local Government in South Afric",0.7789981
