tn,en,src_text,trg_text,Cosine_Score
[0.7318263  0.8373072  0.13607818 ... 0.8760277  0.8284211  0.5747188 ],"[-0.00033414  0.02076686  0.06634349 ...  0.01983199  0.01378808
  0.01413142]","Kabinete e kopane ka Laboraro, la bo 24 Motsheganong 2017, kwa Tuynhuys, Motsekapa Merero ya ga jaana Kabinete e tlhobaediwa ke ditiragalo tse di tswelelang tsa tiriso e e botlhaswa le tirisodikgoka kgatlhanong le basadi mo set habeng sa ron Ditiragalo tsa se weng tse di amang tirisodikgoka ka bakapelo di bakile gore basadi ba digatlhamelamasisi e bile ba le sebete ba bue kgatlhanong le go gatakwa ga ditshwanelo tsa bon Kabinete e amogela gore jaaka naga re tswelela go nna le set haba se se laolwang ke banna mme ka jalo e ikuela gore go dirwe go le gontsi go lwantsha tirisodikgoka kgatlhanong le basadi le kgwebisano ka bath Kabinete e ikuela go makala otlhe a set haba go dirisana mmogo go fenya bothata jo, go ganetsa mofuta ofe fela wa tirisodikgoka kgatlhanong le basadi le bana le go dirisana le sepodisi le tsamaiso ya bosiamisi go dira gore badiri ba ditiro tse di maswe tse ba lebagane le mola Moporesitente Jacob Zuma o ikuetse gore tiriso e e botlhaswa kgatlhanong le basadi le bana e khutl Kabinete e laetse Setlhopha sa Tshireletso ya Loago, Tlhabololo ya Set haba le Baagi go tsenya tirisong lenaane la tiro le le tla thusang naga go thibela tiriso e e botlhaswa ya basadi le ban Kabinete e amogela dipoelo tsa Dipatlisiso tsa Dipalopalo le Boitekanelo tsa Aforika Borwa tsa 2016 ka","Cabinet met on Wednesday, 24 May 2017, at Tuynhuys, Cape Town Issues in the environmentCabinet is concerned with the rising incidences of abuse and violence against women in our societ Recent incidents involving intimate partner violence have seen many brave and courageous women speaking out against this violation of their rightCabinet acknowledges that as a country we continue to have a patriarchal society and as such calls for more to be done to fight the scourge of femicide and human traffickinCabinet calls on all sectors of society to join hands in defeating this scourge, oppose any form of violence committed against women and children, and work with the police and justice system in order to bring perpetrators to justic President Jacob Zuma has called for a stop to the continued abuse of women and childre Cabinet has instructed the Social Protection, Community and Human Development Cluster to put in place a programme of action that will drive the country in the fight to stop the abuse of women and childreCabinet welcomes the results of the 2016 South African Demographic and Health Survey by Statistics South Africa, which measures the health status of South Africans, and the reach and quality of health programme The survey amongst others reports a 20% drop in infant mortality and a 11% drop in the number of women and men who smoke tobaccThe results demonstrate that the policy interventions that were put in place by President Zuma s administration are yielding positive resultCabinet, however, is concerned about the number of South Africans that still continues to engage in unprotected sex with multiple partner Some 32% and 42% of women and men respectively indicated that they have never been tested for HIV despite government efforts to raise awareness on HIV testinCabinet calls on all South Africans to take personal responsibility for their health and well-being, practice safe sex and get tested regularly for HIV and all communicable and non-communicable diseaseCabinet calls on parents and guardians to ensure their children are vaccinated against childhood disease Cabinet remains committed to ensuring children are immunised to eliminate life threatening infectious disease Cabinet reassures parents and guardians that the drugs administered by the Department Health are safCabinet welcomed the first phase of the revitalised Vulindlela Heights Industrial in Mthatha in the Eastern Cap This is part of the country s Revitalisation of Industrial Parks Programm It is the second of its kind in the Eastern Cape and one of six parks being revitalised across the countrGovernment is revitalising industrial parks to boost job creation and ensure inclusive growt The move of economic activities away from urban centres is also part of government s economic transformation effortInformation on how to take advantage of opportunities available at our industrial parks, access government support and incentives programmes, and investment opportunities in various sectors is available at wwthedtgoza or through the Department of Trade and Industry s (the dti) Customer Contact Centre on 0861 843 388 Cabinet has noted with regret the decision by General Motors South Africa (GMSA) (Pty) Ltd to phase out the manufacturing and sale of Chevrolet vehicles in the countrThis holds dire consequences for those who will lose their job and for our econom",0.84495854
[0.57914674 0.9667592  4.1726375  ... 1.0621282  0.7665827  0.91598004],[0.02825333 0.01766218 0.01138831 ... 0.02423187 0.03188633 0.03925419],"Lefapha la Mananepalo la Aforika Borwa (stats SA), tse di lekanyetsang kemo ya boitekanelo ya maAforika Borwa, le phitlhelelego le boleng jwa manaane a boitekanel Gareng ga tse dingwe, dipatlisiso tse di supa kwelotlase ya dintsho tsa masea ka 20% le kwelotlase ya 11% ya basadi le banna ba ba gogang motsokDipoelo tse di supa gore ditsereganyo tsa pholisi tse di neng tsa tsenngwa tirisong ke boeteledipele jwa ga Moporesitente Zuma di ungwa maungo a mantlLe fa go le jalo, Kabinete e tlhobaediwa ke palo ya maAforika Borwa a a santseng a tswelela go robalana le balekane ba bantsi ntle le tshirelets Basadi ba le 32% le banna ba le 42% ba supile fa ba ise ba ke ba dirwe diteko tsa HIV le fa tota puso e leka go dira matsholotsiboso a go dirwa diteko tsa HIKabinete e ikuela go maAforika Borwa otlhe go rwala maikarabelo a boitekanelo le matshelo a bona, go robalana ba dirisa tshireletso le go nna ba dirwa diteko tsa HIV le malwetse a mangwe a a tshelanwang le a a sa tshelanweng gangwe le gap Kabinete e ikuela go batsadi le batlhokomedi go netefatsa gore bana ba soutisiwa kgatlhanong le malwetse a ban Kabinete e tswelela ka maikemisetso a go netefatsa gore bana ba a soutisiwa go thibela malwetse a a tshelanwang e bile a le kotsi mo matshelong a bon Kabinete e netefaletsa batsadi le batlhokomedi gore diritibatsi tse di rebolwang ke Lefapha la Boitekanelo di babalesegil Kabinete e amogela kgato ya ntlha ya Madirelo a Vulindlela Heights a a tsosolositsweng kwa Mthatha kwa Kapa Botlhab Se ke karolo ya Lenaane la Tsosoloso ya Diphaka tsa Madirel Ke ya bobedi ya mofuta wa yona kwa Kapa Botlhaba e bile e le nngwe ya diphaka tse thataro tse di nt hwafadiwang go ralala nagPuso e nt hwafatsa diphaka tsa madirelo go etleetsa go tlholwa ga ditiro le go netefatsa kgolo ya ikonomi e e akaretsan Go fudusiwa ga ditiragalo tsa ikonomi go tswa kwa mafelong a ditoropo ke karolo ya puso ya maiteko a tlhabololo ya ikonomTshedimosetso ka ga go nna le seabe mo dit honong tse di leng teng kwa diphakeng tsa madirelo, go fitlhelela tshegetso ya puso le mananeo a thuso, le dit hono tsa dipeeletso mo makaleng a a farologaneng e ka bonwa mo go wwthedtgoza kgotsa ka Tikwatikwe ya Thuso ya Badirisi ya Lefapha la Kgwebisano le Madirelo (the dti) mo go 0861 843 388.","The annual commemoration of Africa Day marks the founding of the Organisation of African Unity in 1963.As we end Africa Month, Cabinet calls on all South Africans to partner with our fellow Africans residing in South Africa and elsewhere on the continent to ensure the prosperity for our region and the rest of AfricIt is also incumbent on all who reside within our borders, South Africans and foreign nationals alike to adhere to the laws of the countr Together we must fight the scourge of human trafficking, abductions, and the abuse of women and children Congratulatory messagesCabinet congratulates the Stellenbosch University and Tygerberg Academic Hospital medical team comprising of Prof Andre van der Merwe, Dr Alexander Zuhlke, Prof Rafique Moosa, Dr Amir Zarrabi and Dr Zamira Keyse They recently performed a second penis transplant, making it the first medical centre in the world to successfully perform this procedure twic The success of this procedure in the hands of our transplant team is testimony to the high level of skill and expertise that exists in the public health sector in South AfricCabinet congratulated iSimangaliso Wetland Park for receiving the Audit Excellence Award at the South African Institute of Chartered Accountants (SAICA) Public Sector Excellence Awards earlier this mont The award was in recognition of the Park receiving clean audits over five consecutive year",0.84335196
"[ 1.7641183  -0.01687698 -0.37592846 ...  1.0833447   1.5080675
  0.37827337]","[ 0.01750961 -0.00070122 -0.000245   ...  0.02980687  0.05296815
  0.03355665]",Kabinete e swabisitswe ke tshwetso ya General Motors South Africa (GMSA) (Pty) Ltd ya go fedisa tlhagiso le thekiso ya dirori tsa Chevrolet mo nageng,"the Puff Adder;2018 UN Educational, Scientific and Cultural Organization (UNESCO) Man and the Biosphere coin series: The Waterberg Biosphere Reserve;2018 coin series: National Geographic Society",0.6861652
[0.44579422 0.84604335 0.11823011 ... 1.1280034  0.6038353  0.87953734],"[-1.7371256e-04  3.8466281e-03 -1.9462977e-05 ...  2.7512288e-02
  2.0286826e-02  2.6088145e-02]","Se se na le ditlamorago tse di sa itumediseng mo go ba ba tla latlhegelwang ke ditiro le mo ikonoming ya ronPuso e tswelela ka maikemisetso a yona a go tshegetsa lekala la dirori mo nageng e, le le leng botlhokwa mo ikonoming le go tlhola ditirBa dti ba tswelela go dirisana le bannaleseabe botlhe go fokotsa ditlamorago tsa s Go oketsa tlhagiso, go tlholwa ga ditiro le kgolo ya thomelontle, re sa tswa go thankgolola kgato ya borobongwe ya Leanotiro la Pholisi ya Madirelo (IPAP) go re supetsa tsel Kabinete e tlhaloganya gore Isuzu, e e ntseng e le mo semphatong le GMSA dingwaga di le dintsi mo Aforika Borwa, e tla dira ditiro tse di neng di dirwa ke GMS Kabinete e lemogile go etegela ga maemo a komelelo kwa Kapa Bophirima le Kapa Botlhab Kabinete e ikuela go baagi go tshegetsa dikganelo tsa metsi tse di tlhomilweng ke diporofense tsSetlhopha se se nang le batlhankedi go tswa kwa Lefapheng la Metsi le Kgeleloleswe, Komiti ya Boset haba ya Taolo ya Matlhotlhapelo ka tirisano le diporofense le pusoselegae, e ntse e semeletse go netefatsa gore ditharabololo tsa pakakhutshwane go ya go tsa pakagare di a itlhaganedisiwa go netefatsa tshireletso ya tlamelo ka metsi mo diporofenseng tseno mo pakatelelenKabinete e ikuela go maAforika Borwa otlhe go akaretsa mo magaeng, dikgwebo, lekala la meepo, maatla le temothuo go dirisana mmogo go dirisa metsi ka tshomarel.","Government remains committed to support the country s automotive sector, which is critical for the economy and job creatioThe dti continues to work with all stakeholders to mitigate the impac To increase manufacturing, employment creation and export intensity, we recently launched the ninth phase of the Industrial Policy Action Plan (IPAP) to guide our action Cabinet notes that Isuzu, which has been partnering with GMSA over the years in South Africa, will take over the operations from GMSCabinet has noted the deterioration of the drought situation in the Western Cape and Eastern Cap Cabinet calls on the communities to support the water restrictions introduced by the province A team comprising officials from the Department of Water and Sanitation, the National Disaster Management Committee working with the provinces and local government, had been actively engaged in ensuring that short to medium-term solutions are fast-tracked to guarantee the water security of the province in the long terCabinet calls on all South Africans including domestic users, businesses, mining sector, energy and agriculture to work together and use water more sparingly Cabinet welcomed the released Anti-Corruption Strategy discussion document, which will inform the National Anti-Corruption Strateg Cabinet invites the public to make written inputs through the Department of Planning, Monitoring and Evaluation website: wwdpmgozThe fight against corruption remains one of the main priorities for governmen Corruption and integrity failures in both the private and public sector have a detrimental effect on our country s developmen Cabinet expressed concern at the recent global cyber-attack, which has been reported as the biggest cyber-attack to datCabinet urges all South Africans to take the necessary precautions when using electronic means of communicating or transactin The use of updated antivirus software which scans the environment frequently is also recommende Cabinet is concerned about the recent developments at Esko Cabinet appreciates that the matter regarding the re-employment of Mr Brian Molefe as the Chief Executive Officer of Eskom is before courts and in Parliament, and shall therefore respect these processe The President has, however, set up an Inter-Ministerial Committee (IMC) comprising the Ministers of Public Enterprises, Energy, Finance and Justice and Correctional Service The IMC is asked to gather the facts in order to guide Cabinet on how to deal with such matters in futur The convenor is the Minister of Justice and Correctional Services, Mr Michael Masutha Cabinet decisionsCabinet approved the publication of the Reviewed Broad-Based Black Economic Empowerment Charter for the South African Mining and Minerals industry in 2017.Mineral Resources Minister Mosebenzi Zwane will provide a briefing once the charter has been gazetteCabinet endorsed the approved National Radio Frequency Plan 2017 by the Ministry of Telecommunications and Postal Service The allocation of spectrum by the World Radiocommunication Conference has a significant impact on the economic growth of South AfricThe National Radio Frequency Plan 2017 is a comprehensive source of radio frequency spectrum allocation for different radiocommunication service The revised National Radio Frequency Plan 2017 ensures South Africa is aligned with the approved International Radio Regulations that were adopted in the 2015 International Telecommunication Union conferencCabinet approved the Inland Waterways Safety Strateg The strategy, through the South African Maritime Safety Authority, sets standards and enhances procedures for permitting and licensing arrangements for boats operating on inland waterway This will ensure the safety of small vessels on South Africa s inland waterwayCabinet approved the Road Freight Strateg The strategy aims to create an integrated regulatory and operational framework, which will enable South Africa to achieve best international standards of road-freight operationThe recommendations in this strategy will enhance the efficiency of enforcement, promote road safety, improve the protection of the infrastructure, reduce environmental impacts, and create an integrated framework of quality-regulated competition within which the road freight sector can continue to serve the needs of the South African economCabinet approved the South African Mint Company s designs for the 2017 and 2018 numismatic commemorative and circulation coinIn collaboration with Cabinet, a new series was developed that represents culture, freedom and democracy under the theme:",0.85184073
[1.1911007  0.6609028  0.05710224 ... 1.628673   0.53458875 1.2378355 ],"[ 4.8604873e-03  2.1812359e-02 -1.4426709e-05 ...  3.7690915e-02
  1.0511901e-02  1.7813746e-02]","Kabinete e amogetse go rebolwa ga tokomane ya dipuisano ya Togamaano Kgatlhanong le Bonweenwee, e e tla nnang mosupatsela mo Togamaanong ya Boset haba Kgatlhanong le Bonweenwe Kabinete e laletsa baagi go neela ditshwaelo tse di kwadilweng ka go dirisa webosaete ya Lefapha la Tiromaano,Tekolo le Tshekatsheko ya Tiro: wwdpmgozNtwa kgatlhanong le bonweenwee ke nngwe ya dintlhakgolo mo puson Bonweenwee le maitsholo a a maswe mo makaleng a poraefete le a puso di na le ditlamorago tse di maswe mo tlhabololong ya naga ya ron.","Working on Fire is an Expanded Public Works Programme (EPWP) aimed at providing work opportunities to young men and women CondolencesCabinet joins President Zuma and the international community in strongly condemning the terrorist attack at the Manchester Arena in Manchester in England, which resulted in the unfortunate deaths and injuries of numerous children and yout Cabinet extends its condolences to the government and the people of the United Kingdom, in particular the families and loved ones of the deceased, and wishes the injured a speedy recover Acts of violence and extremism have no place in society and constitute a threat to peace, security and developmen Enquiries: Ms Phumla WilliamsActing Director-General (GCIS)Cell: 083 501 0139",0.79788846
"[ 0.4358863   0.17803289 -0.08709328 ...  1.5713478   0.58247006
  1.0922209 ]","[ 2.0521581e-02 -1.1483805e-03  1.2979689e-05 ...  2.4789136e-02
  3.1654097e-02  2.4307005e-02]","Kabinete e supile fa e tshwenyegile thata ka tlhaselo ya diwebosaete go ralala lefatshe, e e runtseng go sa le gale mme e kaiwa e le yona e kgolo fa e salKabinete e ikuela go maAforika Borwa go ntsha matlho dinameng ka gale fa ba dirisa ditsela tsa ileketeroniki go tlhaeletsana kgotsa go dira diphetisetso tse dingw Tiriso ya dithibela-tsenelelo tsa se weng tsa dikhomphiutha tse di lekolang tikologo ya dikhomphiutha gangwe le gape le tsona di botlhokw.",iSimangaliso was declared South Africa s first World Heritage Site in December 1993 Cabinet congratulates the Working on Fire programme for receiving a plaque from the Alberta Government in Canada commemorating the assistance provided by the programme in managing wildfires in their Province in 2016.,0.7570077
"[ 0.6631002   0.2828732  -0.22577822 ...  0.91069436  0.41848314
  1.1133573 ]",[0.00885117 0.01681355 0.00140717 ... 0.01906028 0.04420254 0.05228235],"Kabinete gape e tlhobaediwa ke ditiragalo tsa se weng kwa Esko Kabinete e lemoga gore ntlha ya go thapiwa gape ga ga Rre Brian Molefe jaaka Motlhankedikhuduthamagamogolo (CEO) kwa Eskom e kwa kgotlatshekelo le kwa Palamenteng, ka jalo e tla ikobela ditiragalo tseLe fa go le jalo, Moporesitente o tlhomile Komiti ya Ditona (IMC) e e nang le Tona ya Dikgwebo tsa Puso, ya Maatla, ya Matlotlo le Bosiamisi le ya Ditirelo tsa Kgopolol IMC e kopilwe go kokoanya dintlha gore di kgone go kaela Kabinete gore e ka samagana jang le merero e mo isagon Moeteledipele ke Tona ya Bosiamisi le Ditirelo tsa Kgopololo, Michael Masutha Ditshwetso tsa botlhokwa tsa kabinete Kabinete e amogetse go phasaladiwa ga Tumelano e e Tlhabolotsweng ya Matlafatso e e Anameng ya Bantsho mo Ikonoming ya intaseteri ya Meepo le Diminerale ya Aforika Borwa ka 2017.Tona ya Meepo Mosebenzi Zwane o tla tlamela ka pegelo fa tumelano e e sena go phasaladiw Kabinete e mametleletse Leano la Boset haba la Marang a Radio ka Lefapha la Mafaratlhatlha a Ditlhaeletsano le Ditirelo tsa Pos Go abiwa ga marang ke Khonferense ya Lefatshe ya Radiocommunication go na le seabe sa botlhokwa mo kgolong ya Aforika BorwLeano la Boset haba la Marang a Radio ke motswedi o o tletseng wa kabo ya marang a ditirelo tse di farologaneng tsa tlhaeletsano ka radi Leano la Boset haba la Marang a Radio le le tlhabolotsweng la 2017 le netefatsa gore Aforika Borwa o nyalana le Melawana ya Bodit haba ya Radio e e amogetsweng kwa khonferenseng ya Kopano ya Mafaratlhatlha a Ditlhaeletsano ya Bodit haba (ITU) ka 2013.","The Year of OR Tambo: Advancing Youth Economic Participatio Over the month government will host a number of engagements including youth expos, dialogues and youth entrepreneur hubs to showcase opportunities available to young people, and inspire them to instil the educational and leadership values of OR TambCabinet encourages all young people to access the various support and educational programmes that government has made available to improve their prospects and advance their participation in the economCabinet calls on employers to contribute to the coming Take a girl child to work on 25 May and 26 Ma The purpose is to expose girls from Grade 10 to 12 learners to different career optionPresident Zuma will on Thursday, 25 May 2017, host the national 2017 Africa Day celebration at the Sefako Makgatho Presidential Guesthouse in Pretori This is a culmination of activities and programmes marking Africa Month under the theme:",0.821357
"[ 0.67792773  0.26783562 -0.0106341  ...  0.95844084  0.8421547
  1.1982131 ]","[ 0.02669951 -0.00024881  0.00032006 ...  0.01701334  0.03827067
  0.01561667]","Kabinete e amogetse Togamaano ya Pabalesego ya Ditselana tsa Mets Togamaano e, ka Bothati ba Pabalesego ya Mawatle a Aforika Borwa, e tlhoma maemo le go tsweletsa mekgwatsamaiso ya go letla le go rebolela dikepe dilaesense tsa go dira mo metsing a e seng a kwa mawatlen Se se tla netefatsa pabalesego ya diketswana tse mo metsing a a seng kwa mawatleng mo Aforika Borw Kabinete e amogetse Togamaano ya Dithoto mo Tselen Togamaano e e ikaelela go tlhola letlhomeso la taolo e e momaganeng e bile e dira sentle, e e tla netefatsang gore Aforika Borwa o fitlhelela maemo a a gaisang a bodit haba a ditiro tsa tsamaiso ya dithoto ka tselDikatlenegiso mo letlhomesong le di tla netefatsa nonofo ya tiragatso, thotloetso ya pabalesego mo tseleng, fokotsa seabe mo tikologong, le go tlhola letlhomeso le le momaganeng la kgaisano e e laolwang ka boleng e mo go yona lekala la tsamaiso ya dithoto ka tsela e tla tswelelang go direla ditlhokego tsa maAforika Borwa tsa ikonom Kabinete e amogetse ditebego tse di wa tsa madi a segopotso le a a tla dirisiwang ka 2017 le 2018.Ka tirisano le Kabinete, motseletsele o mo wa o, o ne wa tlhongwa go supa setso, kgololesego le temokerasi ka fa tlase ga setlhogo:","The centenary of Struggle stalwart Oliver Reginald Tambo s birth was chosen as the first subject to be depicteThe introduction of the new R50 (1oz, sterling-silver) coin, R500 (1oz, 24-carat gold) coin and R50 (base metal alloy) coin celebrating the 100-year anniversary of OR Tambo s birthdate Designs for the following 2017 and 2018 commemorative coin series have been developed:2017 coin series: Oliver Reginald Tambo Centenary Celebration;2017 circulation coin: R5 coin depicting the Order of the Companies of OR Tambo;2017 Protea coin series: Life of a Legend",0.79836214
"[ 0.25137255 -0.7590201  -0.3959313  ...  0.01819948  1.3803422
  1.0219342 ]","[ 0.00279473 -0.00301278 -0.00043891 ...  0.00068146  0.0259096
  0.01331802]",Go keteka Aforika Borwa .,Celebrating South Africa .,0.8295735
[1.669773   0.29731908 0.24557014 ... 0.96249825 1.5328778  1.8008901 ],"[ 0.00321719 -0.00094353  0.02196026 ...  0.03900842  0.03066071
  0.06176081]","Ngwagakgolo wa botsalo jwa mogaka wa Kgaratlho, Oliver Reginald Tambo o ne wa tlhophiwa jaaka setlhogo sa ntlha go supiwGo tlhagisiwa ga ledi la tshipi le le wa la R50 (1oz, selefera e e tsabakelang), ledi la tshipi la R500 (1oz, gauta ya 24-carat) le ledi la tshipi la R50 (metale wa motheo) go keteka ngwaga wa bo100 wa letlha la matsalo la ga OR Tambo Ditebego tsa motseletsele wa madi a tshipi a a latelang a 2017 le 2018 di tlhagisitswe: Motseletsele wa madi a tshipi wa 2017: Keteko ya Ngwagakgolo wa Oliver Reginald Tambo Ledi le le phasaladiwang la 2017: ledi la R5 le le supang Letshwao la Tlotlo la Ditsala tsa ga OR Tambo Motseletsele wa madi a tshipi wa 2017 wa Protea: Botshelo ba Mogaka",The Lion;2018 coin: 2018 FIFA World Cup RussiaTM Upcoming eventsCabinet calls on all South Africans to support the Child Protection Week from 28 May to 4 June under the theme:,0.7436459
