nso,en,src_text,trg_text,Cosine_Score
"[ 0.62611675 -0.17456421 -0.15491861 ...  0.8828852   1.2158312
  1.2006719 ]","[ 0.01533342 -0.00175306  0.00047488 ...  0.02497469  0.01624816
  0.02589241]","Kabinete e kopane ka Laboraro la 10 Mopitlo 2017, ka Tuynhuys, Cape Town Seboka sa t a Ekonomi sa Lefase ka ga Afrika Kabinete e amogela go swarwa fao go atlegilego ga Seboka sa bo 27 sa t a Ekonomi sa Lefase seo go sona Mopresidente Jacob Zuma a etilego pele Team South Africa, Dihlogo t a Dinaga le Mebu o go t wa ka khonthinenteng ya Afrika, baetapele ba diintasteri ba lefaseng ka bophara le baetapele ba dikgwebo le ba set hab Khonferentshe e swerwe ka fase ga morero wa:","Cabinet met on Wednesday, 10 May 2017, at Tuynhuys, Cape Town World Economic Forum on Africa Cabinet welcomes the successful hosting of the 27th World Economic Forum on Africa, which saw President Jacob Zuma leading Team South Africa, Heads of State and Governments from the African continent, global captains of industry and commerce and civil society leadershi The conference was held under the theme:",0.9286699
"[ 0.23264295 -0.23937832  0.19560441 ...  0.4422592   0.45217088
  0.41930372]","[ 0.0202145  -0.00124506  0.00071004 ...  0.01510883  0.02076054
  0.01419799]",Re fihlelela kgolo ya mang le mang: boetapele bjo bo arabelago le bja maikarabelo .,Achieving inclusive growth: responsive and responsible leadership .,0.7650398
"[ 0.5044268  -0.15686233  0.1467411  ...  1.1400781   1.2157087
  1.6930473 ]","[ 4.0319185e-03 -2.8383873e-05  9.2121130e-03 ...  3.9169904e-02
  3.6157001e-02  3.3476021e-02]","Kopano ye ya bo 27 ya Seboka sa t a Ekonomi sa Lefase ka ga Afrika e tii eledit e leswa go lefase gore Afrika Borwa e t wela pele go ba karolo ya lefelo leo go nago le kgonagalo ya gore le ka ba la dipeelet o ka khonthinenteng ya Afrik Barulaganyi ba yona ba tii edit e gore baromiwa ba go feta ba 1 000 ba tsenet e tiragalo ye, e lego palo yeo e sego ya ka ya bonwa peleng ge e bapet wa le Seboka seo se fetilego sa t a Ekonomi sa lefase ka ga Afrik Moya wo o tiilego wa boetapele gareng ga mmu o le ba kgwebo ka nakong ya WEFA o be o le o mokaone kud Dipoledi ano t e di humilego di file Afrika Borwa sebaka sa go laet a kgatelopele yeo e e dirago go fihleleleng ga kgolo ya ekonomi le go laet a gore Afrika Borwa e bulet e kgweb Afrika Borwa e t wela pele go ikgafa go dula e","This 27th session of the WEF on Africa reaffirmed to the world that South Africa remains part of the potential investment destination in the African continen The organisers confirmed that more than 1 000 delegates attended the event, a number that is unprecedented when compared with the previous WEF on Afric The strong spirit of partnership between government and the business community during WEF on Africa was extremely positiv The rich discussion afforded South Africa an opportunity to showcase progress it was making towards an inclusive economic growth and to demonstrate that South Africa is open to busines South Africa remains committed to staying on course in implementing its National Development Plan",0.87918556
"[ 0.653059    0.08155566 -0.00636291 ...  1.1270895   1.1581944
  0.9475982 ]",[0.01672755 0.00149043 0.03334003 ... 0.02058989 0.02561999 0.03345389],"oma go phethagat eng ga Leanotlhabollo la Boset haba (NDP) go fokot a maemo a bohloki, tlhokego ya tekatekano le tlhokego ya me omo Dinamelwa Go tsebagat wa semmu o ga ditimela t e diswa t a Setheo sa Ditimela t a Banamedi sa Afrika Borwa (PRASA) le tirelo ya ditimela, ka Mopresidente Jacob Zuma ka la 9 Mopitlo 2017 ka Setei eneng sa Pretoria ke karolo ya boikgafo bjo bo t welago pele bja mmu o bja go netefat a gore go ba le dinamelwa t a set haba t a go se ture le t eo di tshephagalago, le go thekga mananeokgoparara a ka nagenDitimela t e diswa t a Metrorail (t eo di rwalago Batho) ke karolo ya dinamelwa t e diswa t eo di tlago abja ke mmu o mo mengwageng ye e tlago ye 10 go fihla go ye 15 bjalo ka karolo ya Lenaneo la Tiri o ya Sebjalebjale la PRAS Lesolo le le tla hloma me omo le dibaka t a me omo t e diketekete t a go ya go ile, fao e lego gore pholante ya t welet o ya ditimela t e diswa e a agwa ka Nigel, Ekurhulen Ke mathomo a tsenyotiri ong ya tumelelano ya France le Brazil yeo e saennwego gareng ga PRASA le AlstomDitimela t e diswa t a maemo a godimo t a Metrorail (t eo di rwalago Batho) di tla feto a maitemogelo a boeti a banamedi a go se bapet we a boiketlo le tirel","1 Cabinet congratulates all the recipients of the 2017 National Order In the year of OR Tambo they have shown us the power of working towards a better South Africa and better natio We draw inspiration from their achievements, their dedication, passion and willingness to advance humanit The Order of Ikhamanga in Gold (1); The Order of Ikhamanga in Silver (7); The Order of Ikhamanga in Bronze (1); The Order of the Baobab in Gold (1); The Order of the Baobab in Silver (2); The Order of the Baobab in Bronze (2); The Order of Luthuli in Silver (29); The Order of Luthuli in Bronze (1); The Order of Mapungubwe in Silver (2), and The Order of the Companions of OR Tambo in Gold (1)The release of the 17th Commission for Employment Equity Report by the Minster of Labour, Ms Mildred Oliphant, shows the stubbornly slow pace of transformation at various workplaces in the South African labour marke The report demonstrates that we are still far from achieving a workforce that is truly representative of our natio African people, women and persons with disabilities remain severely under-represented in all aspects of the Employment EquityThe report showed that white people occupied 68% of the country s top-management positions in the public and private sectors, six times the group s economically active populatio Africans made up only 1 of top managementGiven the urgent need to transform the economy and ensure inclusive growth, this is simply not good enoug Cabinet welcomes the announcement by the Minister of Labour that her department is considering adopting harsher consequences for non-complianc Messages1 Cabinet joins President Zuma in congratulating Mr Emmanuel Macron, President-elect of the Republic of France, following his victory on 7 May 2017 of the French presidential electionSouth Africa looks forward to working with the French government under the leadership of Mr Macron to consolidate the already strong political, economic and trade ties between South Africa and FranceCabinet congratulates the former Mayor of Johannesburg and South African Local Government Association chairperson, Parks Tau, on his appointment as co-chair of the United Nations High Level Independent Panel to oversee the effectiveness of the Habitat II The programme was adopted by the UN to reinvigorate the global commitment to sustainable urbanisationThe Department of Trade and Industry took home the Best Foreign Exhibitor Award at the 58th Zimbabwe International Trade Fai This acknowledges that the outstanding efforts by Team South Africa towards ensuring the country s commitment to building partnerships with Zimbabwe have yielded the desired economic gainsCabinet extended condolences to the government and the people of the Republic of Tanzania on the tragic bus accident that resulted in death of 36 people, 33 of them childre Appointments",0.86062604
"[ 0.49907082 -0.07278848  0.13343462 ...  1.0294065   1.5485405
  1.326152  ]","[ 0.01333564 -0.00072269 -0.00032633 ...  0.00751913  0.04334465
  0.03442246]",Ke karolo ya tlhabollo ya ekonomi ka mmu o ka go diri a tlhabollo ye kgolo ya mananeokgoparara ebile a kgona go diri wa gabonolo ke bagolofadKabinete e dirile boipilet o go maAfrika Borwa ka moka gore a ikgant he le go,"Our deployments on the continent are in continued support of regional and continental processes to respond to and resolve crises, promote peace and security, strengthen regional integration, significantly increase intra-African trade and champion sustainable development in Afric National Orders",0.757313
"[ 0.5768843   0.02008777 -0.24451952 ...  1.1637958   0.8037389
  0.59079766]","[ 0.01272614  0.00754985 -0.00018264 ...  0.00722506  0.02295124
  0.01369002]","irelet a ditimela t e diswa kgahlanong le ditiro t a tshenyo Dit hupet o T a Ka VuwaniKabinete e amogela tsenogare ye e atlegilego yeo e dirilwego ke Mopresidente Zuma ka Vuwani, Limpop Mopresidente o kopane le Mohlomphegi Kgo i Toni Mphephu Ramabulana wa MaVenda, le bakgathatema ba bangwe ba set haba go hwet a ditharollo t e kaone go mathata ao a t weledit wegKopano e amoget e t hi inyo ya Kgo i ya gore Masepala wa Selete wa Vhembe o swanet e go abela batho ba Vuwani ditirelo mola e le gore tharollo ya go ya go ile ka ga bothata bja mellwane e a hwet w Tharollo ye e","travelling experienc It is part of government s economic development through massive infrastructure development and it is disability friendl Cabinet made a call to all South Africans to be proud of and protect the new trains against acts of vandalism Vuwani protest Cabinet welcomes the successful intervention by President Zuma in Vuwani, Limpop The President met with His Majesty King Toni Mphephu Ramabulana of Vha-Venda and other community stakeholders to find amicable solutions to issues raise The meeting accepted His Majesty's proposal that the Vhembe District Municipality should provide services to the people of Vuwani while a lasting solution on the demarcation issue is being sough The proposed resolution is in line with applicable legislation governing municipalitie It was further decided that relevant national and provincial government departments should provide support to the district municipality to carry out this new mandat The meeting however, emphasized that the decision does not mean that the new municipality (LIM 345) is being disestablishe This decision is part of government s commitment to finding an inclusive solutio The engagement of the President and all the stakeholders resulted in schooling and business operations returning to norma Cabinet commends the stakeholders for enforcing the implementation of the agreements brokered by the Kin The President has committed to returning and interacting with the community of Vuwani on a date still to be finalised with His Majesty King Toni Mphephu Ramabulana and all the relevant stakeholders in the are Cabinet appeals to parents and the community to support the departmental interventions to ensure that learners are back in class and focus on learning and catching up through interventions being rolled out at all schools Violent protests",0.836041
"[ 0.7134559  -0.00440146  0.02975746 ...  0.9855444   0.6573866
  0.94429827]","[ 0.01441449  0.00534208 -0.00010024 ...  0.01719462  0.01485133
  0.02011918]",i int wego e sepelelana le melao ye e amegago yeo e laolago mebasepalGo ile gwa t wela pele gwa t ewa sephetho sa gore dikgoro t a mmu o t a boset haba le t a profense t a maleba di swanet e go fa masepala wo wa selete thekgo gore o phethagat e mo omo wa on Le ge go le bjale kopano ye e gatelet e gore sephetho se ga se re gore masepala o moswa (wa LIM 345) o a fedi w Sephetho se ke karolo ya boikgafo bja mmu o bja go hwet a tharollo yeo e akaret ago mang le manGo reri ana le Mopresidente le bakgathatema ka moka go feleledit e ka gore dikolo le dikgwebo di boele di tsene le go gweba ka fao go tlwaelegileg Kabinete e reta bakgathatema go phethagat a ditumelelano t eo di rulagant wego ke Kgo,"The 1999 policy focused on universal precautions and biomedical aspects of prevention, and less on the structural, social and behavioral drivers of HIThis policy proposes a paradigm shift towards approaching HIV as a core management issue using a public-health approach, as well as the inclusion of TB as a priority within schools, amongst other The scope of application is widened to learners, educators and officials, in public as well as independent schools Bills Cabinet approved the introduction of the Airports Company Amendment Bill, 2017 and the Air Traffic and Navigation Services Amendment Bill to Parliamen Amendments in these two Bills seek to provide for a permanent regulatory structur They also provide for the setting up of appeal mechanism committees, which will serve to resolve disputes Upcoming events",0.8006655
"[ 0.48721394 -0.01440025 -0.16042185 ...  1.4192853   0.70801324
  1.0697116 ]","[ 3.5554588e-02  5.3547695e-03 -2.3043156e-05 ...  4.3436568e-02
  8.3070751e-03  3.8321987e-02]",Mopresidente o ikgafile gore o tla boa set habeng sa Vuwani go reri ana le set haba ka let at ikgwedi leo le sa tlogo bewa le Mohlomphegi Kgo i Toni Mphephu Ramabulana le bakgathatema ka moka ba maleba ka lefelong leKabinete e ipilet a go batswadi le go set haba go thekga ditsenogare t eo di dirilwego ke kgoro go netefat a gore baithuti ba boela ka diphapo ing t a thuto gomme ba ithuta le go tsenela dithuto t a tlalelet o t eo di ka ba dirago gore ba se hlwe ba,"Cabinet urges communities to refrain from violence, intimidation and looting when they raise their concern The violence and acts of looting and the destruction of business properties that took place recently in Coligny, Eldorado Park, and Ennerdale is strongly condemned by Cabine Cabinet calls on communities to raise their concerns in a manner that seeks solutions without necessarily destroying public property or infringing on the rights of other members of societ During his State of the Nation Address in 2015, President Zuma made a call",0.80117476
"[ 0.8394029   0.30489972 -0.2964775  ...  0.9334339   0.65473247
  0.6229652 ]","[ 0.01792632  0.0423075  -0.00010617 ...  0.02512981  0.0251785
  0.03156879]","alet e morago ka go diri a ditsenogare t eo di abelwago dikolo ka moka t a fao Dit hupet o T a Dikgaruru Kabinete e ipilet a go dit haba go tlogela go dira ditiro t a dikgaruru, bot ho et i le go t eela batho dithoto ge di t welet a dipelaelo t a t on Dikgaruru le ditiro t a go t eela batho dithoto le go senya dithoto t a kgwebo t eo di sa t wago go direga ka Coligny, Eldorado Park, le ka Ennerdale di kgalengwa ka bogale ke Kabinet Kabinete e ipilet a go dit haba go t welet a dipelaelo t a bona ka mokgwa wo o nyakago ditharollo ka ntle le go senya thoto ya set haba goba go gataka ditokelo t a maloko a mangwe a set hab Mopresidente o dirile boipilet o ka 2015 ge a be a efa Polelo ya Maemo a Set haba, a ipilet a go Sehlopha sa t a Toka, Thibelo ya Bosenyi le T hirelet o (JCPS) go tii a letsogo go dikgaruru le dit hupet o t eo di nago le tsheny Kabinete e bu elet a boipilet o bjo gore bao ba tshelago molao ba tla lebana le letsogo la molaKabinete e ipilet a go bakgathatema ka moka go reri ana ka nepo ya go rarolla dithulano ka lebelo ka Ennerdale, Eldorado Park le ka Coligny Molaokakanywa Wa Lefelo La Bohlodi Ka Ga Dit helete Kabinete e amogela go saenelwa ga Molaokakanywa wa Lefelo la Bohlodi ka ga Dit helete (FICA) go ba molao ke Mopresidente Zum Afrika Borwa ke karolo ya set haba sa lefase ka bophara seo se ikgwerant ego le go lwant hana le ditiragalo t a mabapi le dit helete t eo di sego molaong, e tla diri ana le tsenogare ya bodit habat haba yeo e nyakago go lwant hana le ditiro t a go sepet a t helete ye e hwedit wego ka ntle le molao gore e bonwe bjalo ka yeo e lego molaong le bot ho et i bjo bo dirwago dit heleten Molaokakanywa wo gape o tsenya letsogo go maatlafat a go hloka sephiri le seriti sa tshepedi o ya dit helete ya Afrika Borwa le go dira gore go be boimanyana gore basenyi ba kgathe tema ka go efogeng ga met helo, ka ditirong t a go sepet a t helete ye e hwedit wego ka ntle le molao gore e bonwe bjalo ka yeo e lego molaong le tshepedi o ya di helete ye e sego molaong ka go t habela go","Cabinet urges all stakeholders to engage with the view to speedily resolving the disputes in Ennerdale, Eldorado Park and Coligny Financial Intelligence Centre Amendment Act Cabinet welcomes the signing of the Financial Intelligence Centre Amendment Bill into law by President Zum South Africa, as part of the global community that is aligned with fighting illegal financial activities, will be aligned to the international intervention that seeks to fight money laundering and financing of terroris This Bill will also contribute to strengthening the transparency and integrity of the South African financial system and make it harder for criminals involved in tax evasion, money laundering and illicit financial flows to hide using the South African financial system It forms part of the number of instruments we have as a country to fight white-collar crime in both the private and public sector Cabinet was apprised by the Minister of Finance that consultations are ongoing and will be finalised soon so as to ensure the process of promulgating the regulations that will effect the Financial Intelligence Centre Act Cabinet decisions The Minister of Finance briefed Cabinet on the recent International Monetary Fund/World Bank Spring meetings, Investor Roadshow and the WEF on Africa meeting He further briefed Cabinet on the G20 Compact with Africa proposals, and investors",0.8679104
"[ 0.5962363   1.1828674  -0.0680459  ...  0.74895287  0.8740725
  0.72801065]",[0.00513386 0.0134205  0.0008601  ... 0.03548701 0.02000085 0.01981895],"omi a tshepedi o ya dit helete ya Afrika Borw Se se bopa ye nngwe ya ditlabelo t e re nago le t ona bjalo ka naga go lwant ha bosenyi bja ka dikantorong ka go bobedi lekaleng la phraebete le la set habKabinete e sedimo it we ke Tona ya Dit helete gore ditheri ano di t wela pele gomme di tla phethwa mo nakong ye e sa fet ego pelo go realo e le go netefat a gore go tla ba le tshepedi o ya go tsebagat a melawana yeo e tlago tsenya tiri ong Molao wa FICA Diphetho T a KabineteTona ya Dit helete e sedimo it e Kabinete ka ga dikopano t eo di sa t wago go swarwa t a Lehlabula t a Sekhwama sa Dit helete sa Bodit habat haba (IMF)/Panka ya Lefase, dikopano t a Dipeelet o t a go ya Set habeng le Seboka sa t a Ekonomi sa Lefase ka ga Afrik O t wet e pele go ba sedimo a ka ga dit hi inyo t a Tumelelano ya G20 le Afrika le dipelaelo t a babeelet i le t a ditheo t a Kelo ya Maemo a Ekonom Go bile le poledi ano ye e tsenelet ego ka ga seemo sa ekonomi lefaseng le sa ka dileteng, gomme seo re swanet ego go se dira go bu et a morago ditheo o t a maemo a ekonomKabinete e bu eledit e gore e sa ikgafile go seemo sa melawana ya dit helete seo se hlagi it wego ka go Polelo ya Ditekanyet o t a 2017, go phethagat a dipeakanyoleswa t a go kaonafat a pu o ka dikhamphaning t a mmu o; go t wet a pele mollwane wo o beilwego wa tshenyegelo le go netefat a gore dikoloto t a mmu o di ba maemong a makaon Lenaneo la mmu o ka ga go akgofi a go tsenywa tiri ong ga dipeakanyoleswa t a makala t e di ikemi edit ego go thekga kgolo ya ekonomi ka ge go beilwe ka go Leano la Dintlha t e Senyane le t wela pele go ba maleba go rarolla a mangwe a mathata ao a t weledit wego ke babeelet Kabinete e amogela pego ye e sa t wago go lokollwa ke feme ya EY Consultancy ka ga Peelet othwii ya Dinaga t a ka ntle ka Afrik Pego ye e bolela gore Afrika Borwa ke ye nngwe ya dinaga t e di tlet ego ka ditiragalo t a ekonomi gomme yona e beilwe maemong a bobedi ka Dipalopalong t a 2017 t a Bogoket i bja Ekonomi ka AfrikKabinete e ile ya sedimo wa gape ka ga diketelo t e di tlago t a Ditheo t a Kelo ya Ekonomi go tla go boledi ana le dikhamphani t e mmalwa le balaodiphethi i ba mmu Kabinete e dumelet e Sethalwa sa Leano leo le Lekodi i it wego la Dinamelwa t a Dinagamagaen Leano le le fetola dilo t eo di beilwego pele ka go mebasepala ya selete ya dinagamagaeng le diprofense, ka go rarolla kabo ye e hlaelelago ya Mananeokgoparara a Dinamelwa t a Dinagamagaeng le ditirelo t eo di fokot ago tlhabollo ya ekonomi ya set habGo tsenywa tiri ong ga leano le go tla tsenya letsogo ka go tlhabollo ya ekonomi ya kgauswi le ya profense ka go kaonafat a phihlelelo go dinamelwa t a bohl Se se tla oket a kgokagano gareng ga mafelo a ditoropong le a dinagamagaeng, ka nepo ya go tsenya tikologo ya dinagamagae ka go ekonomi ya bohlKabinete e dumelet e Molawanakakaret o wa Dinamelwa t a Lewatl","Cabinet approved the Draft Reviewed Rural Transport Strateg The strategy responds to the priorities of rural district municipalities and provinces, by addressing the inadequate provision of Rural Transport Infrastructure and services which limits socio-economic developmenImplementation of this strategy will contribute towards the development of the local and provincial economy by improving access to public transpor This will increase connectivity between urban and rural spaces, with a view to integrating the rural environment into the mainstream econom Cabinet approved the Comprehensive Maritime Transport Polic This articulates government s commitment to the growth, development and transformation of South Africa s maritime transport sector, in support of socio-economic development while contributing to international tradThis is in line with the government priorities relating to Operation Phakisa on growing the Oceans Econom It is also aligned to broader goals of promoting economic growth and boosting job creation, as outlined in the NDP and National Infrastructure Pla Cabinet approved the publication of the Draft Green Transport Strategy for public comment Transport plays a key role in enabling global trade in an economically, socially and environmentally sustainable manne Transport systems form the backbone of South Africa s socio-economic activities by enabling the movement of people and good However, emissions from the transport sector contribute to the country s total greenhouse gas emissions (GHG), with road transport being the leading contributo",0.86176366
