nso,en,src_text,trg_text,Cosine_Score
"[ 0.73956585  0.06655791 -0.01013187 ...  1.4115593   0.82478136
  1.3925654 ]","[ 0.010238   -0.00137347  0.00377958 ...  0.0218278   0.03341016
  0.04875681]",Phethagat o ya Mananeo a Bohlokwa a Mmu o Kabinete e thekga masolo ao a tsebagadit wego ke Tona ya Kgoro ya Dit helete Nhlanhla Nene ka Polelong ya Molawana wa Ditekanyet o t a Gare ga Ngwaga wa Dit helet Masolo a a tla hlahla ekonomi ka dinakong t e t a kgolo ya ekonomi ye e nanyago le ye e ka fetogago nako efe goba efe lefaseng ka bopharAfrika Borwa e bile le kgatelopele ka pheto ong ya t a leago le ekonomi gomme e rarolla mapheko ao a,"bunker Cabinet approved the South African Mint Company s coin designs for the 2015 and 2016 numismatic commemorative and circulation coin The themes reflect South Africa s heritage (both past and present), its fauna and flora and its social achievements and they also fall-in with worldwide numismatic trenda) The 2015 Commemorative Coin Series",0.7957151
"[ 0.80237657 -0.02786286  0.23917933 ...  0.9042118   1.1678993
  1.0704902 ]","[ 0.01070643 -0.00050724  0.01889626 ...  0.02800541  0.04026203
  0.03851495]",iti ago kgolo ya ekonom Tona Nene o hlagi it e tlhako ya ditshenyegelo t a ka nageng ya mengwaga ye meraro ye e latelag Tlhako ye ya ditshenyegelo e tla netefat a gore mmu o ga o t we tseleng go phethagat a mananeo a ona ka ge go hlagi it we ka go Leanotlhabollo la Boset haba (NDP).,These initiatives will guide the economy through times of slower global economic growth and volatilitSouth Africa has made progress in social and economic transformation and in addressing barriers to economic growt Minister Nene presented the country s expenditure framework for the next three year The expenditure framework will ensure government remains on cause in implementing its programmes as spelt out in the National Development Pla The key priorities remain at the centre of the medium-term expenditure planCabinet further supports the cost containment measures of government which will ensure the priorities of government are not compromised in any waCabinet welcomes the outcomes of the working visit by President Jacob Zuma to the Democratic Republic of Congo (DRC) from 16 to 17 October 2015.,0.7886373
"[ 0.4652646   0.00155944 -0.09407988 ...  0.51887065  1.3222684
  1.3848479 ]",[0.01463176 0.00633357 0.00142793 ... 0.0412438  0.01762888 0.03722968],Dilo t e di beilwego pele di bohlokwa ka go maano a ditshenyegelo t a lebaka la magarenKabinete e t wela pele go thekga magato a mmu o a go seket a ditshenyegelo ao a tlago netefat a gore dilo t e mmu o o di beilego pele ga di,The Principles sets out measures which each member country will have to take to prevent the misuse of legal persons and legal arrangements on ownershiCabinet further approved the setting up of the inter-departmental Committee that will oversee the implementation and reporting of the Country s Action Pla,0.75307596
"[ 1.145726   -0.11537471  0.719946   ...  1.1081672   1.5790529
  3.031649  ]","[ 0.013776   -0.00028785  0.00927468 ...  0.03722597  0.02138873
  0.06191767]",iti we ka mokgwa ofe goba ofKabinete e amogela dipoelo t a ketelo ya mo omo ka Mopresidente Jacob Zuma go la Democratic Republic of Congo (DRC) go tloga ka la 16 go fihla ka la 17 Diphalane 2015.,"South Africa Connect , as announced by President Jacob Zuma in his 2014 State of the Nation Address, by providing a platform to find practical and progressive solutions to a developing nation using ICT tool Cabinet approved the hosting of a National Imbizo Focus Week from 30 November to 6 December 2015 under the theme:",0.754088
[0.93694377 0.21905404 0.05770073 ... 1.2196748  0.7758331  1.2463062 ],"[ 0.02956245 -0.00014389  0.01934555 ...  0.04695605  0.0255177
  0.04330801]","Mo mengwageng ye lesome ye e tlago Khomi ene ya Dinaga ka Bobedi e tla maatlafat wa go phethagat wa ga diprot eke t a ekonomi t a mohlakanelwa, kudukudu Prot eke ya Grand Inga Hydropowe Prot eke ye e tla felet a ka go aba ga methopo ya tlalelet o ya mohlagase ka mothopong wa mohlagase ka nageng le go Selete sa Borwa bja Afrik Kabinete e amogela go phethwa go atlegilego ga ketelo ya mo omo ka Motlat amopresidente Cyril Ramaphosa ka Stockholm, Sweden go tloga ka la 18 go fihla ka la 20 Diphalane 2015, fao a bilego modulasetulommogo wa kopano ya bo 9 ya Khomi ene ya Dinaga ka Bobedi t a Afrika Borwa le Sweden, yeo e dirilego gore go tsebagat we semmu o komiti ya ka fasana ka ga tikologo, mohlagase le meetse Diphetho t e bohlokwa t a Kabinete Kabinete e dumelet e kamogelo ya dinaga t a G20 ya Melawana ya Maemo a Godimo ka ga Go hloka Sephiri ga Kholego ya Beng ba Dithot Melawana ye e bea magato ao naga ye nngwe le ye nngwe ya leloko e swanet ego go a t ea go thibela t homi obo aedi ya batho ba semolao le dithulaganyo t a semolao mabapi le beng ba dithotKabinete e t wet e pele go dumelela go hloma ga Komiti ya magareng ga dikgoro yeo e tlago hlokomela go tsenya tiri ong le go bega ga Leanotiro la ka Nagen Komiti ye e tla kgokaganywa ke Kgoro ya Tirelo le Taolo ya Set habMelawana ya maemo a godimo e tla kaonafat a go hloka sephiri ga batho ba semolao gomme dithulaganyo di bohlokwa go","Over the next decade the Bi-National Commission will intensify the implementation of joint economic projects, in particular the Grand Inga Hydropower Projec The project will result in additional source of energy to the county s energy grid and to the Southern African Regio Cabinet welcomes the successful conclusion of the working visit by Deputy President Cyril Ramaphosa to Stockholm, Sweden from 18 to 20 October 2015, where he co-chaired the 9th session of the South Africa-Sweden Bi-National Commission, which saw the launch of the environment, energy and water sub-committee Key Cabinet decisions Cabinet has approved the endorsement of the G20 countries",0.90469635
"[ 0.7954012   0.38096982 -0.01534043 ...  0.9086348   1.3924241
  2.3339016 ]",[0.03538009 0.01945993 0.00431618 ... 0.02682991 0.02835825 0.05943731],"irelet a seriti le go hloka sephiri ga tshepedi o ya dit helete lefaseng ka bopharGo thibela t homi obo aedi ya dihlongwa t e mabakeng ao a sego molaong a go swana le bomenet a, go efoga go lefa mot helo le go sepedi a dit helete ka ntle ga molao go thekga maikemi et o a dinaga t a G20 a go oket a kgolo ka peelet o ya lefapha la phraebet Kabinete e dumelet e gore Afrika Borwa e t eye maemo a Bodulasetulo bja Komititaolo ya Selekane se se Hlokago Sephiri sa Mebu o (OGP) ka 2015-2016.","High level principles will improve the transparency of legal persons and arrangements is important to protect the integrity and transparency of the global financial systePreventing the misuse of these entities for illicit purposes such as corruption, tax evasion and money laundering supports the G20 objectives of increasing growth through private sector investmen Cabinet approved South Africa s taking up of the Chairpersonship Open Government Partnership (OGP) Steering Committee in 2015-2016.",0.87765825
"[ 0.6667012  -0.10033756  0.04773574 ...  0.9506289   0.7523797
  0.7717927 ]","[ 0.02818849  0.00618526 -0.0003012  ...  0.0433524   0.00977413
  0.00929692]",Kabinete gape e amoget e gape sethalwa sa Afrika Borwa sa Leanotiro la Boset haba la bo 3 la OGOGP ke lesolo la lefaseng ka bophara leo le bopilwego ke tiri ano ya mebu o ye e etilego pele le mekgatlo ya baagi yeo e,Cabinet also endorsed South Africa s draft 3rd OGP National Action PlaThe OGP is a global initiative comprised of a coalition of leading governments and civil society organizations working to advance transparency and accountability in government,0.85580873
"[ 6.2371314e-01 -8.2917388e-05 -1.1584889e-01 ...  9.4491877e-02
  1.1867503e+00  7.3075747e-01]","[ 0.01184733 -0.00021563 -0.00017319 ...  0.02399848  0.01939008
  0.04432543]",omelago go t wet a pele go hlokega ga sephiri le maikarabelo ka mmu ong,The DHA will implement the biometrics (including fingerprints and photos) at ports of entry startin,0.67603946
"[ 1.0130205   0.1607786  -0.2454301  ...  0.91848165  0.73306334
  1.1358377 ]","[ 2.7999043e-02  5.0820373e-03 -3.4334320e-05 ...  2.1366049e-02
  3.6991287e-02  3.4942012e-02]","ka dinepo t a go oket a go araba ga mmu o go badudi, go lwant ha bomenet a, go t wet a pele go","with the goals of increasing the responsiveness of government to citizens, countering corruption, promoting economic efficiencies, harnessing innovation, and improving the delivery of service Since the inception of the OGP, South Africa has been an active member of the Steering Committee, which is the highest decision-making bod Cabinet approved that the International Convention on the Civil Liability for Bunker Oil Pollution Damage, 2001 be submitted to Parliament for ratificatioThe Bunkers Oil Convention ensures all the participants benefit on the reparation on damages that occur as a result of accident on its shore",0.73467433
"[ 0.8742231   0.16113247 -0.1954457  ...  0.974033    1.2938619
  0.8433383 ]",[0.02050732 0.00735787 0.00139535 ... 0.03824684 0.02959047 0.02814856],"oma gabotse ga ekonomi, go hloma boitlhamelo, le go kaonafat a kabo ya ditirelGo tloga mola go hlongwago OGP, Afrika Borwa e bile leloko leo le kgathago tema ka mafolofolo la Komititaolo ye, e lego setheo sa godimodimo seo se t eago dipheth Kabinete e dumelet e gore Melawana ya Bodit habat haba mabapi le Boikarabelo bja Badudi go Tshenyo ya Ditanka t a Oli t e","South Africa will not be liable for economic loss or cleaning-up costs arising from a release of bunker oil in its internal, territorial and exclusive economic zone waters but liability will be on the ship owner or the insureThe Convention also ensures that adequate, prompt, and effective compensation is available to persons who suffer damage caused by spills of oil, when carried as fuel in ships",0.7881355
