nso,en,src_text,trg_text,Cosine_Score
"[ 0.6227822  -0.13760641  0.42878237 ...  0.4745762   0.4079341
  2.1828609 ]",[0.00617202 0.00187075 0.01562838 ... 0.01452159 0.00746546 0.03617981],"Kabinete e kopane ka Laboraro la 24 Diphalane 2018 ka Tuynhuys, Motsekapa Merero ye bohlokwa seemong sa bjale1.","Cabinet met on Wednesday, 24 October 2018 at Tuynhuys in Cape Tow Issues in the environment1.",0.842819
"[ 0.75622463  0.06059577 -0.19541441 ...  0.95452625  1.1755071
  2.1373944 ]",[0.01477406 0.02308483 0.0069322  ... 0.02141222 0.01413311 0.05815211],Tlhahlo ya Pholisi ya Tekanyet okabo ya Paka ya Magareng (MTBPS) Kabinete e amogela polelo ya mathomothomo ya MTBPS ka Tona ya Dit helete Tito Mboweni yeo e ikadilego ka kgopolo ye tielet ego ya gore Afrika Borwa e ka mpshafat w MTBPS ya 2018 e laet a dikgetho t e boima t a ikonomi le met helo t eo di lebaganego le mmu o wa rena mo mengwageng ye meraro ye tlag Kgolo ya ikonomi ngwageng wa 2018 e theoget e fase go tloga go,"Medium Term Budget Policy Statement (MTBPS) Cabinet welcomes the maiden MTBPS by Finance Minister Tito Mboweni, which is based on the strong conviction that South Africa can be renewe The 2018 MTBPS highlights the difficult economic and fiscal choices confronting government over the next three year Economic growth for 2018 has been revised down from",0.8894875
[0.5831501  0.02792281 0.09320022 ... 1.0218289  0.81883615 1.6143521 ],"[ 0.02528059  0.02975016  0.000507   ...  0.04616067 -0.00011835
  0.0164346 ]","go fihla go , le gona seemo sa ikonomi lefaseng ka bophara se sant e se goga ka kgara mo mebarakeng ye t welelago ya ikonom MTBPS ya 2018 e kgont ha leano la Mopresidente la tlhabollo le go tso wa ga ikonomi leo le thekgwago ke tielelo ya ikonomi le ya met hel Mmu o o sant e o ikgafile mo tlhabollong ya go swarelela ga ikonomi, eup a go bile le go folot a ga e sale go fiwa Polelo ya Tekanyet okabo ya 2018 ka Dibokwane ngwaga w Mmu o o sant e o ikgafile go tii a ikonomi le go fedi a dikolot Ge go bapet wa seemo se se boima sa ikonomi le sa matlotlo, lekala leo le","to , and the global environment remains challenging for emerging market economie The 2018 MTBPS gives effect to the President s growth economic stimulus and recovery plan, which will be underpinned by fiscal and monetary stabilit Government remains committed to fiscal sustainability, but there has been slippage since the tabling of the 2018 Budget in February this yea Government remains committed to stabilizing and bringing down deb Against the backdrop of a difficult economic and fiscal environment, the proposed division of revenue continues to prioritise large social spending programmes that support basic education, health, social welfare, water, sanitation and electricity services Presidential Health Summit Cabinet welcomes the outcomes of the Presidential Health Summit which aim to address the various challenges facing the public health syste The outcomes will strengthen the preparations for the implementation of the National Health Insurance",0.8575088
"[ 0.6615587   0.08792666 -0.16987172 ...  0.42154974  0.82257104
  0.9470098 ]",[0.03036148 0.00858442 0.00912243 ... 0.03235443 0.02486718 0.01526444],"i int wego la letseno le gare le t welapele go bea pele mananeokgoparara a t homi o ya t helete set habeng ao a thekgago thuto ya motheo, maphelo, tlhabollo ya leago, meetse, kelelat hila le ditirelo t a kabo ya mohlagase Samiti ya Mopresidente ya Maphelo Kabinete e amogela dipoelo t a Samiti ya Mopresidente ya Maphelo yeo e nepilego go rarolla ditlhotlo t a go fapafapana t eo di","This coincides with the Cabinet Programme of Action Reporting Wee The Imbizo Focus Week will provide a platform for members of the National Executive as well as provincial and local government leaders to undertake community meetings and Izimbizo countrywide, over this period, to demonstrate government s implementation of the 2014-2019 Medium Term Strategic Framework and to respond to issues being raised by citizens, which impact on the safety, growth and development of our communitieThe two weeks of activism takes place against the backdrop of celebrations of the centenaries of Struggle icons Mama Albertina Sisulu and Tata Nelson Mandela, both of whom epitomised the value of regular consultation and interaction with the communities they serve",0.80720353
"[ 1.0705057   0.22752625 -0.11739665 ...  1.1183021   0.88602835
  0.7724529 ]",[0.02619791 0.00183948 0.00565149 ... 0.01453327 0.02780348 0.03979904],"et anego le sistemo ya mmu o ya maphel Dipoelo t e di tla maatlafat a ditoki et o t a go phethagat wa ga In orense ya Boset haba ya Maphelo Mpshafat o ya naga Kabinete e amogela phethagat o ya go se fetogefetoge ya mpshafat o ya naga le mananeo a pu et o ya naga ao a rarollago mabo aedi a go t ea lehlakore a kgale le go thu a go godi a ikonom Mopresidente Cyril Ramaphosa o etelet e pele moletlo wa pu et o ya naga fao dihektara t a go feta 4 586 t a naga di abet wego badudi ba motsana wa KwaMkhwanazi go la Empangeni, KwaZulu-Natal Babudi ba KwaMkhwanazi ba tla fiwa gape thekgo le ditefo t a ka morago ga tefelo ya naga yeo ka botlalo go ba thu a go diri a lehumo la naga yeo ka botlal Se se fetola badudi go tloga go balemi ba go lema feela gore ba iphedi e go ba balemi ba go lemela kgwebo le beng ba dikgwebo go ralala magato ka moka a thoto nageng ya bon Mmu o o ikgafet e go thekga go swarelela lebaka le letelele ga dikgwebo t eo di t welelago t a temo, t eo di akaret ago diprot eke t e 262 t a go amana le mpshafat o ya naga go hola bafsa le basadi go ralala diprofense ka moka Tshenyo ya ditlabelo t a mmu o Kabinete e laedit e matshwenyego a yona mo tshenyong ya ditlabelo t a dinamelw Se se bu et a morago boikgafo bja mmu o bja go i a ditirelo bathong bao ba bego ba phaet we ka thoko kua morag Le ge batho ba ka befelwa bjang goba bjang maitshwaro a bona ga a swanela go hlola tshenyo ya thoto ya mmu","Cabinet is taking advice on the matter School Safety Summit Cabinet welcomes the recently held School Safety Summit hosted under the leadership of Basic Education Minister Angie Motshekg The summit brought together education and external stakeholders to find solutions to safety issues facing the country s schools as well as to pave the way forward for safer environments in school This follows incidents of violence at some schools, including the tragic death of the 24-year-old teacher, Mr Gadimang Daniel Mokolobate, who was fatally stabbed by a learner at the Ramotshere Secondary School in Zeerust, North Wes All stakeholders agreed that violence in general, and in schools in particular, is not acceptable and that further cooperation is required to ensure that schools become safer for both learners and teachers Matric exams Cabinet wishes all learners, especially Grade 12 learners, well over this perio For the first time, the department will this year also administer an examination in South African Sign Language at Home Language level to 58 deaf candidates across 10 school The examination extends over five-and-a-half weeks and will conclude on 28 Novembe Learners across the country will also sign a voluntary pledge to commit to upholding the integrity of the examinations by not participating in any malpractic Parents and guardians are encouraged to support learners during this critical period in their academic journe It is also vital to motivate learners to finish their schoolin Cabinet decisions9.",0.862181
"[ 0.7037724  -0.05941672 -0.13031721 ...  0.9347794   0.88610095
  0.98337716]",[0.01276895 0.04747809 0.0056742  ... 0.04060577 0.02121532 0.03404073],Tshenyo ya mohuta wo e hula bahloki ditirelo t eo ba di hlokago kud Kabinete e dira bopilet o go maloko a set haba go nt ha mahlo dinameng le go,"This undermines government's commitment to take services to historically disadvantaged communitie No amount of unhappiness should result in the destruction of public propert Such destruction serves to rob the poor of much-needed service Cabinet calls on members of the public to be vigilant and work with law enforcement agencies to bring those responsible to accoun Cabinet further noted that the Justice, Crime Prevention and Security Cluster will deal with this matter accordingl 5.",0.7828756
"[ 0.78353375  2.3544362  -0.14596401 ...  0.7358024   1.1930699
  1.2709781 ]","[ 0.00998476 -0.00146278 -0.0003256  ...  0.02914025  0.01783271
  0.00295615]","omi ana le makoko a phethagat o ya melao go golega bao ba nago le seabe gore ba ikarabel Kabinete e lemogile gape gore Lekala la Toka, Thibelo ya Bosenyi le T hirelet ego le tla rarolla taba ye go ya ka tshepedi o ye maleba Tshepedi o ya thwalo ya Molaodi wa Boset haba wa Ditsheki o t a Mmu o (NDPP)","The KwaMkhwanazi community will also receive post-settlement packages and support that will assist them to maximise the potential wealth of the lan This shifts communities from subsistence to commercial participants and owners of businesses across the value chains of the assets on their lan Government is committed to supporting the sustainability of emerging agricultural enterprises, which includes 262 land reform-related projects to benefit youth and women across all provinces Destruction of public infrastructure",0.75872713
"[ 1.0105246   0.03952108 -0.3022205  ...  0.5577233   1.0371759
  0.47343332]","[ 0.03129487 -0.00235871  0.0026714  ...  0.01263737  0.0438908
  0.02824426]",Kabinete e amogela lemanoga le lefsa la go thwala Molaodi wa Boset haba wa Ditsheki o t a Mmu o (NDPP).,Cabinet has approved the declaration of 20 Marine Protected Areas (MPAs) as part of the Operation Phakisa: Ocean Economy MPAs Representative Networ,0.7483145
"[ 7.0415521e-01  6.1348367e-01 -1.0169877e-03 ...  5.3325701e-01
  5.7056767e-01  1.8198857e+00]",[0.00732447 0.04051727 0.00450614 ... 0.01491547 0.02455109 0.07028306],"Mopresidente Ramaphosa o thwet e Sehlopha sa Baelet i go hlaola badiradikgopelo le go ba bot olo a e le bao ba swanelago ke go lebelelwa go ka tsorama maemo a Hlogo ya Lekgotla la Boseki i bja Boset hab Sehlopha se sa Boelet i se dut e lekga la mathomothomo bekeng yona ye ebile go letet we gore le tla romela maina a bao ba hlokot wego go Mopresidente pele ga la 7 Manthole 201 Kahlolo ya Kgorotsheko ya Molaotheo Kabinete e sekasekile Kahlolo ya Kgorotsheko ya Molaotheo mabapi le t homi o, temo le go ba le lebake bathong ba bagolo mafelong a bona ka sephiring gore ba ka e",National Director of Public Prosecutions (NDPP) appointment process Cabinet welcomed the new approach of appointing the NDP President Ramaphosa appointed the Advisory Panel to identify and conduct interviews with individuals worthy of consideration to occupy the position of the Head of the National Prosecuting Authorit The panel convened for the first time this week and is expected to submit shortlisted names to the President by 7 December 2018.,0.8250325
"[ 0.778721    0.22422948 -0.15296835 ...  1.2693591   1.1939924
  0.8101297 ]","[ 0.01229728 -0.00098576 -0.00012801 ...  0.01802012  0.01718519
  0.03378046]","omi a, le ditlamorago t a yon Maloko a set haba a kgopelwa go itlwaet a kahlolo ye ka ge t homi o ya lebake mafelong a bohle e iledit w Go feta mo, kahlolo ye ga e bee go gweba ka lebake molaon Kabinete e dumela gore kahlolo ye e gona go lebelet we melao ye mengwe ye ka bago maleba mo t homi ong, tshwarong le temong ya lebak Kabinete e sa hwet a dikelet o mo tabeng ye Samiti ya Polokego Dikolong Kabinete e amogela Samiti ye bego e swerwe malobanyana mo ya Polokego Dikolong yeo e bego e swerwe ka fase ga boetapele bja Tona ya Thuto ya Motheo Angie Motshekg Samiti ye e kopant e mmogo baamegi ba thuto le ba kantle go hwet a ditharollo ditlhotlong t a polokego t eo di lebaganego le dikolo t a naga ye gotee le go kgora ditsela go ya pele t a tikologo ya polokego dikolon Se se latela ditiragalo t a dikgaruru dikolong t e dingwe, go akaret wa lehu le sehlogo la moruti i wa mengwaga ye 24, Morena Gadimang Daniel Mokolobate, yo a hlabilwego ka thipa go fihla a neela moya a hlaba ke morutwana wa Sekolo seo se Phagamego sa Ramotshere kua Zeerust, Leboa Bodikel Baamegi ka moka ba kwane gore dikgaruru ka botlalo, kudukudu dikolong, ga di amogelege le gatee le gore t homi anommogo ya goya pele e ya nyekega go netefat a gore dikolo di a bolokega go barutwana le baruti i ka bobedi ga bona Ditlhahlobo t a marematlou Kabinete e lakalet a barutwana ka moka mahlatse le mahlogonolo, kudukudu ba Mphato wa Marematlou, mo nakong ye ya ditlhahlob Lekga la mathomothomo, kgoro e tlare wona ngwaga wo ya sepedi a ditlhahlobo t a Polelo ka Diatla ya Afrika Borwa maemong e Leleme la Letswele go barutwana ba difoa ba 58 go ralala dikolo t e lesom Ditlhahlobo t e di gagaba lebaka la dibeke t e tlhano le seripa ebile di tla rungwa ka la 28 Dibatsela 2012.","Cabinet approved the publication of the Children s Amendment Bill in the Government Gazette for public comment The Bill seeks to strengthen coordination of the child-care and protection system through interdepartmental and intersectoral collaboratio The amendments respond to the North Gauteng High Court Judgement of November 2017, wherein the Department of Social Development was ordered to prepare and introduce the necessary amendments to the Children s Act, 2005 (Act 38 of 2005) in respect to the legal solution towards the management of the foster-care syste Cabinet approved the introduction of the Postal Services Amendment Bill to Parliamen The Bill gives effect to the National Integrated ICT Policy White Paper that was approved by Cabinet in September 2016.The intended outcomes are to have a competitive, viable and sustainable South African Post Office that provides/facilitates universal services and access as well as the transformation of the postal secto The Bill also provides an approach to assigning physical addresses to rural and traditional communitieThis Bill has already gone through public consultatio Upcoming events13.",0.8613723
