nso,en,src_text,trg_text,Cosine_Score
"[ 0.4209265  -0.30877468 -0.14732374 ... -0.03521772  0.12848121
  1.6048564 ]","[ 0.00502962 -0.00298559 -0.00078577 ...  0.01459805 -0.00021021
  0.02716127]",Merero ye Bohlokwa Seemong sa Bjale1.,Issues of the environment1.,0.55288965
"[ 0.84127825 -0.16383111 -0.22222748 ...  0.43521276  1.2104367
  1.1339939 ]","[ 0.03238132 -0.00015261 -0.00013638 ... -0.00306656  0.03554365
  0.01799261]",Let at i la Bodit habat haba la go Lwant ha Bomenet a,Mr Metusa MbasEnquiries:Ms Phumla Williams,0.653199
"[ 0.9305776  -0.20523949 -0.01316054 ...  0.64928305  0.9967794
  2.5103862 ]",[0.01911093 0.01217353 0.0166836  ... 0.01926311 0.00148725 0.06428862],"Afrika Borwa e tsenet e meketeko ya lefase ka bophara go keteka Let at i la Bodit habat haba la go Lwant ha Bomenet a ka Labone, 9 Manthole 2021 ka fase ga morero wo","South Africa joins the rest of the world in commemorating International Anti-Corruption Day on Thursday, 9 December 2021 under the theme",0.8105255
"[ 0.6173802   3.7061746  -0.10919403 ...  0.47625333  0.48185
  1.4614381 ]","[ 0.02324903  0.00629211 -0.00041321 ...  0.01395289  0.03257374
  0.04536991]","Bokamoso bja go hloka bosenyi bo thoma lehono, bo thoma ka nna .","Corruption-free future starts today, it starts with me .",0.7968366
"[ 0.684405   -0.09778711 -0.23460293 ...  0.7073229   1.04552
  1.7711021 ]","[ 0.01503331 -0.00111332  0.0052828  ...  0.03343448  0.02557451
  0.04457991]",Morero wa Dit habakopano wa Let at i la Bodit habat haba la go Lwant ha Bomenet a la 2021 ke:,"Cabinet noted the rapid increase in COVID-19 infections in various parts of South Africa and urged all people in the country to take stronger action to fight back against the disease and its variant Our COVID-19 infections recorded in the last 24 hours stands at 19 842, which translates into a 2 positivity rat We have also lost 36 people to COVID-19 related complications in the last 24 hour",0.6865133
"[ 0.595113    0.13310096 -0.07939439 ...  0.7999485   0.9111415
  0.13477509]","[ 3.1691894e-02  1.3685766e-02 -6.5856948e-05 ...  3.2929834e-02
  4.5356903e-02  6.1077597e-03]","Ditokelo t a gago, tema ye o ka e kgathago: Ganet a bomenet a .","Your right, your role: Say no to corruption .",0.73660123
[0.5979283  0.03510622 0.01277591 ... 0.43036434 1.0875643  1.49398   ],[0.00814887 0.00964166 0.02016303 ... 0.01295062 0.00984652 0.04031968],"Bomenet a, go sa lebelelwe gore ke bjo bogolo goba bjo bonyenyane, e dula e le ye nngwe ya ditlhohlo t e dikgolo kudu t eo naga e lebanego le t ona","Corruption, whether large or small, remains one of the greatest challenges facing the country and holds back economic growth and social developmen",0.7899404
"[ 1.2765932  -0.2154683  -0.04504109 ...  0.6691332   0.7901092
  0.3582393 ]","[ 1.6218685e-02 -7.1050489e-04 -4.2098567e-05 ...  2.8563416e-02
  3.1046318e-02  3.1450730e-02]",gomme be bu et a morago kgolo ya ekonomi le tlhabollo ya leag,for her excellent contribution to mobilising the use of arts and application of creativity for democracy,0.64700377
"[ 0.5848786   1.2244151  -0.1970725  ...  0.98975945  1.0914515
  0.8083602 ]","[ 0.01418111  0.00070427 -0.00019037 ...  0.02055089  0.02435707
  0.00757854]",Kabinete e dula e na le tlhohlelet o ya gore lenaneo la toka le t wela pele go t ea magato go swara le go seki a bao ba hwet wago ba amegile ditirong t a bomenet,"Cabinet appealed to everyone, especially men, to take a stand and play an active role in ending the scourge of violence against women and childre Men must lead by speaking out against GBVF and reporting it to law-enforcement agent They must also raise awareness, and engage in peer education and efforts to prevent GBV",0.74715316
"[ 1.6903948   1.2182152  -0.00792545 ...  0.9782451   1.409495
  2.6373508 ]",[0.04223502 0.02094268 0.00452868 ... 0.01830788 0.04308281 0.06275254],"Khomi ene ya Dinyaki i o ya go lebelela Dikgonono t a go Gogwa ga Mmu o ka Nko, Bomenet a le Bofora Lefapheng la Mmu o, go akaret wa le Ditheo t a Mmu o, e beakanyedit we go romela Mopresidente Cyril Ramaphosa pego ya yona ya mafelelo ka Mokibelo, 1 Pherekgong 2022.","Cabinet remains encouraged that the justice system continues to take decisive steps to bring those who were found to have been involved in acts of corruption to accoun The Commission of Inquiry into allegations of State Capture, Corruption and Fraud in the Public Sector, including Organs of State, is scheduled to submit its final report to President Cyril Ramaphosa on Saturday, 1 January 2022.",0.8292295
"[ 0.8282987   1.408349   -0.25984722 ...  0.90693015  0.8792096
  0.44429043]","[ 0.02594671  0.02199267 -0.00045828 ...  0.01625529  0.01964555
  0.00784261]","Kabinete e holofela gore godimo ga go tsebagat a badirabokgopo ba bomenet a, pego ye e tla re fa dit hi inyo t a go matlafat a dipeakanyo t a rena go thibela bomenet","Cabinet anticipates that in addition to exposing the perpetrators of corruption, this report will also provide us with proposals to strengthen our systems to prevent corruptio",0.8828223
