nso,en,src_text,trg_text,Cosine_Score
"[ 0.87718576  0.07988649 -0.10393842 ...  1.2054143   0.9367081
  1.4357605 ]","[2.1713734e-02 4.2542405e-03 6.0593429e-05 ... 2.7915545e-02 2.2791296e-02
 2.4733350e-02]","Diphetho t a Kabinete ka ga merero ye e lego ditabeng ka seemong sa bjale le ka meletlo ye e tlago Kabinete e amoget e tokollo ya Pego ya Afrika Borwa ya Tekodi i o ya Mengwaga ye Masopedi 1994 2014, ka Mopresidente Jacob Zuma, yeo e lego bohlatse bja kgatelopele ye e dirilwego ke mmu o go kgonthi i a gore bohle ba phela bokaonKa moya wa go t ea Tekodi i o bjalo ka tlhompho go Mopresidenete wa pele Nelson Mandela, Kabinete e dira boipilet o go makala ka moka a set haba go bala pego, go tsenela meletlo ya Mengwaga ye 20 ya Tokologo le go thu a go thoma poledi ano ya boset haba ka ga dikatlego le ditlhohlo t a renTekodi i o e tii elet a kgatelo pele ye re e dirilego kagong ya temokrasi ya molaotheo ye e phelago, ye e tswelago pele, ye e sa kgethollego go ya ka bong le semorafe, go dira Afrika Borwa naga ye kaone go phela ka go yon Kabinete e gopot a makala ka moka a set haba gore 2014 e beilwe go ba ya lesolo la Mengwaga ye 20 ya TokologMoranang ke Kgwedi ya Tokolog MaAfrika Borwa ka moka le badiri ane ba bodit habat haba le bakgathatema ba lalet wa go tsenela meketeko ya Kgwedi ya Tokologo ka go anega dikanegelo t a bona ka ga ka fao, ka go","Cabinet s decisions on current issues and upcoming events Cabinet welcomed the release of the Twenty Year Review South Africa Report 1994 2014, by President Jacob Zuma, which is testimony to the progress government has made to ensure a better life for alIn the spirit of the Review being dedicated to former President Nelson Mandela, the Executive calls on all sectors of society to engage with the report, join in the 20 Years of Freedom celebrations and help shape the national discussion on our achievements and challengeThe Review confirms the progress we have made in building a non-racial, non-sexist, thriving and vibrant constitutional democracy, making South Africa a better country to live i Cabinet reminds all sectors of society that 2014 has been dedicated to the 20 Years of Freedom campaigApril marks Freedom Mont All South Africans and international partners and stakeholders are invited to join the Freedom Month celebrations by relating their stories on how, through working together, we have changed the lives of South Africans for the betteAs we make our way to polling stations on 7 May 2014, let us once again demonstrate that we are a vibrant, enthusiastic and peaceful democracCabinet calls on all South Africans to be active participants in electioneering but to do so peacefully and with tolerance for the right of all voters to express their opinions publicly and make their choice privately in the voting bootLaw enforcement agencies will be active to protect this right, to ensure that all areas of the country participate in the democratic process, which is a product of our Struggle for freedo As part of the national infrastructure roll-out plan of the Presidential Infrastructure Coordinating Commission, Cabinet draws the nation s attention to the following positive developments:1.",0.86496675
"[ 0.6219709  -0.01161794 -0.13887604 ...  0.83506054  0.8083147
  1.1710116 ]","[ 0.02578702 -0.00032144 -0.00020556 ...  0.01324691  0.03980294
  0.0555723 ]","oma mmogo, re fetot ego maphelo a maAfrika Borwa go a dira a makaonGe re e ya diti ing t a dikgetho ka la 7 Mopitlo 2014, a re laet eng gape gore ke rena temokrasi ye e phelago, ya mafolofolo le khut Kabinete e dira boipilet o go maAfrika Borwa ka moka go ba bakgathatema ba mafolofolo dikgethong eup a go dira bjalo ka khut o le kgotlelelano ya tokelo ya bakgethi ka moka ya go laet a dikgopolo t a bona pepeneneng le go dira dikgetho t a bona sephiring ka ntlwaneng ya go boutelMakala a phethagat o ya molao a tla","humanitarian relie Cabinet commends the intervention by security forces to aid rescue effortAll South Africans, especially communities living in flood prone areas, are urged to take extra precautions during periods of extreme weather condition Parents and guardians must take precautionary measures to ensure the safety of childre Additionally, motorists and pedestrians need to remain vigilant when using roads in wet conditionCabinet expresses its gratitude to the public for the part they played in relieving the pressure on the national power grid over the last montIndividual consumers and corporates are encouraged to continue using electricity wisely and conserve power whenever possible, especially during the current weather conditionSouth Africa will be attending the Fourth European Union (EU)-Africa Summit taking place in Brussels, Belgium on 2 and 3 April 2014.",0.7958013
"[ 1.3856922   0.01750483 -0.17670824 ...  0.35450676  0.9805685
  0.04739435]",[0.03693821 0.00055768 0.00088237 ... 0.00991825 0.02148406 0.08805987],oma go,De Hoop Dam in Limpopo will be commissioned towards the end of March 2014.,0.42685807
"[ 1.2443112   0.16524462 -0.0752947  ...  0.8402658   1.0323583
  1.2649744 ]",[0.01657909 0.01623274 0.067086   ... 0.02022393 0.04100073 0.03094684],"irelet a tokelo ye, go kgonthi i a gore mafelo ka moka a naga a kgatha tema tshepet ong ya temokrasi, yeo e lego set welet wa sa Ntwa ya rena ya tokolog Bjalo ka karolo ya lenanaeo la thakgolo ya mananeokgoparara a boset haba a Khomi ene ya Mopresidente ya Peakanyo ya Mananeokgoparara, Kabinete e gogela","The Project is a prime example of what can be achieved when neighbouring countries cooperate and work towards a common goa The development of mutual water resources is significantly contributing to the peace and prosperity of the Southern African region and the welfare of its people Cabinet is pleased with the move to revitalise South Africa s rail system, with the awarding of a R50 billion contract by Transnet for the building of 1 064 modern and technologically advanced locomotiveTransnet Engineering s role in the agreement is to ensure that the division is transformed into a global original equipment manufacturer over tim This transaction is intended to transform the South African rail industry by growing existing small businesses and creating new one Cabinet welcomes the launch of the first MeerKAT antenna by the Department of Science and Technology at the Square Kilometre Array (SKA) core site near Carnarvon, in the Northern Cape on 27 March 2014.The MeerKAT, which is predominantly a locally designed and built instrument, again demonstrates that South Africa can compete with the best when it comes to research, engineering, science and technolog It will constitute 25 per cent of the SKA Phase 5",0.7280089
"[ 0.78137594 -0.22744003  0.8176236  ...  0.42110613  0.9894503
  1.37183   ]","[ 0.02236696 -0.00038243  0.09440377 ...  0.01300606  0.02567852
  0.0729877 ]",edi ya set haba go dit welopele t e di botse t e di latelago:1.,"The City of Tshwane is affording Ms Mahlangu a civic funeral and flags will be flown at halfmast to pay homage to her Key Cabinet discussions and decisions Cabinet received a report on the Presidential Hotline for the four years it has been functiona Case resolution, performance improved year on year as follows; 6% year one; 7% in year 2; 8% in year 3 and is now at 9.",0.6564957
"[ 0.9019612   0.43972874 -0.7675689  ...  0.45900542  0.65838325
  0.37688467]","[ 6.9622668e-03 -2.3178801e-04 -8.7379667e-05 ...  1.0655487e-02
  6.1903335e-03  1.1546321e-02]",Letamo la De Hoop ka Limpopo le tla thoma go,This follows the recommendation made in the Public Protector s repor,0.5858295
"[ 0.75718004 -0.35132396 -0.370915   ... -0.03348667  0.41306373
  1.4448202 ]",[0.00468607 0.02592738 0.10124824 ... 0.01643428 0.00232126 0.02205749],oma ka Hlakola 2014.,"between 2008/09 to 2011/12.It is also evident that government funds most of the scientific research that takes place in South Africa, and that the bulk of the implementation is located outside national departments,",0.33623898
[0.36800364 0.67665    0.11307652 ... 1.0886518  1.7410481  1.5413812 ],[0.01316946 0.02202472 0.0186155  ... 0.02627293 0.02882891 0.02701897],"Le ke letamo la bone ka bogolo le le agilwego go tloga mola go thomago pu o ya rena ya temokras Letamo le tla thu a go hlohlelet a mediro ya ekonomi, go hlola me omo le go thu a kabong ya ditirelo ka profenseng le ka ntle ga profensBatho ba go feta ba 800 000 tikologong ya Ga-Sekhukhune ba tla holwa ke kabo yeo e kaonafet ego ya meetse a ka malapeng le ao a bolokegilego mola mediro ye meswa ya meepo le temo le yona e tla holwa ke kabo ya meetsMebasepala ya tikologo, ka thekgo ya mmu o wa profense le wa boset haba, e beeledit e R3 bilione ya tlalelet o ka go mananeokgoparara go hlweki a le go abela badiri i ba ka malapeng le ba ditoropong meetse Kabinete e laedit e go kgotsofat wa ke thakgolo ye e beakant wego ya Kgato ya II ya Prot eke ya Meetse ya Lesotho Highlands ka la 27 Hlakola 2014.","This is the fourth biggest dam built since our post democratic dispensatio The Dam will help drive economic activity, create jobs and aid service delivery in the province and beyonMore than 800 000 people in the Sekhukhune area will benefit from secure and improved domestic water supply while new mining and agricultural activities will also benefit from the supply of wateMunicipalities in the area, supported by national and provincial government, have invested an additional R3 billion in infrastructure to treat and distribute water to rural domestic and urban users Cabinet expressed satisfaction at the planned launch of the Lesotho Highlands Project Phase II on 27 March 2014.",0.9014667
"[ 0.73161376 -0.04003685  0.00719808 ...  0.07337987  0.5644765
  1.071799  ]","[ 0.01263741 -0.00246875 -0.00045356 ...  0.02394627  0.03200906
  0.02927016]",Prot eke ke mohlala wo mogolo wa seo se kago fihlelelwa ge dinagabaagi ane di,Cabinet expresses condolences to the families and friends of those who lost their lives as a result of the recent heavy rain Cabinet reassures South Africans that the National Disaster Management Centre,0.59778523
"[ 0.86254317 -0.39470357 -0.1862579  ...  0.46000448  0.7551605
  0.2153912 ]","[ 0.01949807  0.00752613 -0.00107478 ...  0.02935908  0.02288974
  0.00723995]",omi ana le go,through the National Joint Operational and Intelligence (NATJOINT) structure - will continue with search and rescue efforts and,0.5369231
