nso,en,src_text,trg_text,Cosine_Score
"[ 1.0940077  -0.14175427  0.35738784 ...  0.88303113  0.97240186
  1.2673217 ]","[ 0.02273095 -0.00097325  0.01821376 ...  0.04315711  0.03052691
  0.0632852 ]","Merero ye e lego ditabeng seemong sa bjale Kabinete e amoget e Lekala la 6 la Sete e sa Mohlagase sa Medupi ka Lephalale, Limpopo ge le thomile go","Current issues Cabinet welcomed Unit 6 of Medupi Power Station in Lephalale, Limpopo coming into full commercial operation and contributing 800 megawatts (MW) power into the national gri The Medupi Power Station Project is a greenfield coal-fired power plant comprising six units rated in total at 4 764 MW installed capacit President Jacob Zuma will launch this unit on 30 August 2015.Construction of the Medupi Power Station started in May 2007 and all six units are expected to be operational in the first half of 2019.",0.7331498
"[ 1.0145947  -0.06829459  0.01242299 ...  0.62670267  1.1617326
  2.3765922 ]",[0.00079722 0.00067858 0.00618077 ... 0.03074134 0.02803818 0.04533625],oma bjalo ka la kgwebo ebile le eba le seabe sa mohlagase wa dimekawate t e 800 (MW) ka gare ga mothopo wa mohlagase maemong a boset hab Prot eke ya Sete e sa Mohlagase sa Medupi ke polante ye e hlokago mapheko ya mohlagase wa go fehlwa ka malahla ye e nago le makala a tshela ao a et wego gore a na le palomoka ya bokgoni bja go t welet a 4 764 M Mopresidente Jacob Zuma o tla thakgola semmu o lekala le ka la 30 Phato 2015.Go agwa ga Sete e sa Mohlagase sa Medupi go thomilwe ka Mosegamanye 2007 gomme makala a sona ka moka a tshela go emet we gore a tla be a,"Once completed, it will be the fourth largest coal-fired plant and the largest dry-cooled power station in the worl The planned operational life of the power station is 50 yearUnit 6 was first synchronised to the national grid on 2 March this year and has been supplying electricity to the national grid intermittently whilst undergoing regular optimisation test During this period Unit 6 has been able to alleviate pressure on the national electricity system, helping to either avoid load-shedding altogether or minimise its severit The unit s commercial operation has been achieved, well within the normally stipulated period of six months after first synchronisatioThe commercial operation of Unit 6 of the Medupi Power Station is a critical milestone in our effort to build new generating capacit Cabinet further appreciated the current constraints the country still faces on the power suppl While load-shedding is regrettable, Eskom is committed to perform the necessary maintenance to improve the long-term health of our plants with reasonable disruption Next Monday (31 August), Unit 2 of the Koeberg Power Station in the Western Cape will be shut down for planned maintenanc The unit is expected to return to service after three month The scheduled shutdown of Koeberg Unit 2 is part of Eskom s overall maintenance programme for its fleet of power station Every 16 to 18 months, each of the two units at Koeberg is shut down for refueling, inspection and maintenanc The routine shutdowns are scheduled so as to avoid having both units out of service at the same time and to avoid the winter months in each yea Whilst we continue to make progress in improving our electricity generation capacity, Cabinet calls on South Africans to continue using electricity sparingly Summit of Heads of State and Government Cabinet welcomed the outcomes from the 35th Ordinary Southern African Development Community (SADC) Summit of Heads of State and Government, wherein President Zuma led the South African delegatioThe summit adopted the revised Regional Indicative Strategic Development Plan 2015-2020.",0.7926116
"[ 0.76300085 -0.31729087  0.8687592  ...  0.6691472   0.78850734
  2.2772443 ]","[ 5.7588875e-02  3.3704168e-03  2.4566734e-05 ... -3.9130244e-03
  1.8692529e-02  1.3338484e-02]",oma ka seripagareng sa mathomo sa ngwaga wa 2019.,Ms Xolelwa Mlumbi-Peter,0.47689265
"[ 1.290677   -0.0331645   0.26069134 ...  0.8387482   1.086536
  0.93156654]",[0.03123525 0.00716532 0.00136589 ... 0.0481513  0.0311565  0.04285962],"Ge se phethilwe, se tla ba pholante ya bone ka bogolo go dite e t a mohlagse wo o fehlwago ka malahla le bjalo ka sete e se segolo kudu sa mohlagase sa go fodi wa ka moya lefasen Bophelo bja go","in respective the abuse of women and children Cabinet wishes Health Minister Aaron Motsoaledi, who was admitted over the weekend to the Steve Biko Academic Hospital in Pretoria, a speedy recover He has since been discharged and is recuperating at hom 8.",0.6799779
"[ 1.1999494  -0.10362138  0.01910879 ...  0.869885    0.98191285
  1.5122384 ]","[ 2.2438914e-02 -5.7221343e-05 -4.5248184e-05 ...  1.2613024e-02
  4.2778812e-02  3.8976580e-02]",oma ga sete e se ke mengwaga ye 50.Lekala la 6 le thomile go kopanywa le mothopo wa boset haba wa mohlagase ka la 2 Mopitlo mo ngwageng wo gomme le abile mohlagase go mothopo wa mohlagase wa boset haba ka dinako t e it ego ge le dut e le dirwa diteko t a go bona ge eba le tla kgona go,"and appeals to South Africans to plant just one tree today and help invest in a sustainable future Congratulatory message Cabinet wishes success to the country s athletes competing in the 15th World Championships in Athletics currently taking place in Beijing, China and those participating in the 11th All-Africa Games between 4 and 19 September 2015 in Brazzaville, CongCabinet calls on South Africans to unite behind our athletes as they fly our flag high and make the nation prou Cabinet joins President Zuma in congratulating the SABC journalists Dennis Tshetlhane and Sam Msibi for winning the Television Category of the SADC Media Awards, and high-school learner Imbelani Matibe for winning the SADC Essay School Category Competitio Cabinet thanks all the South Africans that joined in the celebrations of the Women s Mont",0.72953135
"[ 1.2237985  -0.02630176 -0.02040264 ...  0.70128876  0.7891538
  0.9709989 ]","[ 0.02442107 -0.00079553  0.00625313 ...  0.03050962  0.03438636
  0.05155415]","oma ka botlal Mo nakong ye Lekala la 6 le ile la kgona go fedi a kgatelelo ye e bego e le gona go tshepedi o ya mohlagase ya boset haba, go realo la thu a go efoga go we wa ga mohlagase ka botlalo goba la fokot a seemo sa go goga boima kabong ya mohlagas Go","An efficient public service is a key requirement to deliver on the NDP and Cabinet calls on public servants to recommit to the Batho Pele principles by delivering high quality, cost-effective and efficient services to all South African Cabinet was briefed on progress made for hosting the XIV World Forestry Congress of the Food and Agriculture Organisation to be held from 7 to 11 September 2015 in the Inkosi Albert Luthuli Convention Centre, KwaZulu-NataThe theme",0.6937396
"[ 0.9820667  -0.02957868  0.09239675 ...  0.7367522   1.0355899
  1.0208375 ]","[ 0.018422   -0.00139903 -0.00213991 ...  0.03437837  0.05043554
  0.02417239]","oma ga lekala le bjalo ka la kgwebo go fihlelet we, ebile go ka gare ga lebaka la nako ya setlwaedi ye e bewago ya dikgwedi t e tshela ka morago ga go kopanywa le mothopo wa boset haba wa kabo ya mohlagasGo",AppointmentsAll appointments are subject to the verification of qualifications and the relevant clearanc South African Weather Services Board:a) Ms Ntsoaki Mngomezulu,0.70632815
"[ 0.87728274  0.06532321 -0.09838758 ...  0.62001747  1.1260184
  0.9209912 ]",[0.02059209 0.00128338 0.02468852 ... 0.0302737  0.02520436 0.04610974],"oma ga Lekala la 6 la Sete e sa Mohlagase sa Medupi bjalo ka la kgwebo ke phihlelelo ye bohlokwa ka maitapi ong a rena a go aga mothopo o moswa wa t welet o ya mohlagas Kabinete e t wet e pele go lemoga mathata ao a lego gona mo lebakeng le ao naga e sa lebanego le ona ka kabong ya mohlagas Le ge e le gore go we wa ga mohlagase ke selo sa maswabi, Eskom e ikgafile go loki a ka fao go hlokagalago ka nepo ya go kaonafat a go","reflects people-centered forestry, forestry s role in socio-economic development, needs and opportunities for investments, and the role of forests in economic developmen This relates directly to government s priorities on poverty eradication, rural development and job creatio The congress will also focus on water scarcity and climate changThis is the first World Forestry Congress to be held in Africa and provides an opportunity to profile the continent on the global forestry stag An outreach programme will inform the public, including vulnerable groups, about possible participatioThe congress will follow National Arbor Week (1 to 7 September) under the theme",0.75942755
"[ 0.72933173 -0.14066401  0.2798753  ...  0.6305606   0.83039814
  1.546481  ]","[ 9.2068287e-03  3.3791032e-02 -6.3899119e-05 ...  3.3918973e-02
  2.4531798e-02  3.2737367e-02]","oma ga dipolante t a rena lebaka le letelele gomme go na le go we wa ga mohlagase fao go kwagalag Mo upologo wa bekeng ye e tlago (ka la 31 Phato), Lekala la 2 la Sete e sa Mohlagase sa Koeberg ka Kapa Bodikela le tla tingwa go loki wa go ya ka fao go rulagant wego ka gon Lekala le go emet we gore le tla boela go","Our indigenous knowledge, our heritage: Towards the identification, promotion and preservation of South African s living heritage .This year s commemoration will take the format of a cultural fair and communities are encouraged to use their living heritage such as food, craft, dance and music to promote cultural diversity, human rights, nation-building and economic developmen South Africa will also celebrate Tourism Month in September, which is an opportune time for families to visit the country s heritage sites to reconnect with our pasDuring Heritage Month, the Department of Arts and Culture will undertake a sod turning on the National Heroes Acre in Pretoria to signal the start of construction of a national monument that will depict the pre-colonial era, liberation struggle and the different heroes who fought for social progres The annual South African Police Service (SAPS) National Commemoration Day on 6 September 2015 at the Union Buildings in Pretoria will celebrate the courage and dedication of officers who paid the ultimate price to protect communitieThrough the SAPS recruitment campaign an additional 6 252 members will be enlisted during the 2015/16 financial year to enhance detective services, visible policing, crime intelligence, forensic services, including protection and security serviceCabinet calls on our youth to consider a career in the SAPS, which offers numerous opportunitie More information can be obtained on wwsapgoz The annual Public Service Month will take place across the Public Service in September under the theme",0.73252004
"[ 0.49981546 -0.13190286  0.28956664 ...  0.9543311   1.0087312
  1.0083927 ]","[ 3.5055295e-02 -1.6764583e-05 -1.3768845e-04 ...  5.4667038e-03
  4.0839795e-02  2.4513396e-02]","oma ka morago ga dikgwedi t e thar Go tima fao go rulagant wego ga Lekala la 2 la Koeberg ke karolo ya lenaneo la Eskom la go loki a molokoloko wa dite e t a yon Dikgwedi t e dingwe le t e dingwe t e 16 go fihla go t e 18, le lengwe le le lengwe la makala a mabedi a Koeberg le a tingwa go t helwa makhura, go hlahlobja le go loki w Go tingwa mo ga kgafet akgafet a go rulagant we ka nepo ya go efoga gore makala a ka bobedi a se ke a",Non-executive members appointed to the Board of the Cross-Border Road Transport Agency:a) Ms Reitumetse Masemola; andb) Barend Christoffel Deyse Non-executive members appointed to the Ports Regulator:a) Mr Thaba Mufamadi,0.7142509
