nso,en,src_text,trg_text,Cosine_Score
"[ 0.8058846  -0.18142709  0.04723722 ...  0.6437063   0.44342405
  2.1842844 ]",[0.01012681 0.00148941 0.00329955 ... 0.01225168 0.00839028 0.01552923],Kabinete e kopane ka Laboraro la 24 Mosegamanye 2019 ka Tuynhuys Motsekapa Merero ye bohlokwa seemong sa bjale1.,"Cabinet met on Wednesday, 24 July 2019 at Tuynhuys in Cape Tow Issues in the environment",0.81728613
"[ 0.8680535   0.42544097 -0.110586   ...  0.9306194   1.2497473
  0.61373425]","[6.3654096e-03 4.0318272e-03 2.8222032e-05 ... 1.5257919e-02 2.2340208e-02
 7.0105954e-03]","Pheto o ya ekonomi le tlhomo ya me omoKabinete e amogela kgahlego ye e oket egilego ya bao ba nyakago go beelet a le ya babeelet i ba bjale ge ba nyaka gore Afrika Borwa e be naga yeo ba nyakago go beelet a ka go yon Ditheranseke ene t eo di sa t wago go dirwa t a makgonthe le t e di kgonagalago di laet a se gabotse, ebile di akaret a ditheranseke ene ka lekaleng la difatanaga (Ford), la dikgwebo t a bot welet i le theki o ya dit welet wa t a dikhemikhale (BFG Rail) le la dikarolo t a mohlagase wa ka diintastering (Aberdare) gammogo le dipeelet o t e di kgonagalago t a go swana le go","Economic transformation and job creationCabinet welcomes the increased interest by prospective and current investors to consider South Africa as their preferred investment destinatio Recent actual and possible transactions illustrate this well, and include transactions in the auto sector (Ford), chemical",0.8432933
[0.7984603  0.03105845 0.10921603 ... 0.44125327 1.5365317  1.3408316 ],"[ 0.00562006 -0.00054111  0.01231323 ...  0.01857418  0.03161634
  0.03389562]","oma dit welet wa t a temo (PepsiCo) gomme ye ya mafelelo e tla ba le bengdi ere le ditshepedi o t a taolKabo ya R25 pilione ka PepsiCo ya go reka Pioneer Foods e retilwe bjalo ka taet o ya nyanyeng ga go tshepa ekonomi ya Afrika BorwMot welet i wa difatanaga Ford o tsebi it e gore maano a yona a katolo o a tla hloma me omo ye 1200, fao go theilwego go go tsenya tiri ong boikgafo bja peelet o ka R3 pilion Pholante ya khamphani ye ya ka Silverton e hlomile bokgoni bja go t welet a difatanaga t a Ranger le t a Everest t a go fihla go t e 168 000 ka ngwaga",(Aberdare) as well as potential investments such as in agro-processing (PepsiCo) this latter one subject to shareholder and regulatory processe PepsiCo s R25 billion offer to acquire Pioneer Foods has been hailed as a clear vote of confidence in the South African econom,0.8089219
"[ 0.76575226 -0.21196923  0.47455248 ...  0.98542017  0.9306096
  0.85582596]","[ 2.1266125e-02  1.9077419e-03 -1.8057275e-06 ...  3.5096388e-02
  1.9434698e-02  1.3695746e-02]","e lego koket ego ya difatanaga t e 44 000 pele ga ge khamphani ye e ka oket wGodimo ga fao, peelet o ya R50 milione ka khamphani ya t welet o ye e bit wago BFG Rail ka go lefelo la t welet o leo le gatet ego pele ka Gauteng e tla felet a ka lefelo la maemo a godimo la t welet o ya dit welet wa t a go dirwa ka dikarolo t a mehutahuta leo le nago le ditshepedi o t a boent eneere t eo di kaonafadit wego ka go","Furthermore, the R50 million investment by manufacturing company BFG Rail into an advanced manufacturing facility in Gauteng will result in a state of the art composite manufacturing facility which boasts improved engineering processes using advanced technologies",0.8197971
"[ 0.883597   -0.09748849  0.07916156 ...  0.37782544  1.0341685
  1.0370939 ]","[ 2.9275505e-02 -1.2432900e-03  3.0662643e-05 ...  1.6695578e-02
  1.1337225e-02  4.5877166e-02]","omi a ditheknolot i t e di gatet ego peleKa Nelson Mandela Bay, Aberdare Cables e tsebi it e ka ga go oket wa ga t welet o ya yona ka go bula Pholante ya go t welet a Lethale la Mohlagase la Diboletse t a Godimo, ka peelet o ya R135 milione le go hloma me omo ye 58 godimo ga me omo ye 429 ka me omong ya bjale ya khamphani yeo ka [M1] lefelong leDipeelet o ka pholanteng ye mpsha, ka didiri weng le ka bot welet ing bjo bo katolo it wego di hloma me omo ye meswa le go godi a Palomoka ya Letseno la ka Nageng (GDP).","In Nelson Mandela Bay, Abedare Cables announced an expansion of its capacity through opening a High-Voltage Power Cable Plant, with an investment of R135 million and create 58 jobs in addition to the 429 jobs at the company s current operations in the are",0.85416245
"[ 0.78568166  1.2497538  -0.19335207 ...  1.18797     1.3947774
  0.6916276 ]",[0.00441934 0.00320762 0.00951395 ... 0.02216563 0.03199112 0.03381447],Makala a o t welet o ye mpsha e tlago direga ka go ona ka moka ga ona a ka go makala ao a hlathilwego ke Mopresidente Ramaphosa ka Polelong ya Maemo a Set haba (SoNA).,"Investments in new plant, equipment and in expanded production creates new jobs and grow the GD The sectors where new production will take place are all within the sectors identified by President Ramaphosa in the State of the Nation Addres",0.6822219
"[ 0.53295165 -0.09138957  0.29337078 ...  0.48265147  0.89986867
  0.5534162 ]","[ 0.01785504 -0.00031364  0.00768213 ...  0.00927577  0.04366222
  0.03876103]","Afrika Borwa e fana ka motswako wo o swanago o nno i wa mananeokgoparara a t a ekonomi ao a t wet ego pele kudu, mmaraka wa ekonomi wo o sa t welelago wo batho ba","South Africa offers a unique combination of highly developed economic infrastructure, a vibrant emerging market economy and access to the fast growing African continent marke",0.7821194
[0.337056   0.01926022 3.3913715  ... 1.3819014  1.2208503  2.4810014 ],"[-8.0650119e-05  7.8886916e-04  1.0686445e-01 ...  3.4026951e-02
  3.0570168e-02  6.1779607e-02]","omago ka mafolofolo le phihlelelo go mmaraka wa khonthinente ya Afrika wo o golago ka lebel Afrika Borwa ke gape ketapele ya makala a maswa a dipeelet o a go swana le ekonomi ya go amana le tikologo, la t welet o ya oli le gase le la ekonomi ya mawatle Lenaneo la Mohlakanelwa la Mokgatlo wa Dinagakopano ka ga Pego ya Lefase ka Bophara mabapi le HIV le AIDS (UNAIDS)Kabinete e hlohlelet wa ke Pego ya Lefase ka Bophara ya Lenaneo la Mokgatlo wa Dinagakopano ka ga AIDS (UNAIDS), leo le sa t wago go tsebagat wa semmu o mo nakong ye e sa t wago go feta ka Afrika Borw Go ya ka pego ye, Afrika Borwa e atlegile go fokot a diphetet o t e diswa t a HIV ka palo ya go feta 40% le malwet i a go amana le AIDS ka palo ye e ka bago 40% go tloga ka 2010.","Joint United Nations Programme on HIV and AIDS (UNAIDS) Global Report Cabinet is encouraged by the latest UNAIDS Global Report, which was recently launched in South Afric According to the report, South Africa has successfully reduced new HIV infections by more than 40% and AIDS-related deaths by around 40% since 2010.",0.80612683
[0.7699572  0.02648208 0.12559614 ... 0.9569808  0.76524407 0.8341635 ],"[ 1.7849110e-02  1.4820995e-04 -8.8309796e-05 ...  3.2235604e-02
  2.2372181e-02  1.6873296e-02]",Pego ye e tii et a gore maano a rena a ditsenogare mabapi le HIV le AIDS a go fokot a diphetet o t e diswa le go laola balwet i bao ba,The report confirms our HIV and AIDS interventions strategies reducing new infections and managing patients already living with the disease are yielding positive results Cabinet encourages all South Africans to live a healthy lifestyle to reduce new,0.7550923
[0.5635354  2.211909   0.14512478 ... 0.73235255 0.900587   1.140042  ],[0.01497378 0.05883602 0.00129202 ... 0.03212411 0.02515489 0.01784993],et ego ba phela ka bolwet i bjo a t welet a dipoelo t e kaonKabinete e hlohlelet a maAfrika Borwa ka moka go phela bophelo bjo bo itekanet ego ka nepo ya go fokot a diphetet o t e diswa Go lwant ha bosenyi Kabinete e tii et a leswa maikemi et o le boikgafo bja yona bja go hloma seemo seo se bolokegilego le sa go,"Cabinet reaffirms its conviction and commitment to create a safer and secure environment within our communitie With government and communities working together, we can eradicate the scourge of crime, and create a safe and peaceful environment within our communities that is conducive for investment Various operations undertaken recently by law-enforcement agencies across the country resulted in the arrest of a number of suspects and the recovery of illicit drug South African National Defence Force soldiers have also been deployed in some crime hotspots to support members of the South African Police Service in their concerted effort to bring gang violence and drug trafficking under contro",0.7917342
