nso,en,src_text,trg_text,Cosine_Score
"[ 1.137292    0.00385311 -0.20819718 ...  1.3368062   1.450868
  1.1368254 ]","[ 0.02556224 -0.00049861 -0.00044385 ...  0.02117742  0.01544977
  0.02107583]","Phethagat o ya Mananeo a Bohlokwa a Mmu o Kabinete e amogela Polelo ya Maemo a Set haba (SoNA) ya Mopresidente Jacob Zuma ka fase ga morero wa ""Pheto o ya Motheo ya Ekonomi ya Set haba .","Implementation of Government Programmes Cabinet welcomes President Jacob Zuma s 2017 State of the Nation Address (SoNA) under the theme ""Radical Transformation of the Economy .",0.83900833
[0.8968197  0.11582667 0.08907322 ... 0.92038035 1.0998259  1.9185979 ],[0.01721365 0.00317928 0.00294689 ... 0.02209867 0.01837038 0.03699052],"E be e le mo nakong ya seripagareng sa Pu o ya Bohlano ge 2017 e be e begwa bjalo ka Ngwaga wa Oliver Reginald Tambo le ngwaga wa go maatlafat a go ba set haba se tee .Mopresidente Jacob Zuma o hlagi it e kgatelopele yeo re e dirago ka nepo ya go fihlelela nepo ya rena ya Set haba sa Temokrasi sa Boset haba le ditiro t e bohlokwa t e di nyakegago gore re batamele kgauswi le ka lebelo go set haba seo se kopanego, sa go hloka semorafe, sa go se kgetholle go ya ka bong, sa temokrasi le seo se atlegilegMopresidente o bolet e ka ga go tsenywa tiri ong ga lenaneo la Mmu o gomme a tsebagat a maano ao a kwagalago ao a diragat wago ka nepo ya go tsenya tiri ong Leanotlhabollo la Boset haba (NDP) ka ntle le mathata, leo le thekgilego Tlhako ya Leano la Lebaka la Magareng (MTSF) la 2014-2019.","This was at the halfway mark of this Fifth Administration s term of office which saw 2017 being declared the Year of Oliver Reginald Tambo and the year of deepening unitPresident Jacob Zuma outlined progress we are making in realising our vision of a National Democratic Society and the key actions required to move us closer and faster to a united, non-racial, non-sexist, democratic and prosperous societThe President reflected on the implementation of Government s programme and announced concrete actionable plans for effective implementation of the National Development Plan, which underpins the Medium Term Strategic Framework (MTSF) 2014-2019.",0.9038461
"[ 0.5947641  -0.02918375 -0.1383749  ...  1.2091339   0.6957392
  2.3690948 ]","[ 0.01171059  0.00057111 -0.00013373 ...  0.01518478  0.02390368
  0.03309318]","SoNA 2017 e tloga e laedit e ka fao go kwagalago gore maitapi o ao a kopant wego ao a dirwago ke mmu o, ke dikgwebo le ba omi go tsenya tiri ong ga Leano la Dintlha t e Senyane a thoma go ba le seabKabinete e bu elet a boipilet o bja Mopresidente bja go maatlafat a masolo ao a ikemi edit ego go phethagat a pheto o ya motheo ya ekonomi ya set haba le masolo a go akgofi a phethagat o yDitona t a Seboka di gare ka go swara dikopano le baga i ba ditaba ka morago ga ge polelo ya SoNA e filwe ka nepo ya go hlatholla Lenaneotiro la Mmu o (PoA) la 2017/18.","Cabinet was briefed on the progress made in the Square Kilometre Array (SKA) and MeerKAT projects, the planned establishment of the merged South African Radio Astronomy Observatory, and the hosting of the Hydrogen Epoch of Re-ionisation Array (HERA) telescope on the SKA sitThe SKA and MeerKAT constitute one of eighteen Strategic Infrastructure Projects of the Presidential Infrastructure Coordinating Commissio These mega infrastructure projects contribute to the National Development Plan through their potential to promote economic development, unlock economic opportunities and promote job creatioGood progress is being made on the preparations for SKA-1 in South Africa including the acquisition of land and negotiations on the international treaty and the procurement proces In its ten years the SKA SA Human Capital Development Programme awarded over 800 bursaries, with extensive support to schools in CarnarvoThe MeerKAT",0.8206016
"[8.7853777e-01 1.3294698e-04 3.7375765e+00 ... 9.7899145e-01 1.3070296e+00
 1.7609454e+00]","[-2.6890780e-06  1.8540779e-02  8.3656177e-02 ...  3.8242236e-02
  1.9037241e-02  3.4100596e-02]","Polelo ya Ditekanyet o ya 2017/18 e tla hlalo a gape le ka kabo ya methopo go mananeo a mmu o ao a fapafapanego go t wela pele go ya ka fao go laedit wego ke Mopresident Dipoelo t a Khonferentshe ya Re beelet a ka Meepong ya Afrika ye e bego e swerwe ka Motsekapa di laet a monyetla wo naga e nago le ona ka bokgoning ka mafapheng a meepo le ka makaleng a go amana le yonLefapha la meepo le t wela pele go ba motheo wa ekonomi ya Afrika Borwa gomme lona le na le seabe sa 8% ka go Palomoka ya Letseno la Naga (GDP), gomme lona le thwet e batho bao ba ka bago ba 460 000 ebile le hwet a letseno ka neelanong le dinaga t a ka ntl Afrika Borwa e t wela pele go ba naga ya t welet o le ya putselet o go babeelet i ba ka meepong gomme tekano ye e akanywago ya $go fihla go dithrilione t e tharo ya diminerale t e di sego t a enet i t eo di sa lego fao di sego t a hlwa di ep","In this period the National Treasury estimates that just over R6 billion in tax revenue was foregone as a result of the R&D tax incentiv Over the same period the incentive supported about R3billion in R&D expenditurOf the 962 companies, 47% are Small and Medium Enterprises, 12% are large enterprises (turnover R41 million to R100 million); 32% are very large enterprises (R100 million and above); and 8% did not disclose their turnover siz Cabinet approved the introduction of a process for the coordination of the government s budget for Research & Development (R&D) activitieThe National Development Plan notes that R&D and innovation have a key role to play in improving the competitiveness of the South African economy and in supporting socio-economic development and employmenSouth Africa s critical national scientific infrastructure is obsolete and in urgent need of technological upgrading and modernising to sustain effective service deliver Such infrastructure is large and expensive, and would require coordinated investment across departmentThe proposed budget coordination will be phased in over the medium term 2016/17 and 2019/24.",0.8193939
[0.45605388 0.19587258 3.4209187  ... 1.0574616  1.3289126  1.0855057 ],[0.00162898 0.00076813 0.05212035 ... 0.02679685 0.01319016 0.02021688],"Dipheto o go Molao wa Tlhabollo ya Methopo ya Diminerale le Phetroliamo t eo di dirilwego ka Phupu 2017 le go tsenya T hatha ya Meepo ye e bu eledit wego ka gare ga kuranta ya mmu o ka Hlakola 2017 go tsenya letsogo ka go hlameng ga seemo seo se kgont hago sa bolaodi seo se hlohlelet ago peelet o, kgwebi ano le tlhabollo ya dikgwebo ka mokgwa wo o lekalekanego le wo o nago le maikarabelo set haben Kopano ye e thekgilwe ke Invest Africa e lego sefala sa baetapele ba dikgwebo, sa babeelet i le bahlomi ba dikgwebo go hwet a tsebo le go ba le tshedimo o le dibaka go t wa ka Afrik Kabinete e amogela Tumelelano ya Tefo ye e fihlelet wego gareng ga intasteri ya boagi le Mmu o, ye gape e tsebjago bjalo ka Lenaneo la Kagoleswa la Boithaopo (VRP).Tumelelano ye e bea dinepo t a maemo a dikhamphani ka nepo ya pheto o, e ka ba ka go reki a palo ya fasefase ya 40% ya di ere go maAfrika Borwa a bathobaso goba ka go diri ana le dikhamphani t e nnyane t e di lego t a bathobaso, go thu a go oket a t welet o ya 25% ya t welet o ya khamphani ye e ngwadi it wego lenaneong, mo lebakeng la mengwaga ye","SoNA 2017 clearly demonstrated that consolidated efforts by government, business and labour in implementing the Nine Point Plan are beginning to have an impacCabinet reiterates the President s call to intensify efforts aimed at driving radical economic transformation and efforts to fast-track implementatioCluster Ministers are in the process of post-SoNA media briefings to elaborate on Government s 2017/18 Programme of Actio The 2017/18 Budget Speech will further map out the allocation of resources to the various government programmes as highlighted by the Presiden The outcomes of the Investing in African Mining Conference that was held in Cape Town demonstrates the country s competitive advantage in the areas of mining and related fieldThe mining sector remains the cornerstone of the South African economy contributing 8 per cent to the country s GDP, employing around 460 000 people and earning foreign exchang South Africa continues to be a productive and rewarding destination for investors in mining with an estimated $to 3 trillion in non-energy mineral reserves still in-sitThe amendments to the Mineral and Petroleum Resources Development Act by June 2017 and gazetting of the revised Mining Charter by March 2017 contribute to the creation of an enabling regulatory environment which encourages investment, trade and enterprise development in an equitable and socially responsible manne The Indaba was bolstered by Invest Africa which is a platform for business leaders, investors and entrepreneurs to gain insight and exposure to information and opportunities from Afric Cabinet welcomes the Settlement Agreement reached between the construction industry and Government, also known as the Voluntary Rebuilding Programme (VRP).This Agreement sets company-level targets for transformation, either through the sale of a minimum of 40% of shares to black South Africans or through partnerships with smaller black-owned construction companies, to help increase their turnover to 25% of the listed company turnover, over a seven-year perioThis is the most far-reaching sector agreement on transformation reached with government to date and can help to give effect to Government's vision of radical economic transformatio It is also a model that can be drawn on for transformation in other sectorCabinet congratulates the signatories to the agreement and urges all other construction companies in the sector who are not currently parties to the agreement, to follow this lead and join in the partnership that is being built, through making similar commitments in order to further boost the transformation of the secto Cabinet applauds all social partners at the National Economic Development and Labour Council (Nedlac) on the historic agreement on the introduction of a National Minimum Wage of R20 an hour with effect from no later than May 2018.The agreement on a National Minimum Wage and other measures to strengthen labour stability and collective bargaining is an important step in creating a more equal, just and prosperous society as envisaged in the National Development Plan (NDP).The national minimum wage, which is a floor below which no worker may be paid, will significantly improve the lives of millions of low paid workers and begin to address the challenge of wage inequalitThe wage has been set at an initial level that will make a real difference in the lives of ordinary South Africans while minimising any adverse effects on employmen Businesses that are unable to afford the national minimum wage may apply for a temporary exemption, while measures are being considered to assist fragile sectors of the econom The unemployment challenge remains a top government priority and all programmes and interventions are geared towards turning the situation around, especially in this tough economic environmenCabinet welcomes the increase in jobs in the economy over the fourth quarter of 2016 when 235 000 jobs were created, according to the Quarterly Labour Force Surve The increase was largely driven by employment in the country s services sector, followed by transport and manufacturinThe growth in jobs over the quarter resulted in a slight decrease in the unemployment rate to 2.",0.85243684
"[ 0.49243543  0.07980888 -0.03966933 ...  1.0381846   0.79993236
  1.114962  ]","[ 0.00475412  0.00180576 -0.00074307 ...  0.01503505  0.00424863
  0.00673473]","upYe ke tumelelano ye bohlokwa kudu ya ka lefapheng le mabapi le pheto o ye e fihlelet wego le mmu o go fihla mo lebakeng le gomme e ka thu a go phethagat a nepo ya Mmu o ya pheto o ya motheo ya ekonomi ya set hab Gape ke mokgwa wo o ka hlangwago wa go feto a mafapha ka a mangwKabinete e lebogi a bao ba saenet ego tumelleano ye gomme e kgopela dikhamphani ka moka t a boagi ka mo lefapheng le bao mo lebakeng le e sego karolo ya tumelelano ye, go latela maitekelo a gomme ba tsenele selekane seo se hlangwago, ka go dira boikgafo bjo bo swanago le bjo ka nepo ya go thekga pheto o ya lefapha l Kabinete e reta badiri ani ka moka ba set haba ka go Lekgotla la Boset haba la Tlhabollo ya Ekonomi le Ba omi (Nedlac) ka ga tumelelano ye e sego ya ka ya bonwa ka ga go tsebagat wa ga Moputso wa Fasefase wo o Swanago wa Boset haba (NMW) wa R20 ka iri wo o tlago thoma go diri wa e sego ka morago ga Mopitlo 2018.Tumelelano ka ga NMW le magato a mangwe a go maatlafat a seemo sa go se tekateke sa lefapha la ba omi le ditheri ano ka ga meputso ke kgato ye bohlokwa ka nepo ya go hloma set haba seo se lekanago kudu, sa go ba le toka le seo se atlegilego ka ge go ukangwe ka go NDNMW, e lego moputso wa fase fase wo e lego gore ga go mo omi yo mongwe yo a swanet ego go lef a t helete ya ka fase ga ona, o tla kaonafat a kudu maphelo a dimilione t a ba omi bao ba lef ago meputso ya fasefasele go thoma go rarolla bothata bja go se lekalekane ga meputsMoputso wo o beilwe maemo a mathomong ao a tlago dira phapano ya makgonthe ka maphelong a maAfrika Borwa ao a tlwaelegilego mola ka go le lengwe o fokot a diabe t e di sego t a loka t a tlhokego ya me om Dikgwebo t eo di sa kgonego go lefa NMW di swanet e go dira dikgopelo t a lebakanyana t a go se akaret we mo moputsong wo, mola e le gore go t ewa magato a go thu a mafapha ao a lego kotsing a ekonom Bothata bja tlhokego ya me omo bo t wela pele go ba selo seo mmu o o se beilego pele gomme mananeo ka moka le ditsenogare di lebi et we go go feto a seemo se, kudukudu ka mo seemong se se boima sa ekonom Kabinete e amogela go hlatloga ga me omo ka ekonoming ka kotareng ya bone ya 2016 fao e lego gore me omo ye 235 000 e ile ya hlongwa, go ya ka Dinyaki i o t a Kotara t a Lefapha la Ba om Tlhatlogo ye e hlohleledit we kudu ke go thwala ga batho ka lefapheng la ditirelo ka mo nageng, gwa latela lefapha la dinamelwa le la bot welet Kgolo ya palo ya me omo ka kotara e feleledit e ka phokot ego ye nnyane ka dipalopalong t a tlhokego ya me omo go fihla go 2.","full potential and enhance its contribution to the socio-economic development objectives of the country, while contributing to international tradThis is in line with Government priorities relating to Operation Phakisa on growing the Oceans Economy and broader goals from the National Development Plan 2030 and the National Infrastructure Plan to promote economic growth and to boost job creation Bills Submission of the Draft Marine Spatial Planning Bill, 2016 to Parliamen The Bill provides a legal framework for the development of a marine spatial planning system that promotes economic growth; and is facilitated by coordinating planning across multiple sectorIt will promote good ocean governance by ensuring involvement of all sectors in joint management and planning in the ocean spac It will also facilitate: conflict resolution (amongst the users of space and regulatory authorities); enhancement of information; knowledge and management in South African ocean spacThe Bill will work towards sustainable development, rather than only conservation or environmental protection, with a view to contribute to more general social and economic objective It is also a key initiative of the first Operation Phakisa (Ocean Economy) to unlock our economic potentia Submission of the Agricultural Products Standards Amendment Bill to Parliamen The Bill amends the Agricultural Products Standards Act, 1990 (Act N 119 of 1990)The Bill aims to strengthen the regulatory framework for agricultural production, health and food safety of certain agricultural product Such a regulatory framework promotes food safety and creates an enabling environment for increased and sustainable productio This will increase fair trade practices and consumer protectio Publication of the Draft Electronic Deeds Registration Systems Bill, 2016, for public commenThe Bill facilitates the development, establishment and maintenance of an electronic deeds registration system that will provide, amongst other things, for the effective registration of large volumes of deeds as a result of our Government s land reform measures, improved turn-around times for providing registered deeds and documents to clients; provide country-wide access to deeds registration services; enhanced accuracy of examination and registration; availability of information to the public; and security features including confidentialitThis also supports the National Development Plan call for measures to be implemented in all government departments and sectors that effectively manage information and technology to ensure that South Africa does not fall victim to a",0.87282145
"[ 0.7910624  -0.09354097 -0.05521799 ...  0.9521808   1.0381966
  2.81401   ]","[ 0.02831947 -0.00272832 -0.00028689 ...  0.01503888  0.0142341
  0.04972588]","Kabinete e leboga batswadi ka moka, baruti i, bafahlo i le balaodi ka ga go thoma ga ngwaga wa dithuto wa 2017 ka katleg Thuto ke ye nngwe ya dilo t e bohlokwa t eo re di beilego pele le t e bohlokwa go fihlelela Nepo ya 2030 ya ND Kabinete e reta boikgafo bjo bo dirilwego ke Baithuti ba Marematlou ba 2016 ge re dut e re keteka koket ego ya palo ya bao ba atlegilego dithutong t a bona go tloga go 7 ka 2015 go fihla go 7 ka 2016.","Cabinet thanks all parents, teachers, lecturers and administrators on the successful start of the 2017 academic yea Education is one of our key priorities and central to achieving Vision 2030 of the National Development Plan (NDP).",0.85104656
[1.0868499  0.18265824 0.2885612  ... 0.67762506 0.8814181  2.0132551 ],"[ 0.01320671 -0.00111688  0.01247172 ...  0.02640959  0.01387957
  0.02807599]",Kabinete e lakalet a baithuti ka moka mahlatse le mahlogonolo ebile e letet e gore go be le go kaonafala go t wela pele ka palo ya bao ba atlegilego go baithuti ba Marematlou ba 2017.Kabinete e reta gape baithuti bao ba tlogo ngwala meleko ya bona ya tlalelet o ya marematlou gareng ga la 11 Dibokwane 2017 le la 18 Hlakola 2017 ka ga kgotlelelo ye ba nago le yon Bjalo ka karolo ya maitapi o a mmu o a go hlohlelet a set haba go,"Cabinet wishes all learners well and looks forward to further improvement in the achievement rate from the Class of 2017.Cabinet also commends the learners who will be sitting for the supplementary matric examination between 11 February 2017 and 18 March 2017 for their perseveranc As part of government efforts to galvanise society to protect the right to education, the Department of Performance Monitoring and Evaluation will convene the National Development Plan Back to School Izimbizo on 25 February 2017 in all province Education is the foundation for all government programmes and all Members of the Executive will be participatinCommunity members are invited to join members of Cabinet, Members of Parliament, Premiers and leaders in local government as they visit schools, tertiary institutions and other educational centre.",0.84445226
"[ 0.5827379   0.09992275 -0.05783226 ...  1.145959    0.7747086
  1.2385048 ]","[ 0.0052316  -0.00044657  0.00755099 ...  0.01579849  0.01517446
  0.02406107]","irelet a ditokelo t a gore bana ba hwet e thuto, Kgoro ya Peakanyo, Tekodi i o le Tshekatsheko ya Phethagat o ya Me omo e tla bit a Kopano ya Re Boela Morago Sekolong ya NDP ka la 25 Dibokwane 2017 ka diprofenseng ka mok Thuto ke motheo wa mananeo a mmu o ka moka gomme Maloko a Khuduthamaga ka moka a tlo kgatha tem Maloko a set haba a lalet wa go ba le maloko a Kabinete, le Maloko a Palamente, Ditonakgolo le baetapele ba mebu oselegae ge ba etela dikolo, dihlongwa t a thuto ya godingwana le mafelo a mangwe a thut.","missing middle .The project is being piloted with six universities and one technical and vocational education training (TVET) college and will be funding the studies of approximately 1 500 students studying in a number of general formative degrees, as well as seven professional qualifications and one artisan qualification for the duration of their studieThey will also receive academic support, social support, life skills training, mentoring and medical support where require More than R200 million will be needed to enable the pilot to succeed and will mainly be sourced from the private secto.",0.7960334
"[ 0.99826103 -0.07953797 -0.3425174  ...  0.44696802  0.6375673
  0.6729184 ]",[0.02241126 0.0012897  0.00017042 ... 0.00124839 0.02129003 0.01373789],Go ya ka ditaelo t a Lengwalo la Tokologo t eo di bolelago gore,In line with the prescripts of the Freedom Charter that,0.7665992
