nso,en,src_text,trg_text,Cosine_Score
[0.7188804  1.6959809  0.01904815 ... 1.0180794  1.215322   1.1384857 ],[0.01372402 0.05552156 0.00196921 ... 0.01895779 0.00923167 0.01863729],"Kabinete e kopane ka Laboraro la 7 Phupu 2017, ka Tuynhuys, Motsekapa Merero ka seemong sa bjale Kabinete e bu elet a boipilet o bja Mopresidente Jacob Zuma bja gore maAfrika Borwa ba kopane kgahlanong le dikgaruru le tlai o ya basadi le bana, ebile o ipilet a go maAfrika Borwa go t ea magato a ka pela go fedi a leuba le dit habeng t a renSe se latela ketelo ya Mopresidente go la Elsies River ka Motsekapa go thekga Imbizo ya Ntwa kgahlanong le Boseny Ketelo ye gape e bolet e kudu ka ga go ba kotsing ga basadi le bana set habeng sa renMopresidente o tshephi it e gore o tla boa lefelong leo go lebelela ditlhohlo t e nt i t a bosenyi le t a polao, kudukudu t a bana le ka fao bao ba phethagat ago molao ba ka kaonafat ago ditirelo t a bona set haben Kabinete e amogela go lokollwa ga Dinyaki i o t a ka Malapeng ka Kakaret o t a 2016, t eo di t welago pele go laet a kgatelopele ka phethagat ong ya mananeo a mmu o go kaonafat a maphelo a maAfrika Borwa, kudukudu dit haba t eo di hloki it wego menyetla nakong ye e fetilegDipalopalo di laet a gore mmu o o a atlega ka go aba dintlo, fao e lego gore malapa a maAfrika Borwa ao a dulago ka gare ga dintlo t a","Issues in the Environment Cabinet reiterates President Jacob Zuma s call for South Africans to unite against violence and abuse of women and children, and calls on all South Africans to take urgent steps to eradicate this scourge in our communitie This follows the President s visit to Elsies River in Cape Town in support of the Fight against Crime Imbiz This visit once again highlighted the vulnerability of women and children in our societThe President undertook to return to the area to look into the many challenges of crime and murder, especially of children and how law-enforcement authorities would improve their services to the communit Cabinet welcomes the release of the General Household Survey 2016, which continues to show progress in the implementation of government programmes to improve the lives of South Africans, especially the previously disadvantaged communitie The statistics show that government is making inroads in providing housing, with South African households living in",0.8777679
[0.53215426 0.02881778 3.2245853  ... 0.8761136  0.842871   1.6421763 ],"[ 0.00436155 -0.00046618  0.10326497 ...  0.02534816  0.01753017
  0.008768  ]","goba ka dintlong t eo di thu it wego ke mmu o ka ma eleng a oket ega go tloga go 5% ka 2002 go fihla go 13,5% ka 2016.Dinyaki i o t e di laet a gape gore mananeo a mmu o a thu o ya t a leago a bont ha koket ego go tloga go 12,7% ka 2003 go fihla go 29,7% ka 2016.Gape go na le koket ego ye e bonagalago ka phihlelelong ya meetse, ya mohlagase le kelelat hila, e lego selo se bohlokwa seo se laet ago nepo ya Mmu o wa Afrika Borwa ya go rarolla dipho o t a nako ya pu o ya kgethologanyo le go aba ditirelo t a motheo go batho ka mokKabinete, le ge go le bjale, e lemogile gore le ge ngwadi o ya baithuti thutong ya godingwana e oket ega, le ge e le gore se se direga ka go nanya, ke fela 3,3% ya bathobaso ba maAfrika ba mengwaga ye 18 go fihla go ye 29 bao ba ithutago go fapana le 18,8% ya maIndia/Mae ia le 17,5% ya set haba sa bathoba weu ka mo sehlopheng se sa mengwag Ke fela 3,5% ya set haba sa bammala yeo e bego e ithuta ka 2016.Dinyaki i o t e di t wet e pele go laet a go oket ega go tloga go 23,8% go fihla go 11,8% t a malapa ao a itemogelago tlala, gomme se se laet a kgatelopele ka go thu eng ga dit haba t eo di phelago ka bohloking bjo bogol Kabinete e lemogile ka ga Dinyaki i o t a Kotara ye Nngwe le ye Nngwe ka ga Dipalo t a Ba omi t a kotara ya mathomo ya ngwaga t eo di laedit ego gore ekonomi e tlaleledit e ka me omo ye 144 000.","The survey also shows that government s social-assistance programmes indicates an increase from 12, 7% in 2003 to 29,7% in 2016.There is also a marked increase in access to water, electricity and sanitation, which is an important marker for the South African Government s ambition to redress the wrongs of apartheid and provide basic services to all the peoplCabinet has, however, noted that while higher education enrolments are on the increase, albeit at a slow pace, only 3, 3% of black Africans aged 18 to 29 years were studying as opposed to 18, 8% of Indian/Asian individuals and 17, 5% of the white population in this age grou Only 3, 5% of the coloured population was studying during 2016.The survey further indicated a decrease from 23, 8% to 11, and 8% of households that experienced hunger, which shows progress in addressing communities living in extreme povert Cabinet noted the Quarterly Labour Force Survey for the first quarter of the year that showed the economy adding 144 000 job These numbers were offset by an increase in the number of job-seekers by 433 00 peopl Cabinet reaffirms its commitment to continue partnering with the private sector and labour in its attempts to address the country s unemployment challenge Cabinet welcomes the launch of the refurbished Babelegi Industrial Park in Hammanskraal as part of government s plans to accelerate economic development and job creation in the are The R42-million project is part of government s Revitalisation of Industrial Parks Programme and one of six parks that are being revitalised across the country for broader economic and industrial developmenCabinet encourages local industries and businesses to consider expanding operations to industrial parks to access the various support measures which are available to further develop their businesse Cabinet was briefed by Minister of Finance, Mr Malusi Gigaba, on the latest South Africa s Gross Domestic Product (GDP) figures, which contracted",0.88674796
[0.73940146 0.12631993 2.1228116  ... 0.9624524  0.9174447  1.194029  ],[0.01260694 0.02105279 0.01411015 ... 0.03182274 0.01259042 0.03725845],"Dipalopalo t e di nyefi it we ke go hlatloga ga dipalopalo t a bao ba nyakago me omo ka batho ba 433 000.Kabinete e tii et a leswa boikgafo bja yona bja go t wela pele go diri ana le lefapha la phraebete le ba omi ka maitekelong a yona a go rarolla ditlhohlo t a tlhokego ya me omo ka mo nagen Kabinete e amogela go tsebagat wa semmu o ga Lefelo la Diintasteri la Babelegi leo le tso olo it wego ka Hammanskraal bjalo ka karolo ya maano a mmu o a go akgofi a tlhabollo ya ekonomi le go hloma me omo ka lefelong leProt eke ye ya R42 milione ke karolo ya Lenaneo la Mmu o la Tso olo o ya Mafelo a Diintasteri ebile ke le lengwe la mafelo a tshela ao a tso olo wago go ralala le naga ka nepo ya go tli a tlhabollo ya ekonomi le ya diintasteri ya kakaret Kabinete e hlohlelet a diintasteri le dikgwebo t a ka mo nageng go nagana ka go lebi a me omo ya t ona ka fao mafelong ao a diintasteri ka nepo ya go fihlelela magato a mehutahuta a thekgo ao a hwet agalago go hlabolla dikgwebo t a bona go t wela pel Kabinete e sedimo it we ke Tona ya Dit helete, Morena Malusi Gigaba, ka ga dipalopalo t a moragorago t a Palomoka ya Letseno la ka Nageng (GDP), leo le phuhlamilego ka 0,7% ka kotareng ya mathomo ya 2017.Poelo ye ya GDP yeo e sa kgahli ego go feta ka fao go bego go emet we e tloga e le fase kudu go feta Tekodi i o ya Ditekanyet o t a 2017, yeo e bego e akant e kgolo ya GDP ya 2017 ka 1,3%.","that are purported to implicate Ministers, officials and private individuals in alleged wrongdoinCabinet remains fully committed to good governance and at the same time, it also notes that all persons are presumed innocent until proven guilty in terms of our ConstitutioCabinet urges all who have information about any wrongdoing by government officials or Ministers to inform the law-enforcement agencies so that investigations can be undertakeIt is aware that some cases have already been opened, and the police are undertaking the necessary investigation All who are affected by the emails are urged to cooperate with the law-enforcement agenciePresident Zuma has rebutted the allegation that was published by a Sunday newspaper that he owns a house in Dubai in the United Arab Emirates Cabinet decisions Cabinet was apprised of the 4th performance quarterly progress reports for 2016/17 (January-March 2017) on the implementation of priority outcomeCabinet s oversight over the implementation of the Medium Term Strategic Framework 2014 to 2019, results in improved service deliver This takes us closer to the realization of the National Development Plan s (NDP) Vision 2030.Government has made considerable progress in implementing its 14 priority outcomes and advancing the objectives of the ND Challenges affecting implementation and action required to improve delivery were also identifieThe GCIS is coordinating cluster media briefings, which are scheduled to take place from 9 to18 June 2017.",0.86158013
"[ 0.7646596  -0.18583634  0.23629841 ...  0.9699228   1.0250273
  1.4383663 ]","[1.0643227e-02 6.4776752e-05 3.9638649e-03 ... 3.1844024e-02 4.5678124e-02
 2.1778775e-02]","Se se bonwa se bakilwe ke, gareng ga t e dingwe, go phuhlama ga intasteri ya bot welet i, ya kgwebi ano, ya kabo ya dijo le ya madulLe ge go le bjale ekonomi e thekgilwe ke kgolo ka go intasteri ya meepo le ya makgwara yeo e hlatlogilego ka 1.","This has been attributed to, among other things, the contraction of the manufacturing, trade, catering and accommodation industrieThe economy was nevertheless supported by growth in the mining and quarrying industry which increased 1.",0.8676046
[ 0.5302016 -0.3999748  3.8822515 ...  0.6642356  1.2020948  1.1124164],"[ 0.00268142 -0.00062358  0.04526813 ...  0.03688131  0.03155871
  0.03614649]","Intasteri ya temo, ya kagodithokgwa le ya boreahlapi di hlatlogile ka kotareng ya mathomo ya 2017 ka tlhatlogo ya 22,2%.Go na le dilo t e kaone t eo naga e ka di","The agriculture, forestry and fishing industry rebounded in the first quarter of 2017 with an increase of 22, 2%.There are green shoots that the country can leverage to boost its own economic growth outloo These include improving global growth, stabilising commodity prices, more favourable climate conditions, reliable electricity supply and less volatile labour relationAs a matter of urgency, Cabinet calls on business, labour and the broader society to partner with government to intensify our growth programme and improve confidence so as to arrest the decline and set the economy on a higher trajectory, to achieve inclusive economic growt In this regard the Minister of Finance will meet with business leaders in a bid to formulate strategies to counter economic recession and achieve inclusive growtCabinet endorsed a full media briefing by the Minister of Finance to share with South Africans the interventions government will embark upon within the current budget framewor Cabinet further reaffirms the adopted budget framework for the countr The rating agencies Fitch and Standard & Poor s affirmed South Africa s long-term foreign currency debt ratings of",0.7214144
"[ 0.4900779   0.53564864 -0.14450693 ...  1.1962647   0.9200549
  1.0126604 ]","[ 1.1679085e-02  2.0427665e-02 -2.0027053e-05 ...  2.3796976e-02
  1.9070528e-02  9.7978441e-03]","omi ago go thekga kemelo ya yona ya kgolo ya ekonom T ona di akaret a go kaonafala ga kgolo ya lefaseng ka bophara, go bea sekeng ga ditheko t a dit welet wa, maemo a klaemete ao a kgahli ago kudu, kabo ya mohlagase yeo e tshephagalago le dikamano le ba omi t eo di sego kotsing kudBjalo ka taba ya t hoganet o, Kabinete e ipilet a go kgwebo, go ba omi le go set haba ka kakaret o go diri ana le mmu o ka nepo ya go maatlafat a lenaneo la rena la kgolo le go kaonafat a boitshepo go realo e le go fedi a go phuhlama mo le go bea ekonomi maemong a godimo, go fihlelela kgolo ya ekonomi ye e akaret ago mang le man Mabapi le se Tona ya Dit helete e tla kopana le baetapele ba kgwebo ka nepo ya go loga maano a go lwant hana le go phuhlama ga ekonomi le go fihlelela kgolo ye e akaret ago mang le manKabinete e thekgile tshedimo okakaret o yeo Tona ya Dit helete e swanet ego go fana ka yona go baga i ba ditaba ka nepo ya go bot a maAfrika Borwa ditsenogare t eo mmu o o tlago di dira o diri a metheo ya ka gare ga ditekanyet o t a bjal Kabinete e t wela pele go tii et a leswa motheo wa ditekanyet o wo o amoget wego wa ka nagen Ditheo t a kelo ya maemo a ekonomi e lego Fitch and Standard & Poor s di tii edit e dikelo t a Afrika Borwa t a sekoloto sa dit helete t a ka ntle t a lebaka le letelele go ba go","BB+ .This comes amid Minister Gigaba s engagements with the private sector to ensure that the joint work of government, business, labour and civil society continues, and that the pledges made are fulfilleCabinet reiterates that South Africans must continue to act in unison, especially during difficult times and work even harder to ensure that the country reclaims its investment grade statu Cabinet welcomes deliberations at the inaugural Joint Administration Committee for the Common Market of the South (MERCOSUR) and the Southern Africa Customs Union (SACU) recently held in the countrThe parties agreed to jointly consider opportunities to promote the MERCOSUR-SACU Preferential Trade Agreement (PTA) by including their trade promotion agencies, chambers of commerce, private sector, and their respective embassies and foreign mission The MERCOSUR-SACU agreement provides local exporters with the opportunity to tap into a market of more than 280-million peoplCabinet calls on all the country s exporters to take advantage of the PTA as local products are now able to enter the MERCOSUR bloc at preferential duty rate Cabinet expressed regret at the decision of the United States of America (USA) to withdraw from the Paris AgreemenThe Paris Agreement, which will be fully operational by 2020, is premised on contributions determined by countries themselves towards collectively agreed global goalSouth Africa has called on the USA to reconsider its position and recommit to the multilateral proces The Memorandum of Understanding between Novartis, the South African Medical Research Council and the Department of Science and Technology, paves the way to boost the volume and quality of clinical trials and build research capability on the continenThe agreement will allow for joint research programmes in selected communicable and non-communicable diseases, improve South African patients' access to innovative medicines, and build the country and continent's research and development capabilitieCabinet believes that there is room for more public-private partnerships, and is convinced that these can lead the way in addressing the many pressing challenges we fac",0.849974
"[ 0.3722162  -0.03039695 -0.14057921 ...  1.0869466   1.6416343
  1.7317772 ]",[0.02433753 0.00067388 0.01838484 ... 0.05201349 0.03963081 0.05355781],"BB+ .Se se tla ka morago ga ge Tona Gigaba a reri ane le lefapha la phraebete go netefat a gore mo omo wa mohlakanelwa wa mmu o, wa kgwebo, ba omi le set haba o t wela pele, le gore dithekgo t e di dirilwego di a phethagat wKabinete e bu elet a gore maAfrika Borwa ba swanet e go dira mmogo, kudukudu ka dinakong t e boima le go","It will also strengthen partnerships between government, business and civil society in developing young leaders in the local spac Minister of Public Service and Administration, Ms Faith Muthambi, will lead the South African delegation to attend the Africa Public Service Day in Kigali, Rwanda from 21 to 23 June 2017.",0.7834931
"[ 1.2538654  -0.13348046 -0.09777529 ...  0.45668098  1.5923578
  0.79733723]","[ 0.03082489 -0.00307568  0.07194116 ...  0.01013517  0.03147553
  0.06643263]",oma kudu le go feta go netefat a gore naga ye e hwet a leswa maemo a yona a legato la peelet,"This worse-than-expected GDP outcome is significantly lower than the 2017 Budget Review, which projected 2017 GDP growth at 1, 3%.",0.64863306
"[ 1.2682976   0.02004197 -0.20889409 ...  1.8430575   1.4322482
  1.3724682 ]","[ 0.01979864 -0.00135362  0.00324526 ...  0.03008545  0.02170202
  0.01490396]",Kabinete e amogela ditheri ano t e di bilego gona ka go Komititaolo ya Mohlakanelwa ya Mmaraka wo o Swanago wa Seboka sa Dinaga t a Borwa (MERCOSUR) le Seboka sa Tefelomet helo sa Dinaga t a Borwa bja Afrika (SACU) t eo di sa t wago go swarwa ka mo nagenMekgatlo e dumelelane ka go,"Cabinet welcomes the 2017 Report from the International Congress and Convention Association, which continues to rank South Africa as the top business events destination in Africa and the Middle Eas The report was released in May 2017 in Frankfurt, GermanSouth Africa remains one of the world s most popular tourist destinations and continues to top the rankings also on the World Economic Forum Travel s global travel and tourism competitiveness index as released in April 2017.Cabinet would like to see more of South Africa s smaller towns and cities bidding for smaller meetings where they can meet the hosting requirement This will help to improve the geographic distribution of tourism beyond the major centres and spread the wealth generated by these events more equitabl.",0.7385336
"[ 0.41233665 -0.15952903 -0.21949327 ...  1.0127177   1.348374
  1.2572466 ]","[ 3.22928354e-02  1.18558705e-02 -5.83048604e-05 ...  1.95992496e-02
  8.33876338e-03  1.35303615e-02]","omi a dibaka mmogo ka nepo ya go t wet a pele Tumelelano ya Kgwebi ano ye e Beilwego Pele (PTA) ya MERCOSUR-SACU ka go akaret a ditheo t a yona t a t wet opele ya kgwebi ano, mekgatlo ya t a kgwebo, lefapha la phraebete, le dintlo t a t ona t a botseta le batseta ba t on PTA ya MERCOSUR-SACU e fa dikhamphani t a ka nageng t eo di romelago dit welet wa dinageng t a ka ntle dibaka t a go tsena ka mmarakeng wa go feta batho ba 280 milionKabinete e ipilet a go dikhamphani t a ka nageng ka moka t eo di romelago dit welet wa dinageng t a ka ntle go","Cabinet calls on South Africans to be vigilant of fake news, in particular the increase in false posts on social media over missing, kidnapped and abducted girls and wome The recent outbreak of violence in KwaMashu, near Durban over fake reports of children being abducted in the area and the alleged abduction of a girl in Naledi, Soweto by persons in a Toyota Quantum with registration number included went viral on social media, which was later found to be untruThese hoaxes, fake news and the dissemination of false information cause panic among our communities and waste time and resources of the polic We appeal to people not to repost and disseminate fake news on social media, until they have verified the authenticit.",0.77915394
