nso,en,src_text,trg_text,Cosine_Score
[0.6905994  0.05431838 0.04687859 ... 1.2889218  1.3133274  1.1217895 ],"[ 0.0145804  -0.00128254  0.01483246 ...  0.04350379  0.0324917
  0.02270624]","Phethagat o ya mananeo a bohlokwa a mmu o Kabinete e amoget e go saenwa ga dikwano t e 26 t a boleng bja R94 bilione nakong ya Ketelo ya bjale ya Semmu o ya Mopresidente Xi Jinping wa Chin Dikwano t e di saenet wego di akaret a R12 bilione ya go aga polante ya t welet o ya difatanaga ka Afrika Borwa, kadimo ya US$500 go Eskom ya tlhabollo ya mananeokgoparara le thekgo ye e nago le tii elet o ya US$billone go Transnet go t wa go Panka ya Tlhabollo ya ChinBjalo ka karolo ya Foramo ya bo2 ka ga T homi ano ya China-Afrika (FOCAC), Mopresidente Xi Jinping o neelane ka US$60 bilione ya tlhabollo ka AfrikKamogelo ya Pego ye mpsha le Leanotiro (2016-2018) go FOCAC e tla kopanya kamano ye e golago ya kwano gare ga Afrika le China, yeo e tlogo bulela menyetla ye meswa ya kgwebi ano le peelet o go thu a go tso a kgolo ya ekonomEkonomi gape e amoget e thekgo ya ekonomi ge Sehlopha sa BMW ya Afrika Borwa se tsebi a peelet o ya R6 bilione polanteng ya yona ya Rosslyn, Pretoria, yeo e hlatselago kamano ye bohlokwa yeo e lego gona gare ga kgwebo le mmu o, le karolo yeo kgwebo e e bapalago hlabollong ya ekonom Ka Labobedi, 8 Manthole, Mopresidente Zuma o abet e badudi ba maAfrika Borwa le badudi ba dinagadi ele bao ba kgathilego tema kaonafat ong ya botho Difoka t a Boset hab Difoka t a Boset haba ke sebaka sa segolo sa boitekolo, keteko le boikgant ho bja batho ba gaboren Ba keteka phihlelelo ya botho, boikgafo bja botho le maiteko a botho ao a dirago naga ya rena go ba ye kaon Kabinete e ipilet a go maAfrika Borwa ka moka go","Implementation of key government programmes Cabinet welcomed the signing of 26 agreements to the value of R94 billion during the recent State Visit by Chinese President Xi Jinpin The signed agreements included R12 billion to build a car-manufacturing plant in South Africa, a US$500 million loan facility to Eskom for infrastructure development and a US$billion funding guarantee for Transnet from the China Development Ban",0.8689962
"[ 1.2373897  -0.40232006 -0.11633173 ...  0.44047898  0.82521904
  0.0230347 ]","[ 2.1233577e-02 -1.5003987e-03 -1.7032467e-05 ...  5.9971707e-03
 -9.0776682e-03  8.1163627e-04]",omi a meetse ka tsheket,New Urban Agenda,0.6081936
"[ 0.7331783  -0.12691264  0.37020233 ...  0.8556453   1.1247921
  0.9120364 ]","[ 0.02274344 -0.00080655  0.01484291 ...  0.03327683  0.03319199
  0.02206139]","Se se thekga magato a mmalwa ao a t eerwego go fokot a tlhokego ya meetse, yeo e galefi it wego ke lephoto la phi o le naga e itemoget ego lona dibeke t e di fetileg Mola dipula t a malobanyana di tli it e kimollonyana ka dikarolong t e dingwe t a naga, tlhokego ya meetse ka nageng e sa le tlhohlo gomme e nyaka rena ka moka re","Cabinet appeals to all South Africans to use water sparingl This is in support of a number of measures taken to alleviate the water shortages, which have been exacerbated by the heatwave the country has experienced in the past week Whilst the recent rainfalls in some parts of the country provided some relief, the country s water shortage remains a real challenge and requires all of us to use water sparingly and responsibl",0.84120375
"[ 0.78322315 -0.19243601 -0.13520202 ...  1.0169753   1.0886015
  2.6702764 ]",[0.00659947 0.05522819 0.01391672 ... 0.04476124 0.03589896 0.04623489],"omi a meetse ka tsheket o le ka maikarabel Kabinete e laedit e tebogo ya yona go maAfrika Borwa ka moka bakeng sa go kgathatema ka lesolong la ngwaga wo la Mat at i a 16 a Ntwa Kgahlanong le Basadi le Bana, leo le fihlilego bofelong ka la 10 Manthole 2015.","Cabinet approved for South Africa to host the high level Anti-Drugs Dialogue Conference from 11 to 12 March 2016, which will be under the auspices of the African Unio This serves as a follow-up session of the Russia-Africa Anti-Drugs Dialogue, which aims to present a consolidated position regarding countering the world drug proble This will be tabled at the UNGA Special Session in April 2016.",0.76322186
"[ 0.5548921  -0.13487422  0.536871   ...  0.86379975  0.88224113
  1.8048686 ]",[0.01240808 0.0126283  0.01831164 ... 0.0127408  0.01601042 0.01411747],"Dinyaki i o t a kgauswinyana di laet a palo ya godimo ya diphetet o t e diswa t a HIV, kudu magareng a basadi ba e sa lego ba baswa le basetsana ka Afrika ba mengwaga ya gare ga 15 le 24.MaAfrika Borwa a hlohlelet wa go t wet apele ntwa ya ona ka ntwa ya let at i le let at i bjalo ka karolo ya go se Dire Dikgaruru Kgahlanong le Basadi le Bana ya #365 Days Campaign ya lesolo la #CountMeIn yeo le t welago pele ngwaga wo o tlago ka mokKa karolo ya #365 Days Campaign le ya #CountMeIn, naga e nyaka go t wela pele go hlohlelet a maloko a set haba, kudu banna, go","Cabinet expressed its appreciation to all South Africans for participating in this year s 16 Days of Activism for No Violence against Women and Children campaign, which ended yesterda Recent research indicates high numbers of new HIV infections, particularly among young women and girls in Africa between 15 and 24 years of ag South Africans are encouraged to take forward their activism into everyday action as part of the #365 Days Campaign of No Violence Against Women and Children and the #CountMeIn campaign that unfolds throughout the year aheaThrough the #365 Days Campaign and #CountMeIn, the country needs to continue mobilising members of society, especially men, to join hands with government in dealing with this scourg It is the responsibility of the nation, both individually and collectively, to stop the spread of the virus by taking care of our own health and that of other",0.8716098
"[ 0.9695303  -0.53327435  0.02976576 ...  0.5246772   1.1616727
  0.01531879]","[ 0.01408747 -0.00030114  0.00151661 ...  0.01282458  0.04569925
  0.00363489]",omi ana le mmu o go,"Brazil, Russia, India and China",0.594048
"[ 0.9442702   0.1849494  -0.1615615  ...  0.8525948   1.0240227
  0.83451474]","[ 0.01004892  0.02485918 -0.00010525 ...  0.00932726  0.03746488
  0.02595631]","ogana le bothata bjKe maikarabelo a set haba, bobedi se le tee le ka t homi ano, go emi a phatlalalo ya baerase ka go hlokomela maphelo a rena le a ba bangw Kabinete e lebogile kgatelopele yeo e dirilwego ke Lekgotla la Dinyaki i o t a Saense le Intasteri hlabollong ya tshepedi o ya bot welet i bja payo bja ditwant hamalwet i t a HISe se dira gore intasteri ya maphelo e be kgauswi ka kgato go kalafo ya thibelo ye e kgonegago go ya ka ekonom Mola naga e sa lwela go hwet a kalafo ya HIV le AIDS, maAfrika Borwa a sa letet we go tsenela thobalano ye e bolokegilego le go phethagat a melawana ya Kgaogana le thobalano, Tshepagala le","Cabinet has appreciated the progress that has been made by the Council for Scientific and Industrial Research in developing a bio-manufacturing process for HIV antibodie This brings the health industry a step closer to an economically viable preventative treatmen Whilst the country still struggles to find the cure for HIV and AIDS, South Africans are still expected to practice safe sex and observe the ABC (Abstain, Be faithful and Condomise) principles of preventing new infection",0.834501
"[ 0.63351405  0.09510387 -0.22926512 ...  0.679487    1.1352106
  1.2596236 ]","[ 2.3994321e-02 -5.3652556e-04 -3.8612652e-05 ...  1.1446988e-02
  2.0275682e-02  5.2683674e-02]","omi a khontomo (ABC) ya go thibela diphetet o t e disw Kabinete e leboga baithuti ka moka, barutwana, baruti i, bafahlo i, dikolo le diinstit hu ene t a thuto ya godimo ka ga tswalela ngwaga wa thuto ka katlego, ntle le ditlhohlo t e di bonwego ngwaga w Kabinete gape e kganyogela bao ba dumet ego go","Cabinet commends all learners, students, teachers, lecturers, schools and institutions of higher learning on concluding a successful academic year, despite the challenges experienced during the yea Cabinet also wishes those who agreed to postpone examinations rescheduled for 2016 well in their coming examination",0.8337023
[0.78483075 0.00294318 0.36568135 ... 0.85517293 1.1432086  1.6127583 ],"[ 0.01646615 -0.00098738  0.00932587 ...  0.04261719  0.01681543
  0.06717535]","uti et a ditlhahlobo t a bona ngwageng wa 2016 mahlatse ditlhahlobong t a bona t e di tlag Kgoro ya Tlhabollo ya Leago, ka t homi ano le Kgoro ya T hirelet o le Et ent hi ya Boset haba ya Tlhabollo ya Baswa, di tla ba benggae ba Kampa ya Boset haba ya Baswa ya bo6.","Conference with the UN Human Settlements Programme, in March 2016.The conference supports both the international development agenda and the domestic development agenda by strengthening support for Goal 11 of the Sustainable Development Goals: Make cities and human settlements inclusive, safe, resilient and sustainabl The conference forms part of the discussion on the implementing of the post-2015 UN Development Agenda and the",0.76548797
"[ 0.6902831   0.18702152 -0.2802594  ...  0.88629395  1.4175942
  1.0958457 ]","[ 2.6408121e-02 -2.7591217e-04 -6.0549184e-05 ...  2.1725453e-02
  1.9395599e-02  1.5393866e-02]","Le ke lenaneo la tlhabollo ya boetapele bja baswa leo le nyakago go fetola maitshwaro, mekgwa le go matlafat a baswa ka ga menyetla ye e lego gon Kampa gape e thu a ka go hlahla le ruta ba emane ba e sa lego ba banyane go gola gore e be banna bao ba nago le mohola le go hlompha basad Kwano ya mohlakanelwa ye e saenet wego gare ga Tona ya Thuto le Tlhahlo t a Godingwana, Ngaka Blade Nzimande, le ba","is aimed at developing a framework for future cooperation in educatio The agreement covers general education, educational policy strategy, Technical and Vocational Education and Training (TVET) colleges and higher educatio TVET colleges hold the potential to unlock economic opportunities for our young people, while addressing the challenges of unemployment, inequality and poverty affecting communitie",0.7941548
