nso,en,src_text,trg_text,Cosine_Score
"[ 0.599746   -0.34796897  0.38005954 ...  1.1054311   0.9718252
  3.1333835 ]","[ 0.0080088  -0.00182316  0.01151087 ...  0.02692347  0.014659
  0.07125855]",Phethagat o ya Mananeo a Bohlokwa a Mmu o Mopresidente Jacob Zuma o etile pele baromiwa ba Mmu o wa Afrika Borwa go leba Samiting ya Tlwaelo ya Dinaga t e Di Hlabologago t a Borwa bja Afrika (SADC) ya Dihlogo t a Mebu o ya bo 36 ye e swerwego go thoma ka la 30 go fihla ka la 31 Phato 2016 ka fase ga morero wa:,Implementation of Key Government Programmes President Jacob Zuma led a South African Government delegation to the 36th Ordinary Southern African Development Community (SADC) Summit of Heads of State which took place from 30 to 31 August 2016 under the theme:,0.885926
"[ 0.5433045   0.01081619 -0.21883847 ...  0.9118914   1.2763671
  1.4104441 ]","[ 0.01602588 -0.00031855 -0.00012979 ...  0.0183386   0.05727021
  0.04406936]","Re Hloma Methopo ka Nepo ya go e Beelet a ka go Mananeokgoparara a Enet i ya Go ya go ile go fihlelela Tlhomo ya Diintasteri ye e Amago mang le mang ka SADC le go Atlega ga Selete se .Samiti ye e lebelet e kudu go kaonafat a bobedi tlhabollo ya diintasteri le ya mananeokgoparara ka nepo ya go maatlafat a kopanyo le go tsenya tiri ong kgwebi ano ya ka gare ga selete ka nepo ya go phethagat a lenaneotlhabollo la SADC la go ya go ilMabapi le seemo sa dipolotiki le t hirelet o ka mo seleteng se, go lebelet we kudu dipeakanyoleswa t a molaotheo, t a se haba le t a lefapha la t hirelet o ka nageng ya Bogo i ya Lesotho, poelanyo ya set haba, go tsenya tiri ong Leano la SADC ka ga Madagascar le ditheri ano t a set haba mabapi le go loki et a dikgetho ka nageng ya Democratic Republic of the CongKabinete e thekga Mopresidente Jacob Zuma ge a leboga Dinagamaloko t a SADC ka ga go tshepa le go ba le kholofelo go Afrika Borwa ge ba e kgethile bjalo ka Modulasetulo wa SADC yo o latelago ka Phato 2012.","Resource Mobilisation for Investment in Sustainable Energy Infrastructure for an Inclusive SADC Industrialisation and for the Prosperity of the Region .The Summit focused on the need to improve both industrial and infrastructure development to enhance integration and foster intra-regional trade in addressing SADC s sustainable development agendOn the political and security situation in the region, the focus was on constitutional, public and security sector reforms in the Kingdom of Lesotho, national reconciliation, implementation of the SADC Roadmap on Madagascar and the national dialogue towards preparations for national elections in the Democratic Republic of the CongCabinet joins President Jacob Zuma is extending gratitude to SADC Member States for the trust and confidence in electing South Africa as the incoming Chair of SADC in August 2012.",0.86735654
[0.57023805 0.06304841 0.03648809 ... 1.0214761  1.104945   0.9514929 ],[0.01046602 0.0058248  0.00393343 ... 0.0188582  0.0418554  0.03469494],"Kabinete e amogela peelet o ye e sego ya ka ya bonwa peleng ya R11 pilione ke Koporase ya Bodit habat haba ya Difatanaga ya Beijing (BAIC) go hloma pholante ya go dira difatanaga ka Seleteng sa Tlhabollo ya Diintasteri sa CoegKgwebi ano ye ke peelet o ye kgolo kudu ya difatanaga ka Afrika mo mengwageng ye e fetilego ye 40 gomme e tii elet a leswa naga ye bjalo ka lefelo la peelet o la godimo go bat welet i ba lefase ba difatanagSe se kgont hit we ke seemo sa thekgo ya molaotshepet o, kudukudu Lenaneotlhabollo la T welet o ya Difatanaga leo le gokedit ego bat welet i ba difatanaga go ralala le lefasPeelet o ya BAIC ke poelo ya Seboka sa Tiri ano ya China le Afrika (FOCAC) seo se swerwego ka Johannesburg ka Manthole 2015, fao Mopresidente Jacob Zuma le Tonakgolo ya China Xi Jinping a saennego ditumelelano t a go feta t e 26 t eo di nago le boleng bja R100 pilionProt eke ye e bea Kapa Bohlabela bjalo ka lefelo leo go lona go dirwago difatanaga t e nt i ebile e na le bokgoni bja go maatlafat a kabo ya dikarolo t a difatanaga, go hloma me omo le tlhabollo ya ekonom Go emet we gore e tla hloma me omo ye 2 500 thwii le me omo ye e fetago ye 10 600 ka mokgwa o mongwMo mathomong a ngwaga wo Toyota e begile gore e tla dira dimotlolo t a Toyota Hilux e mpsha le t a Fortuner bjalo ka karolo ya peelet o ya Rpilione mola BMW e tlo aga lefelo la go dira dikarolo t a difatanaga la maemo a godimo la R6 pilionDipeelet o t e di thu a go t wet a pele dilo t a rena t eo re di beilego pele set habeng t a go swana le kgolo ya ekonomi, go lota me omo ya bjale le go hloma me omo ye ment i ka ekonomin Kabinete e amogela go tsebagat a semmu o ga Sehlongwa sa Mathomo sa Tiri ano ka ga Dit helete sa Basadi ba Dinagamagaeng ka t a Bokgabo le Bot welet i ka Bokgabo bja Diatla ka Tona ya Kgoro ya Tlhabollo ya Dinagamagae le Peakanyoleswa ya Naga, Gugile Nkwint Kgwebo ya Mohlakanelwa ya Mzansi ya Thu o ya Dit helete go t a Bokgabo le Bot welet i ka Bokgabo bja Diatla, yeo e ngwadi it wego mathomong a ngwaga wo, e tla","These include industrialisation, health, and social stabilitCabinet welcomes Prime Minister Shinzo Abe s pledge that Japan will mobilise a total of $30 billion in private- and public-sector funds to invest in Africa over next three years to boost infrastructure building in AfricThe assembly made extensive and deep discussions on private-sector investment, the industrialisation of economies in Africa, creating sustainable economic structures, health and prevention against pandemics such as Ebola and Zika, the fight against terrorism, educating and empowering poverty-stricken youths to prevent them from being lured to extremist groups and terrorisThe heads of state and government reiterated their commitment to continue strengthening TICAD process with the guiding principles of open and inclusive forum, engagement of multi-stakeholders, alignment with African prior agendas, emphasis on people centered development, and effective implementation with integrated follow-up mechanism The incidents of racism levelled against Pretoria High School for Girls are of concer Cabinet commends the bravery of the learners for exposing the racism and prejudice at the schoo They are indeed activists of social change, who are needed in taking our country away from its divisive past and closer to realising the objectives of a more united South AfricWe call on all South Africans to respect each other and unite against the divisiveness of racism in our societ Our democratic journey is built on tolerance and respec We also join millions of South Africans in congratulating Team South Africa for a sterling performance at the 2016 Rio Olympic Game The team did the country proud by winning ten medals across various disciplines, including two gold medal",0.8918445
"[ 2.1202252   0.30840665 -0.18201946 ...  1.3776652   1.2409798
  0.8924412 ]",[0.00817032 0.01193591 0.00446028 ... 0.00285209 0.02775133 0.02229297],"oma bjalo ka setheo sa go panka go ba omi ba t a bokgabo ba magaeng bao e lego maloko a dikgwebo t a mohlakanelwa t eo di hlomilego ka Kwazulu Natal, ka Kapa Bohlabela, ka Limpopo le ka MpumalangSehlongwa se se dumelela basadi ba go fihlelela Lenaneotefo la Boset haba, ditirelo t a met hene, go fa pego ka","Cabinet welcomed the historic R11 billion investment by the Beijing Automobile International Corporation (BAIC) to establish an automotive manufacturing plant in the Coega Industrial Development ZonThe deal is the biggest automotive investment in Africa in the last 40 years and reaffirms the country as a top investment destination for global automotive producerThis was made possible through South Africa s supportive policy environment, in particular the Automotive Production and Development Programme which has attracted automotive producers from across the worlThe BAIC investment is an outcome of the Forum on China-Africa Cooperation (FOCAC) that was held in Johannesburg in December 2015, where President Jacob Zuma and Chinese President Xi Jinping signed no less than 26 bilateral agreements valued at approximately R100 billioThe project positions the Eastern Cape as an automotive hub and has the potential of deepening the component supply chain, job creation and economic developmen It is expected to create 2 500 jobs directly and more than 10 600 jobs indirectlEarlier this year Toyota announced that it would manufacture the new Toyota Hilux and Fortuner models as part of a Rbillion investment while BMW is to construct a R6 billion a state-of-the-art body shoThese investments help advance our national priorities of reigniting economic growth, preserving existing and creating more jobs in the econom Cabinet welcomes the launch of the first Co-operative Financial Institution for Rural Women in Arts and Craft by the Minister of Rural Development and Land Reform, Gugile Nkwint The Mzansi Rural Arts and Craft Financial Institution Cooperative, which was registered earlier this year, will serve as a banking platform for rural crafters who are members of cooperatives that have been established in KwaZulu-Natal, the Eastern Cape, Limpopo and MpumalangThe Institution allows these women access to the National Payment System, automated operations, accurate prudential reporting and will enable members to transact at point of sale, ATM and with other co-operative financial institutions across South Afric Some of the key outcomes of the support provided include the acquisition of valid registration certificates, bank accounts, tax clearance certificates and linkages to new markets local and international market The initiative is part of a holistic effort to empower women in rural areas with skills and knowledge to create successful enterprise The launch of the 50/50 policy by Minister of Rural Development and Land Reform, has seen the first farm entering the pilot phase of the Policy Framework on Strengthening the Relative Rights of People Working the Land, in KwaZulu-NataThe 514 hectares Westcliffe farm comprises of 270 hectares of sugar cane, 140 hectares of timber and 10 hectares of irrigated cabbage operatio The agreement will see workers and farm owners become co-owners of the farming enterprise in uMshwathi local municipality, near GreytowAmong other things, the policy aims to secure tenure for farm workers while seeking to transform land ownership patterns in the country and empowering workers to acquire shares in farming enterprise The 50/50 policy framework also aims to improve economic transformation of the agricultural secto The 2016 Colloquium on Print Media Transformation which was hosted by the Department of Communications to discuss transformation and diversity in the country s media provided a platform to a range of stakeholders active in the media environment to discuss the country s media transformation, accountability and diversity prioritieThe colloquium, which focused on the entire value chain in the print media space, from ownership through to printing, distribution, research and advertising, will inform a concept paper related to the transformation and reform of traditional and new media in South Afric South Africa marks Tourism Month in September under the theme:",0.75335634
[0.4886881  1.2074351  0.1178553  ... 1.0508175  0.90588194 0.9339908 ],[0.02657072 0.00020956 0.0495899  ... 0.01885758 0.02503649 0.00912348],"edi le ka fao go nepaget ego e bile se tla kgont ha go gwebi ana fao go reki wago gona, go di-ATM le go dihlongweng t e dingwe t a dit helete t a mohlakanelwa go ralala le Afrika Borw T e dingwe t a dipoelo t e bohlokwa t a thekgo ye e filwego di akaret a go hwet a disetifikeiti t a ngwadi o t e di nepaget ego, diakhaonte t a panka, disetifikeiti t a go laet a gore o lefa mot helo gabotse le dikamano le mebaraka ye meswa ya ka nageng le mebaraka ya bodit habat hab Lesolo le ke karolo ya maitapi o a kakaret o a go maatlafat a basadi ka dinagamagaeng ka bokgoni le tsebo ya go hlama dikgwebo t e di atlegileg Go tsebagat wa ga molawana wa 50/50 ka Tona ya Tlhabollo ya Dinagamagae le Peakanyoleswa ya Naga, go dirile gore polasa ya mathomo e tsene ka kgatong ya go leka kgonagalo ya Tlhako ya Melaotshepet o ka ga go Maatlafat a Ditokelo t a Batho bao ba","The blistering performance by Wayde Van Niekerk in winning gold in the 400m and smashing the world record, and the stunning run by our golden girl Caster Semenya in the 800m will live long in our collective memorie Cabinet congratulates South Africans and the IEC for their part in ensuring yet another successful Local Government Electio Across the country, councils have met to elect mayors, speakers and chief whips in a resounding vote for democracy in actioCabinet encourages citizens to continue to participate through Ward Committees and other mechanisms that include communities in local governmen The announcement of a R1, 5 billion fine payable by ArcelorMittal, the country's largest steel-maker, for price-fixing and collusion in the steel industry is the largest single fine imposed against a single company by the competition authoritieThe company also undertook, as part of the settlement with the authorities, to invest R4,6 billion in new capital spending to upgrade its plants and improve competitivenes The settlement further provides for a pricing mechanism that will cap the company's margin on flat steel products for a period of five yearThis is part of a crackdown against abuse of market power and price-fixing that undermines the performance of the economy, imposes unnecessary costs on downstream factories and damages local job Government remains committed to promoting investment-led economic growth, not collusion-induced economic stagnatio We call on all South Africans to use water efficiently and conserve it; by working together we can ensure a steady supply of water and also protect our vital water infrastructurThere are persistent drought conditions in several parts of the country with Gauteng now being impacted with the Integrated Vaal River System under severe pressur To deal with the current situation, the Department of Water and Sanitation working with SALGA, CoGTA and municipalities will impose restrictions on water consumption in Ekurhuleni, Johannesburg, Tshwane and Mogale CitUrban supply will be reduced by 15 per cent and water for irrigation will be reduced by 20 per cen",0.83030564
"[ 0.8744859  -0.08839484  0.0689953  ...  1.1232276   1.1097178
  1.3870015 ]",[0.01612188 0.05310948 0.0066202  ... 0.04104172 0.02110021 0.04607966],"omago Naga ka go e Lema, ka KwaZulu-NataPolasa ya Westcliffe ya dihekthara t e 514 e na le dihekthara t e 270 t a moba, dihekthara t e 140 t a kota le dihekthara t e 10 t a setlamo sa go bjala khabet he ye e no et wag Tumelelano ye e tla dira gore ba omi le beng ba dipolasa ba be bengmmogo ba kgwebokgolo ya temo ka masepaleng wa selegae wa uMshwathi, kgauswi le GreytowGareng ga t e dingwe, molawana wo o ikemi edit e go kgont ha gore ba omi ba dipolaseng ba hwet e madulo fao dipolaseng mola ka go le lenwge o nyaka go feto a mekgwa ya go ba beng ba naga ka mo nageng le go maatlafat a ba omi go hwet a di ere ka dikgwebokgolong t a tem Tlhako ya molawana wa 50/50 gape e ikemi edit e go kaonafat a pheto o ya ekonomi ka lefapheng la tem Khonferentshe ya 2016 ka ga Pheto o ya Kga o ya Dikuranta yeo monggae wa yona e bego e le Kgoro ya Dikgokagano go ahlaahla pheto o le go farologana ga kga o ka mo nageng e file bakgathatema bao ba fapafapanego bao ba","Towards an Innovative, Invigorated, Interconnected and Inclusive World Economy .The primary focus of the G20 is to increase multilateral cooperation for the recovery of the global economy, to bring stability to the global financial system, to promote long-term sustainable growth and to strengthen global economic governancPresident Jacob Zuma will attend the G20 Summit in Hangzhou, China on 4 and 5 September 2016 hoste South Africa s participation in the G20 is to provide strategic foresight in establishing an economic and international policy platform that will drive and negotiate the best possible outcomes for South Africa, Africa and the developing worl The G20 Summit will, for the first time in history, have a record number of developing countries in attendanc The release of the 2015/16 National Annual Crime Statistics, which are generated from crime data that are reported at station level was also approved and will be published on 2 September 2016.The release of the statistics contribute towards the strategic outcome of",0.8283068
"[ 0.6725012   0.23419857 -0.036623   ...  1.4286529   1.2511123
  1.6143395 ]",[0.00778987 0.00184339 0.005244   ... 0.02217302 0.02801713 0.04819136],"omago ka tikologong ya t a kga o sebaka go ahlaahla pheto o ya t a kga o ka mo nageng, boikarabelo le dilo t e di beilwego pele t e di farologanegKhonferentshe ye, ye e bego e lebelet e kudu kabo ya ditirelo ka go lefapha la kga o ya dikuranta, go tloga go beng go ya go go gati a dikuranta, go di phatlalat a, go dira dinyaki i o le papat o, e tla hlama pampiri ya dikgopolo ye e amanago le pheto o le go beakanya leswa ga kga o ya setlwaedi le ye mpsha ka Afrika Borw Afrika Borwa e keteka Kgwedi ya Boeti ka Lewedi ka fase ga morero wa:","Government launched the National Development Plan (NDP) brand and communication strateg The NDP visual identity will unify and profile government communication efforts on progress in the implementation of the NDP through a recognisable brand identity Key Cabinet decisions Cabinet approved South Africa s overarching approach for its participation in this year s G20 which under the Chinese Presidency, adopted an overarching theme of working",0.804819
"[ 0.20446257 -0.12786104 -0.28237075 ...  0.31057057 -0.41623712
 -0.23553574]","[ 7.2212145e-03  4.6780435e-03 -1.2141931e-05 ...  5.9552337e-03
  1.4932514e-03  7.1504088e-03]",Boeti bja Bohle,Tourism for All,0.7197871
"[ 0.45436814 -0.05757462 -0.10019895 ...  1.0748023   1.1741283
  1.1582353 ]","[ 0.00900021 -0.00077047  0.00198382 ...  0.04822702  0.04398261
  0.05151281]",go t wet a pele dilo t a boeti t eo naga ye e humilego ka t ona go ka di laet a maAfrika Borwa ka mokKabinete e hlohlelet a yo mongwe le yo mongwe go,"to promote the country s rich tourism offerings to all South AfricanCabinet encourages everyone to work together to ensure that barriers that prevent access are removed and all South Africans are afforded the opportunity, and cultivate the interest to explore our fascinating and beautiful countr We call on all South Africans to celebrate our nations diverse cultures as the country marks Heritage Month in September under the theme:",0.7502513
"[ 0.6357443  -0.11234742 -0.2983058  ...  0.11009002  0.4836038
  0.79412067]","[ 0.01836054 -0.00288584 -0.00080874 ...  0.0145311   0.03702785
  0.0507557 ]",oma mmogo go netefat a gore maphelo ao a,The restrictions are unavoidable and will remain in place to secure water supply until the situation ease .,0.6193936
