nso,en,src_text,trg_text,Cosine_Score
"[ 0.76639766 -0.13425796  0.35315055 ...  0.54802924  0.36836922
  2.370706  ]",[0.00858271 0.002726   0.01888962 ... 0.01516371 0.00161925 0.03453876],"Kabinete e kopane ka Laboraro la 30 Diphalane 2019, Tuynhuys ka Motsekapa Merero ye Bohlokwa Seemong sa Bjale1.","Cabinet met on Wednesday, 30 October 2019 at Tuynhuys in Cape Town Issues In The Environment1.",0.8341198
"[ 0.8585406  -0.2790006   0.61227393 ...  0.5795373   1.251246
  2.3997738 ]",[0.03722127 0.00239391 0.02152797 ... 0.01507502 0.03909685 0.02829905],Khonferense ya Afrika Borwa ya Dipeelet o (SAIC) Kabinete e letet e ka tshepho khonferense ya Bobedi ya SAIC 2019 yeo e tlo swarwago bekeng ye tlago go thoma ka la 5 go fihla ka la 7 Dibatsela 2019 kua Sandton Convention Centre gola Gauteng ka tlase ga morero wo:,South Africa Investment Conference (SAIC) Cabinet is looking forward with positive anticipation to the Second SAIC 2019 to be held next week from the 5th to 7th November 2019 at the Sandton Convention Centre in Gauteng under the theme:,0.8941617
"[ 0.46453756 -0.18152721 -0.01869081 ...  0.57159203  0.5486747
  0.11986229]","[ 0.0199471  -0.00073323 -0.00149565 ...  0.03594873  0.03348584
  0.00203165]",Potlaki o ya Kgolo ya Ikonomi ka Kago ya Dikgwebi ano .,Accelerating Economic Growth by Building Partnerships .,0.69676346
"[ 0.44118768 -0.00775275 -0.03964185 ...  1.0407295   1.5316237
  0.8777301 ]",[0.00109921 0.00102869 0.05872953 ... 0.01793322 0.01473772 0.04710063],"SAIC 2019 e gata mohlaleng wa SAIC ya mathomo yeo e bego e swerwe ka Dibatsela 2018, yeo e gokilego dipeelet o t a go fihla R300 bilion T ona di akaret a khamphani ya konokono ya bodit habat haba ya e-commerce e bago Amazon ge e hlomile hapo ya ditirelokgokagano t a inthanete mono Afrika Borwa; khamphani ya meepo ya bodit habat haba e bago Vedanta Resources ge e beeledit e botolo ong bja ka mo nageng; khamphani ya theknolot i ya Rwanda e bago Mara Corporation, ka go dira dillathekeng t a sebjalebjale t a theknolot i ya maemo a godimo kudu le gape khamphani ya dikhemisi ka go beelet a go dibolayabohloko t a go hlweka kgahlanong le ditwat","The SAIC 2019 will build on the first SAIC held in October 2018, which attracted R300 billion in investment commitment These included international e-commerce giant Amazon establishing a cloud-computing hub in South Africa; global mining company Vedanta Resources investing in a local smelter; Rwanda-based technology company, Mara Corporation, to make high-tech smartphones and pharmaceutical company Aspen Pharmacare investing in the manufacture of sterile anesthetic We join all South Africans in welcoming over 1500 delegates representing local and international businesses men and women expected to attend the Investment Conferenc On the 7th November, the conference will proceed at the University of Johannesburg Soweto Campus, with a focus on entrepreneurship, innovation and growing small and medium businesses Africa Investment Forum (AIF) The African Development Bank Group will convene the Africa Investment Forum from the 11th to 13th November 2019 in Johannesbur This is another investment opportunity for South Africa to tap into the capital that seeks to drive the advancement of Africa s infrastructur The forum brings together pension funds, sovereign wealth funds, private investors, private equity firms and heads of governmen It will focus on developing and executing deals to unlock Africa s multibillion-dollar investment opportunitie In pursuit of our stated goal of rolling out public and private infrastructural programme, the government has set aside R100 billion over 10 years for a National Infrastructure Fund, and is looking forward to working with private investors and international financial institutions to leverage finance for our country s infrastructure development Medium Term Budget Policy Statement (MTBPS) Cabinet has welcomed the 2019 MTBPS tabled by Finance Minister Tito Mboweni presented against the backdrop of a tough local and global economy, the 2019 MTBPS proposes measures that will arrest the public expenditure and the running debt to GD Cabinet also noted that the results of the Quarterly Labour Force Survey for the third quarter of 2019 released by Statistics South Africa indicated that the official unemployment rate increased by 0,1 of a percentage point to 29,1% compared to the second quarter of 2013.",0.83041894
"[ 0.83053315 -0.1214494  -0.13368769 ...  0.91110873  1.591397
  1.5107245 ]",[0.0260962  0.00407931 0.00025235 ... 0.02037665 0.04806427 0.03800503],Re tlaba le maAfrika Borwa ka moka go amogela baromiwa ba go feta 1 500 bao ba emelago banna le basadi ba go t wa ka mono nageng le ba bodit habat haba bao ba letet wego go ba gona Khonferenseng ya Dipeelet,"Cabinet extended its congratulations to: 12-year-old Olwami Shangase from KwaZulu-Natal, whose book titled Rejected Treasure aims to teach everyone, especially children, about the power of forgiving and lovin 11-year-old Amahle Zenzile from Cape Town, who has been invited to represent South Africa at the African Youth Chess Tournament to be held in Namibia in Decembe South African producer and composer, Mr Lebohang Morake, who ensured that the Drakensberg Boys Choir flew our flag high when they performed in a special Lion King tribute in Londo President Mokgweetsi Masisi and the people of Botswana on another peaceful presidential election, which further strengthens Botswana s democrac South Africa is sending a delegation to be part of the Inauguration of the Botswana President tomorrow, 1 November 2019.",0.7351239
"[ 0.15770207 -0.2672973  -0.06802407 ...  0.5571777   0.7144568
  1.1659745 ]","[ 0.05026039  0.00299933 -0.00062306 ...  0.02545331  0.04259165
  0.0577985 ]","Ka la 7 Dibatsela, khonferense ye e tlo t welapele Yunibesithing ya Johannesburg Khamphaseng ya Soweto fao go tla","Opening of High Court President Ramaphosa will officially open the Mpumalanga High Court in Mbombela, on Friday, 8 November 2019.",0.64655864
[0.71829224 0.00478517 0.27815583 ... 0.93514776 1.1305242  1.1748228 ],"[-9.4619725e-07 -2.0980029e-05  5.4975874e-03 ...  3.0105513e-02
  3.9169684e-02  5.5461280e-02]","et wago boihlamelokgwebo, dipheto o le kgodi o ya dikgwebopotlana le t a magareng Foramo ya Afrika ya Dipeelet o (AIF) Sehlopha sa Panka ya Tlhabollo ya Afrika se tlo swara Foramo ya Afrika ya Dipeelet o go thoma ka la 11 go fihla ka la 13 Dibatsela 2019 kua Johannesbur Wo ke monyetla wo mongwe wa dipeelet o gore Afrika Borwa e kgone go tsenelela ka gare ga dipeelet o t eo nepokgolo ya t ona e lego go potlaki a kgatelopele ya mananeokgoparara a Afrik Foramo ye e kopant ha mmogo dikhwama t a phen ene, dikhwama t a mmu o t a dipeelet o, babeelet i ba praebete, difeme t a praebete t a dipeelet o gotee le baetapele ba mebu","On the other hand, a total of 88 Chinese companies are investing in South Africa, with a capital expenditure of R116 billion over the same perio Cabinet welcomes the signing of the strategic cooperation agreement between South African Tourism and Chinese company, Tencent, which owns the communication platform WeCha The two-year partnership gives South Africa direct access to millions of potential Chinese travellers for both business and leisure, to market the country as a destination of choic South Africa aims to double its international tourist arrivals from 10, 4 million to 21 million by 2035.",0.815097
"[-0.12500851 -0.44795606 -0.21159808 ... -0.18000384 -0.01421228
  0.5686434 ]","[ 1.7670384e-02 -2.6740157e-03 -5.5479966e-05 ... -1.4625716e-03
  9.0798950e-03  5.0043542e-04]",Yona e tlo,Boks,0.5068139
"[ 1.1590738  -0.17423922  0.11526501 ...  0.7185994   1.340323
  0.94464874]","[ 0.05464612 -0.00046729 -0.00062239 ...  0.01730432  0.0320881
  0.02589089]",et a go hlabolla le go phethagat a dikwano t a go utolla menyetla ya Afrika ya dipeelet o t a go bit a dibilionebilione t a ditolar,The President will be joined by the Justice and Correctional Services Minister Ronald Lamola and Public Works and Infrastructure Minister Patricia de Lille to mark an important milestone in the programme that aims to provide access to justice to all South African,0.74085516
"[ 1.0503774  -0.0208023   0.39565587 ...  1.0299394   1.5574906
  1.2898595 ]","[ 4.7304435e-03  7.8800117e-04 -1.5388516e-05 ...  2.2288097e-02
  3.7985224e-02  3.8111076e-02]","Ka moya wa go fihlelela nepo yeo go bolet wego ka yona ya go hloma lenaneo la mananeokgoparara a mmu o le a praebete, mmu o o beet e thoko R100 bilione mo mengwageng ye lesome ye tlago bakeng sa Sekhwama sa Mananeokgoparara a Boset haba, ebile mmu o o lebelet e gore kua pele o","This followed the announcement made by President Ramaphosa in his February 2019 State of the Nation Address that to improve operational efficiency, Eskom would be unbundled and separated into three subsidiaries namely transmission, generation and distributio Cabinet endorses the proposals in Eskom s business model, which is the latest blueprint to put Eskom onto a growth trajector The roadmap envisions cost-effective electricity supply, energy security and diverse sources of energy in line with the Integrated Resource Plan, which was gazetted earlier this month and detailed the country's energy mix over the next 10 year We call on all stakeholders in the energy sector to fully support the implementation of this plan Rugby World Cup (RWC) Final Cabinet proudly congratulates the national rugby team, the Springboks, on reaching the finals of the 2019 RW",0.7606263
