nso,en,src_text,trg_text,Cosine_Score
"[ 0.2292928  -0.36698243 -0.13331503 ...  0.02456029  0.15608211
  1.3375058 ]","[-0.00130068  0.00138589 -0.000487   ... -0.00196136 -0.00190788
  0.0220324 ]",Merero ye Bohlokwa Seemong sa Bjale 1.,UPCOMING EVENTS1.,0.55995893
"[ 0.39953247  0.36829498 -0.04726406 ... -0.11542289  0.07930312
 -0.4590535 ]","[ 0.038157    0.00713934 -0.00096975 ...  0.01562896 -0.00303403
  0.01504686]",Lenaneo la Lesolo la Meento,4. International Philately Exhibition (IPEX),0.56805444
[0.46618474 0.11442164 0.19485846 ... 0.63850516 0.5637713  2.0993795 ],"[ 0.02017412 -0.0009283  -0.00031014 ...  0.02779314  0.03124076
  0.02452724]","Lenaneo la Lesolo la Mafelo a go Hlaba Meento ya bolwet i bja Coronavirus (COVID-19) la Sisonke a okedidit we go ba a 54 go kgabaganya naga ka bophar Go fihla t at ing la lehono, batho ba go feta 207 808 ba entilwe ka lona lenaneo l",Vaccination Roll-Out Programme The Coronavirus Disease (COVID-19) Sisonke vaccination roll-out programme has been extended to 54 vaccine sites across the countr,0.81551176
"[ 0.62080103 -0.02408727  0.23428987 ...  0.5924666   0.8441058
  2.3913612 ]","[ 0.02376785 -0.0031      0.00835074 ...  0.02332032  0.02350511
  0.07039582]","Dikgato t e tharo t a Lenaneo la Afrika Borwa la lesolo la meento le eme ka tsela ye: Kgato ya 1: E gare e ya phethagat wa mo dikgweding t e tharo go thoma ka Dibokwane go fihla ka Moranang 2021, nepo e le go enta ba omedi ba t a maphelo ba go feta milione le seripa (ba 608 295 ba bona ba ingwadi it e) nageng ka bophar Kgoro ya Maphelo e gata ka mo ito wa maleba go enta ba omedi ka moka ba t a maphelo pele ga ge Kgato ya 1 e fihla mafelelonKgato ya 2: Kgato ye e tlo phethagat wa mo dikgweding t e tshela, go thoma ka Mopitlo go fihla ka Diphalane 2021.","The programme has to date vaccinated more than 207 808 peopl The three phases of South Africa s Vaccination roll-out programme are as follows:Phase 1: It is being implemented over three months from 17 February to 17 May 2021, to target over 1,5 million (608 295 registered) healthcare workers countrywid The Department of Health is on track to vaccinate all healthcare workers by the end of Phase 1.Phase 2: It will be implemented over six months, starting from 18 May to 17 Novemver 2021.",0.881948
"[ 0.6453133  -0.23257814 -0.13659051 ...  0.7292527   0.9676537
  0.8630679 ]","[ 0.02962489  0.03272298 -0.00027002 ...  0.01561148  0.03049122
  0.03001438]","Kgato ye e tlo akaret a dihlopha t a batho ba 13 350 140 bao ba lego kotsing ya leuba le, ba omedi ba bohlokwa le ba legoro la t a maphelo le polokego mafelong a me omo; ba omedi bao ba","This phase will covering over 13,350,140 vulnerable groups, essential workers, and occupational health and safety stream - workers in sectors that are critical for economic recovery such as mines, hospitality, taxi industry, retail including spazashops and the informal sector, media and other applicable beneficiarie Government is engaging with NEDLAC on a process to detail the categories of essential workers and OHS stream and outline a process to follow in applying for including in Phase 2.",0.7886747
"[ 0.74223447  1.0264338  -0.02094861 ...  1.2697592   0.8252784
  0.9454143 ]","[ 0.0149552  -0.00374351  0.00032143 ...  0.04076042  0.02534565
  0.05428462]","omang ka mafapheng ao a lego bohlokwahlokwa go boet a ikonomi madulong a yona go swana le meepo, kamogelabaeng, intasteri ya dithekisi, mabenkele a kgoparara le diphatsa, bagwebi ba merogo le dienywa, babegaditaba le ba bangwe ba maleb Mafelo a go hlaba meento Kgatong ya Bobedi le ya Boraro a tlo roto et wa go 2 085 ebile a tlo akaret a gape mafelo a lefapha la praebete go kaonafat a bokgoni le lebelo la lenaneo le la lesolo la meentKgato ya 3: Kgato ye e tlo phethagat wa mo dikgweding t e tharo (Dibatsela 2021",The vaccination sites for Phases 2 and 3 will expand to 2085 and will also include private sector sites to improve the efficiency and speed of the vaccination roll-out programmPhase 3: It will be implemented over three months (Nov 2021,0.79308647
"[ 0.557279   -0.27419913 -0.11225747 ...  0.32116318  1.0096318
  0.83644783]","[ 0.0122233  -0.00160959  0.06462483 ...  0.03284971  0.03281007
  0.04195494]",Dibokwane 2022) mo go tlo entwago batho ka moka ba Afrika Borwa bao ba,"Feb 2022) to cover the remainder of all people in South Africa, including those who were not vaccinated in Phase 2.",0.7113211
"[ 0.5883107  -0.2433165  -0.02419737 ...  0.47284782  0.6842393
  1.2777863 ]","[ 0.00802295 -0.00115137  0.00121541 ... -0.00505081  0.00565616
  0.02559235]","et ego, go akaret wa le bao ba sa kago ba entwa Kgatong ya Bobedi, nepo e le go fihlelela batho ba 22 600 643.","Targeting 22, 600, 643.",0.67173374
"[ 0.23065779  0.14562884 -0.00611408 ...  1.3384925   1.0708969
  1.6853094 ]","[ 0.00212352 -0.00027516  0.00305091 ...  0.0330783   0.02962849
  0.02315817]","Kabinete e thabela go bona go goroga ditseka t a moento wa Johnson & Johnson (J&J) ka mo nageng, t eo di netefat ago gore go ba le kgatelopele phethagat ong ya Kgato ya Mathomo ya lenaneo la lesolo la meento la Sisonk","Cabinet welcomes the continual arrival of tranches of the Johnson & Johnson (J&J) vaccine into the country, which is ensuring progress with implementation of the Phase 1 of the Sisonke vaccination roll-out programm Cabinet remains confident of the remarkable progress being made by the South African Health Products Regulatory Authority (SAHPRA) in authorising the J&J vaccine for mass vaccinatio The recent approval by the SAHPRA of the Pfizer/BioNTech COVID-19 vaccine should give the country access to more lifesaving vaccine Cabinet would like to reassure South Africans of the capacity of the Department of Health, in partnership with the private sector, to undertake a mass vaccine roll-out when Phase 2 gets underwa Cabinet also welcomed the visit to the Biovac Manufacturing Facility in the Western Cape on Thursday, 18 March 2021 by the Chairperson of the Inter-Ministerial Committee (IMC) on COVID-19 Vaccines, Deputy President David Mabuz The visit assessed the facility s capabilities, infrastructure and investments to support vaccine manufacturing and developmen The partnership between Biovac and the United States-based immunotherapy company, ImmunityBio, to develop South Africa s capability to manufacture COVID-19 vaccines, will result in ImmunityBio's second-generation COVID-19 vaccine being manufactured in the countr Cabinet calls on all South Africans and everyone in the country to play their part and strictly adhere to the lockdown restrictions",0.72402376
"[ 0.76761997  0.03077786 -0.18223585 ...  1.1146427   1.2005739
  1.0065572 ]",[0.04744497 0.00033476 0.00063016 ... 0.01537604 0.04500359 0.01601182],Kabinete e sant e enale boitshepho bja kgatelopele ye makat ago yeo e fihlelet wego ke Lekgotla la Afrika Borwa la Taolo ya Dit welet wa t a Maphelo (SAHPRA) ge le dumelet e moento wa J&J gore o ka,"This session will read South African literary classics The Suit by Can Themba and I am not a Tramp by Leslie Sehum Since its launch in 2019, the National Reading Coalition has supported the Read to Lead Campaign and President Cyril Ramaphosa s call to improve reading nationally",0.752929
