nso,en,src_text,trg_text,Cosine_Score
"[ 0.6051873  -0.08222181 -0.16839942 ...  0.9070574   0.514866
  1.083524  ]","[ 0.02071367 -0.00181152  0.00591011 ...  0.01720965  0.03266247
  0.02973835]","Kabinete e kopane ka Laboraro la 21 Phupu 2017, ka Tuynhuys, MotsekapMerero ka seemong sa bjaleKabinete e bolet e ka ga ditsebi o t e di sa t wago go dirwa ke ditheo t e kgolo t e tharo t a kelo ya maemo a dikolot Ditheo t e tharo t e ka moka di hlagi it e ditaba t a go swana t a mabapi le go nanya ga magato a peakanyoleswa ao a hlohlelet ago kgolo ya ekonomi, go","Issues in the environment Cabinet reflected on the recent announcements by the three major ratings agencie All three ratings agencies raised similar issues such as the slow pace of growth-enhancing reforms, the performance of state-owned companies (SOCs) and political risks, among other issueCabinet expressed confidence in its systematic interventions to address the country s economic challenges as well as work undertaken to strengthen the performance of the SOC",0.7932581
"[ 0.7704718  -0.06484496 -0.1943386  ...  0.745687    0.84170896
  0.99188316]","[ 0.03255622  0.07129469 -0.00019621 ...  0.03246406  0.04795316
  0.04929814]","oma ga dikgwebo t a mmu o (di-SOC) le dikotsi t a sepolotiki, gareng ga t e dingwKabinete e laedit e tshepo go ditsenogare t a yona t a togamaano mabapi le go rarolla mathata a ekonomi ka mo nageng gammogo le mo omo wo o dirwago go maatlafat a go","The one-day summit will be attended by Heads of State and Government of the SACU member states, which include South Africa, Botswana, Lesotho, Namibia and SwazilanThe summit will discuss various issues related to regional trade and industrialisation and work programm It will also review some aspects of the SACU agreement and its terms of reference, so as to facilitate development of SACU economieIt is through SACU that increased markets for goods and services from the region can be secured through the various ongoing trade negotiations that are aimed at advancing greater regional and continental integratio As part of the continuing crime-fighting Imbizo, President Zuma will undertake a Siyahlola Presidential Monitoring Programme visit in Lusikisiki, Eastern Cape on Saturday, 24 June 2013.",0.7572194
"[ 1.173973    0.13077441 -0.06515595 ...  0.54650974  0.9603524
  0.78423566]","[ 7.6421569e-03  1.5366620e-03 -2.9793609e-05 ...  3.1019287e-02
  2.3487620e-02  6.5272986e-03]","oma ga di-SO Mmu o o t wela pele gabotse go hlokomela metheo ya ona ya dit helete, ka go netefat a gore go na le bonnete bja melaotshepet o, le go",bodieDeath in any family brings an element of vulnerability and pain to the surviving family member As society no amount of dispute is worth such insensitivit Cabinet appeals to all parties involved to find an amicable solution to their disputes without affecting the families of the decease Cabinet welcomes the formation of the Local Government Youth Development Foru The forum is set to be a progressive voice of youth in the implementation of various youth development initiatives within local governmen,0.6815611
"[ 9.8455065e-01 -3.4569096e-02  1.0232613e-03 ...  1.0176685e+00
  9.0242708e-01  1.4308228e+00]","[ 3.3313464e-03  2.8094975e-05 -1.5338737e-04 ...  2.4598340e-02
  1.4775448e-02  6.5326035e-02]",oma go netefat a gore go ba le kgolo ye e akaret ago mang le mang le pheto o ya ekonomKabinete e bu elet a gore motheo wa kgolo ya godimo ya ekonomi le tlhabollo ya ekonomi ya set haba o,"Cabinet decisions Cabinet approved the White Paper on the National Health Insurance (NHI), to be gazetted as a policy documen The White Paper takes the country closer to ensuring all South Africans have access to healthcare, irrespective of their socio-economic statuThe NHI is a health financing system that allocates funds to provide access to healthcarThis is consistent with the National Development Plan s (NDP) objective that seeks to ensure everyone has access to healthcare, regardless of their incomThe Department of Health will hold a briefing on 29 June 2017 to fully unpack the elements of this White Pape Cabinet approved the Revised Human Resource Development Strategy towards 2030.",0.69900525
"[ 0.7038374   0.09639239 -0.02366642 ...  1.0542886   0.84289783
  1.1357621 ]","[ 2.4398665e-03  2.9175676e-02 -1.9132654e-05 ...  2.4684232e-02
  2.6974760e-02  1.7372094e-02]","et e o theilw E lebelet e kudu go kaonafat a tshepo ya babeelet i le ya badiri i ka go akgofi a go tsenywa tiri ong ga dipeakanyoleswa t a metheo t a kgolo ya ekonomMopresidente Jacob Zuma o bidit e weke opo ya Lekgotlakelet o la Maatlafat o ya Bathobaso Dikgwebong (BEE) ka Labobedi la 20 Phupu 2017, leo le ilego la lebelela kudu pheto o ya motheo ya ekonomi ya set hab Weke opo ye, gareng ga t e dingwe, e bolet e ka ga mathata a togamaano le a mafapha a phethagat o ya Molao wa Maatlafat o ya Bathobaso Dikgwebong yeo e Nabilego (BBBEE), wa 2003 (Molao wa 53 wa 2003) le dit hi inyo t eo di akant wego t a go fihlelela maikemi et o a mmu o mabapi le pheto o ya motheo ya ekonomi ya set habTiri ano gareng ga mmu o, kgwebo, ba omi le set haba sa badudi e bohlokwa go thekga maemo a boitshepo, gore ge re","Government remains on track in maintaining its fiscal framework, ensuring policy certainty, and working to ensure inclusive growth and economic transformatioCabinet reiterates that the foundation for a higher growth path and socio-economic development has already been laiIt focuses on improving investor and consumer confidence by fast-tracking the implementation of the structural reforms for economic growtPresident Jacob Zuma convened the Black Economic Empowerment (BEE) Advisory Council workshop on Tuesday, 20 June 2017, which focused on radical socio-economic transformatioThe workshop, amongst others, addressed the systematic and structural implementation challenges of the Broad-Based BEE Act, 2003 (Act 53 of 2003) and the proposed recommendations to realise government s objectives on radical socio-economic transformatioThe partnership between government, business, labour and civil society is critical to boost confidence levels, so that working together we can reclaim and maintain investment-grade rating As Youth Month draws to a close, Cabinet thanks all sectors who participated in activities across the countr The participation of thousands of young people in the various Youth Month empowerment activities that were hosted by departments, government entities and the private sector is encouraginThis year marks the 41st anniversary of the 1976 Soweto Student Uprising and the commemoration serves as a reminder that young people in the country were at the forefront of our StrugglCabinet calls on youth to use all the support and resources that government has made available to improve their prospects and advance their participation in the econom Cabinet condemns the recent violence and intimidation of commuters during the protests by taxi owner Such actions are out of place in a democratic societ Peaceful interventions on any matter will always be beneficial to all parties involveThe subsequent agreement between the South African National Taxi Association and SA Taxi Finance Holdings is further confirmation that peaceful dialogue can resolve such issues without impacting on innocent people and disrupting the economCabinet welcomes this decision, which is in the best interest of commuters and the taxi industrCabinet welcomes the dialogue currently taking place between the Department of Transport and the leadership of the taxi industry in finding a lasting solutio The department will be engaging development finance institutions to seek alternative taxi finance option",0.85879505
[0.6082008  0.04515373 0.01808334 ... 0.8404164  1.0582101  1.9945369 ],"[ 0.01238044 -0.00026051  0.00482543 ...  0.0307272   0.0372728
  0.01091658]","oma mmogo re kgone go hwet a leswa le go t wet a pele dikelo t a maemo a peelet Ka ge Kgwedi ya Bafsa e le kgauswi le go fela, Kabinete e leboga makala ka moka ao a kgathilego tema ka ditiragalong t a bafsa go ralala le nag Go kgatha tema ga diketekete t a bafsa ka ditiragalong t a mehutahuta t a maatlafat o ya bafsa t a Kgwedi ya Bafsa t eo di ilego t a swarwa ke dikgoro, dihlongwa t a mmu o le lekala la phraebete go a hlohlelet Ngwaga wo ke wa segopot o sa bo 41 sa Dikgaruru t a Baithuti ka Soweto ka 1976 gomme go keteka dikgaruru t e ke segopot o sa gore bafsa ka mo nageng ba be ba etile pele Ntwa ya rena ya go lwela tokologKabinete e ipilet a go bafsa go","President Zuma visited the communities of Wit Lokasie and Knysna Heights that were adversely affected by the fire President Zuma attended the memorial service of Mr Richard In the true firefighter team spirit, Mr Barnard was able to attend the memorial service of his colleague Mr Richard The President dispatched humanitarian and other support to all the affected area This was coordinated through the National Joint Operations Centre Disaster Management structure, working with the Western Cape Provincial Government and Provincial Disaster Management teamCabinet thanks all non-governmental organisations, the private sector, volunteers and communities who are supporting affected communitie Cabinet urges communities in Limpopo bordering Zimbabwe to be vigilant and exercise caution with their chicken stoc This follows a report of an outbreak of a bird and chicken flu virus called H5N8.The trade in birds and chicken products from Zimbabwe has been suspende The H5N8 virus is highly pathogenic and extremely contagious, and leads to a high level of mortalit Commercial farmers are also encouraged to increase their biosecurity measures on farm",0.8173545
"[ 0.43467337  0.57779086 -0.03292558 ...  0.9733435   1.1138514
  1.554416  ]","[-0.00015786  0.00089041  0.00256381 ...  0.02487651  0.0176435
  0.00897755]",omi a thekgo le methopo ka moka yeo mmu o o fanago ka yona ka nepo ya go kaonafat a maemo a bona le go t wet a pele go kgatha tema ga bona ka ekonominKabinete e kgalema dikgaruru t eo di sa t wago go direga le go t ho et wa ga banamedi ka nakong ya boipelaet o bjo bo bego bo dirwa ke beng ba dithekis Ditiro t a mohuta woo ga di molaong ka set habeng sa temokras Ditsenogare t a khut o ka ga taba efe goba efe di tla dula di na le mohola go bao ba amegago ka mokTumelelano yeo e bilego gona ka moragonyana gareng ga Mokgatlo wa Boset haba wa Dithekisi wa Afrika Borwa le SA Taxi Finance Holdings ke tii et o go t wela pele ya gore ditheri ano t a khut o di ka kgona go rarolla mathata a go swana le a ka ntle le go ama batho bao ba se nago molato le go,"resulted in the training of about 500 young people in basic information and communications technology (ICT) skill The Declaration on Internet for All adopted the leadership structure and also identified targets for implementation within the next six monthCabinet further welcomed the intervention by the Department of Telecommunications and Postal Services through the Independent Communications Authority of South Africa and the Economic Development Department through the Competition Commission, to look into the high data costs that continue to be an inhibition to increase access to ICT Cabinet is concerned by reports of services being disrupted at mortuaries in Gauteng due to ongoing labour dispute As a result, grieving families are unable to claim their relatives",0.8217784
"[ 0.41126034  0.7775935  -0.12713039 ...  1.1994606   0.90399957
  0.80118436]","[ 0.02597037  0.02318507 -0.0001633  ...  0.02318279  0.03475937
  0.01660185]","iti a ekonom Kabinete e amogela sephetho se, ka ge se le kgahlegong ye kaone ya banamedi le ya intasteri ya dithekisKabinete e amogela poledi ano yeo e swerwego mo lebakeng le gareng ga Kgoro ya Dinamelwa le boetapele bja intasteri ya dithekisi ka nepo ya go hwet a tharollo ya go ya go il Kgoro e tlo reri ana le ditheotlhabollo t a dit helete ka nepo ya go hwet a mekgwa ye mengwe ya thu o ya dit helete t a go reka dithekisKabinete e lebi a mahloko a yona a magolo go batho ka moka bao ba lahleget wego ke bao ba ba ratago ka masetlapelong ao a sa t wago go hlaga ka Kapa Bodikela le ka Kapa Bohlabel Badudi ba mmalwa le bona ba ile ba t haba dintlong t a bona le go lahlegelwa ke dithoto t a bonKabinete e reta mokgwa wo o kopant wego wa ka pejana le phetolo ye e t wago go mmu o, go ba kgwebo le go t wa go maAfrika Borwa ge ba thu it e malapa ao a amegileg Kabinete e hlompha raditimamello wa mogale yo a bego a ithaopile Bradley Richards le mootledi wa lori John Blaaw bao ba thu it ego boraditimamello gomme bona ba lahlegelwa ke maphelo a bona ba leka go pholo a set haba sa bon Kabinete e t wela pele go leboga ka fao go kgethegilego sehlopha sa Working on Fire seo se lwant hit ego mello yeo ye","Cabinet conveys its deepest sympathy to all who lost loved ones during the recent disasters in the Western and Eastern Cape respectivel A number of residents also suffered displacement and loss of propertCabinet commends the prompt integrated approach and response from government, business and ordinary South Africans in assisting the affected familie Cabinet pays tribute to the heroic volunteer firefighter, Bradley Richards and the truck driver John Blaaw who assisted firefighters in transporting water who paid with their lives saving their communit Cabinet further extends a special appreciation to the Working on Fire team that bravely fought the raging fire They are our pride!",0.8318427
"[ 0.25670323 -0.12029739 -0.94722986 ...  0.05942496  0.55373394
  0.3259164 ]",[0.00679102 0.04124217 0.01738393 ... 0.01688617 0.01759191 0.00994461],or Ke boikgant ho bja rena!,increase when compared with the previous year given the current fiscal constraintThis total investment represents,0.3630239
"[ 0.6273036   0.06174071 -0.23784429 ...  0.6674683   1.0635436
  1.2921257 ]","[ 0.02590531  0.0003146  -0.000119   ...  0.01354721  0.03441666
  0.03406643]","Kabinete e lakalet a boraditimamello ba babedi bao ba gobet ego gore ba fole ka pela go akaret wa Ian Barnard yo a gobet ego ge a be a leka go pholo a Bradley RichardMopresidente Zuma o etet e dit haba t a Wit Lokasie le t a Knysna Heights t eo di amilwego kudu ke mello ye Mopresidente Zuma o tsenet e tirelo ya segopot o ya Morena Richard Ka moya wa mannete wa sehlopha sa boraditimamello, Morena Barnard o ile a kgona go tsenela tirelo ya segopot o ya mo omimmogo wa gagwe Morena RichardMopresidente o fane ka thekgo ya t a bobotlana le thekgo ye nngwe go mafelo ka moka ao a amegileg Se se kgokagant we ka go diri a lekala la Boset haba la Mohlakanelwa la Senthara ya Me omo ya Taolo ya Masetlapelo, gomme le","Cabinet encourages South Africans to support the upcoming Knysna Oyster Festival and the Knysna Maratho This is one of the most popular festivals with huge appeal to sports lovers and familie All stakeholders are working together to ensure Knysna is fully operational and open for busines Mandela Day calls on all of us, every day, to make the world a better plac The theme for Mandela Day on 18 July, is #ActionAgainstPovertMaking every day a Mandela Day celebrates Madiba s life and legacy in a sustainable way that will bring about enduring change Condolence message Cabinet joins President Zuma in extending condolences:to the Minister of Higher Education and Training, Dr Blade Nzimande, and his family on the passing of his mother, Mrs Nozipho Nzimand The much-loved Mama Nzimande turned 90 years old last mont She warmly received South African Communist Party and African National Congress activists in her home during the difficult period of the violence that engulfed Pietermaritzburg in KwaZulu-Natal and surrounding areas during the late 1980s and early 1990on the passing on of Lord Joel Joff Lord Joffe, who died at the age of 85, was a defence attorney in the Rivonia and Little Rivonia trial He bravely defended anti-apartheid activists, making an immense contribution to the project of democracy in South Africto the people of Namibia on the passing on of Mr Toivo ya Toivo, a revolutionary in the struggle for freedom in Namibia and an anti-apartheid activis Communications Minister Ayanda Dlodlo will officially represent the government of South Africa at the funeral that will take place on Saturday, 24 June 201 Congratulatory message Cabinet congratulates geologist Tshiamo Legoale who made history by being the first South African to be crowned the FameLab International Champion for a project that researched a method of using wheat to harvest gold from mine dump Legoale is a beneficiary of one of government s bursary programmes and she recently won the award at the Cheltenham Science Festival held in the United Kingdo Cabinet wishes Team SA all the best for the upcoming 2017 Commonwealth Youth Games in Nassau, Bahamas from 19 to 23 July 2017.The Games, which are held every four years, saw Team SA take second place on the medal table, with a total of 35 medals, in the 2015 games in Apia, SamoThe Commonwealth Youth Games remains an integral event for our future star Team SA is an inspiration to youth to get involved in sport as a means to change their lives for the bette Cabinet congratulates the Springboks who put in an impressive performance on both attack and defense to win in their three test matches with Franc Cabinet congratulates Science and Technology Minister Naledi Pandor for being awarded an honorary Doctorate by the University of Nova, Portuga Cabinet conveys good wishes to Muslims in our country and the world over on the joyous occasion of Eid-ul-Fitr at the conclusion of Ramadaa Ramadaan and the celebration of Eid-ul-fitr afford Muslims a unique opportunity to strengthen bonds of friendship and family ties amongst themselves and with their fellow South AfricanEnquiries:Phumla Williams (Acting Director-General (GCIS)Cell: 083 501 0139",0.80071735
