nso,en,src_text,trg_text,Cosine_Score
"[ 0.7685761  -0.22864331  0.10967894 ...  0.46330157  0.72609806
  2.320912  ]",[0.01058964 0.00087134 0.00423191 ... 0.01402189 0.00869461 0.02905181],"Kabinete e kopane ka Laboraro la 26 Phupu 2019, Tuynhuys ka Motsekap Merero ye bohlokwa seemong sa bjale1.","Cabinet met on Wednesday, 26 June 2019 at Tuynhuys in Cape Tow Issues in the environment 1.",0.8505471
"[ 1.2004985  -0.0308893  -0.20070247 ...  0.4370574   0.59599406
  0.35538495]","[ 0.00770884 -0.00263882  0.0030817  ...  0.02770327  0.04342701
  0.01605669]",Polelo ya maemo a set haba (SoNA),State of the Nation Address (SoNA),0.71976984
[1.78525   0.7849382 0.2870483 ... 1.1302634 1.4960775 1.4884351],[0.02199739 0.00099159 0.0106186  ... 0.02904756 0.03567198 0.04101542],"SoNA ya mathomo ya pu o ya botshelela ya temokrasi ya Mopresidente Cyril Ramaphosa mo bekeng ye e fetilego, e hlohleledit e le go fa maatla maAfrika Borwa ka moka go","Mandela Month As we approach the 10th anniversary of Nelson Mandela International Day in July, Cabinet calls on all South Africans to use the month to uphold the legacy of Madiba, under the theme:",0.74106336
"[ 0.61826396 -0.02126781 -0.30052072 ...  0.54501307  0.74304837
  1.1830256 ]","[ 0.0103178   0.00125328 -0.00020112 ...  0.03187902  0.02487749
  0.04348553]",omela gore ba fihlelele bokamoso bja bona ka moka bjo bo atlegileg SoNA 2019 e beakanya leano la go phethagat a thomelo ya bakgethi yeo e amoget wego ke mokgatlo wo o bu ago go t wa go batho ba ren Se se laet a gore ge re,"The June Youth Month is a stark reminder of the role played by our youth in creating conditions that led to our freedo The President s SoNA puts the growing of the economy and the creation of jobs for our young people at the epicenter of the Sixth administration s wor The President engaged with various sectors of young people including those living with disabilities, youth in business, in the arts environment and academia prior to his SoNA organised by the National Youth Development Agency under the theme:",0.7443129
"[ 0.39979884  1.1574038  -0.06219492 ...  1.0010589   1.5050955
  1.2324529 ]","[-0.00019689 -0.00042189  0.0010821  ...  0.02533566  0.02288115
  0.03390057]","oma mmogo, re tla kaonafat a maphelo a maAfrika Borwa le go godi a ikonomi ya naga ya rena, ka go rarolla dihlobaboroko t a tlhokego ya me omo, t a bohloki le t a tlhokego ya tekatekano t eo di ganelet eg Boipilet o bja Mopresidente Ramaphosa bja tumelelano ye mpsha ya set haba bo nyaka go tsenya letsogo ga maAfrika Borwa ka moka ka go","us reparing the economy and reparing the broken parts of our state machinery in the implementation of the electoral mandat This will lead us to achieve the South Africa we want and the South Africa of our dreams as encapsulated in Vision 2030 of the ND Cabinet calls on all social partners, business, labour, civil society and political formations, to reinforce their collaborative efforts in making our country a better place for all and take shared responsibility for accelerating the country s growth trajector On our part as government we will redouble and triple our endevours as directed by the President to remove an impediments to the growth of our economy and build the capacity of our state organs to deliver to our peopl During July, respective Ministers will table their Budget Vote statements, in which practical plans will further be unveiled in order to realise the vision that the President has put before the natio 2.",0.80018497
"[ 0.81296134 -0.39925137 -0.16929401 ...  0.18768658  0.96375823
  0.499474  ]","[ 2.4664496e-06 -7.8080164e-04 -2.1668924e-04 ...  6.3944433e-04
  2.7235949e-03  1.7220904e-03]",oma mmogo go fenya,team,0.56733406
"[ 0.11129642 -0.25719914 -0.08485048 ...  0.72106904  1.5605836
  1.0229073 ]","[ 0.00994234 -0.00018567  0.00294822 ...  0.03229869  0.02410697
  0.02921582]","ditlhohlo t a rena le go bea naga ya rena seemong sa kgolo ya godingwan Se se akaret a go oket a lekala la diintasteri, go maatlafat a intasteri ya meepo, go thekga lekala la temo, go kaonafat a bokgoni bja bafsa ba rena le go dira gore go be bonolo go baeti ba rena go etela naga y Bjalo ka maAfrika Borwa, re swanet e go t wela pele go hlohlelet a le go thekga diintasteri t a ka mo nageng le go reka dit welet wa t a ka nagen Go","President Cyril Ramaphosa s first SoNA of the sixth democratic administration last week, inspired and galvanized all South Africans to work towards a shared prosperous futur SoNA 2019 charts the course for the implementation of the electoral mandate received by the governing party from our peopl This sets out how working together, we will improve the lives of South Africans and grow the economy for our country, by addressing the persistent realities of unemployment, poverty and inequalit President Ramaphosa s call for a new social compact requires the contribution of all South Africans working together to overcome our challenges and place the country on a path of greater growt This includes expanding the industrial sector, strengthening the mining industry, supporting the agricultural sector, improving the skills base of our youth and making it easier for tourists to visit the countr As South Africans, we must continue to encourage and support local industries and buy local product The hard work that government will undertake is anchored in seven key priorities that it will pursue over the next five years, and give effect to the National Development Plan (NDP) and our drive to attain Vision 2035.",0.8042088
"[ 1.2081027  -0.25240836  0.03740567 ...  0.71758246  0.9087551
  0.8939965 ]","[ 0.02446988 -0.00302092 -0.00083922 ...  0.01463299  0.03803339
  0.03261197]",oma kudu ga mmu o go theilwe go dilo t e,"The men s national team, Bafana Bafana, in the 2019 African Nations Cup in Egyp",0.6320205
"[ 0.734642   -0.28286257 -0.00564785 ...  0.29859072  1.4392499
  1.0503049 ]","[ 0.02881997 -0.00033518  0.0056484  ...  0.03681925  0.04567644
  0.04178261]",upa t e bohlokwa t eo di tlago pele t eo mmu o o tlago di,"The national netball team currently tops the ranking in Africa and ranks fifth in terms of world ranking The Minister of Sports, Arts and Culture, Mr Nathi Mthethwa, has accompanied the Proteas to both support the team as well as to receive the handover as South Africa prepares to host the 16th Netball World Cup in 2023.Enquiries: Ms Phumla Williams",0.64247966
"[ 0.4412084  -0.04844977 -0.12410343 ...  0.846361    0.90477353
  2.5754259 ]",[0.01601174 0.05438299 0.01053591 ... 0.03369308 0.02431094 0.05258862],"ala morago mo mengwageng ye e tlago ye mehlano, le go phethagat a Leanotlhabollo la Boset haba (NDP) le maikemi et o a rena a go fihlelela Nepo ya 2035.","South Africans who earn less than R500 000 per year and meet certain other criteria, do not need to file tax returns Crime fighting Cabinet has noted with concern the spate of the killing of members from law-enforcement officer In September 2018, twenty-eight (28) members of the police were reported to have been kille Since the beginning of 2019, twenty-six (26) police officers have been kille",0.7105857
