zu,en,src_text,trg_text,Cosine_Score
"[ 0.7534821   0.15082508 -0.2802021  ...  1.1499982   0.7304837
  1.3028786 ]","[ 0.00787963 -0.00071019  0.00461181 ...  0.05011066  0.01060002
  0.04253702]","Isimo seKhabhinethi ezindabeni ezisemqoka esimweni samanje IKhabhinethi imfisela ukuba asheshe alulame uMongameli wangaphambilini u-Nelson Mandela futhi iqinisekisa isizwe ukuthi uthola ukunakekelwa kwezokwelapha okuhamba phambil IKhabhinethi iyajabula ngokuthi usabela kahle ekwelashweni futhi iyaphinda inxusa abezindaba kanye nomphakathi ukuba bakuhloniphe ukuthi uMongameli wangaphambilini kanye nomndeni wakhe badinga ukuba bodwa ngale nkath IKhabhinethi iyawuncoma umsebenzi waMaqoqo Ezokuqapha Ubulungiswa, Ukuvimbela Ubugebengu kanye Nokuvikeleka",Cabinet wishes President Nelson Mandela a speedy recovery and reassures the nation that he is receiving the best medical car Cabinet is pleased that he is responding well to treatment and reiterates the request for the media and the public to respect the privacy of the former President and his family during this perio,0.8826434
"[ 1.0529817   0.34159806 -0.3609959  ...  0.2177921   0.7925226
  0.03607364]","[ 0.0220136  -0.00085686 -0.00032041 ...  0.00740613  0.03672012
  0.02155754]",weThimba Elilwa Nenkohlakalo,defending the integrity of the financial syste,0.72501373
"[ 1.7481611  -0.0872611  -0.39946947 ...  1.2179352   1.3686492
  1.5921329 ]","[ 2.9721303e-02  6.0749572e-02 -9.0031557e-05 ...  2.2079429e-02
  3.6897581e-02  5.3530853e-02]",(i-ACTT) elasungulwa uMongameli u-Jacob Zuma ngowezi-2010.,"Cabinet commends the work of the Justice, Crime, Prevention and Security Cluster s Anti-Corruption Task Team (ACTT) which was established by President Jacob Zuma in 2010.",0.6934398
[0.23145688 1.1659476  0.11871196 ... 1.1005216  0.7453427  0.72887367],[0.02200929 0.04997599 0.00441181 ... 0.0311261  0.00431762 0.00629383],"Ngokokuqala ngqa emlandweni wokubusa kwethu ngentando yabantu, izigebengu ezazisebenzise kabi ukwethenjwa ngumphakathi futhi zadla imali zavezwa obala futhi zalandisa ngezenzo zazo obal Ukungabekezeleli lutho oluyinkohlakalo kweNingizimu Afrika kusisondeza eduze kombono wethu wangowezi-2030 lapho umphakathi waseNingizimu Afrika ubonakala ngezimiso eziphakeme zokuhle nobuqothLesi simo esinqala sihloselwe ukuthiya abantu abasembonini ezimele nekahulumeni ukuba benze izenzo zenkohlakalo nezobugebengu futhi sigqugquzelwa ukuzibophezela kwethu ekuqinisekiseni ukuthi zonke izakhamizi ziphephile futhi zizizwa ziphephil IKhabhinethi izilahla ngokuphelele izenzo zamuva nje zokucwasa ezenzeke kwezinye izingxenye zezwe leth Ayikho nakancane indawo yabacwasanayo ezweni lethu nasekubuseni ngentando yabantu, kungasaphathwa ezikoleni zethu, lapho kufanele kugqugquzelwe khona izimiso zoMthetho-sisekelo wethu futhi zivikelwIKhabhinethi iyawuncoma uMnyango Wezemfundo Eyisisekelo ngokuthatha isinyathelo esisheshayo sokubhekana nokucwasa ezikoleni futhi ikhuthaza bonke abazali, izingane, nothisha ukuba babike ukucwasa nokuhlukunyezwa okwenzeka ezikolen IKhabhinethi inxusa bonke abantu baseNingizimu Afrika ukuba babambisane nohulumeni ekulweni nokucwasa noma ngabe kwenzeka kuphi emphakathini weth IKhabhinethi iyakwamukela ukuvakashelwa kweRiphabhuliki yaseNingizimu Afrika nguMongameli waseMelika, u-Barack Obama okuyingxenye yokuvakashela amazwe amathathu okuyi-Senegal, i-Tanzania neNingizimu Afrika phakathi komhla zingama-26 kuNhlangulana kuya mhla zizi-3 kuNtulikazi 2013.","For the first time in the history of our democracy, criminals who had abused public trust and resources were made known and held accountable for their actions publicl South Africa s zero tolerance to corruption takes us closer to our vision for 2030 where South African society is characterised by high ethical standards and integritThis aggressive stance aims to deter people in the private and public sectors from engaging in corrupt and criminal activities and is driven by our commitment to ensure that all citizens are and feel saf",0.8993698
[0.7664156  0.02551459 0.27355957 ... 1.2761732  0.7413519  0.6827416 ],[0.03298496 0.00088079 0.00789848 ... 0.01929606 0.02819364 0.00676195],"Ingxoxo yethu yamasu ezepolitiki kanye neMelika iyaqhubeka inomthelela omuhle ebudlelwaneni beth IMelika isalokhu inguphathina obalulekile kwezohwebo, ukutshalwa kwezimali, ezokuvakasha nezobuchwephesh IKhabhinethi yawuncoma umhlangano oyingqopha-mlando we-Kimberley Process Certification Scheme (KPCS) owawuphakathi komhla zizi-4 kuya mhla ziyisi-7 kuNhlangulana e-Kimberle Le Ngqungquthela yadingida, phakathi kokunye, ngezindlela zokuqinisa ukuphumelela kohlelo lokuqinisekiswa kwedayimane elingahluziw Lokhu kwenzelwa ukuqinisekisa ukuthi ukuhweba ngedayimane akuxhasi ngezimali udlame olwenziwa yilabo abangamavukela-mbuso kanye namadlela-ndawonye abo afuna ukucekela phansi ohulumeni abamisiw",Cabinet commended the landmark meeting on the Kimberley Process Certification Scheme (KPCS) held between 4 and 7 June 2013 in Kimberle The Summit discussed amongst other things ways of strengthening the effectiveness of the rough diamond certification schem This is to ensure that diamond trade does not finance violence by rebel movements and their allies that seek to undermine legitimate government,0.8136349
"[ 0.67410344 -0.20011625 -0.16845267 ...  1.0843694   1.0807549
  2.0276601 ]","[ 0.00850745 -0.00260366  0.01247853 ...  0.01985023  0.02080907
  0.04191441]",Izincomo ezivela kulo mhlangano zizocatshangelwa emhlanganweni okuzobe kukhona kuwo bonke abangamalungu e-KPCS ozoba ngasekupheleni kwalo nyak IKhabhinethi yaphawula ukuthi ukugujwa koSuku Lwentsha ngowezi-2013 okuphawula ukugujwa kweminyaka engama-37 kwenzeka iZibhelu Zase-Soweto futhi izogujwa ngaphansi kwengqikithi ethi,Cabinet noted that the commemoration of Youth Day which in 2013 marks the 37th anniversary of June 16 Soweto Uprising will be celebrated under the theme,0.8093567
"[ 0.6347386   1.4557579  -0.09285988 ...  1.9291519   1.2125349
  0.55950457]",[0.00375502 0.04068704 0.00199362 ... 0.03970287 0.03869827 0.0239958 ],"Ukubambisana ukuze Kuthuthukiswe Intsha neNingizimu Afrika Engenazo Izidakamizwa .IKhabhinethi yakuqaphela ukuzidela okwenziwa yikilasi lika-1976 ekushintsheni umlando wezwe futhi libeke iNingizimu Afrika iqine emgwaqweni oye ekubuseni ngentando yabant IKhabhinethi yaphinda yasho ukuthi nakuba intsha ka-1976 yalwela inkululeko nokwakhiwa kombuso wentando yabantu, ukushiseka kwentsha yanamuhla kuqondiswe ekutheni kubhekanwe nezinselele zokulwa nobubha, ukungabi bikho kwemisebenzi,","Cabinet acknowledged the sacrifices made by the class of 1976 in turning the history of the country and setting South Africa firmly on the road to democrac Cabinet reiterated that, while the youth of 1976 fought for freedom and the creation of a democratic state, today s youth activism is directed towards successfully tackling the challenges of combating poverty, unemployment, HIV and AIDS, personal development; and drug abusCabinet encourages all South Africans and organisations to work together to improve the lives of young people and fight to remove the drug dealers within our communitie The national Youth Day commemoration will take place on Sunday,",0.85770637
"[ 0.19149728  0.9879064  -0.16598728 ...  1.1378416   1.1383146
  0.76709074]","[ 0.03229789 -0.00119908  0.00492507 ...  0.03165458  0.02881848
  0.01466929]","iGciwane leSandulelangculaza neNgculaza, ukuzithuthukisa komuntu ngokwakhe; nokulwa nosetshenziwa kabi kwezidakamizw IKhabhinethi ikhuthaza bonke abantu baseNingizimu Afrika kanye nezinhlangano ukuba babambisane ukuze bathuthukise ukuphila kwentsha futhi balwele ukuqeda abashushumbisi bezidakamizwa emiphakathin Ukugujwa koSuku Lwentsha kuzwelonke kuzokwenzeka ngeSonto, mhla ziyi-16 kuNhlangulana 2013 e-Newcastle, KwaZulu-Nata IKhabhinethi ihalalisela uKhongolose waBafundi baseNingizimu Afrika (i-Cosas) ngokuqeda iminyaka engama-34 yasungulwa, njengoba izimpande zayo zisuka eMzabalazweni wase-Soweto ngo-1976 wemfundo yamahhala, esezingeni eliphezulu nefanel Izwe lihlanganyela kanye ne-Cosas ekugubheni lokho okuphawulekayo ekufinyelele kanye nasekuthuthukiseni imfundo esezingeni eliphezulu kubo bonk IKhabhinethi iyabutusa futhi ubuholi be-Cosas ngokuthatha isinyathelo kuqala sokuhlela intsha ukuba imelane nokudla izidakamizw IKhabhinethi iyazilahla izenzo zokuchitha indle yabantu ezindaweni zomphakathi eNtshonalanga Kapa ezenziwe ababhikishi bebhikishela ukuqedwa kwezindlu zangasese ezingamabhaked Nakuba uHulumeni elihlonipha ilungelo lezakhamizi lokubhikisha, le ndlela yokubhikisha ayinasizotha futhi iwusongo olukhulu empilweni yemiphakathi kanye neyababhikishi ngokwab IKhabhinethi inxusa izakhamuzi ukuba ziphakamise izikhalo zazo ngendlela eyakhayo futhi ziphathe izikhungo zomphakathi ngenhlonipho kungakhathaliseki ukuthi zikhala ngan IKhabhinethi iphinda inxusa iziphathimandla ukuba zisheshise ukusingatha izindaba ngendlela ehambisana noMthetho-sisekelo wethUHulumeni, ngaphansi kobuholi bePhini LikaMongameli u-Kgalema Motlanthe, wahlangana nabaholi bezenkolo abamelele uMkhandlu WamaSonto waseNingizimu Afrika neKhomfa laboBhishobhi beKatolika yaseNingizimu Afrika ukuze kudingidwe izikhalazo zabo zokuthi iPhrojekthi Yokwenza Ngcono Imigwaqo Engothelawayeka Yase-Gauteng izoba nomthelela kwabadla imbuya ngothi nokuthi uhulumeni akazinakanga izidingo zalabo abampofIKhabhinethi iyaphinda iyasho ukuthi uhulumeni akazifakanga ezokuthutha umphakathi ezibhalisiwe (okuyizona ezisetshenziswa kakhulu yilabo abampofu) kulezi zimali ezizokhokhwa emigwaqweni yase-Gauteng engothelawayek Kanti futhi, ukuze abhekelele izikhalo zabasebenzisa izimoto, uhulumeni uye wanciphisa amanani abebekiwe futhi wethula amanani amasha anomkhawulo othile azo zonke izigaba zezimotIKhabhinethi inxusa abanikazi bezimoto e-Gauteng ukuba babhalisele ama-e-tag futhi babheke le phrojekthi njengengxenye yomkhankaso wezwe wokwakha ingqalasizinda yomphakath IKhabhinethi ihalalisela amaQembu kaNobhutshuzwayo i-Bafana Bafana ne-Banyana Banyana kanye neQembu Lekhilikithi ama-Proteas ngokunqoba kwabo kwamuva nje kunobhutshuzwayo nakwikhilikith IKhabhinethi ihalalisela amaqembu esizwe","Government, under the leadership of Deputy President Kgalema Motlanthe, met with religious leaders representing the South Africa Council of Churches and the South African Catholic Bishops' Conference (SACBC) to discuss their concerns that the Gauteng Freeway Improvement Project (GFIP) will impact on the poor and that government was insensitive to the needs of the poo	Cabinet re-iterates that government has exempted registered public transport (which is largely used by the poor) from the toll tariffs on the Gauteng toll road Also, to address the concerns of the other motorist, government has reduced the tariffs and introduced new capped amounts for all categories of vehicle	Cabinet encourages motorists in Gauteng to register for e-tags and to view this project as part of the country's drive to build public infrastructur",0.8164071
[0.18486157 0.16912192 0.02024318 ... 1.0576936  0.67813873 1.6297604 ],"[ 9.4087757e-03 -4.5783645e-06  1.1524950e-03 ...  2.5499746e-02
  4.2664021e-02  2.4196142e-02]","ekulweleni kwabo kanzima ukunqoba evikini eledlule futhi ikhuthaza bonke abantu baseNingizimu Afrika ukuba basekele amaqembu esizw IKhabhinethi ikwamukele ukuqaliswa kwe-Power FM, isiteshi somsakazo esisha sezingxoxo, njengomdlali omusha kule mbon IKhabhinethi yaphawula ukuthi lesi siteshi sizodingida ezepolitiki, izindaba ezithinta umphakathi nezemidlalo ngokuyinhloko futhi sijoyina uhlu lwezinkundla zemisakazo ezingasetshenziselwa ukwazisa abantu baseNingizimu Afrika ngezindaba ezithil IKhabhinethi ihalalisela uMqondisi-Jikelele woMnyango Wezempilo, uDk Malebona Precious Matsoso, ekuqokweni kwakhe njengelungu nanjengomunye wePhini losihlalo be-World Health Assembly Executive Board isikhathi esiyiminyaka emithathu Izingxoxo nezinqubo zeKhabhinethi eziqavile IKhabhinethi yaphawula ukuthi iSikhungo Sokuqapha Ezezimali saseNingizimu Afrika sizosingatha uMhlangano Waminyaka Yonke Wamalungu Novamile Wangowezi-2013 Weqembu Elisebenzayo wophiko lokuqapha ezezimali zeQembu le-EgmonIqembu le-Egmont","Cabinet welcomed the launch of Power FM, a new talk-radio station, as a new player in the industr Cabinet noted that the station will deal with politics, social issues and sport in the main and joins a list of radio platforms that can be used to inform South African	.",0.8188741
"[ 0.269821   -0.25837755 -0.20116188 ...  0.34855604  0.5504214
  0.5833756 ]","[ 0.01366379  0.05488248 -0.00020785 ...  0.02500465  0.0277241
  0.02265825]",yinhlangano yophiko lokuqapha ezezimali lwamazwe ayi-131.,"Cabinet noted that the Financial Intelligence Centre of South Africa will host the 2013 Annual Plenary and General Working Group Meetings of the Egmont Group of financial intelligence unit	The Egmont Group is an organisation of financial intelligence units from 131 countrie They meet regularly to enable international cooperation to identify the proceeds of crime, combat money laundering and the financing of terrorism with the objective of",0.59955835
