zu,en,src_text,trg_text,Cosine_Score
"[ 0.78987104 -0.20641643  0.24241345 ...  0.7539048   1.0112548
  1.489988  ]","[ 0.00481429 -0.0032252   0.0074761  ...  0.01989405  0.01659052
  0.01193225]","IKhabhinethi lahlangana ngoLwesithathu, mhla ziyi-14 kuNdasa 2018, eTuynhuys, eKap Izindaba Ezisematheni1.","Cabinet met on Wednesday, 14 March 2018, at Tuynhuys, Cape Town",0.8731909
"[ 0.3645947  -0.2744458  -0.00961637 ...  0.9752658   0.74352956
  1.9871719 ]","[ 0.00364724 -0.00139606  0.01113224 ... -0.00049153  0.01567139
  0.03287255]",Ukukhula komnotho IKhabhinethi lamukela ukukhula komnotho nge- ngowezi-2017.,growth in the economy in 2017.,0.7633412
"[ 0.5194263  -0.27965286  0.38648906 ...  0.3510794   0.3362567
  1.8032626 ]","[ 4.7891098e-03 -9.0663816e-04 -5.7731067e-05 ... -4.9751177e-03
 -2.9804606e-03  1.8012233e-02]",Lokhu kuwukukhula okusuka ku- ngowezi-2016.,in 2016.,0.6303587
"[ 0.60822886 -0.14620395 -0.03120202 ...  0.8456932   1.1009529
  2.9301167 ]","[ 0.0193455   0.00016178  0.01474869 ... -0.0043246   0.03003909
  0.04121957]","Ukuqhuba kahle komnotho ngaphansi kwezimo ezinzima kubeka ikusasa lempumelelo yezwe kwezomnotho esimweni esihl Izibalo ziveza ukuthi umnotho weli uyakhula, kube uMnyango Wezezimali Kuzwelonke elindele ukuthi umnotho ukhule nge- kulo nyaka futhi ukhuphukele ku- ngowezi-2023.","The growth figures signal that the economy is on an upward trajectory, with National Treasury expecting the economy to expand by",0.77605253
"[ 0.64418495 -0.1270254  -0.13272816 ...  1.3492486   0.29178
  1.1785529 ]",[0.01190597 0.00061258 0.00152653 ... 0.0312082  0.00537025 0.02682379],"IKhabhinethi linxusa zonke izinhlaka zomphakathi ukuthi zakhele phezu kwalo mfutho omuhle wezi-2017, usebenzisane nohulumeni ukuguqula izinhlelo zawo zibe yizinyathelo eziphathekayo ezizoqhubekisa ukhula komnotho futhi kwakheke imisebenzi Izinguquko Kwezomhlaba","Cabinet calls on all sectors of society to build on the positive momentum of 2017, and work with government to translate its plans into concrete action to sustain economic growth and create jobs",0.8687617
"[ 0.66464496 -0.0393354  -0.05345661 ...  1.1279714   1.106638
  1.033763  ]","[ 0.00956277 -0.00113584 -0.00015658 ...  0.0370468   0.02962994
  0.06152875]",IKhabhinethi lamukela isiphakamiso esamukeliwe okuhloswe ukuchibiyela uMthethosisekelo weRiphabhulikhi yaseNingizimu Afrika we-1996 ngaso ukuze kube nendlela yokubuyiselwa komhlaba ngaphandle kwesinxephezel Kusukela ngowe-1994 uhulumeni waseNingizimu Afrika usebenze kanzima ukuguqula umlando wokudliwa komhlaba ngaphansi kokuqonelwa ngabezizwe izwe kanye nobandlulul,"Cabinet welcomes the adopted motion to amend the Constitution of the Republic of South Africa of 1996 so as to allow for the expropriation of land without compensatio Government has since 1994 worked hard to reverse the legacy of land dispossession under colonialism and aparthei Working within the law, government has done much to ensure the continued productivity of the land, while speeding up the process of redress for those affected by land dispossession The matter has been referred to the Constitutional Review Committee, which must report back to Parliament by 30 August 2018.",0.8280703
"[ 0.91853833 -0.12157212  0.01784801 ...  1.276915    0.8867255
  2.8758914 ]","[ 0.00303    -0.00021662  0.00796967 ...  0.02305467  0.02491145
  0.04840063]","Ngokusebenza ngaphansi komthetho, uhulumeni wenze okuningi ukuqinisekisa ukuthi umhlaba uyaqhubeka nokukhiqizaukudla, ube usheshisa inqubo yokubuyisela umhlaba kulabo abathikanyezwa ukuphucwa umhlab Lolu daba ludluliselwe eKomidini Lokubuyekeza uMthethosisekelo, okumele libuyisele umbiko ePhalamede ngomhla zingama-30 kuNcwaba 2018.",(Send Me) sweeping across our nation to play their part by sharing their positive stories to build our country s reputation and grow its investment appeal Independent Power Producers (IPPs) Procurement Programme Cabinet has noted the High Court case filed by two non-governmental organisations regarding government s decision to sign the power purchase agreements with 27 IPP The matter will be concluded by the High Court on 27 March 2018.,0.7438584
"[ 0.48418483 -0.07664564 -0.36361015 ...  0.5202247   0.77181876
  1.7984494 ]","[ 0.02121248 -0.00099467 -0.00015566 ...  0.01302587  0.03132515
  0.02340838]","Izincomo zesiGungu sikaZwelonke zizosuselwa kuchunguchunge lwemihlangano yokuthola imibono yomphakathi okuzolandelwa imihlangano yekomid IKhabhinethi linxusa bonke ababambiqhaza ukuthi baveze izimvo zabo ngenkathi kuqhutshwa le nqubo yokubonisana, okuyizo ezizoba yizinkombandlela zezisombululo ezizoqhubekisa izwe lethu phambil Njengohulumeni onakekelayo nogxile kubantu, kuzobonisanwa nabo bonke ababambiqhaza ngenkathi kuqhutshwa le nqub","The recommendations to the National Assembly will be informed by a series of public hearings followed by committee meeting Cabinet calls on all stakeholders to make their input during this process of engagement, which will guide the solutions to take our country forwar As a caring and people-centred government, all stakeholders will be engaged during this proces",0.9128758
[0.24766499 0.04939228 0.2554528  ... 0.7743661  1.743494   1.1569486 ],[0.02428066 0.00148526 0.01082172 ... 0.02352934 0.03329328 0.02988794],"IKhabhinethi liqhubeka linxusa umphakathi ukuthi ungazitapeli umhlaba ngendlela engemtheth Siyilizwe elihlonipha umthetho nelinokuthula elinezindlela ezanele zokubhekana nezinkinga, okubandakanya udaba lomhlab INingizimu Afrika isaqhubeka nomsebenzi wamabhizinisi, utshalomali kwezolimo lusamukelekil Kuyoyisiza iNingizimu Afrika ukuba nabalimi abaqhuba amabhizinisi ezolimo futhi le nqubo ingaqinisekisa ukuthi sinesibalo esiphezulu sabalimi abaqhuba amabhizinisi ezolimo Umklamo womphakathi waseNofingxana Wezomnotho Wezilwane Zasendle eDouble Drift Nature Reserve IKhabhinethi lamukela ukwethulwa koMklamo womphakathi waseNofingxana Wezomnotho Wezilwane Zasendle eDouble Drift Nature Reserve eMpumalanga Kapa nguNgqongqoshe","Cabinet further urges communities to desist from illegal land invasion We are a law-abiding and peace-loving country with adequate mechanisms of dealing with issues, including the land issu South Africa remains open for business, and investments in agriculture and farming are welcome It is in South Africa's interests to have commercial farmers and this process can ensure we have even greater numbers of successful commercial farmers Nofingxana community s Double Drift Wildlife Economy Project Cabinet welcomes the launch of the Nofingxana community s Double Drift Wildlife Economy Project, at Double Drift Nature Reserve in the Eastern Cape by the Minister of Environmental Affairs, Dr Edna Molew This included the handing over of the title deed to the Likhaya Lethu Communal Property Association (CPA) on behalf of the Minister of Rural Development and Land Reform, Ms Maite Nkoana-Mashaban The Double Drift community was dispossessed of the residential and grazing rights by the 1913 Land Ac In 1994, this community lodged a land claim that was settled in 2012, resulting in Likhaya Lethu CPA being establishe The Likhaya Lethu CPA consists of 1 500 Double Drift Community members and received R6 million from the Department of Environmental Affairs to develop a wildlife economic business venture in the farm Naudeshoek (1 400 hectares).",0.8407885
"[ 1.3145003   0.37748915 -0.13600406 ...  1.1925484   0.9827881
  1.7956048 ]","[ 0.01389814  0.01628997 -0.00012924 ...  0.01651487  0.04891405
  0.01515881]","Wezemvelo, uDk Edna Molew Lokhu kubandakanya ukunikezela ngamatayitela eLikhaya Lethu Communal Property Association (i-CPA) egameni likaNgqongqoshe Wezokuthuthukiswa Kwezindawo Zasemakhaya Nezinguquko Kwezomhlaba, uNks Maite Nkoana-Mashaban Umphakathi waseDouble Drift waphucwa amalungelo awo okuhlala nokuba namadlelo uMthetho Wezomhlaba we-1913.","campaign by Brand South Africa, in collaboration with Business Leadership South Africa, to promote South Africa as an investment destinatio This builds on our world-class infrastructure through InvestSA One-Stop Shop, research and development capabilities, innovation and an established manufacturing base to support investor New growth areas have also been opened in the oceans economy, renewable energy, the green economy and shale-gas exploratio The campaign features CEOs from multinational corporations based in South Africa sharing their insights on continued investment in South Afric Cabinet encourages all South Africans in the spirit of",0.7648931
