zu,en,src_text,trg_text,Cosine_Score
"[ 0.951808   -0.21525939  0.09099654 ...  0.8089531   1.2848684
  1.393856  ]",[0.00695242 0.0003921  0.00403557 ... 0.01758472 0.01520767 0.01681366],"IKhabhinethi labamba umhlangano walo ngoLwesithathu, mhla ziyi-13 kuNhlolanja 2019 e-Tuynhuys eKap Izindaba Ezisematheni1.","Cabinet met on Wednesday, 13 February 2019 at Tuynhuys in Cape Tow",0.83054245
"[ 0.5782544   0.09449987 -0.21197243 ...  1.0439473   1.8031648
  0.6345256 ]","[ 0.00294717 -0.00074177 -0.00046284 ...  0.00281915  0.01193309
  0.02558062]",Inkulumo Echaza Isimo Sezwe (i-SoNA),Championing Africa s Sustainable Economic Development .,0.62091345
[1.4390774  0.0650764  1.6530993  ... 0.65694654 1.1027744  0.8011097 ],"[ 0.03008638 -0.00160073  0.06088234 ...  0.01756511  0.03697599
  0.00436428]","IKhabhinethi lamukela i-SoNA kaMongameli uCyril Ramaphosa yonyaka wezi-2019, okube ngeyama-25 selokhu kwaqala Ukuhlangana Kwezindlu ZePhalamende Zombili Ngokuhlanganyela okokuqala eNingizimu Afrika yentando yeningi labant Iningi lezakhamizi zaseNingizimu Afrika lamukela le nkulumo, eqhubeka nokuletha ithemba nokuvuselwa kabush","State of the Nation Address (SoNA) Cabinet welcomes President Cyril Ramaphosa s 2019 SoNA, which marks 25 years since the first Joint Sitting of Parliament in the new democratic South Afric A majority of South Africans also welcomed the address, which continues to provide hope and renewa",0.89255345
[1.111361   0.7628928  0.10126116 ... 0.7396643  0.8416229  0.9085321 ],[0.0067291  0.00585031 0.00346744 ... 0.02689694 0.02174593 0.04054632],"UMongameli Ramaphosa ukhulume ngenqubekela phambili ebe khona onyakeni odlul Akhelwa phezu kwale mpumelelo, uMongameli uchaze imikhakha okuzogxilwa kuyo kulo nyak Lokhu kubandakanya ukuqhubeka kwezindlela zokungenelela ukusheshisa ukukhula komnotho obandakanyayo nokwakha amathuba emisebenzi; ukuthuthukisa uhlelo lokufunda lwethu nokuthuthukisa amakhono ekusasa nokuthatha isinyathelo sokulwa nenkohlakalo nokulawulwa kombuso yidlanzan Ngesonto elizayo, uNgqongqoshe Wezezimali uTito Mboweni uzochaza ngohlelo lwezimali lapho ethula Inkulumo Yesabelomal Ngokusebenzisa amavoti esabelomali seminyango kahulumeni, oNgqongqoshe bazochaza izinhlelo zabo zokusebenza ezizophumelelisa i-SoNA kaMongamel","President Ramaphosa reflected on the progress made in the past yea Building on these successes, the President outlined this year s focus area These included the continuation of intervention measures to accelerate inclusive economic growth and create jobs; improve our education system and develop the skills for the future and step up the fight against corruption and state captur In the next week, Finance Minister Tito Mboweni will unpack the financial plan when he delivers his Budget Speec",0.897619
"[ 3.4423602e-01 -2.1167214e-04 -2.3643050e-01 ...  7.9754746e-01
  1.1560040e+00  1.4318930e+00]","[ 0.01494269 -0.00052612  0.0033599  ...  0.03575033  0.04975776
  0.0222789 ]","IKhabhinethi lisazibophelele ekuholeni izwe lethu liqonde ekuphumeleliseni Umbono wezi-2030 woHlelo Lokuthuthukiswa Kwezwe (i-NDP), uhlelo lokuqeda ububha nokunciphisa ukungalingani nokungabibikho kwamathuba emisebenzi ezweni ngowezi-203 Ingqungquthelo Yezezimayini Zase-Afrika INingizimu Afrika iphumelele ukusingatha Ingqungquthela Yezotshalomali Lwezimayini Zase-Afrika yama-25 ebanjwa minyaka yonke, okuwumhlangano omkhulukazi emhlabeni wababambiqhaza nabathathizinqumo kwezezimayin Ngenhloso yokuheha utshalomali kwezezimayini, kulo nyaka Ingqungquthela beyibanjwe ngaphansi kwesiqubulo esithi: ""Ukukhuthaza Ukuthuthuka Komnotho Osimeme Wase-Afrika"".","Cabinet remains committed to steering our country towards the realization of Vision 2030 of the National Development Plan (NDP), the blueprint for eliminating poverty and reducing inequality and unemployment in the country by 203 African Mining Indaba South Africa successfully hosted the 25th annual Investing in Africa Mining Indaba, which is the world s largest gathering of mining stakeholders and decision-maker In pursuit of attracting investment in mining, this year s Indaba was held under the theme:",0.90978456
"[ 0.27723587  0.07131053 -0.0423587  ...  1.3483149   0.85549265
  0.7954326 ]","[ 1.32941725e-02  4.27605992e-05 -1.76125410e-04 ...  3.17127332e-02
  1.52896792e-02  1.60268061e-02]","IKhabhinethi lamukela isivumelwano sababambiqhaza kwezezimayini esisayiniw Lesi sivumelwano sizoba negalelo elikhulu ekukhuthazweni kotshalomali oluvela kumazwe angaphandle olungena ngqo emikhakheni eyahlukene embonini yezezimayin Uhulumeni, ngokusebenzisa uHlelo Lokusebenza Lwenqubomgomo Yezezimboni (i-IPAP) ngaphansi koMnyango Wezohwebo Nezezimboni (i-dti), uhlonze umkhakha wezokuhlomula ngezimayini njengomkhakha onenqwaba yamathuba angasetshenziswa abatshalimali ukuze bakhulise umkhakha wezimayin Lokhu kuhlinzeka ngethuba elikhulu lokuba negalelo ekukhuliseni umnotho wezwe, ukwakha amathuba omsebenzi, uguquko nokuqeda ububha U-Eskom UNgqongqoshe Wezamabhizinisi Kahulumeni uPravin Gordan wazise iKhabhinethi ngokuncishiswa kwamandla kagesi kwakamuva okube nomthelela emnothweni wezwe lonk Lokhu kuphazamiseka kube nomthelela omubi kakhulu emakhaya nasemnothweni waseNingizimu Afrik","Cabinet welcomes the signed mining stakeholder compac The compact will go a long way towards promoting foreign direct investments in different sectors of the mining industr Government, through the Department of Trade and Industry s (the dti) Industrial Policy Action Plan, has identified mineral beneficiation as an area that presents an abundance of opportunities that investors can take advantage of to grow the mining secto This provides massive potential of contributing to growing the country s economy, creating jobs, transformation and eradicating poverty ESKOM Public Enterprises Minister Pravin Gordan briefed Cabinet on the recent load-shedding that affected the running of the economy across the countr These disruptions have had an immeasurable impact on South African households and the econom",0.8737009
"[ 0.552427    0.11233671 -0.08011633 ...  1.2641141   0.8867594
  1.5237424 ]","[ 0.01075392 -0.00060772  0.00396353 ...  0.03887855  0.0316742
  0.04633268]",Ukuhlinzekwa ngogesi kwaseNingizimu Afrika kusayisidingo esikhulu futhi isimo samanje se-Eskom sibeka izwe nozinzo kwezezimali nasemnothweni engcupheni enkul Ukucazwa uka-Eskom ube yizikhungo ezintathu ezahlukene Eziyimabhizinisi Kahulumeni ngokugcwele,"South Africa s energy supply remains an absolute imperative and the current situation at Eskom poses significant risks to the country, its financial stability and the econom The strategic unbundling of Eskom into three separate wholly",0.86984354
"[ 0.57303685 -0.21926157 -0.01496333 ...  0.5818137   1.1379874
  1.9424924 ]","[ 0.02546879 -0.00091178 -0.0001931  ...  0.00614598  0.04006419
  0.02314282]",isikhungo sokuphehla nokukhiqiza ugesi; esokuthumela ugesi kanye nesokusabalalisa ugesi kumakhasimende - kuyadingeka ukuze lesi sikhungo sikagesi kanye nezwe kusimame isikhathi esid,is required for the long-term sustainability of the power utility and the countr,0.71308875
"[ 0.3703555   0.35766974 -0.18069029 ...  1.5031753   1.1136289
  1.5334873 ]",[0.03060573 0.00399446 0.007707   ... 0.02932077 0.05146173 0.07311557],"Ebhekana nesimo sakamuva, uMongameli Ramaphosa uqoke Ikomidi LeKhabhinethi Elikhethekile eliqondene no-Eskom eliholwa yiPhini likaMongameli futhi elakhiwe ngoNgqongqoshe abahlukene okungowezamaBhizinisi Kahulumeni; Owezamandla; Owezezimali; Owezokuthutha; Owezokuphepha Kombuso Nowezamaphoyis Leli komidi lizobhekana nezindaba ze-Eskom nsukuzonke futhi lithumele imibiko yansukuzonke kuMongameli nangalokho okumele kwenziwe ukuze kuqinisekiswe ukutholakala kukages Leli thimba kulindeleke ukuthi lihlangane nababambiqhaza ukusiza ukubuyisela uzinzo nokucaba indlela eyaphambili kube kuqinisekiswa ukuthi kunezindleko ezincane ezikhokhwa abathengi nabakhokhintela Ilungelo lokuvota IKhabhinethi lihalalisela zonke izakhamizi zaseNingizimu Afrika, ikakhulukazi izinkulungwane zabantu abasha abazobe bevota okokuqala, abazibandakanye ekubhaliseleni ukuvota ngempelasonto lokugcina lokubhalisela ukuvota lamhla zingama-26 nama-27 kuMasingana 2019 ngaphambi kokuba izwe libambe ukhetho lwentando yeningi labantu lwesithupha lukazwelonke nolwezifundazwe mhla ziyisi-8 kuNhlaba 2019.","To address the recent situation, President Ramaphosa has appointed a Special Cabinet Committee on Eskom led by the Deputy President and comprising the Ministers of Public Enterprises; Energy; Finance; Transport; Intelligence and Polic This committee will deal with matters of Eskom daily and deliver daily reports to the President on what actions need to be taken to secure energy suppl The team is expected to meet with all stakeholders to help restore stability to the grid and chart a way forward whilst ensuring that there is minimal economic cost to the consumer and taxpayers Right to vote Cabinet congratulates all South Africans, especially thousands of young and first-time voters, who participated in the last voter registration weekend on 26 and 27 January 2019 before the country holds its sixth democratic national and provincial elections on 8 May 2019.",0.88685286
"[ 0.53848016  0.07796843 -0.27506274 ...  1.2153381   0.64748335
  0.7592612 ]","[ 2.6689304e-02  1.1652724e-05 -1.6034553e-04 ...  3.6297474e-02
  3.6879335e-02  2.4005327e-02]","IKhabhinethi limema bonke abantu abafanelwe wukuvota ngokomthetho ukuthi basebenzise ilungelo labo ngobuhlakani futhi linxusa zonke izakhamizi zaseNingizimu Afrika ezingakubhaliseli ukuvota ukuthi zibhalise emahhovisi eKhomishana Yokhetho Ezimele (i-IEC) avuliwe ezweni lonk Ungakwazi nokubheka isimo sokubhalisela ukuvota ngokuthumela i-SMS nenombolo kaMazisi yakho ku-32810 (i-SMS ibiza i-R1) noma ufake insizakusebenza (i-app) yeselula yamahhala ye-IEC yabavoti bese uyisebenzisele ukubheka imininingwane yokubhalisa yakh Selokhu izwe lethu lathola inkululeko nokubuswa ngentando yeningilabantu, sakhe intando yeningi labantu elandela umthethosisekelo ephumelele enezikhungo eziqinisekisa amalungelo ethu ayisisekel Phezu kwakho konke, kuqaliswe izinhlelo zokuguqula umnotho ngokwesu nokubhekana nenqwaba yezinselele zethu zezenhlalomnoth Ukhetho oluzayo luyithuba lokuthi isizukulwane esisha sabantu abasha baseNingizimu Afrika sisebenzise ilungelo laso lokuvota, nokuba novo kwikusasa labo nelezwe lethu Uwoyela negesi etholwe yi-Total","Cabinet calls on all eligible voters to exercise their right responsibly and appeals to South Africans who have not yet registered to vote, to do so at Independent Electoral Commission (IEC) offices which are open around the countr You can also check your voter registration status by sending an SMS with your ID number to 32810 (R per SMS) or install the IEC s free mobile app for voters and use it to check your registration detail Since the birth of our democracy, we have built a thriving constitutional democracy with institutions that ensure our basic rights and freedom Furthermore, programmes have been implemented to structurally transform the economy and address our many socio-economic challenge The upcoming elections are an opportunity for a new generation of young South Africans to exercise their right to vote, and have a say in their future and that of our country Total oil and gas discovery",0.8874504
