zu,en,src_text,trg_text,Cosine_Score
"[ 0.12172295 -0.33622175  0.258443   ... -0.05734028  0.22555247
  0.25355998]","[ 2.0932467e-03 -2.0482062e-04  4.8137150e-05 ...  1.0729725e-03
  1.5222376e-03  7.8740409e-03]",Ezisematheni1.,Messages1.,0.7270088
[0.8784583  1.1540743  0.07222426 ... 0.27558184 0.9119479  0.30474538],[0.02451247 0.03634252 0.01720212 ... 0.00077419 0.02994984 0.00781392],Ingqungquthela kaMongameli mayelana noDlame Olubhekiswe Kwabobulili Obuthile Nokubulawa Kwabesifazane (i-GBVF),Presidential Summit on Gender-Based Violence and Femicide (GBVF),0.87769425
"[ 1.2554871  -0.20847872  0.16913916 ...  1.035643    0.419831
  1.4652619 ]","[ 0.06562068 -0.00015144  0.00684776 ...  0.0339229   0.03850236
  0.05486737]","IKhabhinethi lamukele ukusingathwa kweNgqungquthela yesibili kaMongameli ye-GBVF e-Gallagher Estate e-Midrand, e-Gauteng mhla lu-1 nomhla zi-2 kuLwezi 2022 ngaphansi kwesiqubulo esithi: ""Ukuziphendulela, Ukusheshisa kanye Nokukhulisa, NJENGAMANJE!""","Cabinet welcomed the hosting of the second Presidential Summit on GBVF at the Gallagher Estate in Midrand, Gauteng on 1 and 2 November 2022 under the theme:",0.8395715
"[ 0.96197146 -0.13986892 -0.18943748 ...  0.36481208  0.6812989
  0.7304206 ]","[ 1.7154951e-02 -9.1198512e-04 -9.5537638e-05 ...  2.2578230e-02
  2.9442003e-02  2.9708464e-02]","Ingqungquthela ibheke inqubekelaphambili esiyenziwe ekuqalisweni kwezimemezelo ezethulwa ngesikhathi seNgqungquthela kaMongameli yowezi-2018, eyayiqinisekisa ukuzinikela kwezwe ohlelweni lokubhekana ne-GBVF oluhlangene, olucacile futhi olusebenzay","The summit reflected on progress made in the implementation of declarations proposed during the 2018 Presidential Summit, which reaffirmed the country s commitment to a united, comprehensive and effective response to GBV",0.84954584
"[ 0.7726519   0.14406517 -0.16445427 ...  1.1961012   0.6971385
  1.084036  ]","[ 0.01193614 -0.00140177 -0.00019071 ...  0.04407033  0.02415233
  0.03714789]","Ababambiqhaza kule ngqungquthela yezinsuku ezimbili baziphendulela ngomsebenzi osuwenziwe ekuqaliseni ukusebenza koHlelo Lwamasu Lukazwelonke (i-NSP) oluqondene ne-GBVF, oluhlose ukuhlinzeka ngenqubomgomo yeqhingasu emikhakha-miningi, ehlangene kanye nohlaka lokuhlela ukuqinisa indlela kazwelonke edidiyelwe yokubhekana nenkinga ye-GBVF kuhulumeni nasezweni lonkan","Participants at the two-day summit accounted for work being done towards the implementation of the National Strategic Plan (NSP) on GBVF, which aims to provide a multi-sectoral, coherent strategic policy and programming framework to strengthen a coordinated national response to the crisis of GBVF by the government and country as a whol",0.87534356
"[ 0.779305   -0.02295793 -0.07845583 ...  0.79897565  0.27439335
  1.094867  ]","[ 0.01274916 -0.00023233  0.000354   ...  0.01376062  0.00812957
  0.02402693]",Ingqungquthela bekuyinkundla ekahle yokuxoxisana kabanzi nangeqiniso ngempumelelo nangezinselele ezikhona ekulweni ne-GBV Iphinde yabonisa isidingo sesinyathelo esisodwa nokuthi impumelelo ebonakalayo ingazuzwa kanjani uma kuhlinzekwe ngezinsizakusebenza ezanele futhi zaphathwa ngendlela eqondil,The summit was the ideal platform to engage in honest and robust discussions around successes and challenges in the fight against GBV It also showcased the need for collective action and how significant success can be achieved if adequate resources are provided and managed correctl,0.8946602
"[ 0.6778514   0.02433942 -0.26952845 ...  1.8797077   1.6171353
  0.9661461 ]","[ 0.01601248 -0.00061511  0.00291909 ...  0.03942659  0.04837634
  0.0270499 ]","Izivumelwano okufinyelelwe kuzona engqungqutheleni zibonise ukubaluleka kokubambisana phakathi kukahulumeni nomphakathi, amabhizinisi, ozakwabo kwezokuthuthukisa, umkhakha wezenkolo kanye neminye imikhakha ukuze babambisane ekulweni nesihlava se-GBV","The agreements reached at the summit have demonstrated the importance of the partnership that government has forged with civil society, business, development partners, the faith-based sector and other sectors to work together to deal with the scourge of GBV",0.8966402
"[ 0.47496778  0.1833332  -0.26027456 ...  0.95586085  1.313709
  0.80125463]","[ 0.01022288 -0.00083313  0.00751153 ...  0.01605202  0.03434043
  0.02173814]","Ezinye izingenelelo zivumelane ngokubandakanywa kwesidingo sokwabiwa koxhasomali olwanele ku-NSP ye-GBVF, ukuze kuzoqaliswa ukusebenza kwezindlela zokuphatha ezilandelayo ukuqinisekisa ukuziphendulela, kanye nokuqinisa izinhlaka zokuziphendulela kuzwelonke, esifundazweni nakohulumeni basekhay","Some of the interventions agreed upon included the need to allocate adequate funding to the NSP on GBVF, to implement consequence management mechanisms to ensure accountability, and to strengthen national, provincial and local accountability structure",0.87715405
[0.94461066 0.5181746  0.05450112 ... 1.2235895  0.74297106 0.98331875],[0.01163165 0.01172947 0.01110756 ... 0.02448772 0.01719457 0.0235078 ],"IKhabhinethi likuphindile ukuthi zonke izenzo zodlame nokuhlukumeza ngeke zibekezelelwe emphakathini wakith Imiphakathi iyanxuswa ukuthi ilwisane ngqo nalesi sihlava se-GBVF ngokubika izigilamkhuba kwabezomtheth Umkhakha ngamunye emphakathini wakithi kufanele udlale indima yawo ngokwenza izimo ezenza kube nzima kakhulu, noma kungenzeki nhlobo, ukuthi i-GBVF ikhule","Cabinet reiterated that all acts of violence and abuse will not be tolerated in our societ Communities are urged to tackle the scourge of GBVF head-on by reporting perpetrators to law-enforcement agencie Each sector of our society must play its part by creating conditions that make it difficult, if not impossible, for GBVF to thrive",0.9061112
"[-0.12253524 -0.16211398 -0.07693651 ... -0.22737265 -0.10308925
 -0.19023466]","[-3.6259621e-04 -4.4551150e-05  1.0493559e-04 ... -6.4207930e-03
 -5.3749504e-03 -1.1382519e-03]",Ezokuphepha Nokuvikeleka,Safety and security,0.9432694
"[ 0.73931766  0.392675   -0.16298053 ...  1.0141199   1.139492
  0.5709361 ]","[ 1.3307288e-02 -8.9785026e-04 -5.7261885e-04 ...  2.6505971e-02
  1.6093839e-02 -4.1696025e-05]",IKhabhinethi liqinisekise umphakathi ukuthi uPhiko Lukazwelonke Lwezokusebenza Ngokuhlanganyela Nezobunhloli (i-NATJOINTS),Cabinet has reassured the public that the National Joint Operational and Intelligence Structure (NATJOINTS),0.84987134
"[ 0.38327992  0.22320691 -0.1834111  ...  1.3883697   1.4487743
  1.1474731 ]",[0.00179475 0.01128383 0.00169447 ... 0.05047816 0.04597365 0.02905312],"olwakhiwe iminyango kahulumeni eyahlukene eholwa i-Ejensi Yezokuvikelela Kombuso, uPhiko Lwamaphoyisa aseNingizimu Afrika kanye noMbutho Kazwelonke Wezokuvikela eNingizimu Afrika","which comprises various government departments led by the State Security Agency, South African Police Service and South African National Defence Force",0.909735
"[ 0.37771994  1.0128052  -0.17894508 ...  0.10142902  0.3157589
  0.99836504]","[ 1.2978301e-02  1.4647181e-02 -2.9581510e-05 ... -2.1077362e-03
  8.8353939e-03  1.5936900e-02]","inekhono lobunhloli lokubhekana nezinsongo ezibhekiswe kwezokuvikeleka kuzwelonke, kubandakanya nobuphekul","has an intelligence-driven capacity to deal with threats to our national security, including terroris",0.8787087
[0.5456004  0.40811834 0.15344857 ... 1.2079074  1.1846675  1.1974301 ],"[-0.0004248   0.00224107  0.00933908 ...  0.02040648  0.02574443
  0.01074071]","Ngokusebenza kwe-NATJOINTS, ukuvikeleka kwezwe kuhlolisiswa njalo nje kubhekwe izinsongo ezingaba khona kwezokuvikeleka kwezw Njengengxenye yezivumelwano zokusebenzisana namanye ama-ejensi ezobunhloli akwamanye amazwe, iNingizimu Afrika nayo iyazuza ekwabelananeni ngolwazi lobunhloli oluyilona oluzoqinisekisa ukuphepha kwesizw","Through NATJOINTS, the security of the country is assessed regularly for any possible security threa As part of the cooperation agreements with other intelligence agencies from other countries, South Africa also benefits from the exchange of relevant intelligence information that can ensure the safety of the natio",0.9009255
"[ 0.7383132   0.56355524 -0.26250485 ...  0.9808949   0.4666539
  0.6709105 ]","[ 0.01903301  0.03617072 -0.0001331  ...  0.00975894  0.02365581
  0.01077652]","IKhabhinethi licela umphakathi ukuthi uhlale uqaphile futhi ubike kwabomthetho izenzo ezisolisayo nezingekho emthethwen Ungathuli nje; uma ubona okuthile, yisho okuthile","Cabinet calls on the public to remain vigilant and to report any suspicious and illegal activities to law enforcement agencie Do not keep quiet; if you see something, say something",0.9019915
"[ 0.1425     -0.42023665 -0.30790505 ...  0.32526743  0.80630565
  0.29396522]","[ 0.00652038 -0.00154189 -0.00018742 ...  0.01415386  0.0259763
  0.00711291]",sisonke singagcina isizwe siphephile,together we can keep the nation safe,0.8645179
"[ 0.38977236 -0.3623152  -0.09348368 ...  0.568479    0.11833105
  1.4240721 ]","[ 0.00343757 -0.00354279 -0.00185709 ...  0.02329873 -0.0041199
  0.00948302]",ISitatimende Senqubomgomo Yesabelomali Sesikhathi Esiphakathi (i-MTBPS) sowezi-2022,2022 Medium-Term Budget Policy Statement (MTBPS),0.82983506
