zu,en,src_text,trg_text,Cosine_Score
"[ 0.12172338 -0.3362205   0.25844312 ... -0.05733967  0.22555403
  0.25356   ]","[ 0.03878446  0.0205868  -0.00017581 ...  0.00211519  0.00940792
 -0.0031399 ]",Ezisematheni1.,Penfol,0.7316861
"[ 0.3176019  -0.07524285 -0.01107371 ...  0.45084926  0.16746774
  0.39814574]","[ 0.00185158 -0.00058161 -0.00363038 ...  0.01149646  0.00906613
  0.0159486 ]",UHlelo Lotshalomali Lokuguqukela Kwezamandla Ezinganukubezi Imvelo (i-JET-IP),Just Energy Transition Investment Plan (JET-IP),0.8258223
"[ 1.0506384  -0.3106597   0.30980933 ...  1.1109456   1.6147596
  3.296226  ]","[ 0.02718856 -0.00168779  0.01778064 ...  0.03000804  0.04922096
  0.07423483]","I-JET-IP yaseNingizimu Afrika inconywe kakhulu emhlanganweni wehlandla lama-27 weNgqungquthela Yamaqembu eNhlangano Yezizwe Ezibumbene (i-UN) Yokuguquguquka Kwesimo Sezulu (i-COP27) ebanjwe e-Sharm El-Sheikh, e-Egypt kusuka mhla wesi-6 kuya mhla we-18 kuLwezi 2022.","South Africa s JET-IP received widespread acclaim at the 27th session of the United Nations (UN) Climate Change Conference of the Parties (COP27) being held in Sharm El-Sheikh, Egypt from 6 to 18 November 2022.",0.9120489
"[ 0.15431839 -0.24018912 -0.16365796 ...  0.7442643   0.38903087
  0.2943191 ]","[ 0.02652427 -0.00098626  0.00199681 ...  0.01057259  0.01803586
  0.01053958]",Lolu hlelo olukhulu olwavunywa yi-International Partners Group,The bold plan that was endorsed by the International Partners Group,0.8608211
"[ 0.34086758 -0.23332408 -0.27323756 ...  1.4134375   0.3571402
  0.63364184]","[ 0.00780339 -0.00309247 -0.00064063 ...  0.03175799  0.01671145
  0.02081816]","eyakhiwe i-United Kingdom, i-United States, i-Germany, i-France, i-European Union kanye nabanye ababambiqhaza emphakathini","the United Kingdom, United States, Germany, France, European Union and other social partners",0.9025681
"[ 0.6573381  -0.16323721 -0.20446017 ...  0.88179743  1.4537182
  1.6311661 ]","[ 0.02283869  0.00242993 -0.00010749 ...  0.02549753  0.04240511
  0.01669549]",icacisa mayelana nokuguqukela kwethu kumnotho wekhabhoni ephans Iphinde ibe negalelo emizamweni yomhlaba yokuqinisekisa ukumelana nesimo sezulu kanye nokuthuthukiswa okusimeme kwesizukulwane samanje nesizay,"outlines our transition to a low carbon econom It also contributes to global efforts to ensure climate resilience and sustainable development for current and future generations Hailed as a ground-breaking new model for tackling climate change, the JET-IP is based on the financial responsibility of developed countries to assist developing nations meet their climate change commitment It identifies investment priorities in the areas of clean energy, electric vehicles and green hydrogen, to pave the way for a sustainable and fair transition towards cleaner energ 2.",0.773413
[1.0177068  0.03600847 1.2289364  ... 1.4528878  1.387947   0.7379672 ],[0.02477925 0.00147096 0.02016963 ... 0.03191987 0.03751333 0.03685989],"I-JET-IP eyaziwa njengendlela entsha yokubhekana nokuguquguquka kwesimo sezulu, yesekelwe kwisibopho sezimali samazwe athuthukile ukuthi asize amazwe asathuthuka ukuthi agcine izethembiso zawo mayelana nokuguquguquka kwesimo sezul Ithola utshalomali olubekwe eqhulwini emikhakheni yezamandla ahlanzekile, izimoto ezihamba ngogesi kanye nehayidrojini ehlanzekile, ukuphemba indlela yokuguqukela ngokusimeme nakahle kwezamandla ahlanzekil 2.","Cabinet approved the Hydrogen Society Roadmap earlier this yea The roadmap is one of government s strategies and policy direction aimed at bringing together a variety of public and private stakeholders and institutions around a common vision on how to use and deploy hydrogen and hydrogen-related technologies, as part of the country s economic development and greening objective In South Africa, hydrogen is extensively used in the chemical and fuel-refining sectors, but it is currently produced mainly from non-renewable sources such as coal and natural ga AppointmentsAll appointments are subject to the verification of qualifications and security clearance",0.7842988
"[ 0.8686245   0.0068262  -0.19299078 ...  0.76607746  0.06010111
  0.18496591]","[ 0.00701741 -0.0023328   0.00390184 ...  0.00552703  0.02014841
  0.00409047]",INgqungquthela Yokuguquguquka Kwesimo Sezulu Yamaqembu,Climate Change Conference of the Parties,0.7991897
"[ 0.7694154  -0.04202244  0.2525217  ...  0.59033644  0.9401852
  1.69149   ]","[ 0.04795196 -0.00106133  0.00427262 ...  0.03659812  0.02566987
  0.04092334]","IKhabhinethi leseke iziphakamiso ezenziwe ku-COP27 ebibanjwe e-Sharm El-Sheikh, e-Egypt kusuka mhla wesi-6 kuya mhla we-18 kuLwezi 2022 zokuthi amazwe aqhubeke nokulandela injongo yeSivumelwano sase-Paris yokubeka umkhawulo wokukhuphuka kwamazinga okushisa omhlaba ufikelele ku-degrees Celsiu","Cabinet supported calls at the COP27 being held in Sharm El-Sheikh, Egypt from 6 to 18 November 2022 for countries to remain on track to meet the Paris Agreement goal of limiting the global temperature rise to degrees Celsiu Our support for the degree Celsius target is of utmost importance to South Africa as an African and developing country that is highly vulnerable to environmental, social and economic effects of climate chang",0.822747
"[ 0.55362284 -0.18247749  0.18115279 ...  1.0787234   0.8307368
  1.0251293 ]",[0.00987817 0.00349164 0.01194332 ... 0.03747183 0.0423622  0.0241616 ],"Ukweseka kwethu umkhawulo wezinga elingu-degree Celsius kubaluleke kakhulu eNingizimu Afrika njengezwe elise-Afrika futhi elithuthukayo elibuthakathaka kakhulu kwimiphumela yokuguquguquka kwesimo sezulu kwezemvelo, ezenhlalo kanye nakwezomnoth","This year s symposium will focus on green hydrogen as an important growth sector in the country s investment strateg The symposium will bring together decision-makers, financial institutions, academics and international authoritie The event will afford the country the opportunity to showcase some of the large and low-cost world-class green hydrogen production hub The demand for green hydrogen-based products such as ammonia and synthetic jet fuels is risin The Department of Science and Innovation (DSI) in South Africa has been researching green hydrogen with a focus on green mobility and the use of platinum group metal",0.69379747
