zu,en,src_text,trg_text,Cosine_Score
"[ 1.2121694  -0.24546635  0.1458574  ...  0.98450243  1.2264332
  1.2206817 ]","[ 0.04317837 -0.00083751  0.02136965 ...  0.0185479   0.0534222
  0.06711142]",Isitatimende Somhlangano WeKhabhinethi owabanjwa ngoLwesithathu mhla zingama-20 kuLwezi 2019 e-Tuynhuys eKapa,South Africa assumed the chairpersonship of AMCEN at the biannual conference hosted in the City of eThekwini in KwaZulu-Natal from 11 to 15 November 2019.,0.73431903
"[ 0.48181853 -0.13245678 -0.04942271 ...  0.10733213  0.27789938
  0.4361804 ]","[ 3.7567765e-02 -9.6842239e-05 -2.8877301e-04 ...  6.8267821e-03
  1.7417604e-02  4.0812930e-03]",Izindaba Ezisematheni1.,Alrahma,0.5680876
"[ 0.54063827 -0.4961555  -0.19211255 ...  0.91857755  1.5152453
  1.1936438 ]",[0.01214252 0.00039575 0.00215167 ... 0.00488385 0.03761126 0.03423099],INgqungquthela Yotshalomali yaseNingizimu Afrika (i-SAIC),South Africa Investment Conference (SAIC),0.8615751
"[ 0.37934938 -0.1516975   0.6524241  ...  0.43844536  1.1404006
  1.4935582 ]","[ 0.00179162 -0.00040481  0.00576009 ... -0.00079617  0.03708551
  0.02004944]","IKhabhinethi lixoxile ngemiphumela emihle ye-SAIC kanye neSithangami Sotshalomali sase-Afrika (i-AIF), okuyizingqungquthela ezabanjwa kusukela mhla ziyisi-5 kuya kumhla ziyisi-7 kuLwezi kanye nomhla ziyi-11 kuya kumhla ziyi-13 kuLwezi, ngokulandelan Izithembiso zotshalomali olulinganiselwa kumabhiliyoni angama-363 amarandi zamenyezelwa ku-SAIC yesibili yeNingizimu Afrika, kanti futhi ku-AIF kwamenyezelwa utshalomali olulinganiselwa kumabhiliyoni angama-40 amadola aseMelik Lokhu kuyaphinda futhi kubonisa ukwethenjwa okukhulu komnotho waleli lizw","In the past week, the Tshwane Automotive Special Economic Zone (SEZ) announced investments that are expected to attract about R3,6 billion and create 6 700 direct job Ford SA, which will operate from this SEZ, plans to increase production of its Ranger bakkie from 520 to 720 vehicles per day for both international and domestic market The Japanese company, Isuzu, also announced a R1,2-billion investment into its local production in Port Elizabeth, which will boost the economy of the Eastern Cap",0.81464005
"[ 0.423782   -0.16425507  0.15681413 ...  0.3884983   1.0923072
  0.9938436 ]","[ 0.01951275 -0.00030068  0.00584494 ...  0.03348116  0.05878436
  0.0359879 ]","Isikhondlakhondla senkampani ekhiqiza iphepha, i-Sappi, kanye nesikhondlakhondla senkampani ephisa ubhiya, i-Heineken, ngezinye zezinkampani ezathembisa ukuthi zizofaka utshalomali olungamabhiliyoni ngamabhiliyoni amarandi kulel Ngonyaka odlule, ingqungquthela yotshalomali yokuqala yathola izithembiso zotshalomali olubalelwa kumabhiliyoni angama-300, okuyizithembiso ezabe zivela enkampanini eyisikhondlakhondla kwezokuqhutshwa kwebhizinisi nge-inthanethi, i-Amazon kanye ne-Aspen Pharmacare, ngokunjalo futhi nenkampani yezobuchwepheshe ezinze kwelase-Rwanda, i-Mara Corporation, phakathi kwezinye izinkampani eziningan Zonke lezi zithembiso ziyaqhubeka nokubonisa ngokusobala ukuthi uMongameli Cyril Ramaphosa usalokhu eqhubeke njalo emgudwini wokuheha utshalomali olungamathriliyoni angu-1,2 amarandi kule minyaka emihlanu ezay","Paper and pulp giant Sappi and brewing giant Heineken were amongst several other companies to pledge billions of rand Last year, the first investment conference netted commitments worth R300 billion and drew pledges from, amongst others, international e-commerce giant Amazon, Aspen Pharmacare and Rwanda-based technology company, Mara Corporatio All these investment commitments continue to confirm that President Cyril Ramaphosa remains on course on the planned investment target of R1,2 trillion over five year",0.86109126
"[ 0.7578757  -0.11747102  0.3390274  ...  0.6918227   0.8372459
  1.508915  ]","[ 1.1243228e-02 -3.5141173e-05  1.7026719e-02 ...  4.0921532e-03
  2.1369699e-02  2.9962670e-02]","Kuleli viki eledlule, isiZinda Esikhethekile Sezomnotho (i-SEZ) Sokukhiqiza Izimoto saseTshwane simemezele utshalomali okulindeleke ukuthi lufake imali engamabhiliyoni angu-3,6 amarandi futhi luvule namathuba omsebenzi lapho kuzoqashwa ngqo abantu abayizi-6 700.",R363 billion worth of investment commitments were announced at South Africa s second SAIC and about US$40 billion worth of investment commitments were announced at the AI This once again signals a strong vote of confidence in our econom,0.72922647
[0.42317814 0.01780243 0.05800399 ... 1.2175912  1.6783051  1.3538812 ],"[ 1.6409896e-02  1.3609375e-03 -8.3361636e-05 ...  7.3936284e-03
  3.2543965e-02  3.3142354e-02]","Inkampani i-Ford SA, ezosebenzela kule-SEZ, ihlela ukukhulisa umkhiqizo weveni layo lohlobo lwe-Ranger usuka ezimotweni ezingama-520 ngosuku ufinyelele ezimotweni ezingama-720 ngosuku, okuyizimoto ezikhiqizelwa ukuthengiswa emazweni angaphandle kanye nakulel Inkampani yase-Japan, i-Isuzu, nayo isimemezele utshalomali olungamabhiliyoni angu-1,2 amarandi oluzofakwa enkampanini yayo ezinze e-Port Elizabeth, futhi lokhu kuyinto ezokhuthaza futhi isimamise umnotho waseMpumalanga Kap IKhabhinethi libabonge kakhulu bonke abatshalizimali kanye nababambiqhaza bale ngqungquthela yesibili ebe yimpumelelo enkul Ngokusebenzisana, singayiqhubekisela phambili iNingizimu Afrik 2.","Eskom Cabinet has supported the appointment of Mr Andre de Ruyter as the new Chief Executive Officer (CEO) of Esko The appointment of a permanent CEO is an important first step in strengthening Eskom, dealing decisively with government and financial management challenges at the utilities which will ensure a stable electricity supply for the natio Mr de Ruyter is currently the CEO of packaging company Nampa",0.7741767
"[ 1.1086742  -0.2194665  -0.24676228 ...  0.96699613  2.2563372
  2.6021898 ]","[ 0.02667201  0.00233518 -0.00043322 ...  0.02337876  0.0408116
  0.0584344 ]","INgqungquthela yoNgqongqoshe base-Afrika Yezemvelo (i-AMCEN) IKhabhinethi liyakuthokozela ukuqokwa kukaNgqongqoshe Wezemvelo, Ezamahlathi kanye Nezokudoba, u-Barbara Creecy, njengoSihlalo we-AMCEN kule minyaka emibili ezay","Cabinet welcomes the appointment of Environment, Forestry and Fisheries Minister Barbara Creecy as the Chairperson of the AMCEN for the next two year",0.8705562
"[ 2.5407405  -0.24984536  0.42157897 ...  0.90899146  1.6157835
  3.0068576 ]","[ 0.01435266 -0.00022844  0.0084361  ...  0.04709945  0.03656656
  0.05322217]","INingizimu Afrika ithathe izintambo njengosihlalo we-AMCEN engqungqutheleni ebanjwa kabili ngonyaka ebisingathelwe edolobheni laseThekwini, Kwazulu-Natali kusukela mhla ziyi-11 kuya kumhla ziyi-15 kuLwezi 2019.","This is an important forum for African Ministers to develop strategies for the sustainability of Africa s rich biodiversit It also assists the continent to develop common negotiating positions for international forums such as the 25th United Nations Climate Change Conference (COP25) taking place in Madrid, Spain, from 2 to 13 December 2019.",0.71062136
"[ 0.64070135 -0.03653003  0.25998393 ...  1.3412471   1.4150419
  2.3612106 ]",[0.00698888 0.04789367 0.00326125 ... 0.02862649 0.01795461 0.05539392],"Lesi yisithangamu esisemqoka lapho oNgqongqoshe base-Afrika benza khona amaqhingasu okuqinisekisa ukusimama kwezilwane nezitshalo zemvelo eziyinsada kuleli zwekazi lase-Afrik Lesi sithangamu siyalilekelela futhi leli zwekazi ukuthi likwazi ukuvumelana ngezimo ezifanayo okuzoxoxiswana ngaphansi kwazo ezithangameni zamazwe ngamazwe njengeNgqungquthela YeNhlangano Yezizwe Yokuguquguquka Kwesimo Sezulu yehlandla lama-25 (i-COP25) ezobanjelwa e-Madrid, kwelase-Spain, kusukela mhla zi-2 kuze kube ngumhla ziyi-13 kuZibandlela 2019.",16 Days of Activism for No Violence against Women and Children campaign1 Cabinet joins President Ramaphosa in welcoming the three life sentences handed down to the rapist and killer of University of Cape Town student Uyinene Mrwetyana by the Cape High Cour This is one of a number of sentences that were delivered by our courts in the past mont We remain firm that those who commit such heinous crimes against women and children should have no space in our society and must face the full might of the lawSouth Africa will join the global community in the 16 Days of Activism for No Violence against Women and Children campaign (from 25 November to 10 December,0.7552396
"[ 1.4568453  -0.24374293 -0.17893183 ...  1.0624336   1.1588382
  1.3339357 ]","[ 0.06458112 -0.00158753 -0.00050325 ...  0.00787082  0.02895044
  0.04644329]","INgqungquthela ye-Brazil, Russia, India, China, neNingizimu Afrika (i-BRICS) IKhabhinethi liyayamukela imiphumela yeNgqungquthela ye-BRICS yehlandla le-11 ebibanjelwe e-Brasilia, kwelase-Brazil ngaphansi kwesiqubulo esithi:","Cabinet welcomes the outcomes of the 11th BRICS Summit which took place in Brasilia, Brazil under the theme:",0.79534364
"[ 0.693622    0.06064083 -0.06758899 ...  0.9574719   0.52210224
  0.298792  ]","[ 0.00639023 -0.00164637  0.00576732 ...  0.01450021  0.01682609
  0.01466534]",Ukukhuliswa Komnotho ngenhloso yokuqinisekisa Ingomuso Eligxile Ekuqanjweni Kwezinto Ezintsha .,Economic Growth for an Innovative Future .,0.6565187
"[ 0.59772974  0.42583144 -0.18359017 ...  0.8232729   0.8528829
  1.4904588 ]","[ 0.02999372 -0.00018244  0.00078607 ...  0.04072388  0.03191227
  0.0411832 ]","UMongameli Ramaphosa kanye nabanye abaholi be-BRICS baphinde futhi bafakana imilomo noMkhandlu Wezebhizinisi we-BRICS ngenhloso yokuqinisa nokugqugquzela ubudlelwano bokusebenzisana kwezomnotho, ezohwebo, ezebhizinisi nakwezotshalomali, phakathi kwamalungu e-BRIC IKhabhinethi liyakuthokozela ukwamukelwa ngokusemthethweni kweSimemezelo Sengqungquthela ye-BRICS yiziNhloko Zemibus","President Ramaphosa and other BRICS leaders also interacted with the BRICS Business Council to strengthen and promote economic, trade, business and investment ties amongst BRICS member Cabinet welcomes the adoption of the BRICS Summit Declaration by Heads of Stat",0.9149514
