zu,en,src_text,trg_text,Cosine_Score
"[ 2.0279446  -0.14709415 -0.1529004  ...  0.6804412   1.9565027
  1.8189342 ]",[0.06562134 0.02170832 0.00030769 ... 0.02791539 0.05778698 0.05247657],"Imigubho yeNyanga Yabesifazane/yoSuku Lukazwelonke Lwabesifazane IKhabhinethi iyazamukela izinhlelo zemigubho yoSuku Lwabesifazane Lukazwelonke kanye nayo yonke imicimbi ehleliwe ezokwenziwa ngenkathi kuqhubeka inyanga kaNcwab UMongameli u-Jacob Zuma uzohola umcimbi kazwelonke ozobanjelwa eNkundleni Yezemidlalo i-King Zwelithini, elokishini laseMlazi, KwaZulu-Natali, mhla ziyisi-9 Ncwaba 2014 ngaphansi kwengqikithi ethi:","Women s Month/ National Women s Day celebrations Cabinet welcomes plans for the national Women's Day celebrations and all activities planned throughout the month of Augus President Jacob Zuma will lead the national event to be held at King Zwelithini Stadium, in Umlazi, KwaZulu-Natal, on 9 August 2014 under the theme:",0.9049769
[0.46036023 0.04259164 0.11654945 ... 0.918279   0.7957349  0.92974967],[0.02122486 0.00179805 0.01130002 ... 0.01281637 0.02817914 0.03575265],"Sigubha Iminyaka engama-60 yoSomqulu Wabesifazane Noweminyaka engama-20 Yenkululeko: sisonke siqhubekisela phambili iNingizimu Afrika engacwasi ngokobuhlanga nangokobulil Njengengxenye yemigubho yenyanga yabesifazane, uhulumeni uzosingatha imicimbi eminingana yokuqhakambisa abesifazane abavelele emikhakheni ehlukahlukene futhi kuzoboniswa nangezinto ezinhle esizifezekisile njengelizw Eminye imicimbi ehleliwe ibandakanya nomcimbi wokuklomelisa abesifazane ngezindondo ezilandeleyo: IziNdondo Abesifazane Abavelele Emkhakheni Wezokwakha (14 kuNcwaba), IziNdondo Abesifazane Abavelele Emkhakheni Wezesayensi (15 kuNcwaba) IziNdondo Umlimi Wesifazane Wonyaka (22 kuNcwaba) kanye NeziNdondo Abesifazane Abavelele Emkhakheni Wezamanzi (29 kuNcwaba).Njengengxenye yale migubho, uNgqongqoshe Wezokuhlaliswa Kwabantu ebambisene noNgqongqoshe Bezifundazwe emhlanganweni okhethekile (i-MINMEC) owabanjwa mhla zizi-4 Ntulikazi 2014, wamukela uhlelo lokwakhiwa kwezindlu eziyi-1 956 esifundazweni ngasinye kweziyisishiyagalolunye zakulel Lolu hlelo lwenzelwe ukuhlonipha nokuthulela isigqoko abesifazane abashaya inhlabaluhide eqonde eZindlini Zombuso ngowe-1956 bebhikishela imithetho eyayiphoqelela abantu abamnyama ukuthi baphathe amapasi abo ngaso sonke isikhathLolu hlelo lwethulwa kokuqala mhla zizi-4 Ncwaba 2014 eLokishini laseRatanda, kuMasipala Wendawo yaseLesedi esifundazweni saseGauten Kuzokwakhiwa izindlu eziyizi-17 604, futhi lezi zindlu zizokwakhiwa ngabesifazan Kulolu hlelo kuzohlomula abesifazane, nabantu abadala kanye namakhaya aphethwe yizingane njengoba lokhu kwashiwo nguNgqongqoshe Wezokuhlaliswa Kwabantu uLindiwe Sisulu enkulumweni yakhe yesabelomali ayethule esikhathini esifushane esedlulIKhabhinethi ihlaba ikhwelo eliqondiswe kubo bonke abantu baseNingizimu Afrika ukuthi basekele futhi babambe iqhaza ezinhlelweni nasemicimbini yeNyanga Yabesifazane ezobanjwa ngenkathi kuqhubeka inyanga kaNcwaba ukuze baqinisekise ukuthi ithola ukuhlonishwa okufanelekile nokuthulelwa isigqoko imisebenzi emihle eyenziwe ngabesifazan Uhlelo lwemicimbi ezobanjwa ngeNyanga Yabesifazane Kazwelonke lungezansi Ukuqaliswa kwemiklamo esemqoka IKhabhinethi iyayamukela futhi iyayithokozela inqubekela phambili eseyenziwe ekuqalisweni kwezinhlelo zikahulumeni ezisemqoka, okuyisenzo esikhombisa ukuzibophezela kwethu ukuthi siqhubekisela phambili iNingizimu Afrik Ukuvulwa kweSikhungo Sokulungisa Kabusha Izinqola Zezitimela Zakwa-Transnet esizodla izigidi ezingama-R30 edolobheni lase-De Aar eNyakatho Kapa kuzokhuthaza ukukhula komnotho wendawo futhi kwenze ngcono nezimo zenhlalo yemiphakath Lo mklamo sewuvule amathuba emisebenzi eqondile ayi-100 futhi kulindeleke ukuthi kuvuleke amanye amathuba emisebenzi angama-300.Isikhungo Sokulungisa Kabusha Izinqola Zesitimela siyingxenye yohlelo lwengqalasizinda lwenkampani yakwa-Transnet oluzodla imali eyizigidigidi ezingama-R300 ngenhloso yokuvuselela umkhakha wakuleli wezezitimela, nowamapayipi okuthutha igesi nophethiloli kanye nowamachweba, futhi lolu hlelo luzovula amathuba emisebenzi amasha ayizi-588 000.","Celebrating the 60th Anniversary of the Women s Charter and 20 Years of Freedom: together moving non-racial and non-sexist South Africa forward .As part of the celebrations of women s month, government will host several events to profile women in different sectors and showcase the achievements we have made as a countr Some of the events planned include the Women Awards in Construction, 14 August, Women in Science Awards, 15 August, Female Farmer of the Year Awards, 22 August and Women in Water Awards, 29 AugusAs part of the celebrations, the Minister of Human Settlements together with the provincial MEC s in the special meeting (MINMEC) held on 4 July 2014, approved a programme to deliver 1 956 houses in each of the nine province The programme pays tribute to women who marched to the Union Buildings protesting against the pass laws in 1956.The first launch of this programme took place at Ratanda Township, Lesedi Local Municipality in Gauteng on the 4 August 2014.",0.88516986
[0.91566086 0.00415707 0.0548388  ... 0.7479658  0.7236612  0.9927641 ],"[ 0.04348922 -0.00054358 -0.00016782 ...  0.02544877  0.02909994
  0.0425153 ]",Abantu abasha bakule ndawo nabo bazohlomula kakhulu njengoba kuzokwakhiwa neSizinda Sokuthuthukiswa Kwentsha Emikhakheni Ehlukahluken Lo mklamo uzoba yingxenye yemiklamo eminingana kahulumeni yokwakhiwa kwengqalasizinda eholwa yiKhomishana KaMongameli Yokuqondisa Ingqalasizinda (i-PICC).,"Cabinet also congratulates the national cricket team (Proteas) under the leadership of Test Captain Hashim Amla for winning the Test series in Sri Lanka and regaining the number one International Cricket Council World Test rankin Cabinet congratulates Zolani ""Last Born"" Tete for winning the International Boxing Federation (IBF) junior bantamweight title in Japa Cabinet sends condolences to the family and friends of the man who lost his life as a result of the earthquake on Tuesday and wishes a speedy recovery to those who were injure",0.68855655
"[ 0.40000448 -0.2398895  -0.02867506 ...  0.8204919   1.0108681
  1.1930596 ]",[0.01458809 0.00713702 0.00172493 ... 0.02589505 0.02384326 0.01691375],"Njengengxenye yombhidlango nomkhankaso wokwelulwa nokwandiswa kwekhono lokwenza umsebenzi lemboni yezokukhiqiza yaseNingizimu Afrika, kanye nokwandisa isibalo sezimboni ezisungulwayo kuleli futhi kuvulwe namathuba emisebenzi adingeka kakhulu, kwethulwe isikhungo esakhiwe ngemali eyizigidi ezingama-R80 edolobheni lase-Epping eKap Lesi sikhungo esikhiqiza amaphaneli kagesi welanga esizophehla ugesi ongamamegawathi ayi-120 sivulwe","A total of 17 604 houses will be built by women and the beneficiaries will be women, the elderly and child headed households as stipulated by Human Settlements Minister Lindiwe Sisulu during her recent budget speec Cabinet calls on all South Africans to support and participate in the Women s Month programmes and activities throughout the month to ensure that women achievements are celebrate The National Women s Month Programme is attached Key programme implementationCabinet welcomes and appreciates the progress on implementation of key government programmes which reflect our commitment to moving South Africa forwar The opening of the R30-million Transnet Wagons Refurbishing Facility at De Aar, in the Northern Cape will boost the local economy and improve the living conditions of communitie More than 100 direct jobs have already been created and a further 300 jobs are expecte The Wagons Refurbishing Facility is part of Transnet s R300 billion infrastructure plan to revamp and modernise the country s rail, pipeline and ports network which will create 588 000 new job Young people in the area will also benefit from the development of a Youth Multi-Purpose Precinc This project forms part of a number of government infrastructure projects coordinated through the Presidential Infrastructure Coordinating Committe As part of government s drive to expand the capabilities of the South African manufacturing industry, to increase the country s industrial base and create the much needed jobs, an R80 million facility was launched in Epping Cape Tow This 120 MW solar PV module production facility was officially launched on 6 August 2014 by Jinko Solar, a Chinese multinational compan This is part of the roll-out of the South African Renewable Energy Independent Power Producers Programme (REIPPP).",0.76344454
"[ 0.4214415  -0.15266076  0.33608314 ...  1.3318446   0.79813546
  0.81689334]","[ 0.02270272 -0.00043777 -0.00114769 ...  0.03818946  0.03080607
  0.04284111]","ngokusemthethweni mhla ziyisi-6 Ncwaba 2014 yinkampani yakwa-Jinko Solar, okuyinkampani yase-China esebenza emazweni amaningi emhlabeni jikelelLokhu kuyingxenye yokuqaliswa koHlelo Lwabakhiqizi Abazimele Bagesi Ovuselelekayo BaseNingizimu Afrika (i-REIPPP).","Through the National Disaster Management, government is attending to the affected communitiesUpcoming eventsPresident Jacob Zuma will attend the 34th Ordinary Summit of Southern African",0.6972122
"[ 0.8514216  -0.03891748  3.7080843  ...  1.112767    1.2230356
  1.4969243 ]",[0.00233698 0.00623337 0.02200079 ... 0.02902537 0.01396507 0.03008709],"Kulindeleke ukuthi lesi sikhungo sikhiqize amaphaneli kagesi welanga ayi-1 300 ngosuku, futhi kulindeleke ukuthi singenise imali eyizigidi ezingama-R600 ngonyak Kusukela ekusungulweni kwalolu hlelo kuze kube manje, abakwa-Jinko Solar sebekhiqize amaphaneli kagesi welanga aphehle ugesi owevile kumamegawathi angama-300, futhi lokhu kulinganiselwa kuma-30% kagesi ophehlwa kulo mkhakhLefemu, okuyifemu entsha kunazozonke uma kuqhathaniswa namafemu ohlobo olufanayo kuleli zwekazi futhi ewadlula wonke ngokuba nobuxhakaxhaka besimanjemanje,","The facility is expected to produce 1 300 solar panels per day, with an expected R600 million turnover per yea Since the inception of this programme, Jinko Solar has deployed over 300MW of solar PV panels, reaching approximately 30% market sharThe plant, which is the newest and most modern of its type on the continent, is expected to produce 120 Megawatts by the end of the yea This is part of government s drive to expand the capabilities of the South African manufacturing industry, to increase the country s industrial base and create the much needed jobs in Eppin The Green Economy has been identified as a key focus area in the Industrial Policy Action Plan and provides significant opportunities for job creation, localisation and economic growt Cabinet is pleased with the launch of the Renewable Energy Centre of Excellence in Upington, Northern Cape which represents another initiative to move South Africa forwar The centre is the result of strong collaboration among academia, the private sector, and government in the area of renewable energ The centre will support research, development and innovation in the energy sector, informing and influencing policy decisions and supporting human capital developmen This will contribute significantly towards expanding the Green Economy, and transforming the skills profile of the province and regio Renewable energy presents numerous exciting investment prospects, including massive job creation opportunities Cabinet welcomes the launch of the Hydrogen Fuel Cells (HFC) technology electrification project on 5 August 2014 which is the culmination of robust and productive deliberations between government and the Anglo-Ballard partnershi This project to derive power from fuel cell technology is the world's first fuel cell mini-grid electrification field tria Of particular interest is the pivotal role of the development and deployment of this technology in localisation of the energy value chain specifically the use of fuel cell technology as an alternative generation technolog This project will deepen industrialisation of South Africa s economy and enable us to reduce the carbon intensity of its economy and contribute significantly to employment creation Key Cabinet decisions Cabinet approved South Africa s initial transport sector offer under the Southern African Development Community (SADC) Trade in Services Negotiation This sector is critical to South Africa s growth and job creation prospects, both as an intermediate input to merchandise trade and as a tradable service in its own righ Intra-regional integration of transport services can generate commercially valuable market opportunities for South African service suppliers as well as investment across the transport sectors in the regio As income is generated by exporting services within value chains, South African companies could obtain commercial benefits and simultaneously contribute to the development of the regional transport secto Cabinet was briefed on the outcomes of the 2013 rhino census conducted in the Kruger National Park and approved the recommended strategic interventions to secure the rhino populatio The Minister of Environmental Affairs will at a later stage conduct a separate media briefing on this matte Cabinet approved the new Zimbabwean Dispensation proces The Minster of Home Affairs will conduct a separate media briefing to announce details of this proces Cabinet approved that a full review be undertaken of Provincial Development Finance Institutions (PDFIs) based on the findings and recommendations from a desktop review, by National Treasury to assess current financial status and development effectivenes The full-scale review of the PDFIs will assist to ensure their mandates are coordinated and effective in support of Government s social and economic policy objectives and also ensuring efficient allocation and use of Government resource Cabinet welcomed the progress on the Turnaround Strategy to rebuild the Department of Public Works and the Close-out Report of the Stabilisation Phas Cabinet is satisfied with progress recorded in turning around the departmen The Minister of Public Works will conduct a separate media briefing to explain the details of this report Cabinet s position on current issues Cabinet welcomes the amended Employment Equity Act which came into force on 1 August 2014.",0.7417305
"[ 0.23637152 -0.01937961 -0.00963963 ...  0.72553474  0.7228278
  0.7111691 ]","[ 0.01390723  0.00799238 -0.00030306 ...  0.04790487  0.05043935
  0.06173236]","kulindeleke ukuthi ibe isikhiqize ugesi ongamamegawathi ayi-120 uma kuphela lo nyak Lokhu kuyingxenye yombhidlango nomkhankaso kahulumeni wokwelula nokwandisa ikhono lokwenza umsebenzi lemboni yezokukhiqiza yaseNingizimu Afrika, kanye nokwandisa isibalo sezimboni ezisungulwayo kuleli futhi kuvulwe namathuba emisebenzi adingeka kakhulu edolobheni lase-EppinUmnotho Obhekelela Imvelo uhlonzwe wuHlelo Lokusebenza Lwenqubomgomo Yezezimboni njengomkhakha osemqoka kakhulu okumele kugxilwe kuwona futhi uhlinzeka ngamathuba abalulekile okuvulwa kwemisebenzi, nokukhiqizwa kwezimpahla kulelizwe ukuze kuhlomule abantu bendawo futhi kukhuliswe nomnoth IKhabhinethi iyakujabulela ukwethulwa Kwesikhungo Sobuqabavu Sikagesi Ovuselelekayo","The amended Act promotes transformation, fairer labour practices and protects against unfair discriminatio It further strengthens implementation and enforcement mechanisms by, for example increasing fines for non-complianc Cabinet calls on employers to comply with the provisions of the Act and work with government to transform the workplac Furthermore, the Department of Labour is conducting public road shows to educate the public about employment equity and its impac Cabinet congratulates Team South Africa on its outstanding performance during the Commonwealth Games in Glasgow, Scotland which won them 13 gold, 10 silver and 17 bronze medal South Africa achieved 7th place in the medal rankings and was the best performing African countr Cabinet calls on South Africans to honour and celebrate the achievements of our South African athletes on Friday, 8 August 2014, when open buses will be carrying the athletes from Olympic House in Johannesburg at 11h03.",0.79329515
"[ 0.36395827  0.31131452 -0.18999098 ...  1.0812228   0.86914414
  0.89072454]","[-0.001011   -0.00370621 -0.00029441 ...  0.0294296   0.01928264
  0.01966992]","edolobheni lase-Upington, eNyakatho Kapa, futhi lo mklamo ungomunye wemiklamo kahulumeni eyisibonelo sokuthi uhulumeni uzibophezele ekuqhubekiseleni iNingizimu Afrika phambil Lesi sikhungo siwumphumela wokubambisana okunohlonze phakathi kwezifundiswa, abamabhizinisi azimele, kanye nohulumeni emkhakheni kagesi ovuselelekay Lesi sikhungo sizosekela ukwenziwa kocwaningo, ukuthuthukiswa kanye nokusungulwa nokuqanjwa kwezinhlelo ezintsha emkhakheni kagesi, futhi sizodlala indima enkulu ekuthathweni kwezinqumo eziphathelele nenqubomgomo futhi sisekele nokuthuthukiswa kwabasebenz Lokhu kuzoba negalelo elikhulu ekwandisweni koMnotho Obhekelela Imvelo, kanye nokuguqula uhlobo lwamakhono atholakala kulesi sifunda kanye nasesifundazwen Ugesi ovuselelekayo uhlinzeka ngamathuba okutshalwa kwezimali anhlobonhlobo futhi amahle kakhulu, kubandakanya nokuvulwa kwamathuba emisebenzi amaning IKhabhinethi iyakwamukela ukwethulwa komklamo wokuphehla ugesi ngokusebenzisa ubuchwepheshe beZiphehlamandla Zamaseli Egesi Yehayidrojini (i-HFC) mhla ziyisi-5 Ncwaba 2014 futhi lo mklamo ungumphumela wezingxoxo ezinohlonze futhi ezibe yimpumelelo enkulu eziphathelene nokubambisana phakathi kukahulumeni kanye nenkampani yakwa-Anglo-Ballar Lo mklamo wokuphehla ugesi ngokusebenzisa ubuchwepheshe beziphehlamandla zamaseli egesi etholakala ngokwemvelo ngumklamo wokuqala ngqa emhlabeni jikelele wokulingwa kohlelo lokuphehla ugesi ngokusebenzisa iziphehlamandla ezincane zamaseli egesi etholakala ngokwemvelOkubaluleke kakhulu kulo mklamo yiqhaza elisemqoka lokuthuthukiswa nokusetshenziswa kwalobu buchwepheshe ekuqinisekiseni ukuthi uchungechunge lohlelo lomsebenzi wokuphehlwa kukagesi luyabahlomulisa abantu bendawo, ikakhulu uhlelo lokusetshenziswa kobuchwepheshe beziphehlamandla zamaseli egesi yemvelo njengobunye ubuchwepheshe bokuphehla ugesi obungasetshenziswa esikhundleni sikagesi ojwayelekil Lo mklamo uzoqinisa uhlelo lokusungulwa kwezimboni emnothweni waseNingizimu Afrika futhi uzokwenza ukuthi sikwazi ukunciphisa ikhabhoni ekhiqizwayo emnothweni wakuleli, uphinde futhi udlale indima enkulu ekuvulweni kwamathuba emisebenzi Izinqumo zeKhabhinethi eziqavile IKhabhinethi yasamukela isiphakamiso seNingizimu Afrika sokuqala somkhakha wezokuthutha esenziwe ngaphansi Kwenhlangano Ethuthukisa","Plan, the SADC Vision 2050, SADC Tribunal and the Food and Nutrition",0.5795363
"[ 0.27369985  0.26268974 -0.11249979 ...  1.2191355   0.77289677
  0.6765922 ]","[ 0.00435945 -0.00183819  0.00186215 ...  0.02311855  0.00046389
  0.01503176]","Amazwe AseNingizimu ne-Afrika (i-SADC) Esiphathelene Nezingxoxo Zemisebenzi Yokuhwebelan Lo mkhakha usemqoka kakhulu ekukhulisweni komnotho waseNingizimu Afrika kanye nokuvulwa kwamathuba emisebenzi, njengegalelo lesikhathi esifushane kwezokuhwebelana ngezimpahla futhi ngokunjalo njengomsebenzi wokuhwebelana ozimele ngokwawUkudidiyelwa kwemisebenzi yezokuthutha ngaphakathi kwezifunda kungavulela izinkampani zaseNingizimu Afrika ezihlinzeka ngemisebenzi amathuba amahle kakhulu okwenza ibhizinisi ngokunjalo nokutshala izimali kuyo yonke imikhakha yezokuthutha kulesi sifund Ngenkathi izinkampani zaseNingizimu Afrika zithola inzuzo emisebenzini yezokuthunyelwa kwezimpahla emazweni angaphandle emikhakheni yochungechunge lokukhiqizwa kwempahla, zizohlomula kwezomnotho futhi zifake nesandla ekuthuthukisweni komkhakha wezokuthutha wesifund IKhabhinethi yahlinzekwa ngolwazi mayelana nemiphumela yohlelo lokubalwa kobhejane lowezi-2013 esiqiwini sezilwane i-Kruger National Park futhi yazamukela izinhlelo zokungenelela eziphakanyisiwe ezizosetshenziselwa ukuvikela obhejan UNgqongqoshe Wezemvelo uzosingatha esinye isithangamu sabezindaba ngokuhamba kwesikhathi esiqondene nalokh IKhabhinethi yayamukela inqubo entsha ephathelene nohlelo lokuHlinzekwa Kwabantu",Africa s foreign policy on regional development and integratio Pertinent issues,0.554011
[0.21053524 0.3511733  1.4037894  ... 1.0103928  0.3542821  1.382677  ],[0.0112053  0.00223448 0.0021542  ... 0.01328478 0.03387077 0.00804861],BaseZimbabwe Ngezimvume Zesikhashana Zokuhlala Kulel UNgqongqoshe Wezasekhaya uzosingatha esinye isithangamu sabezindaba ngokuhamba kwesikhathi ukuze amemezele imininingwane ephathelene nalolu hlel IKhabhinethi yakwamukela ukuthi kubuyekezwe ngokuphelele iziKhungo Zezimali Zokuthuthukiswa Kwezifundazwe (ama-PDFI) okusekelwe phezu kwemiphumela nezincomo zocwaningo lokubuyekeza oluqhutshwa uMnyango Wezezimali Kuzwelonke lokuhlaziya nokuhlola isimo esikhona njengamanje sezimali nokuthi izinhlelo zentuthuko zinosizo yini noma ch Ukubuyekezwa okuphelele kwama-PDFI kuzoqinisekisa ukuthi umsebenzi walezi zikhungo uyahambelana futhi uhanjiswa ngendlela efanele ukuze kusekelwe izinjongo zenqubomgomo kaHulumeni ephathelene nenhlalo yabantu nezomnotho kanye nokuqinisekisa ukuthi izimali zikaHulumeni zabiwa ngendlela efanele futhi zisetshenziswa ngendlela efanel IKhabhinethi yayamukela inqubekela phambili oHlelweni Lokuphuculwa kwesimo nokwakhiwa kabusha koMnyango Wezemisebenzi Yomphakathi kanye noMbiko Wokuphothulwa Nokusongwa Kwesigaba Sokuletha Uzinzo Kulo Mnyang IKhabhinethi igculisekile ngenqubekela phambili eqoshiwe ekuphuculweni kwesimo kulo mnyang UNgqongqoshe Wezemisebenzi Yomphakathi uzosingatha esinye isithangamu sabezindaba ngokuhamba kwesikhathi ukuze anikeze incazelo ephathelene nemininingwane yalo mbiko Isimo seKhabhinethi eziNdabeni ezisematheni IKhabhinethi iyawamukela uMthetho Wokuqasha Ngokulinganisa ochitshiyeliwe oqale ukusebenza mhla lulu-1 Ncwaba 2014.,discussed at the Summit include the Review of the Regional Indicative Strategic,0.5259304
